Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
3,12:13,4,5,BAL 45,3,7,Sam Koch punts 49 yards,-0.390,0.380
3,12:05,1,10,CIN 6,3,7,Cedric Benson right tackle for 2 yards (tackle by Ray Lewis and Terrell Suggs),-0.380,-0.630
3,11:26,2,8,CIN 8,3,7,Cedric Benson right end for no gain (tackle by Jarret Johnson and Haloti Ngata),-0.630,-1.190
3,10:36,3,8,CIN 8,3,7,"Penalty on Carson Palmer: Delay of Game, 4 yards (no play)",-1.190,-1.650
3,10:15,3,12,CIN 4,3,7,Carson Palmer pass complete short middle to Brian Leonard for 10 yards (tackle by Ray Lewis),-1.650,-2.470
3,9:39,4,2,CIN 14,3,7,"Kevin Huber punts 50 yards, returned by Chris Carr for -1 yards, lateral to Lardarius Webb for -1 yards (tackle by Nedu Ndukwe)",-2.470,-1.200
3,9:26,1,10,BAL 34,3,7,Le'Ron McClain right guard for 5 yards (tackle by Domata Peko and Frostee Rucker),1.200,1.330
3,9:26,2,5,BAL 39,3,7,Joe Flacco pass complete short right to Le'Ron McClain for no gain,1.330,0.630
3,8:08,3,5,BAL 39,3,7,Joe Flacco pass complete short right to Ray Rice for 4 yards (tackle by Dhani Jones),0.630,-0.520
3,7:22,4,1,BAL 43,3,7,"Sam Koch punts 52 yards, returned by Quan Cosby for 11 yards (tackle by Matt Katula)",-0.520,0.140
3,7:11,1,10,CIN 16,3,7,Carson Palmer pass complete short right to Chad Johnson for 9 yards (tackle by Fabian Washington),-0.140,0.690
3,6:33,2,1,CIN 25,3,7,"Penalty on Daniel Coats: False Start, 5 yards (no play)",0.690,0.010
3,6:09,2,6,CIN 20,3,7,Cedric Benson left tackle for 2 yards (tackle by Jarret Johnson),0.010,-0.570
3,5:29,3,4,CIN 22,3,7,Carson Palmer pass complete short middle to Andre Caldwell for 13 yards (tackle by Dawan Landry),-0.570,1.270
3,4:52,1,10,CIN 35,3,7,Cedric Benson right guard for 1 yard (tackle by Justin Bannan),1.270,0.860
3,4:14,2,9,CIN 36,3,7,Carson Palmer pass complete short right to John Paul Foschi for 6 yards (tackle by Fabian Washington),0.860,0.960
3,3:35,3,3,CIN 42,3,7,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",0.960,0.300
3,3:12,3,8,CIN 37,3,7,"Carson Palmer sacked by Dawan Landry for -11 yards. Penalty on Domonique Foxworth: Illegal Contact, 5 yards (no play)",0.300,1.730
3,2:50,1,10,CIN 42,3,7,Cedric Benson right end for 17 yards (tackle by Ed Reed),1.730,2.850
3,2:22,1,10,BAL 41,3,7,Bernard Scott middle for 3 yards (tackle by Terrell Suggs and Jameel McClain),2.850,2.710
3,1:38,2,7,BAL 38,3,7,Carson Palmer pass complete short middle to Chad Johnson for 10 yards (tackle by Ed Reed),2.710,3.710
3,1:01,1,10,BAL 28,9,7,"Cedric Benson left end for 28 yards, touchdown",3.710,7.000
3,,,,,9,7,"Penalty on Trevor Pryce: Illegal Formation, 1 yards (no play)",0.000,0.000
3,,,,BAL 2,10,7,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,10,7,"Shayne Graham kicks off 70 yards, returned by Lardarius Webb for 43 yards (tackle by Shayne Graham)",0.000,1.800
3,0:52,1,10,BAL 43,10,7,"Ray Rice left tackle for 3 yards (tackle by Frostee Rucker). Penalty on Todd Heap: Offensive Holding, 10 yards (no play)",1.800,1.140
3,0:21,1,20,BAL 33,10,7,Ray Rice middle for 3 yards (tackle by Robert Geathers),1.140,0.310
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,BAL 36,10,7,Joe Flacco pass complete short left to Todd Heap for 4 yards,0.310,0.170
4,14:36,3,13,BAL 40,10,7,Joe Flacco pass complete short middle to Ray Rice for 10 yards (tackle by Chris Crocker),0.170,-0.060
4,13:59,4,3,BAL 50,10,7,"Sam Koch punts 26 yards, muffed catch by Quan Cosby, recovered by Quan Cosby and returned for no gain",-0.060,-0.540
4,13:49,1,10,CIN 24,10,7,Cedric Benson middle for 6 yards (tackle by Ray Lewis),0.540,0.810
4,13:11,2,4,CIN 30,10,7,Cedric Benson middle for 3 yards (tackle by Kelly Gregg),0.810,0.500
4,12:27,3,1,CIN 33,10,7,Cedric Benson left tackle for 2 yards (tackle by Domonique Foxworth),0.500,1.270
4,11:48,1,10,CIN 35,10,7,Cedric Benson middle for 3 yards (tackle by Ray Lewis and Terrell Suggs),1.270,1.130
4,11:09,2,7,CIN 38,10,7,Cedric Benson right tackle for -3 yards (tackle by Dawan Landry),1.130,0.040
4,10:32,3,10,CIN 35,10,7,Carson Palmer pass incomplete deep left intended for Chris Henry (defended by Dawan Landry),0.040,-1.040
4,10:26,4,10,CIN 35,10,7,"Kevin Huber punts 37 yards, returned by Chris Carr for 3 yards (tackle by Michael Johnson)",-1.040,-1.000
4,10:18,1,10,BAL 31,10,7,Joe Flacco pass complete short right to Mark Clayton for 23 yards (tackle by Nedu Ndukwe),1.000,2.520
4,9:51,1,10,CIN 46,10,7,Joe Flacco pass complete short middle to Todd Heap for 3 yards (tackle by Pat Sims and Rey Maualuga),2.520,2.380
4,9:51,2,7,CIN 43,10,7,Ray Rice middle for 9 yards (tackle by Leon Hall),2.380,3.310
4,8:27,1,10,CIN 34,10,7,Joe Flacco pass complete short left to Le'Ron McClain for 1 yard (tackle by Antwan Odom),3.310,2.910
4,7:45,2,9,CIN 33,10,7,"Joe Flacco pass complete short middle to Ray Rice for 2 yards. Penalty on Ray Rice: Chop Block, 15 yards (no play)",2.910,0.880
4,7:13,2,24,CIN 48,10,13,"Joe Flacco pass complete short left to Ray Rice for 48 yards, touchdown",0.880,7.000
4,,,,CIN 2,10,14,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,BAL 30,10,14,"Steven Hauschka kicks off 67 yards, returned by Andre Caldwell for 8 yards, lateral to Bernard Scott for 3 yards (tackle by Tom Zbikowski)",0.000,-0.280
4,6:53,1,10,CIN 14,10,14,Carson Palmer for 5 yards,-0.280,-0.040
4,6:25,2,5,CIN 19,10,14,Cedric Benson left tackle for 1 yard (tackle by Ray Lewis and Kelly Gregg),-0.040,-0.680
4,5:41,3,4,CIN 20,10,14,Carson Palmer pass incomplete short middle intended for John Paul Foschi (defended by Ray Lewis),-0.680,-2.030
4,5:36,4,4,CIN 20,10,14,"Kevin Huber punts 48 yards, fair catch by Chris Carr",-2.030,-1.070
4,5:29,1,10,BAL 32,10,14,Ray Rice right end for 3 yards (tackle by Antwan Odom),1.070,0.930
4,4:51,2,7,BAL 35,10,14,Joe Flacco pass complete short right to Ray Rice for -5 yards (tackle by Domata Peko),0.930,-0.430
4,4:04,3,12,BAL 30,10,14,Joe Flacco pass complete deep middle to Kelley Washington for 21 yards (tackle by Nedu Ndukwe),-0.430,2.320
4,3:19,1,10,CIN 49,10,14,Ray Rice left tackle for -2 yards (tackle by Pat Sims),2.320,1.510
4,2:36,2,12,BAL 49,10,14,Ray Rice left tackle for 2 yards (tackle by Pat Sims),1.510,1.090
4,2:28,,,,10,14,Timeout #1 by Cincinnati Bengals,0.000,1.090
4,2:28,3,10,CIN 49,10,14,Joe Flacco pass incomplete deep left intended for Mark Clayton,1.090,0.000
4,2:28,4,10,CIN 49,10,14,"Penalty on Tavares Gooden: False Start, 5 yards (no play)",0.000,-0.320
4,2:22,4,15,BAL 46,10,14,"Sam Koch punts 54 yards, touchback",-0.320,-0.280
4,2:15,1,10,CIN 20,10,14,"Carson Palmer pass incomplete short middle intended for Daniel Coats (defended by Ray Lewis). Penalty on Chris Carr: Illegal Contact, 5 yards (no play)",0.280,0.610
4,2:10,1,10,CIN 25,10,14,Carson Palmer pass complete short right to Chris Henry for 8 yards (tackle by Chris Carr),0.610,1.140
4,2:00,2,2,CIN 33,10,14,Carson Palmer pass incomplete short right intended for Chris Henry,1.140,0.430
4,1:54,3,2,CIN 33,10,14,Brian Leonard middle for 1 yard (tackle by Tavares Gooden),0.430,-1.110
4,1:47,,,,10,14,Timeout #2 by Cincinnati Bengals,0.000,-1.110
4,1:47,4,1,CIN 34,10,14,Carson Palmer middle for 6 yards (tackle by Ray Lewis),-1.110,1.600
4,1:22,1,10,CIN 40,10,14,Carson Palmer pass incomplete deep middle intended for Chad Johnson (defended by Domonique Foxworth),1.600,1.050
4,1:14,,,,10,14,Timeout #1 by Baltimore Ravens,0.000,1.050
4,0:50,2,10,CIN 40,10,14,Carson Palmer pass complete short left to Brian Leonard for 10 yards (tackle by Tavares Gooden),1.050,2.260
4,0:50,1,10,CIN 50,10,14,"Carson Palmer pass incomplete short right intended for Chad Johnson (defended by Ray Lewis). Penalty on Ray Lewis: Unnecessary Roughness, 15 yards",2.260,3.250
4,0:48,1,10,BAL 35,10,14,Carson Palmer pass complete short left to Chris Henry for 11 yards,3.250,3.970
4,0:43,1,10,BAL 24,10,14,Carson Palmer pass incomplete deep middle intended for Daniel Coats (defended by Tavares Gooden),3.970,3.430
4,0:43,2,10,BAL 24,10,14,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Brian Leonard at BAL-30",3.430,1.950
4,0:34,3,16,BAL 30,10,14,"Carson Palmer pass incomplete short middle intended for Chad Johnson (defended by Frank Walker). Penalty on Frank Walker: Defensive Pass Interfere, 10 yards (no play)",1.950,4.240
4,0:27,1,10,BAL 20,16,14,"Carson Palmer pass complete deep middle to Andre Caldwell for 20 yards, touchdown",4.240,7.000
4,,,,BAL 2,17,14,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,17,14,"Shayne Graham kicks off 65 yards, returned by Chris Carr for 21 yards (tackle by Morgan Trent)",0.000,0.670
4,0:16,1,10,BAL 26,17,14,Joe Flacco pass incomplete short middle intended for Todd Heap (defended by Michael Johnson),0.670,0.130
4,0:09,2,10,BAL 26,17,14,Joe Flacco pass incomplete deep left intended for Mark Clayton is intercepted by Leon Hall at CIN-17,0.130,0.060
4,0:04,1,10,CIN 17,17,14,Carson Palmer kneels for -1 yards,-0.060,-0.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
