Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
2,13:37,1,10,WAS 36,0,0,Clinton Portis right guard for 3 yards (tackle by Anthony Weaver and Gary Baxter),1.330,1.200
2,13:00,2,7,WAS 39,0,0,Mark Brunell pass incomplete intended for Clinton Portis,1.200,0.500
2,12:56,3,7,WAS 39,0,0,Mark Brunell pass complete to Ladell Betts for 3 yards (tackle by Deion Sanders),0.500,-0.590
2,12:37,4,4,WAS 42,0,0,"Tom Tupa punts 37 yards, returned by B.J. Sams for 4 yards (tackle by Khary Campbell)",-0.590,-0.610
2,12:29,1,10,BAL 25,0,0,Jamal Lewis left end for 10 yards (tackle by Antonio Pierce),0.610,1.270
2,11:44,1,10,BAL 35,0,0,Jamal Lewis left end for -2 yards (tackle by Cornelius Griffin and Lemar Marshall),1.270,0.450
2,11:06,2,12,BAL 33,0,0,Kyle Boller pass complete to Randy Hymes for 13 yards (tackle by Sean Taylor),0.450,1.990
2,10:56,1,10,BAL 46,0,0,"Penalty on BAL: Illegal Substitution, 5 yards (no play)",1.990,1.660
2,10:21,1,15,BAL 41,0,0,Kyle Boller sacked by Shawn Springs for -1 yards,1.660,0.640
2,9:36,2,16,BAL 40,0,0,Jamal Lewis up the middle for 2 yards (tackle by Sean Taylor),0.640,0.230
2,8:50,3,14,BAL 42,0,0,Kyle Boller pass incomplete intended for Daniel Wilcox is intercepted by Fred Smoot at BAL-45 and returned for 17 yards (tackle by Chester Taylor),0.230,-3.710
2,8:40,1,10,BAL 28,0,0,Clinton Portis left tackle for 3 yards (tackle by Marques Douglas),3.710,3.570
2,8:04,2,7,BAL 25,0,0,Mark Brunell pass complete to Laveranues Coles for 10 yards (tackle by Gary Baxter),3.570,4.580
2,7:33,1,10,BAL 15,0,0,Clinton Portis right end for 8 yards (tackle by Marques Douglas),4.580,5.410
2,7:04,2,2,BAL 7,0,0,Clinton Portis up the middle for no gain (tackle by Ed Reed),5.410,4.680
2,6:28,3,2,BAL 7,0,0,Ladell Betts left end for -1 yards (tackle by Marques Douglas),4.680,2.980
2,5:45,4,3,BAL 8,0,3,John Hall 26 yard field goal good,2.980,3.000
2,,,,WAS 30,0,3,"John Hall kicks off 51 yards, returned by B.J. Sams for 15 yards (tackle by Ryan Clark)",0.000,1.200
2,5:36,1,10,BAL 34,0,3,Kyle Boller up the middle for 1 yard (tackle by Demetric Evans),1.200,0.790
2,5:01,2,9,BAL 35,0,3,Kyle Boller pass incomplete intended for Clarence Moore,0.790,0.100
2,4:55,3,9,BAL 35,0,3,Kyle Boller pass complete to Randy Hymes for 21 yards (tackle by Fred Smoot),0.100,2.650
2,4:26,1,10,WAS 44,0,3,Jamal Lewis for 2 yards (tackle by Jermaine Haley),2.650,2.380
2,3:43,2,8,WAS 42,0,3,"Kyle Boller pass incomplete intended for Randy Hymes is intercepted by Shawn Springs at WAS-35 and returned for 12 yards (tackle by Randy Hymes). Penalty on Randy Hymes: Tripping, 10 yards",2.380,-2.720
2,3:36,1,10,BAL 43,0,3,Mark Brunell pass incomplete intended for Rod Gardner (defended by Ray Lewis),2.720,2.180
2,3:32,2,10,BAL 43,0,3,Mark Brunell pass incomplete intended for Rod Gardner,2.180,1.490
2,3:24,3,10,BAL 43,0,3,Mark Brunell sacked by Terrell Suggs for -12 yards,1.490,-0.390
2,3:15,4,22,WAS 45,0,3,Tom Tupa punts 41 yards,-0.390,0.280
2,3:04,1,10,BAL 14,0,3,Jamal Lewis left guard for 5 yards (tackle by Ryan Clark),-0.280,-0.040
2,2:32,2,5,BAL 19,0,3,Jamal Lewis right end for 2 yards (tackle by Cornelius Griffin),-0.040,-0.560
2,2:00,3,3,BAL 21,0,3,Kyle Boller pass complete to Clarence Moore for 4 yards (tackle by Sean Taylor),-0.560,0.610
2,1:55,1,10,BAL 25,0,3,Kyle Boller pass incomplete intended for Alan Ricard,0.610,0.060
2,1:51,2,10,BAL 25,0,3,Kyle Boller pass complete to Clarence Moore for 5 yards (tackle by Ryan Clark),0.060,0.040
2,1:15,3,5,BAL 30,0,3,Kyle Boller pass incomplete intended for Kevin Johnson is intercepted by Todd Franz at BAL-30 and returned for 22 yards (tackle by Randy Hymes),0.040,-5.370
2,1:03,1,8,BAL 8,0,3,Clinton Portis up the middle for 1 yard (tackle by Kelly Gregg),5.370,4.760
2,0:33,2,7,BAL 7,0,9,"Mark Brunell pass complete to Chris Cooley for 7 yards, touchdown",4.760,7.000
2,,,,BAL 2,0,10,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,0,10,"John Hall kicks off 53 yards, returned by B.J. Sams for 14 yards (tackle by Brandon Barnes)",0.000,1.000
2,0:20,1,10,BAL 31,0,10,Kyle Boller kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,10,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,WAS 20,0,10,Clinton Portis left guard for 1 yard (tackle by Ed Reed),0.280,-0.130
3,14:16,2,9,WAS 21,0,10,Clinton Portis right tackle for 4 yards (tackle by Kelly Gregg and Ed Hartwell),-0.130,-0.300
3,13:30,3,5,WAS 25,0,10,Mark Brunell pass complete to Laveranues Coles for 7 yards (tackle by Gary Baxter),-0.300,1.070
3,12:46,1,10,WAS 32,0,10,Clinton Portis left end for -1 yards (tackle by Marques Douglas),1.070,0.390
3,12:01,2,11,WAS 31,0,10,Mark Brunell sacked by Terrell Suggs for -1 yards,0.390,-0.430
3,11:29,3,12,WAS 30,0,10,Mark Brunell pass incomplete intended for Laveranues Coles,-0.430,-1.370
3,11:23,4,12,WAS 30,0,10,"Tom Tupa punts 38 yards, returned by B.J. Sams for -3 yards (tackle by James Thrash)",-1.370,-0.870
3,11:14,1,10,BAL 29,0,10,Jamal Lewis left end for 1 yard (tackle by Lemar Marshall),0.870,0.460
3,10:38,2,9,BAL 30,0,10,Jamal Lewis left tackle for 6 yards (tackle by Sean Taylor),0.460,0.560
3,10:01,3,3,BAL 36,0,10,Kyle Boller pass incomplete intended for B.J. Sams,0.560,-0.980
3,9:52,4,3,BAL 36,0,10,"Dave Zastudil punts 42 yards, returned by Chad Morton for 11 yards (tackle by Chester Taylor)",-0.980,-1.140
3,9:41,1,10,WAS 33,0,10,Clinton Portis up the middle for 4 yards (tackle by Ray Lewis),1.140,1.130
3,9:05,2,6,WAS 37,0,10,Mark Brunell pass incomplete intended for Rod Gardner,1.130,0.430
3,9:01,3,6,WAS 37,6,10,"Mark Brunell sacked by Ed Reed for -12 yards. Mark Brunell fumbles (forced by Ed Reed), recovered by Ed Reed at WAS-22 and returned for 22 yards, touchdown",0.430,-7.000
,,,,,,,"WAS challenged the ruling, and the play was upheld.",,
3,,,,WAS 2,7,10,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,7,10,"Wade Richey kicks off 49 yards, returned by Mike Sellers for no gain",0.000,0.670
3,8:46,1,10,WAS 26,7,10,Clinton Portis right end for 5 yards (tackle by Terrell Suggs),0.670,0.810
3,8:09,2,5,WAS 31,7,10,Clinton Portis right tackle for 4 yards (tackle by Ed Hartwell),0.810,0.630
3,7:30,3,1,WAS 35,7,10,Clinton Portis up the middle for -2 yards (tackle by Ed Reed),0.630,-1.180
3,6:59,4,3,WAS 33,13,10,"Tom Tupa punts 45 yards, returned by B.J. Sams for 78 yards, touchdown",-1.180,-7.000
3,,,,WAS 2,14,10,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,14,10,"Wade Richey kicks off 72 yards, returned by Chad Morton for 24 yards (tackle by Harold Morrow)",0.000,0.410
3,6:34,1,10,WAS 22,14,10,Clinton Portis right tackle for 5 yards (tackle by Marques Douglas),0.410,0.540
3,5:59,2,5,WAS 27,14,10,Clinton Portis up the middle for 4 yards (tackle by Anthony Weaver),0.540,0.370
3,5:20,3,1,WAS 31,14,10,Clinton Portis left tackle for 5 yards (tackle by Ed Hartwell),0.370,1.330
3,4:42,1,10,WAS 36,14,10,Clinton Portis left end for -1 yards (tackle by Marques Douglas),1.330,0.660
3,4:10,2,11,WAS 35,14,10,Mark Brunell pass complete to Clinton Portis for 4 yards (tackle by Ray Lewis),0.660,0.500
3,3:30,3,7,WAS 39,14,10,Mark Brunell pass complete to Laveranues Coles for 8 yards (tackle by Ray Lewis),0.500,2.060
3,2:55,1,10,WAS 47,14,10,Clinton Portis left end for 1 yard (tackle by Ray Lewis),2.060,1.650
3,2:26,2,9,WAS 48,14,10,Mark Brunell pass incomplete intended for Chris Cooley,1.650,0.960
3,2:22,,,,14,10,Timeout #1 by Baltimore Ravens,0.000,0.960
3,2:22,3,9,WAS 48,14,10,Mark Brunell pass incomplete intended for Laveranues Coles is intercepted by Deion Sanders and returned for 23 yards (tackle by Ladell Betts),0.960,-0.410
3,2:10,1,10,BAL 22,14,10,Jamal Lewis left end for 6 yards (tackle by Sean Taylor),0.410,0.680
3,1:35,2,4,BAL 28,14,10,Jamal Lewis up the middle for 6 yards (tackle by Cornelius Griffin),0.680,1.200
3,0:59,1,10,BAL 34,14,10,Jamal Lewis left end for 7 yards (tackle by Cornelius Griffin and Fred Smoot),1.200,1.600
3,0:20,2,3,BAL 41,14,10,Jamal Lewis left tackle for 26 yards (tackle by Shawn Springs),1.600,3.380
Quarter,Time,Down,ToGo,Location,BAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 33,14,10,Chester Taylor up the middle for 5 yards (tackle by Marcus Washington),3.380,3.510
4,14:30,2,5,WAS 28,14,10,Jamal Lewis left end for 6 yards (tackle by Ryan Clark),3.510,4.110
4,13:52,1,10,WAS 22,14,10,Jamal Lewis left end for no gain (tackle by Antonio Pierce),4.110,3.560
4,13:13,2,10,WAS 22,14,10,Kyle Boller pass complete to Terry Jones for 4 yards (tackle by Renaldo Wynn),3.560,3.400
4,12:33,3,6,WAS 18,14,10,Chester Taylor right end for 3 yards (tackle by Antonio Pierce and Marcus Washington),3.400,2.540
4,11:55,4,3,WAS 15,17,10,Matt Stover 33 yard field goal good,2.540,3.000
4,,,,BAL 30,17,10,Wade Richey kicks off 55 yards,0.000,1.600
4,11:49,1,10,WAS 40,17,10,Mark Brunell pass incomplete intended for Laveranues Coles,1.600,1.050
4,11:43,2,10,WAS 40,17,10,Mark Brunell pass complete to Taylor Jacobs for 14 yards (tackle by Ed Reed),1.050,2.520
4,11:08,1,10,BAL 46,17,10,Clinton Portis right end for -3 yards (tackle by Terrell Suggs),2.520,1.570
4,10:35,2,13,BAL 49,17,10,Mark Brunell pass incomplete intended for Clinton Portis,1.570,0.890
4,10:28,3,13,BAL 49,17,10,Mark Brunell pass incomplete intended for Ladell Betts,0.890,0.000
4,10:22,4,13,BAL 49,17,10,"Tom Tupa punts 33 yards, fair catch by B.J. Sams. Penalty on Roderick Green: Offensive Holding, 8 yards",0.000,0.380
4,10:16,1,10,BAL 8,17,10,Jamal Lewis up the middle for 7 yards (tackle by Marcus Washington),-0.380,-0.210
4,9:36,2,3,BAL 15,17,10,Jamal Lewis left end for no gain (tackle by Renaldo Wynn),-0.210,-0.600
4,8:56,3,3,BAL 15,17,10,Jamal Lewis right guard for 5 yards (tackle by Ryan Clark and Antonio Pierce),-0.600,0.280
4,8:20,1,10,BAL 20,17,10,Chester Taylor right guard for 4 yards (tackle by Antonio Pierce),0.280,0.270
4,7:44,2,6,BAL 24,17,10,Chester Taylor left end for 7 yards (tackle by Marcus Washington),0.270,1.000
4,7:01,1,10,BAL 31,17,10,Jamal Lewis left end for -3 yards (tackle by Marcus Washington),1.000,0.060
4,6:33,2,13,BAL 28,17,10,Jamal Lewis left end for 1 yard (tackle by Fred Smoot),0.060,-0.490
4,5:48,3,12,BAL 29,17,10,Kyle Boller pass incomplete intended for Randy Hymes,-0.490,-1.440
4,5:43,4,12,BAL 29,17,10,"Dave Zastudil punts 37 yards, fair catch by Chad Morton. Penalty on Ed Hartwell: Unsportsmanlike Conduct, 15 yards",-1.440,-2.190
4,5:36,1,10,WAS 49,17,10,Mark Brunell pass incomplete intended for Rod Gardner,2.190,1.650
4,5:31,2,10,WAS 49,17,10,Clinton Portis right tackle for no gain (tackle by Anthony Weaver),1.650,0.960
4,4:54,3,10,WAS 49,17,10,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Anthony Weaver),0.960,-0.130
4,4:50,4,10,WAS 49,17,10,Tom Tupa punts 33 yards,-0.130,-0.040
4,4:42,1,10,BAL 18,17,10,Jamal Lewis up the middle for 6 yards (tackle by Fred Smoot),0.040,0.410
4,4:01,2,4,BAL 24,17,10,Jamal Lewis up the middle for 2 yards (tackle by Ryan Clark),0.410,-0.140
4,3:54,,,,17,10,Timeout #2 by Washington Redskins,0.000,-0.140
4,3:54,3,2,BAL 26,17,10,Jamal Lewis for 12 yards,-0.140,1.470
4,3:48,1,10,BAL 38,17,10,"Jamal Lewis right end for 8 yards (tackle by Ryan Clark). Penalty on Marcus Washington: Unnecessary Roughness, 15 yards",1.470,2.980
4,3:39,1,10,WAS 39,17,10,Chester Taylor right end for 6 yards (tackle by Shawn Springs),2.980,3.250
4,3:08,2,4,WAS 33,17,10,Alan Ricard left tackle for 3 yards (tackle by Demetric Evans),3.250,2.940
4,2:26,3,1,WAS 30,17,10,Jamal Lewis up the middle for 1 yard (tackle by Marcus Washington),2.940,3.640
4,2:00,1,10,WAS 29,17,10,Chester Taylor right guard for 16 yards (tackle by Antonio Pierce),3.640,4.710
4,1:49,,,,17,10,Timeout #3 by Washington Redskins,0.000,4.710
4,1:44,1,10,WAS 13,17,10,"Kyle Boller kneels for -2 yards. Penalty on Shawn Springs: Unnecessary Roughness, 7 yards",4.710,5.370
4,1:38,1,8,WAS 8,17,10,Kyle Boller kneels for -2 yards,5.370,4.190
4,1:00,2,10,WAS 10,17,10,Kyle Boller kneels for -1 yards,4.190,3.120
4,0:22,3,11,WAS 11,17,10,Kyle Boller kneels for -2 yards,3.120,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
