Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
2,14:25,1,10,STL 30,0,3,Kyle Boller pass incomplete short left intended for Derrick Mason,3.580,3.030
2,14:20,2,10,STL 30,0,3,"Kyle Boller pass complete short right to Quinn Sypniewski for 7 yards (tackle by Pisa Tinoisamoa). Penalty on Jason Brown: Ineligible Downfield Pass, 5 yards (no play)",3.030,2.360
2,14:08,,,,0,3,Timeout #1 by Baltimore Ravens,0.000,2.360
2,14:08,2,15,STL 35,0,3,Kyle Boller pass complete short left to Demetrius Williams for 11 yards (tackle by Fakhir Brown),2.360,3.140
2,13:33,3,4,STL 24,0,3,Kyle Boller pass incomplete short middle intended for Musa Smith (defended by James Hall),3.140,1.940
2,13:28,4,4,STL 24,0,6,Matt Stover 42 yard field goal good,1.940,3.000
2,,,,BAL 30,0,6,"Matt Stover kicks off 62 yards, returned by Brandon Williams for 20 yards (tackle by Justin Green)",0.000,0.810
2,13:17,1,10,STL 28,0,6,Gus Frerotte pass incomplete deep right intended for Drew Bennett is intercepted by Chris McAlister at BAL-37,0.810,-1.400
2,13:10,1,10,BAL 37,0,6,Willis McGahee left guard for 1 yard (tackle by James Hall),1.400,0.990
2,12:36,2,9,BAL 38,0,6,Kyle Boller pass incomplete short right intended for Mark Clayton,0.990,0.300
2,12:31,3,9,BAL 38,0,6,Kyle Boller pass complete short right to Musa Smith for 10 yards (tackle by Tye Hill),0.300,2.130
2,11:46,1,10,BAL 48,0,6,"Kyle Boller pass incomplete short left intended for Derrick Mason. Penalty on Brandon Chillar: Illegal Contact, 5 yards (no play)",2.130,2.460
2,11:42,1,10,STL 47,0,6,Willis McGahee right guard for -2 yards (tackle by Victor Adeyanju and Adam Carriker),2.460,1.640
2,11:04,2,12,STL 49,0,6,"Kyle Boller sacked by Leonard Little for -11 yards. Kyle Boller fumbles (forced by Leonard Little), recovered by Victor Adeyanju at BAL-40 and returned for 24 yards (tackle by Kyle Boller). Penalty on Le'Ron McClain: Delay of Game, 5 yards",1.640,-4.840
2,10:53,1,10,BAL 11,0,6,Brian Leonard up the middle for 2 yards (tackle by Ray Lewis and Justin Bannan),4.840,4.510
2,10:17,2,8,BAL 9,0,6,Brian Leonard up the middle for -3 yards (tackle by Kelly Gregg),4.510,3.110
2,9:37,3,11,BAL 12,0,6,"Penalty on Alex Barron: False Start, 5 yards (no play)",3.110,2.790
2,9:14,3,16,BAL 17,0,6,Gus Frerotte pass incomplete deep left intended for Marques Hagans,2.790,2.310
2,9:11,4,16,BAL 17,0,6,Jeff Wilkins 35 yard field goal no good,2.310,-0.610
2,9:07,1,10,BAL 25,0,6,Willis McGahee right end for 1 yard (tackle by O.J. Atogwe),0.610,0.200
2,8:24,2,9,BAL 26,0,6,Kyle Boller pass complete short right to Mark Clayton for 10 yards (tackle by Tye Hill),0.200,1.330
2,7:49,1,10,BAL 36,0,6,Willis McGahee up the middle for -1 yards (tackle by Clifton Ryan),1.330,0.660
2,7:12,2,11,BAL 35,0,6,Kyle Boller pass complete short left to Willis McGahee for 1 yard (tackle by Pisa Tinoisamoa),0.660,0.100
2,6:30,3,10,BAL 36,0,6,Kyle Boller pass complete short left to Derrick Mason for 28 yards (tackle by Fakhir Brown),0.100,3.180
2,5:55,1,10,STL 36,0,6,Mike Anderson right end for 2 yards (tackle by Will Witherspoon and Brandon Chillar),3.180,2.910
2,5:12,2,8,STL 34,0,6,Willis McGahee right end for 1 yard (tackle by Fakhir Brown and Clifton Ryan),2.910,2.350
2,4:50,3,7,STL 33,0,6,"Kyle Boller pass incomplete deep left intended for Mark Clayton (defended by Fakhir Brown). Penalty on Fakhir Brown: Defensive Pass Interference, 27 yards (no play)",2.350,5.830
2,4:19,1,6,STL 6,0,12,"Willis McGahee left end for 6 yards, touchdown",5.830,7.000
2,,,,STL 2,0,13,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,0,13,"Matt Stover kicks off 71 yards, returned by Brandon Williams for 30 yards",0.000,0.870
2,4:13,1,10,STL 29,0,13,Brian Leonard up the middle for 1 yard (tackle by Justin Bannan and Kelly Gregg),0.870,0.460
2,3:25,2,9,STL 30,0,13,Gus Frerotte pass incomplete short right intended for Dominique Byrd,0.460,-0.230
2,3:23,3,9,STL 30,0,13,Gus Frerotte pass complete short right to Marques Hagans for 23 yards (tackle by Ed Reed),-0.230,2.460
2,2:41,1,10,BAL 47,0,13,Gus Frerotte up the middle for 2 yards (tackle by Bart Scott),2.460,2.180
2,2:03,2,8,BAL 45,0,13,Travis Minor up the middle for 2 yards (tackle by Bart Scott and Ray Lewis),2.180,1.750
2,1:58,3,6,BAL 43,0,13,Gus Frerotte pass complete short right to Torry Holt for 5 yards (tackle by Ray Lewis),1.750,0.720
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,1:28,4,1,BAL 38,0,13,Gus Frerotte pass incomplete short right intended for Marques Hagans,0.720,-1.470
2,1:03,1,10,BAL 38,0,13,Kyle Boller pass complete short left to Mark Clayton for 5 yards (tackle by Fakhir Brown),1.470,1.600
2,1:03,2,5,BAL 43,0,13,"Kyle Boller pass complete short right to Quinn Sypniewski for 7 yards. Penalty on Quinn Sypniewski: Offensive Pass Interference, 10 yards (no play)",1.600,0.250
2,0:58,2,15,BAL 33,0,13,Kyle Boller pass incomplete short left intended for Willis McGahee,0.250,-0.430
2,0:54,3,15,BAL 33,0,13,Kyle Boller pass complete short right to Quinn Sypniewski for 3 yards (tackle by Victor Adeyanju),-0.430,-0.980
2,0:48,,,,0,13,Timeout #1 by St. Louis Rams,0.000,-0.980
2,0:48,4,12,BAL 36,0,13,"Sam Koch punts 47 yards, returned by Brandon Williams for 15 yards (tackle by Le'Ron McClain)",-0.980,-1.070
2,0:36,1,10,STL 32,0,13,Gus Frerotte pass complete short left to Brian Leonard for 11 yards (tackle by Ed Reed),1.070,1.800
2,0:29,1,10,STL 43,0,13,Gus Frerotte pass complete short middle to Randy McMichael for 9 yards (tackle by Haloti Ngata),1.800,2.470
2,0:22,,,,0,13,Timeout #2 by St. Louis Rams,0.000,2.470
2,0:22,2,1,BAL 48,0,13,Gus Frerotte pass complete short right to Marques Hagans for 10 yards (tackle by Dawan Landry),2.470,3.050
2,0:17,1,10,BAL 38,0,13,Gus Frerotte sacked by Terrell Suggs for -7 yards,3.050,1.560
2,0:12,,,,0,13,Timeout #3 by St. Louis Rams,0.000,1.560
2,0:12,2,17,BAL 45,0,13,Gus Frerotte pass complete short left to Dominique Byrd for 10 yards (tackle by Samari Rolle),1.560,2.210
Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,0,13,"Matt Stover kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,STL 20,0,13,Brian Leonard up the middle for no gain (tackle by Haloti Ngata),0.280,-0.270
3,14:31,2,10,STL 20,0,13,Gus Frerotte pass incomplete short middle intended for Torry Holt is intercepted by Corey Ivy at STL-35 and returned for 22 yards (tackle by Brandon Gorin),-0.270,-4.710
3,14:20,1,10,STL 13,0,13,Willis McGahee left guard for -6 yards (tackle by Chris Draft),4.710,3.300
3,13:41,2,16,STL 19,0,13,Willis McGahee left end for 10 yards,3.300,3.880
3,13:02,3,6,STL 9,0,13,Kyle Boller up the middle for 4 yards (tackle by Fakhir Brown),3.880,3.030
3,12:15,4,2,STL 5,0,16,Matt Stover 23 yard field goal good,3.030,3.000
3,,,,BAL 30,0,16,"Matt Stover kicks off 79 yards, touchback",0.000,0.280
3,12:11,1,10,STL 20,0,16,Gus Frerotte pass incomplete short middle intended for Brian Leonard (defended by Ray Lewis),0.280,-0.270
3,12:05,2,10,STL 20,0,16,Travis Minor left tackle for 6 yards (tackle by Justin Bannan and Bart Scott),-0.270,-0.160
3,11:28,3,4,STL 26,0,16,Gus Frerotte pass complete short left to Torry Holt for 5 yards (tackle by Ray Lewis),-0.160,1.000
3,10:57,1,10,STL 31,0,16,Travis Minor up the middle for 13 yards (tackle by Dawan Landry),1.000,1.860
3,10:29,1,10,STL 44,0,16,Travis Minor right tackle for 1 yard (tackle by Dwan Edwards),1.860,1.450
3,9:52,2,9,STL 45,0,16,Gus Frerotte pass complete short right to Marques Hagans for 14 yards (tackle by Chris McAlister),1.450,2.850
3,9:18,1,10,BAL 41,0,16,Gus Frerotte pass complete short right to Marques Hagans for 7 yards (tackle by Chris McAlister),2.850,3.250
3,8:50,2,3,BAL 34,0,16,Travis Minor up the middle for 11 yards (tackle by Corey Ivy),3.250,4.040
3,8:18,1,10,BAL 23,0,16,Travis Minor up the middle for 3 yards (tackle by Dwan Edwards),4.040,3.900
3,7:36,2,7,BAL 20,0,16,Gus Frerotte pass incomplete deep left intended for Torry Holt,3.900,3.200
3,7:28,3,7,BAL 20,0,16,Gus Frerotte pass complete short middle to Brian Leonard for 6 yards (tackle by Ray Lewis),3.200,2.660
3,6:48,4,1,BAL 14,3,16,Jeff Wilkins 32 yard field goal good,2.660,3.000
3,,,,STL 30,3,16,"Jeff Wilkins kicks off 73 yards, returned by Yamon Figurs for 54 yards (tackle by Jonathan Wade)",0.000,2.320
3,6:35,1,10,STL 49,3,16,Kyle Boller pass incomplete deep middle intended for Quinn Sypniewski,2.320,1.780
3,6:30,2,10,STL 49,3,16,Willis McGahee up the middle for 4 yards (tackle by Ronald Bartell),1.780,1.620
3,5:52,3,6,STL 45,3,16,Kyle Boller pass complete deep middle to Demetrius Williams for 34 yards,1.620,4.840
3,5:21,1,10,STL 11,3,16,Kyle Boller pass complete short right to Willis McGahee for 8 yards (tackle by Brandon Chillar),4.840,5.660
3,4:38,2,2,STL 3,3,16,"Willis McGahee up the middle for 2 yards (tackle by Clifton Ryan). Willis McGahee fumbles (forced by Clifton Ryan), recovered by Le'Ron McClain at STL-1",5.660,6.970
3,4:06,1,1,STL 1,3,16,Willis McGahee up the middle for no gain (tackle by Chris Draft and James Hall),6.970,5.910
3,3:26,2,1,STL 1,3,16,"Willis McGahee right tackle for 1 yard. Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",5.910,4.020
3,3:22,2,11,STL 11,3,16,Kyle Boller pass incomplete short middle intended for Quinn Sypniewski is intercepted by Pisa Tinoisamoa at STL-6,4.020,0.380
3,3:17,1,10,STL 6,3,16,Gus Frerotte pass complete deep left to Randy McMichael for 20 yards (tackle by Dawan Landry),-0.380,0.670
3,3:17,1,10,STL 26,3,16,Brian Leonard up the middle for 3 yards (tackle by Haloti Ngata),0.670,0.540
3,2:08,2,7,STL 29,3,16,"Gus Frerotte sacked by Justin Bannan for 0 yards. Gus Frerotte fumbles (forced by Justin Bannan), recovered by Kelly Gregg at STL-31 and returned for 4 yards (tackle by Alex Barron)",0.540,-3.780
3,2:02,1,10,STL 27,3,16,Willis McGahee up the middle for 6 yards,3.780,4.040
3,2:02,2,4,STL 21,3,16,Willis McGahee up the middle for 5 yards,4.040,4.510
3,0:57,1,10,STL 16,3,16,Willis McGahee left guard for 1 yard (tackle by Pisa Tinoisamoa and James Hall),4.510,4.050
3,0:16,2,9,STL 15,3,16,Kyle Boller pass incomplete short left intended for Demetrius Williams,4.050,3.220
3,0:12,3,9,STL 15,3,16,Musa Smith up the middle for 2 yards (tackle by La'Roi Glover),3.220,2.570
Quarter,Time,Down,ToGo,Location,STL,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,STL 13,3,19,Matt Stover 31 yard field goal good,2.570,3.000
4,,,,BAL 30,3,19,"Matt Stover kicks off 57 yards, returned by Brandon Williams for 19 yards (tackle by Gary Stills)",0.000,1.070
4,14:51,1,10,STL 32,3,19,Travis Minor up the middle for 4 yards (tackle by Dwan Edwards),1.070,1.070
4,14:18,2,6,STL 36,3,19,"Travis Minor up the middle for -1 yards (tackle by Justin Bannan). Penalty on Andy McCollum: Offensive Holding, 10 yards (no play)",1.070,-0.280
4,13:49,2,16,STL 26,3,19,Gus Frerotte pass incomplete short middle intended for Travis Minor,-0.280,-0.960
4,13:45,,,,3,19,Timeout #1 by Baltimore Ravens,0.000,-0.960
4,13:45,3,16,STL 26,3,19,Gus Frerotte pass incomplete deep middle intended for Brandon Williams is intercepted by Ed Reed at BAL-41 and returned for 15 yards,-0.960,-2.650
4,13:30,1,10,STL 44,3,19,Kyle Boller pass incomplete deep left intended for Yamon Figurs (defended by Fakhir Brown),2.650,2.110
4,13:23,2,10,STL 44,3,19,Kyle Boller pass complete short right to Derrick Mason for 19 yards (tackle by Brandon Chillar),2.110,3.910
4,12:41,1,10,STL 25,3,19,Willis McGahee right tackle for 7 yards (tackle by Adam Carriker and Brandon Chillar),3.910,4.370
4,12:01,2,3,STL 18,3,19,Willis McGahee right tackle for no gain,4.370,3.660
4,11:16,3,3,STL 18,3,19,Kyle Boller pass incomplete deep right intended for Demetrius Williams (defended by Tye Hill),3.660,2.350
4,11:11,4,3,STL 18,3,22,Matt Stover 36 yard field goal good,2.350,3.000
4,,,,BAL 30,3,22,"Matt Stover kicks off 63 yards, returned by Brandon Williams for 18 yards (tackle by Ronnie Prude)",0.000,0.610
4,11:06,1,10,STL 25,3,22,Antonio Pittman right tackle for 5 yards (tackle by Jarret Johnson and Terrell Suggs),0.610,0.740
4,10:25,2,5,STL 30,3,22,Antonio Pittman right end for 2 yards (tackle by Chris McAlister and Haloti Ngata),0.740,0.300
4,9:38,3,3,STL 32,3,22,Gus Frerotte pass complete short right to Torry Holt for 6 yards (tackle by Ray Lewis),0.300,1.470
4,9:02,1,10,STL 38,3,22,Gus Frerotte pass complete deep right to Marques Hagans for 20 yards,1.470,2.790
4,8:46,1,10,BAL 42,3,22,Antonio Pittman up the middle for 4 yards (tackle by Kelly Gregg),2.790,2.780
4,8:17,2,6,BAL 38,3,22,Antonio Pittman up the middle for no gain (tackle by Corey Ivy),2.780,2.080
4,7:42,3,6,BAL 38,3,22,Gus Frerotte pass complete short left to Dominique Byrd for 9 yards,2.080,3.640
4,7:20,1,10,BAL 29,3,22,Antonio Pittman left guard for no gain (tackle by Gary Stills and Haloti Ngata),3.640,3.100
4,6:46,2,10,BAL 29,3,22,Gus Frerotte pass incomplete deep left intended for Marques Hagans (defended by Samari Rolle),3.100,2.410
4,6:46,3,10,BAL 29,3,22,"Penalty on STL: Illegal Substitution, 6 yards (no play)",2.410,1.620
4,6:41,3,16,BAL 35,3,22,Brian Leonard up the middle for 4 yards (tackle by Terrell Suggs and Kelly Gregg),1.620,1.320
4,6:09,,,,3,22,Timeout #2 by Baltimore Ravens,0.000,1.320
4,6:09,4,12,BAL 31,3,22,Gus Frerotte pass complete deep left to Torry Holt for 17 yards (tackle by Ed Reed),1.320,4.650
4,5:31,1,10,BAL 14,3,22,Brian Leonard right guard for no gain (tackle by Justin Bannan),4.650,4.000
4,5:31,2,10,BAL 14,3,22,"Penalty on Gus Frerotte: Delay of Game, 5 yards (no play)",4.000,3.370
4,4:36,2,15,BAL 19,3,22,Gus Frerotte pass complete short right to Brian Leonard for 6 yards (tackle by Bart Scott),3.370,3.260
4,4:00,3,9,BAL 13,3,22,Gus Frerotte pass incomplete short middle intended for Randy McMichael,3.260,2.570
4,3:55,4,9,BAL 13,3,22,Gus Frerotte pass incomplete short left intended for Marques Hagans (defended by Dawan Landry),2.570,0.320
4,3:50,1,10,BAL 13,3,22,Willis McGahee left end for -3 yards (tackle by James Hall),-0.320,-1.000
4,3:10,2,13,BAL 10,3,22,Willis McGahee up the middle for 2 yards (tackle by Will Witherspoon and Adam Carriker),-1.000,-1.540
4,2:59,,,,3,22,Timeout #1 by St. Louis Rams,0.000,-1.540
4,2:59,3,11,BAL 12,3,22,Musa Smith up the middle for 3 yards (tackle by Claude Wroten),-1.540,-2.440
4,2:54,,,,3,22,Timeout #2 by St. Louis Rams,0.000,-2.440
4,2:53,4,8,BAL 15,3,22,"Sam Koch punts 44 yards, fair catch by Brandon Williams",-2.440,-1.660
4,2:45,1,10,STL 41,3,22,Gus Frerotte pass complete short middle to Dominique Byrd for 14 yards (tackle by Ray Lewis),1.660,2.590
4,2:21,1,10,BAL 45,3,22,Gus Frerotte pass complete short left to Travis Minor for 5 yards (tackle by Samari Rolle),2.590,2.720
4,2:14,2,5,BAL 40,3,22,Gus Frerotte pass incomplete short left intended for Torry Holt is intercepted by Derrick Martin at BAL-30 and returned for 3 yards (tackle by Torry Holt),2.720,-1.140
4,2:07,1,10,BAL 33,3,22,Willis McGahee right tackle for 1 yard (tackle by Clifton Ryan and Tye Hill),1.140,0.730
4,2:00,2,9,BAL 34,3,22,Le'Ron McClain up the middle for 3 yards (tackle by Will Witherspoon),0.730,0.430
4,1:56,,,,3,22,Timeout #3 by St. Louis Rams,0.000,0.430
4,1:56,3,6,BAL 37,3,22,Kyle Boller pass complete short right to Willis McGahee for -1 yards (tackle by Pisa Tinoisamoa),0.430,-0.980
4,1:13,4,7,BAL 36,3,22,"Sam Koch punts 64 yards, touchback",-0.980,-0.280
4,1:05,1,10,STL 20,3,22,Gus Frerotte pass incomplete short middle intended for Torry Holt (defended by Terrell Suggs),0.280,-0.270
4,0:52,2,10,STL 20,3,22,Marques Hagans kneels for -2 yards,-0.270,-1.330
4,0:27,3,12,STL 18,3,22,Marques Hagans kneels for -2 yards,-1.330,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
