Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3,6:21,1,10,SEA 21,28,20,Dak Prescott pass incomplete short left,4.170,3.630
3,6:12,2,10,SEA 21,28,20,"Dak Prescott pass incomplete intended for Tony Pollard. Penalty on Bobby Wagner: Defensive Pass Interference, 2 yards (accepted) (no play)",3.630,4.310
3,6:08,1,10,SEA 19,28,20,Dak Prescott sacked by Jarran Reed for -3 yards,4.310,3.360
3,5:25,2,13,SEA 22,28,20,"Dak Prescott pass incomplete deep right intended for CeeDee Lamb. Penalty on Tre Brown: Illegal Contact, 5 yards (accepted) (no play)",3.360,4.440
3,5:18,1,10,SEA 17,28,20,Tony Pollard right end for -3 yards (tackle by Jamal Adams),4.440,3.490
3,4:42,2,13,SEA 20,28,20,Dak Prescott pass complete short right to Jake Ferguson for 14 yards (tackle by Leonard Williams and Bobby Wagner),3.490,5.830
3,3:51,1,6,SEA 6,28,20,Dak Prescott pass incomplete short right intended for Tony Pollard,5.830,4.950
3,3:46,2,6,SEA 6,28,26,"Tony Pollard for 6 yards, touchdown",4.950,7.000
3,3:41,,,SEA 15,28,27,Brandon Aubrey kicks extra point good,0.000,0.000
3,3:41,,,DAL 35,28,27,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,3:41,1,10,SEA 25,28,27,Zach Charbonnet up the middle for 3 yards (tackle by Osa Odighizuwa and Markquese Bell),0.610,0.470
3,3:08,2,7,SEA 28,28,27,Geno Smith pass incomplete deep left intended for D.K. Metcalf (defended by Stephon Gilmore),0.470,-0.230
3,3:02,3,7,SEA 28,28,27,Geno Smith pass short right intended for Tyler Lockett is intercepted by DaRon Bland at SEA-38 and returned for no gain (tackle by Tyler Lockett),-0.230,-3.050
3,2:56,1,10,SEA 38,28,27,Rico Dowdle right guard for 3 yards (tackle by Devon Witherspoon and Jamal Adams),3.050,2.910
3,2:21,2,7,SEA 35,28,27,Dak Prescott pass complete short left to CeeDee Lamb for 2 yards (tackle by Riq Woolen),2.910,2.480
3,1:43,3,5,SEA 33,28,27,Dak Prescott pass complete short left to Brandin Cooks for 3 yards (tackle by Bobby Wagner),2.480,1.500
3,1:09,4,2,SEA 30,28,27,Dak Prescott pass incomplete short right intended for CeeDee Lamb,1.500,-0.940
3,1:04,1,10,SEA 30,28,27,Geno Smith pass complete deep left to Noah Fant for 25 yards (tackle by Jayron Kearse),0.940,2.590
3,0:22,1,10,DAL 45,28,27,DeeJay Dallas sacked by Johnathan Hankins for no gain,2.590,2.040
3,0:02,2,10,DAL 45,28,27,Geno Smith pass complete short left to Zach Charbonnet for 39 yards (tackle by Dorance Armstrong),2.040,5.830
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,DAL 6,28,27,Zach Charbonnet left tackle for 3 yards (tackle by Damone Clark and Markquese Bell),5.830,5.530
4,14:22,2,3,DAL 3,34,27,"Geno Smith pass complete short left to D.K. Metcalf for 3 yards, touchdown",5.530,7.000
4,14:17,,,DAL 15,35,27,Jason Myers kicks extra point good,0.000,0.000
4,14:17,,,SEA 35,35,27,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,14:17,1,10,DAL 25,35,27,Tony Pollard left guard for 6 yards (tackle by Leonard Williams),0.610,0.870
4,13:45,2,4,DAL 31,35,27,"Dak Prescott pass incomplete intended for CeeDee Lamb. Penalty on Riq Woolen: Defensive Pass Interference, 35 yards (accepted) (no play)",0.870,3.310
4,13:38,1,10,SEA 34,35,27,Dak Prescott pass complete deep right to Jalen Tolbert for 17 yards,3.310,4.440
4,12:58,1,10,SEA 17,35,27,Dak Prescott pass complete short right to Tony Pollard for -2 yards (tackle by Devin Bush),4.440,3.600
4,12:19,2,12,SEA 19,35,27,Tony Pollard left end for no gain (tackle by Devon Witherspoon),3.600,2.910
4,11:32,3,12,SEA 19,35,27,Dak Prescott pass incomplete deep middle intended for CeeDee Lamb,2.910,2.180
4,11:27,4,12,SEA 19,35,30,Brandon Aubrey 38 yard field goal good,2.180,3.000
4,11:23,,,DAL 35,35,30,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,11:23,1,10,SEA 25,35,30,Zach Charbonnet right guard for 3 yards (tackle by DeMarcus Lawrence),0.610,0.470
4,10:37,,,,,,Timeout #1 by Seattle Seahawks,,
4,10:37,2,7,SEA 28,35,30,Geno Smith pass complete short right to Jaxon Smith-Njigba for 6 yards (tackle by Markquese Bell),0.470,0.560
4,10:11,3,1,SEA 34,35,30,Geno Smith left guard for 1 yard (tackle by Damone Clark),0.560,1.270
4,9:29,1,10,SEA 35,35,30,Zach Charbonnet left tackle for 3 yards (tackle by DeMarcus Lawrence and Markquese Bell),1.270,1.130
4,8:54,2,7,SEA 38,35,30,Geno Smith pass incomplete short middle intended for Will Dissly (defended by DeMarcus Lawrence),1.130,0.430
4,8:49,3,7,SEA 38,35,30,Geno Smith pass complete short right to Jaxon Smith-Njigba for 7 yards (tackle by Markquese Bell and Jayron Kearse),0.430,1.930
4,8:01,1,10,SEA 45,35,30,Geno Smith pass incomplete deep middle intended for Tyler Lockett,1.930,1.380
4,7:56,2,10,SEA 45,35,30,Geno Smith pass incomplete short right,1.380,0.700
4,7:50,3,10,SEA 45,35,30,Geno Smith pass complete short left to Jake Bobo for 9 yards (tackle by Damone Clark and Dorance Armstrong),0.700,0.200
4,7:08,4,1,DAL 46,35,30,Zach Charbonnet left tackle for no gain (tackle by DeMarcus Lawrence),0.200,-1.990
4,7:04,1,10,DAL 46,35,30,Dak Prescott pass complete short left to CeeDee Lamb for 10 yards (tackle by Devon Witherspoon),1.990,2.650
4,6:37,1,10,SEA 44,35,30,Tony Pollard up the middle for 16 yards (tackle by Devon Witherspoon and Quandre Diggs),2.650,3.710
4,6:03,1,10,SEA 28,35,30,Dak Prescott pass incomplete short left intended for Michael Gallup,3.710,3.170
4,5:57,2,10,SEA 28,35,30,Dak Prescott pass complete short middle to CeeDee Lamb for 7 yards (tackle by Riq Woolen),3.170,3.400
4,5:21,3,3,SEA 21,35,30,Dak Prescott pass complete short left to CeeDee Lamb for 6 yards (tackle by Riq Woolen),3.400,4.580
4,4:49,1,10,SEA 15,35,30,Dak Prescott left end for 8 yards (tackle by Riq Woolen),4.580,5.410
4,4:41,2,2,SEA 7,35,30,"Penalty on DAL: Delay of Game, 5 yards (accepted) (no play)",5.410,4.450
4,4:41,2,7,SEA 12,35,36,"Dak Prescott pass complete short left to Jake Ferguson for 12 yards, touchdown",4.450,7.000
4,4:37,,,SEA 2,35,38,Two Point Attempt: Dak Prescott pass complete to to Brandin Cooks for no gain,1.000,1.000
4,4:37,,,DAL 35,35,38,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,4:37,1,10,SEA 25,35,38,Geno Smith pass complete short right to Jaxon Smith-Njigba for 18 yards (tackle by DaRon Bland),0.610,1.800
4,4:05,1,10,SEA 43,35,38,DeeJay Dallas right tackle for 6 yards (tackle by Johnathan Hankins),1.800,2.060
4,3:25,2,4,SEA 49,35,38,Geno Smith pass incomplete short left intended for DeeJay Dallas (defended by Dorance Armstrong),2.060,1.350
4,3:20,3,4,SEA 49,35,38,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba (defended by Jourdan Lewis),1.350,-0.130
4,3:16,4,4,SEA 49,35,38,Geno Smith pass incomplete deep left intended for Jaxon Smith-Njigba,-0.130,-2.320
4,3:11,1,10,SEA 49,35,38,Tony Pollard right guard for 4 yards (tackle by Bobby Wagner),2.320,2.320
4,2:26,2,6,SEA 45,35,38,CeeDee Lamb left end for 24 yards (tackle by Devon Witherspoon),2.320,4.170
4,2:00,1,10,SEA 21,35,38,Tony Pollard left end for 4 yards (tackle by Jarran Reed),4.170,4.200
4,1:55,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:55,2,6,SEA 17,35,38,Tony Pollard left guard for 3 yards (tackle by Jarran Reed and Bobby Wagner),4.200,4.020
4,1:52,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:52,3,3,SEA 14,35,38,Dak Prescott pass incomplete short right intended for CeeDee Lamb,4.020,2.610
4,1:46,,,,,,Timeout #1 by Dallas Cowboys,,
4,1:46,4,3,SEA 14,35,41,Brandon Aubrey 32 yard field goal good,2.610,3.000
4,1:43,,,DAL 35,35,41,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,1:43,1,10,SEA 25,35,41,Geno Smith pass complete deep right to Tyler Lockett for 17 yards,0.610,1.730
4,1:38,1,10,SEA 42,35,41,Geno Smith pass complete short left to Noah Fant for 8 yards (tackle by Markquese Bell),1.730,2.270
4,1:19,2,2,DAL 50,35,41,Geno Smith pass incomplete short right intended for Noah Fant,2.270,1.550
4,1:15,3,2,DAL 50,35,41,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba (defended by Jourdan Lewis),1.550,-0.060
4,1:11,4,2,DAL 50,35,41,Geno Smith pass incomplete short right intended for DeeJay Dallas,-0.060,-2.260
4,1:07,1,10,DAL 50,35,41,Dak Prescott kneels for no gain,2.260,1.650
4,0:40,2,11,DAL 50,35,41,Dak Prescott kneels for -1 yards,1.650,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
