Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
1,10:25,1,10,CAR 31,0,3,"Jonathan Stewart left tackle for 5 yards (tackle by Nevin Lawson). Penalty on Matt Kalil: Unnecessary Roughness, 15 yards",1.000,-0.890
1,9:56,2,20,CAR 21,0,3,Cam Newton pass complete deep middle to Ed Dickson for 18 yards (tackle by Miles Killebrew),-0.890,0.830
1,9:11,3,2,CAR 39,0,3,"Cam Newton left end for 5 yards (tackle by Darius Slay). Penalty on Trai Turner: Offensive Holding, 10 yards (no play)",0.830,-0.490
1,8:42,3,12,CAR 29,0,3,Cam Newton pass complete short right to Russell Shepard for 5 yards (tackle by Darius Slay),-0.490,-1.110
1,7:56,4,7,CAR 34,0,3,"Michael Palardy punts 40 yards, fair catch by Jamal Agnew",-1.110,-0.670
1,7:47,1,10,DET 26,0,3,Ameer Abdullah right tackle for -2 yards (tackle by Star Lotulelei and Charles Johnson),0.670,-0.140
1,7:14,2,12,DET 24,0,3,Matthew Stafford pass incomplete deep right intended for T.J. Jones,-0.140,-0.820
1,7:08,3,12,DET 24,0,3,Matthew Stafford pass incomplete deep left intended for Golden Tate,-0.820,-1.770
1,7:02,4,12,DET 24,0,3,"Jeff Locke punts 53 yards, returned by Christian McCaffrey for 13 yards (tackle by Don Carey)",-1.770,-1.330
1,6:52,1,10,CAR 36,0,3,Jonathan Stewart left end for -4 yards (tackle by Jeremiah Valoaga),1.330,0.250
1,6:14,2,14,CAR 32,0,3,Cam Newton pass complete deep middle to Ed Dickson for 64 yards (tackle by Darius Slay and Jarrad Davis),0.250,6.280
1,5:22,1,4,DET 4,0,3,Jonathan Stewart left tackle for no gain (tackle by Glover Quin),6.280,5.340
1,4:39,2,4,DET 4,0,3,Cam Newton middle for 1 yard (tackle by Tahir Whitehead),5.340,0.000
1,4:00,,,,,,Timeout #1 by Carolina Panthers,0.000,-4.720
1,4:00,3,3,DET 3,0,3,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Glover Quin),4.720,3.040
1,3:55,4,3,DET 3,3,3,Graham Gano 21 yard field goal good,3.040,3.000
1,3:51,,,CAR 35,3,3,"Graham Gano kicks off 65 yards, returned by Jamal Agnew for 22 yards (tackle by Jared Norris)",0.000,-0.410
1,3:46,1,10,DET 22,3,3,Matthew Stafford pass complete short left to Ameer Abdullah for 3 yards (tackle by Mike Adams),0.410,0.270
1,3:13,2,7,DET 25,3,3,Ameer Abdullah right tackle for 6 yards (tackle by Mario Addison and Colin Jones),0.270,0.370
1,2:31,3,1,DET 31,3,3,Zach Zenner left end for 14 yards (tackle by Mike Adams),0.370,1.930
1,1:47,1,10,DET 45,3,3,Matthew Stafford pass complete short right to Marvin Jones for 12 yards,1.930,2.720
1,1:10,1,10,CAR 43,3,3,Ameer Abdullah right tackle for 2 yards (tackle by James Bradberry and Thomas Davis),2.720,2.450
1,0:31,2,8,CAR 41,3,3,Matthew Stafford pass complete short right to Theo Riddick for 21 yards (tackle by Wes Horton),2.450,4.240
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CAR 20,3,3,"Ameer Abdullah right tackle for 1 yard (tackle by Luke Kuechly and Thomas Davis). Penalty on Luke Kuechly: Face Mask (15 Yards), 10 yards",4.240,5.140
2,14:32,1,9,CAR 9,3,3,"Ameer Abdullah left end for -5 yards (tackle by Luke Kuechly). Penalty on Shaq Thompson: Face Mask (15 Yards), 4 yards (no play)",5.140,6.060
2,14:20,1,5,CAR 5,3,3,Ameer Abdullah right tackle for no gain (tackle by Colin Jones),6.060,5.150
2,13:42,2,5,CAR 5,3,3,"Matthew Stafford pass incomplete short right intended for T.J. Jones (defended by Daryl Worley). Penalty on Daryl Worley: Defensive Pass Interference, 4 yards (no play)",5.150,6.970
2,13:37,1,1,CAR 1,3,9,"Zach Zenner right end for 1 yard, touchdown",6.970,7.000
2,13:32,,,CAR 15,3,10,Matt Prater kicks extra point good,0.000,0.000
2,13:32,,,DET 35,3,10,"Jeff Locke kicks off 65 yards, touchback",0.000,-0.610
2,13:32,1,10,CAR 25,3,10,Cam Newton pass complete short left to Kelvin Benjamin for 8 yards (tackle by Darius Slay),0.610,1.140
2,12:59,2,2,CAR 33,3,10,Christian McCaffrey right tackle for 1 yard (tackle by Haloti Ngata),1.140,0.560
2,12:13,3,1,CAR 34,3,10,Cam Newton pass complete deep left to Ed Dickson for 57 yards (tackle by Darius Slay),0.560,5.140
2,11:45,1,9,DET 9,3,10,Jonathan Stewart middle for 3 yards (tackle by Glover Quin),5.140,4.950
2,11:09,2,6,DET 6,9,10,"Cam Newton pass complete short middle to Christian McCaffrey for 6 yards, touchdown",4.950,7.000
2,11:04,,,DET 15,10,10,Graham Gano kicks extra point good,0.000,0.000
2,11:04,,,CAR 35,10,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,11:04,1,10,DET 25,10,10,"Matthew Stafford pass complete short right to Zach Zenner for 20 yards (tackle by Shaq Thompson and Colin Jones). Penalty on Travis Swanson: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,10:32,1,20,DET 15,10,10,Matthew Stafford pass complete short left to Marvin Jones for 11 yards (tackle by Colin Jones),-0.410,0.200
2,9:54,2,9,DET 26,10,10,Matthew Stafford pass complete short left to Marvin Jones for 7 yards (tackle by James Bradberry),0.200,0.430
2,9:19,3,2,DET 33,10,10,Matthew Stafford pass incomplete short left intended for Theo Riddick,0.430,-1.180
2,9:14,4,2,DET 33,10,10,"Jeff Locke punts 41 yards, fair catch by Christian McCaffrey",-1.180,-0.670
2,9:06,1,10,CAR 26,10,10,Cam Newton pass complete short left to Kelvin Benjamin for 2 yards (tackle by Tavon Wilson),0.670,0.400
2,8:23,2,8,CAR 28,10,10,Cam Newton pass complete short right to Jonathan Stewart for -2 yards (tackle by Tavon Wilson and Akeem Spence),0.400,-0.560
2,7:36,3,10,CAR 26,10,10,Cam Newton sacked by Haloti Ngata for -9 yards,-0.560,-2.320
2,6:53,4,19,CAR 17,10,10,"Michael Palardy punts 57 yards, returned by Jamal Agnew for 15 yards (tackle by David Mayo). Penalty on Steve Longa: Illegal Block Above the Waist (Offsetting), Penalty on Kevon Seymour: Unsportsmanlike Conduct (Offsetting) (no play)",-2.320,-2.320
2,6:39,4,19,CAR 17,10,10,"Michael Palardy punts 52 yards, returned by Jamal Agnew for 6 yards (tackle by Russell Shepard)",-2.320,-1.400
2,6:27,1,10,DET 37,10,10,Ameer Abdullah middle for -1 yards (tackle by Kawann Short),1.400,0.720
2,5:50,2,11,DET 36,10,10,Theo Riddick right end for 8 yards (tackle by Luke Kuechly),0.720,1.090
2,5:09,3,3,DET 44,10,10,Matthew Stafford pass incomplete short right intended for Golden Tate,1.090,-0.460
2,5:05,4,3,DET 44,10,10,"Jeff Locke punts 29 yards, out of bounds",-0.460,-0.740
2,4:58,1,10,CAR 27,10,10,Cam Newton pass complete short left to Ed Dickson for 13 yards (tackle by Darius Slay),0.740,1.600
2,4:34,1,10,CAR 40,10,10,Cam Newton pass complete short middle to Christian McCaffrey for 9 yards (tackle by Jarrad Davis),1.600,2.270
2,3:51,2,1,CAR 49,10,10,Jonathan Stewart left tackle for 5 yards (tackle by Nevin Lawson and Tavon Wilson),2.270,2.520
2,3:23,1,10,DET 46,10,10,Jonathan Stewart left tackle for 8 yards (tackle by Tavon Wilson),2.520,3.060
2,3:02,2,2,DET 38,10,10,Jonathan Stewart left tackle for -5 yards (tackle by Tavon Wilson),3.060,1.680
2,2:19,3,7,DET 43,10,10,Cam Newton pass complete short middle to Devin Funchess for 9 yards (tackle by Jarrad Davis and Quandre Diggs),1.680,3.310
2,2:00,1,10,DET 34,10,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin,3.310,2.770
2,1:56,2,10,DET 34,10,10,Cam Newton pass complete short right to Jonathan Stewart for 21 yards (tackle by Anthony Zettel),2.770,0.000
2,1:06,,,,,,Timeout #2 by Carolina Panthers,0.000,-4.710
2,1:06,1,10,DET 13,10,10,Cam Newton pass complete short right to Christian McCaffrey for 2 yards (tackle by Tahir Whitehead),4.710,0.000
2,1:01,,,,,,Timeout #3 by Carolina Panthers,0.000,-4.390
2,1:01,2,8,DET 11,10,10,Jonathan Stewart right end for 1 yard (tackle by Ezekiel Ansah),4.390,0.000
2,0:55,,,,,,Timeout #1 by Detroit Lions,0.000,-3.650
2,0:55,3,7,DET 10,16,10,"Cam Newton pass complete short middle to Devin Funchess for 10 yards, touchdown",3.650,7.000
2,0:48,,,DET 15,17,10,Graham Gano kicks extra point good,0.000,0.000
2,0:48,,,CAR 35,17,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,0:48,1,10,DET 25,17,10,"Matthew Stafford sacked by Mario Addison for -8 yards. Matthew Stafford fumbles (forced by Mario Addison), recovered by Greg Robinson at DET-18",0.610,0.000
2,0:37,,,,,,Timeout #2 by Detroit Lions,0.000,0.980
2,0:37,2,17,DET 18,17,10,Matthew Stafford pass incomplete short left intended for Eric Ebron. Penalty on Greg Robinson: Offensive Holding (Declined),-0.980,-1.720
2,0:31,3,17,DET 18,17,10,Theo Riddick left tackle for no gain (tackle by Shaq Thompson),-1.720,-2.240
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,10,"Jeff Locke kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,17,10,Jonathan Stewart middle for 2 yards (tackle by Anthony Zettel and Jarrad Davis),0.610,0.330
3,14:26,2,8,CAR 27,17,10,Cam Newton pass complete short right to Jonathan Stewart for 4 yards (tackle by Tahir Whitehead),0.330,0.170
3,13:42,3,4,CAR 31,17,10,Cam Newton middle for 5 yards (tackle by Quandre Diggs),0.170,1.330
3,13:03,1,10,CAR 36,17,10,Cam Newton pass incomplete short right intended for Devin Funchess,1.330,0.790
3,12:58,2,10,CAR 36,17,10,Cam Newton pass complete deep right to Ed Dickson for 23 yards (tackle by Tavon Wilson),0.790,2.850
3,12:31,1,10,DET 41,17,10,"Penalty on Chris Manhertz: Offensive 12 On-field, 5 yards (no play)",2.850,2.520
3,12:05,1,15,DET 46,17,10,Cam Newton pass complete short right to Christian McCaffrey for 10 yards (tackle by Tavon Wilson),2.520,2.980
3,11:27,2,5,DET 36,17,10,Christian McCaffrey left tackle for 5 yards (tackle by Tahir Whitehead),2.980,3.510
3,10:50,1,10,DET 31,23,10,"Cam Newton pass complete deep left to Kelvin Benjamin for 31 yards, touchdown",3.510,7.000
3,10:43,,,DET 15,24,10,Graham Gano kicks extra point good,0.000,0.000
3,10:43,,,CAR 35,24,10,"Graham Gano kicks off 65 yards, touchback. Penalty on Cameron Artis-Payne: Offside on Free Kick, 5 yards",0.000,-0.940
3,10:43,1,10,DET 30,24,10,"Matthew Stafford sacked by Kawann Short for -5 yards. Matthew Stafford fumbles (forced by Kawann Short), recovered by Thomas Davis at DET-23 (tackle by Darren Fells)",0.940,-4.040
3,10:35,1,10,DET 23,24,10,Jonathan Stewart left tackle for -1 yards (tackle by Tavon Wilson),4.040,3.360
3,9:52,2,11,DET 24,24,10,Cam Newton pass incomplete deep right intended for Christian McCaffrey,3.360,2.680
3,9:46,3,11,DET 24,24,10,Cam Newton pass complete short left to Devin Funchess for -2 yards (tackle by D.J. Hayden and Jarrad Davis). Penalty on Ed Dickson: Illegal Block Above the Waist (Declined),2.680,1.740
3,9:31,4,13,DET 26,27,10,Graham Gano 44 yard field goal good,1.740,3.000
3,9:26,,,CAR 35,27,10,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,9:26,1,10,DET 25,27,10,Ameer Abdullah right end for -4 yards (tackle by Star Lotulelei),0.610,-0.480
3,8:50,2,14,DET 21,27,10,Matthew Stafford pass complete short middle to Marvin Jones for 12 yards (tackle by James Bradberry),-0.480,0.430
3,8:15,3,2,DET 33,27,10,Matthew Stafford sacked by Julius Peppers for -6 yards,0.430,-1.570
3,7:46,4,8,DET 27,27,10,"Jeff Locke punts 41 yards, out of bounds",-1.570,-1.070
3,7:38,1,10,CAR 32,27,10,Jonathan Stewart middle for -2 yards (tackle by Jarrad Davis),1.070,0.260
3,6:58,2,12,CAR 30,27,10,Cam Newton pass incomplete short left intended for Curtis Samuel (defended by D.J. Hayden),0.260,-0.430
3,6:54,3,12,CAR 30,27,10,Cam Newton pass complete short middle to Russell Shepard for 10 yards (tackle by Miles Killebrew and Glover Quin),-0.430,-0.720
3,6:09,4,2,CAR 40,27,10,"Michael Palardy punts 60 yards, touchback",-0.720,-0.280
3,5:59,1,10,DET 20,27,10,Matthew Stafford pass complete short left to T.J. Jones for 8 yards (tackle by Kevon Seymour),0.280,0.810
3,5:25,2,2,DET 28,27,10,Ameer Abdullah right end for 12 yards (tackle by Colin Jones),0.810,1.600
3,4:49,1,10,DET 40,27,10,Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Shaq Thompson),1.600,2.130
3,4:07,2,2,DET 48,27,10,Ameer Abdullah right tackle for 1 yard (tackle by Thomas Davis),2.130,1.550
3,3:24,3,1,DET 49,27,10,Matthew Stafford pass incomplete deep left intended for Eric Ebron,1.550,-0.130
3,3:18,4,1,DET 49,27,10,Zach Zenner left tackle for -4 yards (tackle by Julius Peppers),-0.130,-2.590
3,3:14,1,10,DET 45,27,10,Cam Newton pass complete short left to Christian McCaffrey for 4 yards (tackle by Jarrad Davis),2.590,2.580
3,2:30,2,6,DET 41,27,10,Cam Newton right end for 2 yards (tackle by Tavon Wilson),2.580,2.150
3,1:44,3,4,DET 39,27,10,Cam Newton pass complete short middle to Devin Funchess for 11 yards (tackle by Tavon Wilson),2.150,3.710
3,1:03,1,10,DET 28,27,10,Christian McCaffrey left tackle for 1 yard (tackle by Cornelius Washington),3.710,3.300
3,0:27,2,9,DET 27,27,10,Cam Newton middle for -2 yards (tackle by Akeem Spence),3.300,2.340
Quarter,Time,Down,ToGo,Location,CAR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,DET 29,27,10,"Cam Newton sacked by Akeem Spence for -8 yards. Cam Newton fumbles (forced by Akeem Spence), recovered by Cam Newton at DET-37",2.340,0.790
4,14:13,4,19,DET 37,27,10,Graham Gano 55 yard field goal no good,0.790,-1.930
4,14:08,1,10,DET 45,27,10,"Matthew Stafford pass incomplete short middle intended for Eric Ebron (defended by Mike Adams). Penalty on Charles Johnson: Defensive Offside, 5 yards (no play)",1.930,2.660
4,14:03,1,5,,27,10,Matthew Stafford pass complete short middle to Eric Ebron for 6 yards (tackle by Luke Kuechly),2.660,2.650
4,13:32,1,10,CAR 44,27,10,Matthew Stafford sacked by Shaq Thompson for -8 yards,2.650,1.030
4,12:58,2,18,DET 48,27,10,Matthew Stafford pass incomplete deep right intended for Marvin Jones (defended by James Bradberry),1.030,0.000
4,12:48,,,,,,Timeout #1 by Carolina Panthers,0.000,-0.370
4,12:48,3,18,DET 48,27,10,Matthew Stafford sacked by Captain Munnerlyn for -9 yards,0.370,-0.780
4,12:19,4,27,DET 39,27,10,"Jeff Locke punts 42 yards, fair catch by Christian McCaffrey",-0.780,-0.150
4,12:10,1,10,CAR 19,27,10,Jonathan Stewart middle for 3 yards (tackle by Jeremiah Ledbetter),0.150,0.070
4,11:27,2,7,CAR 22,27,10,Jonathan Stewart middle for 3 yards (tackle by Anthony Zettel),0.070,-0.290
4,10:45,3,4,CAR 25,27,10,Cam Newton pass complete short left to Devin Funchess for 7 yards (tackle by Quandre Diggs),-0.290,1.070
4,9:57,1,10,CAR 32,27,10,Jonathan Stewart middle for -2 yards (tackle by Jarrad Davis),1.070,0.260
4,9:15,2,12,CAR 30,27,10,Cam Newton pass incomplete short left intended for Curtis Samuel (defended by Jarrad Davis),0.260,-0.430
4,9:10,3,12,CAR 30,27,10,Cam Newton pass incomplete short middle intended for Christian McCaffrey,-0.430,-1.370
4,9:04,4,12,CAR 30,27,10,"Michael Palardy punts 39 yards, fair catch by Jamal Agnew",-1.370,-1.000
4,8:58,1,10,DET 31,27,10,Matthew Stafford pass complete short right to Golden Tate for 22 yards (tackle by Captain Munnerlyn and Daryl Worley),1.000,2.460
4,8:30,1,10,CAR 47,27,10,Matthew Stafford pass complete short middle to Theo Riddick for 8 yards (tackle by Mike Adams),2.460,2.990
4,8:08,2,2,CAR 39,27,10,Matthew Stafford sacked by Kawann Short for -2 yards,2.990,2.010
4,7:42,3,4,CAR 41,27,10,Matthew Stafford pass complete short middle to T.J. Jones for 4 yards (tackle by Daryl Worley),2.010,3.120
4,7:08,1,10,CAR 37,27,10,Matthew Stafford pass complete short right to Theo Riddick for 16 yards (tackle by Jairus Byrd),3.120,4.170
4,6:42,1,10,CAR 21,27,10,Matthew Stafford pass complete short left to Golden Tate for 5 yards (tackle by Luke Kuechly and Mike Adams),4.170,4.370
4,6:17,2,5,CAR 16,27,10,Matthew Stafford pass complete short left to Jared Abbrederis for 12 yards (tackle by Daryl Worley and Mike Adams),4.370,0.000
4,5:56,,,,,,Timeout #2 by Carolina Panthers,0.000,-6.280
4,5:56,1,4,CAR 4,27,16,"Matthew Stafford pass complete short right to Darren Fells for 4 yards, touchdown",6.280,7.000
4,5:48,,,CAR 15,27,17,Matt Prater kicks extra point good,0.000,0.000
4,5:48,,,DET 35,27,17,"Matt Prater kicks off 54 yards, returned by Curtis Samuel for 3 yards",0.000,0.280
4,5:46,1,10,CAR 14,27,17,"Cam Newton pass complete short left to Devin Funchess for 16 yards (tackle by Tavon Wilson). Penalty on Devin Funchess: Offensive Pass Interference, 7 yards (no play)",-0.280,-0.650
4,5:22,1,17,CAR 7,27,17,Jonathan Stewart right tackle for -2 yards (tackle by George Johnson),-0.650,0.000
4,5:17,,,,,,Timeout #1 by Detroit Lions,0.000,1.440
4,5:17,2,19,CAR 5,27,17,Jonathan Stewart middle for 9 yards (tackle by Glover Quin),-1.440,-1.400
4,4:30,3,10,CAR 14,27,17,Cam Newton sacked by Ezekiel Ansah for -4 yards,-1.400,0.000
4,4:21,,,,,,Timeout #2 by Detroit Lions,0.000,2.490
4,4:21,4,14,CAR 10,27,17,"Michael Palardy punts 43 yards, fair catch by Jamal Agnew. Penalty on Jared Abbrederis: Running Into the Kicker (Declined)",-2.490,-2.060
4,4:13,1,10,DET 47,27,17,Matthew Stafford pass incomplete short left intended for Marvin Jones (defended by Daryl Worley),2.060,1.520
4,4:07,2,10,DET 47,27,17,Matthew Stafford pass complete short middle to Golden Tate for 8 yards (tackle by Luke Kuechly),1.520,1.880
4,3:46,3,2,CAR 45,27,17,Matthew Stafford pass complete short middle to Jared Abbrederis for 25 yards (tackle by Luke Kuechly),1.880,4.240
4,3:38,1,10,CAR 20,27,17,Matthew Stafford pass incomplete short left intended for Golden Tate,4.240,3.690
4,3:32,2,10,CAR 20,27,17,Matthew Stafford pass incomplete short left intended for Jared Abbrederis,3.690,3.010
4,3:28,3,10,CAR 20,27,23,"Matthew Stafford pass complete short left to Darren Fells for 20 yards, touchdown",3.010,7.000
4,3:22,,,CAR 15,27,24,Matt Prater kicks extra point good,0.000,0.000
4,3:22,,,DET 35,27,24,"Matt Prater kicks off 59 yards, returned by Curtis Samuel for 17 yards (tackle by Don Carey)",0.000,-0.480
4,3:17,1,10,CAR 23,27,24,Jonathan Stewart middle for -2 yards (tackle by Anthony Zettel),0.480,0.000
4,3:13,,,,,,Timeout #3 by Detroit Lions,0.000,0.340
4,3:13,2,12,CAR 21,27,24,Cam Newton pass complete short left to Devin Funchess for 3 yards (tackle by D.J. Hayden),-0.340,-0.630
4,2:30,3,9,CAR 24,27,24,Cam Newton pass complete short left to Kelvin Benjamin for 17 yards (tackle by Darius Slay),-0.630,1.660
4,2:00,1,10,CAR 41,27,24,Cam Newton kneels for -1 yards,1.660,0.990
4,1:18,2,11,CAR 40,27,24,Cam Newton kneels for -3 yards,0.990,-0.100
4,0:37,3,14,CAR 37,27,24,Cam Newton kneels for -2 yards,-0.100,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
