Quarter,Time,Down,ToGo,Location,TEN,NYJ,Detail,EPB,EPA
2,,,,NYJ 30,7,10,"Doug Brien kicks off 59 yards, returned by Jake Schifino for 19 yards (tackle by Jerald Sowell)",0.000,0.940
2,0:10,1,10,TEN 30,7,10,Steve McNair kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,TEN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,10,Craig Hentrich kicks off 30 yards,0.000,1.600
3,15:00,1,10,NYJ 40,7,10,Curtis Martin left tackle for 1 yard (tackle by Albert Haynesworth and Robaire Smith),1.600,1.190
3,14:13,2,9,NYJ 41,7,10,Curtis Martin right guard for 3 yards (tackle by Lance Schulters and Peter Sirmon),1.190,0.890
3,13:36,3,6,NYJ 44,7,10,Chad Pennington pass complete to Curtis Martin for -1 yards (tackle by Peter Sirmon),0.890,-0.520
3,13:04,4,7,NYJ 43,7,10,"Dan Stryzinski punts 40 yards, returned by Justin McCareins for 10 yards (tackle by James Dearth)",-0.520,-0.740
3,12:55,1,10,TEN 27,7,10,Eddie George left guard for 10 yards (tackle by Bryan Thomas and Tyrone Carter),0.740,1.400
3,12:18,1,10,TEN 37,7,10,Eddie George left tackle for 3 yards (tackle by Sam Garnes and Josh Evans),1.400,1.260
3,11:37,2,7,TEN 40,7,10,Eddie George left guard for 5 yards (tackle by Josh Evans and Bryan Thomas),1.260,1.220
3,10:54,3,2,TEN 45,7,10,Robert Holcombe left guard for 4 yards (tackle by Sam Cowart),1.220,2.190
3,10:13,1,10,TEN 49,7,10,Steve McNair pass complete to Derrick Mason for 15 yards (tackle by Aaron Beasley),2.190,3.180
3,9:32,1,10,NYJ 36,7,10,Eddie George right tackle for 1 yard (tackle by Matt Walters and Sam Cowart),3.180,2.770
3,8:52,2,9,NYJ 35,7,10,Steve McNair pass complete to Justin McCareins for 9 yards (tackle by Aaron Beasley),2.770,3.840
3,8:20,1,10,NYJ 26,7,10,Eddie George left tackle for 2 yards (tackle by Chester McGlockton),3.840,3.570
3,7:34,2,8,NYJ 24,7,10,Eddie George right guard for 6 yards (tackle by Sam Garnes and Marvin Jones),3.570,3.750
3,6:49,3,2,NYJ 18,7,10,Eddie George left guard for 1 yard (tackle by Shaun Ellis and Bryan Thomas),3.750,2.460
3,6:49,4,1,NYJ 17,10,10,Gary Anderson 35 yard field goal good,2.460,3.000
3,,,,TEN 30,10,10,"Craig Hentrich kicks off 56 yards, returned by Jonathan Carter for 19 yards (tackle by Tony Beckham)",0.000,1.140
3,6:04,1,10,NYJ 33,10,10,Curtis Martin left tackle for 2 yards (tackle by Robaire Smith and Albert Haynesworth),1.140,0.860
3,5:26,2,8,NYJ 35,10,10,Santana Moss right end for 6 yards (tackle by Lance Schulters),0.860,0.960
3,4:56,3,2,NYJ 41,10,10,Chad Pennington pass complete to Curtis Conway for 5 yards (tackle by Samari Rolle),0.960,1.990
3,4:15,1,10,NYJ 46,10,10,Chad Pennington pass complete to Curtis Conway for 27 yards (tackle by Peter Sirmon),1.990,3.780
3,3:39,1,10,TEN 27,10,16,"Chad Pennington pass complete to Kevin Swayne for 27 yards, touchdown",3.780,7.000
3,,,,TEN 2,10,17,Doug Brien kicks extra point good,0.000,0.000
3,,,,NYJ 30,10,17,"Doug Brien kicks off 58 yards, returned by Jake Schifino for 24 yards (tackle by Derek Pagel)",0.000,1.330
3,3:24,1,10,TEN 36,10,17,Steve McNair pass complete to Derrick Mason for 14 yards (tackle by Aaron Beasley),1.330,2.260
3,2:51,1,10,NYJ 50,10,17,Eddie George right tackle for 6 yards (tackle by Dewayne Robertson),2.260,2.520
3,2:13,2,4,NYJ 44,10,17,"Steve McNair pass incomplete intended for Derrick Mason. Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",2.520,1.170
3,2:07,2,14,TEN 46,10,17,Chris Brown up the middle for 3 yards (tackle by Sam Cowart),1.170,0.890
3,1:23,,,,10,17,Timeout #1 by Tennessee Titans,0.000,0.890
3,1:23,3,11,TEN 49,10,17,Steve McNair sacked by Josh Evans and Sam Garnes for -4 yards,0.890,-0.390
3,0:57,4,15,TEN 45,10,17,"Craig Hentrich punts 38 yards, returned by Santana Moss for 3 yards (tackle by Scott McGarrahan)",-0.390,-0.280
3,0:47,1,10,NYJ 20,10,17,Chad Pennington pass complete to Curtis Conway for 21 yards (tackle by Tony Beckham),0.280,1.660
Quarter,Time,Down,ToGo,Location,TEN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 41,10,17,Curtis Martin left guard for 7 yards (tackle by Keith Bulluck),1.660,2.070
4,14:26,2,3,NYJ 48,10,17,Curtis Martin up the middle for no gain (tackle by Lance Schulters),2.070,1.360
4,13:45,3,3,NYJ 48,10,17,Chad Pennington right end for 5 yards (tackle by Brad Kassell),1.360,2.460
4,13:01,1,10,TEN 47,10,17,Curtis Martin right guard for 5 yards (tackle by Keith Bulluck),2.460,2.590
4,12:20,2,5,TEN 42,10,17,Chad Pennington pass incomplete intended for Santana Moss (defended by Tank Williams),2.590,4.840
4,11:28,,,,10,17,Timeout #1 by New York Jets,0.000,4.840
4,11:28,1,10,TEN 11,10,17,Curtis Martin up the middle for 3 yards (tackle by Brad Kassell and Tank Williams),4.840,4.700
4,10:51,2,7,TEN 8,10,23,"Chad Pennington pass complete to Curtis Conway for 8 yards, touchdown",4.700,7.000
4,,,,TEN 2,10,24,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,10,24,"Doug Brien kicks off 63 yards, returned by Jake Schifino for 17 yards (tackle by Jerald Sowell)",0.000,0.540
4,10:39,1,10,TEN 24,10,24,Steve McNair pass incomplete intended for Justin McCareins,0.540,0.000
4,10:35,2,10,TEN 24,10,24,Steve McNair pass incomplete,0.000,-0.690
4,10:28,3,10,TEN 24,10,24,Steve McNair pass complete to Derrick Mason for 22 yards,-0.690,1.990
4,10:04,1,10,TEN 46,10,24,Steve McNair pass complete to Erron Kinney for 18 yards (tackle by Ray Mickens),1.990,3.180
4,9:39,1,10,NYJ 36,10,24,Steve McNair pass complete to Chris Brown for 3 yards (tackle by Jason Glenn),3.180,3.040
4,9:07,2,7,NYJ 33,10,24,Steve McNair pass complete to Derrick Mason for 3 yards (tackle by Ray Mickens),3.040,2.740
4,8:32,3,4,NYJ 30,10,24,Steve McNair pass complete to Justin McCareins for 10 yards (tackle by Donnie Abraham),2.740,4.240
4,7:57,1,10,NYJ 20,10,24,"Steve McNair pass incomplete intended for Erron Kinney. Penalty on Justin Hartwig: Offensive Holding, 10 yards (no play)",4.240,3.580
4,7:51,1,20,NYJ 30,10,24,Steve McNair pass complete to Derrick Mason for 8 yards (tackle by Ray Mickens),3.580,3.420
4,7:18,2,12,NYJ 22,10,24,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Jason Glenn),3.420,4.340
4,6:46,,,,10,24,Timeout #2 by New York Jets,0.000,4.340
4,6:46,3,2,NYJ 12,10,24,Steve McNair pass complete to Derrick Mason for 6 yards (tackle by Jamie Henderson),4.340,5.830
4,6:18,1,6,NYJ 6,10,24,"Steve McNair pass incomplete intended for Frank Wycheck. Penalty on Tyrone Carter: Defensive Pass Interference, 3 yards (no play)",5.830,6.510
4,6:13,1,3,NYJ 3,10,24,Eddie George right guard for no gain (tackle by Shaun Ellis and Marvin Jones),6.510,5.530
4,5:38,2,3,NYJ 3,10,24,Steve McNair pass incomplete intended for Erron Kinney (defended by Sam Cowart),5.530,4.720
4,5:32,3,3,NYJ 3,10,24,Steve McNair pass incomplete intended for Frank Wycheck (defended by Sam Cowart). Penalty on Frank Wycheck: Offensive Pass Interference (Declined),4.720,3.040
4,5:26,4,3,NYJ 3,10,24,Steve McNair pass incomplete intended for Erron Kinney (defended by Sam Garnes),3.040,0.380
4,5:21,1,10,NYJ 4,10,24,Chad Pennington pass complete to Jerald Sowell for 16 yards (tackle by Brad Kassell),-0.380,0.280
4,4:37,1,10,NYJ 20,10,24,Curtis Martin left guard for no gain (tackle by Keith Bulluck),0.280,-0.270
4,4:28,,,,10,24,Timeout #2 by Tennessee Titans,0.000,-0.270
4,4:28,2,10,NYJ 20,10,24,Curtis Martin left end for 9 yards (tackle by Keith Bulluck),-0.270,0.230
4,3:45,3,1,NYJ 29,10,24,Curtis Martin right guard for no gain (tackle by James H. Atkins and Lance Schulters),0.230,-1.440
4,3:36,,,,10,24,Timeout #3 by Tennessee Titans,0.000,-1.440
4,3:36,4,1,NYJ 29,10,24,"Dan Stryzinski punts 38 yards, returned by Justin McCareins for 15 yards (tackle by James Dearth)",-1.440,-2.130
4,3:27,1,10,TEN 48,10,24,Steve McNair pass complete to Justin McCareins for 4 yards (tackle by Ray Mickens),2.130,2.120
4,3:04,2,6,NYJ 48,10,24,Steve McNair pass complete to Derrick Mason for 19 yards (tackle by Tyrone Carter),2.120,3.640
4,2:55,1,10,NYJ 29,10,24,Steve McNair pass incomplete intended for Derrick Mason,3.640,3.100
4,2:47,2,10,NYJ 29,10,24,Steve McNair pass complete to Derrick Mason for 21 yards (tackle by Sam Garnes),3.100,5.370
4,2:19,1,8,NYJ 8,10,24,"Steve McNair pass incomplete. Penalty on Steve McNair: Intentional Grounding, 10 yards",5.370,3.150
4,2:13,2,18,NYJ 18,10,24,Steve McNair pass complete to Justin McCareins for 10 yards (tackle by Sam Cowart),3.150,3.580
4,2:00,3,8,NYJ 8,16,24,"Steve McNair pass complete to Derrick Mason for 8 yards, touchdown",3.580,7.000
4,,,,NYJ 2,17,24,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,17,24,"Craig Hentrich kicks onside 14 yards, recovered by Chris Baker",0.000,2.650
4,1:51,1,10,TEN 44,17,24,Curtis Martin left guard for -1 yards (tackle by Albert Haynesworth),2.650,1.980
4,1:51,2,11,TEN 45,17,24,"Penalty on Santana Moss: False Start, 5 yards (no play)",1.980,1.300
4,1:07,2,16,NYJ 50,17,24,Curtis Martin right guard for -2 yards (tackle by Albert Haynesworth),1.300,0.370
4,1:07,3,18,NYJ 48,17,24,Penalty on Robaire Smith: Encroachment (no play),0.370,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
