Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
1,1:06,1,10,NYJ 8,3,7,Le'Veon Bell right guard for 4 yards (tackle by Carlos Dunlap),-0.380,-0.490
1,0:29,2,6,NYJ 12,3,7,Sam Darnold pass complete short right to Le'Veon Bell for 3 yards (tackle by Jordan Evans),-0.490,-0.600
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NYJ 15,3,7,Sam Darnold sacked by Sam Hubbard for -10 yards,-0.600,-2.490
2,14:19,4,13,NYJ 5,3,7,Lac Edwards punts 40 yards downed by Matthias Farley,-2.490,-2.590
2,14:10,1,10,NYJ 45,3,7,Andy Dalton pass complete short left to Joe Mixon for 9 yards (tackle by James Burgess),2.590,3.260
2,13:27,2,1,NYJ 36,3,7,Joe Mixon right end for 3 yards (tackle by James Burgess),3.260,3.380
2,12:49,1,10,NYJ 33,3,7,Andy Dalton pass complete short left to C.J. Uzomah for 2 yards (tackle by Blessuan Austin),3.380,3.110
2,12:11,2,8,NYJ 31,3,7,Joe Mixon right guard for no gain (tackle by Jordan Jenkins and Jordan Willis),3.110,2.410
2,11:28,3,8,NYJ 31,3,7,Andy Dalton pass complete short right to Tyler Boyd for 17 yards (tackle by Maurice Canady),2.410,4.650
2,10:42,1,10,NYJ 14,3,7,Andy Dalton pass complete short right to Joe Mixon for 1 yard (tackle by Maurice Canady),4.650,4.160
2,10:07,2,9,NYJ 13,3,7,Andy Dalton pass complete short right to Joe Mixon for 7 yards (tackle by Maurice Canady),4.160,4.730
2,9:20,3,2,NYJ 6,3,7,Andy Dalton pass incomplete short left intended for C.J. Uzomah,4.730,3.010
2,9:17,4,2,NYJ 6,3,10,Randy Bullock 24 yard field goal good,3.010,3.000
2,9:13,,,CIN 35,3,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,9:13,1,10,NYJ 25,3,10,Le'Veon Bell right guard for 6 yards (tackle by Germaine Pratt),0.610,0.870
2,8:38,2,4,NYJ 31,3,10,Bilal Powell left guard for 6 yards (tackle by William Jackson and Jessie Bates),0.870,1.400
2,7:59,1,10,NYJ 37,3,10,Sam Darnold pass complete short right to Ryan Griffin for 3 yards (tackle by B.W. Webb),1.400,1.260
2,7:34,2,7,NYJ 40,3,10,Bilal Powell right guard for 5 yards (tackle by Carlos Dunlap),1.260,1.220
2,7:11,3,2,NYJ 45,3,10,Sam Darnold pass complete short middle to Robby Anderson for 15 yards (tackle by William Jackson and Jessie Bates),1.220,2.920
2,6:41,1,10,CIN 40,3,10,Sam Darnold pass incomplete deep right intended for Demaryius Thomas,2.920,2.370
2,6:34,2,10,CIN 40,3,10,"Sam Darnold pass complete short left to Bilal Powell for 1 yard (tackle by William Jackson). Penalty on Kelvin Beachum: Illegal Block Above the Waist, 10 yards",2.370,1.160
2,6:01,2,19,CIN 49,3,10,Sam Darnold pass complete short left to Jamison Crowder for -1 yards (tackle by William Jackson),1.160,0.370
2,5:16,3,20,NYJ 50,3,10,Sam Darnold pass complete short right to Jamison Crowder for 9 yards (tackle by Shawn Williams),0.370,0.530
2,4:36,4,11,CIN 41,3,10,"Lac Edwards punts 32 yards, fair catch by Alex Erickson at CIN-9",0.530,0.380
2,4:32,1,10,CIN 9,3,10,Andy Dalton pass complete short left to C.J. Uzomah for 12 yards (tackle by James Burgess),-0.380,0.340
2,3:57,1,10,CIN 21,3,10,Joe Mixon left guard for no gain (tackle by James Burgess),0.340,-0.200
2,3:16,2,10,CIN 21,3,10,Andy Dalton pass complete short left to Auden Tate for 19 yards (tackle by Brian Poole),-0.200,1.600
2,2:28,,,,,,Timeout #2 by Cincinnati Bengals,,
2,2:28,1,10,CIN 40,3,10,Andy Dalton pass incomplete short right intended for Tyler Boyd,1.600,1.050
2,2:23,2,10,CIN 40,3,10,Andy Dalton pass complete deep left to C.J. Uzomah for 16 yards,1.050,2.650
2,2:00,1,10,NYJ 44,3,10,"Andy Dalton pass incomplete deep left intended for Tyler Boyd. Penalty on Neville Hewitt: Defensive Pass Interference, 39 yards (no play)",2.650,6.060
2,1:54,1,5,NYJ 5,3,10,Andy Dalton pass incomplete short middle intended for Tyler Eifert,6.060,5.150
2,1:49,2,5,NYJ 5,3,16,"Joe Mixon left guard for 5 yards, touchdown",5.150,7.000
2,1:46,,,NYJ 15,3,17,Randy Bullock kicks extra point good,0.000,0.000
2,1:46,,,CIN 35,3,17,"Randy Bullock kicks off 58 yards, returned by Ty Montgomery for 13 yards (tackle by Stanley Morgan). Penalty on Ryan Griffin: Offensive Holding, 10 yards",0.000,-0.380
2,1:41,1,10,NYJ 10,3,17,Sam Darnold pass complete deep middle to Robby Anderson for 20 yards (tackle by B.W. Webb),-0.380,0.940
2,1:22,1,10,NYJ 30,3,17,Sam Darnold pass complete short left to Ryan Griffin for 4 yards (tackle by Brandon Wilson),0.940,0.930
2,1:18,2,6,NYJ 34,3,17,Sam Darnold pass complete short right to Demaryius Thomas for 8 yards (tackle by Darqueze Dennard),0.930,1.730
2,1:10,,,,,,Timeout #1 by New York Jets,,
2,1:10,1,10,NYJ 42,3,17,Sam Darnold pass incomplete deep right intended for Ryan Griffin,1.730,1.190
2,1:06,2,10,NYJ 42,3,17,Sam Darnold pass complete short left to Ryan Griffin for 5 yards (tackle by William Jackson),1.190,1.160
2,0:44,3,5,NYJ 47,3,17,Sam Darnold pass complete short middle to Le'Veon Bell for 11 yards (tackle by Shawn Williams and Jessie Bates),1.160,2.790
2,0:37,,,,,,Timeout #2 by New York Jets,,
2,0:37,1,10,CIN 42,3,17,Sam Darnold pass complete short right to Vyncint Smith for 12 yards (tackle by Jessie Bates),2.790,3.580
2,0:25,,,,,,Timeout #3 by New York Jets,,
2,0:25,1,10,CIN 30,3,17,Sam Darnold pass incomplete short middle intended for Jamison Crowder (defended by Darqueze Dennard),3.580,3.030
2,0:21,2,10,CIN 30,3,17,Sam Darnold pass complete short right to Demaryius Thomas for 9 yards (tackle by Brandon Wilson),3.030,3.530
2,0:15,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:15,3,1,CIN 21,3,17,Sam Darnold pass incomplete short left,3.530,2.210
2,0:09,4,1,CIN 21,6,17,Sam Ficken 39 yard field goal good,2.210,3.000
2,0:04,,,NYJ 35,6,17,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,0:04,1,10,CIN 25,6,17,Andy Dalton kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,6,17,"Sam Ficken kicks off 52 yards, returned by Brandon Wilson for 25 yards (tackle by Harvey Langi)",0.000,1.470
3,14:54,1,10,CIN 38,6,17,Andy Dalton pass complete short middle to Tyler Boyd for 9 yards (tackle by James Burgess),1.470,2.140
3,14:19,2,1,CIN 47,6,17,Joe Mixon right guard for 3 yards (tackle by Henry Anderson and Steve McLendon),2.140,2.260
3,13:39,1,10,CIN 50,6,17,Joe Mixon right tackle for 3 yards (tackle by Arthur Maulet),2.260,2.120
3,12:57,2,7,NYJ 47,6,17,Andy Dalton pass incomplete deep right intended for Auden Tate,2.120,1.420
3,12:53,3,7,NYJ 47,6,17,Andy Dalton pass complete short right to Tyler Eifert for 12 yards (tackle by Arthur Maulet),1.420,3.250
3,12:20,1,10,NYJ 35,6,17,Andy Dalton pass incomplete short right intended for Stanley Morgan (defended by Arthur Maulet),3.250,2.700
3,12:15,2,10,NYJ 35,6,17,"Joe Mixon right end for 31 yards (tackle by Blessuan Austin). Penalty on Auden Tate: Illegal Block Above the Waist, 10 yards (no play)",2.700,1.350
3,11:56,2,20,NYJ 45,6,17,Andy Dalton pass complete short right to Alex Erickson for 15 yards (tackle by James Burgess and Maurice Canady),1.350,2.680
3,11:15,3,5,NYJ 30,6,17,Andy Dalton pass incomplete short right intended for Tyler Boyd,2.680,1.450
3,11:11,4,5,NYJ 30,6,17,Randy Bullock 48 yard field goal no good,1.450,-1.470
3,11:07,1,10,NYJ 38,6,17,Le'Veon Bell left guard for 2 yards (tackle by Sam Hubbard and Renell Wren),1.470,1.190
3,10:35,2,8,NYJ 40,6,17,Le'Veon Bell up the middle for -1 yards (tackle by Geno Atkins and Carlos Dunlap),1.190,0.370
3,9:58,3,9,NYJ 39,6,17,"Penalty on Tom Compton: False Start, 5 yards (no play)",0.370,-0.290
3,9:39,3,14,NYJ 34,6,17,"Le'Veon Bell left guard for 4 yards (tackle by Darius Phillips). Penalty on Tom Compton: Offensive Holding, 10 yards",-0.290,-1.090
3,9:10,3,20,NYJ 28,6,17,Sam Darnold pass incomplete short middle intended for Jamison Crowder,-1.090,-1.500
3,9:06,4,20,NYJ 28,6,17,"Lac Edwards punts 44 yards, returned by Alex Erickson for 7 yards (tackle by Darryl Roberts)",-1.500,-1.270
3,8:57,1,10,CIN 35,6,17,Joe Mixon left tackle for -4 yards (tackle by Quinnen Williams),1.270,0.180
3,8:19,2,14,CIN 31,6,17,Andy Dalton pass incomplete short left intended for Damion Willis (defended by Blessuan Austin),0.180,-0.490
3,8:14,3,14,CIN 31,6,17,Andy Dalton pass complete deep right to Auden Tate for 16 yards (tackle by Maurice Canady),-0.490,2.060
3,7:33,1,10,CIN 47,6,17,Andy Dalton pass incomplete short right intended for Auden Tate (defended by Maurice Canady),2.060,1.520
3,7:30,2,10,CIN 47,6,17,Andy Dalton pass incomplete short left intended for Tyler Boyd,1.520,0.830
3,7:26,3,10,CIN 47,6,17,Andy Dalton pass complete short middle to Giovani Bernard for 8 yards (tackle by Neville Hewitt),0.830,0.270
3,6:36,4,2,NYJ 45,6,17,"Penalty on CIN: Delay of Game, 5 yards (no play)",0.270,-0.060
3,6:27,4,7,CIN 50,6,17,Kevin Huber punts 48 yards downed by Stanley Morgan,-0.060,0.380
3,6:18,1,10,NYJ 2,6,17,"Penalty on Brandon Shell: False Start, 1 yard (no play)",-0.380,-0.420
3,6:18,1,11,NYJ 1,6,17,Le'Veon Bell right tackle for 2 yards (tackle by Andrew Brown),-0.420,-0.710
3,5:46,2,9,NYJ 3,6,19,"Sam Darnold pass complete short left to Le'Veon Bell for 4 yards (tackle by B.W. Webb). Penalty on Kelvin Beachum: Offensive Holding, 3 yards (no play)",-0.710,-2.000
3,5:46,,,NYJ 20,6,19,"Lac Edwards kicks off 47 yards, returned by Alex Erickson for 9 yards (tackle by B.J. Bello and Tarell Basham)",0.000,1.730
3,5:34,1,10,CIN 42,6,19,Joe Mixon up the middle for 2 yards (tackle by Henry Anderson),1.730,1.460
3,4:54,2,8,CIN 44,6,19,Joe Mixon up the middle for 7 yards (tackle by Brian Poole),1.460,1.690
3,4:21,3,1,NYJ 49,6,19,Andy Dalton right end for 2 yards (tackle by Maurice Canady),1.690,2.460
3,3:47,1,10,NYJ 47,6,19,Andy Dalton pass complete short middle to Auden Tate for 13 yards (tackle by Maurice Canady),2.460,3.310
3,3:06,1,10,NYJ 34,6,19,Andy Dalton sacked by Steve McLendon for -10 yards,3.310,1.420
3,2:26,2,20,NYJ 44,6,19,Andy Dalton pass complete short left to Joe Mixon for 9 yards (tackle by James Burgess),1.420,1.950
3,1:45,3,11,NYJ 35,6,19,Andy Dalton pass complete short right to Alex Erickson for 6 yards (tackle by Brian Poole),1.950,1.540
3,1:19,4,5,NYJ 29,6,22,Randy Bullock 47 yard field goal good,1.540,3.000
3,1:15,,,CIN 35,6,22,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,1:15,1,10,NYJ 25,6,22,Sam Darnold pass incomplete short right intended for Jamison Crowder,0.610,0.060
3,1:09,2,10,NYJ 25,6,22,Sam Darnold pass incomplete short right intended for Jamison Crowder,0.060,-0.620
3,1:03,3,10,NYJ 25,6,22,Sam Darnold pass incomplete short middle intended for Vyncint Smith,-0.620,-1.700
3,0:58,4,10,NYJ 25,6,22,"Lac Edwards punts 37 yards, muffed catch by Alex Erickson",-1.700,-1.800
3,0:50,1,10,CIN 43,6,22,Joe Mixon right tackle for 2 yards (tackle by James Burgess),1.800,1.520
3,0:04,2,8,CIN 45,6,22,Andy Dalton pass incomplete short left intended for Stanley Morgan,1.520,0.830
3,0:01,,,,,,Timeout #1 by Cincinnati Bengals,,
3,0:01,3,8,CIN 45,6,22,Andy Dalton pass incomplete short left intended for Auden Tate,0.830,-0.390
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,8,CIN 45,6,22,"Kevin Huber punts 46 yards, fair catch by Braxton Berrios at NYJ-9",-0.390,0.380
4,14:54,1,10,NYJ 9,6,22,Bilal Powell left guard for no gain (tackle by Geno Atkins),-0.380,-0.780
4,14:23,2,10,NYJ 9,6,22,Sam Darnold pass complete short left to Bilal Powell for 3 yards (tackle by Jessie Bates),-0.780,-1.070
4,13:41,3,7,NYJ 12,6,22,Sam Darnold sacked by Carlos Dunlap for -7 yards,-1.070,-2.490
4,13:01,4,14,NYJ 5,6,22,Lac Edwards punts 55 yards downed by Thomas Hennessy,-2.490,-1.600
4,12:49,1,10,CIN 40,6,22,Joe Mixon right guard for 3 yards (tackle by Jordan Jenkins),1.600,1.460
4,12:08,2,7,CIN 43,6,22,Joe Mixon right tackle for 3 yards (tackle by Quinnen Williams),1.460,1.160
4,11:25,3,4,CIN 46,6,22,"Trey Hopkins aborted snap, recovered by Andy Dalton at CIN-38 Andy Dalton pass incomplete short right intended for Giovani Bernard",1.160,-0.320
4,11:20,4,4,CIN 46,6,22,"Kevin Huber punts 54 yards, touchback.",-0.320,-0.280
4,11:12,1,10,NYJ 20,6,22,Sam Darnold pass complete short left to Demaryius Thomas for 6 yards (tackle by B.W. Webb),0.280,0.540
4,10:51,2,4,NYJ 26,6,22,Sam Darnold pass complete short left to Le'Veon Bell for 10 yards (tackle by Germaine Pratt),0.540,1.330
4,10:34,1,10,NYJ 36,6,22,"Le'Veon Bell left guard for 3 yards (tackle by Nick Vigil). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",1.330,0.670
4,10:09,1,20,NYJ 26,6,22,Sam Darnold pass complete deep left to Robby Anderson for 20 yards (tackle by Shawn Williams),0.670,1.990
4,9:40,1,10,NYJ 46,6,22,Le'Veon Bell right guard for 3 yards (tackle by Sam Hubbard),1.990,1.860
4,9:15,2,7,NYJ 49,6,22,Sam Darnold pass complete short left to Braxton Berrios for 5 yards (tackle by Nick Vigil),1.860,1.820
4,8:36,3,2,CIN 46,6,22,"Sam Darnold sacked by Shawn Williams for no gain. Penalty on Jonotthan Harrison: Offensive Holding, 10 yards (no play)",1.820,0.500
4,8:13,3,12,NYJ 44,6,22,Sam Darnold pass complete deep middle to Robby Anderson for 18 yards (tackle by Jessie Bates),0.500,3.050
4,7:45,1,10,CIN 38,6,22,Sam Darnold pass incomplete short left intended for Jamison Crowder (defended by Carlos Dunlap),3.050,2.510
4,7:38,2,10,CIN 38,6,22,Sam Darnold sacked by Carlos Dunlap for -5 yards,2.510,1.160
4,6:52,3,15,CIN 43,6,22,Sam Darnold left end for 7 yards (tackle by Darqueze Dennard),1.160,0.880
4,6:26,4,8,CIN 36,6,22,Sam Darnold pass incomplete short left intended for Robby Anderson,0.880,-1.330
4,6:22,1,10,CIN 36,6,22,Joe Mixon left guard for 9 yards (tackle by Marcus Maye and Maurice Canady),1.330,2.010
4,5:38,2,1,CIN 45,6,22,Joe Mixon right guard for 1 yard (tackle by Folorunso Fatukasi),2.010,1.990
4,4:55,1,10,CIN 46,6,22,Joe Mixon left guard for -1 yards (tackle by Brandon Copeland),1.990,1.320
4,4:49,,,,,,Timeout #1 by New York Jets,,
4,4:49,2,11,CIN 45,6,22,Joe Mixon right end for -2 yards (tackle by Jordan Willis and Folorunso Fatukasi),1.320,0.370
4,4:42,,,,,,Timeout #2 by New York Jets,,
4,4:42,3,13,CIN 43,6,22,Giovani Bernard up the middle for 4 yards (tackle by Henry Anderson and Neville Hewitt),0.370,-0.260
4,3:47,4,9,CIN 47,6,22,"Kevin Huber punts 39 yards, fair catch by Braxton Berrios at NYJ-14",-0.260,0.280
4,3:40,1,10,NYJ 14,6,22,Sam Darnold pass incomplete short middle intended for Demaryius Thomas (defended by Jessie Bates),-0.280,-0.750
4,3:37,2,10,NYJ 14,6,22,Sam Darnold pass complete short left to Robby Anderson for 12 yards (tackle by William Jackson),-0.750,0.670
4,2:55,1,10,NYJ 26,6,22,Sam Darnold pass incomplete short right,0.670,0.130
4,2:48,2,10,NYJ 26,6,22,Sam Darnold pass complete short right to Le'Veon Bell for 11 yards (tackle by William Jackson),0.130,1.400
4,2:39,1,10,NYJ 37,6,22,Sam Darnold pass complete short middle to Ryan Griffin for 9 yards (tackle by Jessie Bates),1.400,2.070
4,2:15,2,1,NYJ 46,6,22,Sam Darnold pass incomplete deep left intended for Robby Anderson,2.070,1.360
4,2:10,3,1,NYJ 46,6,22,Sam Darnold pass complete short left to Vyncint Smith for 11 yards (tackle by William Jackson),1.360,2.720
4,2:00,1,10,CIN 43,6,22,Sam Darnold pass incomplete short middle intended for Jamison Crowder,2.720,2.180
4,1:56,2,10,CIN 43,6,22,Sam Darnold pass incomplete short right intended for Ryan Griffin,2.180,1.490
4,1:52,3,10,CIN 43,6,22,Sam Darnold pass incomplete short right intended for Jamison Crowder,1.490,0.400
4,1:47,,,,,,Timeout #3 by New York Jets,,
4,1:46,4,10,CIN 43,6,22,Sam Darnold pass incomplete short right,0.400,-1.800
4,1:40,1,10,CIN 43,6,22,Andy Dalton kneels for -2 yards,1.800,0.980
4,0:57,2,12,CIN 41,6,22,Andy Dalton kneels for -2 yards,0.980,0.040
4,0:35,3,14,CIN 39,6,22,Andy Dalton kneels for -1 yards,0.040,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
