Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
2,10:23,1,1,ARI 1,3,7,Matt Cassel pass incomplete short left intended for Mike Vrabel,6.970,5.910
2,10:18,2,1,ARI 1,3,13,"Thomas Jones middle for 1 yard, touchdown",5.910,7.000
2,10:18,,,ARI 2,3,14,Ryan Succop kicks extra point good,0.000,0.000
2,10:18,,,KAN 30,3,14,"Ryan Succop kicks off 71 yards, returned by Steve Breaston for 15 yards (tackle by Donald Washington)",0.000,-0.280
2,10:07,1,10,ARI 14,3,14,Tim Hightower left guard for 7 yards (tackle by Tyson Jackson),-0.280,0.280
2,9:26,2,3,ARI 21,3,14,Tim Hightower right guard for 10 yards (tackle by Brandon Carr),0.280,1.000
2,8:39,1,10,ARI 31,3,14,Derek Anderson pass incomplete short left intended for Larry Fitzgerald,1.000,0.460
2,8:34,2,10,ARI 31,3,14,Derek Anderson pass complete deep right to Larry Fitzgerald for 24 yards (tackle by Brandon Flowers),0.460,2.590
2,8:06,1,10,KAN 45,3,14,"Tim Hightower right tackle for 3 yards (tackle by Tamba Hali). Penalty on Alan Faneca: Offensive Holding, 10 yards (no play)",2.590,1.930
2,7:38,1,20,ARI 45,3,14,Derek Anderson pass incomplete deep left intended for Early Doucet (defended by Brandon Carr),1.930,0.690
,,,,,,,"KAN challenged the pass completion ruling, and the original play was overturned.",,
2,7:32,2,20,ARI 45,3,14,Derek Anderson pass incomplete deep middle intended for Steve Breaston,0.690,0.040
2,7:26,3,20,ARI 45,3,14,Derek Anderson pass incomplete deep left intended for Andre Roberts,0.040,-0.390
2,7:20,4,20,ARI 45,3,14,"Ben Graham punts 55 yards, touchback",-0.390,-0.280
2,7:12,1,10,KAN 20,3,14,Jamaal Charles right end for 11 yards (tackle by Calais Campbell),0.280,1.000
2,6:31,1,10,KAN 31,3,14,"Thomas Jones right end for 3 yards (tackle by Paris Lenon). Penalty on Ryan Lilja: Offensive Holding, 10 yards (no play)",1.000,0.340
2,6:08,1,20,KAN 21,3,14,Jamaal Charles right end for 2 yards (tackle by Will Davis and Darnell Dockett),0.340,-0.620
2,5:23,2,18,KAN 23,3,14,Matt Cassel pass complete short left to Dwayne Bowe for 15 yards (tackle by Rashad Johnson),-0.620,0.700
2,4:56,3,3,KAN 38,3,14,"Matt Cassel pass complete short right to Dwayne Bowe for 16 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",0.700,-0.630
2,4:25,3,13,KAN 28,3,14,Matt Cassel pass complete short right to Jamaal Charles for 8 yards (tackle by Joey Porter and Kerry Rhodes),-0.630,-0.980
2,3:48,4,5,KAN 36,3,14,"Dustin Colquitt punts 64 yards, touchback",-0.980,-0.280
2,3:37,1,10,ARI 20,3,14,Derek Anderson pass incomplete short right intended for Andre Roberts,0.280,-0.270
2,3:34,2,10,ARI 20,3,14,Beanie Wells left end for 12 yards (tackle by Eric Berry),-0.270,1.070
2,2:53,1,10,ARI 32,3,14,Beanie Wells middle for 6 yards (tackle by Eric Berry and Shaun Smith),1.070,1.340
2,2:14,2,4,ARI 38,3,14,Derek Anderson pass complete short right to Larry Fitzgerald for 6 yards (tackle by Brandon Flowers and Jovan Belcher),1.340,1.860
2,2:00,1,10,ARI 44,3,14,Derek Anderson sacked by Demorrio Williams for -2 yards,1.860,1.050
2,1:24,2,12,ARI 42,3,14,Derek Anderson pass complete short middle to Andre Roberts for 11 yards (tackle by Javier Arenas),1.050,1.820
2,1:10,2,12,ARI 42,3,14,Timeout #2 by Arizona Cardinals,1.050,1.820
2,1:10,3,1,KAN 47,3,14,Derek Anderson pass incomplete deep middle intended for Steve Breaston,1.820,0.130
2,1:06,4,1,KAN 47,3,14,Ben Graham punts 46 yards,0.130,0.380
2,0:57,1,10,KAN 1,3,14,Matt Cassel pass incomplete short right intended for Leonard Pope (defended by Adrian Wilson),-0.380,-0.780
2,0:57,2,10,KAN 1,3,14,Penalty on Leonard Pope: False Start (no play),-0.780,-0.780
2,0:50,2,10,KAN 1,3,14,Tim Castille middle for no gain (tackle by Gabe Watson and Paris Lenon),-0.780,-1.420
,,,,,,,"Replay Assistant challenged the safety ruling, and the play was upheld.",,
2,0:48,2,10,KAN 1,3,14,Timeout #3 by Arizona Cardinals,-0.780,-1.420
2,0:48,3,10,KAN 1,3,14,Jamaal Charles middle for no gain (tackle by Gerald Hayes),-1.420,-2.490
2,0:48,4,10,KAN 1,3,14,Penalty on Dustin Colquitt: Delay of Game (no play),-2.490,-2.490
2,0:02,4,10,KAN 1,3,14,Matt Cassel pass incomplete deep right intended for Verran Tucker,-2.490,-0.380
Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,3,14,"Jay Feely kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,3,14,Jamaal Charles right guard for 5 yards (tackle by Adrian Wilson),0.280,0.410
3,14:23,2,5,KAN 25,3,14,Jamaal Charles left tackle for no gain (tackle by Paris Lenon),0.410,-0.300
3,13:48,3,5,KAN 25,3,14,Matt Cassel pass complete short left to Jamaal Charles for 11 yards (tackle by Adrian Wilson and Gerald Hayes),-0.300,1.330
3,13:03,1,10,KAN 36,3,14,Matt Cassel pass complete short left to Chris Chambers for 4 yards (tackle by Michael Adams),1.330,1.330
3,12:27,2,6,KAN 40,3,14,Jamaal Charles middle for 3 yards (tackle by Gerald Hayes),1.330,1.030
3,11:48,3,3,KAN 43,3,14,Matt Cassel pass complete short middle to Dwayne Bowe for 14 yards (tackle by Kerry Rhodes),1.030,2.720
3,11:10,1,10,ARI 43,3,14,Thomas Jones right tackle for 1 yard (tackle by Gerald Hayes and Joey Porter),2.720,2.310
3,10:33,2,9,ARI 42,3,14,Jamaal Charles left end for 39 yards (tackle by Kerry Rhodes),2.310,6.510
3,10:02,1,3,ARI 3,3,20,"Thomas Jones middle for 3 yards, touchdown",6.510,7.000
3,10:02,,,ARI 2,3,21,Ryan Succop kicks extra point good,0.000,0.000
3,10:02,,,KAN 30,3,21,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
3,9:59,1,10,ARI 20,3,21,Tim Hightower left guard for 16 yards (tackle by Kendrick Lewis and Jovan Belcher),0.280,1.330
3,9:24,1,10,ARI 36,3,21,Tim Hightower middle for 1 yard (tackle by Derrick Johnson and Kendrick Lewis),1.330,0.930
3,8:46,2,9,ARI 37,3,21,Derek Anderson pass incomplete deep middle intended for Steve Breaston,0.930,0.230
3,8:39,3,9,ARI 37,3,21,Derek Anderson pass complete short middle to Steve Breaston for 27 yards (tackle by Eric Berry),0.230,3.180
3,7:56,1,10,KAN 36,3,21,Tim Hightower middle for 4 yards (tackle by Eric Berry),3.180,3.180
3,7:13,2,6,KAN 32,3,21,Derek Anderson pass complete deep middle to Steve Breaston for 18 yards (tackle by Brandon Flowers),3.180,4.650
3,6:32,1,10,KAN 14,3,21,Tim Hightower right end for 2 yards (tackle by Mike Vrabel and Shaun Smith),4.650,4.330
3,5:49,2,8,KAN 12,3,21,Tim Hightower middle for 1 yard (tackle by Glenn Dorsey),4.330,3.620
3,5:03,2,8,KAN 12,3,21,Timeout #1 by Arizona Cardinals,4.330,3.620
3,5:03,3,7,KAN 11,3,21,Derek Anderson pass incomplete short right intended for Steve Breaston (defended by Brandon Flowers),3.620,2.700
3,4:59,4,7,KAN 11,6,21,Jay Feely 29 yard field goal good,2.700,3.000
3,4:59,,,ARI 30,6,21,"Jay Feely kicks off 77 yards, touchback",0.000,0.280
3,4:55,1,10,KAN 20,6,21,Matt Cassel pass complete short middle to Jamaal Charles for -6 yards (tackle by Paris Lenon),0.280,-1.180
3,4:16,2,16,KAN 14,6,21,Matt Cassel pass incomplete short middle intended for Dwayne Bowe (defended by Dan Williams),-1.180,-2.030
3,4:12,3,16,KAN 14,6,21,Matt Cassel pass incomplete short left intended for Chris Chambers,-2.030,-2.470
3,4:06,4,16,KAN 14,6,21,"Dustin Colquitt punts 46 yards, returned by Andre Roberts for 7 yards (tackle by Demorrio Williams)",-2.470,-2.060
3,3:54,1,10,ARI 47,6,21,"Beanie Wells right guard for 2 yards (tackle by Brandon Flowers). Penalty on Ben Patrick: Offensive Holding, 10 yards (no play)",2.060,1.400
3,3:24,1,20,ARI 37,6,21,Derek Anderson pass complete deep middle to Steve Breaston for 20 yards (tackle by Brandon Flowers),1.400,2.720
3,2:35,1,10,KAN 43,6,21,Beanie Wells middle for 6 yards (tackle by Jovan Belcher and Eric Berry),2.720,2.990
3,1:55,2,4,KAN 37,6,21,Tim Hightower middle for 2 yards (tackle by Glenn Dorsey and Jovan Belcher),2.990,2.540
3,1:17,3,2,KAN 35,6,21,"Derek Anderson pass incomplete short right intended for Larry Fitzgerald. Penalty on Derek Anderson: Unsportsmanlike Conduct, 15 yards",2.540,-0.060
3,1:12,3,2,KAN 35,6,21,Timeout #1 by Kansas City Chiefs,2.540,-0.060
3,1:12,4,17,,6,21,"Penalty on O'Brien Schofield: False Start, 5 yards (no play)",-0.060,-0.390
3,1:04,4,22,ARI 45,6,21,"Ben Graham punts 44 yards, returned by Javier Arenas for -1 yards (tackle by Trumaine McBride)",-0.390,0.380
3,1:04,1,10,KAN 10,6,21,Thomas Jones middle for 2 yards (tackle by Michael Adams),-0.380,-0.630
3,0:27,2,8,KAN 12,6,21,Thomas Jones middle for 3 yards (tackle by Kerry Rhodes),-0.630,-0.840
Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,KAN 15,6,21,Matt Cassel pass incomplete deep left intended for Verran Tucker (defended by A.J. Jefferson),-0.840,-2.440
4,14:54,4,5,KAN 15,6,21,"Dustin Colquitt punts 54 yards, returned by Andre Roberts for 4 yards (tackle by Andy Studebaker). Penalty on A.J. Jefferson: Illegal Block Above the Waist, 10 yards",-2.440,-0.610
4,14:42,1,10,ARI 25,6,21,Derek Anderson pass incomplete deep right intended for Steve Breaston (defended by Brandon Flowers),0.610,0.060
4,14:34,2,10,ARI 25,6,21,Beanie Wells middle for no gain (tackle by Ron Edwards),0.060,-0.620
4,13:51,3,10,ARI 25,6,21,Derek Anderson pass incomplete short middle intended for Andre Roberts,-0.620,-1.700
4,13:46,4,10,ARI 25,6,21,"Ben Graham punts 45 yards, returned by Javier Arenas for 8 yards (tackle by Mike Leach)",-1.700,-1.470
4,13:35,1,10,KAN 38,6,21,Matt Cassel pass complete short right to Dwayne Bowe for 4 yards (tackle by Dominique Rodgers-Cromartie),1.470,1.460
4,13:00,2,6,KAN 42,6,21,Jamaal Charles left end for 10 yards (tackle by Adrian Wilson),1.460,2.390
4,12:29,1,10,ARI 48,6,21,Jamaal Charles middle for 9 yards (tackle by Dominique Rodgers-Cromartie),2.390,3.060
4,11:45,2,1,ARI 39,6,21,Thomas Jones middle for 11 yards (tackle by Adrian Wilson),3.060,3.710
4,10:55,1,10,ARI 28,6,21,Thomas Jones middle for 4 yards (tackle by Alan Branch and Gerald Hayes),3.710,3.710
4,10:28,2,6,ARI 24,6,21,Matt Cassel pass complete short middle to Verran Tucker for 13 yards (tackle by Adrian Wilson),3.710,4.840
4,9:43,1,10,ARI 11,6,21,Jamaal Charles middle for 5 yards (tackle by Alan Branch and Paris Lenon),4.840,5.080
4,9:03,2,5,ARI 6,6,21,Thomas Jones middle for 1 yard (tackle by Alan Branch),5.080,4.440
4,8:19,3,4,ARI 5,6,21,Matt Cassel pass incomplete short left intended for Verran Tucker,4.440,3.010
4,8:15,4,4,ARI 5,6,24,Ryan Succop 23 yard field goal good,3.010,3.000
4,8:15,,,KAN 30,6,24,"Ryan Succop kicks off 70 yards, returned by Andre Roberts for 21 yards (tackle by Terrance Copper)",0.000,0.340
4,8:06,1,10,ARI 21,6,24,Derek Anderson pass incomplete short middle intended for Tim Hightower,0.340,-0.200
4,8:02,2,10,ARI 21,6,24,Derek Anderson pass complete short right to Andre Roberts for 13 yards (tackle by Eric Berry),-0.200,1.200
4,7:42,1,10,ARI 34,6,24,"Derek Anderson pass complete short right to Andre Roberts for 8 yards. Penalty on Levi Brown: Offensive Holding, 10 yards (no play)",1.200,0.540
4,7:15,1,20,ARI 24,6,24,Derek Anderson pass complete short middle to Ben Patrick for 10 yards (tackle by Javier Arenas),0.540,0.660
4,6:52,2,10,ARI 34,6,24,Derek Anderson pass complete short left to Andre Roberts for 6 yards (tackle by Javier Arenas),0.660,0.760
4,6:20,3,4,ARI 40,6,24,Derek Anderson pass complete short right to Ben Patrick for 3 yards (tackle by Ricky Price),0.760,-0.520
4,5:44,4,1,ARI 43,6,24,Derek Anderson pass incomplete short left intended for Andre Roberts (defended by Javier Arenas),-0.520,-2.790
4,5:39,1,10,ARI 42,6,24,Jamaal Charles middle for 3 yards (tackle by Alan Branch and Joey Porter),2.790,2.650
4,4:59,2,7,ARI 39,6,24,Jamaal Charles left tackle for 1 yard (tackle by Dan Williams),2.650,2.080
,,,,,,,"KAN challenged the fumble ruling, and the original play was overturned.",,
4,4:29,3,6,ARI 38,6,30,"Matt Cassel pass complete deep middle to Dwayne Bowe for 38 yards, touchdown",2.080,7.000
4,4:29,,,ARI 2,6,31,Ryan Succop kicks extra point good,0.000,0.000
4,4:29,,,KAN 30,6,31,"Ryan Succop kicks off 73 yards, returned by Andre Roberts for 20 yards (tackle by Andy Studebaker)",0.000,-0.060
4,4:08,1,10,ARI 17,6,31,Derek Anderson pass incomplete deep left intended for Larry Fitzgerald,-0.060,-0.580
4,4:03,2,10,ARI 17,6,31,Derek Anderson pass complete short left to Tim Hightower for 9 yards (tackle by Andy Studebaker and Wallace Gilberry),-0.580,-0.120
4,3:30,3,1,ARI 26,6,31,Derek Anderson pass complete short right to Ben Patrick for 11 yards (tackle by Demorrio Williams and Javier Arenas),-0.120,1.400
4,3:02,1,10,ARI 37,6,31,Derek Anderson pass complete short left to Andre Roberts for 5 yards (tackle by Javier Arenas),1.400,1.530
4,2:34,2,5,ARI 42,6,31,Derek Anderson pass incomplete deep left intended for Larry Fitzgerald,1.530,0.830
4,2:27,3,5,ARI 42,6,31,Derek Anderson pass complete short middle to Andre Roberts for 8 yards (tackle by Javier Arenas and Derrick Johnson),0.830,2.260
4,2:04,1,10,,6,31,Derek Anderson pass complete short middle to Andre Roberts for 9 yards (tackle by Javier Arenas),2.260,2.930
4,1:57,2,1,KAN 41,6,31,Derek Anderson pass complete deep middle to Larry Fitzgerald for 24 yards (tackle by Kendrick Lewis),2.930,4.440
4,1:29,1,10,KAN 17,6,31,Derek Anderson pass incomplete deep middle intended for Andre Roberts,4.440,3.850
4,1:24,2,10,KAN 17,6,31,Derek Anderson sacked by Javier Arenas for -12 yards,3.850,1.620
4,0:39,3,22,KAN 29,6,31,Derek Anderson pass complete short middle to Tim Hightower for 7 yards (tackle by Ricky Price),1.620,1.990
4,0:26,3,22,KAN 29,6,31,Timeout #2 by Arizona Cardinals,1.620,1.990
4,0:26,4,15,KAN 22,6,31,Derek Anderson pass complete short middle to Larry Fitzgerald for 16 yards (tackle by Derrick Johnson),1.990,5.830
4,0:14,4,15,KAN 22,6,31,Timeout #3 by Arizona Cardinals,1.990,5.830
4,0:14,1,6,KAN 6,6,31,"Derek Anderson pass incomplete short middle intended for Larry Fitzgerald (defended by Derrick Johnson). Penalty on Glenn Dorsey: Roughing the Passer, 3 yards (no play)",5.830,6.510
4,0:07,1,3,KAN 3,6,31,Derek Anderson pass incomplete short middle intended for Steve Breaston,6.510,5.530
4,0:03,2,3,KAN 3,12,31,"Derek Anderson pass complete short middle to Larry Fitzgerald for 3 yards, touchdown",5.530,7.000
4,0:03,,,KAN 2,13,31,Jay Feely kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
