Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
2,5:59,2,10,DEN 35,7,7,Cam Newton pass incomplete short right intended for Kelvin Benjamin,2.700,2.010
2,5:55,3,10,DEN 35,7,7,Cam Newton pass complete short left to Greg Olsen for 13 yards (tackle by Bradley Roby),2.010,4.110
2,5:17,1,10,DEN 22,7,7,Cam Newton left end for 3 yards (tackle by Todd Davis),4.110,3.970
2,4:41,2,7,DEN 19,7,7,Cam Newton pass complete short left to Greg Olsen for no gain,3.970,3.260
2,4:00,3,7,DEN 19,7,7,Cam Newton pass complete short right to Greg Olsen for 15 yards (tackle by T.J. Ward),3.260,6.280
2,3:29,1,4,DEN 4,7,7,"Penalty on DEN: Defensive 12 On-field, 2 yards (no play)",6.280,6.740
2,3:07,1,2,DEN 2,13,7,"Cam Newton right end for 2 yards, touchdown",6.740,7.000
2,3:07,,,DEN 2,14,7,Graham Gano kicks extra point good,0.000,0.000
2,3:07,,,CAR 35,14,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,3:01,1,10,DEN 25,14,7,C.J. Anderson left guard for 2 yards (tackle by Shaq Thompson),0.610,0.330
2,2:24,2,8,DEN 27,14,7,C.J. Anderson left guard for 1 yard (tackle by Tre Boston),0.330,-0.230
2,2:00,3,7,DEN 28,14,7,Trevor Siemian pass incomplete short right intended for Jordan Norwood (defended by James Bradberry),-0.230,-1.500
2,1:55,4,7,DEN 28,14,7,"Riley Dixon punts 44 yards, returned by Ted Ginn for 4 yards (tackle by Cody Latimer). Penalty on Daryl Worley: Offensive Holding, 10 yards",-1.500,-0.410
2,1:45,1,10,CAR 22,14,7,Cam Newton middle for 9 yards (tackle by Darian Stewart),0.410,1.080
2,1:22,2,1,CAR 31,14,7,Fozzy Whittaker middle for 3 yards (tackle by Sylvester Williams),1.080,1.200
2,0:56,1,10,CAR 34,14,7,Cam Newton pass complete short left to Kelvin Benjamin for 16 yards (tackle by Chris Harris),1.200,2.260
2,0:35,1,10,,14,7,"Cam Newton spiked the ball. Penalty on Shane Ray: Defensive 12 On-field, 5 yards (no play)",2.260,2.990
2,0:33,1,5,DEN 45,14,7,Cam Newton middle for 12 yards (tackle by Brandon Marshall),2.990,3.380
2,0:12,1,10,DEN 33,14,7,Cam Newton spiked the ball,3.380,2.840
2,0:12,2,10,DEN 33,14,7,Cam Newton pass complete short right to Greg Olsen for 7 yards,2.840,3.070
2,0:07,3,3,DEN 26,17,7,Graham Gano 44 yard field goal good. Penalty on Aqib Talib: Defensive Offside (Declined),3.070,3.000
2,0:07,,,CAR 35,17,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,0:03,1,10,DEN 25,17,7,Trevor Siemian kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,17,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,17,7,Jonathan Stewart right guard for 3 yards (tackle by Derek Wolfe),0.610,0.470
3,14:22,2,7,CAR 28,17,7,Jonathan Stewart middle for 7 yards (tackle by Darian Stewart),0.470,1.270
3,13:40,1,10,CAR 35,17,7,Cam Newton right guard for 4 yards (tackle by Brandon Marshall),1.270,1.260
3,13:02,2,6,CAR 39,17,7,Jonathan Stewart right guard for 5 yards (tackle by Todd Davis),1.260,1.220
3,12:16,3,1,CAR 44,17,7,Cam Newton left end for no gain (tackle by Shane Ray and Aqib Talib),1.220,-0.460
3,11:33,4,1,CAR 44,17,7,"Andy Lee punts 56 yards, touchback",-0.460,-0.280
3,11:24,1,10,DEN 20,17,7,Trevor Siemian pass complete short left to Demaryius Thomas for 23 yards (tackle by James Bradberry),0.280,1.800
3,10:47,1,10,DEN 43,17,7,C.J. Anderson right tackle for 2 yards (tackle by Luke Kuechly),1.800,1.520
3,10:09,2,8,DEN 45,17,7,"Trevor Siemian pass incomplete short right intended for Demaryius Thomas. Penalty on James Bradberry: Defensive Pass Interference, 15 yards (no play)",1.520,2.920
3,10:05,1,10,CAR 40,17,7,C.J. Anderson right guard for 10 yards (tackle by Luke Kuechly),2.920,3.580
3,9:17,1,10,CAR 30,17,7,Trevor Siemian pass incomplete deep right intended for Emmanuel Sanders is intercepted by Bene Benwikere at CAR-10 and returned for 1 yard,3.580,0.370
3,9:10,1,10,CAR 11,17,7,Jonathan Stewart middle for 7 yards (tackle by Shaquil Barrett),-0.370,0.000
3,8:34,2,3,CAR 18,17,7,Cam Newton pass incomplete deep right intended for Devin Funchess,0.000,-0.600
3,8:27,3,3,CAR 18,17,7,Cam Newton sacked by DeMarcus Ware for -7 yards,-0.600,-2.490
3,7:46,4,10,CAR 11,17,7,"Andy Lee punts 76 yards, returned by Jordan Norwood for 11 yards. Penalty on Corey Nelson: Offensive Holding, 10 yards",-2.490,0.280
3,7:30,1,10,DEN 14,17,7,C.J. Anderson left guard for 1 yard (tackle by Ryan Delaire),-0.280,-0.640
3,7:01,2,9,DEN 15,17,7,Trevor Siemian pass complete short right to C.J. Anderson for -5 yards (tackle by Thomas Davis),-0.640,-1.890
3,6:24,3,14,DEN 10,17,7,Trevor Siemian pass complete short middle to Virgil Green for 5 yards (tackle by Luke Kuechly),-1.890,-2.440
3,5:51,4,9,DEN 15,17,7,"Riley Dixon punts 54 yards, returned by Ted Ginn for 8 yards (tackle by Kayvon Webster)",-2.440,-1.530
3,5:39,1,10,CAR 39,17,7,Cam Newton pass incomplete short right intended for Jonathan Stewart,1.530,0.990
3,5:31,2,10,CAR 39,17,7,Cam Newton pass incomplete short right intended for Corey Brown,0.990,0.300
3,5:27,3,10,CAR 39,17,7,"Cam Newton pass complete short left to Jonathan Stewart for 22 yards (tackle by Justin Simmons). Penalty on Ryan Kalil: Face Mask (15 Yards), 15 yards (no play)",0.300,-1.680
3,4:56,3,25,CAR 24,17,7,"Penalty on Devin Funchess: False Start, 5 yards (no play)",-1.680,-2.520
3,4:52,3,30,CAR 19,17,7,Cam Newton pass complete short middle to Kelvin Benjamin for 13 yards (tackle by Bradley Roby),-2.520,-1.240
3,4:10,4,17,CAR 32,17,7,"Andy Lee punts 61 yards, returned by Jordan Norwood for 15 yards (tackle by David Mayo)",-1.240,-0.410
3,3:58,1,10,DEN 22,17,7,Trevor Siemian pass complete short right to C.J. Anderson for 6 yards (tackle by Thomas Davis),0.410,0.680
3,3:19,2,4,DEN 28,17,7,Trevor Siemian right end for 11 yards (tackle by Kurt Coleman),0.680,1.530
3,2:44,1,10,DEN 39,17,7,Trevor Siemian pass complete short left to Virgil Green for -2 yards (tackle by Shaq Thompson),1.530,0.720
3,2:13,2,12,DEN 37,17,7,Trevor Siemian pass complete short left to Virgil Green for 13 yards (tackle by Tre Boston),0.720,2.260
3,1:38,1,10,,17,7,C.J. Anderson right tackle for 10 yards (tackle by Luke Kuechly),2.260,2.920
3,0:57,1,10,CAR 40,17,7,Trevor Siemian pass complete short left to Kapri Bibbs for 6 yards (tackle by Robert McClain),2.920,3.180
3,0:21,2,4,CAR 34,17,7,Trevor Siemian pass complete short left to Emmanuel Sanders for 9 yards (tackle by James Bradberry). Penalty on CAR: Defensive Holding (Declined),3.180,3.910
Quarter,Time,Down,ToGo,Location,CAR,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 25,17,13,"Trevor Siemian pass complete short left to C.J. Anderson for 25 yards, touchdown",3.910,7.000
4,15:00,,,CAR 25,17,14,Brandon McManus kicks extra point good,0.000,0.000
4,15:00,,,DEN 35,17,14,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,14:50,1,10,CAR 25,17,14,Jonathan Stewart left tackle for 6 yards (tackle by Corey Nelson),0.610,0.870
4,14:15,2,4,CAR 31,17,14,"Cam Newton pass incomplete short left intended for Kelvin Benjamin is intercepted by Chris Harris at CAR-38. Penalty on Andrew Norwell: Unnecessary Roughness, 15 yards",0.870,-4.040
4,14:07,1,10,CAR 23,17,14,C.J. Anderson left guard for 9 yards (tackle by Kurt Coleman),4.040,4.950
4,13:25,2,1,CAR 14,17,14,C.J. Anderson right guard for no gain (tackle by Kawann Short),4.950,4.280
4,12:41,3,1,CAR 14,17,14,Trevor Siemian right end for 3 yards (tackle by Robert McClain),4.280,4.840
4,12:09,1,10,CAR 11,17,14,C.J. Anderson middle for 3 yards (tackle by Charles Johnson),4.840,4.700
4,11:34,2,7,CAR 8,17,14,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas (defended by Tre Boston),4.700,3.760
4,11:29,3,7,CAR 8,17,14,Trevor Siemian pass complete short left to Emmanuel Sanders for 6 yards (tackle by Bene Benwikere),3.760,3.760
,,,,,,,"CAR challenged the first down ruling, and the original play was overturned.",,
4,10:46,3,7,CAR 8,17,14,Timeout #1 by Carolina Panthers,3.760,3.250
4,10:46,4,1,CAR 2,17,14,C.J. Anderson middle for 1 yard (tackle by Luke Kuechly),3.250,6.970
4,10:20,1,1,CAR 1,17,14,Trevor Siemian pass incomplete short middle intended for Virgil Green (defended by Kony Ealy),6.970,5.910
4,10:16,2,1,CAR 1,17,14,C.J. Anderson left tackle for no gain (tackle by A.J. Klein),5.910,5.910
4,9:30,2,1,CAR 1,17,14,Timeout #1 by Denver Broncos,5.910,5.170
4,9:30,3,1,CAR 1,17,20,"C.J. Anderson middle for 1 yard, touchdown",5.170,7.000
4,9:30,,,CAR 1,17,21,Brandon McManus kicks extra point good,0.000,0.000
4,9:30,,,DEN 35,17,21,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,9:26,1,10,CAR 25,17,21,Cam Newton left tackle for 5 yards (tackle by Todd Davis),0.610,0.740
4,8:52,2,5,CAR 30,17,21,Jonathan Stewart left tackle for 3 yards (tackle by Corey Nelson),0.740,0.430
4,8:08,3,2,CAR 33,17,21,Cam Newton pass complete short right to Corey Brown for 11 yards,0.430,1.860
4,7:41,1,10,CAR 44,17,21,Jonathan Stewart right tackle for 3 yards (tackle by Von Miller),1.860,1.720
4,7:04,2,7,CAR 47,17,21,Cam Newton pass complete short left to Greg Olsen for 18 yards (tackle by Bradley Roby). Penalty on Bradley Roby: Illegal Contact (Declined),1.720,3.250
4,6:36,1,10,DEN 35,17,21,Cam Newton pass complete short middle to Greg Olsen for 12 yards (tackle by T.J. Ward),3.250,4.040
4,5:53,1,10,DEN 23,17,21,Cam Newton left tackle for 4 yards (tackle by Bradley Roby),4.040,4.050
4,5:13,2,6,DEN 19,17,21,Jonathan Stewart middle for 1 yard (tackle by Todd Davis),4.050,3.490
4,4:28,3,5,DEN 18,17,21,Cam Newton pass incomplete short right intended for Devin Funchess (defended by Aqib Talib),3.490,2.300
4,4:25,4,5,DEN 18,20,21,Graham Gano 36 yard field goal good,2.300,3.000
4,4:25,,,CAR 35,20,21,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,4:21,1,10,DEN 25,20,21,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,0.610,0.060
4,4:17,2,10,DEN 25,20,21,C.J. Anderson right tackle for 3 yards (tackle by Luke Kuechly),0.060,-0.230
4,3:36,3,7,DEN 28,20,21,Trevor Siemian sacked by Tre Boston for -10 yards,-0.230,-0.230
4,3:17,3,7,DEN 28,20,21,Timeout #2 by Carolina Panthers,-0.230,-2.240
4,3:17,4,17,DEN 18,20,21,Riley Dixon punts 42 yards,-2.240,-1.600
4,3:06,1,10,CAR 40,20,21,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",1.600,1.270
4,3:06,1,15,CAR 35,20,21,Cam Newton sacked by Todd Davis and DeMarcus Ware for -5 yards,1.270,-0.300
4,2:23,2,20,CAR 30,20,21,Cam Newton left end for 5 yards (tackle by Bradley Roby),-0.300,-0.300
4,2:15,3,15,CAR 35,20,21,Cam Newton sacked by Von Miller for -6 yards,-0.300,-1.440
4,2:00,4,21,CAR 29,20,21,"Cam Newton pass incomplete deep right intended for Kelvin Benjamin (defended by Aqib Talib). Penalty on Chris Harris: Illegal Use of Hands, 5 yards (no play)",-1.440,1.200
4,1:54,1,10,CAR 34,20,21,Mike Tolbert middle for 5 yards (tackle by T.J. Ward),1.200,1.330
4,1:24,2,5,CAR 39,20,21,Cam Newton pass incomplete short left intended for Devin Funchess (defended by Shaquil Barrett),1.330,1.330
4,1:19,2,5,CAR 39,20,21,Timeout #3 by Carolina Panthers,1.330,0.630
4,1:19,3,5,CAR 39,20,21,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by T.J. Ward),0.630,2.060
4,0:51,1,10,CAR 47,20,21,Cam Newton pass incomplete short left intended for Kelvin Benjamin (defended by Chris Harris),2.060,1.520
4,0:42,2,10,CAR 47,20,21,"Cam Newton pass incomplete. Penalty on Darian Stewart: Roughing the Passer (Offsetting), Penalty on Cam Newton: Intentional Grounding (Offsetting) (no play)",1.520,1.520
4,0:36,2,10,CAR 47,20,21,Cam Newton pass incomplete deep left intended for Greg Olsen,1.520,0.830
4,0:29,3,10,CAR 47,20,21,Cam Newton pass complete short middle to Kelvin Benjamin for 16 yards (tackle by Kayvon Webster),0.830,3.120
4,0:14,1,10,DEN 37,20,21,Cam Newton spiked the ball,3.120,2.570
4,0:14,2,10,DEN 37,20,21,Cam Newton pass complete short left to Ted Ginn for 5 yards,2.570,2.570
4,0:09,2,10,DEN 37,20,21,Timeout #2 by Denver Broncos,2.570,2.540
4,0:09,3,5,DEN 32,20,21,Graham Gano 50 yard field goal no good,2.540,-1.600
4,0:04,1,10,DEN 40,20,21,Trevor Siemian kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
