Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2,6:50,1,10,SFO 25,0,3,Carlos Hyde left end for -1 yards (tackle by Derek Barnett),0.610,-0.070
2,6:14,2,11,SFO 24,0,3,C.J. Beathard left end for 5 yards (tackle by Malcolm Jenkins),-0.070,-0.100
2,5:31,3,6,SFO 29,0,3,C.J. Beathard sacked by Fletcher Cox for -8 yards,-0.100,-1.960
2,4:54,4,14,SFO 21,0,3,Bradley Pinion punts 35 yards,-1.960,-1.860
2,4:42,1,10,PHI 44,0,3,Carson Wentz pass complete short middle to Mack Hollins for 6 yards (tackle by Jaquiski Tartt),1.860,2.130
2,4:11,2,4,,0,3,Carson Wentz pass complete short left to Trey Burton for 6 yards (tackle by Ray-Ray Armstrong),2.130,2.650
2,3:41,1,10,SFO 44,0,3,Carson Wentz pass complete deep left to Mack Hollins for 24 yards (tackle by Adrian Colbert),2.650,4.240
2,2:57,1,10,SFO 20,0,3,Carson Wentz sacked by Leger Douzable for -7 yards,4.240,2.750
2,2:17,2,17,SFO 27,0,3,LeGarrette Blount left tackle for 2 yards (tackle by DeForest Buckner),2.750,2.340
2,2:00,3,15,SFO 25,0,3,"Carson Wentz pass incomplete deep middle intended for Torrey Smith. Penalty on Dontae Johnson: Defensive Pass Interference, 24 yards (no play)",2.340,6.970
2,1:55,1,1,SFO 1,0,9,"Carson Wentz pass complete short right to Zach Ertz for 1 yard, touchdown",6.970,7.000
2,1:51,,,SFO 15,0,9,Jake Elliott kicks extra point no good,0.000,-1.000
2,1:51,,,PHI 35,0,9,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,1:51,1,10,SFO 25,0,9,C.J. Beathard sacked by Brandon Graham for -6 yards,0.610,0.000
2,1:46,,,,,,Timeout #1 by Philadelphia Eagles,0.000,0.810
2,1:46,2,16,SFO 19,0,9,C.J. Beathard right end for 9 yards (tackle by Nigel Bradham and Brandon Graham),-0.810,0.000
2,1:38,,,,,,Timeout #2 by Philadelphia Eagles,0.000,0.230
2,1:38,3,7,SFO 28,0,15,"C.J. Beathard pass incomplete short right intended for Pierre Garcon is intercepted by Jalen Mills at SFO-37 and returned for 37 yards, touchdown",-0.230,-7.000
2,,,,,0,17,"Two Point Attempt: Carson Wentz pass complete to Alshon Jeffery, conversion succeeds",,
2,1:24,,,PHI 35,0,17,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,1:24,1,10,SFO 25,0,17,C.J. Beathard pass complete short left to Pierre Garcon for 13 yards (tackle by Nigel Bradham),0.610,0.000
2,1:17,,,,,,Timeout #1 by San Francisco 49ers,0.000,-1.470
2,1:16,1,10,SFO 38,0,17,Matt Breida middle for 5 yards (tackle by Destiny Vaeao),1.470,1.600
2,0:55,2,5,SFO 43,0,17,C.J. Beathard pass complete short right to Matt Breida for 4 yards (tackle by Malcolm Jenkins),1.600,0.000
2,0:42,,,,,,Timeout #2 by San Francisco 49ers,0.000,-1.420
2,0:42,3,1,SFO 47,0,17,C.J. Beathard pass complete short left to Carlos Hyde for 2 yards (tackle by Joe Walker),1.420,2.190
2,0:17,1,10,SFO 49,0,17,C.J. Beathard sacked by Mychal Kendricks for 0 yards,2.190,1.650
2,0:12,2,10,SFO 49,0,17,C.J. Beathard for 9 yards,1.650,0.000
2,0:03,,,,,,Timeout #3 by Philadelphia Eagles,0.000,-2.150
2,0:03,3,1,PHI 42,0,17,C.J. Beathard pass incomplete deep right intended for Kendrick Bourne (defended by Alshon Jeffery),2.150,0.460
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,0,17,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PHI 25,0,17,Carson Wentz pass complete short left to LeGarrette Blount for 4 yards (tackle by Eli Harold and Brock Coyle),0.610,0.600
3,14:21,2,6,PHI 29,0,17,"LeGarrette Blount left end for no gain (tackle by Eric Reid). Penalty on Halapoulivaati Vaitai: Offensive Holding, 10 yards (no play)",0.600,-0.810
3,13:59,2,16,PHI 19,0,17,Carson Wentz pass complete short left to Wendell Smallwood for 9 yards (tackle by Eli Harold),-0.810,-0.230
3,13:24,3,7,PHI 28,0,17,Carson Wentz pass incomplete short middle intended for Alshon Jeffery,-0.230,-1.500
3,13:19,4,7,PHI 28,0,17,"Donnie Jones punts 49 yards, returned by Trent Taylor for 2 yards (tackle by Mack Hollins). Penalty on Rashard Robinson: Offensive Holding, 10 yards",-1.500,0.220
3,13:10,1,10,SFO 15,0,17,C.J. Beathard pass incomplete short left intended for Carlos Hyde,-0.220,-0.710
3,13:06,2,10,SFO 15,0,17,Carlos Hyde middle for -3 yards (tackle by Timmy Jernigan),-0.710,-1.770
3,12:30,3,13,SFO 12,0,17,C.J. Beathard pass complete short right to Carlos Hyde for 6 yards (tackle by Malcolm Jenkins),-1.770,-2.240
3,11:56,4,7,SFO 18,0,17,"Bradley Pinion punts 51 yards, returned by Kenjon Barner for 10 yards (tackle by Aldrick Robinson)",-2.240,-1.660
3,11:46,1,10,PHI 41,0,17,LeGarrette Blount middle for 2 yards (tackle by Brock Coyle),1.660,1.390
3,11:05,2,8,PHI 43,0,17,Carson Wentz pass incomplete short left intended for Wendell Smallwood (defended by Tony McDaniel),1.390,0.700
3,11:01,3,8,PHI 43,0,17,Wendell Smallwood right tackle for 5 yards (tackle by Dekoda Watson),0.700,-0.190
3,10:25,4,3,PHI 48,0,17,Donnie Jones punts 49 yards,-0.190,0.380
3,10:16,1,10,SFO 3,0,17,Carlos Hyde right tackle for no gain (tackle by Joe Walker),-0.380,-0.780
3,9:42,2,10,SFO 3,0,17,C.J. Beathard pass incomplete short right intended for Marquise Goodwin,-0.780,-1.420
3,9:39,3,10,SFO 3,0,17,C.J. Beathard pass incomplete short right intended for Pierre Garcon,-1.420,-2.490
3,9:36,4,10,SFO 3,0,17,Bradley Pinion punts 48 yards,-2.490,-2.190
3,9:26,1,10,PHI 49,0,17,Carson Wentz pass incomplete deep right intended for Zach Ertz,2.190,1.650
3,9:19,2,10,PHI 49,0,17,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Jaquiski Tartt),1.650,3.120
3,8:52,1,10,SFO 37,0,17,Corey Clement right guard for 5 yards (tackle by Jaquiski Tartt),3.120,3.250
3,8:17,2,5,SFO 32,0,17,Carson Wentz pass incomplete short left intended for Torrey Smith,3.250,2.540
3,8:12,3,5,SFO 32,0,17,Carson Wentz pass incomplete deep right intended for Alshon Jeffery,2.540,1.260
3,8:06,4,5,SFO 32,0,20,Jake Elliott 51 yard field goal good,1.260,3.000
3,8:01,,,PHI 35,0,20,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,8:01,1,10,SFO 25,0,20,C.J. Beathard pass complete short right to George Kittle for no gain,0.610,0.060
3,7:17,2,10,SFO 25,0,20,C.J. Beathard left end for 9 yards (tackle by Vinny Curry),0.060,0.560
3,6:32,3,1,SFO 34,0,20,C.J. Beathard middle for no gain (tackle by Mychal Kendricks),0.560,-1.110
3,5:53,4,1,SFO 34,0,20,"Bradley Pinion punts 44 yards, returned by Kenjon Barner for 4 yards (tackle by Garrett Celek)",-1.110,-0.670
3,5:43,1,10,PHI 26,0,20,LeGarrette Blount left end for -4 yards (tackle by Brock Coyle),0.670,-0.410
3,4:56,2,14,PHI 22,0,20,Carson Wentz pass incomplete short left intended for Alshon Jeffery (defended by Earl Mitchell),-0.410,-1.090
3,4:51,3,14,PHI 22,0,20,Carson Wentz pass incomplete deep right intended for Mack Hollins is intercepted by Ahkello Witherspoon at PHI-40 and returned for 19 yards,-1.090,-4.170
3,4:43,1,10,PHI 21,0,20,C.J. Beathard pass incomplete short left intended for George Kittle (defended by Joe Walker),4.170,3.630
3,4:36,2,10,PHI 21,6,20,"C.J. Beathard pass complete short middle to Matt Breida for 21 yards, touchdown",3.630,7.000
3,4:29,,,PHI 15,7,20,Robbie Gould kicks extra point good,0.000,0.000
3,4:29,,,SFO 35,7,20,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,4:28,1,10,PHI 25,7,20,Carson Wentz pass incomplete short right intended for Corey Clement,0.610,0.060
3,4:24,2,10,PHI 25,7,20,Corey Clement left end for 22 yards (tackle by Eric Reid),0.060,2.060
3,3:46,1,10,PHI 47,7,26,"Carson Wentz pass complete deep right to Alshon Jeffery for 53 yards, touchdown",2.060,7.000
3,3:37,,,SFO 15,7,27,Jake Elliott kicks extra point good,0.000,0.000
3,3:37,,,PHI 35,7,27,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,3:37,1,10,SFO 25,7,27,C.J. Beathard left tackle for 8 yards (tackle by Mychal Kendricks),0.610,1.140
3,2:58,2,2,SFO 33,7,27,Carlos Hyde left tackle for 8 yards (tackle by Vinny Curry),1.140,1.660
3,2:24,1,10,SFO 41,7,27,Carlos Hyde right end for -1 yards (tackle by Rodney McLeod),1.660,0.990
3,1:48,2,11,SFO 40,7,27,C.J. Beathard pass complete short right to Trent Taylor for 13 yards (tackle by Jalen Mills and Rodney McLeod),0.990,2.460
3,1:24,1,10,PHI 47,7,27,C.J. Beathard pass complete short left to Matt Breida for 5 yards (tackle by Nigel Bradham),2.460,2.590
3,0:45,2,5,PHI 42,7,27,C.J. Beathard pass complete deep right to George Kittle for 22 yards (tackle by Malcolm Jenkins),2.590,4.240
3,0:21,1,10,PHI 20,7,27,C.J. Beathard pass incomplete short right intended for Kendrick Bourne,4.240,3.690
3,0:14,2,10,PHI 20,7,27,Matt Breida right guard for 1 yard (tackle by Destiny Vaeao),3.690,3.100
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,PHI 19,7,27,C.J. Beathard pass complete short right to Cole Hikutini for 10 yards (tackle by Corey Graham),3.100,5.140
4,14:23,1,9,PHI 9,7,27,C.J. Beathard pass incomplete short right intended for Carlos Hyde (defended by Fletcher Cox),5.140,4.380
4,14:18,2,9,PHI 9,7,27,C.J. Beathard pass incomplete short left intended for Matt Breida (defended by Mychal Kendricks),4.380,3.360
4,14:14,3,9,PHI 9,7,27,C.J. Beathard pass incomplete short right intended for George Kittle,3.360,2.830
4,14:10,4,9,PHI 9,7,27,"Robbie Gould 27 yard field goal no good, blocked by Derek Barnett, recovered by Derek Barnett and returned for 8 yards",2.830,-1.470
4,14:00,1,10,PHI 38,7,27,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Ray-Ray Armstrong),1.470,1.870
4,13:22,2,3,PHI 45,7,27,LeGarrette Blount right end for 4 yards (tackle by Eli Harold),1.870,2.190
4,12:39,1,10,PHI 49,7,27,Carson Wentz pass incomplete short left intended for Zach Ertz,2.190,1.650
4,12:34,2,10,PHI 49,7,27,Carson Wentz pass complete short middle to Brent Celek for 14 yards (tackle by Ahkello Witherspoon),1.650,3.120
4,11:49,1,10,SFO 37,7,27,"LeGarrette Blount right end for -1 yards. Penalty on Eli Harold: Unnecessary Roughness, 15 yards",3.120,4.040
4,11:20,1,10,SFO 23,7,27,Carson Wentz pass incomplete deep left intended for Brent Celek,4.040,3.500
4,11:14,2,10,SFO 23,7,27,LeGarrette Blount middle for 11 yards (tackle by Adrian Colbert),3.500,4.780
4,10:28,1,10,SFO 12,7,33,"LeGarrette Blount right end for 12 yards, touchdown. Penalty on DeForest Buckner: Defensive Offside (Declined)",4.780,7.000
4,10:22,,,SFO 15,7,33,Jake Elliott kicks extra point no good,0.000,-1.000
4,10:22,,,PHI 35,7,33,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,10:22,1,10,SFO 25,7,33,Matt Breida for 9 yards,0.610,1.280
4,9:52,2,1,SFO 34,7,33,Matt Breida left end for 3 yards (tackle by Derek Barnett),1.280,1.400
4,9:13,1,10,SFO 37,7,33,"Penalty on Zane Beadles: False Start, 5 yards (no play)",1.400,1.070
4,9:04,1,15,SFO 32,7,33,C.J. Beathard pass complete short right to Carlos Hyde for 7 yards (tackle by Jalen Mills),1.070,1.130
4,8:23,2,8,SFO 39,7,33,Carlos Hyde middle for 3 yards (tackle by Timmy Jernigan),1.130,0.000
4,7:46,,,,,,Timeout #1 by San Francisco 49ers,0.000,-0.830
4,7:46,3,5,SFO 42,7,33,C.J. Beathard pass complete short left to Trent Taylor for 7 yards (tackle by Dexter McDougle),0.830,2.190
4,7:14,1,10,SFO 49,7,33,C.J. Beathard pass incomplete short middle intended for Aldrick Robinson (defended by Rasul Douglas),2.190,1.650
4,7:07,2,10,SFO 49,7,33,C.J. Beathard pass complete short right to Trent Taylor for 13 yards (tackle by Mychal Kendricks),1.650,3.050
4,6:39,1,10,PHI 38,7,33,"C.J. Beathard sacked by Brandon Graham for -12 yards. Penalty on Brandon Graham: Roughing the Passer, 15 yards (no play)",3.050,4.040
4,6:15,1,10,PHI 23,7,33,C.J. Beathard pass incomplete short right intended for Carlos Hyde,4.040,3.500
4,6:12,2,10,PHI 23,7,33,C.J. Beathard sacked by Vinny Curry for -9 yards,3.500,1.620
4,5:28,3,19,PHI 32,7,33,C.J. Beathard pass incomplete short right intended for Matt Breida,1.620,1.240
4,5:26,4,19,PHI 32,10,33,Robbie Gould 50 yard field goal good,1.240,3.000
4,5:20,,,SFO 35,10,33,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
4,5:20,1,10,PHI 25,10,33,Corey Clement right end for 1 yard (tackle by DeForest Buckner),0.610,0.200
4,4:38,2,9,PHI 26,10,33,Corey Clement left end for 4 yards (tackle by Leon Hall),0.200,0.040
4,3:53,3,5,PHI 30,10,33,Corey Clement left end for 14 yards (tackle by Dekoda Watson),0.040,1.860
4,3:07,1,10,PHI 44,10,33,Corey Clement middle for 7 yards (tackle by DeForest Buckner),1.860,2.260
4,2:23,2,3,SFO 49,10,33,Corey Clement middle for 1 yard (tackle by Ray-Ray Armstrong),2.260,1.690
4,2:00,3,2,SFO 48,10,33,Corey Clement left end for 1 yard (tackle by Dontae Johnson),1.690,0.000
4,1:53,,,,,,Timeout #2 by San Francisco 49ers,0.000,-0.130
4,1:53,4,1,SFO 47,10,33,Corey Clement left guard for 2 yards (tackle by Ray-Ray Armstrong),0.130,2.590
4,1:08,1,10,SFO 45,10,33,Nick Foles kneels for -1 yards,2.590,1.910
4,0:38,2,11,SFO 46,10,33,Nick Foles kneels for -1 yards,1.910,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
