Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
3,3:31,1,10,JAX 42,21,3,Trevor Lawrence pass complete short right to James Robinson for -5 yards (tackle by Adetokunbo Ogundeji),,
3,2:51,2,15,JAX 37,21,3,James Robinson up the middle for 12 yards (tackle by Jaylinn Hawkins and Foyesade Oluokun),,
3,2:13,3,3,JAX 49,21,3,James Robinson right end for 7 yards (tackle by Jaylinn Hawkins and Dante Fowler),,
3,1:44,1,10,ATL 44,21,3,Trevor Lawrence pass incomplete deep right intended for Laquon Treadwell,,
3,1:38,2,10,ATL 44,21,3,James Robinson up the middle for 9 yards (tackle by Foyesade Oluokun),,
3,1:19,3,1,ATL 35,21,3,Trevor Lawrence right end for 7 yards (tackle by Jaylinn Hawkins),,
3,0:52,1,10,ATL 28,21,3,Trevor Lawrence pass complete deep middle to James O'Shaughnessy for 21 yards (tackle by Jaylinn Hawkins),,
3,0:29,1,7,ATL 7,21,9,"Trevor Lawrence pass complete short middle to Tavon Austin for 7 yards, touchdown",,
3,0:22,,,ATL 2,21,11,Two Point Attempt: Trevor Lawrence pass complete to to James O'Shaughnessy for no gain,,
3,0:22,,,JAX 35,21,11,"Matthew Wright kicks off 62 yards, returned by Avery Williams for 26 yards (tackle by Rayshawn Jenkins)",,
3,0:14,1,10,ATL 29,21,11,Mike Davis up the middle for 6 yards (tackle by Shaquille Quarterman),,
Quarter,Time,Down,ToGo,Location,ATL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ATL 35,21,11,Matt Ryan pass complete short middle to Russell Gage for 8 yards (tackle by Shaquille Quarterman),,
4,14:23,1,10,ATL 43,21,11,Matt Ryan pass complete short right to Russell Gage for 14 yards (tackle by Jihad Ward and Shaquille Quarterman),,
4,13:51,1,10,JAX 43,21,11,Cordarrelle Patterson up the middle for 1 yard (tackle by Malcom Brown and Jihad Ward),,
4,13:15,2,9,JAX 42,21,11,Matt Ryan pass incomplete short left intended for Kyle Pitts,,
4,13:10,3,9,JAX 42,21,11,Matt Ryan pass incomplete short left intended for Kyle Pitts,,
4,13:06,4,9,JAX 42,21,11,"Thomas Morstead punts 32 yards, fair catch by Jaydon Mickens at JAC-10",,
4,12:57,1,10,JAX 10,21,11,Trevor Lawrence pass complete short left to Laquon Treadwell for 11 yards (tackle by Erik Harris),,
4,12:27,1,10,JAX 21,21,11,James Robinson up the middle for 3 yards (tackle by Adetokunbo Ogundeji and Mykal Walker),,
4,12:05,2,7,JAX 24,21,11,Trevor Lawrence pass complete short left to James Robinson for 26 yards (tackle by Fabian Moreau),,
4,11:24,1,10,JAX 50,21,11,Carlos Hyde left end for -1 yards (tackle by Richie Grant),,
4,10:47,2,11,JAX 49,21,11,Trevor Lawrence scrambles left end for 10 yards (tackle by Foyesade Oluokun),,
4,10:20,3,1,ATL 41,21,11,Carlos Hyde up the middle for 2 yards (tackle by Foyesade Oluokun and Erik Harris),,
4,9:53,1,10,ATL 39,21,11,Trevor Lawrence pass complete short right to Laquon Treadwell for 20 yards (tackle by Darren Hall),,
4,9:25,1,10,ATL 19,21,11,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",,
4,9:25,1,15,ATL 24,21,11,Trevor Lawrence right end for 10 yards (tackle by Erik Harris),,
4,9:00,2,5,ATL 14,21,11,Carlos Hyde up the middle for 4 yards (tackle by Anthony Rush),,
4,8:18,3,1,ATL 10,21,11,James Robinson up the middle for 4 yards (tackle by Ta'Quon Graham),,
4,7:31,1,6,ATL 6,21,11,"James Robinson up the middle for no gain (tackle by Brandon Copeland). Penalty on Jawaan Taylor: Offensive Holding, 10 yards (accepted) (no play)",,
4,6:58,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,6:58,1,16,ATL 16,21,11,Trevor Lawrence pass incomplete deep left intended for Laviska Shenault,,
4,6:50,2,16,ATL 16,21,11,Trevor Lawrence pass incomplete intended for Laquon Treadwell,,
4,6:42,3,16,ATL 16,21,11,Trevor Lawrence pass incomplete deep right intended for Laviska Shenault,,
4,6:33,4,16,ATL 16,21,14,Matthew Wright 34 yard field goal good,,
4,6:28,,,JAX 35,21,14,"Matthew Wright kicks off 63 yards, returned by Avery Williams for 19 yards (tackle by Shaquille Quarterman)",,
4,6:23,1,10,ATL 21,21,14,Cordarrelle Patterson left end for 2 yards (tackle by Adam Gotsis),,
4,5:43,2,8,ATL 23,21,14,"Penalty on Kaleb McGary: False Start, 5 yards (accepted) (no play)",,
4,5:43,2,13,ATL 18,21,14,Matt Ryan pass complete short left to Tajae Sharpe for 9 yards (tackle by Nevin Lawson),,
4,5:05,3,4,ATL 27,21,14,Matt Ryan pass complete short right to Kyle Pitts for 7 yards (tackle by Tyson Campbell),,
4,4:21,1,10,ATL 34,21,14,Cordarrelle Patterson left end for 6 yards (tackle by Nevin Lawson),,
4,4:13,2,4,ATL 40,21,14,Cordarrelle Patterson up the middle for 2 yards (tackle by Rayshawn Jenkins),,
4,3:31,3,2,ATL 42,21,14,"Matt Ryan pass incomplete short right intended for Mike Davis. Penalty on Nevin Lawson: Defensive Holding, 5 yards (accepted) (no play)",,
4,3:24,1,10,ATL 47,21,14,Mike Davis up the middle for 5 yards (tackle by Andrew Wingard),,
4,2:39,2,5,JAX 48,21,14,Mike Davis up the middle for 2 yards (tackle by Shaquille Quarterman),,
4,2:33,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:33,,,,,,Timeout #1 by Atlanta Falcons,,
4,2:33,3,3,JAX 46,21,14,Matt Ryan pass incomplete short right intended for Olamide Zaccheaus (defended by Tyson Campbell),,
4,2:29,4,3,JAX 46,21,14,"Penalty on ATL: Delay of Game, 6 yards (accepted) (no play)",,
4,2:29,4,9,ATL 48,21,14,"Penalty on Adetokunbo Ogundeji: False Start, 5 yards (accepted) (no play)",,
4,2:29,4,14,ATL 43,21,14,"Thomas Morstead punts 51 yards, returned by Jaydon Mickens for 11 yards. Jaydon Mickens fumbles (forced by Frank Darby) (tackle by Mykal Walker and Frank Darby), recovered by Chris Claybrooks at JAC-18 (tackle by Frank Darby) (tackle by Frank Darby) (tackle by Mykal Walker)",,
4,2:14,1,10,JAX 18,21,14,Trevor Lawrence pass complete short right to James O'Shaughnessy for 3 yards (tackle by Brandon Copeland),,
4,2:00,2,7,JAX 21,21,14,Trevor Lawrence pass incomplete short left intended for James Robinson,,
4,1:56,3,7,JAX 21,21,14,Trevor Lawrence pass complete short left to Marvin Jones for 8 yards (tackle by Fabian Moreau),,
4,1:35,1,10,JAX 29,21,14,Trevor Lawrence pass incomplete deep middle intended for James O'Shaughnessy,,
4,1:32,2,10,JAX 29,21,14,Trevor Lawrence pass incomplete short left intended for Carlos Hyde,,
4,1:28,3,10,JAX 29,21,14,Trevor Lawrence pass incomplete deep middle intended for Laquon Treadwell (defended by Darren Hall),,
4,1:23,4,10,JAX 29,21,14,Trevor Lawrence pass incomplete deep right intended for Laviska Shenault,,
4,1:19,1,10,JAX 29,21,14,Matt Ryan kneels for -1 yards,,
4,0:37,2,11,JAX 30,21,14,Matt Ryan kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
