Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2,0:30,1,10,BAL 19,6,13,Timeout #2 by Baltimore Ravens,0.150,0.880
2,0:30,2,1,BAL 28,6,13,Joe Flacco sacked by Koa Misi for -11 yards,0.880,-1.420
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,6,13,"Caleb Sturgis kicks off no gain, returned by Deonte Thompson for 23 yards (tackle by R.J. Stanford)",0.000,0.280
3,14:55,1,10,BAL 20,6,13,Ray Rice left tackle for 4 yards (tackle by Philip Wheeler),0.280,0.270
3,14:30,2,6,BAL 24,6,13,Ray Rice right tackle for 1 yard (tackle by Koa Misi),0.270,-0.300
3,13:48,3,5,BAL 25,6,13,Joe Flacco left tackle for 14 yards (tackle by Philip Wheeler),-0.300,1.530
3,13:01,1,10,BAL 39,6,13,Ray Rice up the middle for 4 yards (tackle by Derrick Shelby),1.530,1.530
3,12:28,2,6,BAL 43,6,13,"Joe Flacco pass incomplete deep right intended for Deonte Thompson. Penalty on Nolan Carroll: Defensive Pass Interference, 38 yards (no play)",1.530,4.310
3,12:22,1,10,MIA 19,6,13,Joe Flacco pass incomplete short middle intended for Torrey Smith (defended by Brent Grimes),4.310,3.750
3,12:18,2,10,MIA 19,6,13,"Joe Flacco pass incomplete deep right intended for Torrey Smith. Penalty on Brent Grimes: Defensive Pass Interference, 17 yards (no play)",3.750,6.740
3,12:11,1,2,MIA 2,12,13,"Ray Rice up the middle for 2 yards, touchdown",6.740,7.000
3,12:11,,,MIA 2,13,13,Justin Tucker kicks extra point good,0.000,0.000
3,12:11,,,BAL 35,13,13,"Justin Tucker kicks off 65 yards, returned by Marcus Thigpen for 18 yards (tackle by Michael Huff)",0.000,-0.040
3,12:02,1,10,MIA 18,13,13,Ryan Tannehill right end for 6 yards (tackle by Courtney Upshaw),0.040,0.410
3,11:28,2,4,MIA 24,13,13,Ryan Tannehill pass complete short right to Mike Wallace for 6 yards (tackle by Lardarius Webb),0.410,0.940
3,10:55,1,10,MIA 30,13,13,Ryan Tannehill pass complete short left to Brandon Gibson for 4 yards (tackle by Daryl Smith),0.940,0.930
3,10:17,2,6,MIA 34,13,13,Ryan Tannehill pass incomplete deep right intended for Mike Wallace (defended by Corey Graham),0.930,0.230
3,10:09,3,6,MIA 34,13,13,Ryan Tannehill pass incomplete (defended by Elvis Dumervil),0.230,-1.110
3,10:04,4,6,MIA 34,13,13,"Brandon Fields punts 52 yards, returned by Tandon Doss for 16 yards (tackle by Jelani Jenkins). Penalty on Anthony Levine: Illegal Block Above the Waist, 10 yards",-1.110,-0.280
3,9:52,1,10,BAL 20,13,13,Joe Flacco pass complete short right to Deonte Thompson for 5 yards (tackle by Brent Grimes),0.280,0.410
3,9:20,2,5,BAL 25,13,13,Ray Rice left tackle for 4 yards (tackle by Jason Trusnik),0.410,0.410
3,8:41,2,5,BAL 25,13,13,Timeout #1 by Baltimore Ravens,0.410,0.230
3,8:41,3,1,BAL 29,13,13,Ray Rice right tackle for 2 yards (tackle by Chris Clemons),0.230,1.000
3,7:59,1,10,BAL 31,13,13,Bernard Pierce right guard for 2 yards (tackle by Jared Odrick and Koa Misi),1.000,0.730
3,7:22,2,8,BAL 33,13,13,Joe Flacco pass complete short left to Ed Dickson for 8 yards (tackle by Reshad Jones),0.730,1.660
3,6:48,1,10,BAL 41,13,13,Bernard Pierce left guard for 6 yards (tackle by Derrick Shelby),1.660,1.930
3,6:19,2,4,BAL 47,13,13,Joe Flacco pass complete deep right to Tandon Doss for 40 yards (tackle by Chris Clemons),1.930,4.710
3,5:40,1,10,MIA 13,13,13,Ray Rice up the middle for 3 yards (tackle by Derrick Shelby),4.710,4.580
3,5:02,2,7,MIA 10,13,13,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Jonathan Freeny),4.580,4.330
3,4:26,3,4,MIA 7,13,13,Joe Flacco pass incomplete short left intended for Tandon Doss,4.330,2.990
3,4:20,4,4,MIA 7,16,13,Justin Tucker 25 yard field goal good,2.990,3.000
3,4:20,,,BAL 35,16,13,"Justin Tucker kicks off 68 yards, returned by Marcus Thigpen for 31 yards (tackle by Jeromy Miles)",0.000,-0.810
3,4:12,1,10,MIA 28,16,13,Ryan Tannehill pass complete deep left to Brandon Gibson for 19 yards (tackle by Corey Graham),0.810,2.060
3,3:44,1,10,MIA 47,16,13,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Corey Graham),2.060,2.600
3,2:56,2,2,BAL 45,16,13,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,2.600,1.880
,,,,,,,"BAL challenged the pass completion ruling, and the original play was overturned.",,
3,2:50,3,2,BAL 45,16,13,Ryan Tannehill pass incomplete short middle intended for Brian Hartline,1.880,0.270
3,2:45,4,2,BAL 45,16,13,"Brandon Fields punts 39 yards, out of bounds",0.270,0.380
3,2:36,1,10,BAL 6,16,13,Bernard Pierce right end for 28 yards (tackle by Chris Clemons),-0.380,1.200
3,1:59,1,10,BAL 34,16,13,Ray Rice for no gain (tackle by Jared Odrick),1.200,0.660
3,1:34,2,10,BAL 34,16,13,Joe Flacco pass incomplete deep right intended for Deonte Thompson,0.660,-0.030
3,1:26,3,10,BAL 34,16,13,Joe Flacco pass complete deep middle to Torrey Smith for 22 yards (tackle by Philip Wheeler). Penalty on Jelani Jenkins: Illegal Contact (Declined),-0.030,2.650
3,1:01,1,10,MIA 44,16,13,Joe Flacco pass complete short middle to Torrey Smith for 12 yards (tackle by Brent Grimes),2.650,3.450
3,0:36,1,10,MIA 32,16,13,Ray Rice right tackle for 1 yard (tackle by Philip Wheeler),3.450,3.040
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,MIA 31,16,13,Joe Flacco pass complete short right to Ray Rice for 7 yards (tackle by Koa Misi),3.040,3.270
4,14:17,3,2,MIA 24,16,13,Joe Flacco pass complete short right to Tandon Doss for 7 yards (tackle by Reshad Jones),3.270,4.440
4,13:49,1,10,MIA 17,16,13,"Penalty on Derrick Shelby: Neutral Zone Infraction, 5 yards (no play)",4.440,5.520
4,13:26,1,5,MIA 12,16,13,Ray Rice right guard for 3 yards (tackle by Olivier Vernon),5.520,5.290
4,12:49,2,2,MIA 9,16,13,Joe Flacco pass complete short middle to Deonte Thompson for 6 yards (tackle by Reshad Jones),5.290,6.510
4,12:10,1,3,MIA 3,22,13,"Ray Rice left tackle for 3 yards, touchdown",6.510,7.000
4,12:10,,,MIA 2,23,13,Justin Tucker kicks extra point good,0.000,0.000
4,12:10,,,BAL 35,23,13,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,12:06,1,10,MIA 20,23,13,Lamar Miller left guard for 9 yards (tackle by Daryl Smith),0.280,0.950
4,11:36,2,1,MIA 29,23,13,Ryan Tannehill sacked by Terrell Suggs for -5 yards,0.950,-0.430
4,10:59,3,6,MIA 24,23,13,Ryan Tannehill pass complete deep right to Charles Clay for 45 yards (tackle by James Ihedigbo),-0.430,3.510
4,10:39,1,10,BAL 31,23,13,Ryan Tannehill pass incomplete short right intended for Michael Egnew (defended by Josh Bynes),3.510,2.970
4,10:23,2,10,BAL 31,23,13,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,2.970,2.280
4,10:19,3,10,BAL 31,23,13,Ryan Tannehill pass complete short left to Brian Hartline for 1 yard (tackle by Jimmy Smith),2.280,1.410
4,9:43,4,9,BAL 30,23,16,Caleb Sturgis 48 yard field goal good,1.410,3.000
4,9:43,,,MIA 35,23,16,"Caleb Sturgis kicks off 67 yards, returned by Deonte Thompson for 23 yards (tackle by Jordan Kovacs)",0.000,-0.340
4,9:33,1,10,BAL 21,23,16,"Bernard Pierce left end for -1 yards (tackle by Koa Misi). Penalty on A.Q. Shipley: Face Mask (15 Yards), 9 yards",0.340,-0.720
4,9:05,1,20,BAL 11,23,16,Joe Flacco pass incomplete short left intended for Ray Rice (defended by Dion Jordan),-0.720,-1.510
4,8:59,2,20,BAL 11,23,16,Joe Flacco pass complete short left to Ray Rice for -2 yards (tackle by Philip Wheeler),-1.510,-2.820
4,8:24,3,22,BAL 9,23,22,"Joe Flacco pass incomplete deep right intended for Deonte Thompson is intercepted by Reshad Jones at BAL-25 and returned for 25 yards, touchdown",-2.820,-7.000
4,8:03,,,BAL 2,23,23,Caleb Sturgis kicks extra point good,0.000,0.000
4,8:03,,,MIA 35,23,23,"Caleb Sturgis kicks off 25 yards, out of bounds",0.000,-1.600
4,8:03,1,10,BAL 40,23,23,Ray Rice up the middle for 1 yard (tackle by Philip Wheeler),1.600,1.190
4,7:33,2,9,BAL 41,23,23,Joe Flacco pass complete deep middle to Torrey Smith for 16 yards (tackle by Brent Grimes),1.190,2.720
4,7:00,1,10,MIA 43,23,23,Bernard Pierce up the middle for 3 yards (tackle by Philip Wheeler),2.720,2.580
4,6:33,2,7,MIA 40,23,23,Bernard Pierce right tackle for 1 yard (tackle by Jason Trusnik),2.580,2.010
4,5:40,3,6,MIA 39,23,23,Joe Flacco pass incomplete short middle intended for Deonte Thompson (defended by Jared Odrick),2.010,0.660
4,5:33,4,6,MIA 39,23,23,"Sam Koch punts 28 yards, fair catch by Marcus Thigpen. Penalty on John Simon: Unnecessary Roughness, 15 yards",0.660,-0.670
4,5:25,1,10,MIA 26,23,23,Ryan Tannehill sacked by Terrell Suggs for -4 yards,0.670,-0.410
4,5:00,2,14,MIA 22,23,23,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Lardarius Webb),-0.410,-0.410
4,4:53,2,14,MIA 22,23,23,Timeout #1 by Miami Dolphins,-0.410,-1.090
4,4:53,3,14,MIA 22,23,23,Ryan Tannehill sacked by Terrell Suggs for -6 yards,-1.090,-2.390
4,4:19,4,20,MIA 16,23,23,"Brandon Fields punts 54 yards, returned by Tandon Doss for 10 yards (tackle by Chris Clemons)",-2.390,-1.600
4,4:07,1,10,BAL 40,23,23,Ray Rice left guard for 6 yards (tackle by Koa Misi),1.600,1.860
4,3:34,2,4,BAL 46,23,23,Ray Rice left tackle for 6 yards (tackle by Jared Odrick),1.860,2.390
4,3:09,1,10,MIA 48,23,23,Joe Flacco pass complete short right to Torrey Smith for 14 yards (tackle by Brent Grimes),2.390,3.310
4,2:20,1,10,MIA 34,23,23,Ray Rice right guard for 2 yards (tackle by Paul Soliai),3.310,3.040
4,2:00,2,8,MIA 32,23,23,Ray Rice left end for 6 yards (tackle by Philip Wheeler),3.040,3.040
4,1:52,2,8,MIA 32,23,23,Timeout #2 by Miami Dolphins,3.040,3.140
4,1:52,3,2,MIA 26,23,23,Bernard Pierce left end for no gain (tackle by Randy Starks),3.140,3.140
4,1:47,3,2,MIA 26,23,23,Timeout #3 by Miami Dolphins,3.140,1.860
4,1:46,4,2,MIA 26,26,23,Justin Tucker 44 yard field goal good,1.860,3.000
4,1:46,,,BAL 35,26,23,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,1:42,1,10,MIA 20,26,23,Ryan Tannehill pass incomplete short middle intended for Mike Wallace,0.280,-0.270
4,1:38,2,10,MIA 20,26,23,Ryan Tannehill pass incomplete short right intended for Mike Wallace,-0.270,-0.960
4,1:34,3,10,MIA 20,26,23,Ryan Tannehill pass incomplete short right intended for Charles Clay (defended by Daryl Smith),-0.960,-2.030
4,1:30,4,10,MIA 20,26,23,Ryan Tannehill pass complete deep left to Brandon Gibson for 46 yards (tackle by James Ihedigbo),-2.030,3.310
4,1:01,1,10,BAL 34,26,23,Ryan Tannehill spiked the ball,3.310,2.770
4,1:01,2,10,BAL 34,26,23,Ryan Tannehill sacked by Elvis Dumervil for -5 yards,2.770,1.420
4,0:43,3,15,BAL 39,26,23,Ryan Tannehill pass incomplete short right intended for Charles Clay,1.420,0.660
4,0:38,4,15,BAL 39,26,23,Caleb Sturgis 57 yard field goal no good,0.660,-2.060
4,0:33,1,10,BAL 47,26,23,Joe Flacco kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
