Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
2,14:31,1,7,NWE 7,3,7,"Matthew Stafford pass incomplete short middle intended for Joseph Fauria. Penalty on Patrick Chung: Defensive Holding, 4 yards (no play)",5.600,6.510
2,14:27,1,3,NWE 3,3,7,Joique Bell left tackle for 1 yard (tackle by Devin McCourty and Zach Moore),6.510,5.720
2,13:48,2,2,NWE 2,3,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Darrelle Revis),5.720,4.950
2,13:44,3,2,NWE 2,3,7,Matthew Stafford pass incomplete short left intended for Joseph Fauria (defended by Patrick Chung),4.950,3.250
2,13:41,4,2,NWE 2,6,7,Matt Prater 20 yard field goal good,3.250,3.000
2,13:41,,,DET 35,6,7,"Sam Martin kicks off 68 yards, returned by Danny Amendola for 81 yards (tackle by Julian Stanford)",0.000,-4.110
2,13:26,1,10,DET 22,6,7,Tom Brady pass complete short right to Brandon LaFell for 16 yards (tackle by Isa Abdul-Quddus),4.110,5.830
2,13:07,1,6,DET 6,6,7,"Penalty on Ndamukong Suh: Encroachment, 3 yards (no play)",5.830,6.510
2,12:46,1,3,DET 3,6,13,"LeGarrette Blount up the middle for 3 yards, touchdown",6.510,7.000
2,12:46,,,DET 2,6,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:46,,,NWE 35,6,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,12:43,1,10,DET 20,6,14,Joique Bell up the middle for 5 yards (tackle by Alan Branch),0.280,0.410
2,12:02,2,5,DET 25,6,14,Matthew Stafford pass complete short right to Jeremy Ross for 12 yards (tackle by Kyle Arrington),0.410,1.400
2,11:24,1,10,DET 37,6,14,Joique Bell up the middle for 1 yard (tackle by Patrick Chung and Dont'a Hightower),1.400,0.990
2,10:43,2,9,DET 38,6,14,Matthew Stafford pass complete short left to Joique Bell for -2 yards (tackle by Jonathan Casillas),0.990,0.040
2,9:56,3,11,DET 36,6,14,"Matthew Stafford sacked by Rob Ninkovich for -8 yards. Penalty on Jamie Collins: Defensive Holding, 5 yards (no play)",0.040,1.660
2,9:29,1,10,DET 41,6,14,Golden Tate left end for 13 yards (tackle by Devin McCourty),1.660,2.520
2,8:48,1,10,NWE 46,6,14,"Matthew Stafford pass incomplete deep right intended for Corey Fuller. Penalty on Jamie Collins: Defensive Offside, 5 yards (no play)",2.520,3.250
2,8:42,1,5,NWE 41,6,14,Joique Bell left guard for 2 yards (tackle by Jonathan Casillas),3.250,2.920
2,8:03,2,3,NWE 39,6,14,Matthew Stafford pass incomplete short middle intended for Golden Tate,2.920,2.210
2,7:59,3,3,NWE 39,6,14,Matthew Stafford pass incomplete short right intended for Golden Tate,2.210,0.660
2,7:54,4,3,NWE 39,6,14,Sam Martin punts 32 yards,0.660,0.380
2,7:45,1,10,NWE 7,6,14,Tom Brady pass complete short left to Julian Edelman for 16 yards,-0.380,0.480
2,7:18,1,10,NWE 23,6,14,LeGarrette Blount left guard for 2 yards (tackle by Ndamukong Suh),0.480,0.200
2,6:45,2,8,NWE 25,6,14,Tom Brady pass complete short right to Julian Edelman for 10 yards (tackle by Tahir Whitehead),0.200,1.270
2,6:19,1,10,NWE 35,6,14,Tom Brady pass complete short left to Brandon LaFell for 13 yards (tackle by James Ihedigbo),1.270,2.130
2,5:53,1,10,NWE 48,6,14,Tom Brady pass incomplete deep right intended for Rob Gronkowski,2.130,1.580
2,5:48,2,10,NWE 48,6,14,Tom Brady pass complete short right to Shane Vereen for 4 yards (tackle by Tahir Whitehead),1.580,1.420
2,5:21,3,6,DET 48,6,14,Tom Brady pass complete short left to Julian Edelman for 8 yards (tackle by James Ihedigbo),1.420,2.920
2,4:53,1,10,DET 40,6,14,Shane Vereen up the middle for 4 yards (tackle by Tahir Whitehead),2.920,2.910
2,4:15,2,6,DET 36,6,14,Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by DeAndre Levy),2.910,4.170
2,3:49,1,10,DET 21,6,14,Tom Brady pass complete short left to Shane Vereen for 16 yards (tackle by James Ihedigbo),4.170,6.060
2,3:21,1,5,DET 5,6,14,Shane Vereen up the middle for -3 yards (tackle by Ndamukong Suh),6.060,4.570
2,2:51,2,8,DET 8,6,14,Tom Brady pass incomplete short middle intended for Brandon LaFell,4.570,3.580
2,2:47,3,8,DET 8,6,20,"Tom Brady pass complete short left to Tim Wright for 8 yards, touchdown",3.580,7.000
2,2:47,,,DET 2,6,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,2:47,,,NWE 35,6,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,2:42,1,10,DET 20,6,21,Theo Riddick left tackle for 9 yards (tackle by Dont'a Hightower),0.280,0.950
2,2:00,2,1,DET 29,6,21,Matthew Stafford pass complete short left to Theo Riddick for 18 yards (tackle by Patrick Chung),0.950,2.060
2,1:31,1,10,DET 47,6,21,"Matthew Stafford pass incomplete deep left intended for Jeremy Ross. Penalty on Kyle Arrington: Illegal Contact, 5 yards (no play)",2.060,2.390
2,1:25,1,10,NWE 48,6,21,Matthew Stafford pass incomplete deep right intended for Jeremy Ross,2.390,1.850
2,1:20,2,10,NWE 48,6,21,Matthew Stafford pass complete short left to Corey Fuller for 13 yards (tackle by Kyle Arrington),1.850,3.250
2,0:54,1,10,NWE 35,6,21,Matthew Stafford pass incomplete short left intended for Corey Fuller,3.250,2.700
2,0:51,2,10,NWE 35,6,21,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.700,2.010
2,0:45,3,10,NWE 35,6,21,Matthew Stafford pass incomplete deep left intended for Theo Riddick,2.010,0.970
2,0:40,4,10,NWE 35,6,21,Matt Prater 53 yard field goal no good,0.970,-1.800
2,0:35,1,10,NWE 43,6,21,"Tom Brady pass complete short left to Julian Edelman for 31 yards (tackle by Rashean Mathis). Penalty on Nate Solder: Offensive Holding, 10 yards (no play)",1.800,1.140
2,0:28,1,20,NWE 33,6,21,Tom Brady pass complete short right to Brandon LaFell for 8 yards (tackle by Tahir Whitehead),1.140,1.140
2,0:22,1,20,NWE 33,6,21,Timeout #1 by New England Patriots,1.140,0.980
2,0:22,2,12,NWE 41,6,21,"Penalty on Brandon LaFell: False Start, 5 yards (no play)",0.980,0.310
2,0:22,2,17,NWE 36,6,21,Tom Brady pass complete short middle to Rob Gronkowski for 24 yards (tackle by Glover Quin),0.310,0.310
2,0:17,2,17,NWE 36,6,21,Timeout #2 by New England Patriots,0.310,2.920
2,0:17,1,10,DET 40,6,21,Tom Brady pass complete short middle to Rob Gronkowski for 23 yards (tackle by James Ihedigbo),2.920,2.920
2,0:04,1,10,DET 40,6,21,Timeout #3 by New England Patriots,2.920,4.440
2,0:04,1,10,DET 17,6,24,Stephen Gostkowski 35 yard field goal good,4.440,3.000
Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,6,24,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,6,24,"Penalty on Jason Jones: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,15:00,1,5,NWE 25,6,24,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Rashean Mathis),1.010,0.410
3,14:56,2,5,NWE 25,6,24,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Josh Bynes),0.410,1.000
3,14:31,1,10,NWE 31,6,24,Tom Brady pass complete short middle to Tim Wright for 5 yards (tackle by Isa Abdul-Quddus),1.000,1.140
3,14:09,2,5,NWE 36,6,24,Tom Brady pass complete short right to Shane Vereen for 17 yards (tackle by Isa Abdul-Quddus),1.140,2.460
3,13:43,1,10,DET 47,6,24,Shane Vereen left tackle for 9 yards (tackle by James Ihedigbo),2.460,3.130
3,13:19,2,1,DET 38,6,24,"Tom Brady right guard for no gain (tackle by Andre Fluellen). Penalty on Andre Fluellen: Defensive Offside, 5 yards (no play)",3.130,3.380
3,13:07,1,10,DET 33,6,24,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Caraun Reid),3.380,2.840
3,13:04,2,10,DET 33,6,24,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Darryl Tapp),2.840,3.070
3,12:28,3,3,DET 26,6,24,Tom Brady pass complete deep middle to Tim Wright for 16 yards (tackle by Glover Quin). Penalty on Darius Slay: Defensive Holding (Declined),3.070,4.910
3,12:04,1,10,DET 10,6,24,Tom Brady pass incomplete short middle intended for Rob Gronkowski is intercepted by James Ihedigbo at DET-2 and returned for 5 yards,4.910,0.380
3,11:57,1,10,DET 7,6,24,Joique Bell left tackle for 1 yard (tackle by Darrelle Revis),-0.380,-0.710
3,11:19,2,9,DET 8,6,24,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Jonathan Casillas),-0.710,-0.370
3,10:40,3,1,DET 16,6,24,Joique Bell up the middle for 2 yards (tackle by Jamie Collins and Alan Branch),-0.370,0.040
3,10:01,1,10,DET 18,6,24,Joique Bell up the middle for -1 yards (tackle by Vince Wilfork),0.040,-0.650
3,9:18,2,11,DET 17,6,24,Matthew Stafford pass incomplete deep right intended for Eric Ebron (defended by Darrelle Revis),-0.650,-1.340
3,9:10,3,11,DET 17,6,24,Matthew Stafford pass complete short middle to Jeremy Ross for 10 yards (tackle by Kyle Arrington),-1.340,-1.570
3,8:43,4,1,DET 27,6,24,"Sam Martin punts 38 yards, returned by Danny Amendola for 7 yards (tackle by Don Carey). Penalty on Don Jones: Offensive Holding, 10 yards, Penalty on Brandon Bolden: Illegal Block Above the Waist (Declined)",-1.570,-0.610
3,8:32,1,10,NWE 25,6,24,Tom Brady pass incomplete short right intended for Brandon LaFell,0.610,0.060
3,8:25,2,10,NWE 25,6,24,Tom Brady pass complete short middle to Tim Wright for 3 yards (tackle by Glover Quin),0.060,-0.230
3,7:51,3,7,NWE 28,6,24,"Tom Brady pass incomplete deep middle intended for Brandon LaFell. Penalty on Cassius Vaughn: Defensive Holding, 5 yards (no play)",-0.230,1.140
3,7:45,1,10,NWE 33,6,24,Shane Vereen up the middle for no gain (tackle by DeAndre Levy),1.140,0.590
3,7:16,2,10,NWE 33,6,24,Tom Brady pass complete short left to Shane Vereen for 12 yards (tackle by Cassius Vaughn),0.590,1.930
3,6:58,1,10,NWE 45,6,24,LeGarrette Blount left tackle for 23 yards (tackle by James Ihedigbo),1.930,3.450
3,6:37,1,10,DET 32,6,24,LeGarrette Blount up the middle for 1 yard (tackle by Glover Quin),3.450,3.040
3,5:59,2,9,DET 31,6,24,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on DeAndre Levy: Defensive Holding (Offsetting), Penalty on Rob Gronkowski: Offensive Pass Interference (Offsetting) (no play)",3.040,3.040
3,5:56,2,9,DET 31,6,24,Tom Brady pass incomplete deep left intended for Julian Edelman,3.040,2.340
3,5:50,3,9,DET 31,6,24,Tom Brady pass complete short middle to Brandon LaFell for 6 yards (tackle by Glover Quin),2.340,1.900
3,5:09,4,3,DET 25,6,27,Stephen Gostkowski 43 yard field goal good,1.900,3.000
3,5:09,,,NWE 35,6,27,"Stephen Gostkowski kicks off 71 yards, returned by Jeremy Ross for 27 yards (tackle by Jonathan Casillas)",0.000,-0.340
3,5:00,1,10,DET 21,6,27,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Darrelle Revis),0.340,-0.200
3,4:55,2,10,DET 21,6,27,Matthew Stafford pass incomplete short left intended for Golden Tate,-0.200,-0.890
3,4:51,3,10,DET 21,6,27,Matthew Stafford pass incomplete short left intended for Golden Tate,-0.890,-1.960
3,4:47,4,10,DET 21,6,27,"Sam Martin punts 53 yards, returned by Julian Edelman for 74 yards. Penalty on Patrick Chung: Illegal Block Above the Waist, 10 yards",-1.960,-0.340
3,4:26,1,10,NWE 21,6,27,Tom Brady pass complete short left to Shane Vereen for 2 yards (tackle by DeAndre Levy),0.340,0.070
3,3:45,2,8,NWE 23,6,27,Tom Brady pass complete short right to Shane Vereen for -4 yards (tackle by George Johnson),0.070,-1.220
3,3:06,3,12,NWE 19,6,27,Tom Brady pass incomplete short left intended for Rob Gronkowski,-1.220,-2.140
3,3:01,4,12,NWE 19,6,27,"Ryan Allen punts 46 yards, fair catch by Jeremy Ross",-2.140,-1.270
3,2:54,1,10,DET 35,6,27,Matthew Stafford pass incomplete deep left intended for Eric Ebron,1.270,0.720
3,2:48,2,10,DET 35,6,27,Joique Bell right end for 4 yards (tackle by Akeem Ayers),0.720,0.560
3,2:06,3,6,DET 39,6,27,Matthew Stafford right end for 10 yards (tackle by Devin McCourty),0.560,2.190
3,1:34,1,10,DET 49,6,27,Matthew Stafford pass incomplete short left intended for Joseph Fauria,2.190,1.650
3,1:29,2,10,DET 49,6,27,Joique Bell right guard for 2 yards (tackle by Patrick Chung),1.650,1.220
3,0:38,3,8,NWE 49,6,27,Matthew Stafford pass complete deep left to Calvin Johnson for 22 yards,1.220,3.780
3,0:02,1,10,NWE 27,6,27,Joique Bell right guard for 1 yard (tackle by Patrick Chung),3.780,3.370
Quarter,Time,Down,ToGo,Location,DET,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NWE 26,6,27,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",3.370,2.690
4,15:00,2,14,NWE 31,6,27,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.690,2.020
4,14:57,3,14,NWE 31,6,27,Matthew Stafford pass incomplete deep left intended for Calvin Johnson (defended by Brandon Browner),2.020,2.020
4,14:53,3,14,NWE 31,6,27,Timeout #1 by Detroit Lions,2.020,1.320
4,14:53,4,14,NWE 31,9,27,Matt Prater 49 yard field goal good,1.320,3.000
4,14:53,,,DET 35,9,27,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,14:48,1,10,NWE 20,9,27,Tom Brady pass complete short middle to Julian Edelman for 6 yards (tackle by Josh Bynes),0.280,0.540
4,14:12,2,4,NWE 26,9,27,Tom Brady pass incomplete short left intended for Brandon LaFell,0.540,-0.160
4,14:06,3,4,NWE 26,9,27,Tom Brady pass incomplete short right intended for Julian Edelman,-0.160,-1.630
,,,,,,,"DET challenged the pass completion ruling, and the original play was overturned.",,
4,14:03,4,4,NWE 26,9,27,"Ryan Allen punts 43 yards, fair catch by Jeremy Ross",-1.630,-1.000
4,13:56,1,10,DET 31,9,27,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Alan Branch),1.000,0.460
4,13:53,2,10,DET 31,9,27,"Matthew Stafford pass incomplete short left intended for Calvin Johnson. Penalty on Brandon Browner: Defensive Pass Interference, 10 yards (no play)",0.460,1.660
4,13:48,1,10,DET 41,9,27,"Matthew Stafford pass incomplete short left intended for Joique Bell. Penalty on Cornelius Lucas: Illegal Use of Hands, 10 yards (no play)",1.660,1.000
4,13:42,1,20,DET 31,9,27,Matthew Stafford pass complete short middle to Golden Tate for 14 yards (tackle by Dont'a Hightower),1.000,1.660
4,13:00,2,6,DET 45,9,27,Matthew Stafford pass incomplete short right intended for Joique Bell,1.660,0.960
4,12:52,3,6,DET 45,9,27,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Brandon Browner),0.960,0.960
4,12:47,3,6,DET 45,9,27,Timeout #1 by New England Patriots,0.960,-0.390
4,12:47,4,6,DET 45,9,27,Matthew Stafford pass complete deep left to Eric Ebron for 17 yards (tackle by Devin McCourty),-0.390,3.050
4,12:19,1,10,NWE 38,9,27,Matthew Stafford pass complete short right to Jeremy Ross for 13 yards (tackle by Logan Ryan),3.050,3.910
4,11:55,1,10,NWE 25,9,27,Matthew Stafford pass incomplete short left intended for Theo Riddick,3.910,3.360
4,11:47,2,10,NWE 25,9,27,Matthew Stafford pass incomplete deep left intended for Jeremy Ross,3.360,2.680
4,11:41,3,10,NWE 25,9,27,Matthew Stafford pass incomplete short right intended for Eric Ebron,2.680,1.800
4,11:36,4,10,NWE 25,9,27,Matthew Stafford left end for 9 yards (tackle by Patrick Chung),1.800,0.140
4,11:25,1,10,NWE 16,9,27,Tom Brady pass complete short left to Brandon LaFell for 5 yards (tackle by DeAndre Levy),-0.140,0.150
4,11:01,2,5,NWE 21,9,27,Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Tahir Whitehead),0.150,0.740
4,10:27,1,10,NWE 27,9,27,Tom Brady pass incomplete short middle intended for Tim Wright (defended by James Ihedigbo),0.740,0.200
4,10:22,2,10,NWE 27,9,27,Shane Vereen up the middle for 3 yards (tackle by Ezekiel Ansah),0.200,-0.100
4,9:49,3,7,NWE 30,9,27,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by DeAndre Levy),-0.100,1.600
4,9:09,1,10,NWE 40,9,27,Shane Vereen up the middle for no gain (tackle by Glover Quin),1.600,1.050
4,8:36,2,10,NWE 40,9,27,Tom Brady pass complete short right to Shane Vereen for -4 yards (tackle by DeAndre Levy),1.050,-0.160
4,7:59,3,14,NWE 36,9,27,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Ezekiel Ansah),-0.160,-0.520
4,7:15,4,7,NWE 43,9,27,"Ryan Allen punts 41 yards, out of bounds",-0.520,0.140
4,7:03,1,10,DET 16,9,27,Matthew Stafford pass complete short right to Calvin Johnson for 12 yards (tackle by Devin McCourty),-0.140,0.810
4,6:39,1,10,DET 28,9,27,"Matthew Stafford pass incomplete deep middle intended for Golden Tate is intercepted by Logan Ryan at NWE-49 and returned for 2 yards, lateral to Brandon Browner for -2 yards. Penalty on Duron Harmon: Illegal Block Above the Waist, 15 yards",0.810,-1.200
4,6:23,1,10,NWE 34,9,27,LeGarrette Blount left guard for 33 yards (tackle by DeAndre Levy),1.200,3.380
4,5:35,1,10,DET 33,9,27,LeGarrette Blount up the middle for 1 yard (tackle by DeAndre Levy),3.380,2.970
4,4:53,2,9,DET 32,9,27,LeGarrette Blount left tackle for 7 yards (tackle by DeAndre Levy),2.970,3.200
4,4:10,3,2,DET 25,9,27,LeGarrette Blount left tackle for -1 yards (tackle by Ndamukong Suh),3.200,3.200
4,4:06,3,2,DET 25,9,27,Timeout #2 by Detroit Lions,3.200,1.840
4,4:06,4,3,DET 26,9,27,Tom Brady pass complete short middle to Brandon LaFell for 16 yards (tackle by Rashean Mathis),1.840,4.910
4,3:25,1,10,DET 10,9,27,LeGarrette Blount left guard for 2 yards (tackle by James Ihedigbo),4.910,4.910
4,3:19,1,10,DET 10,9,27,Timeout #3 by Detroit Lions,4.910,4.570
4,3:19,2,8,DET 8,9,27,LeGarrette Blount up the middle for 2 yards (tackle by Darryl Tapp),4.570,4.040
4,2:39,3,6,DET 6,9,27,LeGarrette Blount left tackle for 4 yards (tackle by James Ihedigbo),4.040,3.250
4,2:00,4,2,DET 2,9,27,"Stephen Gostkowski 20 yard field goal good. Penalty on C.J. Mosley: Unnecessary Roughness, 1 yards (no play)",3.250,6.970
4,1:57,1,1,DET 1,9,33,"LeGarrette Blount left end for 1 yard, touchdown",6.970,7.000
4,1:57,,,DET 2,9,34,Stephen Gostkowski kicks extra point good,0.000,0.000
4,1:57,,,NWE 35,9,34,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,1:53,1,10,DET 20,9,34,Matthew Stafford pass complete short right to Theo Riddick for 14 yards (tackle by Akeem Ayers),0.280,0.280
4,1:25,1,10,DET 20,9,34,Timeout #2 by New England Patriots,0.280,1.200
4,1:25,1,10,DET 34,9,34,Matthew Stafford pass complete short left to Eric Ebron for 6 yards (tackle by Nate Ebner),1.200,1.470
4,1:02,2,4,DET 40,9,34,"Penalty on LaAdrian Waddle: False Start, 5 yards (no play)",1.470,0.790
4,1:01,2,9,DET 35,9,34,Matthew Stafford pass incomplete short middle intended for Theo Riddick,0.790,0.100
4,0:57,3,9,DET 35,9,34,Matthew Stafford pass complete short right to Theo Riddick for 8 yards,0.100,-0.520
4,0:49,4,1,DET 43,9,34,Theo Riddick up the middle for 3 yards (tackle by Jamie Collins),-0.520,1.990
4,0:24,1,10,DET 46,9,34,"Matthew Stafford pass incomplete deep left intended for Corey Fuller. Penalty on Cornelius Lucas: Unnecessary Roughness, 15 yards (no play)",1.990,1.000
4,0:17,1,25,DET 31,9,34,Matthew Stafford kneels for -1 yards,1.000,-0.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
