Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
2,3:17,,,,3,3,Timeout #1 by New Orleans Saints,0.000,-0.980
2,3:17,4,3,TEN 36,3,3,"Brett Kern punts 48 yards, returned by Darren Sproles for 15 yards (tackle by Craig Stevens)",-0.980,-1.000
2,3:06,1,10,NOR 31,3,3,Drew Brees pass complete short middle to Darren Sproles for 20 yards (tackle by Michael Griffin),1.000,2.320
2,2:31,1,10,TEN 49,3,3,Drew Brees pass complete to Marques Colston for 8 yards (tackle by Cortland Finnegan),2.320,2.860
2,2:11,2,2,TEN 41,3,3,"Drew Brees pass complete short left to Darren Sproles for 21 yards (tackle by Chris Hawkins). Penalty on Jermon Bushrod: Offensive Holding, 9 yards (no play)",2.860,1.650
2,2:00,2,11,,3,3,Drew Brees pass incomplete deep left intended for Lance Moore,1.650,0.960
2,1:54,3,11,,3,3,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Chris Hope),0.960,3.050
2,1:32,1,10,TEN 38,3,3,Drew Brees pass complete deep middle to Jimmy Graham for 33 yards (tackle by Michael Griffin),3.050,6.060
2,1:11,,,,3,3,Timeout #1 by Tennessee Titans,0.000,6.060
2,1:11,1,5,TEN 5,3,3,Drew Brees sacked by Karl Klug for -7 yards,6.060,3.860
2,1:03,,,,3,3,Timeout #2 by New Orleans Saints,0.000,3.860
2,1:03,2,12,TEN 12,3,3,Drew Brees pass complete short right to Darren Sproles for 1 yard (tackle by Alterraun Verner),3.860,3.120
2,0:22,,,,3,3,Timeout #3 by New Orleans Saints,0.000,3.120
2,0:22,3,11,TEN 11,3,3,Drew Brees pass incomplete short right intended for Lance Moore,3.120,2.700
2,0:18,4,11,TEN 11,6,3,John Kasay 29 yard field goal good,2.700,3.000
2,,,,NOR 35,6,3,"Thomas Morstead kicks off 62 yards, returned by Marc Mariani for 17 yards (tackle by Courtney Roby)",0.000,0.280
2,0:09,1,10,TEN 20,6,3,Jake Locker kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,3,"Thomas Morstead kicks off 71 yards, returned by Marc Mariani for 32 yards (tackle by Martez Wilson)",0.000,0.670
3,14:55,1,10,TEN 26,6,3,Chris Johnson left end for 9 yards (tackle by Roman Harper),0.670,1.350
3,14:17,2,1,TEN 35,6,3,Chris Johnson right tackle for 2 yards (tackle by Jo-Lonn Dunbar),1.350,1.400
3,13:35,1,10,TEN 37,6,3,Jake Locker pass incomplete short left intended for Nate Washington,1.400,0.860
3,13:32,2,10,TEN 37,6,3,Jake Locker pass complete short left to Lavelle Hawkins for 15 yards (tackle by Malcolm Jenkins),0.860,2.390
3,12:52,1,10,NOR 48,6,3,Chris Johnson left tackle for 4 yards (tackle by Will Smith),2.390,2.390
3,12:10,2,6,NOR 44,6,3,Jake Locker pass incomplete short right intended for Lavelle Hawkins,2.390,1.690
3,12:05,3,6,NOR 44,6,3,Jake Locker pass incomplete deep left intended for Damian Williams (defended by Patrick Robinson),1.690,0.330
3,12:00,4,6,NOR 44,6,3,"Brett Kern punts 44 yards, touchback. Penalty on Jed Collins: Offensive Holding, 10 yards, Penalty on Korey Hall: Offensive Holding (Declined)",0.330,0.380
3,11:51,1,10,NOR 10,6,3,Drew Brees pass complete short middle to Pierre Thomas for 6 yards (tackle by Akeem Ayers),-0.380,-0.230
3,11:11,2,4,NOR 16,6,3,Chris Ivory left tackle for 1 yard (tackle by Will Witherspoon and Akeem Ayers),-0.230,-0.600
3,10:33,3,3,NOR 17,6,3,Drew Brees pass complete short middle to Marques Colston for 4 yards (tackle by Colin McCarthy),-0.600,0.340
3,10:00,1,10,NOR 21,6,3,Chris Ivory up the middle for 2 yards (tackle by Derrick Morgan),0.340,0.070
3,9:27,2,8,NOR 23,6,3,Drew Brees pass complete short left to Marques Colston for 11 yards (tackle by Chris Hawkins),0.070,1.200
3,8:53,1,10,NOR 34,6,3,Drew Brees pass complete short left to Pierre Thomas for -3 yards (tackle by Michael Griffin),1.200,0.250
3,8:14,2,13,NOR 31,6,3,Darren Sproles up the middle for 4 yards (tackle by Colin McCarthy),0.250,0.100
3,7:34,3,9,NOR 35,6,3,Drew Brees pass complete short middle to Devery Henderson for 19 yards (tackle by Chris Hope),0.100,2.520
3,6:54,1,10,TEN 46,6,3,Chris Ivory left guard for no gain (tackle by Akeem Ayers and Dave Ball),2.520,1.980
3,6:14,2,10,TEN 46,6,3,Drew Brees pass complete short middle to Pierre Thomas for 23 yards (tackle by Alterraun Verner). Penalty on Dave Ball: Defensive Holding (Declined),1.980,4.040
3,5:47,1,10,TEN 23,6,3,Darren Sproles right guard for 13 yards (tackle by Cortland Finnegan),4.040,4.910
3,5:07,1,10,TEN 10,6,3,Pierre Thomas up the middle for 2 yards (tackle by Shaun Smith),4.910,4.570
3,4:33,2,8,TEN 8,6,3,Drew Brees pass complete short right to Darren Sproles for 4 yards (tackle by Will Witherspoon),4.570,4.490
3,3:58,3,4,TEN 4,6,3,Drew Brees pass incomplete short right intended for Jimmy Graham,4.490,3.030
,,,,,,,"NOR challenged the pass completion ruling, and the play was upheld.",,
3,3:54,4,4,TEN 4,9,3,John Kasay 22 yard field goal good,3.030,3.000
3,,,,NOR 35,9,3,"Thomas Morstead kicks off 64 yards, returned by Marc Mariani for 21 yards (tackle by Courtney Roby)",0.000,0.410
3,3:45,1,10,TEN 22,9,3,Jake Locker pass incomplete short right intended for Damian Williams (defended by Cameron Jordan),0.410,-0.130
3,3:43,2,10,TEN 22,9,3,Jake Locker left end for 12 yards (tackle by Malcolm Jenkins),-0.130,1.200
3,3:11,1,10,TEN 34,9,3,Jake Locker pass incomplete deep right intended for Craig Stevens,1.200,0.660
3,3:06,2,10,TEN 34,9,3,Jake Locker pass incomplete short right intended for Chris Johnson,0.660,-0.030
3,3:00,3,10,TEN 34,9,3,"Jake Locker pass complete short left to Damian Williams for 54 yards (tackle by Roman Harper). Penalty on Roman Harper: Face Mask (15 Yards), 6 yards",-0.030,5.830
3,2:27,1,6,NOR 6,9,9,"Jake Locker right end for 6 yards, touchdown",5.830,7.000
3,,,,NOR 2,9,10,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 35,9,10,"Rob Bironas kicks off 65 yards, returned by Darren Sproles for 23 yards (tackle by Chris Hawkins). Penalty on Jamie Harper: Offside on Free Kick, 5 yards",0.000,0.810
3,2:13,1,10,NOR 28,9,10,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by Alterraun Verner),0.810,1.210
3,1:39,2,3,NOR 35,9,10,Pierre Thomas left tackle for 2 yards (tackle by Michael Griffin),1.210,0.760
3,1:07,3,1,NOR 37,9,10,Drew Brees up the middle for 2 yards (tackle by Will Witherspoon),0.760,1.530
3,0:37,1,10,NOR 39,9,10,Drew Brees pass complete short right to Devery Henderson for 12 yards (tackle by Alterraun Verner),1.530,2.320
Quarter,Time,Down,ToGo,Location,NOR,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 49,9,10,Drew Brees pass complete short right to John Gilmore for 9 yards (tackle by Tim Shaw),2.320,3.000
4,14:36,2,1,TEN 40,9,10,Pierre Thomas up the middle for 1 yard (tackle by Will Witherspoon and Jurrell Casey),3.000,2.980
4,14:05,1,10,TEN 39,9,10,Darren Sproles up the middle for -2 yards (tackle by Dave Ball),2.980,2.170
4,13:28,2,12,TEN 41,9,10,Drew Brees pass complete short middle to Jimmy Graham for 6 yards (tackle by Cortland Finnegan),2.170,2.280
4,12:47,3,6,TEN 35,15,10,"Drew Brees pass complete deep middle to Marques Colston for 35 yards, touchdown",2.280,7.000
4,,,,TEN 2,16,10,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,16,10,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,12:39,1,10,TEN 20,16,10,Chris Johnson right guard for no gain (tackle by Roman Harper),0.280,-0.270
4,11:59,2,10,TEN 20,16,10,Jake Locker sacked by Will Smith for -9 yards,-0.270,-2.470
4,11:17,3,19,TEN 11,16,10,Jake Locker pass incomplete deep left intended for Nate Washington,-2.470,-2.490
4,11:09,4,19,TEN 11,16,10,"Brett Kern punts 42 yards, returned by Darren Sproles for 3 yards (tackle by Will Witherspoon)",-2.490,-2.260
4,11:00,1,10,,16,10,"Drew Brees pass complete short left to Jed Collins for 7 yards (tackle by Will Witherspoon). Penalty on Jed Collins: Offensive Pass Interference, 10 yards (no play)",2.260,1.600
4,10:35,1,20,NOR 40,16,10,Drew Brees pass complete short right to Darren Sproles for 13 yards (tackle by Alterraun Verner),1.600,2.120
4,10:05,2,7,TEN 47,16,10,Drew Brees pass complete short middle to Pierre Thomas for 3 yards (tackle by Colin McCarthy),2.120,1.820
4,9:27,3,4,TEN 44,16,10,Drew Brees pass complete short right to Devery Henderson for 5 yards (tackle by Alterraun Verner),1.820,2.980
4,8:50,1,10,TEN 39,16,10,Pierre Thomas right guard for 5 yards (tackle by Michael Griffin),2.980,3.120
4,8:12,2,5,TEN 34,16,10,Drew Brees right end for 4 yards (tackle by Tim Shaw),3.120,2.940
4,7:42,3,1,TEN 30,16,10,Chris Ivory up the middle for 2 yards (tackle by Tim Shaw and Jordan Babineaux),2.940,3.710
4,7:08,1,10,TEN 28,22,10,"Drew Brees pass complete deep left to Marques Colston for 28 yards, touchdown",3.710,7.000
4,,,,,22,10,"Two Point Attempt: Pierre Thomas left tackle, conversion fails",1.000,-1.000
4,,,,NOR 35,22,10,"Thomas Morstead kicks off 60 yards, returned by Marc Mariani for 30 yards (tackle by Isa Abdul-Quddus)",0.000,1.270
4,6:53,1,10,TEN 35,22,10,Jake Locker pass complete short middle to Damian Williams for 8 yards (tackle by Malcolm Jenkins and Roman Harper),1.270,1.800
4,6:34,2,2,TEN 43,22,10,Jake Locker up the middle for 17 yards (tackle by Malcolm Jenkins),1.800,2.920
4,6:05,1,10,NOR 40,22,16,"Jake Locker pass complete deep middle to Nate Washington for 40 yards, touchdown",2.920,7.000
4,,,,NOR 2,22,17,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,22,17,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,5:58,1,10,NOR 20,22,17,Drew Brees pass complete short left to Lance Moore for 6 yards (tackle by Cortland Finnegan),0.280,0.540
4,5:30,2,4,NOR 26,22,17,Drew Brees pass incomplete short right intended for Devery Henderson,0.540,-0.160
4,5:23,,,,22,17,Timeout #2 by New Orleans Saints,0.000,-0.160
4,5:23,3,4,NOR 26,22,17,Drew Brees sacked by Karl Klug for -7 yards,-0.160,-2.140
4,4:48,4,11,NOR 19,22,17,"Thomas Morstead punts 55 yards, returned by Marc Mariani for 9 yards (tackle by Courtney Roby)",-2.140,-1.270
4,4:36,1,10,TEN 35,22,17,Jake Locker right end for 2 yards (tackle by Jo-Lonn Dunbar),1.270,0.990
4,4:28,2,8,TEN 37,22,17,Jake Locker pass complete short left to Nate Washington for 18 yards (tackle by Malcolm Jenkins),0.990,2.590
4,4:21,1,10,NOR 45,22,17,Jake Locker pass incomplete short middle intended for Damian Williams (defended by Jo-Lonn Dunbar),2.590,2.040
4,4:17,2,10,NOR 45,22,17,Jake Locker pass incomplete short left intended for Damian Williams (defended by Patrick Robinson),2.040,1.360
4,4:12,3,10,NOR 45,22,17,Jake Locker pass complete short right to Nate Washington for 9 yards (tackle by Jabari Greer and Jonathan Vilma),1.360,0.890
4,3:29,4,1,NOR 36,22,17,Chris Johnson left end for 3 yards (tackle by Malcolm Jenkins),0.890,3.380
4,3:24,1,10,NOR 33,22,17,Jake Locker pass incomplete intended for Damian Williams (defended by Tracy Porter),3.380,2.840
,,,,,,,"TEN challenged the incomplete pass ruling, and the original play was overturned.",,
4,3:20,2,10,NOR 33,22,17,Matt Hasselbeck pass complete short left to Chris Johnson for 9 yards (tackle by Malcolm Jenkins),2.840,3.340
4,2:36,3,1,NOR 24,22,17,Jake Locker pass incomplete deep right intended for Damian Williams,3.340,2.020
4,2:32,,,,22,17,Timeout #1 by Tennessee Titans,0.000,2.020
4,2:32,4,1,NOR 24,22,17,Jake Locker up the middle for no gain (tackle by Shaun Rogers),2.020,-0.540
4,2:18,1,10,NOR 24,22,17,Chris Ivory right tackle for 14 yards (tackle by Jordan Babineaux),0.540,1.470
4,2:00,1,10,NOR 38,22,17,Chris Ivory right tackle for no gain (tackle by SenDerrick Marks),1.470,0.920
4,1:55,,,,22,17,Timeout #2 by Tennessee Titans,0.000,0.920
4,1:55,2,10,NOR 38,22,17,Chris Ivory right guard for 3 yards (tackle by Will Witherspoon),0.920,0.630
4,1:51,,,,22,17,Timeout #3 by Tennessee Titans,0.000,0.630
4,1:51,3,7,NOR 41,22,17,Drew Brees pass incomplete short left intended for Chris Ivory (defended by Jurrell Casey),0.630,-0.650
4,1:44,4,7,NOR 41,22,17,"Thomas Morstead punts 46 yards, returned by Marc Mariani for 7 yards (tackle by Martez Wilson). Penalty on TEN: Defensive 12 On-field (Declined)",-0.650,-0.280
4,1:34,1,10,TEN 20,22,17,Jake Locker pass complete short right to Lavelle Hawkins for 25 yards (tackle by Roman Harper),0.280,1.930
4,1:10,1,10,TEN 45,22,17,Jake Locker pass complete short right to Nate Washington for 10 yards (tackle by Tracy Porter),1.930,2.590
4,0:48,1,10,NOR 45,22,17,Chris Johnson up the middle for no gain (tackle by Tracy Porter),2.590,2.040
4,0:27,2,10,NOR 45,22,17,Jake Locker pass complete deep middle to Nate Washington for 40 yards (tackle by Jo-Lonn Dunbar),2.040,6.060
4,0:07,1,5,NOR 5,22,17,Jake Locker spiked the ball,6.060,5.150
4,0:07,2,5,NOR 5,22,17,Jake Locker pass incomplete short left intended for Marc Mariani (defended by Tracy Porter),5.150,4.260
4,0:05,3,5,NOR 5,22,17,Jake Locker sacked by Jo-Lonn Dunbar for -3 yards,4.260,2.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
