Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
2,15:00,2,7,LAR 28,3,7,Kyren Williams right end for 5 yards (tackle by Justin Madubuike and Patrick Queen),0.470,0.430
2,14:18,3,2,LAR 33,3,7,"Matthew Stafford pass complete deep right to Demarcus Robinson for 22 yards (tackle by Marcus Williams). Penalty on Marcus Williams: Unnecessary Roughness / Defense, 15 yards (accepted)",0.430,3.580
2,13:55,1,10,BAL 30,3,7,Matthew Stafford pass complete short right to Cooper Kupp for 27 yards (tackle by Brandon Stephens),3.580,6.510
2,13:12,,,,,,Timeout #1 by Los Angeles Rams,,
2,13:12,1,3,BAL 3,3,7,Kyren Williams up the middle for 2 yards (tackle by Justin Madubuike and Roquan Smith),6.510,5.910
2,12:29,2,1,BAL 1,3,7,"Penalty on Coleman Shelton: False Start, 5 yards (accepted) (no play)",5.910,4.950
2,12:10,2,6,BAL 6,3,7,Matthew Stafford pass incomplete short left intended for Cooper Kupp,4.950,4.040
2,12:06,3,6,BAL 6,9,7,"Matthew Stafford pass complete short left to Cooper Kupp for 6 yards, touchdown",4.040,7.000
2,12:01,,,BAL 15,10,7,Lucas Havrisik kicks extra point good,0.000,0.000
2,12:01,,,LAR 35,10,7,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,12:01,1,10,BAL 25,10,7,Lamar Jackson scrambles left end for 11 yards (tackle by Ernest Jones),0.610,1.330
2,11:20,1,10,BAL 36,10,7,Lamar Jackson left end for 3 yards (tackle by John Johnson),1.330,1.200
2,10:45,2,7,BAL 39,10,7,Lamar Jackson pass incomplete short middle intended for Odell Beckham,1.200,0.500
2,10:41,3,7,BAL 39,10,7,Lamar Jackson pass complete short left to Zay Flowers for 15 yards (tackle by John Johnson),0.500,2.520
2,9:48,1,10,LAR 46,10,13,"Lamar Jackson pass complete deep left to Odell Beckham for 46 yards, touchdown",2.520,7.000
2,9:40,,,LAR 15,10,14,Justin Tucker kicks extra point good,0.000,0.000
2,9:40,,,BAL 35,10,14,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,9:40,1,10,LAR 25,10,14,Royce Freeman left end for 3 yards (tackle by Brent Urban and Roquan Smith),0.610,0.470
2,9:00,2,7,LAR 28,10,14,Matthew Stafford pass complete short right to Cooper Kupp for 4 yards (tackle by Geno Stone),0.470,0.300
2,8:14,3,3,LAR 32,10,14,Matthew Stafford pass complete short left to Cooper Kupp for -2 yards (tackle by Kyle Van Noy and Kyle Hamilton),0.300,-1.370
2,7:32,4,5,LAR 30,10,14,"Ethan Evans punts 49 yards, returned by Devin Duvernay for 14 yards (tackle by Royce Freeman). Penalty on Tylan Wallace: Defensive Offside, 5 yards (accepted) (no play)",-1.370,1.270
2,7:20,1,10,LAR 35,10,14,Kyren Williams left guard for 6 yards (tackle by Justin Madubuike),1.270,1.530
2,6:38,2,4,LAR 41,10,14,Matthew Stafford pass incomplete deep left intended for Demarcus Robinson,1.530,0.830
2,6:32,3,4,LAR 41,10,14,Matthew Stafford pass complete short middle to Puka Nacua for 34 yards (tackle by Marcus Williams),0.830,3.910
2,5:59,1,10,BAL 25,10,14,Matthew Stafford pass incomplete deep left intended for Tutu Atwell (defended by Marcus Williams),3.910,3.360
2,5:53,2,10,BAL 25,10,14,"Matthew Stafford pass incomplete deep left intended for Puka Nacua. Penalty on Kyle Hamilton: Defensive Pass Interference, 15 yards (accepted) (no play)",3.360,4.910
2,5:47,1,10,BAL 10,10,14,Kyren Williams right guard for 3 yards (tackle by Jadeveon Clowney and Travis Jones),4.910,4.760
2,5:06,2,7,BAL 7,16,14,"Matthew Stafford pass complete short right to Davis Allen for 7 yards, touchdown",4.760,7.000
2,5:00,,,BAL 15,16,14,"Penalty on Roquan Smith: Face Mask (15 Yards), 8 yards (accepted) (no play)",0.000,0.000
2,5:00,,,BAL 7,17,14,Lucas Havrisik kicks extra point good,0.000,0.000
2,5:00,,,LAR 35,17,14,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,5:00,1,10,BAL 25,17,14,"Penalty on John Simpson: False Start, 5 yards (accepted) (no play)",0.610,0.280
2,5:00,1,15,BAL 20,17,14,Lamar Jackson pass deep left intended for Rashod Bateman is intercepted by Ahkello Witherspoon at LA-32 and returned for 17 yards (tackle by Charlie Kolar),0.280,-2.190
2,4:46,1,10,LAR 49,17,14,Kyren Williams right end for 8 yards (tackle by Kyle Hamilton),2.190,2.730
2,4:01,2,2,BAL 43,17,14,Kyren Williams left guard for 1 yard (tackle by Odafe Oweh and Justin Madubuike),2.730,2.150
2,3:17,3,1,BAL 42,17,14,"Matthew Stafford pass complete short right to Cooper Kupp for no gain (tackle by Geno Stone). Penalty on Kyren Williams: Offensive Low Block, 14 yards (accepted) (no play)",2.150,0.300
2,2:56,3,15,LAR 44,17,14,Matthew Stafford pass complete short middle to Davis Allen for 18 yards (tackle by Marlon Humphrey),0.300,3.050
2,2:12,1,10,BAL 38,17,14,Matthew Stafford pass complete short left to Cooper Kupp for 2 yards (tackle by Patrick Queen),3.050,2.780
2,2:00,2,8,BAL 36,17,14,Kyren Williams up the middle for 3 yards (tackle by Patrick Queen and Jadeveon Clowney),2.780,2.480
2,1:55,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:55,3,5,BAL 33,17,14,Matthew Stafford pass incomplete deep left intended for Demarcus Robinson,2.480,1.170
2,1:50,4,5,BAL 33,20,14,Lucas Havrisik 51 yard field goal good,1.170,3.000
2,1:45,,,LAR 35,20,14,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
2,1:45,1,10,BAL 25,20,14,Lamar Jackson pass incomplete short right intended for Odell Beckham (defended by Ernest Jones),0.610,0.060
2,1:41,2,10,BAL 25,20,14,Lamar Jackson pass complete short middle to Nelson Agholor for 12 yards (tackle by John Johnson),0.060,1.400
2,1:35,1,10,BAL 37,20,14,Lamar Jackson pass complete short right to Nelson Agholor for 8 yards (tackle by Jordan Fuller),1.400,1.940
2,1:30,2,2,BAL 45,20,14,Lamar Jackson scrambles left end for 6 yards (tackle by Cobie Durant),1.940,2.320
2,1:23,1,10,LAR 49,20,14,Lamar Jackson pass complete short left to Isaiah Likely for 7 yards (tackle by Ahkello Witherspoon),2.320,2.730
2,1:16,2,3,LAR 42,20,14,Lamar Jackson pass complete short left to Rashod Bateman for 14 yards,2.730,3.710
2,1:12,1,10,LAR 28,20,14,Lamar Jackson pass incomplete short left intended for Zay Flowers,3.710,3.170
2,1:05,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:05,2,10,LAR 28,20,14,Lamar Jackson pass complete short middle to Rashod Bateman for 10 yards (tackle by Russ Yeast),3.170,4.370
2,0:46,1,10,LAR 18,20,14,Lamar Jackson pass incomplete short right,4.370,3.800
2,0:40,2,10,LAR 18,20,14,Lamar Jackson pass complete short right to Nelson Agholor for 1 yard (tackle by Christian Rozeboom and Michael Hoecht),3.800,3.170
2,0:19,3,9,LAR 17,20,14,Lamar Jackson pass complete short left to Isaiah Likely for 4 yards (tackle by John Johnson),3.170,2.620
2,0:12,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:12,4,5,LAR 13,20,17,Justin Tucker 31 yard field goal good,2.620,3.000
2,0:09,,,BAL 35,20,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,0:09,1,10,LAR 25,20,17,Matthew Stafford kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,20,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,20,17,Matthew Stafford pass complete short right to Kyren Williams for -2 yards (tackle by Brandon Stephens),0.610,-0.210
3,14:29,2,12,LAR 23,20,17,Matthew Stafford pass incomplete deep right intended for Demarcus Robinson,-0.210,-0.890
3,14:23,3,12,LAR 23,20,17,"Penalty on Kevin Dotson: False Start, 5 yards (accepted) (no play)",-0.890,-1.720
3,14:23,3,17,LAR 18,20,17,Kyren Williams up the middle for 11 yards (tackle by Kyle Hamilton),-1.720,-1.440
3,13:45,4,6,LAR 29,20,17,"Ethan Evans punts 58 yards, returned by Tylan Wallace for 10 yards (tackle by Tre'Vius Tomlinson)",-1.440,-0.480
3,13:34,1,10,BAL 23,20,17,Gus Edwards up the middle for 3 yards (tackle by Jordan Fuller),0.480,0.340
3,12:54,2,7,BAL 26,20,17,Keaton Mitchell left end for 27 yards (tackle by Jordan Fuller),0.340,2.460
3,12:13,1,10,LAR 47,20,17,Lamar Jackson pass incomplete deep right intended for Zay Flowers,2.460,1.910
3,12:05,2,10,LAR 47,20,17,(tackle by Ernest Jones),1.910,3.180
3,11:24,1,10,LAR 36,20,17,Gus Edwards right guard for 5 yards (tackle by Ernest Jones),3.180,3.310
3,10:52,2,5,LAR 31,20,17,Keaton Mitchell left tackle for 3 yards (tackle by Nick Hampton and Kobie Turner),3.310,3.010
3,10:11,3,2,LAR 28,20,17,Lamar Jackson pass incomplete short middle intended for Odell Beckham (defended by Aaron Donald),3.010,1.700
3,10:07,4,2,LAR 28,20,20,Justin Tucker 47 yard field goal good,1.700,3.000
3,10:02,,,BAL 35,20,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,10:02,1,10,LAR 25,20,20,Kyren Williams right tackle for -2 yards (tackle by Kyle Hamilton),0.610,-0.210
3,9:33,2,12,LAR 23,20,20,Matthew Stafford sacked by Travis Jones for -4 yards,-0.210,-1.290
3,9:01,3,15,LAR 20,20,20,"Matthew Stafford pass incomplete deep right intended for Puka Nacua. Penalty on Marlon Humphrey: Defensive Pass Interference, 16 yards (accepted) (no play)",-1.290,1.270
3,8:55,1,10,LAR 35,20,20,Kyren Williams right end for 2 yards (tackle by Patrick Queen),1.270,0.990
3,8:10,2,8,LAR 37,20,20,Kyren Williams left end for -3 yards (tackle by Roquan Smith),0.990,-0.100
3,7:24,3,11,LAR 34,20,20,Matthew Stafford pass complete short right to Kyren Williams for 9 yards (tackle by Brandon Stephens and Roquan Smith),-0.100,-0.520
3,6:44,4,2,LAR 43,20,20,"Ethan Evans punts 47 yards, fair catch by Tylan Wallace at BAL-10",-0.520,0.380
3,6:39,1,10,BAL 10,20,20,Lamar Jackson up the middle for 5 yards (tackle by Jordan Fuller),-0.380,-0.350
3,6:01,2,5,BAL 15,20,20,Lamar Jackson pass incomplete short left intended for Isaiah Likely,-0.350,-0.840
3,5:58,3,5,BAL 15,22,20,"Tyler Linderbaum for no gain. Tyler Linderbaum fumbles out of bounds. Penalty on Lamar Jackson: Illegal Kick/Kicking Loose Ball / Offense, 10 yards (declined)",-0.840,-2.000
3,5:54,,,BAL 20,22,20,"Jordan Stout kicks off 73 yards, returned by Austin Trammell for 22 yards (tackle by Daryl Worley and Del'Shawn Phillips)",0.000,0.870
3,5:52,1,10,LAR 29,22,20,Matthew Stafford pass incomplete short left,0.870,0.330
3,5:46,2,10,LAR 29,22,20,Matthew Stafford pass complete short left to Puka Nacua for 6 yards (tackle by Marcus Williams),0.330,0.430
3,5:05,3,4,LAR 35,22,20,Matthew Stafford pass complete deep right to Cooper Kupp for 32 yards (tackle by Marcus Williams),0.430,3.380
3,4:15,1,10,BAL 33,22,20,Kyren Williams left guard for 4 yards (tackle by Kyle Van Noy and Patrick Queen),3.380,3.380
3,3:35,2,6,BAL 29,22,20,Kyren Williams right end for -1 yards (tackle by Roquan Smith),3.380,2.540
3,3:07,3,7,BAL 30,22,20,Matthew Stafford pass complete short right to Kyren Williams for -8 yards (tackle by Kyle Van Noy),2.540,0.720
3,2:19,4,15,BAL 38,22,20,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.720,0.400
3,2:19,4,20,BAL 43,22,20,"Ethan Evans punts 43 yards, touchback.",0.400,-0.280
3,2:05,1,10,BAL 20,22,20,Lamar Jackson scrambles up the middle for 16 yards (tackle by Ernest Jones),0.280,1.330
3,1:22,1,10,BAL 36,22,20,Keaton Mitchell right tackle for 5 yards (tackle by Ernest Jones),1.330,1.470
3,0:45,2,5,BAL 41,22,20,Lamar Jackson pass incomplete short right,1.470,0.760
3,0:39,3,5,BAL 41,22,20,Lamar Jackson pass complete short middle to Zay Flowers for 6 yards (tackle by Jordan Fuller),0.760,2.060
Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 47,22,20,Lamar Jackson pass incomplete deep left intended for Odell Beckham,2.060,1.520
4,14:53,2,10,BAL 47,22,20,Lamar Jackson pass complete short left to Isaiah Likely for 11 yards (tackle by Russ Yeast),1.520,2.790
4,14:10,1,10,LAR 42,22,20,Gus Edwards left tackle for 2 yards (tackle by Ernest Jones and Jonah Williams),2.790,2.510
4,13:34,2,8,LAR 40,22,20,Lamar Jackson pass complete deep right to Odell Beckham for 17 yards (tackle by Russ Yeast),2.510,4.040
4,12:53,1,10,LAR 23,22,20,Keaton Mitchell left end for 3 yards (tackle by Troy Reeder and Ernest Jones),4.040,3.900
4,12:13,2,7,LAR 20,22,20,Lamar Jackson pass incomplete short middle intended for Zay Flowers,3.900,3.200
4,12:08,3,7,LAR 20,22,20,Lamar Jackson scrambles right end for 5 yards (tackle by Michael Hoecht),3.200,2.570
4,11:21,4,2,LAR 15,22,23,Justin Tucker 33 yard field goal good,2.570,3.000
4,11:17,,,BAL 35,22,23,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,11:17,1,10,LAR 25,22,23,Matthew Stafford pass incomplete deep middle intended for Puka Nacua (defended by Kyle Van Noy),0.610,0.060
4,11:12,2,10,LAR 25,22,23,Kyren Williams right guard for 2 yards (tackle by Michael Pierce),0.060,-0.360
4,10:40,3,8,LAR 27,22,23,Matthew Stafford pass incomplete deep middle intended for Demarcus Robinson,-0.360,-1.570
4,10:35,4,8,LAR 27,22,23,"Ethan Evans punts 54 yards, returned by Tylan Wallace for 9 yards (tackle by Ben Skowronek)",-1.570,-0.810
4,10:24,1,10,BAL 28,22,23,Gus Edwards up the middle for 1 yard (tackle by Bobby Brown),0.810,0.400
4,9:50,2,9,BAL 29,22,23,Lamar Jackson scrambles up the middle for 5 yards (tackle by Jonah Williams),0.400,0.370
4,9:01,3,4,BAL 34,22,23,Lamar Jackson pass complete short right to Zay Flowers for 3 yards (tackle by Derion Kendrick),0.370,-0.910
4,8:10,4,1,BAL 37,22,23,"Jordan Stout punts 48 yards, recovered by Austin Trammell at LA-15",-0.910,0.220
4,8:01,1,10,LAR 15,22,23,Kyren Williams left end for 7 yards (tackle by Roquan Smith),-0.220,0.350
4,7:22,2,3,LAR 22,22,23,Kyren Williams up the middle for 14 yards (tackle by Geno Stone),0.350,1.330
4,6:38,1,10,LAR 36,22,23,Matthew Stafford pass complete deep middle to Davis Allen for 21 yards (tackle by Geno Stone),1.330,2.720
4,5:58,1,10,BAL 43,22,23,Matthew Stafford pass complete deep right to Puka Nacua for 23 yards (tackle by Brandon Stephens),2.720,4.240
4,5:39,1,10,BAL 20,22,23,Kyren Williams left tackle for 3 yards (tackle by Arthur Maulet),4.240,4.120
4,5:00,2,7,BAL 17,22,23,Matthew Stafford pass complete short left to Cooper Kupp for 12 yards (tackle by Brandon Stephens),4.120,6.060
4,4:52,1,5,BAL 5,22,23,Matthew Stafford pass incomplete short middle,6.060,5.150
4,4:47,2,5,BAL 5,28,23,"Matthew Stafford pass complete short right to Demarcus Robinson for 5 yards, touchdown",5.150,7.000
4,4:41,,,,,,Timeout #1 by Baltimore Ravens,,
4,4:41,,,BAL 2,28,23,Two Point Attempt: Matthew Stafford pass incomplete intended for intended for Cooper Kupp,1.000,-1.000
4,4:41,,,LAR 35,28,23,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,4:41,1,10,BAL 25,28,23,Lamar Jackson pass incomplete short right intended for Justice Hill,0.610,0.060
4,4:35,2,10,BAL 25,28,23,Lamar Jackson pass complete short left to Justice Hill for 12 yards (tackle by Ahkello Witherspoon),0.060,1.400
4,4:28,1,10,BAL 37,28,23,Lamar Jackson scrambles left end for 9 yards (tackle by John Johnson and Michael Hoecht),1.400,2.070
4,4:14,2,1,BAL 46,28,23,Lamar Jackson pass complete short middle to Zay Flowers for 4 yards (tackle by John Johnson),2.070,2.260
4,3:46,1,10,BAL 50,28,23,Lamar Jackson pass complete short left to Zay Flowers for 11 yards (tackle by John Johnson),2.260,2.980
4,3:29,1,10,LAR 39,28,23,Lamar Jackson pass incomplete short right,2.980,2.440
4,3:20,2,10,LAR 39,28,23,Lamar Jackson pass complete short middle to Odell Beckham for 14 yards (tackle by Derion Kendrick),2.440,3.910
4,2:57,1,10,LAR 25,28,23,Lamar Jackson pass incomplete deep right intended for Odell Beckham,3.910,3.360
4,2:50,2,10,LAR 25,28,23,Lamar Jackson pass complete short left to Nelson Agholor for 6 yards (tackle by Ahkello Witherspoon),3.360,3.490
4,2:44,3,4,LAR 19,28,23,Lamar Jackson pass complete short right to Nelson Agholor for 5 yards (tackle by Michael Hoecht and Cobie Durant),3.490,4.650
4,2:00,1,10,LAR 14,28,23,Keaton Mitchell left end for -1 yards (tackle by Christian Rozeboom),4.650,3.850
4,1:52,,,,,,Timeout #1 by Los Angeles Rams,,
4,1:52,2,11,LAR 15,28,23,Lamar Jackson sacked by Byron Young for -6 yards,3.850,2.480
4,1:22,3,17,LAR 21,28,29,"Lamar Jackson pass complete deep middle to Zay Flowers for 21 yards, touchdown",2.480,7.000
4,1:16,,,LAR 2,28,31,Two Point Attempt: Lamar Jackson pass complete to to Zay Flowers for no gain,1.000,1.000
4,1:16,,,BAL 35,28,31,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,1:16,1,10,LAR 25,28,31,Matthew Stafford pass incomplete deep middle intended for Puka Nacua,0.610,0.060
4,1:12,2,10,LAR 25,28,31,Matthew Stafford pass complete short left to Demarcus Robinson for 19 yards,0.060,1.860
4,1:05,1,10,LAR 44,28,31,Matthew Stafford pass complete deep left to Cooper Kupp for 34 yards (tackle by Marlon Humphrey),1.860,4.110
4,0:44,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:44,1,10,BAL 22,28,31,Matthew Stafford pass complete short right to Davis Allen for 4 yards (tackle by Geno Stone and Roquan Smith),4.110,4.130
4,0:24,2,6,BAL 18,28,31,Matthew Stafford pass incomplete deep left intended for Demarcus Robinson (defended by Marlon Humphrey),4.130,3.400
4,0:16,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:16,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:16,3,6,BAL 18,28,31,Matthew Stafford pass incomplete deep left intended for Demarcus Robinson,3.400,2.270
4,0:11,4,6,BAL 18,31,31,Lucas Havrisik 36 yard field goal good,2.270,3.000
4,0:07,,,LAR 35,31,31,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,0:07,1,10,BAL 25,31,31,Lamar Jackson kneels for -1 yards,0.610,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,LAR,BAL,Detail,EPB,EPA
,,,,,,,"Ravens won the coin toss, Ravens to receive the overtime kickoff.",,
OT,10:00,,,LAR 35,31,31,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,BAL 25,31,31,Keaton Mitchell right end for 4 yards (tackle by Ahkello Witherspoon),0.610,0.600
OT,9:19,2,6,BAL 29,31,31,Lamar Jackson pass incomplete deep middle intended for Odell Beckham,0.600,-0.100
OT,9:11,3,6,BAL 29,31,31,Lamar Jackson pass incomplete short right intended for Isaiah Likely,-0.100,-1.440
OT,9:07,4,6,BAL 29,31,31,"Jordan Stout punts 51 yards, recovered by Austin Trammell at LA-20 (tackle by Jalyn Armour-Davis and Trenton Simpson)",-1.440,-0.610
OT,8:56,1,10,LAR 25,31,31,Kyren Williams up the middle for 6 yards (tackle by Roquan Smith),0.610,0.870
OT,8:16,2,4,LAR 31,31,31,Matthew Stafford pass incomplete short left intended for Kyren Williams,0.870,0.170
OT,8:11,3,4,LAR 31,31,31,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",0.170,-0.490
OT,8:11,3,9,LAR 26,31,31,Matthew Stafford pass incomplete short middle intended for Davis Allen,-0.490,-1.630
OT,8:07,4,9,LAR 26,31,37,"Ethan Evans punts 50 yards, returned by Tylan Wallace for 76 yards, touchdown",-1.630,-6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
