Quarter,Time,Down,ToGo,Location,PHI,TEN,Detail,EPB,EPA
2,3:57,2,3,PHI 48,3,7,Kevin Kolb pass complete short right to LeSean McCoy for 10 yards (tackle by Chris Hope),2.070,2.790
2,3:28,1,10,TEN 42,3,7,Kevin Kolb pass complete deep right to Riley Cooper for 37 yards (tackle by Gerald McRath),2.790,6.060
2,2:44,,,,3,7,Timeout #1 by Philadelphia Eagles,0.000,6.060
2,2:44,1,5,TEN 5,3,7,LeSean McCoy left tackle for no gain (tackle by Chris Hope and Stephen Tulloch),6.060,5.150
2,2:06,2,5,TEN 5,3,7,Kevin Kolb pass incomplete short right intended for Riley Cooper,5.150,4.260
2,2:01,3,5,TEN 5,9,7,"Kevin Kolb pass complete short left to Riley Cooper for 5 yards, touchdown",4.260,7.000
2,,,,TEN 2,10,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,10,7,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,1:56,1,10,TEN 20,10,7,Kerry Collins pass incomplete deep right intended for Kenny Britt,0.280,-0.270
2,1:50,2,10,TEN 20,10,7,"Javon Ringer left tackle for 5 yards (tackle by Nate Allen). Penalty on Kenny Britt: Offensive Holding, 10 yards",-0.270,-1.070
2,1:43,2,15,TEN 15,10,7,Kerry Collins sacked by Trent Cole for -7 yards,-1.070,-2.820
2,1:37,,,,10,7,Timeout #2 by Philadelphia Eagles,0.000,-2.820
2,1:37,3,22,TEN 8,10,7,Chris Johnson middle for 1 yard (tackle by Juqua Parker),-2.820,-2.490
2,1:30,,,,10,7,Timeout #3 by Philadelphia Eagles,0.000,-2.490
2,1:30,4,21,TEN 9,10,7,"Brett Kern punts 66 yards, returned by Jorrick Calvin for 10 yards (tackle by Tim Shaw). Penalty on Ken Amato: Offensive Holding, 4 yards (no play)",-2.490,-2.490
2,1:17,4,25,TEN 5,10,7,"Brett Kern punts 68 yards, returned by Jorrick Calvin for 16 yards (tackle by Jamie Winborn)",-2.490,-1.800
2,1:10,1,10,PHI 43,10,7,Kevin Kolb pass incomplete deep middle intended for Jeremy Maclin (defended by Chris Hope),1.800,1.250
2,1:10,2,10,PHI 43,10,7,Kevin Kolb pass complete short middle to Jason Avant for 8 yards (tackle by Stephen Tulloch),1.250,1.620
2,1:10,3,2,TEN 49,10,7,Kevin Kolb pass complete short right to Jason Avant for 5 yards (tackle by Cortland Finnegan and Vincent Fuller),1.620,2.650
2,1:10,1,10,TEN 44,10,7,Kevin Kolb spiked the ball,2.650,2.110
2,1:09,2,10,TEN 44,10,7,Kevin Kolb pass complete short middle to Jason Avant for 16 yards (tackle by Will Witherspoon),2.110,3.710
2,0:10,1,10,TEN 28,10,7,Kevin Kolb spiked the ball,3.710,3.170
2,0:09,2,10,TEN 28,13,7,David Akers 46 yard field goal good,3.170,3.000
2,,,,PHI 30,13,7,"David Akers kicks off 31 yards, returned by Jared Cook for 3 yards (tackle by Omar Gaither)",0.000,0.940
Quarter,Time,Down,ToGo,Location,PHI,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,13,7,"Rob Bironas kicks off 67 yards, returned by Jorrick Calvin for 22 yards (tackle by Donnie Nickey)",0.000,0.610
3,14:54,1,10,PHI 25,13,7,Jeremy Maclin right end for 14 yards (tackle by Jason Babin),0.610,1.530
3,14:14,1,10,PHI 39,13,7,Kevin Kolb pass incomplete short right intended for Brent Celek,1.530,0.990
3,14:07,2,10,PHI 39,13,7,Kevin Kolb pass complete short right to Brent Celek for 4 yards (tackle by Jason Jones and Jason Babin),0.990,0.830
3,13:23,3,6,PHI 43,13,7,Kevin Kolb pass complete short right to Jason Avant for 9 yards (tackle by Cortland Finnegan),0.830,2.390
3,13:15,1,10,TEN 48,13,7,"LeSean McCoy right end for 5 yards (tackle by Cortland Finnegan). Penalty on Jacob Ford: Defensive Offside, 5 yards (no play)",2.390,3.120
3,12:47,1,5,TEN 43,13,7,Kevin Kolb pass complete short right to Jeremy Maclin for 8 yards (tackle by Cortland Finnegan),3.120,3.250
3,12:04,1,10,TEN 35,13,7,Kevin Kolb pass incomplete short left intended for LeSean McCoy,3.250,2.700
3,12:01,2,10,TEN 35,13,7,Chad Hall middle for 7 yards (tackle by Stephen Tulloch and Will Witherspoon),2.700,2.940
3,11:24,3,3,TEN 28,13,7,Kevin Kolb pass incomplete short right intended for Jeremy Maclin,2.940,1.680
3,11:19,4,3,TEN 28,16,7,David Akers 46 yard field goal good,1.680,3.000
3,,,,PHI 30,16,7,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,11:14,1,10,TEN 20,16,7,Kerry Collins pass incomplete short right intended for Craig Stevens,0.280,-0.270
3,11:10,2,10,TEN 20,16,7,Chris Johnson right guard for 3 yards (tackle by Antonio Dixon),-0.270,-0.560
3,10:28,3,7,TEN 23,16,7,Kerry Collins pass incomplete intended for Kenny Britt is intercepted by Asante Samuel at TEN-41,-0.560,-2.850
3,10:21,1,10,TEN 41,16,7,Kevin Kolb pass complete short right to LeSean McCoy for 10 yards (tackle by Michael Griffin),2.850,3.510
3,9:38,1,10,TEN 31,16,7,LeSean McCoy middle for 3 yards (tackle by Chris Hope),3.510,3.370
3,9:00,2,7,TEN 28,16,7,LeSean McCoy middle for 6 yards (tackle by Michael Griffin),3.370,3.470
3,8:15,3,1,TEN 22,16,7,Kevin Kolb middle for 3 yards (tackle by Jacob Ford),3.470,4.310
3,7:37,1,10,TEN 19,16,7,Kevin Kolb pass complete short right to Jason Avant for 6 yards (tackle by Cortland Finnegan),4.310,4.720
3,7:14,2,4,TEN 13,16,7,LeSean McCoy left guard for 1 yard (tackle by William Hayes and Michael Griffin),4.720,4.190
3,6:36,3,3,TEN 12,16,7,Kevin Kolb pass complete short left to Riley Cooper for 9 yards (tackle by Alterraun Verner),4.190,6.510
3,5:58,1,3,TEN 3,16,7,"Kevin Kolb for no gain (tackle by Jason Jones). Kevin Kolb fumbles (forced by Jason Jones), recovered by Alterraun Verner at TEN-3",6.510,0.380
3,5:51,1,10,TEN 3,16,7,Chris Johnson middle for -2 yards (tackle by Ernie Sims and Quintin Mikell),-0.380,-0.930
3,5:09,2,12,TEN 1,16,7,Penalty on Bo Scaife: False Start (no play),-0.930,-0.930
3,4:54,2,12,TEN 1,16,7,"Kerry Collins pass incomplete deep left intended for Kenny Britt. Penalty on Ellis Hobbs: Defensive Pass Interfere, 21 yards (no play)",-0.930,0.410
3,4:46,1,10,TEN 22,16,7,Kerry Collins pass complete deep left to Kenny Britt for 34 yards,0.410,2.650
3,4:16,1,10,PHI 44,16,7,Kerry Collins pass incomplete short middle intended for Craig Stevens (defended by Antonio Dixon),2.650,2.110
3,4:12,2,10,PHI 44,16,7,Kerry Collins pass complete short middle to Lavelle Hawkins for 5 yards (tackle by Ernie Sims),2.110,2.080
3,3:32,3,5,PHI 39,16,7,"Penalty on Ernie Sims: Neutral Zone Infraction, 4 yards (no play)",2.080,2.610
3,3:15,3,1,PHI 35,16,7,Kerry Collins pass complete short right to Kenny Britt for 6 yards,2.610,3.640
3,2:51,1,10,PHI 29,16,7,Kerry Collins pass complete short left to Bo Scaife for 3 yards (tackle by Trent Cole),3.640,3.510
3,2:11,2,7,PHI 26,16,7,Kerry Collins pass complete short middle to Chris Johnson for 3 yards (tackle by Trent Cole),3.510,3.200
3,1:28,3,4,PHI 23,16,7,Kerry Collins pass incomplete short left intended for Chris Johnson,3.200,2.000
3,1:23,4,4,PHI 23,16,10,Rob Bironas 41 yard field goal good,2.000,3.000
3,,,,TEN 30,16,10,"Rob Bironas kicks off 56 yards, returned by Jorrick Calvin for 41 yards (tackle by Lavelle Hawkins)",0.000,2.590
3,1:08,1,10,TEN 45,16,10,Kevin Kolb pass complete deep left to Jeremy Maclin for 17 yards,2.590,3.710
3,0:43,1,10,TEN 28,16,10,Kevin Kolb pass complete short right to Jeremy Maclin for 3 yards (tackle by Stephen Tulloch),3.710,3.570
Quarter,Time,Down,ToGo,Location,PHI,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TEN 25,16,10,Kevin Kolb pass complete short left to LeSean McCoy for 10 yards (tackle by Michael Griffin),3.570,4.580
4,14:26,1,10,TEN 15,16,10,Kevin Kolb pass incomplete short left intended for Jason Avant,4.580,3.950
4,14:19,2,10,TEN 15,16,10,Kevin Kolb pass complete short middle to Jeremy Maclin for 5 yards (tackle by Jason Jones),3.950,4.000
4,13:36,3,5,TEN 10,16,10,Kevin Kolb pass incomplete short left intended for Jeremy Maclin (defended by Alterraun Verner),4.000,2.810
4,13:31,4,5,TEN 10,19,10,David Akers 28 yard field goal good,2.810,3.000
4,,,,PHI 30,19,10,"David Akers kicks off 70 yards, touchback",0.000,0.280
4,13:26,1,10,TEN 20,19,16,"Kerry Collins pass complete deep left to Kenny Britt for 80 yards, touchdown",0.280,7.000
4,,,,PHI 2,19,17,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,19,17,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,13:13,1,10,PHI 20,19,17,Kevin Kolb pass incomplete short left intended for Jeremy Maclin (defended by Sen'Derrick Marks),0.280,-0.270
4,13:09,2,10,PHI 20,19,17,LeSean McCoy middle for 3 yards (tackle by Stephen Tulloch and William Hayes),-0.270,-0.560
4,12:27,3,7,PHI 23,19,17,Kevin Kolb pass incomplete deep middle intended for Riley Cooper,-0.560,-1.830
4,12:19,4,7,PHI 23,19,17,"Saverio Rocca punts 63 yards, returned by Marc Mariani for 20 yards (tackle by Akeem Jordan)",-1.830,-1.200
4,12:06,1,10,TEN 34,19,17,Chris Johnson right guard for 1 yard (tackle by Antonio Dixon),1.200,0.790
4,11:32,2,9,TEN 35,19,17,Kerry Collins pass complete deep middle to Kenny Britt for 42 yards (tackle by Nate Allen),0.790,4.040
4,10:50,1,10,PHI 23,19,17,Chris Johnson left tackle for -4 yards (tackle by Antonio Dixon and Ernie Sims),4.040,2.960
4,10:13,2,14,PHI 27,19,17,Kerry Collins pass complete short left to Bo Scaife for 2 yards (tackle by Ellis Hobbs),2.960,2.540
4,9:42,3,12,PHI 25,19,17,"Kerry Collins pass incomplete short left intended for Kenny Britt. Penalty on Stewart Bradley: Defensive Offside, 5 yards (no play)",2.540,3.200
4,9:37,3,7,PHI 20,19,17,Kerry Collins pass incomplete deep right intended for Nate Washington (defended by Asante Samuel),3.200,2.120
4,9:31,4,7,PHI 20,19,20,Rob Bironas 38 yard field goal good,2.120,3.000
4,,,,TEN 30,19,20,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,9:26,1,10,PHI 20,19,20,Kevin Kolb pass complete short left to Chad Hall for 5 yards (tackle by Vincent Fuller),0.280,0.410
4,9:00,2,5,PHI 25,19,20,Chad Hall middle for no gain (tackle by Jason Jones),0.410,-0.300
4,8:19,3,5,PHI 25,19,20,"Kevin Kolb pass complete short right to Jeremy Maclin for 5 yards (tackle by Will Witherspoon). Penalty on Winston Justice: Offensive Holding, 10 yards (no play)",-0.300,-1.860
4,7:48,3,15,PHI 15,19,20,Kevin Kolb pass incomplete deep middle intended for Jeremy Maclin (defended by Michael Griffin),-1.860,-2.440
4,7:40,4,15,PHI 15,19,20,"Saverio Rocca punts 40 yards, returned by Marc Mariani for 2 yards (tackle by Dimitri Patterson)",-2.440,-2.060
4,7:30,1,10,TEN 47,19,20,Kerry Collins pass complete short right to Bo Scaife for 2 yards (tackle by Moise Fokou),2.060,1.790
4,6:55,2,8,TEN 49,19,20,Kerry Collins pass complete deep left to Kenny Britt for 21 yards (tackle by Nate Allen),1.790,3.580
4,6:31,1,10,PHI 30,19,20,Kerry Collins pass incomplete short left intended for Kenny Britt,3.580,3.030
4,6:26,2,10,PHI 30,19,20,Chris Johnson left guard for 12 yards (tackle by Moise Fokou),3.030,4.370
4,5:50,1,10,PHI 18,19,20,Chris Johnson left tackle for 2 yards (tackle by Trent Cole and Antonio Dixon),4.370,4.090
4,5:08,2,8,PHI 16,19,26,"Kerry Collins pass complete deep middle to Kenny Britt for 16 yards, touchdown",4.090,7.000
4,,,,PHI 2,19,27,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,19,27,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,5:03,1,10,PHI 20,19,27,LeSean McCoy middle for 6 yards (tackle by Stephen Tulloch),0.280,0.540
4,4:29,2,4,PHI 26,19,27,Kevin Kolb pass incomplete deep right intended for Jeremy Maclin,0.540,-0.160
4,4:23,3,4,PHI 26,19,27,Kevin Kolb pass incomplete short left intended for Brent Celek (defended by Will Witherspoon),-0.160,-1.630
4,4:18,,,,19,27,Timeout #1 by Tennessee Titans,0.000,-1.630
4,4:18,4,4,PHI 26,19,27,"Saverio Rocca punts 61 yards, returned by Marc Mariani for 10 yards (tackle by Garrett Mills)",-1.630,-0.480
4,4:06,1,10,TEN 23,19,27,Chris Johnson left tackle for 1 yard (tackle by Quintin Mikell and Trevor Laws),0.480,0.070
4,4:00,,,,19,27,Timeout #1 by Philadelphia Eagles,0.000,0.070
4,3:59,2,9,TEN 24,19,27,Chris Johnson right guard for no gain (tackle by Moise Fokou),0.070,-0.630
4,3:54,,,,19,27,Timeout #2 by Philadelphia Eagles,0.000,-0.630
4,3:54,3,9,TEN 24,19,27,Chris Johnson middle for -4 yards (tackle by Nate Allen),-0.630,-2.030
4,3:49,4,13,TEN 20,19,27,"Brett Kern punts 47 yards, returned by Jorrick Calvin for no gain. Jorrick Calvin fumbles, recovered by Tim Shaw at PHI-33",-2.030,3.380
4,3:37,1,10,PHI 33,19,27,Chris Johnson right end for 3 yards (tackle by Nate Allen),3.380,3.240
4,2:53,2,7,PHI 30,19,27,Chris Johnson left guard for no gain (tackle by Antonio Dixon),3.240,2.540
4,2:11,3,7,PHI 30,19,27,Chris Johnson left end for 8 yards (tackle by Mike Patterson),2.540,4.110
4,2:05,1,10,PHI 22,19,27,Chris Johnson right tackle for no gain (tackle by Moise Fokou),4.110,3.560
4,2:00,2,10,PHI 22,19,27,Chris Johnson right guard for no gain (tackle by Ernie Sims),3.560,2.870
4,1:16,3,10,PHI 22,19,27,"Chris Johnson middle for -4 yards (tackle by Mike Patterson). Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",2.870,3.560
4,1:13,3,5,PHI 17,19,27,Chris Johnson middle for 2 yards (tackle by Antonio Dixon and Nate Allen),3.560,2.540
4,0:27,,,,19,27,Timeout #2 by Tennessee Titans,0.000,2.540
4,0:26,4,3,PHI 15,19,30,Rob Bironas 33 yard field goal good,2.540,3.000
4,,,,TEN 30,19,30,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,0:22,1,10,PHI 20,19,30,"Kevin Kolb pass complete short left to LeSean McCoy for 3 yards (tackle by Will Witherspoon). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,0:14,1,20,PHI 10,19,36,"Kevin Kolb pass incomplete intended for Riley Cooper is intercepted by Cortland Finnegan at PHI-41 and returned for 41 yards, touchdown. Penalty on TEN: Personal Foul (Offsetting), Penalty on PHI: Personal Foul (Offsetting)",-0.760,-7.000
4,,,,PHI 2,19,37,Rob Bironas kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
