Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
1,9:25,2,3,NYG 29,0,7,Aaron Brooks pass incomplete intended for Donte Stallworth,3.580,2.870
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
1,9:19,3,3,NYG 29,0,7,Deuce McAllister left end for 6 yards (tackle by Frank Walker),2.870,4.040
1,8:37,1,10,NYG 23,0,7,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Micheal Barrow),4.040,4.750
1,8:02,2,2,NYG 15,0,7,Deuce McAllister left guard for -2 yards (tackle by Keith Hamilton and Keith Washington),4.750,3.660
1,7:18,3,4,NYG 17,0,7,Aaron Brooks pass incomplete intended for Donte Stallworth,3.660,2.390
1,7:07,4,4,NYG 17,0,10,John Carney 35 yard field goal good,2.390,3.000
1,,,,NOR 30,0,10,"Mitch Berger kicks off 66 yards, returned by Brian Mitchell for 27 yards (tackle by Victor Green)",0.000,1.000
1,6:56,1,10,NYG 31,0,10,Jesse Palmer sacked by Sedrick Hodge for -2 yards,1.000,0.190
1,6:36,2,12,NYG 29,0,10,Tiki Barber left end for 3 yards (tackle by Tebucky Jones),0.190,-0.100
1,5:54,3,9,NYG 32,0,10,Jesse Palmer pass incomplete intended for Tiki Barber (defended by Fred Thomas),-0.100,-1.240
1,5:48,4,9,NYG 32,0,10,Jeff Feagles punts 37 yards,-1.240,-1.000
1,5:40,1,10,NOR 31,0,10,Aaron Brooks pass incomplete intended for Joe Horn,1.000,0.460
1,5:35,2,10,NOR 31,0,10,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Micheal Barrow),0.460,0.430
1,4:52,3,5,NOR 36,0,10,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Ike Charlton),0.430,-0.980
1,4:48,4,5,NOR 36,0,10,"Mitch Berger punts 57 yards, returned by Brian Mitchell for 10 yards (tackle by Fakhir Brown)",-0.980,0.060
1,4:37,1,10,NYG 17,0,10,Tiki Barber left end for 4 yards (tackle by Fred Thomas),-0.060,0.080
1,3:58,2,6,NYG 21,0,10,Jesse Palmer pass complete to Tiki Barber for 8 yards (tackle by Sedrick Hodge),0.080,0.870
1,3:18,1,10,NYG 29,0,10,Tiki Barber right guard for 2 yards (tackle by Orlando Ruff),0.870,0.600
1,2:42,2,8,NYG 31,0,10,Jesse Palmer pass incomplete intended for Visanthe Shiancoe,0.600,-0.100
1,2:36,3,8,NYG 31,0,10,Tiki Barber up the middle for -2 yards (tackle by Derrick Rodgers and Kenny Smith),-0.100,-1.440
1,1:59,4,10,NYG 29,0,10,"Jeff Feagles punts 47 yards, returned by Michael Lewis for 9 yards (tackle by Carson Dach)",-1.440,-1.140
1,1:48,1,10,NOR 33,0,10,Deuce McAllister right guard for no gain (tackle by Brandon Short),1.140,0.590
1,1:48,2,10,NOR 33,0,10,Aaron Brooks pass complete to Deuce McAllister for 12 yards (tackle by Omar Stoutmire),0.590,1.930
1,0:33,1,10,NOR 45,0,10,Aaron Brooks pass incomplete intended for Boo Williams (defended by Cornelius Griffin),1.930,1.380
1,0:28,,,,0,10,Timeout #2 by New Orleans Saints,0.000,1.380
1,0:28,2,10,NOR 45,0,10,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Dhani Jones at NOR-39 (tackle by Spencer Folau)",1.380,-2.980
1,0:24,1,10,NOR 39,0,10,Dorsey Levens right guard for 1 yard (tackle by Derrick Rodgers),2.980,2.580
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,NOR 38,0,10,Jesse Palmer for 26 yards (tackle by Tebucky Jones),2.580,4.780
2,14:36,1,10,NOR 12,0,10,"Dorsey Levens left guard for 2 yards (tackle by Johnathan Sullivan). Penalty on Scott Peters: Offensive Holding, 10 yards (no play)",4.780,4.110
2,14:15,1,20,NOR 22,0,10,"Penalty on Johnathan Sullivan: Encroachment, 5 yards (no play)",4.110,4.320
2,14:05,1,15,NOR 17,0,10,Jesse Palmer pass complete to Dorsey Levens for 10 yards (tackle by Derrick Rodgers),4.320,5.020
2,13:39,2,5,NOR 7,0,10,"Dorsey Levens right guard for -2 yards (tackle by Jay Bellamy). Penalty on Charles Grant: Unnecessary Roughness, 5 yards",5.020,6.280
2,13:10,1,4,NOR 4,6,10,"Jesse Palmer pass complete to Visanthe Shiancoe for 4 yards, touchdown",6.280,7.000
2,,,,NOR 2,7,10,Matt Bryant kicks extra point good,0.000,0.000
2,,,,NYG 30,7,10,"Matt Bryant kicks off 65 yards, returned by Michael Lewis for 11 yards (tackle by David Tyree). Penalty on Wesly Mallard: Unnecessary Roughness, 15 yards",0.000,1.000
2,12:58,1,10,NOR 31,7,10,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Johnnie Harris),1.000,1.540
2,12:22,2,2,NOR 39,7,10,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Dhani Jones),1.540,1.930
2,12:03,1,10,NOR 45,7,10,Deuce McAllister right tackle for -1 yards (tackle by Michael Strahan and Keith Washington),1.930,1.250
2,11:22,2,11,NOR 44,7,10,Aaron Brooks pass complete to Deuce McAllister for 11 yards (tackle by Micheal Barrow),1.250,2.590
2,10:09,1,10,NYG 45,7,10,Deuce McAllister left guard for 5 yards (tackle by Brandon Short and Osi Umenyiora),2.590,2.720
2,9:36,2,5,NYG 40,7,10,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by Brandon Short),2.720,2.540
2,9:31,3,1,NYG 36,7,10,Aaron Brooks up the middle for 2 yards (tackle by Keith Hamilton),2.540,3.310
2,8:54,1,10,NYG 34,7,10,Aaron Brooks pass incomplete intended for Deuce McAllister,3.310,2.770
2,8:49,2,10,NYG 34,7,10,Aaron Brooks pass complete to Deuce McAllister for 4 yards (tackle by Kato Serwanga),2.770,2.610
2,7:57,,,,7,10,Timeout #3 by New Orleans Saints,0.000,2.610
2,7:57,3,6,NYG 30,7,10,Aaron Brooks pass complete to Joe Horn for 8 yards (tackle by Dhani Jones),2.610,4.110
2,7:17,1,10,NYG 22,7,10,Aaron Brooks up the middle for 9 yards (tackle by Dhani Jones and Johnnie Harris),4.110,5.060
2,6:38,2,1,NYG 13,7,10,Deuce McAllister right guard for no gain (tackle by Keith Hamilton),5.060,4.390
2,5:56,3,1,NYG 13,7,16,"Aaron Brooks pass complete to Joe Horn for 13 yards, touchdown. Penalty on Joe Horn: Unsportsmanlike Conduct, 15 yards",4.390,7.000
2,,,,NYG 2,7,17,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 15,7,17,"Mitch Berger kicks off 57 yards, returned by Delvin Joyce for 19 yards (tackle by Sedrick Hodge)",0.000,2.060
2,5:46,1,10,NYG 47,7,17,Jesse Palmer pass complete to David Tyree for 39 yards (tackle by Ashley Ambrose),2.060,4.650
2,4:59,1,10,NOR 14,7,17,"David Tyree left end for -9 yards (tackle by Darren Howard). Penalty on Visanthe Shiancoe: Unnecessary Roughness, 15 yards",4.650,0.850
2,4:13,2,34,NOR 38,7,17,Jesse Palmer pass complete to Tiki Barber for 2 yards (tackle by Sedrick Hodge),0.850,0.500
2,3:30,3,32,NOR 36,7,17,"Jesse Palmer pass complete to Tiki Barber for 7 yards (tackle by Charles Grant). Tiki Barber fumbles (forced by Charles Grant), recovered by Visanthe Shiancoe at NOR-25",0.500,1.800
2,3:10,4,21,NOR 25,7,23,"Matt Bryant 43 yard field goal no good, blocked by Kenny Smith, recovered by Fred Thomas and returned for 64 yards, touchdown",1.800,-7.000
2,,,,NYG 2,7,24,,0.000,0.000
2,,,,NOR 30,7,24,"Mitch Berger kicks off 70 yards, returned by Delvin Joyce for 12 yards (tackle by Keyuo Craver)",0.000,-0.350
2,3:07,1,10,NYG 12,7,24,Dorsey Levens for 6 yards (tackle by Fred Thomas),-0.350,-0.070
2,2:46,2,4,NYG 18,7,24,Jesse Palmer sacked by Charles Grant for -4 yards,-0.070,-1.190
2,2:13,3,8,NYG 14,7,24,Jesse Palmer pass complete to Dorsey Levens for 9 yards (tackle by Derrick Rodgers),-1.190,0.480
2,2:00,1,10,NYG 23,7,24,Jesse Palmer pass complete to Tiki Barber for 7 yards (tackle by Derrick Rodgers),0.480,0.880
2,1:31,2,3,NYG 30,7,24,Jesse Palmer pass incomplete intended for Amani Toomer (defended by Fakhir Brown),0.880,0.170
2,1:26,3,3,NYG 30,7,24,Jesse Palmer pass incomplete intended for Tiki Barber,0.170,-1.370
2,1:22,4,3,NYG 30,7,24,Jeff Feagles punts 43 yards,-1.370,-0.740
2,1:13,1,10,NOR 27,7,24,Deuce McAllister left guard for 2 yards (tackle by Keith Hamilton),0.740,0.470
2,1:06,,,,7,24,Timeout #2 by New York Giants,0.000,0.470
2,1:06,2,8,NOR 29,7,24,Aaron Brooks pass incomplete intended for Joe Horn,0.470,-0.230
2,0:59,3,8,NOR 29,7,24,Aaron Brooks pass complete to Donte Stallworth for 10 yards,-0.230,1.530
2,0:55,1,10,NOR 39,7,24,Aaron Brooks pass complete to Boo Williams for 25 yards (tackle by Dhani Jones),1.530,3.180
2,0:37,1,10,NYG 36,7,24,Aaron Brooks spiked the ball,3.180,2.640
2,0:37,2,10,NYG 36,7,24,Aaron Brooks pass complete to Deuce McAllister for 2 yards (tackle by Michael Strahan),2.640,2.210
2,0:15,3,8,NYG 34,7,24,Aaron Brooks pass complete to Boo Williams for 3 yards (tackle by Ike Charlton),2.210,1.350
2,0:10,4,5,NYG 31,7,24,John Carney 49 yard field goal no good,1.350,-1.530
2,0:05,1,10,NYG 39,7,24,Jesse Palmer kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,7,24,"Mitch Berger kicks off 67 yards, returned by Delvin Joyce for 25 yards (tackle by Victor Green)",0.000,0.810
3,14:55,1,10,NYG 28,7,24,Jesse Palmer pass complete to Visanthe Shiancoe for 5 yards (tackle by Jay Bellamy),0.810,0.940
3,14:25,2,5,NYG 33,7,24,Tiki Barber left end for 8 yards (tackle by Tebucky Jones),0.940,1.660
3,13:45,1,10,NYG 41,7,24,"Tiki Barber right guard for no gain (tackle by Jay Bellamy). Penalty on Darren Howard: Defensive Offside, 5 yards (no play)",1.660,2.390
3,13:18,1,5,NYG 46,7,24,Jesse Palmer pass complete to Amani Toomer for 10 yards (tackle by Derrick Rodgers),2.390,2.650
3,12:44,1,10,NOR 44,7,24,Jesse Palmer pass incomplete intended for David Tyree,2.650,2.110
3,12:39,2,10,NOR 44,7,24,Jesse Palmer sacked by Darren Howard for -4 yards,2.110,0.890
3,12:12,3,14,NOR 48,7,24,Jesse Palmer pass complete to Willie Ponder for 9 yards (tackle by Fred Thomas),0.890,0.660
3,11:31,4,5,NOR 39,7,24,Jesse Palmer pass incomplete intended for Amani Toomer (defended by Fakhir Brown),0.660,-1.600
3,11:27,1,10,NOR 40,7,24,--,1.600,0.920
3,10:48,2,11,NOR 39,7,24,Deuce McAllister right guard for 5 yards (tackle by Keith Hamilton and Keith Washington),0.920,0.890
3,10:10,3,6,NOR 44,7,24,Aaron Brooks pass complete to Donte Stallworth for 13 yards (tackle by Micheal Barrow),0.890,2.720
3,9:31,1,10,NYG 43,7,24,Deuce McAllister right tackle for -2 yards (tackle by Cornelius Griffin and Dhani Jones),2.720,1.910
3,8:54,2,12,NYG 45,7,24,Deuce McAllister right end for 27 yards (tackle by Johnnie Harris),1.910,4.370
3,8:24,1,10,NYG 18,7,24,Aaron Brooks pass complete to Deuce McAllister for 11 yards (tackle by Frank Walker),4.370,5.600
3,7:39,1,7,NYG 7,7,30,"Aaron Brooks pass complete to Joe Horn for 7 yards, touchdown",5.600,7.000
3,,,,NYG 2,7,31,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,7,31,"Mitch Berger kicks off 70 yards, returned by Brian Mitchell for 26 yards (tackle by Victor Green). Brian Mitchell fumbles (forced by Victor Green), recovered by Orlando Ruff at NYG-26 (tackle by Clarence LeBlanc)",0.000,-3.840
3,7:30,1,10,NYG 26,7,37,"Aaron Brooks pass complete to Jerome Pathon for 26 yards, touchdown",3.840,7.000
3,,,,NYG 2,7,38,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,7,38,"Mitch Berger kicks off 64 yards, returned by Brian Mitchell for 16 yards (tackle by Deveron Harper). Penalty on Wesly Mallard: Illegal Block Above the Waist, 10 yards",0.000,-0.350
3,7:19,1,10,NYG 12,7,38,Tiki Barber left tackle for 4 yards (tackle by Melvin Williams),-0.350,-0.370
3,6:45,2,6,NYG 16,7,38,Tiki Barber right end for 15 yards (tackle by Jay Bellamy),-0.370,1.000
3,6:08,1,10,NYG 31,7,38,Jesse Palmer pass complete to Amani Toomer for 10 yards (tackle by Ashley Ambrose),1.000,1.660
3,5:37,1,10,NYG 41,7,38,Jesse Palmer pass complete to Tiki Barber for 9 yards (tackle by Melvin Williams),1.660,2.340
3,5:00,2,1,NOR 50,7,38,Dorsey Levens left tackle for 2 yards (tackle by Orlando Ruff),2.340,2.390
3,4:22,1,10,NOR 48,7,38,"Jesse Palmer pass complete to Willie Ponder for 6 yards (tackle by Fakhir Brown). Penalty on Kenderick Allen: Defensive Offside, 5 yards (no play)",2.390,3.120
3,3:57,1,5,NOR 43,7,38,"Penalty on Ian Allen: False Start, 5 yards (no play)",3.120,2.390
3,3:38,1,10,NOR 48,7,38,Jesse Palmer pass incomplete intended for David Tyree (defended by Ashley Ambrose),2.390,1.850
3,3:34,2,10,NOR 48,7,38,Jesse Palmer pass incomplete intended for Amani Toomer,1.850,1.160
3,3:30,3,10,NOR 48,7,38,Jesse Palmer pass incomplete intended for David Tyree,1.160,0.070
3,3:25,4,10,NOR 48,7,38,Jeff Feagles punts 38 yards,0.070,0.370
3,3:17,1,10,NOR 11,7,38,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Dhani Jones),-0.370,-0.160
3,2:38,2,4,NOR 17,7,38,Deuce McAllister right guard for 1 yard (tackle by Michael Strahan and Micheal Barrow),-0.160,-0.600
3,1:59,3,3,NOR 18,7,38,Aaron Brooks pass complete to Joe Horn for 17 yards (tackle by Kato Serwanga),-0.600,1.270
3,1:27,1,10,NOR 35,7,38,Deuce McAllister left tackle for 35 yards (tackle by Johnnie Harris),1.270,3.580
3,0:36,,,,7,38,Timeout #1 by New Orleans Saints,0.000,3.580
3,0:36,1,10,NYG 30,7,38,"Aaron Brooks pass complete to Lamar Smith for 2 yards (tackle by Johnnie Harris). Penalty on Brandon Short: Tripping, 10 yards",3.580,4.370
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 18,7,44,"Aaron Brooks pass complete to Joe Horn for 18 yards, touchdown",4.370,7.000
4,,,,NYG 2,7,45,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,7,45,"Mitch Berger kicks off 72 yards, returned by Delvin Joyce for 22 yards (tackle by Steve Gleason)",0.000,0.280
4,14:48,1,10,NYG 20,7,45,Tiki Barber left end for -3 yards (tackle by Darren Howard),0.280,-0.790
4,14:11,2,13,NYG 17,7,45,"Penalty on Kenny Smith: Encroachment, 5 yards (no play)",-0.790,0.000
4,13:59,2,8,NYG 22,7,45,Jesse Palmer pass complete to Visanthe Shiancoe for 10 yards (tackle by Fred Thomas),0.000,1.070
4,13:22,1,10,NYG 32,7,45,Tiki Barber left tackle for 3 yards (tackle by Darren Howard and Orlando Ruff),1.070,0.930
4,12:44,2,7,NYG 35,7,45,Jesse Palmer pass incomplete intended for Tiki Barber (defended by Darren Howard),0.930,0.230
4,12:40,3,7,NYG 35,7,45,Jesse Palmer pass incomplete intended for Willie Ponder,0.230,-1.040
4,12:36,4,7,NYG 35,7,45,"Jeff Feagles punts 49 yards, returned by Michael Lewis for 8 yards (tackle by Darnell Dinkins)",-1.040,-0.540
4,12:24,1,10,NOR 24,7,45,Lamar Smith left end for -1 yards (tackle by Micheal Barrow),0.540,-0.140
4,11:49,2,11,NOR 23,7,45,Todd Bouman pass complete to Jerome Pathon for 10 yards (tackle by Frank Walker),-0.140,0.500
4,11:11,3,1,NOR 33,7,45,Todd Bouman up the middle for 2 yards (tackle by Dhani Jones),0.500,1.270
4,10:28,1,10,NOR 35,7,45,Lamar Smith left guard for 9 yards (tackle by Johnnie Harris and Omar Stoutmire). Penalty on William Joseph: Defensive Offside (Declined),1.270,1.940
4,10:01,2,1,NOR 44,7,45,Lamar Smith left guard for 13 yards (tackle by Johnnie Harris and Kato Serwanga),1.940,2.720
4,9:14,1,10,NYG 43,7,45,Todd Bouman pass incomplete intended for Talman Gardner,2.720,2.180
4,9:09,2,10,NYG 43,7,45,Todd Bouman pass complete to Jerome Pathon for 9 yards (tackle by Dhani Jones),2.180,2.680
4,8:27,3,1,NYG 34,7,45,Lamar Smith right guard for 1 yard (tackle by Osi Umenyiora),2.680,3.380
4,7:46,1,10,NYG 33,7,45,Lamar Smith left end for 5 yards (tackle by Micheal Barrow and Dhani Jones),3.380,3.510
4,7:04,2,5,NYG 28,7,45,Lamar Smith left guard for 8 yards (tackle by Osi Umenyiora and Brandon Short),3.510,4.240
4,6:20,1,10,NYG 20,7,45,Lamar Smith right guard for 5 yards (tackle by Michael Strahan and Omar Stoutmire),4.240,4.450
4,5:40,2,5,NYG 15,7,45,Todd Bouman pass incomplete intended for Talman Gardner,4.450,3.700
4,5:36,3,5,NYG 15,7,45,Todd Bouman sacked by Lance LeGree for -7 yards,3.700,1.990
4,5:01,4,12,NYG 22,7,45,Lamar Smith left end for no gain (tackle by Cornelius Griffin),1.990,-0.410
4,4:56,1,10,NYG 22,7,45,Dorsey Levens right end for 4 yards (tackle by James Allen),0.410,0.410
4,4:11,2,6,NYG 26,7,45,Dorsey Levens up the middle for 15 yards (tackle by Victor Green),0.410,1.660
4,3:29,1,10,NYG 41,7,45,Dorsey Levens right guard for 6 yards (tackle by Roger Knight),1.660,1.930
4,2:49,2,4,NYG 47,7,45,Dorsey Levens left end for 5 yards (tackle by James Allen),1.930,2.390
4,2:08,1,10,NOR 48,7,45,Delvin Joyce right guard for 8 yards (tackle by Deveron Harper),2.390,2.930
4,2:00,2,2,NOR 40,7,45,Delvin Joyce right tackle for 3 yards (tackle by Darrin Smith),2.930,3.120
4,1:53,,,,7,45,Timeout #1 by New York Giants,0.000,3.120
4,1:36,1,10,NOR 37,7,45,"Delvin Joyce left end for 3 yards (tackle by James Allen and Fakhir Brown). Penalty on James Allen: Face Mask (15 Yards), 15 yards",3.120,4.310
4,1:27,1,10,NOR 19,7,45,"Delvin Joyce right tackle for 7 yards (tackle by Roger Knight). Delvin Joyce fumbles (forced by Roger Knight), recovered by Deveron Harper at NOR-9 (tackle by Willie Ponder)",4.310,0.380
4,1:20,1,10,NOR 9,7,45,Todd Bouman kneels for no gain,-0.380,-0.780
4,0:36,2,10,NOR 9,7,45,Todd Bouman kneels for -1 yards,-0.780,-1.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
