Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
1,0:02,1,10,MIN 40,3,0,"Teddy Bridgewater pass incomplete short left intended for Rhett Ellison. Penalty on Nigel Bradham: Defensive Holding, 5 yards (no play)",1.600,1.930
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 45,3,0,"Matt Asiata right guard for 5 yards (tackle by Marcell Dareus). Penalty on Manny Lawson: Defensive Offside, 5 yards (no play)",1.930,2.660
2,14:32,1,5,,3,0,Teddy Bridgewater pass incomplete short right intended for Matt Asiata,2.660,2.660
2,14:29,1,5,,3,0,Timeout #2 by Minnesota Vikings,2.660,2.060
2,14:29,2,5,,3,0,Cordarrelle Patterson right end for 3 yards (tackle by Corey Graham),2.060,1.750
2,13:58,3,2,BUF 47,3,0,Matt Asiata left guard for 1 yard (tackle by Nigel Bradham and Kyle Williams),1.750,0.200
2,13:18,4,1,BUF 46,3,0,"Penalty on BUF: Defensive 12 On-field, 5 yards (no play)",0.200,2.850
2,13:01,1,10,BUF 41,3,0,Jerick McKinnon up the middle for 3 yards (tackle by Manny Lawson and Kyle Williams),2.850,2.710
2,12:29,2,7,BUF 38,3,0,Teddy Bridgewater pass incomplete deep left intended for Cordarrelle Patterson,2.710,2.020
2,12:24,3,7,BUF 38,3,0,Teddy Bridgewater pass incomplete deep right intended for Chase Ford is intercepted by Leodis McKelvin at BUF-20 and returned for 9 yards,2.020,-0.870
2,12:12,1,10,BUF 29,3,0,Kyle Orton pass incomplete short right intended for Anthony Dixon (defended by Chad Greenway),0.870,0.330
2,12:05,2,10,BUF 29,3,0,Anthony Dixon up the middle for 7 yards (tackle by Chad Greenway and Robert Blanton),0.330,0.560
2,11:23,3,3,BUF 36,3,0,Kyle Orton pass complete short left to Chris Hogan for 17 yards (tackle by Robert Blanton),0.560,2.460
2,10:54,1,10,MIN 47,3,0,Kyle Orton pass complete short right to Robert Woods for 3 yards (tackle by Captain Munnerlyn),2.460,2.320
2,10:22,2,7,MIN 44,3,0,Kyle Orton pass complete short left to Robert Woods for -4 yards (tackle by Xavier Rhodes),2.320,1.090
2,9:48,3,11,MIN 48,3,0,Kyle Orton pass incomplete deep left intended for Sammy Watkins,1.090,0.070
2,9:42,4,11,MIN 48,3,0,"Colton Schmidt punts 36 yards, out of bounds",0.070,0.350
2,9:34,1,10,MIN 12,3,0,Teddy Bridgewater pass incomplete short right intended for Adam Thielen is intercepted by Leodis McKelvin at MIN-26,-0.350,-3.840
2,9:28,1,10,MIN 26,3,6,"Kyle Orton pass complete deep right to Sammy Watkins for 26 yards, touchdown",3.840,7.000
2,9:28,,,MIN 2,3,7,Dan Carpenter kicks extra point good,0.000,0.000
2,9:28,,,BUF 35,3,7,"Jordan Gay kicks off 39 yards, returned by Jerome Felton for 9 yards (tackle by Larry Dean). Penalty on Ron Brooks: Illegal Formation, 5 yards",0.000,-1.600
2,9:19,1,10,MIN 40,3,7,Jerick McKinnon left end for 1 yard (tackle by Stephon Gilmore),1.600,1.190
2,8:43,2,9,MIN 41,3,7,Jerick McKinnon up the middle for 7 yards (tackle by Brandon Spikes),1.190,1.420
2,7:57,3,2,MIN 48,3,7,"Penalty on Teddy Bridgewater: Delay of Game, 5 yards (no play)",1.420,0.760
2,7:31,3,7,MIN 43,3,7,Teddy Bridgewater pass complete deep right to Greg Jennings for 38 yards (tackle by Nickell Robey),0.760,4.310
2,6:45,1,10,BUF 19,3,7,Teddy Bridgewater pass complete short right to Greg Jennings for 15 yards (tackle by Corey Graham),4.310,6.280
2,6:23,1,4,BUF 4,9,7,"Teddy Bridgewater pass complete short left to Cordarrelle Patterson for 4 yards, touchdown",6.280,7.000
2,6:23,,,BUF 2,10,7,Blair Walsh kicks extra point good,0.000,0.000
2,6:23,,,MIN 35,10,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,6:17,1,10,BUF 20,10,7,Kyle Orton pass complete short right to Sammy Watkins for 12 yards (tackle by Captain Munnerlyn),0.280,1.070
2,5:49,1,10,BUF 32,10,7,C.J. Spiller left end for 53 yards (tackle by Robert Blanton),1.070,4.580
2,5:26,1,10,MIN 15,10,7,Anthony Dixon left guard for 4 yards (tackle by Everson Griffen and Chad Greenway),4.580,4.640
2,4:46,2,6,MIN 11,10,7,Kyle Orton pass incomplete short right intended for Sammy Watkins (defended by Anthony Barr),4.640,3.780
2,4:43,3,6,MIN 11,10,7,Kyle Orton sacked by Everson Griffen for -3 yards,3.780,2.510
2,4:05,4,9,MIN 14,10,10,Dan Carpenter 31 yard field goal good,2.510,3.000
2,4:05,,,BUF 35,10,10,"Jordan Gay kicks off 58 yards, returned by Cordarrelle Patterson for 24 yards (tackle by Preston Brown)",0.000,-1.000
2,3:56,1,10,MIN 31,10,10,Teddy Bridgewater pass complete short right to Jerick McKinnon for -6 yards (tackle by Preston Brown),1.000,-0.350
2,3:14,2,16,MIN 25,10,10,Teddy Bridgewater pass complete short middle to Jerick McKinnon for 4 yards (tackle by Brandon Spikes),-0.350,-0.490
2,2:31,3,12,MIN 29,10,10,Teddy Bridgewater sacked by Mario Williams for -2 yards,-0.490,-0.490
2,2:23,3,12,MIN 29,10,10,Timeout #1 by Buffalo Bills,-0.490,-1.570
2,2:23,4,14,MIN 27,10,10,"Jeff Locke punts 53 yards, returned by Leodis McKelvin for 5 yards (tackle by MarQueis Gray). Penalty on Jerry Hughes: Illegal Block Above the Waist (Declined), Penalty on Randell Johnson: Illegal Block Above the Waist, 10 yards",-1.570,0.220
2,2:10,1,10,BUF 15,10,10,Anthony Dixon up the middle for 5 yards (tackle by Anthony Barr and Chad Greenway),-0.220,0.080
2,2:00,2,5,BUF 20,10,10,Kyle Orton pass complete short left to Sammy Watkins for 8 yards (tackle by Chad Greenway),0.080,0.810
2,1:38,1,10,BUF 28,10,10,Kyle Orton pass complete short right to Scott Chandler for 5 yards (tackle by Harrison Smith),0.810,0.940
2,1:34,2,5,BUF 33,10,10,Kyle Orton pass complete short right to Sammy Watkins for 7 yards (tackle by Josh Robinson),0.940,1.600
2,1:29,1,10,BUF 40,10,10,Kyle Orton pass incomplete short left intended for Chris Hogan,1.600,1.050
2,1:24,2,10,BUF 40,10,10,Kyle Orton pass incomplete deep middle intended for Scott Chandler is intercepted by Robert Blanton at MIN-40 and returned for 1 yard,1.050,-1.660
2,1:19,1,10,MIN 41,10,10,Teddy Bridgewater pass complete short left to Jarius Wright for 14 yards (tackle by Stephon Gilmore),1.660,2.590
2,1:12,1,10,BUF 45,10,10,Teddy Bridgewater pass complete short middle to Greg Jennings for 3 yards (tackle by Nickell Robey),2.590,2.590
2,1:04,1,10,BUF 45,10,10,Timeout #3 by Minnesota Vikings,2.590,2.450
2,1:03,2,7,BUF 42,10,10,Teddy Bridgewater pass incomplete short middle intended for Jerick McKinnon,2.450,1.750
2,1:00,3,7,BUF 42,10,10,Teddy Bridgewater pass complete short right to Cordarrelle Patterson for 5 yards (tackle by Leodis McKelvin and Nickell Robey),1.750,0.790
2,0:18,4,2,BUF 37,13,10,Blair Walsh 55 yard field goal good,0.790,3.000
2,0:18,,,MIN 35,13,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,0:15,1,10,BUF 20,13,10,Kyle Orton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,10,"Blair Walsh kicks off 63 yards, returned by Leodis McKelvin for 30 yards (tackle by Jabari Price)",0.000,1.070
3,14:52,1,10,BUF 32,13,10,Anthony Dixon up the middle for 2 yards (tackle by Sharrif Floyd),1.070,0.800
3,14:23,2,8,BUF 34,13,10,Anthony Dixon left guard for 2 yards (tackle by Jasper Brinkley),0.800,0.370
3,13:45,3,6,BUF 36,13,10,Kyle Orton pass complete short left to Chris Hogan for 5 yards (tackle by Chad Greenway),0.370,-0.650
3,13:08,4,1,BUF 41,13,10,"Colton Schmidt punts 53 yards, fair catch by Marcus Sherels",-0.650,0.380
3,13:00,1,10,MIN 6,13,10,Jerick McKinnon up the middle for 29 yards (tackle by Nigel Bradham),-0.380,1.270
3,12:20,1,10,MIN 35,13,10,Jerick McKinnon up the middle for 1 yard (tackle by Jerry Hughes),1.270,0.860
3,11:44,2,9,MIN 36,13,10,Teddy Bridgewater sacked by Jerry Hughes and Da'Norris Searcy for -11 yards,0.860,-1.290
3,10:57,3,20,MIN 25,13,10,Matt Asiata up the middle for 3 yards (tackle by Kyle Williams and Duke Williams),-1.290,-1.500
3,10:28,4,17,MIN 28,13,10,"Jeff Locke punts 45 yards, returned by Leodis McKelvin for 13 yards (tackle by Marcus Sherels)",-1.500,-1.600
3,10:13,1,10,BUF 40,13,10,Anthony Dixon left tackle for 5 yards (tackle by Sharrif Floyd and Chad Greenway),1.600,1.730
3,9:40,2,5,BUF 45,13,10,Kyle Orton pass complete short right to Sammy Watkins for 15 yards (tackle by Josh Robinson). Penalty on Xavier Rhodes: Defensive Holding (Declined),1.730,2.920
3,9:11,1,10,MIN 40,13,10,Anthony Dixon left guard for 12 yards (tackle by Chad Greenway and Jasper Brinkley),2.920,3.710
3,8:32,1,10,MIN 28,13,10,Kyle Orton pass complete short right to Anthony Dixon for 8 yards (tackle by Jasper Brinkley),3.710,4.250
3,8:06,2,2,MIN 20,13,10,Frank Summers left tackle for 3 yards (tackle by Anthony Barr and Chad Greenway),4.250,4.440
3,7:26,1,10,MIN 17,13,10,"Kyle Orton sacked by Everson Griffen for -3 yards. Kyle Orton fumbles (forced by Everson Griffen), recovered by Anthony Barr at MIN-18 (tackle by Eric Wood)",4.440,-0.040
3,7:18,1,10,MIN 18,13,10,Matt Asiata up the middle for 11 yards (tackle by Aaron Williams),0.040,0.870
3,6:44,1,10,MIN 29,13,10,Matt Asiata right guard for 4 yards (tackle by Kyle Williams),0.870,0.870
3,6:04,2,6,MIN 33,13,10,Matt Asiata right end for 5 yards (tackle by Duke Williams),0.870,0.830
3,5:23,3,1,MIN 38,13,10,Jerome Felton up the middle for no gain (tackle by Preston Brown and Marcell Dareus),0.830,-0.850
3,4:36,4,1,MIN 38,13,10,"Jeff Locke punts 54 yards. Penalty on Marcus Sherels: Illegal Touch Kick, 5 yards",-0.850,0.320
3,4:24,1,10,BUF 13,13,10,Kyle Orton pass complete short right to Chris Gragg for 5 yards (tackle by Chad Greenway),-0.320,-0.140
3,4:05,2,5,BUF 18,13,10,Anthony Dixon right end for no gain (tackle by Robert Blanton),-0.140,-0.830
3,3:18,3,5,BUF 18,13,10,Kyle Orton sacked by Everson Griffen for -6 yards,-0.830,-2.490
3,2:40,4,11,BUF 12,13,10,"Colton Schmidt punts 51 yards, returned by Marcus Sherels for 12 yards (tackle by Duke Williams)",-2.490,-2.190
3,2:28,1,10,MIN 49,13,10,Jerick McKinnon up the middle for 9 yards (tackle by Da'Norris Searcy and Corey Graham),2.190,2.860
3,2:03,2,1,BUF 42,13,10,Jerick McKinnon up the middle for 1 yard (tackle by Corey Graham),2.860,2.850
3,1:45,1,10,BUF 41,13,10,Teddy Bridgewater pass complete short right to Jarius Wright for 4 yards (tackle by Corey Graham),2.850,2.850
3,1:06,2,6,BUF 37,13,10,"Teddy Bridgewater pass complete short left to Chase Ford for 15 yards (tackle by Nigel Bradham). Penalty on Matt Kalil: Illegal Use of Hands, 10 yards (no play)",2.850,1.500
3,0:45,2,16,BUF 47,13,10,Jerick McKinnon right tackle for -2 yards (tackle by Jerry Hughes and Jarius Wynn),1.500,0.560
Quarter,Time,Down,ToGo,Location,MIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,18,BUF 49,13,10,Teddy Bridgewater pass complete deep left to Jarius Wright for 28 yards,0.560,4.170
,,,,,,,"BUF challenged the pass completion ruling, and the play was upheld.",,
4,14:52,1,10,BUF 21,13,10,Jerick McKinnon up the middle for no gain (tackle by Nigel Bradham and Kyle Williams),4.170,3.630
4,14:12,2,10,BUF 21,13,10,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon (defended by Jarius Wynn),3.630,2.940
4,14:07,3,10,BUF 21,13,10,Teddy Bridgewater pass complete short right to Jarius Wright for 14 yards (tackle by Leodis McKelvin and Aaron Williams),2.940,5.600
4,13:35,1,7,BUF 7,13,10,Teddy Bridgewater sacked by Jerry Hughes for -7 yards,5.600,3.580
4,12:59,2,14,BUF 14,13,10,Teddy Bridgewater sacked by Marcell Dareus for -9 yards,3.580,1.950
4,12:19,3,23,BUF 23,13,10,Jerick McKinnon up the middle for 8 yards (tackle by Da'Norris Searcy and Duke Williams),1.950,2.440
4,11:47,4,15,BUF 15,16,10,Blair Walsh 33 yard field goal good,2.440,3.000
4,11:47,,,MIN 35,16,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,11:45,1,10,BUF 20,16,10,Anthony Dixon up the middle for 1 yard (tackle by Robert Blanton and Shamar Stephen),0.280,-0.130
4,11:08,2,9,BUF 21,16,10,Kyle Orton pass complete short right to Anthony Dixon for 10 yards (tackle by Josh Robinson),-0.130,1.000
4,10:47,1,10,BUF 31,16,10,Anthony Dixon left guard for 3 yards (tackle by Everson Griffen and Chad Greenway),1.000,0.870
4,10:07,2,7,BUF 34,16,10,Anthony Dixon up the middle for 3 yards (tackle by Everson Griffen and Chad Greenway),0.870,0.560
4,9:28,3,4,BUF 37,16,10,Kyle Orton pass complete short middle to Chris Gragg for 14 yards (tackle by Anthony Barr),0.560,2.320
4,8:49,1,10,MIN 49,16,10,"Kyle Orton pass incomplete short left intended for Lee Smith. Penalty on Everson Griffen: Defensive Holding, 5 yards (no play)",2.320,2.650
4,8:45,1,10,MIN 44,16,10,Kyle Orton pass complete short right to Anthony Dixon for -3 yards (tackle by Captain Munnerlyn and Chad Greenway),2.650,1.710
4,8:14,2,13,MIN 47,16,10,Anthony Dixon up the middle for 3 yards (tackle by Anthony Barr and Sharrif Floyd),1.710,1.420
4,7:35,3,10,MIN 44,16,10,Kyle Orton sacked by Sharrif Floyd and Everson Griffen for -8 yards,1.420,-0.190
4,6:57,4,18,BUF 48,16,10,"Colton Schmidt punts 30 yards, fair catch by Marcus Sherels",-0.190,-0.410
4,6:49,1,10,MIN 22,16,10,Teddy Bridgewater pass incomplete short right intended for Rhett Ellison (defended by Mario Williams),0.410,-0.130
4,6:45,2,10,MIN 22,16,10,Jerick McKinnon left guard for 1 yard (tackle by Preston Brown),-0.130,-0.690
4,6:01,3,9,MIN 23,16,10,Teddy Bridgewater pass complete short right to Greg Jennings for 13 yards (tackle by Leodis McKelvin),-0.690,1.330
4,5:28,1,10,MIN 36,16,10,Jerick McKinnon left guard for 13 yards (tackle by Duke Williams),1.330,2.190
4,4:41,1,10,MIN 49,16,10,"Penalty on Teddy Bridgewater: Delay of Game, 5 yards (no play)",2.190,1.860
4,4:41,1,15,MIN 44,16,10,Jerick McKinnon left guard for 1 yard (tackle by Nigel Bradham),1.860,1.110
4,3:59,2,14,MIN 45,16,10,Teddy Bridgewater pass incomplete deep right intended for Cordarrelle Patterson,1.110,0.430
4,3:52,3,14,MIN 45,16,10,Teddy Bridgewater left tackle for 7 yards (tackle by Duke Williams),0.430,0.070
4,3:15,4,7,BUF 48,16,10,"Jeff Locke punts 48 yards, touchback",0.070,-0.280
4,3:07,1,10,BUF 20,16,10,Kyle Orton pass complete short middle to Robert Woods for 4 yards (tackle by Chad Greenway and Anthony Barr),0.280,0.270
4,2:42,2,6,BUF 24,16,10,Kyle Orton pass complete short right to Scott Chandler for 7 yards (tackle by Anthony Barr),0.270,1.000
4,2:38,1,10,BUF 31,16,10,Kyle Orton pass incomplete short left intended for Robert Woods,1.000,0.460
4,2:31,2,10,BUF 31,16,10,Kyle Orton pass complete deep middle to Sammy Watkins for 19 yards (tackle by Harrison Smith and Robert Blanton),0.460,2.260
4,2:00,1,10,,16,10,Kyle Orton sacked by Linval Joseph for -7 yards,2.260,0.770
4,1:55,2,17,BUF 43,16,10,Kyle Orton pass incomplete short left intended for Scott Chandler,0.770,0.100
4,1:51,3,17,BUF 43,16,10,Kyle Orton sacked by Tom Johnson for -3 yards,0.100,-0.720
4,1:27,4,20,BUF 40,16,10,Kyle Orton pass complete deep middle to Scott Chandler for 24 yards (tackle by Harrison Smith),-0.720,-0.720
4,1:18,4,20,BUF 40,16,10,Timeout #2 by Buffalo Bills,-0.720,3.180
4,1:18,1,10,MIN 36,16,10,"Penalty on Seantrel Henderson: False Start, 5 yards (no play)",3.180,2.850
4,1:18,1,15,MIN 41,16,10,Kyle Orton pass incomplete deep left intended for Sammy Watkins,2.850,1.960
4,1:12,2,15,MIN 41,16,10,Kyle Orton pass complete short middle to Chris Hogan for 3 yards (tackle by Anthony Barr),1.960,1.690
4,0:51,3,12,MIN 38,16,10,Kyle Orton pass complete short right to Sammy Watkins for 18 yards (tackle by Josh Robinson),1.690,1.690
4,0:42,3,12,MIN 38,16,10,Timeout #3 by Buffalo Bills,1.690,4.240
4,0:41,1,10,MIN 20,16,10,"Kyle Orton pass incomplete. Penalty on Kyle Orton: Intentional Grounding, 10 yards",4.240,2.340
4,0:25,2,20,MIN 30,16,10,Kyle Orton pass complete deep left to Chris Hogan for 28 yards (tackle by Xavier Rhodes),2.340,6.740
4,0:05,1,2,MIN 2,16,10,Kyle Orton spiked the ball,6.740,6.740
4,0:05,1,2,MIN 2,16,10,Timeout #1 by Minnesota Vikings,6.740,5.720
4,0:01,2,2,MIN 2,16,16,"Kyle Orton pass complete short left to Sammy Watkins for 2 yards, touchdown",5.720,7.000
4,0:01,,,MIN 2,16,17,Dan Carpenter kicks extra point good,0.000,0.000
4,0:01,,,BUF 35,16,17,"Jordan Gay kicks onside 28 yards, recovered by Cordarrelle Patterson",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
