Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
3,10:24,2,4,BUF 11,13,21,LeSean McCoy left tackle for 3 yards (tackle by Whitney Mercilus),-0.340,-0.370
3,9:44,3,1,BUF 14,13,21,Tyrod Taylor right tackle for 2 yards (tackle by Kareem Jackson),-0.370,-0.140
3,9:00,1,10,BUF 16,13,21,"Tyrod Taylor pass complete deep middle to Sammy Watkins for 21 yards (tackle by Quintin Demps). Penalty on Matthew Mulligan: Offensive Holding, 8 yards (no play)",-0.140,-0.680
3,8:43,1,18,BUF 8,13,21,Tyrod Taylor pass incomplete short left intended for Chris Hogan (defended by Johnathan Joseph),-0.680,-1.360
3,8:37,2,18,BUF 8,13,21,Tyrod Taylor pass incomplete short left intended for Robert Woods,-1.360,-2.360
3,8:28,3,18,BUF 8,13,21,Tyrod Taylor pass complete short left to Mike Gillislee for 5 yards (tackle by John Simon),-2.360,-2.490
3,7:54,4,13,BUF 13,13,21,"Colton Schmidt punts 44 yards, fair catch by Keith Mumphery",-2.490,-1.800
3,7:46,1,10,HOU 43,13,21,Chris Polk middle for 5 yards (tackle by Preston Brown and Ronald Darby),1.800,1.930
3,7:04,2,5,HOU 48,13,21,Brian Hoyer pass incomplete deep right intended for Nate Washington (defended by Bacarri Rambo),1.930,1.220
3,6:55,3,5,HOU 48,13,21,Brian Hoyer pass complete short left to Cecil Shorts for 15 yards (tackle by Corey Graham),1.220,3.120
3,6:26,1,10,BUF 37,13,21,"Jonathan Grimes left tackle for no gain (tackle by Marcell Dareus and Jerry Hughes). Penalty on Ryan Griffin: Chop Block, 14 yards (no play)",3.120,2.190
3,5:56,1,24,HOU 49,13,21,Brian Hoyer sacked by Bacarri Rambo for -8 yards,2.190,-0.400
3,5:17,2,32,HOU 41,13,21,Jonathan Grimes middle for 4 yards (tackle by Marcell Dareus and Preston Brown),-0.400,-0.490
3,4:43,3,28,HOU 45,13,21,Brian Hoyer pass complete short right to Cecil Shorts for 11 yards (tackle by Jerry Hughes and Corey Graham),-0.490,0.330
3,4:08,4,17,BUF 44,13,21,Shane Lechler punts 35 yards,0.330,0.380
3,4:03,1,10,BUF 9,13,21,Mike Gillislee middle for 1 yard (tackle by Vince Wilfork and J.J. Watt),-0.380,-0.710
3,3:27,2,9,BUF 10,13,21,Tyrod Taylor left end for -1 yards (tackle by Jadeveon Clowney),-0.710,-1.420
3,2:47,3,10,BUF 9,13,21,Tyrod Taylor pass complete deep right to Sammy Watkins for 53 yards (tackle by Johnathan Joseph),-1.420,3.050
3,2:03,1,10,HOU 38,13,21,Mike Gillislee right guard for 4 yards (tackle by Vince Wilfork and Brandon Dunn),3.050,3.050
3,1:23,2,6,HOU 34,13,21,Mike Gillislee left guard for 2 yards (tackle by Brandon Dunn and Benardrick McKinney),3.050,2.610
3,0:43,3,4,HOU 32,13,21,Tyrod Taylor pass incomplete deep right intended for Robert Woods,2.610,1.270
3,0:36,4,4,HOU 32,13,21,Dan Carpenter 50 yard field goal no good,1.270,-1.600
3,0:31,1,10,HOU 40,13,21,Chris Polk middle for no gain (tackle by Corbin Bryant),1.600,1.050
Quarter,Time,Down,ToGo,Location,HOU,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,HOU 40,13,21,Brian Hoyer pass incomplete short right intended for Cecil Shorts,1.050,0.370
4,14:55,3,10,HOU 40,13,21,Brian Hoyer pass complete short left to DeAndre Hopkins for 11 yards (tackle by Nickell Robey-Coleman),0.370,2.320
4,14:20,1,10,BUF 49,13,21,Brian Hoyer pass incomplete short left intended for DeAndre Hopkins,2.320,1.780
4,14:13,2,10,BUF 49,13,21,Alfred Blue left guard for 4 yards (tackle by Corbin Bryant),1.780,1.620
4,13:32,3,6,BUF 45,13,21,Brian Hoyer pass incomplete short right intended for Nate Washington (defended by Nickell Robey-Coleman),1.620,0.270
4,13:28,4,6,BUF 45,13,21,"Shane Lechler punts 31 yards, fair catch by Marcus Thigpen. Penalty on Jay Prosch: Ineligible Downfield Kick, 5 yards",0.270,-0.150
4,13:20,1,10,BUF 19,13,21,Tyrod Taylor sacked by Jadeveon Clowney for -8 yards,0.150,-1.360
4,12:47,2,18,BUF 11,13,21,Tyrod Taylor pass complete short left to Charles Clay for 8 yards (tackle by Johnathan Joseph),-1.360,-1.070
4,12:19,3,10,BUF 19,13,21,Tyrod Taylor pass incomplete deep middle intended for Charles Clay,-1.070,-2.140
4,12:13,4,10,BUF 19,13,21,Colton Schmidt punts 64 yards,-2.140,0.060
4,11:58,1,10,HOU 17,13,21,Brian Hoyer pass complete short right to DeAndre Hopkins for 23 yards (tackle by Ronald Darby),-0.060,1.600
4,11:27,1,10,HOU 40,13,21,Chris Polk left tackle for no gain (tackle by Manny Lawson),1.600,1.050
4,10:57,2,10,HOU 40,13,21,Chris Polk middle for 9 yards (tackle by Manny Lawson and Preston Brown),1.050,1.550
4,10:33,3,1,HOU 49,13,21,Brian Hoyer pass complete deep right to DeAndre Hopkins for 29 yards (tackle by Ronald Darby),1.550,4.110
4,10:02,1,10,BUF 22,13,21,Chris Polk left guard for 3 yards (tackle by Manny Lawson),4.110,3.970
4,9:19,2,7,BUF 19,19,21,"Brian Hoyer pass complete deep right to DeAndre Hopkins for 19 yards, touchdown",3.970,7.000
4,9:19,2,,BUF 19,21,21,"Two Point Attempt: Jonathan Grimes left guard, conversion succeeds",3.970,1.000
4,9:19,,,HOU 35,21,21,"Nick Novak kicks off 66 yards, returned by Marcus Thigpen for 25 yards (tackle by Charles James)",0.000,-0.540
4,9:06,1,10,BUF 24,21,21,Tyrod Taylor pass complete short right to Robert Woods for 17 yards (tackle by Kareem Jackson),0.540,1.660
4,8:21,1,10,BUF 41,21,21,LeSean McCoy left tackle for no gain (tackle by Whitney Mercilus),1.660,1.120
4,7:50,2,10,BUF 41,21,21,LeSean McCoy left guard for 5 yards (tackle by Kareem Jackson),1.120,1.090
4,7:16,3,5,BUF 46,21,21,"Tyrod Taylor sacked by J.J. Watt for -6 yards. Penalty on Jordan Mills: Offensive Holding (Offsetting), Penalty on HOU: Defensive Holding (Offsetting) (no play)",1.090,1.090
4,6:56,3,5,BUF 46,21,21,Tyrod Taylor pass incomplete short right intended for Robert Woods (defended by Kevin Johnson),1.090,-0.320
4,6:51,4,5,BUF 46,21,21,"Colton Schmidt punts 34 yards, fair catch by Keith Mumphery",-0.320,-0.280
4,6:43,1,10,HOU 20,21,21,"Akeem Hunt right end for 7 yards (tackle by Manny Lawson). Penalty on C.J. Fiedorowicz: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,6:25,1,20,HOU 10,21,21,Chris Polk left guard for 6 yards (tackle by Preston Brown and Corbin Bryant),-0.760,-0.940
4,5:46,2,14,HOU 16,21,21,Brian Hoyer pass incomplete deep middle intended for Nate Washington (defended by Bacarri Rambo). Penalty on Kendall Lamm: Illegal Formation (Declined),-0.940,-1.690
4,5:39,3,14,HOU 16,21,21,Jonathan Grimes middle for 3 yards (tackle by Manny Lawson),-1.690,-2.140
4,5:08,4,11,HOU 19,21,21,"Shane Lechler punts 57 yards, returned by Marcus Thigpen for 16 yards (tackle by Max Bullough). Penalty on Alfred Blue: Ineligible Downfield Kick, 5 yards",-2.140,-1.930
4,4:55,1,10,BUF 45,21,21,LeSean McCoy middle for 1 yard (tackle by J.J. Watt),1.930,1.520
4,4:26,2,9,BUF 46,21,21,LeSean McCoy right end for 3 yards (tackle by Whitney Mercilus and Andre Hal),1.520,1.220
4,3:50,3,6,BUF 49,21,21,Tyrod Taylor pass incomplete short right intended for Charles Clay (defended by Andre Hal),1.220,-0.130
4,3:46,4,6,BUF 49,21,21,"Colton Schmidt punts 45 yards, out of bounds",-0.130,0.380
4,3:38,1,10,HOU 6,21,21,Brian Hoyer pass incomplete short left intended for Ryan Griffin (defended by Corey Graham),-0.380,-0.780
4,3:32,2,10,HOU 6,21,21,Chris Polk right guard for 4 yards (tackle by Marcell Dareus),-0.780,-0.950
4,2:53,3,6,HOU 10,21,21,Brian Hoyer pass incomplete short left intended for Cecil Shorts (defended by Bacarri Rambo),-0.950,-2.490
4,2:46,4,6,HOU 10,21,21,"Shane Lechler punts 45 yards, returned by Marcus Thigpen for 42 yards (tackle by Kurtis Drummond). Penalty on Ron Brooks: Offensive Holding, 10 yards",-2.490,-1.270
4,2:33,1,10,BUF 35,21,21,"Tyrod Taylor right end for 1 yard (tackle by Jared Crick). Penalty on Kraig Urbik: Offensive Holding, 10 yards (no play)",1.270,0.610
4,2:23,1,20,BUF 25,21,21,Tyrod Taylor pass complete short left to Chris Hogan for 12 yards (tackle by Johnathan Joseph),0.610,0.990
4,2:16,2,8,BUF 37,21,21,LeSean McCoy for 20 yards,0.990,2.720
4,2:06,1,10,HOU 43,21,21,Mike Gillislee middle for 3 yards (tackle by Jared Crick),2.720,2.580
4,2:00,2,7,HOU 40,21,27,"Tyrod Taylor pass complete deep middle to Charles Clay for 40 yards, touchdown",2.580,7.000
4,2:00,,,HOU 40,21,27,Dan Carpenter kicks extra point no good,0.000,-1.000
4,2:00,,,BUF 35,21,27,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,1:53,1,10,HOU 20,21,27,Brian Hoyer pass incomplete deep right intended for Nate Washington,0.280,-0.270
4,1:44,2,10,HOU 20,21,27,Brian Hoyer pass incomplete short middle intended for DeAndre Hopkins,-0.270,-0.960
4,1:42,3,10,HOU 20,21,27,Brian Hoyer pass incomplete deep right intended for Cecil Shorts,-0.960,-0.960
4,1:37,3,10,HOU 20,21,27,Timeout #1 by Houston Texans,-0.960,-2.030
4,1:37,4,10,HOU 20,21,27,Brian Hoyer pass incomplete short right intended for Cecil Shorts (defended by Nickell Robey-Coleman),-2.030,-4.240
4,1:33,1,10,HOU 20,21,27,LeSean McCoy left tackle for no gain (tackle by John Simon),4.240,4.240
4,1:28,1,10,HOU 20,21,27,Timeout #2 by Houston Texans,4.240,3.690
4,1:28,2,10,HOU 20,21,27,LeSean McCoy right guard for no gain (tackle by Andre Hal and John Simon),3.690,3.690
4,1:22,2,10,HOU 20,21,27,Timeout #3 by Houston Texans,3.690,3.010
4,1:22,3,10,HOU 20,21,27,Tyrod Taylor right end for 2 yards (tackle by Andre Hal),3.010,3.010
4,0:37,3,10,HOU 20,21,27,Timeout #1 by Buffalo Bills,3.010,2.250
4,0:37,4,8,HOU 18,21,30,Dan Carpenter 36 yard field goal good,2.250,3.000
4,0:37,,,BUF 35,21,30,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.280
4,0:33,1,10,HOU 20,21,30,Brian Hoyer pass complete short left to Cecil Shorts for 11 yards,0.280,1.000
4,0:26,1,10,HOU 31,21,30,Brian Hoyer pass complete short left to Ryan Griffin for 14 yards (tackle by Manny Lawson),1.000,1.000
4,0:19,1,10,HOU 31,21,30,Timeout #2 by Buffalo Bills,1.000,1.930
4,0:19,1,10,HOU 45,21,30,Brian Hoyer pass complete short left to Jonathan Grimes for 4 yards (tackle by Leodis McKelvin),1.930,1.920
4,0:13,2,6,HOU 49,21,30,Brian Hoyer pass incomplete deep left intended for Ryan Griffin,1.920,1.220
4,0:08,3,6,HOU 49,21,30,Brian Hoyer pass complete deep right to Cecil Shorts for 23 yards (tackle by Nickell Robey-Coleman),1.220,3.710
4,0:03,1,10,BUF 28,21,30,Brian Hoyer pass incomplete deep right intended for Jaelen Strong is intercepted by Marcus Easley at BUF-0,3.710,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
