Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
2,0:46,3,1,CHI 19,14,13,Khalil Herbert right tackle for 9 yards (tackle by Derek Stingley and Jonathan Owens),-0.370,0.810
2,0:21,1,10,CHI 28,14,13,Justin Fields sacked by and Jonathan Greenard for no gain and Rasheem Green for no gain,0.810,0.260
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,13,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,14,13,Davis Mills pass complete short left to Dameon Pierce for 12 yards (tackle by Eddie Jackson),0.610,1.400
3,14:31,1,10,HOU 37,14,13,Davis Mills pass complete short middle to Jordan Akins for 25 yards (tackle by Kyler Gordon and Eddie Jackson),1.400,3.050
3,13:50,1,10,CHI 38,14,13,Dameon Pierce right tackle for 4 yards (tackle by Roquan Smith and Jaylon Jones),3.050,3.050
3,13:18,2,6,CHI 34,14,13,"Davis Mills pass incomplete short right intended for Brandin Cooks. Penalty on Kindle Vildor: Illegal Contact, 5 yards (accepted) (no play)",3.050,3.640
3,13:12,1,10,CHI 29,14,13,Davis Mills pass incomplete deep left intended for Brandin Cooks,3.640,3.100
3,13:08,2,10,CHI 29,14,13,Dameon Pierce right tackle for 2 yards (tackle by Armon Watts),3.100,2.680
3,12:20,3,8,CHI 27,14,13,Davis Mills pass complete short left to Pharaoh Brown for 6 yards (tackle by Eddie Jackson and Roquan Smith),2.680,2.180
3,11:30,4,2,CHI 21,17,13,Ka'imi Fairbairn 39 yard field goal good,2.180,3.000
3,11:25,,,HOU 35,17,13,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,11:25,1,10,CHI 25,17,13,Khalil Herbert right guard for 52 yards (tackle by Derek Stingley),0.610,4.040
3,10:34,1,10,HOU 23,17,13,Justin Fields pass complete short middle to Equanimeous St. Brown for 20 yards (tackle by Jonathan Owens),4.040,6.510
3,9:53,1,3,HOU 3,17,13,Khalil Herbert left guard for -2 yards (tackle by Jalen Pitre and Jerry Hughes),6.510,5.150
3,9:11,2,5,HOU 5,17,13,Khalil Herbert right guard for 4 yards (tackle by Rasheem Green),5.150,5.170
3,8:29,3,1,HOU 1,17,19,"Khalil Herbert left tackle for 1 yard, touchdown",5.170,7.000
3,8:25,,,HOU 15,17,20,Cairo Santos kicks extra point good,0.000,0.000
3,8:25,,,CHI 35,17,20,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,8:25,1,10,HOU 25,17,20,Dameon Pierce right guard for 6 yards (tackle by Roquan Smith and Joe Thomas),0.610,0.870
3,7:51,2,4,HOU 31,17,20,Dameon Pierce right end for 6 yards (tackle by Roquan Smith and Kyler Gordon),0.870,1.400
3,7:08,1,10,HOU 37,17,20,Dameon Pierce right end for no gain (tackle by Roquan Smith),1.400,0.860
3,6:28,2,10,HOU 37,17,20,Davis Mills pass complete short right to Dameon Pierce for 9 yards (tackle by Nicholas Morrow and Justin Jones),0.860,1.360
3,5:40,3,1,HOU 46,17,20,Davis Mills pass incomplete short left intended for Brandin Cooks (defended by Kyler Gordon),1.360,-0.320
3,5:38,4,1,HOU 46,17,20,M.J. Stewart right guard for 3 yards (tackle by Robert Quinn),-0.320,2.190
3,4:52,1,10,HOU 49,17,20,Davis Mills pass complete short middle to Nico Collins for 22 yards (tackle by Kindle Vildor and Roquan Smith),2.190,3.640
3,4:07,1,10,CHI 29,17,20,Davis Mills pass incomplete deep left intended for Nico Collins,3.640,3.100
3,4:02,2,10,CHI 29,17,20,Dameon Pierce right guard for 3 yards (tackle by Angelo Blackson and Roquan Smith),3.100,2.810
3,3:26,3,7,CHI 26,17,20,Davis Mills pass complete short right to Phillip Dorsett for 15 yards (tackle by Jaquan Brisker),2.810,4.840
3,2:48,1,10,CHI 11,17,20,Davis Mills pass complete short right to Rex Burkhead for 6 yards (tackle by Joe Thomas),4.840,5.280
3,2:16,2,4,CHI 5,17,20,Rex Burkhead right tackle for 3 yards (tackle by Jaquan Brisker and Joe Thomas),5.280,5.120
3,1:33,3,1,CHI 2,17,20,Dameon Pierce right tackle for -3 yards (tackle by Roquan Smith),5.120,3.010
3,0:58,4,4,CHI 5,20,20,Ka'imi Fairbairn 23 yard field goal good,3.010,3.000
3,0:54,,,HOU 35,20,20,"Ka'imi Fairbairn kicks off 63 yards, returned by Trestan Ebner for 20 yards (tackle by Eric Murray)",0.000,0.410
3,0:47,1,10,CHI 22,20,20,Justin Fields pass incomplete short right intended for Jake Tonges,0.410,-0.130
3,0:41,2,10,CHI 22,20,20,Khalil Herbert right guard for 4 yards (tackle by Christian Kirksey),-0.130,-0.290
Quarter,Time,Down,ToGo,Location,HOU,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,CHI 26,20,20,Justin Fields pass deep middle intended for Darnell Mooney is intercepted by Jalen Pitre at HOU-41 and returned for 20 yards (tackle by Khalil Herbert),-0.290,-2.980
4,14:49,1,10,CHI 39,20,20,Davis Mills pass complete short left to Rex Burkhead for 4 yards (tackle by Joe Thomas),2.980,2.980
4,14:14,2,6,CHI 35,20,20,Davis Mills sacked by Justin Jones for -8 yards,2.980,1.220
4,13:35,3,14,CHI 43,20,20,Davis Mills pass complete short middle to Pharaoh Brown for -5 yards (tackle by Nicholas Morrow),1.220,0.070
4,12:49,4,19,CHI 48,20,20,Cameron Johnston punts 40 yards downed by Tremon Smith,0.070,0.380
4,12:38,1,10,CHI 8,20,20,Khalil Herbert right tackle for 8 yards (tackle by Jerry Hughes),-0.380,-0.090
4,11:52,2,2,CHI 16,20,20,Khalil Herbert right guard for 6 yards (tackle by Rasheem Green and Christian Kirksey),-0.090,0.410
4,11:12,1,10,CHI 22,20,20,Khalil Herbert right guard for 2 yards (tackle by Rasheem Green and Roy Lopez),0.410,0.140
4,10:35,2,8,CHI 24,20,20,Equanimeous St. Brown right end for 2 yards (tackle by Jalen Pitre),0.140,-0.290
4,9:56,3,6,CHI 26,20,20,Justin Fields pass complete short middle to Cole Kmet for 16 yards (tackle by Jonathan Owens and Christian Kirksey),-0.290,1.730
4,9:01,1,10,CHI 42,20,20,"Penalty on Sam Mustipher: False Start, 5 yards (accepted) (no play)",1.730,1.400
4,9:01,1,15,CHI 37,20,20,Justin Fields pass complete deep middle to Darnell Mooney for 18 yards (tackle by Jalen Pitre),1.400,2.590
4,8:24,1,10,HOU 45,20,20,"Justin Fields scrambles right guard for 1 yard (tackle by Desmond King) Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",2.590,2.180
4,7:51,2,9,HOU 44,20,20,Khalil Herbert right tackle for -4 yards (tackle by Jonathan Greenard),2.180,0.960
4,7:26,3,13,HOU 48,20,20,"Penalty on HOU: Illegal Substitution, 5 yards (accepted) (no play)",0.960,1.620
4,7:26,3,8,HOU 43,20,20,Justin Fields sacked by Derek Stingley for no gain,1.620,0.400
4,6:46,4,8,HOU 43,20,20,"Penalty on Sterling Weatherford: False Start, 5 yards (accepted) (no play)",0.400,0.070
4,6:46,4,13,HOU 48,20,20,"Trenton Gill punts 39 yards, fair catch by Desmond King at HOU-9",0.070,0.380
4,6:39,1,10,HOU 9,20,20,"Dameon Pierce right guard for -4 yards. Dameon Pierce fumbles (forced by Al-Quadin Muhammad) (tackle by Kindle Vildor), recovered by Tytus Howard at HOU-6",-0.380,-1.000
4,5:52,2,13,HOU 6,20,20,Davis Mills pass complete short right to Rex Burkhead for 3 yards (tackle by Jaquan Brisker),-1.000,-1.420
4,5:17,3,10,HOU 9,20,20,Davis Mills pass complete short middle to Pharaoh Brown for 30 yards (tackle by Kindle Vildor and Nicholas Morrow),-1.420,1.530
4,4:32,1,10,HOU 39,20,20,"Rex Burkhead left tackle for no gain (tackle by Mike Pennel). Penalty on Scott Quessenberry: Offensive Holding, 10 yards (accepted) (no play)",1.530,0.870
4,4:27,1,20,HOU 29,20,20,Rex Burkhead left guard for 2 yards (tackle by Roquan Smith and Armon Watts),0.870,-0.090
4,3:56,2,18,HOU 31,20,20,Davis Mills pass incomplete deep right intended for O.J. Howard,-0.090,-0.760
4,3:50,3,18,HOU 31,20,20,Davis Mills pass complete short middle to Rex Burkhead for 8 yards (tackle by Nicholas Morrow),-0.760,-0.780
4,3:14,4,10,HOU 39,20,20,"Cameron Johnston punts 49 yards, returned by Dante Pettis for no gain (tackle by Grayland Arnold)",-0.780,0.350
4,3:05,1,10,CHI 12,20,20,Khalil Herbert left guard for 19 yards (tackle by Jonathan Owens),-0.350,1.000
4,2:58,1,10,CHI 31,20,20,Khalil Herbert right guard for 2 yards (tackle by Jalen Pitre),1.000,0.730
4,2:18,2,8,CHI 33,20,20,Justin Fields sacked by Jalen Pitre for -8 yards,0.730,-1.020
4,2:00,3,16,CHI 25,20,20,Justin Fields pass complete short right to Khalil Herbert for 7 yards (tackle by Desmond King),-1.020,-1.240
4,1:52,,,,,,Timeout #1 by Houston Texans,,
4,1:52,4,9,CHI 32,20,20,"Trenton Gill punts 41 yards out of bounds. Penalty on Jonathan Owens: Offensive Holding, 10 yards (accepted)",-1.240,0.060
4,1:42,1,10,HOU 17,20,20,Davis Mills pass complete short left to Brandin Cooks for 5 yards (tackle by Jaylon Jones),-0.060,0.210
4,1:37,2,5,HOU 22,20,20,Davis Mills pass complete short left to Chris Moore for 4 yards (tackle by Kyler Gordon),0.210,-0.120
4,1:14,3,1,HOU 26,20,20,Davis Mills pass short left (defended by Angelo Blackson) intended for Rex Burkhead is intercepted by Roquan Smith at HOU-30 and returned for 18 yards (tackle by Davis Mills),-0.120,-4.780
4,1:05,1,10,HOU 12,20,20,Khalil Herbert left guard for 1 yard (tackle by Jalen Pitre and Steven Nelson),4.780,4.270
4,1:01,,,,,,Timeout #2 by Houston Texans,,
4,1:01,2,9,HOU 11,20,20,Justin Fields kneels for no gain,4.270,3.290
4,0:18,,,,,,Timeout #1 by Chicago Bears,,
4,0:18,3,9,HOU 11,20,20,Justin Fields kneels for -1 yards,3.290,2.630
4,0:03,,,,,,Timeout #2 by Chicago Bears,,
4,0:03,4,10,HOU 12,20,23,Cairo Santos 30 yard field goal good,2.630,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
