Quarter,Time,Down,ToGo,Location,CHI,CIN,Detail,EPB,EPA
2,9:49,2,3,CHI 44,0,21,"Jay Cutler pass complete deep middle to Devin Hester for 18 yards (tackle by Chris Crocker and Johnathan Joseph). Devin Hester fumbles (forced by Chris Crocker), recovered by Dhani Jones at CIN-34 (tackle by Garrett Wolfe)",1.800,-1.200
2,9:41,1,10,CIN 34,0,21,Cedric Benson left tackle for 1 yard (tackle by Adewale Ogunleye and Israel Idonije),1.200,0.790
2,9:05,2,9,CIN 35,0,21,Cedric Benson right end for 4 yards (tackle by Israel Idonije),0.790,0.630
2,8:26,3,5,CIN 39,0,21,Carson Palmer pass complete short middle to Jeremi Johnson for 7 yards (tackle by Marcus Harrison),0.630,1.990
2,7:47,1,10,CIN 46,0,21,Cedric Benson left guard for 3 yards (tackle by Lance Briggs),1.990,1.860
2,7:10,2,7,CIN 49,0,21,Carson Palmer pass complete short right to Chad Johnson for 11 yards (tackle by Lance Briggs and Charles Tillman),1.860,2.920
2,6:29,1,10,CHI 40,0,21,Cedric Benson left tackle for no gain (tackle by Anthony Adams),2.920,2.370
2,5:45,2,10,CHI 40,0,21,Cedric Benson left tackle for no gain (tackle by Lance Briggs),2.370,1.680
2,5:09,3,10,CHI 40,0,21,Carson Palmer pass complete short middle to Chad Johnson for 15 yards (tackle by Nick Roach and Nathan Vasher),1.680,3.910
2,4:26,1,10,CHI 25,0,21,Cedric Benson right guard for 14 yards (tackle by Hunter Hillenmeyer),3.910,4.840
2,4:02,1,10,CHI 11,0,21,Cedric Benson middle for 3 yards (tackle by Lance Briggs and Kevin Payne),4.840,4.700
2,3:22,2,7,CHI 8,0,21,Cedric Benson middle for no gain (tackle by Marcus Harrison),4.700,3.760
2,2:55,,,,0,21,Timeout #1 by Cincinnati Bengals,0.000,3.760
2,2:55,3,7,CHI 8,0,27,"Carson Palmer pass complete short left to Laveranues Coles for 8 yards, touchdown",3.760,7.000
2,,,,CHI 2,0,28,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,0,28,"Shayne Graham kicks off 63 yards, returned by Johnny Knox for 12 yards (tackle by Brandon Johnson)",0.000,0.150
2,2:41,1,10,CHI 19,0,28,Jay Cutler pass complete short right to Johnny Knox for 12 yards (tackle by Johnathan Joseph),0.150,1.000
2,2:18,1,10,CHI 31,0,28,Jay Cutler pass incomplete short left intended for Earl Bennett is intercepted by Leon Hall at CHI-39 and returned for 22 yards,1.000,-4.440
2,2:06,1,10,CHI 17,0,28,Cedric Benson right tackle for 2 yards (tackle by Alex Brown and Al Afalava),4.440,4.150
2,2:00,2,8,CHI 15,0,28,Carson Palmer pass complete short left to Andre Caldwell for 7 yards (tackle by Al Afalava),4.150,4.800
2,1:55,3,1,CHI 8,0,28,Cedric Benson middle for -3 yards (tackle by Alex Brown and Marcus Harrison),4.800,2.770
2,1:15,4,4,CHI 11,0,31,Shayne Graham 29 yard field goal good,2.770,3.000
2,,,,CIN 30,0,31,"Shayne Graham kicks off 69 yards, returned by Johnny Knox for 25 yards (tackle by Kyries Hebert)",0.000,0.670
2,1:05,1,10,CHI 26,0,31,Jay Cutler pass complete short middle to Desmond Clark for 3 yards (tackle by Johnathan Joseph),0.670,0.540
2,0:52,,,,0,31,Timeout #1 by Chicago Bears,0.000,0.540
2,0:52,2,7,CHI 29,0,31,Jay Cutler pass incomplete deep middle intended for Devin Hester (defended by Leon Hall),0.540,-0.160
2,0:44,3,7,CHI 29,0,31,Jay Cutler pass complete deep middle to Devin Hester for 17 yards (tackle by Johnathan Joseph),-0.160,1.990
2,0:35,,,,0,31,Timeout #2 by Chicago Bears,0.000,1.990
2,0:35,1,10,CHI 46,0,31,Jay Cutler pass complete deep middle to Devin Hester for 18 yards (tackle by Chris Crocker),1.990,3.180
2,0:18,1,10,CIN 36,0,31,Jay Cutler spiked the ball,3.180,2.640
2,0:17,2,10,CIN 36,0,31,"Penalty on Devin Hester: False Start, 5 yards (no play)",2.640,1.960
2,0:17,2,15,CIN 41,0,31,Jay Cutler pass complete deep middle to Earl Bennett for 26 yards (tackle by Nedu Ndukwe),1.960,4.580
2,0:11,,,,0,31,Timeout #3 by Chicago Bears,0.000,4.580
2,0:11,1,10,CIN 15,0,31,Jay Cutler pass incomplete short middle intended for Desmond Clark,4.580,3.950
2,0:07,2,10,CIN 15,0,31,Jay Cutler pass complete short left to Devin Hester for 11 yards (tackle by Leon Hall),3.950,6.280
2,0:01,1,4,CIN 4,3,31,Robbie Gould 22 yard field goal good,6.280,3.000
Quarter,Time,Down,ToGo,Location,CHI,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,31,"Shayne Graham kicks off 61 yards, returned by Johnny Knox for 18 yards (tackle by Tom Nelson)",0.000,0.740
3,14:55,1,10,CHI 27,3,31,Jay Cutler pass complete short right to Earl Bennett for -2 yards (tackle by Morgan Trent),0.740,-0.070
3,14:22,2,12,CHI 25,3,31,Jay Cutler pass complete short right to Johnny Knox for 3 yards (tackle by Johnathan Joseph),-0.070,-0.360
3,13:43,3,9,CHI 28,3,31,Jay Cutler pass complete short left to Greg Olsen for 8 yards (tackle by Michael Johnson and Leon Hall),-0.360,-0.980
,,,,,,,"CIN challenged the first down ruling, and the original play was overturned.",,
3,12:44,4,1,CHI 36,3,31,Jay Cutler middle for 2 yards (tackle by Dhani Jones),-0.980,1.470
3,12:11,1,10,CHI 38,3,31,Jay Cutler pass incomplete short middle intended for Matt Forte,1.470,0.920
3,12:06,2,10,CHI 38,3,31,Jay Cutler pass complete deep left to Devin Hester for 17 yards,0.920,2.590
3,11:36,1,10,CIN 45,3,31,"Jay Cutler pass incomplete deep right intended for Earl Bennett (defended by Morgan Trent). Penalty on Orlando Pace: Offensive Holding, 10 yards (no play)",2.590,1.930
3,11:28,1,20,CHI 45,3,31,"Jay Cutler for no gain. Jay Cutler fumbles, recovered by Matt Forte at CHI-39",1.930,-0.120
3,10:50,2,26,CHI 39,3,31,Jay Cutler pass complete short left to Matt Forte for 5 yards (tackle by Brandon Johnson),-0.120,-0.100
3,10:15,3,21,CHI 44,3,31,Jay Cutler pass complete short middle to Johnny Knox for 16 yards (tackle by Leon Hall),-0.100,0.590
3,9:33,4,5,CIN 40,3,31,Jay Cutler pass incomplete deep left intended for Earl Bennett is intercepted by Leon Hall at CIN-13 and returned for 26 yards,0.590,-1.530
3,9:18,1,10,CIN 39,3,31,Carson Palmer pass complete short right to Jeremi Johnson for 9 yards (tackle by Charles Tillman and Nick Roach),1.530,2.200
3,8:40,2,1,CIN 48,3,31,Cedric Benson left tackle for 5 yards (tackle by Lance Briggs and Adewale Ogunleye),2.200,2.460
3,8:01,1,10,CHI 47,3,31,Carson Palmer pass complete short right to Chad Johnson for 2 yards (tackle by Charles Tillman and Al Afalava),2.460,2.180
3,7:18,2,8,CHI 45,3,31,Cedric Benson right tackle for 9 yards (tackle by Alex Brown),2.180,3.180
3,6:36,1,10,CHI 36,3,31,Cedric Benson left guard for 4 yards (tackle by Hunter Hillenmeyer),3.180,3.180
,,,,,,,"CHI challenged the runner was down by contact ruling, and the play was upheld.",,
3,6:12,2,6,CHI 32,3,31,"Carson Palmer pass complete short left to Laveranues Coles for 6 yards. Penalty on Dennis Roland: Offensive Holding, 10 yards, Penalty on Bobbie Williams: Ineligible Downfield Pas (Declined) (no play)",3.180,1.830
3,5:57,2,16,CHI 42,3,31,"Carson Palmer pass complete short left to Bernard Scott for 14 yards (tackle by Nick Roach). Penalty on Kevin Payne: Unnecessary Roughness, 14 yards",1.830,4.650
3,5:28,1,10,CHI 14,3,31,Cedric Benson left end for 1 yard (tackle by Lance Briggs and Danieal Manning),4.650,4.160
3,4:58,2,9,CHI 13,3,31,Carson Palmer pass incomplete short left intended for Chris Henry,4.160,3.260
3,4:53,3,9,CHI 13,3,37,"Carson Palmer pass complete short middle to Chad Johnson for 13 yards, touchdown",3.260,7.000
3,,,,CHI 2,3,38,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,3,38,"Shayne Graham kicks off 63 yards, returned by Johnny Knox for 28 yards (tackle by David Jones)",0.000,1.270
3,4:41,1,10,CHI 35,3,38,Matt Forte middle for 3 yards (tackle by Dhani Jones),1.270,1.130
3,4:13,2,7,CHI 38,3,38,Jay Cutler pass complete short right to Earl Bennett for 14 yards (tackle by Chris Crocker),1.130,2.390
3,3:43,1,10,CIN 48,3,38,Jay Cutler pass complete short right to Greg Olsen for 4 yards (tackle by Dhani Jones),2.390,2.390
3,3:15,2,6,CIN 44,3,38,Jay Cutler pass incomplete deep middle intended for Greg Olsen is intercepted by Chris Crocker at CIN-27 and returned for 20 yards,2.390,-2.060
3,3:05,1,10,CIN 47,3,38,Cedric Benson left tackle for 5 yards (tackle by Marcus Harrison and Danieal Manning),2.060,2.190
3,2:26,2,5,CHI 48,3,38,Carson Palmer pass incomplete short left intended for Laveranues Coles,2.190,1.490
3,2:21,3,5,CHI 48,3,38,Carson Palmer pass complete short middle to Andre Caldwell for 12 yards (tackle by Danieal Manning),1.490,3.180
3,1:47,1,10,CHI 36,3,38,Cedric Benson left tackle for 2 yards (tackle by Danieal Manning),3.180,2.910
3,1:10,2,8,CHI 34,3,38,"Carson Palmer pass incomplete deep left intended for Chad Johnson. Penalty on Charles Tillman: Defensive Holding, 5 yards (no play)",2.910,3.640
3,1:05,1,10,CHI 29,3,38,Cedric Benson left end for 2 yards (tackle by Marcus Harrison),3.640,3.370
3,0:35,2,8,CHI 27,3,38,Cedric Benson middle for 26 yards (tackle by Danieal Manning),3.370,6.970
Quarter,Time,Down,ToGo,Location,CHI,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,CHI 1,3,44,"Cedric Benson right guard for 1 yard, touchdown",6.970,7.000
4,,,,CHI 2,3,45,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,3,45,Shayne Graham kicks off 37 yards,0.000,1.600
4,14:57,1,10,CHI 40,3,45,Matt Forte right guard for 10 yards (tackle by Dhani Jones),1.600,2.260
4,14:17,1,10,,3,45,Jay Cutler pass incomplete short left intended for Matt Forte,2.260,1.710
4,14:11,2,10,,3,45,Jay Cutler pass complete short left to Desmond Clark for 8 yards (tackle by Leon Hall),1.710,2.080
4,13:38,3,2,CIN 42,3,45,Jay Cutler pass complete short right to Johnny Knox for 11 yards (tackle by Johnathan Joseph),2.080,3.510
4,13:03,1,10,CIN 31,3,45,Jay Cutler pass complete short middle to Matt Forte for 18 yards (tackle by Leon Hall),3.510,4.710
4,12:31,1,10,CIN 13,3,45,Jay Cutler pass incomplete short middle intended for Johnny Knox (defended by Leon Hall),4.710,4.050
4,12:25,2,10,CIN 13,3,45,Jay Cutler pass complete short middle to Devin Hester for 8 yards (tackle by Leon Hall),4.050,4.780
4,11:54,3,2,CIN 5,9,45,"Jay Cutler pass complete short middle to Devin Hester for 5 yards, touchdown",4.780,7.000
4,,,,CIN 2,10,45,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,10,45,"Robbie Gould kicks off 63 yards, returned by Andre Caldwell for 16 yards (tackle by Corey Graham)",0.000,0.480
4,11:42,1,10,CIN 23,10,45,J.T. O'Sullivan right end for 3 yards (tackle by Lance Briggs),0.480,0.340
4,11:02,2,7,CIN 26,10,45,Cedric Benson right tackle for 14 yards (tackle by Danieal Manning),0.340,1.600
4,10:19,1,10,CIN 40,10,45,Cedric Benson right tackle for 5 yards (tackle by Danieal Manning and Gaines Adams),1.600,1.730
4,9:37,2,5,CIN 45,10,45,Bernard Scott left tackle for 4 yards (tackle by Al Afalava),1.730,1.550
4,8:55,3,1,CIN 49,10,45,Bernard Scott right end for -3 yards (tackle by Al Afalava),1.550,-0.320
4,8:19,4,4,CIN 46,10,45,"Kevin Huber punts 42 yards, out of bounds. Penalty on Josh Bullocks: Running Into the Kicker, 5 yards (no play)",-0.320,2.320
4,8:11,1,10,CHI 49,10,45,Cedric Benson left guard for 8 yards (tackle by Kevin Payne),2.320,2.860
4,7:32,2,2,CHI 41,10,45,Bernard Scott left tackle for 1 yard (tackle by Al Afalava and Nick Roach),2.860,2.280
4,6:52,3,1,CHI 40,10,45,J.T. O'Sullivan left end for 6 yards (tackle by Mark Anderson),2.280,3.310
4,6:05,,,,10,45,Timeout #1 by Cincinnati Bengals,0.000,3.310
4,6:05,1,10,CHI 34,10,45,Bernard Scott right tackle for 4 yards (tackle by Israel Idonije),3.310,3.310
4,5:26,2,6,CHI 30,10,45,Bernard Scott right end for no gain (tackle by Marcus Harrison),3.310,2.610
4,4:42,,,,10,45,Timeout #2 by Cincinnati Bengals,0.000,2.610
4,4:42,3,6,CHI 30,10,45,Cedric Benson right end for 2 yards (tackle by Lance Briggs and Gaines Adams),2.610,1.650
4,3:48,4,4,CHI 28,10,45,Cedric Benson right end for no gain (tackle by Nick Roach and Alex Brown),1.650,-0.810
4,3:39,1,10,CHI 28,10,45,Garrett Wolfe left guard for 4 yards (tackle by Keith Rivers and Abdul Hodge),0.810,0.800
4,3:01,2,6,CHI 32,10,45,Caleb Hanie pass complete short left to Desmond Clark for 3 yards (tackle by Kyries Hebert and Keith Rivers),0.800,0.500
4,2:21,3,3,CHI 35,10,45,Caleb Hanie pass incomplete short right intended for Rashied Davis (defended by Johnathan Joseph),0.500,-1.040
4,2:14,4,3,CHI 35,10,45,Brad Maynard punts 36 yards,-1.040,-0.870
4,2:05,1,10,CIN 29,10,45,Cedric Benson right end for 5 yards (tackle by Charles Tillman),0.870,1.000
4,2:00,2,5,CIN 34,10,45,Cedric Benson middle for 1 yard (tackle by Jamar Williams),1.000,0.430
4,1:19,3,4,CIN 35,10,45,Cedric Benson middle for 1 yard (tackle by Danieal Manning),0.430,-0.980
4,0:39,4,3,CIN 36,10,45,Kevin Huber punts 36 yards,-0.980,-0.810
4,0:31,1,10,CHI 28,10,45,Garrett Wolfe right guard for 1 yard (tackle by Keith Rivers),0.810,0.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
