Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
2,2:00,3,2,NYJ 15,3,7,Mark Sanchez up the middle for 1 yard (tackle by Kamerion Wimbley and SenDerrick Marks). Penalty on Austin Howard: Offensive Holding (Declined),-0.480,-2.390
2,1:52,4,1,NYJ 16,3,7,"Robert Malone punts 42 yards, returned by Darius Reynaud for -1 yards (tackle by Ellis Lankster)",-2.390,-1.660
2,1:42,1,10,TEN 41,3,7,Jake Locker pass complete to Kendall Wright for 14 yards (tackle by David Harris),1.660,2.590
2,1:21,1,10,NYJ 45,3,7,Jake Locker sacked by Garrett McIntyre for -10 yards,2.590,0.000
2,1:10,,,,3,7,Timeout #2 by Tennessee Titans,0.000,0.690
2,1:10,2,20,TEN 45,3,7,Jake Locker pass complete short right to Michael Preston for 10 yards (tackle by Ellis Lankster),0.690,1.360
2,1:05,3,10,NYJ 45,3,7,Jake Locker pass incomplete deep right intended for Michael Preston (defended by LaRon Landry),1.360,0.270
2,0:58,4,10,NYJ 45,3,7,"Brett Kern punts 45 yards, touchback",0.270,-0.280
2,0:49,1,10,NYJ 20,3,7,Mark Sanchez pass incomplete short right intended for Jeff Cumberland,0.280,-0.270
2,0:46,2,10,NYJ 20,3,7,Bilal Powell right guard for 15 yards (tackle by Michael Griffin),-0.270,0.000
2,0:39,,,,3,7,Timeout #1 by New York Jets,0.000,1.270
2,0:39,1,10,NYJ 35,3,7,Mark Sanchez sacked by Derrick Morgan for -7 yards,1.270,-0.220
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,7,"Rob Bironas kicks off 62 yards, returned by Joe McKnight for 24 yards (tackle by Tim Shaw). Penalty on Tracy Wilson: Offside on Free Kick, 5 yards",0.000,1.070
3,14:54,1,10,NYJ 32,3,7,Mark Sanchez pass complete short middle to Braylon Edwards for 16 yards (tackle by Michael Griffin),1.070,2.130
3,14:15,1,10,NYJ 48,3,7,"Shonn Greene left tackle for no gain (tackle by Jordan Babineaux). Penalty on Konrad Reuland: Offensive Holding, 10 yards (no play)",2.130,1.470
3,13:46,1,20,NYJ 38,3,7,Mark Sanchez pass incomplete short left intended for Clyde Gates,1.470,0.230
3,13:42,2,20,NYJ 38,3,7,Mark Sanchez pass incomplete deep middle intended for Jeff Cumberland is intercepted by Jason McCourty at TEN-26 and returned for 28 yards (tackle by Bilal Powell),0.230,-2.520
3,13:29,1,10,NYJ 46,3,7,Chris Johnson up the middle for 3 yards (tackle by LaRon Landry),2.520,2.380
3,12:54,2,7,NYJ 43,3,7,Jake Locker pass complete short right to Kenny Britt for 7 yards,2.380,3.180
3,12:24,1,10,NYJ 36,3,7,Jake Locker up the middle for 1 yard (tackle by Garrett McIntyre),3.180,2.770
3,11:45,2,9,NYJ 35,3,7,Chris Johnson up the middle for -3 yards (tackle by Bart Scott),2.770,1.690
3,11:04,3,12,NYJ 38,3,7,"Jake Locker left guard for 10 yards (tackle by LaRon Landry). Penalty on Fernando Velasco: Offensive Holding, 10 yards (no play)",1.690,0.370
3,10:45,3,22,NYJ 48,3,7,Jake Locker pass complete short left to Kendall Wright for 4 yards (tackle by LaRon Landry and Quinton Coples),0.370,0.330
3,10:03,4,18,NYJ 44,3,7,"Brett Kern punts 32 yards, fair catch by Jeremy Kerley",0.330,0.350
3,9:54,1,10,NYJ 12,3,7,Shonn Greene right guard for 4 yards (tackle by Zach Brown and Akeem Ayers),-0.350,-0.370
3,9:16,2,6,NYJ 16,3,7,Mark Sanchez pass incomplete short right intended for Mardy Gilyard,-0.370,-0.950
3,9:12,3,6,NYJ 16,3,7,Mark Sanchez pass complete short right to Jeremy Kerley for 11 yards (tackle by Jason McCourty and Coty Sensabaugh),-0.950,0.740
3,8:44,1,10,NYJ 27,3,7,Mark Sanchez pass complete deep left to Jeff Cumberland for 22 yards (tackle by Alterraun Verner),0.740,2.190
3,8:20,1,10,NYJ 49,3,7,"Tim Tebow for no gain. Tim Tebow fumbles, recovered by Shonn Greene at 50. Penalty on Jarius Wynn: Encroachment, 5 yards (no play)",2.190,2.920
3,7:54,1,5,TEN 46,3,7,Mark Sanchez pass incomplete short left intended for Jeff Cumberland (defended by Jordan Babineaux),2.920,2.320
3,7:47,2,5,TEN 46,3,7,Mark Sanchez pass incomplete short middle intended for Jeremy Kerley (defended by SenDerrick Marks),2.320,1.620
3,7:43,3,5,TEN 46,3,7,Mark Sanchez sacked by Zach Brown for -7 yards,1.620,-0.260
3,7:17,4,12,NYJ 47,3,7,"Robert Malone punts 41 yards, returned by Darius Reynaud for 18 yards (tackle by Robert Malone). Penalty on Jordan Babineaux: Offensive Holding, 8 yards, Penalty on Tommie Campbell: Offensive Holding (Declined)",-0.260,0.380
3,7:05,1,10,TEN 8,3,7,Chris Johnson right guard for 1 yard (tackle by Muhammad Wilkerson and David Harris),-0.380,-0.710
3,6:32,2,9,TEN 9,3,7,Chris Johnson right tackle for -2 yards (tackle by Mike DeVito),-0.710,-1.540
3,5:55,3,11,TEN 7,3,7,Jake Locker sacked by Quinton Coples for -2 yards,-1.540,-2.490
3,5:20,4,13,TEN 5,3,7,"Brett Kern punts 30 yards, out of bounds",-2.490,-3.250
3,5:13,1,10,TEN 35,3,7,Joe McKnight left end for 20 yards (tackle by Jordan Babineaux),3.250,4.580
3,4:42,1,10,TEN 15,3,7,Joe McKnight left guard for 4 yards (tackle by Tim Shaw),4.580,4.640
3,4:03,2,6,TEN 11,3,7,"Joe McKnight up the middle for -6 yards (tackle by SenDerrick Marks). Joe McKnight fumbles (forced by SenDerrick Marks), recovered by Mark Sanchez at TEN-17",4.640,2.980
3,3:25,3,12,TEN 17,9,7,"Mark Sanchez pass complete short left to Jeff Cumberland for 17 yards, touchdown",2.980,7.000
3,3:25,,,TEN 2,10,7,Nick Folk kicks extra point good,0.000,0.000
3,3:19,,,NYJ 35,10,7,"Nick Folk kicks off 64 yards, returned by Darius Reynaud for 35 yards (tackle by Yeremiah Bell)",0.000,1.330
3,3:12,1,10,TEN 36,10,7,Jake Locker pass incomplete deep right intended for Nate Washington (defended by Quinton Coples),1.330,0.790
3,3:05,2,10,TEN 36,10,7,Jake Locker pass complete short right to Michael Preston for 21 yards (tackle by Yeremiah Bell),0.790,2.720
3,2:26,1,10,NYJ 43,10,7,Chris Johnson left end for 3 yards (tackle by Antonio Cromartie),2.720,2.580
3,2:02,2,7,NYJ 40,10,7,Jake Locker pass complete short right to Nate Washington for 12 yards (tackle by Kyle Wilson),2.580,3.710
3,1:29,1,10,NYJ 28,10,7,Jake Locker pass complete short right to Kendall Wright for 13 yards (tackle by David Harris),3.710,4.580
3,1:07,1,10,NYJ 15,10,7,Chris Johnson up the middle for 2 yards (tackle by Muhammad Wilkerson and David Harris),4.580,4.280
3,0:28,2,8,NYJ 13,10,13,"Jake Locker left tackle for 13 yards, touchdown",4.280,7.000
3,0:28,,,NYJ 2,10,14,Rob Bironas kicks extra point good,0.000,0.000
3,0:20,,,TEN 35,10,14,"Rob Bironas kicks off 63 yards, returned by Joe McKnight for 28 yards (tackle by Coty Sensabaugh)",0.000,0.940
3,0:14,1,10,NYJ 30,10,14,Bilal Powell up the middle for 6 yards (tackle by Alterraun Verner),0.940,1.200
Quarter,Time,Down,ToGo,Location,NYJ,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYJ 36,10,14,Bilal Powell right guard for 2 yards (tackle by Derrick Morgan and Jurrell Casey),1.200,0.760
4,14:18,3,2,NYJ 38,10,14,"Penalty on Jason Smith: False Start, 5 yards (no play)",0.760,0.000
4,13:50,,,,10,14,Timeout #1 by New York Jets,0.000,0.100
4,13:50,3,7,NYJ 33,10,14,Mark Sanchez sacked by Akeem Ayers for -8 yards,0.100,-1.700
4,13:26,4,15,NYJ 25,10,14,"Robert Malone punts 43 yards, out of bounds",-1.700,-1.070
4,13:16,1,10,TEN 32,10,14,Jake Locker pass incomplete deep left intended for Kendall Wright (defended by Antonio Cromartie),1.070,0.530
4,13:06,2,10,TEN 32,10,14,Chris Johnson left tackle for 4 yards (tackle by Bart Scott),0.530,0.370
4,12:26,3,6,TEN 36,10,14,Jake Locker sacked by Yeremiah Bell for -8 yards,0.370,-1.500
4,11:53,4,14,TEN 28,10,14,"Brett Kern punts 43 yards, fair catch by Jeremy Kerley. Penalty on Al Afalava: Offensive Holding, 10 yards",-1.500,-1.530
4,11:45,1,10,NYJ 39,10,14,Mark Sanchez pass incomplete short middle intended for Shonn Greene,1.530,0.990
4,11:39,2,10,NYJ 39,10,14,Mark Sanchez pass incomplete short right intended for Konrad Reuland,0.990,0.300
4,11:35,3,10,NYJ 39,10,14,Mark Sanchez pass complete short right to Jeff Cumberland for 8 yards (tackle by Jordan Babineaux),0.300,-0.260
4,10:57,4,2,NYJ 47,10,14,"Robert Malone punts 29 yards, fair catch by Darius Reynaud",-0.260,-0.540
4,10:47,1,10,TEN 24,10,14,Jake Locker pass complete short right to Craig Stevens for 11 yards (tackle by Mike DeVito),0.540,1.270
4,10:20,1,10,TEN 35,10,14,"Chris Johnson right end for no gain (tackle by Ellis Lankster). Penalty on Deuce Lutui: Offensive Holding, 10 yards (no play)",1.270,0.610
4,9:56,1,20,TEN 25,10,14,Jake Locker pass incomplete short left intended for Nate Washington,0.610,-0.630
4,9:50,2,20,TEN 25,10,14,Jake Locker up the middle for 4 yards (tackle by Bart Scott and Mike DeVito),-0.630,-0.760
4,9:04,3,16,TEN 29,10,14,Jake Locker pass incomplete deep right intended for Lavelle Hawkins,-0.760,-1.440
4,8:57,4,16,TEN 29,10,14,"Brett Kern punts 55 yards, returned by Jeremy Kerley for 7 yards (tackle by Patrick Bailey)",-1.440,-0.480
4,8:44,1,10,NYJ 23,10,14,Shonn Greene right tackle for 5 yards (tackle by Tim Shaw),0.480,0.610
4,8:06,2,5,NYJ 28,10,14,Shonn Greene right tackle for 6 yards (tackle by Jordan Babineaux),0.610,1.200
4,7:26,1,10,NYJ 34,10,14,"Mark Sanchez pass incomplete deep right intended for Braylon Edwards is intercepted by Michael Griffin at TEN-24 and returned for 40 yards. Penalty on TEN: Offensive Holding, 10 yards",1.200,-1.600
4,7:09,1,10,TEN 40,10,14,Chris Johnson left tackle for 3 yards (tackle by Sione Pouha),1.600,1.460
4,6:39,2,7,TEN 43,10,14,Chris Johnson up the middle for 2 yards (tackle by Sione Pouha),1.460,1.030
4,5:57,3,5,TEN 45,10,14,Jake Locker right end for 4 yards (tackle by Muhammad Wilkerson),1.030,-0.130
4,5:28,4,1,TEN 49,10,14,"Brett Kern punts 43 yards, fair catch by Jeremy Kerley",-0.130,0.380
4,5:20,1,10,NYJ 8,10,14,Mark Sanchez pass complete short middle to Shonn Greene for 4 yards (tackle by Zach Brown),-0.380,-0.490
4,4:39,2,6,NYJ 12,10,14,Shonn Greene right guard for 16 yards (tackle by Alterraun Verner and Jordan Babineaux),-0.490,0.810
4,4:01,1,10,NYJ 28,10,14,Mark Sanchez pass complete deep left to Braylon Edwards for 17 yards (tackle by Alterraun Verner and Michael Griffin),0.810,1.930
4,3:20,1,10,NYJ 45,10,14,Shonn Greene right end for 6 yards (tackle by Tim Shaw),1.930,2.190
4,2:44,2,4,TEN 49,10,14,Mark Sanchez pass incomplete deep left intended for Mardy Gilyard,2.190,1.490
4,2:38,3,4,TEN 49,10,14,"Mark Sanchez pass incomplete short middle intended for Mardy Gilyard. Penalty on Will Witherspoon: Roughing the Passer, 15 yards (no play)",1.490,3.310
4,2:33,1,10,TEN 34,10,14,Mark Sanchez right end for 2 yards (tackle by Jason McCourty),3.310,3.040
4,2:25,2,8,TEN 32,10,14,Mark Sanchez pass complete short right to Bilal Powell for 9 yards (tackle by Jason McCourty),3.040,4.040
4,2:00,1,10,TEN 23,10,14,Mark Sanchez pass incomplete deep right intended for Jeff Cumberland is intercepted by Michael Griffin at TEN-2,4.040,0.380
4,1:51,1,10,TEN 2,10,14,Quinn Johnson up the middle for 1 yard (tackle by Calvin Pace),-0.380,0.000
4,1:45,,,,10,14,Timeout #2 by New York Jets,0.000,-0.710
4,1:45,2,9,TEN 3,10,14,Chris Johnson up the middle for 1 yard (tackle by Mike DeVito),-0.710,0.000
4,1:39,,,,10,14,Timeout #3 by New York Jets,0.000,-1.190
4,1:39,3,8,TEN 4,10,14,Chris Johnson left guard for 2 yards (tackle by Mike DeVito and Calvin Pace),-1.190,0.000
4,0:53,,,,10,14,Timeout #1 by Tennessee Titans,0.000,-2.490
4,0:53,4,6,TEN 6,10,14,"Brett Kern punts 19 yards, out of bounds",-2.490,-3.910
4,0:47,1,10,TEN 25,10,14,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Zach Brown at TEN-32 (tackle by Bilal Powell)",3.910,-1.070
4,0:43,1,10,TEN 32,10,14,Jake Locker kneels for -1 yards,1.070,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
