Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
2,5:58,4,4,ATL 23,21,0,"Matthew Bosher punts 53 yards, returned by Tavon Austin for 27 yards (tackle by Patrick DiMarco)",-1.830,-2.320
2,5:42,1,10,ATL 49,21,0,"Jared Goff pass incomplete short right intended for Brian Quick. Penalty on Andrew Donnal: Ineligible Downfield Pass, 5 yards (no play)",2.320,1.990
2,5:37,1,15,LAR 46,21,0,Todd Gurley right guard for 4 yards (tackle by Ben Garland),1.990,1.650
2,4:53,2,11,,21,0,Jared Goff sacked by Vic Beasley for -11 yards,1.650,-0.490
2,4:07,3,22,LAR 39,21,0,Jared Goff pass incomplete short right intended for Tavon Austin,-0.490,-0.780
2,4:02,4,22,LAR 39,21,0,"Johnny Hekker punts 55 yards, fair catch by Eric Weems",-0.780,0.380
2,3:53,1,10,ATL 6,21,0,Matt Ryan pass complete short right to Aldrick Robinson for 8 yards (tackle by Trumaine Johnson),-0.380,-0.170
2,3:30,2,2,ATL 14,21,0,Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Mark Barron),-0.170,0.150
2,2:52,1,10,ATL 19,21,0,Matt Ryan pass complete short right to Tevin Coleman for 13 yards (tackle by Lamarcus Joyner),0.150,1.070
2,2:30,1,10,ATL 32,21,0,Tevin Coleman right end for 1 yard (tackle by Ethan Westbrooks),1.070,0.660
2,2:00,2,9,ATL 33,21,0,Matt Ryan pass incomplete short left intended for Tevin Coleman,0.660,-0.030
2,1:55,3,9,ATL 33,21,0,Matt Ryan pass complete short left to Justin Hardy for 6 yards (tackle by T.J. McDonald),-0.030,0.000
2,1:28,,,,21,0,Timeout #1 by Los Angeles Rams,0.000,0.780
2,1:28,4,3,ATL 39,21,0,"Matthew Bosher punts 55 yards, returned by Tavon Austin for 1 yard (tackle by Paul Worrilow)",-0.780,0.380
2,1:16,1,10,LAR 7,21,0,Todd Gurley middle for 5 yards (tackle by Keanu Neal),-0.380,-0.420
2,0:47,2,5,LAR 12,21,0,Jared Goff pass incomplete short right intended for Lance Kendricks (defended by Keanu Neal),-0.420,-0.840
2,0:42,3,5,LAR 12,21,0,Jared Goff pass complete short middle to Kenny Britt for 4 yards (tackle by Jalen Collins),-0.840,0.000
2,0:36,,,,21,0,Timeout #1 by Atlanta Falcons,0.000,2.390
2,0:36,4,1,LAR 16,21,0,Johnny Hekker punts 52 yards,-2.390,-1.070
2,0:25,1,10,ATL 32,21,0,Matt Ryan pass incomplete short right intended for Taylor Gabriel,1.070,0.530
2,0:20,2,10,ATL 32,21,0,Matt Ryan pass incomplete short middle intended for Austin Hooper (defended by Trumaine Johnson),0.530,-0.160
2,0:17,3,10,ATL 32,21,0,"Devonta Freeman middle for 5 yards (tackle by Lamarcus Joyner). Penalty on LAR: Unnecessary Roughness, 15 yards",-0.160,0.000
2,0:12,,,,21,0,Timeout #2 by Atlanta Falcons,0.000,-2.390
2,0:12,1,10,LAR 48,21,0,Matt Ryan pass incomplete short right intended for Aldrick Robinson,2.390,1.850
2,0:08,2,10,LAR 48,21,0,Matt Ryan sacked by William Hayes for -11 yards,1.850,-0.300
Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,21,0,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ATL 25,21,0,"Matt Ryan pass complete short right to Justin Hardy for 12 yards (tackle by Lamarcus Joyner). Penalty on Alex Mack: Ineligible Downfield Pass, 5 yards (no play)",0.610,0.280
3,14:33,1,15,ATL 20,21,0,Matt Ryan sacked by Aaron Donald for -6 yards,0.280,-1.540
3,13:50,2,21,ATL 14,21,0,"Matt Ryan pass complete short right to Taylor Gabriel for 7 yards (tackle by Alec Ogletree). Penalty on Alec Ogletree: Horse Collar Tackle, 15 yards",-1.540,1.330
3,13:29,1,10,ATL 36,27,0,"Matt Ryan pass complete deep middle to Taylor Gabriel for 64 yards, touchdown",1.330,7.000
3,13:18,,,LAR 15,28,0,Matt Bryant kicks extra point good,0.000,0.000
3,13:18,,,ATL 35,28,0,"Matthew Bosher kicks off 67 yards, returned by Mike Thomas for 15 yards (tackle by Paul Worrilow)",0.000,0.320
3,13:13,1,10,LAR 13,28,0,Todd Gurley right guard for 2 yards (tackle by Dwight Freeney),-0.320,-0.570
3,12:40,2,8,LAR 15,28,0,Jared Goff pass complete short left to Tavon Austin for 9 yards (tackle by Grady Jarrett),-0.570,0.540
3,11:58,1,10,LAR 24,28,0,Todd Gurley middle for 8 yards (tackle by Ricardo Allen and Robert Alford),0.540,1.080
3,11:16,2,2,LAR 32,28,0,Tavon Austin for 4 yards (tackle by Keanu Neal),1.080,1.330
3,10:34,1,10,LAR 36,28,0,"Jared Goff sacked by Philip Wheeler for -10 yards. Penalty on Robert Alford: Defensive Holding, 5 yards (no play)",1.330,1.660
3,10:05,1,10,LAR 41,28,0,Todd Gurley right guard for 9 yards (tackle by Jonathan Babineaux),1.660,2.340
3,9:21,2,1,,28,0,Todd Gurley right guard for 2 yards (tackle by Brooks Reed),2.340,2.390
3,8:32,1,10,ATL 48,28,0,"Malcolm Brown left guard for 2 yards (tackle by Courtney Upshaw and Ricardo Allen). Malcolm Brown fumbles (forced by Courtney Upshaw), recovered by Courtney Upshaw at ATL-46 (tackle by Rob Havenstein)",2.390,-1.990
3,8:25,1,10,ATL 46,28,0,Tevin Coleman right guard for 10 yards (tackle by Mike Jordan),1.990,2.650
3,7:59,1,10,LAR 44,28,0,Tevin Coleman left end for 5 yards (tackle by Mark Barron),2.650,2.780
3,7:25,2,5,LAR 39,28,0,Devonta Freeman right tackle for no gain (tackle by Michael Brockers),2.780,2.080
3,6:39,3,5,LAR 39,28,0,Matt Ryan pass complete short right to Nick Williams for 19 yards (tackle by Maurice Alexander and Trumaine Johnson),2.080,4.240
3,5:57,1,10,LAR 20,28,0,Devonta Freeman left tackle for 1 yard (tackle by Mark Barron),4.240,3.820
3,5:19,2,9,LAR 19,28,0,Matt Ryan pass complete short middle to Devonta Freeman for 3 yards (tackle by William Hayes),3.820,3.520
3,4:33,3,6,LAR 16,28,0,Matt Ryan pass complete short middle to Nick Williams for 10 yards (tackle by Maurice Alexander),3.520,5.830
3,4:01,1,6,LAR 6,34,0,"Tevin Coleman right guard for 6 yards, touchdown",5.830,7.000
3,3:56,,,LAR 15,35,0,Matt Bryant kicks extra point good,0.000,0.000
3,3:56,,,ATL 35,35,0,"Matthew Bosher kicks off 63 yards, returned by Mike Thomas for 19 yards (tackle by Brooks Reed)",0.000,-0.340
3,3:48,1,10,LAR 21,35,0,Jared Goff pass complete short left to Kenny Britt for 12 yards (tackle by Deion Jones),0.340,1.140
3,3:26,1,10,LAR 33,35,0,Jared Goff pass complete short right to Tavon Austin for -2 yards (tackle by Deion Jones),1.140,0.320
3,2:56,2,12,LAR 31,41,0,"Jared Goff sacked by Vic Beasley for -10 yards. Jared Goff fumbles (forced by Vic Beasley), recovered by Vic Beasley at LAR-21 and returned for 21 yards, touchdown",0.320,-7.000
3,2:50,,,ATL 35,41,0,"Matthew Bosher kicks off 66 yards, returned by Mike Thomas for 41 yards (tackle by Matthew Bosher)",0.000,-1.600
3,2:42,1,10,LAR 40,41,0,"Jared Goff pass complete deep left to Kenny Britt for 28 yards (tackle by Jalen Collins). Penalty on Ra'Shede Hageman: Roughing the Passer (Declined), Penalty on Ricardo Allen: Unnecessary Roughness, 15 yards",1.600,4.440
3,2:12,1,10,ATL 17,41,0,"Jared Goff pass complete short right to Todd Gurley for 6 yards (tackle by Keanu Neal). Penalty on Kenny Britt: Illegal Block Above the Waist, 10 yards",4.440,4.170
3,1:40,1,14,ATL 21,41,0,Jared Goff pass complete short left to Kenny Britt for 8 yards (tackle by Brian Poole),4.170,4.500
3,0:58,2,6,ATL 13,41,0,Jared Goff pass incomplete short left intended for Tyler Higbee (defended by Ayodeji Olatoye),4.500,3.680
3,0:50,3,6,ATL 13,41,0,Jared Goff pass complete short middle to Brian Quick for 10 yards (tackle by Brian Poole),3.680,6.510
3,0:07,1,3,ATL 3,41,0,Jared Goff pass incomplete short left intended for Kenny Britt,6.510,5.530
3,0:03,2,3,ATL 3,41,0,Todd Gurley middle for no gain (tackle by Grady Jarrett and Jonathan Babineaux),5.530,4.720
Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,ATL 3,41,6,"Todd Gurley middle for 3 yards, touchdown",4.720,7.000
4,14:57,,,ATL 15,41,7,Greg Zuerlein kicks extra point good,0.000,0.000
4,,,,LAR 35,41,7,"Greg Zuerlein kicks off 50 yards, returned by Aldrick Robinson for 16 yards (tackle by Chase Reynolds)",,
4,14:53,1,10,ATL 31,41,7,Terron Ward middle for 4 yards (tackle by Eugene Sims),1.000,1.000
4,14:12,2,6,ATL 35,41,7,Terron Ward middle for 3 yards (tackle by Alec Ogletree),1.000,0.700
4,13:33,3,3,ATL 38,41,7,Terron Ward middle for 4 yards (tackle by T.J. McDonald),0.700,1.730
4,12:50,1,10,ATL 42,41,7,Terron Ward left guard for no gain (tackle by T.J. McDonald and Aaron Donald),1.730,1.190
4,12:10,2,10,ATL 42,41,7,Terron Ward left end for 3 yards (tackle by Alec Ogletree),1.190,0.890
4,11:24,3,7,ATL 45,41,7,Matt Schaub pass incomplete short right intended for Aldrick Robinson,0.890,-0.390
4,11:19,4,7,ATL 45,41,7,"Matthew Bosher punts 42 yards, returned by Tavon Austin for 10 yards (tackle by Josh Harris)",-0.390,-0.480
4,11:05,1,10,LAR 23,41,7,Jared Goff pass incomplete short left intended for Kenny Britt (defended by Ayodeji Olatoye),0.480,-0.070
4,10:58,2,10,LAR 23,41,7,Jared Goff pass incomplete short left intended for Todd Gurley,-0.070,-0.760
4,10:53,3,10,LAR 23,41,7,Jared Goff pass complete short right to Pharoh Cooper for 1 yard (tackle by Deion Jones),-0.760,-1.770
4,10:20,4,9,LAR 24,41,7,"Johnny Hekker punts 57 yards, fair catch by Eric Weems",-1.770,-0.150
4,10:13,1,10,ATL 19,41,7,Terron Ward left end for no gain (tackle by Cory Littleton),0.150,-0.390
4,9:32,2,10,ATL 19,41,7,Terron Ward left guard for 7 yards (tackle by Ethan Westbrooks),-0.390,-0.160
4,8:45,3,3,ATL 26,41,7,Terron Ward right tackle for -1 yards (tackle by Alec Ogletree),-0.160,-1.700
4,7:58,4,4,ATL 25,41,7,"Matthew Bosher punts 51 yards, returned by Tavon Austin for 21 yards (tackle by C.J. Goodwin). Penalty on Nic Grigsby: Illegal Block Above the Waist, 10 yards",-1.700,-0.280
4,7:43,1,10,LAR 20,41,7,Todd Gurley middle for -5 yards (tackle by Ra'Shede Hageman),0.280,-1.070
4,7:09,2,15,LAR 15,41,7,Jared Goff pass complete short right to Tyler Higbee for 8 yards (tackle by Paul Worrilow and Keanu Neal),-1.070,-0.560
4,6:19,3,7,LAR 23,41,7,Jared Goff pass complete short right to Kenny Britt for 16 yards (tackle by Ayodeji Olatoye),-0.560,1.530
4,5:48,1,10,LAR 39,41,7,Jared Goff pass incomplete short right intended for Tyler Higbee,1.530,0.990
4,5:44,2,10,LAR 39,41,7,"Penalty on Philip Wheeler: Neutral Zone Infraction, 5 yards (no play)",0.990,1.660
4,5:44,2,5,LAR 44,41,7,"Jared Goff pass complete deep right to Brian Quick for 48 yards (tackle by Keanu Neal). Penalty on Brian Quick: Offensive Pass Interference, 10 yards (no play)",1.660,0.310
4,5:34,2,15,LAR 34,41,7,Jared Goff pass complete short middle to Todd Gurley for 4 yards (tackle by Keanu Neal),0.310,0.170
4,4:48,3,11,LAR 38,41,7,Jared Goff pass complete short middle to Kenny Britt for 12 yards (tackle by Keanu Neal),0.170,2.260
4,4:16,1,10,,41,7,Jared Goff pass complete short left to Mike Thomas for 16 yards (tackle by Ricardo Allen),2.260,3.310
4,3:52,1,10,ATL 34,41,7,Jared Goff pass complete short right to Pharoh Cooper for 2 yards (tackle by Courtney Upshaw and LaRoy Reynolds),3.310,3.040
4,3:25,2,8,ATL 32,41,7,Jared Goff pass complete short right to Tavon Austin for 11 yards,3.040,4.170
4,3:21,1,10,ATL 21,41,7,Jared Goff pass complete short right to Pharoh Cooper for 19 yards (tackle by Ricardo Allen),4.170,6.740
4,2:55,1,2,ATL 2,41,7,Jared Goff pass incomplete short right intended for Kenny Britt (defended by Robert Alford),6.740,5.720
4,2:52,2,2,ATL 2,41,7,Jared Goff pass incomplete short left intended for Brian Quick (defended by Robert Alford),5.720,4.950
4,2:49,3,2,ATL 2,41,13,"Jared Goff right end for 2 yards, touchdown",4.950,7.000
4,2:44,,,ATL 15,41,14,Greg Zuerlein kicks extra point good,0.000,0.000
4,2:44,,,LAR 35,41,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,2:44,1,10,ATL 25,41,14,Terron Ward left guard for 4 yards (tackle by Mark Barron),0.610,0.600
4,2:00,2,6,ATL 29,41,14,Terron Ward left tackle for no gain (tackle by Mark Barron),0.600,-0.100
4,1:19,3,6,ATL 29,41,14,Matt Schaub pass incomplete short right intended for Patrick DiMarco (defended by Michael Brockers),-0.100,-1.440
4,1:09,4,6,ATL 29,41,14,"Matthew Bosher punts 43 yards, returned by Tavon Austin for -7 yards (tackle by Terron Ward). Penalty on Malcolm Brown: Illegal Block Above the Waist, 10 yards",-1.440,0.370
4,0:55,1,10,LAR 11,41,14,Todd Gurley right guard for 6 yards (tackle by Paul Worrilow),-0.370,-0.160
4,0:23,2,4,LAR 17,41,14,Todd Gurley middle for 7 yards (tackle by Malliciah Goodman),-0.160,0.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
