Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
1,7:29,1,10,SFO 50,0,3,Jalen Hurts pass complete short left to DeVonta Smith for 10 yards (tackle by Ambry Thomas),2.260,2.920
1,6:51,1,10,SFO 40,0,3,Boston Scott left guard for 2 yards (tackle by Nick Bosa and Javon Hargrave),2.920,2.640
1,6:13,2,8,SFO 38,0,3,Jalen Hurts pass complete short middle to D'Andre Swift for 3 yards (tackle by Dre Greenlaw and Nick Bosa),2.640,2.340
1,5:29,3,5,SFO 35,0,3,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Ambry Thomas),2.340,3.640
1,4:50,1,10,SFO 29,0,3,Jalen Hurts pass complete short right to DeVonta Smith for 11 yards (tackle by Charvarius Ward),3.640,4.370
1,4:11,1,10,SFO 18,0,3,Jalen Hurts pass complete short right to A.J. Brown for 4 yards (tackle by Fred Warner),4.370,4.430
1,3:33,2,6,SFO 14,0,3,Jalen Hurts sacked by Javon Kinlaw for -15 yards,4.430,1.680
1,2:44,3,21,SFO 29,0,3,Jalen Hurts pass complete short left to Kenneth Gainwell for 8 yards (tackle by Ambry Thomas),1.680,2.060
1,2:05,4,13,SFO 21,0,6,"Jake Elliott 39 yard field goal good. Penalty on Randy Gregory: Defensive Offside, 5 yards (declined)",2.060,3.000
1,2:01,,,PHI 35,0,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,2:01,1,10,SFO 25,0,6,Deebo Samuel right end for -4 yards (tackle by Christian Elliss),0.610,-0.480
1,1:23,2,14,SFO 21,0,6,Brock Purdy pass incomplete short middle intended for George Kittle,-0.480,-1.150
1,1:17,3,14,SFO 21,0,6,Brock Purdy pass incomplete deep right,-1.150,-1.960
1,1:10,4,14,SFO 21,0,6,"Mitch Wishnowsky punts 46 yards, returned by Britain Covey for no gain (tackle by Samuel Womack)",-1.960,-1.140
1,1:00,1,10,PHI 33,0,6,D'Andre Swift right end for no gain (tackle by Tashaun Gipson),1.140,0.590
1,0:25,2,10,PHI 33,0,6,Jalen Hurts pass complete short left to A.J. Brown for 4 yards (tackle by Ji'Ayir Brown),0.590,0.430
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,PHI 37,0,6,"Penalty on Jalen Hurts: False Start, 5 yards (accepted) (no play)",0.430,-0.230
2,15:00,3,11,PHI 32,0,6,Jalen Hurts scrambles left end for 4 yards (tackle by Javon Hargrave and Ji'Ayir Brown),-0.230,-0.980
2,14:23,4,7,PHI 36,0,6,"Braden Mann punts 52 yards, returned by Ronnie Bell for 3 yards (tackle by Patrick Johnson and Ben VanSumeren)",-0.980,0.220
2,14:11,1,10,SFO 15,0,6,Christian McCaffrey right tackle for no gain (tackle by Sydney Brown),-0.220,-0.710
2,13:25,2,10,SFO 15,0,6,"Penalty on Spencer Burford: False Start, 5 yards (accepted) (no play)",-0.710,-1.150
2,13:05,2,15,SFO 10,0,6,Brock Purdy pass complete short right to Brandon Aiyuk for 12 yards (tackle by Darius Slay),-1.150,-0.510
2,12:28,3,3,SFO 22,0,6,Brock Purdy pass complete short left to George Kittle for 3 yards (tackle by Bradley Roby),-0.510,0.610
2,11:46,1,10,SFO 25,0,6,Brock Purdy pass complete short left to Brandon Aiyuk for 9 yards (tackle by Darius Slay and Christian Elliss),0.610,1.280
2,11:04,2,1,SFO 34,0,6,Christian McCaffrey up the middle for no gain (tackle by Jalen Carter and Milton Williams),1.280,0.560
2,10:21,3,1,SFO 34,0,6,Brock Purdy pass complete short middle to Deebo Samuel for 13 yards (tackle by Nicholas Morrow and Bradley Roby),0.560,2.060
2,9:35,1,10,SFO 47,0,6,Christian McCaffrey left end for 11 yards (tackle by Kevin Byard),2.060,2.790
2,8:50,1,10,PHI 42,0,6,Brock Purdy pass complete short right to George Kittle for 32 yards (tackle by Nicholas Morrow and Kevin Byard),2.790,4.910
2,8:05,,,,,,Timeout #1 by San Francisco 49ers,,
2,8:05,1,10,PHI 10,0,6,Brock Purdy scrambles left end for 6 yards (tackle by Reed Blankenship),4.910,5.340
2,7:23,2,4,PHI 4,0,6,Brock Purdy pass incomplete short right intended for George Kittle,5.340,4.490
2,7:19,3,4,PHI 4,0,6,"Brock Purdy pass incomplete short right intended for George Kittle. Penalty on Josh Sweat: Defensive Offside, 2 yards (accepted) (no play)",4.490,4.950
2,7:15,3,2,PHI 2,6,6,"Brock Purdy pass complete short left to Brandon Aiyuk for 2 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.950,7.000
2,7:10,,,PHI 15,7,6,Jake Moody kicks extra point good,0.000,0.000
2,7:10,,,SFO 35,7,6,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,7:10,1,10,PHI 25,7,6,Jalen Hurts sacked by Javon Kinlaw for -9 yards,0.610,-1.290
2,6:23,2,19,PHI 16,7,6,Jalen Hurts pass incomplete short left,-1.290,-2.140
2,6:18,3,19,PHI 16,7,6,Jalen Hurts pass complete short left to DeVonta Smith for 21 yards (tackle by Dre Greenlaw and Charvarius Ward),-2.140,1.400
2,5:44,1,10,PHI 37,7,6,Jalen Hurts pass complete short left to Kenneth Gainwell for 2 yards (tackle by Dre Greenlaw),1.400,1.130
2,5:03,2,8,PHI 39,7,6,Jalen Hurts pass incomplete deep right intended for Quez Watkins (defended by Ambry Thomas),1.130,0.430
2,4:56,3,8,PHI 39,7,6,Jalen Hurts pass incomplete short left,0.430,-0.780
2,4:47,4,8,PHI 39,7,6,Braden Mann punts 51 yards out of bounds,-0.780,0.380
2,4:37,1,10,SFO 10,7,6,Brock Purdy pass complete short right to Deebo Samuel for 9 yards (tackle by Haason Reddick),-0.380,0.240
2,4:01,2,1,SFO 19,7,6,Christian McCaffrey up the middle for 7 yards (tackle by Christian Elliss),0.240,0.670
2,3:23,1,10,SFO 26,7,6,Brock Purdy pass complete short right to George Kittle for 25 yards (tackle by Kevin Byard),0.670,2.320
2,2:41,1,10,PHI 49,7,6,Christian McCaffrey up the middle for 9 yards (tackle by Nicholas Morrow),2.320,3.000
2,2:00,2,1,PHI 40,7,6,Brock Purdy up the middle for 3 yards (tackle by Jalen Carter),3.000,3.120
2,1:30,1,10,PHI 37,7,6,Brock Purdy pass complete short left to Brandon Aiyuk for 13 yards (tackle by Darius Slay),3.120,3.970
2,1:01,1,10,PHI 24,7,6,Brock Purdy pass incomplete short right intended for Jauan Jennings,3.970,3.430
2,0:57,2,10,PHI 24,7,6,"Brock Purdy pass complete short left to Brandon Aiyuk for no gain (tackle by Darius Slay). Penalty on Josh Sweat: Defensive Offside, 5 yards (accepted) (no play)",3.430,4.120
2,0:53,2,5,PHI 19,7,6,Deebo Samuel right end for 14 yards (tackle by Kevin Byard and James Bradberry),4.120,6.060
2,0:45,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:45,1,5,PHI 5,7,6,Christian McCaffrey right guard for 3 yards (tackle by Jalen Carter),6.060,5.720
2,0:41,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:41,2,2,PHI 2,13,6,"Christian McCaffrey left guard for 2 yards, touchdown",5.720,7.000
2,0:38,,,PHI 15,14,6,Jake Moody kicks extra point good,0.000,0.000
2,0:38,,,SFO 35,14,6,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,0:38,1,10,PHI 25,14,6,Jalen Hurts pass incomplete short middle intended for Kenneth Gainwell (defended by Javon Hargrave),0.610,0.060
2,0:33,2,10,PHI 25,14,6,Kenneth Gainwell left tackle for 3 yards (tackle by Dre Greenlaw and Nick Bosa),0.060,-0.230
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,14,6,Christian McCaffrey left end for 5 yards (tackle by Christian Elliss),0.610,0.740
3,14:28,2,5,SFO 30,14,6,Brock Purdy pass incomplete short middle intended for Brandon Aiyuk,0.740,0.040
3,14:23,3,5,SFO 30,14,6,Brock Purdy pass complete short middle to Jauan Jennings for 18 yards (tackle by Eli Ricks and Reed Blankenship),0.040,2.130
3,13:47,1,10,SFO 48,14,6,Brock Purdy pass complete short left to George Kittle for 8 yards (tackle by Reed Blankenship),2.130,2.660
3,13:12,2,2,PHI 44,14,6,Christian McCaffrey up the middle for -1 yards (tackle by Fletcher Cox and Jordan Davis),2.660,1.820
3,12:30,3,3,PHI 45,14,6,Brock Purdy pass complete short left to Christian McCaffrey for 33 yards (tackle by Darius Slay),1.820,4.780
3,11:48,1,10,PHI 12,20,6,"Deebo Samuel right end for 12 yards, touchdown",4.780,7.000
3,11:41,,,PHI 15,21,6,Jake Moody kicks extra point good,0.000,0.000
3,11:41,,,SFO 35,21,6,"Jake Moody kicks off 66 yards, returned by Boston Scott for 28 yards (tackle by Oren Burks and Charlie Woerner). Penalty on Demetrius Flannigan-Fowles: Face Mask (15 Yards), 15 yards (accepted)",0.000,1.730
3,11:33,1,10,PHI 42,21,6,D'Andre Swift right guard for 3 yards (tackle by Nick Bosa),1.730,1.590
3,10:57,2,7,PHI 45,21,6,Jalen Hurts pass incomplete short left,1.590,0.890
3,10:49,3,7,PHI 45,21,6,Jalen Hurts pass complete short left to A.J. Brown for 13 yards (tackle by Ambry Thomas),0.890,2.790
3,10:12,1,10,SFO 42,21,6,"Jalen Hurts pass complete short left to Jack Stoll for no gain (tackle by Deommodore Lenoir). Penalty on DeVonta Smith: Offensive Pass Interference, 10 yards (accepted) (no play)",2.790,2.130
3,9:53,1,20,PHI 48,21,6,Jalen Hurts pass complete short left to DeVonta Smith for 15 yards,2.130,2.920
3,9:27,2,5,SFO 37,21,6,"Jalen Hurts pass complete short left to DeVonta Smith for 13 yards (tackle by Dre Greenlaw and Ambry Thomas). Penalty on Dre Greenlaw: Disqualification / Defense, 12 yards (accepted)",2.920,4.780
3,9:00,1,10,SFO 12,21,6,Jalen Hurts left tackle for -2 yards (tackle by Nick Bosa),4.780,3.790
3,8:06,2,12,SFO 14,21,6,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Charvarius Ward),3.790,3.060
3,8:01,3,12,SFO 14,21,6,Jalen Hurts pass complete short left to A.J. Brown for 12 yards (tackle by Ji'Ayir Brown),3.060,6.740
3,7:25,1,2,SFO 2,21,6,Jalen Hurts up the middle for 1 yard (tackle by Fred Warner and Arik Armstead),6.740,5.910
3,6:53,2,1,SFO 1,21,12,"Jalen Hurts up the middle for 1 yard, touchdown",5.910,7.000
3,6:51,,,SFO 15,21,13,Jake Elliott kicks extra point good,0.000,0.000
3,6:51,,,PHI 35,21,13,"Jake Elliott kicks off 70 yards, returned by Deebo Samuel for 28 yards (tackle by Kenneth Gainwell)",0.000,0.480
3,6:46,1,10,SFO 23,21,13,Brock Purdy sacked by Fletcher Cox for -2 yards,0.480,-0.340
3,6:04,2,12,SFO 21,21,13,Christian McCaffrey left guard for 5 yards (tackle by Brandon Graham and Reed Blankenship),-0.340,-0.360
3,5:26,3,7,SFO 26,21,13,Brock Purdy pass complete short right to Brandon Aiyuk for 10 yards (tackle by Darius Slay),-0.360,1.330
3,4:45,1,10,SFO 36,21,13,Christian McCaffrey left end for 16 yards (tackle by Reed Blankenship and Christian Elliss),1.330,2.390
3,4:04,1,10,PHI 48,27,13,"Brock Purdy pass complete short middle to Deebo Samuel for 48 yards, touchdown",2.390,7.000
3,3:54,,,PHI 15,28,13,Jake Moody kicks extra point good,0.000,0.000
3,3:54,,,SFO 35,28,13,"Penalty on Jalen Carter: Personal Foul / Defense, 15 yards (accepted) (no play)",0.000,0.000
3,3:54,,,SFO 50,28,13,"Jake Moody kicks off 50 yards, touchback.",0.000,0.610
3,3:54,1,10,PHI 25,28,13,D'Andre Swift right guard for 2 yards (tackle by Javon Kinlaw and Nick Bosa),0.610,0.330
3,3:16,2,8,PHI 27,28,13,Jalen Hurts pass incomplete short left intended for D'Andre Swift,0.330,-0.360
3,3:11,3,8,PHI 27,28,13,Jalen Hurts scrambles up the middle for 5 yards (tackle by Fred Warner and Oren Burks),-0.360,-1.240
3,2:30,4,3,PHI 32,28,13,Braden Mann punts 49 yards. Ronnie Bell fumbles out of bounds,-1.240,-0.610
3,2:24,1,10,SFO 25,28,13,Christian McCaffrey left end for 7 yards (tackle by Nicholas Morrow),0.610,1.010
3,1:46,2,3,SFO 32,28,13,Christian McCaffrey left guard for 5 yards (tackle by Jordan Davis),1.010,1.400
3,1:18,1,10,SFO 37,28,13,Brock Purdy pass complete short left to Christian McCaffrey for 3 yards (tackle by Nicholas Morrow),1.400,1.260
3,0:34,2,7,SFO 40,28,13,Christian McCaffrey right guard for 15 yards (tackle by Christian Elliss),1.260,2.590
Quarter,Time,Down,ToGo,Location,SFO,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 45,28,13,Brock Purdy pass incomplete short right,2.590,2.040
4,14:54,2,10,PHI 45,28,13,Christian McCaffrey right guard for 1 yard (tackle by Josh Sweat),2.040,1.490
4,14:15,3,9,PHI 44,28,13,Brock Purdy pass complete short left to Jauan Jennings for 8 yards (tackle by Eli Ricks),1.490,0.890
4,13:32,4,1,PHI 36,28,13,Christian McCaffrey left end for 2 yards (tackle by Haason Reddick and Nicholas Morrow),0.890,3.310
4,12:53,1,10,PHI 34,28,13,Elijah Mitchell right guard for 11 yards (tackle by Reed Blankenship),3.310,4.040
4,12:11,1,10,PHI 23,28,13,Elijah Mitchell up the middle for 1 yard (tackle by Marlon Tuipulotu and Nicholas Morrow),4.040,3.630
4,11:27,2,9,PHI 22,28,13,Brock Purdy pass complete short right to Christian McCaffrey for 4 yards,3.630,3.490
4,10:50,,,,,,Timeout #1 by San Francisco 49ers,,
4,10:50,3,5,PHI 18,34,13,"Brock Purdy pass complete short left to Jauan Jennings for 18 yards, touchdown",3.490,7.000
4,10:43,,,PHI 15,35,13,Jake Moody kicks extra point good,0.000,0.000
4,10:43,,,SFO 35,35,13,"Jake Moody kicks off 59 yards, returned by Boston Scott for 23 yards (tackle by Charlie Woerner)",0.000,0.870
4,10:38,1,10,PHI 29,35,13,Marcus Mariota pass complete short left to DeVonta Smith for 12 yards (tackle by Ambry Thomas),0.870,1.660
4,10:13,1,10,PHI 41,35,13,Marcus Mariota pass incomplete short middle intended for D'Andre Swift (defended by Kevin Givens),1.660,1.120
4,10:08,2,10,PHI 41,35,13,Marcus Mariota pass complete short left to D'Andre Swift for 4 yards (tackle by Oren Burks),1.120,0.960
4,9:39,3,6,PHI 45,35,13,Marcus Mariota scrambles right end for 5 yards (tackle by Fred Warner),0.960,-0.060
4,8:57,4,1,PHI 50,35,13,Marcus Mariota up the middle for 1 yard (tackle by Oren Burks),-0.060,2.320
4,8:38,1,10,SFO 49,35,13,Jalen Hurts scrambles right end for 4 yards (tackle by Oren Burks),2.320,2.320
4,8:08,2,6,SFO 45,35,13,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Charvarius Ward),2.320,2.980
4,7:40,1,10,SFO 39,35,13,Jalen Hurts pass complete deep middle to A.J. Brown for 19 yards (tackle by Tashaun Gipson),2.980,4.240
4,7:02,1,10,SFO 20,35,13,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Ambry Thomas),4.240,4.830
4,6:29,2,3,SFO 13,35,13,Jalen Hurts pass complete short right to Quez Watkins for 5 yards (tackle by Ji'Ayir Brown),4.830,5.370
4,5:56,1,8,SFO 8,35,13,Jalen Hurts pass incomplete short right intended for DeVonta Smith,5.370,4.570
4,5:48,2,8,SFO 8,35,13,"Penalty on Lane Johnson: False Start, 5 yards (accepted) (no play)",4.570,3.720
4,5:48,2,13,SFO 13,35,13,"Jalen Hurts pass incomplete short right intended for A.J. Brown. Penalty on Deommodore Lenoir: Defensive Pass Interference, 11 yards (accepted) (no play)",3.720,6.740
4,5:42,1,2,SFO 2,35,13,Jalen Hurts pass incomplete short left intended for A.J. Brown (defended by Ambry Thomas),6.740,5.720
4,5:39,2,2,SFO 2,35,19,"Jalen Hurts pass complete short right to DeVonta Smith for 2 yards, touchdown",5.720,7.000
4,5:33,,,SFO 2,35,19,Two Point Attempt: Jalen Hurts pass incomplete intended for DeVonta Smith,1.000,-1.000
4,5:33,,,PHI 35,35,19,"Jake Elliott kicks onside 13 yards, returned by Christian McCaffrey for no gain",0.000,2.390
4,5:32,1,10,PHI 48,35,19,"Penalty on Trent Williams: False Start, 4 yards (accepted) (no play)",2.390,2.130
4,5:32,1,14,SFO 48,35,19,Christian McCaffrey right end for 6 yards (tackle by Reed Blankenship and Josh Sweat),2.130,2.120
4,5:27,,,,,,Timeout #1 by Philadelphia Eagles,,
4,5:27,2,8,PHI 46,41,19,"Brock Purdy pass complete short left to Deebo Samuel for 46 yards, touchdown",2.120,7.000
4,5:19,,,PHI 15,42,19,Jake Moody kicks extra point good,0.000,0.000
4,5:19,,,SFO 35,42,19,"Jake Moody kicks off 65 yards, returned by Boston Scott for 15 yards (tackle by Isaiah Oliver)",0.000,-0.220
4,5:13,1,10,PHI 15,42,19,Jalen Hurts pass incomplete short right intended for Albert Okwuegbunam (defended by Dee Winters),-0.220,-0.710
4,5:07,2,10,PHI 15,42,19,Jalen Hurts pass complete short middle to Kenneth Gainwell for 15 yards (tackle by Dee Winters),-0.710,0.940
4,4:37,1,10,PHI 30,42,19,Jalen Hurts pass complete short right to Quez Watkins for 15 yards (tackle by Demetrius Flannigan-Fowles),0.940,1.930
4,4:06,1,10,PHI 45,42,19,Jalen Hurts pass incomplete short right intended for A.J. Brown (defended by Charvarius Ward),1.930,1.380
4,4:00,2,10,PHI 45,42,19,Jalen Hurts pass incomplete short left,1.380,0.700
4,3:51,3,10,PHI 45,42,19,Jalen Hurts pass complete short right to Boston Scott for 27 yards (tackle by Ji'Ayir Brown),0.700,3.710
4,3:35,1,10,SFO 28,42,19,Jalen Hurts pass complete short middle to Kenneth Gainwell for 6 yards (tackle by Dee Winters),3.710,3.980
4,3:01,2,4,SFO 22,42,19,"Penalty on Jason Kelce: False Start, 5 yards (accepted) (no play)",3.980,3.300
4,3:01,2,9,SFO 27,42,19,Jalen Hurts pass incomplete short right intended for D'Andre Swift (defended by Deommodore Lenoir),3.300,2.610
4,2:54,3,9,SFO 27,42,19,Jalen Hurts sacked by Kalia Davis for -3 yards,2.610,1.410
4,2:14,4,12,SFO 30,42,19,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Ambry Thomas),1.410,-0.940
4,2:07,1,10,SFO 30,42,19,Elijah Mitchell left guard for 1 yard (tackle by Nolan Smith and Jordan Davis),0.940,0.530
4,2:00,2,9,SFO 31,42,19,Jordan Mason right guard for 4 yards (tackle by Nicholas Morrow),0.530,0.370
4,1:18,3,5,SFO 35,42,19,Jordan Mason left end for 6 yards (tackle by Kevin Byard and Milton Williams),0.370,1.660
4,0:37,1,10,SFO 41,42,19,Sam Darnold kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
