Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
2,3:08,1,10,TAM 27,0,7,Corey Dillon right guard for -1 yards (tackle by Greg Spires),3.780,3.100
2,3:08,2,11,TAM 28,0,7,"Penalty on NWE: Illegal Substitution, 5 yards (no play)",3.100,2.420
2,2:35,2,16,TAM 33,0,7,"Tom Brady pass complete to Tim Dwight for 27 yards (tackle by Jermaine Phillips). Penalty on Simeon Rice: Face Mask (15 Yards), 3 yards",2.420,6.510
2,2:12,1,3,TAM 3,0,13,"Corey Dillon right guard for 3 yards, touchdown",6.510,7.000
2,,,,TAM 2,0,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,0,14,"Adam Vinatieri kicks off 75 yards, touchback",0.000,0.280
2,2:08,1,10,TAM 20,0,14,Chris Simms pass incomplete intended for Michael Pittman,0.280,-0.270
2,2:04,2,10,TAM 20,0,14,Michael Pittman left end for 2 yards (tackle by Mike Vrabel and Hank Poteat),-0.270,-0.690
2,1:58,3,8,TAM 22,0,14,Chris Simms pass complete to Ike Hilliard for 22 yards (tackle by Eugene Wilson),-0.690,1.860
2,1:32,1,10,TAM 44,0,14,"Chris Simms sacked by Mike Vrabel for -8 yards. Chris Simms fumbles (forced by Mike Vrabel), recovered by Willie McGinest at TAM-41 and returned for 19 yards (tackle by Alex Smith). Penalty on Willie McGinest: Illegal Forward Pass, 5 yards",1.860,-3.780
2,1:16,1,10,TAM 27,0,14,Tom Brady pass complete to Deion Branch for 8 yards (tackle by Derrick Brooks),3.780,4.350
2,0:50,2,2,TAM 19,0,14,Kevin Faulk up the middle for 3 yards (tackle by Chris Hovan and Ellis Wyms),4.350,4.510
2,0:32,1,10,TAM 16,0,20,"Tom Brady pass complete to David Givens for 16 yards, touchdown",4.510,7.000
2,,,,TAM 2,0,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,0,21,Adam Vinatieri kicks off 40 yards (tackle by Don Davis),0.000,1.070
2,0:24,1,10,TAM 32,0,21,Chris Simms kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,0,21,"Adam Vinatieri kicks off 55 yards, returned by Edell Shepherd for 16 yards (tackle by Michael Stone)",0.000,1.000
3,14:55,1,10,TAM 31,0,21,Chris Simms pass complete to Mike Alstott for 4 yards (tackle by Willie McGinest),1.000,1.000
3,14:32,2,6,TAM 35,0,21,Chris Simms pass complete to Joey Galloway for 5 yards (tackle by Asante Samuel),1.000,0.960
3,14:19,3,1,TAM 40,0,21,Mike Alstott left guard for 2 yards (tackle by Tedy Bruschi and Jarvis Green),0.960,1.730
3,13:42,1,10,TAM 42,0,21,Chris Simms pass complete to Cadillac Williams for 1 yard (tackle by Tedy Bruschi),1.730,1.320
3,13:03,2,9,TAM 43,0,21,Chris Simms pass complete to Alex Smith for 6 yards (tackle by Tedy Bruschi and Artrell Hawkins),1.320,1.420
3,12:17,3,3,TAM 49,0,21,Chris Simms pass complete to Ike Hilliard for 3 yards (tackle by Ellis Hobbs),1.420,2.390
3,11:39,1,10,NWE 48,0,21,"Chris Simms pass incomplete intended for Joey Galloway (defended by Richard Seymour). Penalty on Richard Seymour: Roughing the Passer, 14 yards (no play)",2.390,3.310
3,11:35,1,10,NWE 34,0,21,"Chris Simms sacked by Tedy Bruschi for -11 yards. Chris Simms fumbles (forced by Tedy Bruschi), recovered by Cadillac Williams at NWE-46",3.310,1.150
3,10:49,2,22,NWE 46,0,21,Chris Simms pass incomplete intended for Joey Galloway,1.150,0.500
3,10:46,3,22,NWE 46,0,21,Chris Simms pass incomplete intended for Alex Smith (defended by Tedy Bruschi),0.500,0.200
3,10:41,4,22,NWE 46,0,21,"Penalty on Wesly Mallard: False Start, 5 yards (no play)",0.200,-0.130
3,10:41,4,27,TAM 49,0,21,"Josh Bidwell punts 43 yards, returned by Troy Brown for 6 yards (tackle by Ryan Nece)",-0.130,0.280
3,10:31,1,10,NWE 14,0,21,Corey Dillon up the middle for 3 yards (tackle by Shelton Quarles and Derrick Brooks),-0.280,-0.370
3,9:47,2,7,NWE 17,0,21,Tom Brady pass incomplete intended for Christian Fauria,-0.370,-1.040
3,9:42,3,7,NWE 17,0,21,"Penalty on Tom Ashworth: False Start, 5 yards (no play)",-1.040,-1.650
3,9:42,3,12,NWE 12,0,21,Tom Brady pass incomplete intended for Andre' Davis,-1.650,-2.490
3,9:37,4,12,NWE 12,0,21,"Josh Miller punts 40 yards, returned by Mark Jones for 10 yards (tackle by Lonie Paxton)",-2.490,-2.790
3,9:27,1,10,NWE 42,0,21,Chris Simms pass complete to Michael Clayton for 8 yards (tackle by Asante Samuel),2.790,3.320
3,9:04,2,2,NWE 34,0,21,Cadillac Williams up the middle for 1 yard (tackle by Richard Seymour and Ellis Hobbs),3.320,2.740
3,8:27,3,1,NWE 33,0,21,Chris Simms pass incomplete intended for Joey Galloway,2.740,1.210
3,8:21,4,1,NWE 33,0,21,Chris Simms pass incomplete intended for Joey Galloway (defended by Ellis Hobbs),1.210,-1.200
3,8:17,1,10,NWE 34,0,21,Corey Dillon up the middle for no gain (tackle by Chris Hovan),1.200,0.660
3,7:44,2,10,NWE 34,0,21,David Givens for 4 yards,0.660,0.500
3,7:12,3,6,NWE 38,0,21,Kevin Faulk right end for 3 yards (tackle by Ellis Wyms),0.500,-0.650
3,6:31,4,3,NWE 41,0,21,"Josh Miller punts 40 yards, returned by Mark Jones for 81 yards. Penalty on Kalvin Pearson: Offensive Holding, 10 yards",-0.650,-0.540
3,6:13,1,10,TAM 24,0,21,Chris Simms pass incomplete intended for Anthony Becht,0.540,0.000
3,6:09,2,10,TAM 24,0,21,Chris Simms pass complete to Alex Smith for 9 yards (tackle by Tedy Bruschi),0.000,0.500
3,5:39,3,1,TAM 33,0,21,Cadillac Williams left guard for 3 yards (tackle by Tedy Bruschi),0.500,1.330
3,5:01,1,10,TAM 36,0,21,Chris Simms pass complete to Michael Clayton for 18 yards (tackle by Eugene Wilson and Mike Vrabel),1.330,2.520
3,4:19,1,10,NWE 46,0,21,Chris Simms pass incomplete intended for Ike Hilliard,2.520,1.980
3,4:15,2,10,NWE 46,0,21,Chris Simms pass incomplete intended for Alex Smith,1.980,1.290
3,4:10,3,10,NWE 46,0,21,Chris Simms pass complete to Ike Hilliard for 7 yards (tackle by Artrell Hawkins and Hank Poteat),1.290,0.660
3,3:29,4,3,NWE 39,0,21,Chris Simms sacked by Willie McGinest for -11 yards,0.660,-2.260
3,3:23,1,10,NWE 50,0,21,Tom Brady pass complete to David Givens for 15 yards (tackle by Dexter Jackson),2.260,3.250
3,2:49,1,10,TAM 35,0,21,Tom Brady pass complete to Corey Dillon for -5 yards (tackle by Derrick Brooks),3.250,2.030
3,2:01,2,15,TAM 40,0,21,Tom Brady sacked by Simeon Rice for -5 yards,2.030,0.700
3,1:31,3,20,TAM 45,0,21,Kevin Faulk up the middle for 4 yards (tackle by Ellis Wyms),0.700,0.530
3,0:51,4,16,TAM 41,0,21,"Josh Miller punts 31 yards, fair catch by Mark Jones",0.530,0.380
3,0:44,1,10,TAM 10,0,21,Cadillac Williams right guard for 2 yards (tackle by Jarvis Green),-0.380,-0.630
3,0:08,2,8,TAM 12,0,21,Chris Simms pass complete to Cadillac Williams for 1 yard (tackle by Jarvis Green and Tedy Bruschi),-0.630,-1.070
Quarter,Time,Down,ToGo,Location,TAM,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,0,21,Timeout #1 by Tampa Bay Buccaneers,0.000,-1.070
4,15:00,3,7,TAM 13,0,21,Chris Simms pass complete to Cadillac Williams for 2 yards (tackle by Rosevelt Colvin),-1.070,-2.440
4,14:20,4,5,TAM 15,0,21,Josh Bidwell punts 43 yards,-2.440,-2.190
4,14:11,1,10,NWE 49,0,21,Tom Brady pass complete to Deion Branch for 19 yards (tackle by Juran Bolden),2.190,3.450
4,13:29,1,10,TAM 32,0,21,"Tom Brady pass complete to Andre' Davis for 19 yards (tackle by Brian Kelly). Penalty on Brian Kelly: Face Mask (5 Yards), 5 yards",3.450,5.370
4,13:01,1,8,TAM 8,0,21,Tom Brady pass complete to David Givens for 6 yards (tackle by Jermaine Phillips and Will Allen),5.370,5.720
4,12:22,2,2,TAM 2,0,21,Corey Dillon left guard for no gain (tackle by Simeon Rice and Greg Spires),5.720,4.950
4,11:37,,,,0,21,Timeout #1 by New England Patriots,0.000,4.950
4,11:37,3,2,TAM 2,0,27,"Tom Brady pass complete to Corey Dillon for 2 yards, touchdown",4.950,7.000
4,,,,TAM 2,0,28,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,0,28,"Adam Vinatieri kicks off 64 yards, returned by Edell Shepherd for 24 yards (tackle by Don Davis)",0.000,0.940
4,11:28,1,10,TAM 30,0,28,Michael Pittman up the middle for 4 yards (tackle by Richard Seymour and Jarvis Green),0.940,0.930
4,10:53,2,6,TAM 34,0,28,Chris Simms pass complete to Joey Galloway for 9 yards (tackle by Asante Samuel),0.930,1.800
4,10:17,1,10,TAM 43,0,28,Chris Simms pass complete to Joey Galloway for 9 yards (tackle by Asante Samuel),1.800,2.470
4,9:46,2,1,NWE 48,0,28,Cadillac Williams right guard for no gain (tackle by Tedy Bruschi),2.470,1.750
4,9:10,3,1,NWE 48,0,28,Chris Simms pass complete to Mike Alstott for 4 yards (tackle by Artrell Hawkins),1.750,2.650
4,8:32,1,10,NWE 44,0,28,Chris Simms sacked by Tedy Bruschi for -8 yards,2.650,1.030
4,8:01,2,18,TAM 48,0,28,Chris Simms pass incomplete intended for Michael Pittman,1.030,0.370
4,7:57,3,18,TAM 48,0,28,Chris Simms pass complete to Michael Pittman for 3 yards (tackle by Richard Seymour and Artrell Hawkins),0.370,0.000
4,7:23,4,15,NWE 49,0,28,"Josh Bidwell punts 49 yards, touchback",0.000,-0.280
4,7:15,1,10,NWE 20,0,28,Corey Dillon left tackle for 3 yards (tackle by Anthony Bryant and Dewayne White),0.280,0.140
4,6:31,2,7,NWE 23,0,28,Corey Dillon left end for no gain (tackle by Ryan Nece and Jermaine Phillips),0.140,-0.560
4,5:50,3,7,NWE 23,0,28,Tom Brady pass complete to David Givens for 37 yards (tackle by Juran Bolden),-0.560,2.920
4,5:16,1,10,TAM 40,0,28,Kevin Faulk up the middle for 3 yards (tackle by Greg Spires and Barrett Ruud),2.920,2.780
4,4:32,2,7,TAM 37,0,28,Kevin Faulk left guard for 3 yards (tackle by Ryan Nece and Anthony Bryant),2.780,2.480
4,3:47,3,4,TAM 34,0,28,Kevin Faulk left tackle for 2 yards (tackle by Jon Bradley),2.480,1.300
4,3:05,4,2,TAM 32,0,28,Tom Brady up the middle for 3 yards (tackle by Barrett Ruud and Ellis Wyms),1.300,3.640
4,2:22,1,10,TAM 29,0,28,Corey Dillon left guard for 14 yards (tackle by Dexter Jackson and Dewayne White),3.640,4.580
4,2:00,1,10,TAM 15,0,28,Corey Dillon left end for 4 yards (tackle by Barrett Ruud and Dexter Jackson),4.580,4.640
4,1:14,2,6,TAM 11,0,28,Doug Flutie kneels for -1 yards,4.640,3.580
4,0:32,3,7,TAM 12,0,28,Doug Flutie kneels for -1 yards,3.580,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
