Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
1,,,,ATL 30,7,7,"Michael Koenen kicks off 64 yards, returned by Steve Breaston for 28 yards (tackle by Adam Jennings)",0.000,1.200
1,0:51,1,10,ARI 34,7,7,Kurt Warner pass complete deep middle to Larry Fitzgerald for 19 yards (tackle by DeAngelo Hall),1.200,2.460
1,0:15,1,10,ATL 47,7,7,J.J. Arrington up the middle for no gain (tackle by Jamaal Anderson),2.460,1.910
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,ATL 47,7,7,Kurt Warner pass incomplete short left intended for J.J. Arrington,1.910,1.220
2,14:51,3,10,ATL 47,7,7,Kurt Warner pass incomplete deep left intended for Jerheme Urban,1.220,0.130
2,14:45,4,10,ATL 47,7,7,"Mitch Berger punts 47 yards, touchback. Penalty on Travis Williams: Running Into the Kicker, 5 yards (no play)",0.130,0.460
2,14:36,4,5,ATL 42,7,7,"Penalty on Michael Adams: False Start, 5 yards (no play)",0.460,0.130
2,14:36,4,10,ATL 47,7,7,"Mitch Berger punts 38 yards, fair catch by DeAngelo Hall",0.130,0.380
2,14:30,1,10,ATL 9,7,7,"Warrick Dunn up the middle for 7 yards (tackle by Joe Tafoya). Penalty on Travis Williams: Offensive Holding, 4 yards (no play)",-0.380,-0.530
2,14:16,1,14,ATL 5,7,7,Warrick Dunn right end for no gain (tackle by Antonio Smith and Karlos Dansby),-0.530,-1.070
2,13:38,2,14,ATL 5,7,7,Chris Redman pass incomplete short left intended for Alge Crumpler,-1.070,-1.890
2,13:35,3,14,ATL 5,7,7,Chris Redman pass complete short right to Warrick Dunn for 8 yards (tackle by Karlos Dansby),-1.890,-2.490
2,12:56,4,6,ATL 13,7,7,Michael Koenen punts 32 yards,-2.490,-2.590
2,12:45,1,10,ATL 45,7,7,Edgerrin James left tackle for no gain (tackle by Brent Grimes),2.590,2.040
2,12:08,2,10,ATL 45,7,7,Kurt Warner pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Brent Grimes),2.040,3.310
2,11:27,1,10,ATL 34,7,7,Edgerrin James right tackle for 2 yards (tackle by Michael Boley),3.310,3.040
2,10:45,2,8,ATL 32,7,7,"Kurt Warner for no gain. Kurt Warner fumbles, recovered by Kurt Warner at ATL-34",3.040,2.080
2,10:11,3,10,ATL 34,7,7,Kurt Warner pass complete short left to Edgerrin James for 6 yards (tackle by Jonathan Babineaux),2.080,1.650
2,9:30,4,4,ATL 28,7,7,Kurt Warner pass complete short left to Anquan Boldin for 7 yards,1.650,4.170
2,9:01,1,10,ATL 21,7,7,Kurt Warner pass complete short middle to Troy Bienemann for 8 yards (tackle by Keith Brooking),4.170,4.950
2,8:20,2,2,ATL 13,7,13,"Kurt Warner pass complete short right to Anquan Boldin for 13 yards, touchdown",4.950,7.000
2,,,,ATL 2,7,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,7,14,"Neil Rackers kicks off 68 yards, returned by Jerious Norwood for 24 yards (tackle by Michael Adams)",0.000,0.670
2,8:05,1,10,ATL 26,13,14,"Chris Redman pass complete deep middle to Laurent Robinson for 74 yards, touchdown",0.670,7.000
2,,,,ARI 2,14,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,14,14,"Michael Koenen kicks off 60 yards, returned by Sean Morey for 40 yards (tackle by Daren Stone)",0.000,2.260
,,,,,,,"ATL challenged the runner was in bounds ruling, and the play was upheld.",,
2,7:49,1,10,,14,14,Edgerrin James up the middle for 4 yards (tackle by Jamaal Anderson),2.260,2.250
2,7:25,2,6,ATL 46,14,14,Kurt Warner pass complete short right to Bryant Johnson for 12 yards (tackle by DeAngelo Hall),2.250,3.310
2,6:53,1,10,ATL 34,14,14,Edgerrin James up the middle for 8 yards (tackle by Montavious Stanley),3.310,3.850
2,6:15,2,2,ATL 26,14,14,Edgerrin James right tackle for 6 yards (tackle by DeAngelo Hall),3.850,4.240
2,5:34,1,10,ATL 20,14,14,Edgerrin James left tackle for 3 yards (tackle by Chauncey Davis),4.240,4.120
2,4:58,2,7,ATL 17,14,14,Edgerrin James left tackle for 3 yards (tackle by Demorrio Williams and Brent Grimes),4.120,3.890
2,4:10,3,4,ATL 14,14,14,Kurt Warner pass incomplete short right intended for Jerheme Urban,3.890,2.580
2,4:05,4,4,ATL 14,14,17,Neil Rackers 32 yard field goal good,2.580,3.000
2,,,,ARI 30,14,17,"Neil Rackers kicks off 68 yards, returned by Jerious Norwood for 24 yards (tackle by Marcel Shipp)",0.000,0.670
2,3:56,1,10,ATL 26,14,17,Jerious Norwood left tackle for -3 yards (tackle by Calvin Pace),0.670,-0.280
2,3:16,2,13,ATL 23,14,17,Chris Redman pass incomplete short left intended for Laurent Robinson,-0.280,-0.960
2,3:10,3,13,ATL 23,14,17,Chris Redman pass complete short left to Jerious Norwood for -4 yards (tackle by Karlos Dansby),-0.960,-2.140
2,2:46,4,17,ATL 19,14,17,"Michael Koenen punts 49 yards, fair catch by Steve Breaston. Penalty on Daren Stone: Fair Catch Interference, 15 yards",-2.140,-2.060
2,2:32,1,10,ARI 47,14,17,Edgerrin James right tackle for 5 yards (tackle by Demorrio Williams),2.060,2.190
2,2:00,2,5,ATL 48,14,17,Edgerrin James left end for 2 yards (tackle by Keith Brooking),2.190,1.750
2,1:25,3,3,ATL 46,14,17,Kurt Warner pass complete short right to Anquan Boldin for 4 yards (tackle by Chris Crocker),1.750,2.790
2,1:19,,,,14,17,Timeout #1 by Arizona Cardinals,0.000,2.790
2,1:19,1,10,ATL 42,14,17,Kurt Warner pass complete short middle to Jerheme Urban for 8 yards (tackle by Brent Grimes),2.790,3.320
2,0:55,2,2,ATL 34,14,17,Kurt Warner pass complete short left to Bryant Johnson for 15 yards (tackle by DeAngelo Hall),3.320,4.310
2,0:50,1,10,ATL 19,14,17,Kurt Warner pass incomplete short right intended for Bryant Johnson,4.310,3.750
2,0:47,2,10,ATL 19,14,17,Kurt Warner pass complete short right to J.J. Arrington for 2 yards (tackle by Jonathan Babineaux),3.750,3.260
2,0:40,,,,14,17,Timeout #2 by Arizona Cardinals,0.000,3.260
2,0:40,3,8,ATL 17,14,17,Kurt Warner pass complete short middle to Anquan Boldin for 13 yards (tackle by Brent Grimes),3.260,6.280
2,0:21,1,4,ATL 4,14,17,Kurt Warner spiked the ball,6.280,5.340
2,0:20,2,4,ATL 4,14,23,"Kurt Warner pass complete short middle to J.J. Arrington for 4 yards, touchdown",5.340,7.000
2,,,,ATL 2,14,24,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,14,24,"Neil Rackers kicks off 71 yards, returned by Jerious Norwood for 29 yards (tackle by Michael Adams)",0.000,0.810
2,0:09,1,10,ATL 28,14,24,Jerious Norwood up the middle for 6 yards (tackle by Alan Branch),0.810,1.070
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,14,24,"Neil Rackers kicks off 70 yards, returned by Jerious Norwood for 29 yards (tackle by Troy Bienemann)",0.000,0.870
3,14:53,1,10,ATL 29,14,24,Warrick Dunn left tackle for no gain (tackle by Antonio Smith),0.870,0.330
3,14:22,2,10,ATL 29,14,24,Chris Redman pass complete short right to Roddy White for 9 yards (tackle by Aaron Francisco),0.330,0.830
3,14:00,3,1,ATL 38,14,24,Jason Snelling left tackle for 17 yards (tackle by Terrence Holt),0.830,2.590
3,13:38,1,10,ARI 45,14,24,Chris Redman pass incomplete short right intended for Roddy White,2.590,2.040
3,13:33,2,10,ARI 45,14,24,Warrick Dunn left tackle for -3 yards (tackle by Calvin Pace),2.040,0.960
3,12:55,3,13,ARI 48,14,24,Chris Redman pass complete short right to Ovie Mughelli for 6 yards (tackle by Calvin Pace),0.960,0.460
3,12:18,4,7,ARI 42,14,24,Michael Koenen punts 34 yards,0.460,0.380
3,12:06,1,10,ARI 8,14,24,Kurt Warner pass complete short right to Edgerrin James for 16 yards (tackle by Demorrio Williams),-0.380,0.540
3,11:31,1,10,ARI 24,14,24,Edgerrin James up the middle for 6 yards (tackle by Jonathan Babineaux),0.540,0.810
3,10:52,2,4,ARI 30,14,24,Edgerrin James up the middle for 2 yards (tackle by Jamaal Anderson),0.810,0.370
3,10:12,3,2,ARI 32,14,24,Kurt Warner pass complete short middle to Anquan Boldin for 31 yards (tackle by Chris Crocker),0.370,3.120
3,9:39,1,10,ATL 37,14,24,Edgerrin James left end for 1 yard (tackle by Jonathan Babineaux),3.120,2.710
3,8:54,2,9,ATL 36,14,24,Kurt Warner pass incomplete short middle intended for Larry Fitzgerald,2.710,2.010
3,8:49,3,9,ATL 36,14,24,Kurt Warner pass complete short right to J.J. Arrington for no gain,2.010,0.880
3,8:20,4,9,ATL 36,14,24,"Mitch Berger punts 36 yards, touchback",0.880,-0.280
3,8:12,1,10,ATL 20,14,24,Chris Redman pass complete short left to Roddy White for 11 yards (tackle by Antrel Rolle),0.280,1.000
3,8:04,1,10,ATL 31,14,24,Warrick Dunn up the middle for 1 yard (tackle by Calvin Pace),1.000,0.600
3,7:27,2,9,ATL 32,14,24,Warrick Dunn left tackle for 3 yards (tackle by Darryl Blackstock and Aaron Francisco),0.600,0.300
3,6:51,3,6,ATL 35,14,24,Chris Redman pass incomplete short right intended for Roddy White (defended by Roderick Hood),0.300,-1.040
3,6:42,4,6,ATL 35,14,24,"Michael Koenen punts 39 yards, returned by Steve Breaston for no gain",-1.040,-0.670
3,6:34,1,10,ARI 26,14,24,Kurt Warner pass incomplete short right intended for Anquan Boldin (defended by Chris Crocker),0.670,0.130
3,6:28,2,10,ARI 26,14,24,Kurt Warner pass complete short left to Anquan Boldin for -1 yards (tackle by Chris Crocker),0.130,-0.690
3,5:47,3,11,ARI 25,14,24,Kurt Warner pass complete short right to Edgerrin James for 5 yards (tackle by Michael Boley),-0.690,-1.370
3,5:16,4,6,ARI 30,14,24,Mitch Berger punts 37 yards,-1.370,-1.140
3,5:06,1,10,ATL 33,14,24,Warrick Dunn left end for -2 yards (tackle by Antrel Rolle),1.140,0.320
3,4:26,2,12,ATL 31,14,24,Chris Redman pass incomplete short right intended for Roddy White,0.320,-0.360
3,4:19,3,12,ATL 31,14,24,Chris Redman sacked by Antonio Smith for -7 yards,-0.360,-1.770
3,3:55,4,19,ATL 24,14,24,"Michael Koenen punts 46 yards, fair catch by Steve Breaston. Penalty on David Irons: Fair Catch Interference, 15 yards",-1.770,-1.930
3,3:46,1,10,ARI 45,14,24,Edgerrin James up the middle for 2 yards (tackle by Demorrio Williams),1.930,1.650
3,3:09,2,8,ARI 47,14,24,Kurt Warner pass complete short left to Larry Fitzgerald for 12 yards (tackle by Brent Grimes),1.650,2.850
3,2:25,1,10,ATL 41,14,24,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,2.850,2.310
3,2:19,2,10,ATL 41,14,24,Edgerrin James up the middle for 9 yards (tackle by DeAngelo Hall),2.310,2.810
3,1:38,3,1,ATL 32,14,24,"Penalty on Tim Euhus: False Start, 5 yards (no play)",2.810,2.150
3,1:15,3,6,ATL 37,14,24,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,2.150,0.790
3,1:10,4,6,ATL 37,14,24,"Mitch Berger punts 25 yards, fair catch by Adam Jennings",0.790,0.350
3,1:01,1,10,ATL 12,14,24,Jerious Norwood right tackle for 9 yards (tackle by Aaron Francisco),-0.350,0.420
3,0:32,2,1,ATL 21,14,24,Jerious Norwood left tackle for 3 yards (tackle by Calvin Pace and Aaron Francisco),0.420,0.540
3,0:04,1,10,ATL 24,14,24,Chris Redman pass complete short left to Roddy White for 7 yards (tackle by Antrel Rolle),0.540,0.940
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,ATL 31,14,24,Chris Redman pass incomplete deep left intended for Laurent Robinson (defended by Antrel Rolle),0.940,0.230
4,14:55,3,3,ATL 31,14,24,Jerious Norwood up the middle for 4 yards (tackle by Karlos Dansby),0.230,1.270
4,14:13,1,10,ATL 35,14,24,Chris Redman sacked by Calvin Pace for -5 yards,1.270,0.050
4,13:46,2,15,ATL 30,14,24,"Chris Redman pass complete short middle to Jerious Norwood for 4 yards (tackle by Karlos Dansby). Penalty on Roddy White: Offensive Pass Interference, 10 yards, Penalty on Justin Blalock: Ineligible Downfield Pass (Declined) (no play)",0.050,-1.300
4,13:20,2,25,ATL 20,14,24,Chris Redman pass complete short middle to Michael Jenkins for 15 yards (tackle by Calvin Pace),-1.300,0.040
4,12:41,3,10,ATL 35,14,24,Chris Redman pass complete short middle to Adam Jennings for 10 yards (tackle by Gerald Hayes),0.040,1.930
4,12:02,1,10,ATL 45,14,24,Chris Redman pass incomplete short right intended for Ovie Mughelli,1.930,1.380
4,11:55,2,10,ATL 45,14,24,Chris Redman pass complete short left to Laurent Robinson for 7 yards (tackle by Ralph Brown),1.380,1.620
4,11:20,3,3,ARI 48,14,24,Chris Redman pass complete short right to Roddy White for 10 yards (tackle by Antrel Rolle),1.620,3.050
4,10:48,1,10,ARI 38,14,24,Chris Redman pass complete deep middle to Roddy White for 26 yards (tackle by Aaron Francisco),3.050,4.780
4,10:11,1,10,ARI 12,14,24,Chris Redman pass complete short right to Roddy White for 6 yards (tackle by Roderick Hood),4.780,5.210
4,9:40,2,4,ARI 6,14,24,Warrick Dunn up the middle for 1 yard (tackle by Gerald Hayes),5.210,4.610
4,9:03,3,3,ARI 5,14,24,Chris Redman pass incomplete short right intended for Alge Crumpler. Penalty on Tyson Clabo: Ineligible Downfield Pass (Declined),4.610,3.020
4,8:56,4,3,ARI 5,17,24,Morten Andersen 23 yard field goal good,3.020,3.000
4,,,,ATL 30,17,24,"Michael Koenen kicks off 66 yards, returned by Steve Breaston for 20 yards (tackle by Stephen Nicholas)",0.000,0.540
4,8:45,1,10,ARI 24,17,24,Kurt Warner pass incomplete short right intended for Ben Patrick,0.540,0.000
4,8:41,2,10,ARI 24,17,24,Kurt Warner pass complete short left to Larry Fitzgerald for 4 yards (tackle by Brent Grimes),0.000,-0.160
4,8:04,3,6,ARI 28,17,24,Kurt Warner pass incomplete short middle intended for Larry Fitzgerald (defended by Chris Houston),-0.160,-1.500
4,7:57,4,6,ARI 28,17,24,"Mitch Berger punts 36 yards, returned by DeAngelo Hall for 16 yards (tackle by Joe Tafoya)",-1.500,-2.390
4,7:47,1,10,ARI 48,17,24,Chris Redman pass complete short left to Laurent Robinson for 5 yards (tackle by Antrel Rolle),2.390,2.520
4,7:12,2,5,ARI 43,17,24,Chris Redman pass complete short right to Roddy White for 8 yards (tackle by Terrence Holt),2.520,3.250
4,6:42,1,10,ARI 35,17,24,Chris Redman pass complete short middle to Adam Jennings for 8 yards (tackle by Aaron Francisco),3.250,3.780
4,6:12,2,2,ARI 27,17,24,Chris Redman pass incomplete deep left intended for Jerious Norwood,3.780,3.070
4,6:05,3,2,ARI 27,17,24,Chris Redman pass complete short right to Laurent Robinson for 8 yards (tackle by Roderick Hood),3.070,4.310
4,5:29,1,10,ARI 19,17,24,Chris Redman pass incomplete short middle intended for Alge Crumpler,4.310,3.750
4,5:23,2,10,ARI 19,17,24,Chris Redman pass complete short middle to Roddy White for 12 yards (tackle by Antrel Rolle),3.750,5.600
4,4:50,,,,17,24,Timeout #1 by Atlanta Falcons,0.000,5.600
4,4:50,1,7,ARI 7,23,24,"Chris Redman pass complete short middle to Alge Crumpler for 7 yards, touchdown",5.600,7.000
4,,,,ARI 2,24,24,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,24,24,"Michael Koenen kicks off 63 yards, returned by Steve Breaston for 13 yards (tackle by Jason Snelling)",0.000,0.280
4,4:39,1,10,ARI 20,24,24,Edgerrin James up the middle for 2 yards (tackle by Montavious Stanley),0.280,0.000
4,4:04,2,8,ARI 22,24,24,Kurt Warner pass complete short left to Terrelle Smith for 3 yards (tackle by Jonathan Babineaux),0.000,-0.300
4,3:23,3,5,ARI 25,24,24,Kurt Warner pass incomplete short left intended for Ben Patrick (defended by Lawyer Milloy),-0.300,-1.700
4,3:14,4,5,ARI 25,24,24,"Mitch Berger punts 50 yards, returned by DeAngelo Hall for 16 yards (tackle by Calvin Pace)",-1.700,-1.660
4,3:00,1,10,ATL 41,24,24,Chris Redman pass complete short middle to Adam Jennings for 5 yards (tackle by Calvin Pace),1.660,1.800
4,2:31,2,5,ATL 46,24,24,Chris Redman pass complete short left to Laurent Robinson for 5 yards (tackle by Ralph Brown),1.800,2.320
4,2:25,1,10,ARI 49,24,24,Chris Redman pass complete short right to Roddy White for 15 yards (tackle by Oliver Celestin),2.320,3.310
4,2:17,1,10,ARI 34,24,24,Chris Redman pass complete short right to Laurent Robinson for 8 yards (tackle by Roderick Hood),3.310,3.850
4,2:00,2,2,ARI 26,24,24,"Penalty on Adam Jennings: False Start, 5 yards (no play)",3.850,3.180
4,2:00,2,7,ARI 31,24,24,"Chris Redman pass incomplete deep right intended for Laurent Robinson. Penalty on Roderick Hood: Defensive Pass Interference, 24 yards (no play)",3.180,5.600
4,1:56,1,7,ARI 7,24,24,Warrick Dunn right tackle for -1 yards (tackle by Gabe Watson),5.600,4.570
4,1:51,,,,24,24,Timeout #1 by Arizona Cardinals,0.000,4.570
4,1:51,2,8,ARI 8,24,24,Warrick Dunn left tackle for 2 yards (tackle by Antonio Smith),4.570,4.040
4,1:46,,,,24,24,Timeout #2 by Arizona Cardinals,0.000,4.040
4,1:46,3,6,ARI 6,24,24,Warrick Dunn left tackle for 3 yards (tackle by Gerald Hayes),4.040,3.040
4,1:41,,,,24,24,Timeout #3 by Arizona Cardinals,0.000,3.040
4,1:41,4,3,ARI 3,27,24,Morten Andersen 21 yard field goal good,3.040,3.000
4,,,,ATL 30,27,24,"Michael Koenen kicks off 60 yards, returned by Steve Breaston for 16 yards (tackle by Corey McIntyre)",0.000,0.670
4,1:33,1,10,ARI 26,27,24,Kurt Warner pass incomplete short middle intended for Larry Fitzgerald (defended by Jonathan Babineaux),0.670,0.130
4,1:29,2,10,ARI 26,27,24,Kurt Warner pass complete deep middle to Bryant Johnson for 19 yards (tackle by Keith Brooking),0.130,1.930
4,1:14,1,10,ARI 45,27,24,Kurt Warner spiked the ball,1.930,1.380
4,1:13,2,10,ARI 45,27,24,Kurt Warner pass complete short middle to Jerheme Urban for 9 yards (tackle by Brent Grimes),1.380,1.880
4,0:53,3,1,ATL 46,27,24,Kurt Warner pass complete short middle to Anquan Boldin for 18 yards (tackle by Lawyer Milloy),1.880,3.710
4,0:37,1,10,ATL 28,27,24,Kurt Warner spiked the ball,3.710,3.170
4,0:36,2,10,ATL 28,27,24,Kurt Warner pass complete short left to J.J. Arrington for 5 yards (tackle by Keith Brooking),3.170,3.140
4,0:16,3,5,ATL 23,27,24,Kurt Warner pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Brent Grimes),3.140,4.510
4,0:04,1,10,ATL 16,27,24,"Kurt Warner spiked the ball. Penalty on John Abraham: Defensive Offside, 5 yards (no play)",4.510,5.630
4,0:04,,,,27,24,Timeout #2 by Atlanta Falcons,0.000,5.630
4,0:04,1,5,ATL 11,27,27,Neil Rackers 29 yard field goal good,5.630,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,,,,ATL 30,27,27,"Michael Koenen kicks off 66 yards, returned by Steve Breaston for 25 yards (tackle by Daren Stone)",0.000,0.870
OT,14:54,1,10,ARI 29,27,27,Edgerrin James right tackle for -2 yards (tackle by Demorrio Williams),0.870,0.060
OT,14:17,2,12,ARI 27,27,27,Kurt Warner pass complete deep right to Anquan Boldin for 25 yards (tackle by Brent Grimes),0.060,2.390
OT,13:35,1,10,ATL 48,27,27,Edgerrin James right tackle for 3 yards (tackle by Demorrio Williams),2.390,2.250
OT,12:56,2,7,ATL 45,27,27,Kurt Warner pass complete short right to Anquan Boldin for 9 yards (tackle by Brent Grimes),2.250,3.180
OT,12:31,1,10,ATL 36,27,27,Kurt Warner pass complete short left to Anquan Boldin for no gain,3.180,2.640
OT,11:43,2,10,ATL 36,27,27,Kurt Warner pass complete deep left to Larry Fitzgerald for 19 yards (tackle by Chris Houston),2.640,4.440
OT,11:16,1,10,ATL 17,27,27,Edgerrin James left tackle for 5 yards (tackle by Keith Brooking and Stephen Nicholas),4.440,4.690
OT,10:38,2,5,ATL 12,27,27,Edgerrin James up the middle for no gain (tackle by Montavious Stanley),4.690,3.880
OT,10:04,3,5,ATL 12,27,27,Edgerrin James left tackle for -1 yards (tackle by Montavious Stanley),3.880,2.590
OT,9:36,,,,27,27,Timeout #1 by Atlanta Falcons,0.000,2.590
OT,9:36,4,6,ATL 13,27,30,Neil Rackers 31 yard field goal good,2.590,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
