Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2,6:14,3,2,SDG 31,14,7,Derek Carr pass incomplete deep right intended for Andre Holmes (defended by Jason Verrett),2.810,1.400
2,6:08,4,2,SDG 31,14,10,Sebastian Janikowski 50 yard field goal good,1.400,3.000
2,6:08,,,OAK 35,14,10,"Sebastian Janikowski kicks off 66 yards, returned by Javontee Herndon for 27 yards (tackle by Jamize Olawale)",0.000,-0.670
2,5:57,1,10,SDG 26,14,10,Philip Rivers pass complete short left to Malcom Floyd for 9 yards (tackle by Malcolm Smith),0.670,1.350
2,5:29,2,1,SDG 35,14,10,Danny Woodhead middle for no gain (tackle by Stacy McGee),1.350,0.630
2,5:02,3,1,SDG 35,14,10,Donald Brown middle for no gain (tackle by Charles Woodson),0.630,-1.040
,,,,,,,"SDG challenged the first down ruling, and the play was upheld.",,
2,4:42,4,1,SDG 35,14,10,"Mike Scifres punts 52 yards, returned by Jeremy Ross for 9 yards (tackle by Kavell Conner)",-1.040,-0.410
2,4:31,1,10,OAK 22,14,10,Derek Carr pass incomplete deep right intended for Michael Crabtree,0.410,-0.130
2,4:25,2,10,OAK 22,14,10,Latavius Murray middle for 7 yards (tackle by Manti Te'o),-0.130,0.100
2,3:43,3,3,OAK 29,14,10,Derek Carr pass incomplete short middle intended for Seth Roberts,0.100,-1.440
2,3:39,4,3,OAK 29,14,10,"Larry Asante right end for 21 yards (tackle by Jason Verrett). Penalty on Andre Holmes: Illegal Formation, 5 yards (no play)",-1.440,-1.770
2,3:12,4,8,OAK 24,14,10,Marquette King punts 54 yards,-1.770,-0.410
2,3:01,1,10,SDG 22,14,10,Philip Rivers pass complete short left to Danny Woodhead for 5 yards (tackle by Malcolm Smith and Dan Williams),0.410,0.540
2,2:34,2,5,SDG 27,14,10,Philip Rivers pass complete deep right to Dontrelle Inman for 20 yards (tackle by David Amerson),0.540,2.060
2,2:00,1,10,SDG 47,14,10,Philip Rivers pass complete short left to Dontrelle Inman for 9 yards (tackle by D.J. Hayden),2.060,2.730
2,1:38,2,1,OAK 44,14,10,Philip Rivers pass complete middle to Javontee Herndon for 7 yards (tackle by Khalil Mack and Malcolm Smith),2.730,3.120
2,1:10,1,10,OAK 37,14,10,Philip Rivers pass complete short left to Danny Woodhead for 5 yards (tackle by Ben Heeney),3.120,3.250
2,0:49,2,5,OAK 32,14,10,Philip Rivers pass incomplete short left intended for Dontrelle Inman,3.250,2.540
2,0:44,3,5,OAK 32,14,10,Philip Rivers pass complete short left to Antonio Gates for 3 yards (tackle by Taylor Mays),2.540,2.540
2,0:36,3,5,OAK 32,14,10,Timeout #1 by Oakland Raiders,2.540,1.600
2,0:36,4,2,OAK 29,17,10,Josh Lambo 47 yard field goal good,1.600,3.000
2,0:36,,,SDG 35,17,10,"Josh Lambo kicks off 61 yards, returned by Taiwan Jones for 36 yards (tackle by Greg Ducre)",0.000,-1.600
2,0:26,1,10,OAK 40,17,10,Derek Carr pass complete short left to Amari Cooper for 7 yards (tackle by Jason Verrett),1.600,2.000
2,0:21,2,3,OAK 47,17,10,Derek Carr sacked by Jahleel Addae for -12 yards,2.000,2.000
2,0:10,2,3,OAK 47,17,10,Timeout #2 by Oakland Raiders,2.000,2.000
2,0:10,2,3,OAK 47,17,10,Timeout #3 by Los Angeles Chargers,2.000,-0.300
2,0:10,3,15,OAK 35,17,10,Derek Carr middle for 11 yards (tackle by Craig Mager),-0.300,-0.300
2,0:03,3,15,OAK 35,17,10,Timeout #3 by Oakland Raiders,-0.300,-0.320
2,0:03,4,4,OAK 46,17,10,"Derek Carr pass complete short right to Latavius Murray for 24 yards, lateral to Amari Cooper for -24 yards, lateral to Derek Carr for 5 yards, lateral to Michael Crabtree for no gain (tackle by Manti Te'o). Penalty on Jon Feliciano: Illegal Block Above the Waist (Declined), Penalty on Gabe Jackson: Ineligible Downfield Pass (no play)",-0.320,3.580
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,17,10,"Sebastian Janikowski kicks off 67 yards, returned by Javontee Herndon for 17 yards (tackle by Ben Heeney)",0.000,0.220
3,14:55,1,10,SDG 15,17,10,Philip Rivers pass complete short left to Donald Brown for 3 yards (tackle by T.J. Carrie),-0.220,-0.280
3,14:14,2,7,SDG 18,17,10,Philip Rivers pass complete short right to John Phillips for 9 yards,-0.280,0.740
,,,,,,,"OAK challenged the pass completion ruling, and the play was upheld.",,
3,14:02,1,10,SDG 27,17,10,Donald Brown middle for -1 yards (tackle by Malcolm Smith),0.740,0.060
3,13:20,2,11,SDG 26,17,10,Donald Brown middle for -5 yards (tackle by Malcolm Smith),0.060,-1.290
3,12:42,3,16,SDG 21,17,10,Philip Rivers pass incomplete deep right intended for Malcom Floyd,-1.290,-1.960
3,12:35,4,16,SDG 21,17,10,"Mike Scifres punts 43 yards, fair catch by Jeremy Ross",-1.960,-1.330
3,12:29,1,10,OAK 36,17,10,Latavius Murray right tackle for -3 yards (tackle by Jeremiah Attaochu),1.330,0.390
3,11:44,2,13,OAK 33,17,10,Latavius Murray middle for 2 yards (tackle by Kendall Reyes),0.390,-0.030
3,11:04,3,11,OAK 35,17,10,Derek Carr pass complete short left to Seth Roberts for 4 yards (tackle by Greg Ducre),-0.030,-0.780
3,10:22,4,7,OAK 39,17,10,"Marquette King punts 48 yards, fair catch by Javontee Herndon",-0.780,0.320
3,10:15,1,10,SDG 13,17,10,Philip Rivers pass complete short right to Javontee Herndon for 3 yards (tackle by Taylor Mays),-0.320,-0.440
3,9:44,2,7,SDG 16,17,10,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by David Amerson),-0.440,-1.060
3,9:40,3,7,SDG 16,17,10,Philip Rivers pass complete short middle to Dontrelle Inman for 4 yards (tackle by David Amerson),-1.060,-2.030
3,9:13,4,3,SDG 20,17,10,"Mike Scifres punts 34 yards, fair catch by Jeremy Ross",-2.030,-1.990
3,9:05,1,10,OAK 46,17,10,Derek Carr pass complete short left to Amari Cooper for 3 yards (tackle by Greg Ducre),1.990,1.860
3,8:29,2,7,OAK 49,17,10,"Latavius Murray right end for 5 yards (tackle by Adrian Phillips). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",1.860,0.510
3,8:02,2,17,OAK 39,17,10,Derek Carr pass complete short middle to Michael Crabtree for 11 yards (tackle by Denzel Perryman),0.510,1.290
3,7:16,3,6,,17,10,Derek Carr pass incomplete deep right intended for Clive Walford,1.290,-0.060
3,7:11,4,6,,17,10,"Marquette King punts 42 yards, fair catch by Javontee Herndon",-0.060,0.380
3,7:04,1,10,SDG 8,17,10,Donald Brown left guard for 5 yards (tackle by Lorenzo Alexander),-0.380,-0.410
3,6:22,2,5,SDG 13,17,10,Philip Rivers pass complete short left to Malcom Floyd for 10 yards (tackle by D.J. Hayden),-0.410,0.480
3,5:57,1,10,SDG 23,17,10,Philip Rivers pass complete short left to Donald Brown for 7 yards (tackle by Malcolm Smith),0.480,0.880
3,5:43,2,3,SDG 30,17,10,Donald Brown left tackle for 1 yard (tackle by Justin Ellis),0.880,0.300
3,4:59,3,2,SDG 31,17,10,Philip Rivers pass incomplete short right intended for Javontee Herndon,0.300,-1.310
3,4:53,4,2,SDG 31,17,10,"Mike Scifres punts 37 yards, fair catch by Jeremy Ross",-1.310,-1.070
3,4:48,1,10,OAK 32,17,10,"Penalty on Seth Roberts: False Start, 5 yards (no play)",1.070,0.740
3,4:48,1,15,OAK 27,17,10,Derek Carr pass incomplete short left intended for Andre Holmes (defended by Darius Philon),0.740,-0.150
3,4:45,2,15,OAK 27,17,10,Derek Carr pass complete short left to Latavius Murray for 14 yards (tackle by Adrian Phillips),-0.150,1.030
3,4:23,3,1,OAK 41,17,10,Latavius Murray middle for -1 yards (tackle by Jeremiah Attaochu),1.030,-0.720
3,3:35,4,2,OAK 40,17,10,Marquette King punts 51 yards,-0.720,0.380
3,3:23,1,10,SDG 9,17,10,Donald Brown middle for 2 yards (tackle by Dan Williams),-0.380,-0.630
3,2:43,2,8,SDG 11,17,10,"Penalty on Joe Barksdale: False Start, 5 yards (no play)",-0.630,-1.000
3,2:20,2,13,SDG 6,17,10,Philip Rivers pass incomplete short right intended for Ladarius Green (defended by Leon Orr),-1.000,-1.770
3,2:16,3,13,SDG 6,17,12,"Philip Rivers sacked by Denico Autry for -6 yards, safety",-1.770,-2.000
3,2:16,,,SDG 20,17,12,"Mike Scifres kicks off 56 yards, returned by Jeremy Ross for 15 yards (tackle by Adrian Phillips)",0.000,-1.530
3,2:05,1,10,OAK 39,17,12,Derek Carr pass complete short left to Taiwan Jones for 5 yards (tackle by Jahleel Addae),1.530,1.660
3,1:25,2,5,OAK 44,17,12,Latavius Murray right guard for -3 yards (tackle by Jeremiah Attaochu),1.660,0.560
3,0:49,3,8,OAK 41,17,12,Derek Carr sacked by Melvin Ingram for -8 yards,0.560,-1.180
3,0:10,4,16,OAK 33,17,12,"Marquette King punts 53 yards, returned by Craig Mager for 2 yards (tackle by Korey Toomer)",-1.180,0.140
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 16,17,12,Philip Rivers pass complete short right to Dontrelle Inman for 8 yards (tackle by T.J. Carrie),-0.140,0.550
4,14:26,2,2,SDG 24,17,12,Danny Woodhead left tackle for 6 yards (tackle by Malcolm Smith and Charles Woodson),0.550,0.940
4,13:55,1,10,SDG 30,17,12,Danny Woodhead left end for 5 yards (tackle by Malcolm Smith),0.940,1.070
4,13:11,2,5,SDG 35,17,12,Philip Rivers pass complete short middle to Danny Woodhead for 21 yards (tackle by Taylor Mays),1.070,2.650
4,12:47,1,10,OAK 44,17,12,Danny Woodhead right tackle for no gain (tackle by T.J. Carrie),2.650,2.110
4,12:03,2,10,OAK 44,17,12,Philip Rivers pass complete short middle to Ladarius Green for 13 yards (tackle by Ben Heeney),2.110,3.510
4,11:19,1,10,OAK 31,17,12,Philip Rivers pass incomplete short left intended for Dontrelle Inman (defended by D.J. Hayden),3.510,3.510
4,11:15,1,10,OAK 31,17,12,Timeout #1 by Los Angeles Chargers,3.510,2.970
4,11:15,2,10,OAK 31,17,12,Philip Rivers pass complete short left to Danny Woodhead for -1 yards (tackle by Ben Heeney),2.970,2.150
4,10:30,3,11,OAK 32,17,12,Philip Rivers pass complete short right to Danny Woodhead for 12 yards (tackle by Malcolm Smith),2.150,4.240
4,9:43,1,10,OAK 20,17,12,Donald Brown left end for no gain (tackle by Ben Heeney),4.240,3.690
4,9:02,2,10,OAK 20,17,12,Philip Rivers pass incomplete short middle intended for Donald Brown (defended by Khalil Mack),3.690,3.010
4,8:58,3,10,OAK 20,17,12,"Philip Rivers pass incomplete short left intended for Danny Woodhead. Penalty on SDG: Unsportsmanlike Conduct, 15 yards",3.010,0.970
4,8:52,4,25,OAK 35,17,12,"Josh Lambo 53 yard field goal good. Penalty on Khalil Mack: Defensive Holding, 5 yards (no play)",0.970,3.580
4,8:48,1,10,OAK 30,17,12,Philip Rivers pass incomplete deep left intended for Ladarius Green,3.580,3.030
4,8:42,2,10,OAK 30,17,12,"Philip Rivers pass complete short left to Ladarius Green for 6 yards (tackle by T.J. Carrie). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",3.030,1.680
4,8:11,2,20,OAK 40,17,12,Philip Rivers pass incomplete short right intended for Dontrelle Inman,1.680,1.020
4,8:05,3,20,OAK 40,17,12,Philip Rivers pass complete short left to Danny Woodhead for 10 yards (tackle by Malcolm Smith),1.020,1.410
4,7:27,4,10,OAK 30,17,12,Josh Lambo 48 yard field goal no good,1.410,-1.470
4,7:22,1,10,OAK 38,17,12,Derek Carr pass incomplete short left intended for Taiwan Jones,1.470,0.920
4,7:18,2,10,OAK 38,17,12,Latavius Murray middle for 8 yards (tackle by Denzel Perryman),0.920,1.290
4,6:37,3,2,OAK 46,17,12,Derek Carr pass incomplete short left intended for Seth Roberts. Penalty on J'Marcus Webb: Offensive Holding (Declined),1.290,-0.320
4,6:32,4,2,OAK 46,17,12,"Marquette King punts 44 yards, fair catch by Craig Mager",-0.320,0.380
4,6:24,1,10,SDG 10,17,12,Danny Woodhead left tackle for 27 yards (tackle by D.J. Hayden),-0.380,1.400
4,5:40,1,10,SDG 37,17,12,Danny Woodhead right tackle for 1 yard (tackle by Khalil Mack),1.400,0.990
4,5:02,2,9,SDG 38,17,12,"Philip Rivers pass complete short left to David Johnson for 4 yards (tackle by Malcolm Smith). David Johnson fumbles (forced by Malcolm Smith), recovered by Benson Mayowa at SDG-43 and returned for 40 yards (tackle by J.D. Walton)",0.990,-6.510
4,4:47,1,3,SDG 3,17,18,"Derek Carr pass complete short left to Michael Crabtree for 3 yards, touchdown",6.510,7.000
4,4:47,1,,SDG 3,17,20,"Two Point Attempt: Derek Carr pass complete to Seth Roberts, conversion succeeds",6.510,1.000
4,4:47,,,OAK 35,17,20,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
4,4:42,1,10,SDG 20,17,20,Philip Rivers pass complete short left to Dontrelle Inman for 5 yards (tackle by Ben Heeney),0.280,0.410
4,4:00,2,5,SDG 25,17,20,Danny Woodhead left end for 4 yards (tackle by Benson Mayowa),0.410,0.230
4,3:20,3,1,SDG 29,17,20,Danny Woodhead middle for 4 yards (tackle by Malcolm Smith),0.230,1.140
4,2:48,1,10,SDG 33,17,20,Philip Rivers pass complete short left to Danny Woodhead for -1 yards (tackle by Taylor Mays),1.140,0.460
4,2:15,2,11,SDG 32,17,20,Philip Rivers pass complete deep left to Malcom Floyd for 23 yards (tackle by Taylor Mays),0.460,2.590
4,2:06,1,10,OAK 45,17,20,Philip Rivers pass incomplete short left intended for Danny Woodhead,2.590,2.040
4,2:03,2,10,OAK 45,17,20,Philip Rivers pass incomplete short left intended for Malcom Floyd,2.040,1.360
4,2:00,3,10,OAK 45,17,20,"Philip Rivers pass incomplete deep middle intended for Dontrelle Inman (defended by D.J. Hayden). Penalty on D.J. Hayden: Defensive Pass Interference, 15 yards (no play)",1.360,3.580
4,1:55,1,10,OAK 30,17,20,Danny Woodhead middle for 3 yards (tackle by Leon Orr and Khalil Mack),3.580,3.440
4,1:11,2,7,OAK 27,17,20,Philip Rivers pass incomplete deep right intended for Dontrelle Inman,3.440,2.740
4,1:06,3,7,OAK 27,17,20,Philip Rivers pass incomplete deep left intended for Ladarius Green (defended by Taylor Mays),2.740,1.670
4,1:00,4,7,OAK 27,20,20,Josh Lambo 45 yard field goal good,1.670,3.000
4,1:00,,,SDG 35,20,20,"Josh Lambo kicks off 66 yards, returned by Taiwan Jones for 31 yards (tackle by Nick Dzubnar)",0.000,-0.940
4,0:49,1,10,OAK 30,20,20,Derek Carr pass complete short middle to Latavius Murray for 4 yards (tackle by Denzel Perryman),0.940,0.930
4,0:34,2,6,OAK 34,20,20,"Derek Carr pass incomplete. Penalty on Derek Carr: Intentional Grounding, 11 yards",0.930,-1.220
4,0:17,3,17,OAK 23,20,20,Derek Carr pass complete short right to Marcel Reece for no gain. Penalty on Jon Feliciano: Ineligible Downfield Pass (Declined),-1.220,-1.220
4,0:10,3,17,OAK 23,20,20,Timeout #2 by Los Angeles Chargers,-1.220,-1.830
4,0:10,4,17,OAK 23,20,20,Marquette King punts 65 yards,-1.830,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
,,,,,,,"Raiders won the coin toss, Raiders to receive the overtime kickoff.",,
OT,15:00,,,SDG 35,20,20,"Josh Lambo kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,OAK 20,20,20,Derek Carr pass incomplete short left intended for Clive Walford,0.280,-0.270
OT,14:57,2,10,OAK 20,20,20,Derek Carr pass complete short right to Marcel Reece for 3 yards (tackle by Melvin Ingram),-0.270,-0.560
OT,14:16,3,7,OAK 23,20,20,Derek Carr pass complete deep left to Andre Holmes for 16 yards (tackle by Greg Ducre),-0.560,1.530
OT,13:57,1,10,OAK 39,20,20,"Derek Carr sacked by Damion Square for 0 yards. Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",1.530,0.870
OT,13:36,1,20,OAK 29,20,20,Latavius Murray middle for 6 yards (tackle by Jahleel Addae),0.870,0.450
OT,13:02,2,14,OAK 35,20,20,"Derek Carr pass complete deep right to Mychal Rivera for 20 yards (tackle by Melvin Ingram). Penalty on J'Marcus Webb: Offensive Holding, 10 yards (no play)",0.450,-0.900
OT,12:29,2,24,OAK 25,20,20,"Penalty on Jon Feliciano: False Start, 5 yards (no play)",-0.900,-1.580
OT,12:08,2,29,OAK 20,20,20,"Derek Carr pass complete short middle to Michael Crabtree for 8 yards (tackle by Denzel Perryman). Penalty on Denzel Perryman: Unnecessary Roughness, 15 yards",-1.580,1.800
OT,11:42,1,10,OAK 43,20,20,Derek Carr pass incomplete short middle intended for Seth Roberts (defended by Kendall Reyes),1.800,1.250
OT,11:37,2,10,OAK 43,20,20,Latavius Murray middle for 4 yards (tackle by Denzel Perryman),1.250,1.090
OT,11:01,3,6,OAK 47,20,20,Derek Carr pass complete short left to Michael Crabtree for 8 yards (tackle by Greg Ducre),1.090,2.590
OT,10:29,1,10,SDG 45,20,20,Derek Carr pass incomplete deep left intended for Andre Holmes,2.590,2.040
OT,10:21,2,10,SDG 45,20,20,"Penalty on Clive Walford: False Start, 5 yards (no play)",2.040,1.370
OT,10:21,2,15,,20,20,Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Melvin Ingram),1.370,1.620
OT,9:47,3,8,SDG 43,20,20,Derek Carr pass complete short right to Seth Roberts for 33 yards (tackle by Craig Mager),1.620,4.910
OT,8:55,1,10,SDG 10,20,20,Charles Woodson right end for -3 yards (tackle by Manti Te'o),4.910,4.910
OT,8:30,1,10,SDG 10,20,20,Timeout #1 by Oakland Raiders,4.910,3.720
OT,8:30,2,13,SDG 13,20,20,Derek Carr pass incomplete short left intended for Michael Crabtree,3.720,3.060
OT,8:25,3,13,SDG 13,20,20,"Penalty on Derek Carr: Delay of Game, 5 yards (no play)",3.060,3.060
OT,8:25,3,13,SDG 13,20,20,Timeout #1 by Los Angeles Chargers,3.060,2.630
OT,8:25,3,18,SDG 18,20,20,Derek Carr for 5 yards,2.630,2.570
OT,8:09,4,13,SDG 13,20,23,Sebastian Janikowski 31 yard field goal good,2.570,3.000
OT,8:09,,,OAK 35,20,23,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
OT,8:05,1,10,SDG 20,20,23,Philip Rivers pass incomplete short middle intended for Ladarius Green (defended by Taylor Mays),0.280,-0.270
OT,7:58,2,10,SDG 20,20,23,Danny Woodhead middle for 5 yards (tackle by Khalil Mack),-0.270,-0.300
OT,7:21,3,5,SDG 25,20,23,Philip Rivers pass complete short middle to Danny Woodhead for 2 yards (tackle by Ben Heeney),-0.300,-0.300
OT,6:39,3,5,SDG 25,20,23,Timeout #2 by Los Angeles Chargers,-0.300,-1.570
OT,6:39,4,3,SDG 27,20,23,Philip Rivers pass incomplete short right intended for Dontrelle Inman,-1.570,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
