Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
1,5:23,1,10,KAN 26,0,8,Alex Smith pass incomplete short middle intended for Spencer Ware is intercepted by Jarvis Jones at KAN-24 and returned for 20 yards,0.670,-6.280
1,5:14,1,4,KAN 4,0,14,"Ben Roethlisberger pass complete short middle to Antonio Brown for 4 yards, touchdown",6.280,7.000
1,5:14,1,4,KAN 4,0,14,"Penalty on Dontari Poe: Encroachment, 5 yards (no play)",6.280,0.000
1,5:14,,,KAN 4,0,15,Chris Boswell kicks extra point good,0.000,0.000
1,5:14,,,PIT 35,0,15,"Chris Boswell kicks off 67 yards, returned by Knile Davis for 4 yards (tackle by Darrius Heyward-Bey)",0.000,0.380
1,5:03,1,10,KAN 2,0,15,Spencer Ware middle for 2 yards (tackle by Vince Williams),-0.380,-0.630
1,4:25,2,8,KAN 4,0,15,Alex Smith pass complete short left to Demetrius Harris for 12 yards (tackle by Vince Williams),-0.630,-0.140
1,3:49,1,10,KAN 16,0,15,Alex Smith pass complete short right to Chris Conley for 8 yards (tackle by Ross Cockrell),-0.140,0.550
1,3:08,2,2,KAN 24,0,15,Tyreek Hill left end for -2 yards (tackle by Lawrence Timmons),0.550,-0.570
1,2:24,3,4,KAN 22,0,15,Alex Smith pass incomplete short left intended for Jeremy Maclin,-0.570,-1.900
1,2:19,4,4,KAN 22,0,15,"Penalty on Demarcus Robinson: False Start, 5 yards (no play)",-1.900,-2.320
1,2:14,4,9,KAN 17,0,15,"Dustin Colquitt punts 23 yards, out of bounds",-2.320,-2.920
1,2:07,1,10,KAN 40,0,15,Le'Veon Bell right guard for 2 yards (tackle by Frank Zombo),2.920,2.640
1,1:28,2,8,KAN 38,0,21,"Ben Roethlisberger pass complete deep middle to Antonio Brown for 38 yards, touchdown. Penalty on Antonio Brown: Unsportsmanlike Conduct, 15 yards",2.640,7.000
1,1:28,,,KAN 38,0,22,Chris Boswell kicks extra point good,0.000,0.000
1,1:28,,,PIT 20,0,22,"Chris Boswell kicks off 73 yards, returned by Tyreek Hill for 21 yards (tackle by Shamarko Thomas)",0.000,-0.810
1,1:13,1,10,KAN 28,0,22,Alex Smith pass incomplete short right intended for Spencer Ware,0.810,0.260
1,1:09,2,10,KAN 28,0,22,Alex Smith right end for 2 yards (tackle by Lawrence Timmons),0.260,-0.160
1,0:37,3,8,KAN 30,0,22,Alex Smith pass incomplete short right intended for Spencer Ware,-0.160,-1.370
1,0:32,4,8,KAN 30,0,22,"Dustin Colquitt punts 58 yards, returned by Antonio Brown for 5 yards (tackle by Eric Murray). Penalty on Artie Burns: Illegal Block Above the Waist, 8 yards",-1.370,0.380
1,0:21,1,10,PIT 8,0,22,Ben Roethlisberger pass complete short left to Le'Veon Bell for 5 yards (tackle by Steven Nelson),-0.380,-0.410
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,PIT 13,0,22,Ben Roethlisberger pass incomplete deep right intended for Sammie Coates (defended by Marcus Peters),-0.410,-0.840
2,14:55,3,5,PIT 13,0,22,Ben Roethlisberger pass complete deep left to Antonio Brown for 18 yards (tackle by Eric Berry),-0.840,1.000
2,14:24,1,10,PIT 31,0,22,Le'Veon Bell middle for 4 yards (tackle by Justin March-Lillard and Frank Zombo),1.000,1.000
2,13:43,2,6,PIT 35,0,22,Ben Roethlisberger sacked by Jaye Howard for -8 yards,1.000,-0.760
2,12:43,3,14,PIT 27,0,22,"Ben Roethlisberger middle for 11 yards (tackle by Eric Berry). Penalty on Marcus Gilbert: Offensive Holding, 10 yards (no play)",-0.760,-2.440
2,12:15,3,24,PIT 17,0,22,"Penalty on David DeCastro: False Start, 5 yards (no play)",-2.440,-3.640
2,11:58,3,29,PIT 12,0,22,Le'Veon Bell right tackle for 14 yards (tackle by Marcus Peters and Daniel Sorensen),-3.640,-1.630
2,11:20,4,15,PIT 26,0,22,"Jordan Berry punts 52 yards, returned by Tyreek Hill for 78 yards. Penalty on Demetrius Harris: Illegal Block Above the Waist, 10 yards",-1.630,-0.040
2,11:00,1,10,KAN 18,0,22,Spencer Ware middle for 3 yards (tackle by Ross Cockrell and Arthur Moats),0.040,0.010
2,10:25,2,7,KAN 21,0,22,Alex Smith pass complete short right to Albert Wilson for 15 yards (tackle by Jarvis Jones),0.010,1.330
2,9:42,1,10,KAN 36,0,22,Alex Smith pass complete short middle to Tyreek Hill for 1 yard (tackle by Jarvis Jones and Vince Williams),1.330,0.930
2,9:09,2,9,KAN 37,0,22,Spencer Ware right tackle for 4 yards (tackle by Jordan Dangerfield and Jarvis Jones),0.930,0.760
2,8:25,3,5,KAN 41,0,22,Spencer Ware middle for 5 yards (tackle by Cameron Heyward),0.760,1.990
2,7:44,1,10,KAN 46,0,22,Alex Smith sacked by Vince Williams for -1 yards,1.990,1.320
2,7:01,2,11,KAN 45,0,22,Alex Smith pass complete short right to Travis Kelce for -1 yards (tackle by William Gay),1.320,1.320
2,6:25,2,11,KAN 45,0,22,Timeout #1 by Pittsburgh Steelers,1.320,0.500
2,6:25,3,12,KAN 44,0,22,Alex Smith pass complete short left to Chris Conley for 13 yards,0.500,2.720
2,6:01,1,10,PIT 43,0,22,Knile Davis right tackle for -2 yards (tackle by Vince Williams),2.720,1.910
2,5:23,2,12,PIT 45,0,22,Alex Smith pass complete short right to Tyreek Hill for 1 yard (tackle by Vince Williams),1.910,1.360
2,4:44,3,11,PIT 44,0,22,Alex Smith pass incomplete short middle intended for Albert Wilson (defended by Stephon Tuitt),1.360,0.330
2,4:38,4,11,PIT 44,0,22,"Dustin Colquitt punts 44 yards, touchback",0.330,-0.280
2,4:28,1,10,PIT 20,0,22,Ben Roethlisberger pass complete short right to David Johnson for 26 yards (tackle by Frank Zombo),0.280,1.990
2,3:46,1,10,PIT 46,0,22,Le'Veon Bell left guard for 5 yards (tackle by Dee Ford),1.990,2.130
2,3:05,2,5,KAN 49,0,22,DeAngelo Williams left guard for 4 yards (tackle by Tamba Hali and Jaye Howard),2.130,1.950
2,2:27,3,1,KAN 45,0,22,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Steven Nelson),1.950,2.850
2,2:00,1,10,KAN 41,0,22,Le'Veon Bell right guard for 9 yards (tackle by Dee Ford),2.850,2.850
2,2:00,1,10,KAN 41,0,22,Timeout #2 by Pittsburgh Steelers,2.850,3.520
2,1:45,2,1,KAN 32,0,22,Le'Veon Bell middle for 5 yards (tackle by Derrick Johnson and Allen Bailey),3.520,3.780
2,1:20,1,10,KAN 27,0,22,Ben Roethlisberger pass complete short middle to Jesse James for 6 yards (tackle by Daniel Sorensen),3.780,4.040
2,0:59,2,4,KAN 21,0,22,Ben Roethlisberger pass complete short left to Sammie Coates for 9 yards,4.040,4.780
2,0:54,1,10,KAN 12,0,22,Ben Roethlisberger pass complete short right to Sammie Coates for 3 yards (tackle by Marcus Peters),4.780,4.640
2,0:49,2,7,KAN 9,0,28,"Ben Roethlisberger pass complete short right to Jesse James for 9 yards, touchdown",4.640,7.000
2,0:49,,,KAN 9,0,29,Chris Boswell kicks extra point good,0.000,0.000
2,0:49,,,PIT 35,0,29,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,0:44,1,10,KAN 25,0,29,Alex Smith pass complete short right to Travis Kelce for 8 yards (tackle by Vince Williams and Lawrence Timmons),0.610,1.140
2,0:25,2,2,KAN 33,0,29,Alex Smith pass incomplete short middle intended for Albert Wilson,1.140,0.430
2,0:22,3,2,KAN 33,0,29,Alex Smith pass complete short middle to Jeremy Maclin for 20 yards (tackle by Jordan Dangerfield),0.430,0.430
2,0:15,3,2,KAN 33,0,29,Timeout #1 by Kansas City Chiefs,0.430,2.460
2,0:15,1,10,PIT 47,0,29,Alex Smith pass complete short middle to Jeremy Maclin for 16 yards (tackle by Vince Williams),2.460,2.460
2,0:08,1,10,PIT 47,0,29,Timeout #2 by Kansas City Chiefs,2.460,2.460
2,0:08,1,10,PIT 47,0,29,Timeout #3 by Pittsburgh Steelers,2.460,3.510
2,0:08,1,10,PIT 31,0,29,Cairo Santos 49 yard field goal no good,3.510,-1.530
2,0:04,1,10,PIT 39,0,29,Ben Roethlisberger kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,0,29,"Cairo Santos kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,PIT 25,0,29,Ben Roethlisberger pass complete short right to Le'Veon Bell for 17 yards (tackle by Allen Bailey),0.610,1.730
3,14:19,1,10,PIT 42,0,29,Le'Veon Bell right guard for 3 yards (tackle by Justin March-Lillard and Chris Jones),1.730,1.590
3,13:39,2,7,PIT 45,0,29,Ben Roethlisberger pass complete deep middle to Xavier Grimble for 19 yards (tackle by Marcus Peters),1.590,3.180
3,12:53,1,10,KAN 36,0,29,Le'Veon Bell left tackle for 4 yards (tackle by Jaye Howard),3.180,3.180
3,12:14,2,6,KAN 32,0,29,Ben Roethlisberger pass complete short left to Le'Veon Bell for 2 yards (tackle by D.J. White and Derrick Johnson),3.180,2.740
3,11:26,3,4,KAN 30,0,35,"Ben Roethlisberger pass complete deep left to Markus Wheaton for 30 yards, touchdown",2.740,7.000
3,11:26,,,KAN 30,0,36,"Chris Boswell kicks extra point good. Penalty on Chris Jones: Defensive Offside, 5 yards",0.000,0.000
3,11:26,,,PIT 40,0,36,"Chris Boswell kicks off 60 yards, touchback",0.000,-0.610
3,11:19,1,10,KAN 25,0,36,"Alex Smith pass complete short left to Spencer Ware for no gain. Penalty on Artie Burns: Defensive Holding, 5 yards (no play)",0.610,0.940
3,11:05,1,10,KAN 30,0,36,"Alex Smith pass complete short middle to Albert Wilson for 11 yards (tackle by Ross Cockrell). Alex Smith fumbles, recovered by Alex Smith at KAN-24",0.940,1.730
3,10:39,1,10,KAN 42,0,36,"Alex Smith sacked by Cameron Heyward for -6 yards. Alex Smith fumbles (forced by Cameron Heyward), recovered by Alex Smith at KAN-36. Alex Smith fumbles (forced by Cameron Heyward), recovered by Alex Smith at KAN-36",1.730,0.380
3,9:58,2,16,KAN 36,0,36,Alex Smith pass incomplete short left intended for Spencer Ware. Penalty on Eric Fisher: Illegal Use of Hands (Declined),0.380,-0.290
3,9:53,3,16,KAN 36,0,36,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",-0.290,-0.960
3,9:53,3,21,KAN 31,0,36,Alex Smith pass complete short left to Spencer Ware for 14 yards (tackle by Cameron Heyward),-0.960,-0.390
3,9:09,4,7,KAN 45,0,36,"Dustin Colquitt punts 47 yards, fair catch by Antonio Brown",-0.390,0.380
3,9:02,1,10,PIT 8,0,36,Le'Veon Bell right guard for 8 yards (tackle by Justin March-Lillard and Ron Parker),-0.380,-0.090
3,8:27,2,2,PIT 16,0,36,Le'Veon Bell left guard for 18 yards (tackle by Nicholas Williams),-0.090,1.200
3,7:44,1,10,PIT 34,0,36,Le'Veon Bell middle for -1 yards (tackle by Dee Ford and Chris Jones),1.200,0.520
3,7:03,2,11,PIT 33,0,36,Ben Roethlisberger pass complete short right to Sammie Coates for -1 yards (tackle by Daniel Sorensen),0.520,-0.300
3,6:27,3,12,PIT 32,0,36,"Penalty on Xavier Grimble: False Start, 5 yards (no play)",-0.300,-0.960
3,6:02,3,17,PIT 27,0,36,Le'Veon Bell left tackle for 12 yards (tackle by Tamba Hali and Dee Ford),-0.960,-0.780
3,5:25,4,5,PIT 39,0,36,"Jordan Berry punts 44 yards, out of bounds",-0.780,0.060
3,5:17,1,10,KAN 17,0,36,Alex Smith pass complete short middle to Knile Davis for 3 yards (tackle by Jordan Dangerfield),-0.060,-0.060
3,4:53,2,7,KAN 20,0,36,Alex Smith pass incomplete short left intended for Jeremy Maclin,-0.060,-0.870
3,4:51,3,7,KAN 20,0,36,Alex Smith pass complete short middle to Knile Davis for 11 yards (tackle by William Gay and Lawrence Timmons),-0.870,1.000
3,4:25,1,10,KAN 31,0,36,Alex Smith pass incomplete short right intended for Knile Davis,1.000,0.460
3,4:22,2,10,KAN 31,0,36,Alex Smith pass complete short left to Chris Conley for 9 yards (tackle by William Gay and Lawrence Timmons),0.460,0.960
3,3:58,3,1,KAN 40,0,36,"Penalty on Eric Fisher: False Start, 5 yards (no play)",0.960,0.300
3,3:41,3,6,KAN 35,0,36,Alex Smith pass incomplete short middle intended for Travis Kelce,0.300,-1.040
3,3:37,4,6,KAN 35,0,36,Alex Smith pass complete short middle to Jeremy Maclin for 13 yards (tackle by Mike Mitchell),-1.040,2.130
3,3:16,1,10,KAN 48,0,36,Spencer Ware middle for 2 yards (tackle by Vince Williams),2.130,1.850
3,2:50,2,8,KAN 50,0,36,Alex Smith pass incomplete deep left intended for Tyreek Hill (defended by Artie Burns),1.850,1.160
3,2:44,3,8,KAN 50,0,36,Alex Smith pass complete short right to Chris Conley for 10 yards (tackle by Ross Cockrell),1.160,2.920
3,2:18,1,10,PIT 40,0,36,Alex Smith pass complete short middle to Jeremy Maclin for 14 yards (tackle by Vince Williams and Jordan Dangerfield),2.920,3.840
3,1:45,1,10,PIT 26,0,36,Alex Smith pass complete short middle to Albert Wilson for 6 yards (tackle by Mike Mitchell),3.840,4.110
3,1:23,2,4,PIT 20,0,36,Alex Smith pass incomplete short right intended for Jeremy Maclin,4.110,3.400
3,1:19,3,4,PIT 20,0,36,Alex Smith pass complete short left to Chris Conley for 13 yards (tackle by Artie Burns),3.400,5.600
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
3,1:12,1,7,PIT 7,0,36,Alex Smith pass complete short middle to Travis Kelce for 4 yards (tackle by Mike Mitchell and Lawrence Timmons),5.600,5.530
3,0:36,2,3,PIT 3,0,36,Alex Smith pass incomplete short right intended for Travis Kelce,5.530,4.720
3,0:32,3,3,PIT 3,0,36,Alex Smith pass incomplete short left intended for Albert Wilson (defended by Artie Burns),4.720,3.040
3,0:28,4,3,PIT 3,0,36,Alex Smith pass incomplete short left intended for Ross Travis,3.040,0.380
3,0:25,1,10,PIT 3,0,36,Le'Veon Bell left guard for 3 yards (tackle by Jaye Howard),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PIT 6,0,36,Le'Veon Bell middle for no gain (tackle by Derrick Johnson),-0.560,-1.070
4,14:15,3,7,PIT 6,0,36,Ben Roethlisberger pass complete short right to Sammie Coates for 3 yards (tackle by Ron Parker),-1.070,-2.490
4,13:36,4,4,PIT 9,0,36,"Jordan Berry punts 38 yards, out of bounds",-2.490,-2.460
4,13:28,1,10,PIT 47,0,36,Alex Smith pass incomplete short left intended for Travis Kelce (defended by Cameron Heyward),2.460,1.910
4,13:25,2,10,PIT 47,0,36,Alex Smith pass complete short middle to Albert Wilson for 17 yards (tackle by Mike Mitchell),1.910,3.580
4,12:51,1,10,PIT 30,0,36,Alex Smith pass complete short middle to Travis Kelce for 9 yards (tackle by James Harrison and Artie Burns),3.580,4.250
4,12:18,2,1,PIT 21,0,36,Alex Smith pass incomplete short middle intended for Tyreek Hill,4.250,3.530
4,12:15,3,1,PIT 21,0,36,Spencer Ware middle for 5 yards (tackle by James Harrison and Lawrence Timmons),3.530,4.510
4,11:45,1,10,PIT 16,0,36,Alex Smith pass complete short right to Tyreek Hill for 7 yards (tackle by William Gay),4.510,5.160
4,11:17,2,3,PIT 9,6,36,"Alex Smith pass complete short middle to Tyreek Hill for 9 yards, touchdown",5.160,7.000
4,11:17,,,PIT 9,7,36,Cairo Santos kicks extra point good,0.000,0.000
4,11:17,,,KAN 35,7,36,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
4,11:11,1,10,PIT 25,7,36,Ben Roethlisberger pass incomplete short middle intended for Sammie Coates,0.610,0.060
4,11:07,2,10,PIT 25,7,36,Le'Veon Bell right guard for 5 yards (tackle by Justin March-Lillard and Tamba Hali),0.060,0.040
4,10:23,3,5,PIT 30,7,36,Ben Roethlisberger pass complete short right to Sammie Coates for 18 yards (tackle by Daniel Sorensen),0.040,0.040
4,9:38,3,5,PIT 30,7,36,Timeout #1 by Kansas City Chiefs,0.040,2.130
4,9:38,1,10,PIT 48,7,36,Le'Veon Bell left tackle for 4 yards (tackle by Eric Berry and Jaye Howard),2.130,2.120
4,8:54,2,6,KAN 48,7,36,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 2 yards (tackle by Derrick Johnson),2.120,1.680
4,8:10,3,4,KAN 46,7,36,Le'Veon Bell left tackle for 44 yards (tackle by Daniel Sorensen),1.680,1.680
4,7:29,3,4,KAN 46,7,36,Timeout #2 by Pittsburgh Steelers,1.680,6.740
4,7:29,1,2,KAN 2,7,36,Ben Roethlisberger pass incomplete short left intended for Xavier Grimble,6.740,5.720
4,7:26,2,2,KAN 2,7,42,"DeAngelo Williams left guard for 2 yards, touchdown",5.720,7.000
4,7:22,2,2,KAN 2,7,42,Timeout #3 by Pittsburgh Steelers,5.720,0.000
4,7:22,,,KAN 2,7,43,Chris Boswell kicks extra point good,0.000,0.000
4,7:22,,,PIT 35,7,43,"Chris Boswell kicks off 68 yards, returned by Tyreek Hill for 33 yards (tackle by Shamarko Thomas)",0.000,-0.940
4,7:16,1,10,KAN 30,7,43,Alex Smith sacked by Cameron Heyward for -5 yards,0.940,-0.280
4,6:48,2,15,KAN 25,7,43,Spencer Ware right guard for 5 yards (tackle by Cameron Heyward),-0.280,-0.300
4,6:11,3,10,KAN 30,7,43,Alex Smith pass incomplete short right intended for Chris Conley,-0.300,-1.370
4,6:03,4,10,KAN 30,7,43,"Dustin Colquitt punts 44 yards, fair catch by Antonio Brown",-1.370,-0.670
4,5:57,1,10,PIT 26,7,43,Le'Veon Bell right guard for 5 yards (tackle by Nicholas Williams),0.670,0.810
4,5:18,2,5,PIT 31,7,43,DeAngelo Williams left end for 1 yard (tackle by Eric Berry),0.810,0.230
4,4:33,3,4,PIT 32,7,43,Landry Jones for no gain. Chris Hubbard fumbles,0.230,-1.700
4,3:53,4,11,PIT 25,7,43,"Jordan Berry punts 37 yards, out of bounds",-1.700,-1.470
4,3:45,1,10,KAN 38,7,43,Alex Smith pass complete short right to Albert Wilson for 2 yards (tackle by Jordan Dangerfield and Arthur Moats),1.470,1.190
4,3:18,2,8,KAN 40,7,43,Spencer Ware middle for 46 yards (tackle by Vince Williams),1.190,4.650
4,2:39,1,10,PIT 14,7,43,Jamaal Charles left guard for 1 yard (tackle by Lawrence Timmons),4.650,4.160
4,2:03,2,9,PIT 13,7,43,"Alex Smith pass incomplete short left intended for Chris Conley. Penalty on Artie Burns: Illegal Contact, 5 yards (no play)",4.160,5.370
4,1:58,1,8,PIT 8,7,43,Spencer Ware middle for 3 yards (tackle by Vince Williams and Javon Hargrave),5.370,5.150
4,1:32,2,5,PIT 5,7,43,Spencer Ware right tackle for 2 yards (tackle by Vince Williams and William Gay),5.150,4.720
4,0:54,3,3,PIT 3,7,43,Spencer Ware middle for no gain (tackle by Daniel McCullers and Javon Hargrave),4.720,4.720
4,0:08,3,3,PIT 3,7,43,Timeout #2 by Kansas City Chiefs,4.720,3.040
4,0:08,4,3,PIT 3,13,43,"Alex Smith pass complete short left to Travis Kelce for 3 yards, touchdown",3.040,7.000
4,0:08,,,PIT 3,14,43,Cairo Santos kicks extra point good,0.000,0.000
4,0:08,,,KAN 35,14,43,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
4,0:04,1,10,PIT 25,14,43,Landry Jones kneels for no gain,0.610,0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
