Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
1,10:46,1,10,JAX 29,3,0,Fred Jackson left end for 2 yards (tackle by Andre Branch),3.640,3.370
1,10:14,2,8,JAX 27,3,0,"EJ Manuel pass incomplete deep right intended for Scott Chandler. Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",3.370,2.020
1,10:07,2,18,JAX 37,3,0,EJ Manuel pass incomplete short right intended for Steve Johnson,2.020,1.360
1,10:04,3,18,JAX 37,3,0,EJ Manuel pass incomplete short left intended for C.J. Spiller is intercepted by Geno Hayes at JAX-39 and returned for 28 yards (tackle by EJ Manuel),1.360,-3.380
1,9:55,1,10,BUF 33,3,0,Jordan Todman left end for -3 yards (tackle by Nickell Robey),3.380,2.430
1,9:23,2,13,BUF 36,3,0,Jordan Todman for 16 yards (tackle by Aaron Williams),2.430,4.240
1,9:03,1,10,BUF 20,3,0,Jordan Todman for no gain (tackle by Nigel Bradham),4.240,3.690
1,8:54,2,10,BUF 20,3,0,Chad Henne pass complete short left to Jordan Todman for 6 yards (tackle by Jairus Byrd),3.690,3.890
1,8:15,3,4,BUF 14,3,0,Chad Henne pass incomplete short left intended for Kerry Taylor,3.890,2.580
1,8:11,4,4,BUF 14,3,3,Josh Scobee 32 yard field goal good,2.580,3.000
1,8:11,,,JAX 35,3,3,"Josh Scobee kicks off 70 yards, returned by Marquise Goodwin for 19 yards (tackle by Chris Prosinski)",0.000,0.280
1,8:02,1,10,BUF 14,3,3,C.J. Spiller up the middle for 4 yards (tackle by Paul Posluszny and John Lotulelei),-0.280,-0.210
1,7:34,2,6,BUF 18,3,3,EJ Manuel pass complete short right to Steve Johnson for 4 yards (tackle by John Lotulelei and Dwayne Gratz),-0.210,-0.440
1,7:07,3,2,BUF 22,3,3,EJ Manuel right end for 5 yards,-0.440,0.740
1,6:35,1,10,BUF 27,3,3,EJ Manuel sacked by Paul Posluszny for 0 yards,0.740,0.200
1,5:59,2,10,BUF 27,3,3,Fred Jackson up the middle for 3 yards (tackle by J.T. Thomas),0.200,-0.100
1,5:27,3,7,BUF 30,3,3,EJ Manuel pass complete deep middle to Scott Chandler for 27 yards (tackle by J.T. Thomas and Chris Prosinski),-0.100,-0.100
1,4:39,3,7,BUF 30,3,3,Timeout #1 by Buffalo Bills,-0.100,2.720
1,4:39,1,10,JAX 43,3,3,Fred Jackson up the middle for 4 yards (tackle by Tyson Alualu),2.720,2.720
1,4:10,2,6,JAX 39,3,3,C.J. Spiller up the middle for 3 yards (tackle by Paul Posluszny),2.720,2.410
1,3:36,3,3,JAX 36,3,3,EJ Manuel pass incomplete short left intended for T.J. Graham,2.410,0.890
1,3:32,4,3,JAX 36,3,3,Dan Carpenter 54 yard field goal no good,0.890,-1.860
1,3:27,1,10,JAX 44,3,3,Chad Henne pass complete short right to Ace Sanders for 5 yards (tackle by Kiko Alonso),1.860,1.990
1,2:59,2,5,JAX 49,3,3,Jordan Todman up the middle for 7 yards (tackle by Kiko Alonso),1.990,2.650
1,2:34,1,10,BUF 44,3,3,Jordan Todman right end for 7 yards (tackle by Kiko Alonso),2.650,3.060
1,2:00,2,3,BUF 37,3,3,Denard Robinson up the middle for 4 yards (tackle by Mario Williams),3.060,3.380
1,1:34,1,10,BUF 33,3,3,Chad Henne pass incomplete short right intended for Mike Brown,3.380,2.840
1,1:33,2,10,BUF 33,3,3,Chad Henne pass complete short middle to Clay Harbor for 8 yards (tackle by Jairus Byrd),2.840,3.200
1,1:04,3,2,BUF 25,3,3,Chad Henne pass complete short right to Marcedes Lewis for 10 yards (tackle by Leodis McKelvin),3.200,4.580
1,0:41,1,10,BUF 15,3,3,Jordan Todman up the middle for 3 yards (tackle by Marcell Dareus),4.580,4.450
1,0:13,2,7,BUF 12,3,3,Jordan Todman left end for no gain (tackle by Kiko Alonso),4.450,3.580
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,BUF 12,3,9,"Chad Henne pass complete short left to Ace Sanders for 12 yards, touchdown",3.580,7.000
2,15:00,,,BUF 2,3,10,Josh Scobee kicks extra point good,0.000,0.000
2,15:00,,,JAX 35,3,10,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
2,14:53,1,10,BUF 20,3,10,EJ Manuel sacked by Sen'Derrick Marks for -8 yards,0.280,-1.360
2,14:24,2,18,BUF 12,3,10,EJ Manuel pass complete short middle to Scott Chandler for 6 yards (tackle by Paul Posluszny),-1.360,-1.330
2,14:24,3,12,BUF 18,3,10,EJ Manuel sacked by Andre Branch for -7 yards,-1.330,-2.490
2,13:14,4,19,BUF 11,3,10,"Brian Moorman punts 51 yards, returned by Ace Sanders for 1 yard (tackle by Marcus Easley)",-2.490,-1.530
2,13:03,1,10,JAX 39,3,10,Jordan Todman up the middle for 4 yards (tackle by Jairus Byrd),1.530,1.530
2,13:03,2,6,JAX 43,3,10,Chad Henne sacked by Jerry Hughes for -6 yards,1.530,0.040
2,12:01,3,12,JAX 37,3,10,Chad Henne pass complete short right to Jordan Todman for 5 yards (tackle by Leodis McKelvin),0.040,-0.590
2,11:24,4,7,JAX 42,3,10,"Bryan Anger punts 47 yards, returned by Leodis McKelvin for 24 yards (tackle by Will Ta'ufo'ou). Penalty on Marcus Easley: Offensive Holding, 6 yards",-0.590,0.380
2,11:12,1,10,BUF 6,3,10,C.J. Spiller up the middle for 1 yard (tackle by Abry Jones),-0.380,-0.710
2,11:12,2,9,BUF 7,3,10,EJ Manuel pass complete deep left to Robert Woods for 20 yards,-0.710,0.740
2,10:27,1,10,BUF 27,3,10,Fred Jackson up the middle for 11 yards (tackle by Winston Guy),0.740,1.470
2,9:53,1,10,BUF 38,3,10,EJ Manuel pass complete deep right to Chris Gragg for 28 yards (tackle by Winston Guy),1.470,3.310
2,9:20,1,10,JAX 34,3,10,Frank Summers left end for 4 yards (tackle by Winston Guy),3.310,3.310
2,8:56,2,6,JAX 30,3,10,EJ Manuel pass complete short left to Frank Summers for 4 yards (tackle by Alan Ball),3.310,3.140
2,8:15,3,2,JAX 26,3,10,"EJ Manuel pass incomplete short left intended for T.J. Graham. Penalty on Alan Ball: Defensive Pass Interference, 9 yards (no play)",3.140,4.440
2,8:12,1,10,JAX 17,3,10,C.J. Spiller up the middle for 11 yards (tackle by Josh Evans),4.440,5.830
2,7:46,1,6,JAX 6,3,10,C.J. Spiller up the middle for -1 yards (tackle by Dwayne Gratz and Josh Evans),5.830,4.760
2,7:12,2,7,JAX 7,9,10,"EJ Manuel pass complete short right to Robert Woods for 7 yards, touchdown",4.760,7.000
2,7:12,,,JAX 2,10,10,Dan Carpenter kicks extra point good,0.000,0.000
2,7:12,,,BUF 35,10,10,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
2,7:07,1,10,JAX 20,10,10,Jordan Todman left end for -1 yards (tackle by Mario Williams),0.280,0.280
2,6:43,1,10,JAX 20,10,10,Timeout #2 by Buffalo Bills,0.280,-0.460
2,6:43,2,11,JAX 19,10,10,Chad Henne pass incomplete short left intended for Jeremy Ebert,-0.460,-1.140
2,6:38,3,11,JAX 19,10,10,Chad Henne pass complete short middle to Jeremy Ebert for 8 yards (tackle by Stephon Gilmore),-1.140,-1.570
2,5:56,4,3,JAX 27,10,10,"Bryan Anger punts 48 yards, returned by Leodis McKelvin for 3 yards (tackle by Nathan Stupar)",-1.570,-0.810
2,5:41,1,10,BUF 28,10,10,Fred Jackson up the middle for 4 yards (tackle by Tyson Alualu),0.810,0.800
2,5:03,2,6,BUF 32,10,10,Fred Jackson left guard for 8 yards (tackle by Paul Posluszny and Andre Branch),0.800,1.600
2,4:35,1,10,BUF 40,10,10,EJ Manuel pass complete deep left to Robert Woods for 17 yards (tackle by Paul Posluszny),1.600,2.720
2,4:13,1,10,JAX 43,10,10,Fred Jackson up the middle for 9 yards (tackle by Alan Ball),2.720,3.390
2,3:37,2,1,JAX 34,10,10,"C.J. Spiller right end for 18 yards (tackle by Jason Babin). Penalty on C.J. Spiller: Face Mask (15 Yards), 15 yards",3.390,3.510
2,3:28,1,10,JAX 31,10,10,Fred Jackson up the middle for 19 yards (tackle by Josh Evans),3.510,4.780
2,2:55,1,10,JAX 12,10,10,Frank Summers up the middle for 4 yards (tackle by Tyson Alualu),4.780,4.830
2,2:19,2,6,JAX 8,16,10,"EJ Manuel up the middle for 8 yards, touchdown",4.830,7.000
2,2:19,,,JAX 2,17,10,Dan Carpenter kicks extra point good,0.000,0.000
2,2:19,,,BUF 35,17,10,"Dan Carpenter kicks off 72 yards, returned by Kerry Taylor for 17 yards (tackle by Duke Williams)",0.000,0.380
2,2:10,1,10,JAX 10,17,10,Jordan Todman up the middle for 1 yard (tackle by Leodis McKelvin),-0.380,-0.710
2,2:00,2,9,JAX 11,17,10,Chad Henne pass incomplete short right intended for Clay Harbor,-0.710,-1.300
2,1:55,3,9,JAX 11,17,10,Chad Henne pass complete short middle to Kerry Taylor for 11 yards (tackle by Leodis McKelvin),-1.300,0.410
2,1:34,1,10,JAX 22,17,10,Chad Henne pass complete short left to Jordan Todman for 3 yards (tackle by Da'Norris Searcy),0.410,0.270
2,1:09,2,7,JAX 25,17,10,Chad Henne pass incomplete deep right intended for Mike Brown (defended by Leodis McKelvin),0.270,-0.430
2,1:03,3,7,JAX 25,17,10,Chad Henne pass complete short middle to Mike Brown for 8 yards (tackle by Stephon Gilmore),-0.430,-0.430
2,0:57,3,7,JAX 25,17,10,Timeout #2 by Jacksonville Jaguars,-0.430,1.140
2,0:57,1,10,JAX 33,17,10,Chad Henne pass complete deep middle to Clay Harbor for 28 yards (tackle by Nickell Robey),1.140,2.980
2,0:33,1,10,BUF 39,17,10,"Chad Henne pass complete short left to Mike Brown for no gain (tackle by Nickell Robey). Mike Brown fumbles (forced by Nickell Robey), recovered by Nickell Robey at BUF-39 (tackle by Mike Brown)",2.980,-1.530
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,0:26,1,10,BUF 39,17,10,EJ Manuel pass incomplete short middle intended for Fred Jackson,1.530,0.990
2,0:21,2,10,BUF 39,17,10,"EJ Manuel pass incomplete deep right intended for Marquise Goodwin. Penalty on Josh Evans: Defensive Pass Interference, 31 yards (no play)",0.990,3.580
2,0:13,1,10,JAX 30,17,10,EJ Manuel right end for 8 yards (tackle by Sen'Derrick Marks),3.580,3.580
2,0:03,1,10,JAX 30,17,10,Timeout #3 by Buffalo Bills,3.580,4.110
2,0:02,2,2,JAX 22,20,10,Dan Carpenter 40 yard field goal good,4.110,3.000
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,20,10,"Josh Scobee kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,BUF 20,20,10,C.J. Spiller right end for 2 yards (tackle by Jason Babin),0.280,0.000
3,14:25,2,8,BUF 22,20,10,EJ Manuel pass complete short left to C.J. Spiller for 1 yard (tackle by Alan Ball),0.000,-0.560
3,13:45,3,7,BUF 23,20,10,EJ Manuel up the middle for 2 yards (tackle by Russell Allen). Penalty on Doug Legursky: Offensive Holding (Declined),-0.560,-1.700
3,13:29,4,5,BUF 25,20,10,"Brian Moorman punts 49 yards, returned by Ace Sanders for 7 yards (tackle by Marcus Easley). Penalty on Da'Norris Searcy: Face Mask (15 Yards), 15 yards",-1.700,-2.130
3,13:18,1,10,JAX 48,20,10,Jordan Todman up the middle for 7 yards (tackle by Aaron Williams),2.130,2.530
3,12:53,2,3,BUF 45,20,10,Jordan Todman up the middle for 7 yards (tackle by Kyle Williams),2.530,3.050
3,12:33,1,10,BUF 38,20,10,Jordan Todman right end for 4 yards (tackle by Manny Lawson),3.050,3.050
3,12:08,2,6,BUF 34,20,10,"Penalty on Jacques McClendon: False Start, 5 yards (no play)",3.050,2.370
3,11:52,2,11,BUF 39,20,10,Jordan Todman right end for 2 yards (tackle by Marcell Dareus),2.370,1.950
3,11:12,3,9,BUF 37,20,10,"Chad Henne pass complete short right to Mike Brown for 12 yards (tackle by Leodis McKelvin). Mike Brown fumbles (forced by Leodis McKelvin), recovered by Mike Brown at BUF-25",1.950,3.910
3,10:29,1,10,BUF 25,20,10,Denard Robinson up the middle for 24 yards (tackle by Aaron Williams). Denard Robinson fumbles (forced by Aaron Williams),3.910,-0.280
3,10:19,1,10,BUF 20,20,10,EJ Manuel pass complete short right to Scott Chandler for 8 yards (tackle by J.T. Thomas),0.280,0.810
3,9:55,2,2,BUF 28,20,10,Fred Jackson up the middle for 1 yard (tackle by Jason Babin),0.810,0.230
3,9:31,3,1,BUF 29,20,10,Frank Summers up the middle for 2 yards (tackle by Roy Miller),0.230,1.000
3,9:05,1,10,BUF 31,20,10,C.J. Spiller right end for 14 yards (tackle by Winston Guy),1.000,1.930
3,8:21,1,10,BUF 45,20,10,"Penalty on Erik Pears: False Start, 5 yards (no play)",1.930,1.600
3,8:11,1,15,BUF 40,20,10,Fred Jackson left end for 4 yards (tackle by Chris Prosinski),1.600,1.250
3,7:40,2,11,BUF 44,20,10,C.J. Spiller up the middle for 5 yards (tackle by Russell Allen and Paul Posluszny),1.250,1.220
3,7:00,3,6,BUF 49,20,10,EJ Manuel pass incomplete short right intended for Steve Johnson,1.220,-0.130
3,6:56,4,6,BUF 49,20,10,"Brian Moorman punts 27 yards, out of bounds",-0.130,-0.540
3,6:48,1,10,JAX 24,20,10,Chad Henne pass incomplete short left intended for Jordan Todman (defended by Mario Williams),0.540,0.000
3,6:44,2,10,JAX 24,20,10,Jordan Todman up the middle for 33 yards (tackle by Leodis McKelvin),0.000,2.720
3,6:11,1,10,BUF 43,20,10,"Chad Henne pass incomplete deep right intended for Kerry Taylor. Penalty on Leodis McKelvin: Defensive Pass Interference, 11 yards (no play)",2.720,3.450
3,6:06,1,10,BUF 32,20,10,Jordan Todman up the middle for 5 yards (tackle by Ron Brooks),3.450,3.580
3,5:33,2,5,BUF 27,20,10,--,3.580,1.550
3,4:51,3,15,BUF 37,20,10,Chad Henne pass incomplete short right intended for Ace Sanders,1.550,0.790
3,4:48,4,15,BUF 37,20,13,Josh Scobee 55 yard field goal good,0.790,3.000
3,4:48,,,JAX 35,20,13,"Josh Scobee kicks off 66 yards, returned by Marquise Goodwin for 19 yards (tackle by Mike Harris). Penalty on Clay Harbor: Low Block, 15 yards",0.000,-1.140
3,4:38,1,10,BUF 33,20,13,C.J. Spiller up the middle for -1 yards (tackle by Tyson Alualu),1.140,0.460
3,4:07,2,11,BUF 32,20,13,EJ Manuel pass complete short right to Scott Chandler for 7 yards (tackle by Geno Hayes),0.460,0.700
3,3:45,3,4,BUF 39,20,13,EJ Manuel pass complete short right to Fred Jackson for 8 yards (tackle by Jason Babin),0.700,2.060
3,3:14,1,10,BUF 47,20,13,Fred Jackson up the middle for 1 yard (tackle by Paul Posluszny and Tyson Alualu),2.060,1.650
3,2:47,2,9,BUF 48,20,13,C.J. Spiller up the middle for 12 yards (tackle by Chris Prosinski),1.650,2.920
3,2:18,1,10,JAX 40,20,13,EJ Manuel up the middle for -1 yards (tackle by Andre Branch),2.920,2.240
3,1:54,2,11,JAX 41,20,13,EJ Manuel pass complete short left to Scott Chandler for 6 yards (tackle by Paul Posluszny),2.240,2.340
3,1:22,3,5,JAX 35,20,13,"EJ Manuel sacked by Winston Guy for -7 yards. EJ Manuel fumbles (forced by Winston Guy), recovered by Sen'Derrick Marks at JAX-45 (tackle by Erik Pears). Penalty on Eric Wood: Illegal Use of Hands (Declined)",2.340,-1.930
3,1:15,1,10,JAX 45,20,13,Chad Henne up the middle for 6 yards,1.930,2.190
3,0:40,2,4,BUF 49,20,13,Jordan Todman up the middle for 7 yards (tackle by Kyle Williams),2.190,2.790
3,0:25,1,10,BUF 42,20,13,Jordan Todman up the middle for 3 yards (tackle by Leodis McKelvin),2.790,2.650
Quarter,Time,Down,ToGo,Location,BUF,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BUF 39,20,13,"Penalty on Jacques McClendon: False Start, 5 yards (no play)",2.650,1.970
4,15:00,2,12,BUF 44,20,13,Chad Henne pass incomplete short middle intended for Jordan Todman,1.970,1.970
4,14:57,2,12,BUF 44,20,13,Timeout #1 by Jacksonville Jaguars,1.970,1.290
4,14:57,3,12,BUF 44,20,13,Chad Henne pass complete short middle to Jordan Todman for 30 yards (tackle by Nickell Robey and Jairus Byrd),1.290,4.650
4,14:29,1,10,BUF 14,20,13,Jordan Todman up the middle for 1 yard (tackle by Kiko Alonso),4.650,4.160
4,13:56,2,9,BUF 13,20,19,"Chad Henne pass complete short right to Marcedes Lewis for 13 yards, touchdown",4.160,7.000
4,13:56,,,BUF 2,20,20,Josh Scobee kicks extra point good,0.000,0.000
4,13:56,,,JAX 35,20,20,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
4,13:49,1,10,BUF 20,20,20,Fred Jackson up the middle for no gain (tackle by Sen'Derrick Marks),0.280,-0.270
4,13:20,2,10,BUF 20,20,20,EJ Manuel pass complete deep middle to Robert Woods for 20 yards (tackle by Winston Guy),-0.270,1.600
4,12:49,1,10,BUF 40,20,20,"EJ Manuel pass incomplete short right intended for Marquise Goodwin. Penalty on Winston Guy: Unnecessary Roughness, 15 yards (no play)",1.600,2.590
4,12:42,1,10,JAX 45,20,20,EJ Manuel pass complete short right to Frank Summers for 11 yards (tackle by Russell Allen),2.590,3.310
4,12:25,1,10,JAX 34,20,20,C.J. Spiller left end for -2 yards (tackle by Tyson Alualu and Jason Babin),3.310,2.500
4,11:40,2,12,JAX 36,20,20,EJ Manuel pass complete short right to Robert Woods for 18 yards (tackle by Dwayne Gratz),2.500,4.370
4,11:12,1,10,JAX 18,20,20,EJ Manuel for 7 yards (tackle by Paul Posluszny),4.370,5.010
4,10:51,2,3,JAX 11,20,20,Fred Jackson up the middle for 5 yards (tackle by Andre Branch),5.010,5.830
4,10:16,1,6,JAX 6,20,20,Fred Jackson up the middle for 5 yards (tackle by Chris Prosinski),5.830,5.910
4,9:40,2,1,JAX 1,26,20,"EJ Manuel pass complete short left to Frank Summers for 1 yard, touchdown",5.910,7.000
4,9:40,,,JAX 2,27,20,Dan Carpenter kicks extra point good,0.000,0.000
4,9:40,,,BUF 35,27,20,"Dan Carpenter kicks off 65 yards, touchback",0.000,-0.280
4,9:35,1,10,JAX 20,27,20,Chad Henne pass complete short right to Kerry Taylor for 6 yards (tackle by Aaron Williams),0.280,0.540
4,9:11,2,4,JAX 26,27,20,Jordan Todman right end for 2 yards (tackle by Alan Branch),0.540,0.100
4,8:38,3,2,JAX 28,27,20,Chad Henne right end for 2 yards (tackle by Jerry Hughes),0.100,0.940
4,8:07,1,10,JAX 30,27,20,Jordan Todman up the middle for 3 yards (tackle by Mario Williams),0.940,0.800
4,7:43,2,7,JAX 33,27,20,Chad Henne pass incomplete short left intended for Marcedes Lewis (defended by Da'Norris Searcy),0.800,0.100
4,7:37,3,7,JAX 33,27,20,Chad Henne pass complete short middle to Kerry Taylor for 16 yards (tackle by Nickell Robey),0.100,2.190
4,7:21,1,10,JAX 49,27,20,Chad Henne for 11 yards (tackle by Manny Lawson),2.190,2.920
4,6:51,1,10,BUF 40,27,20,Chad Henne pass complete short left to Kerry Taylor for 9 yards (tackle by Jairus Byrd),2.920,3.590
4,6:27,2,1,BUF 31,27,20,Jordan Todman up the middle for 2 yards (tackle by Da'Norris Searcy),3.590,3.640
4,5:53,1,10,BUF 29,27,20,Jordan Todman up the middle for 1 yard (tackle by Kiko Alonso),3.640,3.240
4,5:20,2,9,BUF 28,27,20,"Chad Henne pass incomplete short left intended for Jeremy Ebert. Penalty on Cameron Bradfield: Chop Block (Offsetting), Penalty on Stephon Gilmore: Defensive Pass Interference (Offsetting) (no play)",3.240,3.240
4,5:13,2,9,BUF 28,27,20,Chad Henne pass complete short left to Marcedes Lewis for 6 yards (tackle by Da'Norris Searcy),3.240,3.340
4,4:48,3,3,BUF 22,27,20,"Jordan Todman up the middle for 1 yard (tackle by Alan Branch). Penalty on Kyle Williams: Defensive Offside, 5 yards (no play)",3.340,4.440
4,4:45,1,10,BUF 17,27,20,Chad Henne pass complete short right to Clay Harbor for 16 yards (tackle by Da'Norris Searcy),4.440,6.970
4,3:59,1,1,BUF 1,27,20,Jordan Todman right end for -4 yards (tackle by Jim Leonhard),6.970,6.970
4,3:25,1,1,BUF 1,27,20,Timeout #2 by Jacksonville Jaguars,6.970,5.150
4,3:25,2,5,BUF 5,27,20,Chad Henne pass incomplete short right intended for Mike Brown,5.150,4.260
4,3:21,3,5,BUF 5,27,20,Chad Henne pass incomplete short left intended for Jordan Todman is intercepted by Stephon Gilmore at BUF--9,4.260,-0.280
4,3:15,1,10,BUF 20,27,20,Fred Jackson up the middle for no gain (tackle by Roy Miller),0.280,0.280
4,3:10,1,10,BUF 20,27,20,Timeout #3 by Jacksonville Jaguars,0.280,-0.270
4,3:09,2,10,BUF 20,27,20,Fred Jackson up the middle for 4 yards (tackle by Paul Posluszny),-0.270,-0.430
4,2:26,3,6,BUF 24,27,20,Fred Jackson left end for no gain (tackle by Roy Miller),-0.430,-1.770
4,2:00,4,6,BUF 24,27,20,"Brian Moorman punts 53 yards, returned by Ace Sanders for 2 yards (tackle by Jerry Hughes)",-1.770,-0.610
4,1:46,1,10,JAX 25,27,20,Chad Henne right end for 3 yards (tackle by Corbin Bryant),0.610,0.470
4,1:21,2,7,JAX 28,27,20,Chad Henne pass incomplete deep middle intended for Marcedes Lewis (defended by Jim Leonhard),0.470,-0.230
4,1:16,3,7,JAX 28,27,20,Chad Henne sacked by Nickell Robey for -8 yards,-0.230,-2.030
4,0:53,4,15,JAX 20,27,20,Chad Henne pass incomplete deep left intended for Mike Brown,-2.030,-4.240
4,0:46,1,10,JAX 20,27,20,EJ Manuel kneels for -1 yards,4.240,3.560
4,0:46,2,11,JAX 21,27,20,EJ Manuel kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
