Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
3,9:26,3,2,DEN 32,10,7,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Pierre Desir),0.370,-1.240
3,9:21,4,2,DEN 32,10,7,"Britton Colquitt punts 48 yards, fair catch by Travis Benjamin. Penalty on Bennie Fowler: Fair Catch Interference, 15 yards",-1.240,-1.270
3,9:14,1,10,CLE 35,10,7,Josh McCown pass complete short right to Travis Benjamin for 7 yards (tackle by Aqib Talib),1.270,1.670
3,8:44,2,3,CLE 42,10,7,Isaiah Crowell right guard for -2 yards (tackle by Shaquil Barrett and Brandon Marshall),1.670,0.700
3,8:02,3,5,CLE 40,10,7,Josh McCown pass incomplete short right intended for Gary Barnidge,0.700,-0.720
3,8:02,4,5,CLE 40,10,7,"Andy Lee punts 60 yards, touchback",-0.720,-0.280
3,7:49,1,10,DEN 20,10,7,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,0.280,-0.270
3,7:44,2,10,DEN 20,10,7,"Peyton Manning pass complete short right to Ronnie Hillman for 5 yards (tackle by Jordan Poyer). Penalty on Max Garcia: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,7:18,2,20,DEN 10,10,7,C.J. Anderson left guard for no gain (tackle by Paul Kruger and Desmond Bryant),-1.510,-2.590
3,6:36,3,20,DEN 10,10,7,Peyton Manning pass complete short left to C.J. Anderson for 11 yards (tackle by Jordan Poyer),-2.590,-1.960
3,5:46,4,9,DEN 21,10,7,"Britton Colquitt punts 51 yards, returned by Travis Benjamin for 20 yards (tackle by David Bruton)",-1.960,-2.130
3,5:38,1,10,CLE 48,10,7,Isaiah Crowell right guard for 2 yards (tackle by Lerentee McCray),2.130,1.850
3,4:56,2,8,,10,7,"Josh McCown sacked by Shaquil Barrett for -9 yards. Josh McCown fumbles (forced by Shaquil Barrett), recovered by Shaquil Barrett at CLE-41 (tackle by Alex Mack)",1.850,-2.850
3,4:49,1,10,CLE 41,10,7,Peyton Manning pass complete short left to Demaryius Thomas for 11 yards (tackle by Jordan Poyer),2.850,3.580
3,4:07,1,10,CLE 30,10,7,Ronnie Hillman right tackle for 15 yards (tackle by Pierre Desir),3.580,4.580
3,3:32,1,10,CLE 15,10,7,Ronnie Hillman left guard for 5 yards (tackle by Jamie Meder),4.580,4.840
3,2:54,2,5,CLE 10,10,7,Peyton Manning pass incomplete short right intended for Emmanuel Sanders,4.840,4.000
3,2:49,3,5,CLE 10,10,7,Peyton Manning pass complete short left to C.J. Anderson for 3 yards (tackle by Christian Kirksey),4.000,3.000
3,2:08,4,2,CLE 7,13,7,Brandon McManus 25 yard field goal good,3.000,3.000
3,2:08,,,DEN 35,13,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,2:06,1,10,CLE 20,13,7,Josh McCown pass incomplete short right intended for Robert Turbin (defended by Shaquil Barrett),0.280,-0.270
3,1:59,2,10,CLE 20,13,7,Josh McCown pass incomplete short left intended for Taylor Gabriel,-0.270,-0.960
3,1:55,3,10,CLE 20,13,7,"Penalty on Lerentee McCray: Neutral Zone Infraction, 5 yards (no play)",-0.960,-0.300
3,1:55,3,5,CLE 25,13,7,Josh McCown pass incomplete deep middle intended for Travis Benjamin,-0.300,-1.700
3,1:48,4,5,CLE 25,13,7,"Andy Lee punts 58 yards, returned by Emmanuel Sanders for 11 yards (tackle by Jordan Poyer)",-1.700,-0.810
3,1:40,1,10,DEN 28,13,7,Peyton Manning pass complete short right to Emmanuel Sanders for 12 yards (tackle by Tramon Williams),0.810,1.600
3,1:02,1,10,DEN 40,13,7,Peyton Manning pass complete short middle to Demaryius Thomas for 11 yards (tackle by Pierre Desir and Donte Whitner),1.600,2.320
3,0:24,1,10,CLE 49,13,7,Ronnie Hillman right guard for 4 yards (tackle by John Hughes),2.320,2.320
Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CLE 45,13,7,Peyton Manning pass complete short left to Demaryius Thomas for 16 yards (tackle by Pierre Desir),2.320,3.640
4,14:37,1,10,CLE 29,13,7,Peyton Manning pass complete short left to Andre Caldwell for 6 yards (tackle by K'Waun Williams),3.640,3.910
4,14:15,2,4,CLE 23,13,7,Ronnie Hillman left end for 2 yards (tackle by K'Waun Williams),3.910,3.470
4,13:41,3,2,CLE 21,13,7,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,3.470,2.180
4,13:36,4,2,CLE 21,16,7,Brandon McManus 39 yard field goal good,2.180,3.000
4,13:36,,,DEN 35,16,7,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,13:33,1,10,CLE 20,16,7,Isaiah Crowell left end for 3 yards (tackle by Vance Walker),0.280,0.140
4,12:55,2,7,CLE 23,16,7,Josh McCown pass complete short left to Isaiah Crowell for -2 yards (tackle by Shaquil Barrett),0.140,-0.820
4,12:15,3,9,CLE 21,16,7,Josh McCown pass complete deep left to Travis Benjamin for 47 yards (tackle by Darian Stewart). Penalty on Malik Jackson: Defensive Offside (Declined),-0.820,3.450
4,11:50,1,10,DEN 32,16,7,Duke Johnson left guard for 3 yards (tackle by Vance Walker),3.450,3.310
4,11:18,2,7,DEN 29,16,7,Josh McCown for 11 yards (tackle by Lerentee McCray),3.310,4.370
4,10:52,1,10,DEN 18,16,7,Duke Johnson left end for no gain (tackle by Shaquil Barrett),4.370,3.800
4,10:05,2,10,DEN 18,16,7,Josh McCown pass complete short middle to Travis Benjamin for 4 yards (tackle by T.J. Ward),3.800,3.630
4,9:20,3,6,DEN 14,16,13,"Josh McCown pass complete short middle to Gary Barnidge for 14 yards, touchdown",3.630,7.000
4,9:20,,,DEN 14,16,14,Travis Coons kicks extra point good,0.000,0.000
4,9:20,,,CLE 35,16,14,"Travis Coons kicks off 66 yards, muffed catch by Omar Bolden, recovered by Omar Bolden at DEN-5, and returned for 10 yards",0.000,0.220
4,9:13,1,10,DEN 15,16,14,Peyton Manning pass complete deep left to Demaryius Thomas for 20 yards (tackle by Pierre Desir),-0.220,1.270
4,8:52,1,10,DEN 35,16,14,Ronnie Hillman right tackle for -1 yards (tackle by Xavier Cooper),1.270,0.590
4,8:18,2,11,DEN 34,16,20,"Peyton Manning pass incomplete short left intended for Ronnie Hillman is intercepted by Karlos Dansby at DEN-35 and returned for 35 yards, touchdown",0.590,-7.000
4,8:07,2,,DEN 34,16,20,"Two Point Attempt: Josh McCown pass incomplete intended for Travis Benjamin, conversion fails. Penalty on Aqib Talib: Defensive Offside, 1 yards (no play)",2.700,-1.000
4,8:07,2,,DEN 34,16,20,"Two Point Attempt: Josh McCown pass incomplete intended for Travis Benjamin, conversion fails",2.700,-1.000
4,8:07,,,CLE 35,16,20,"Travis Coons kicks off 67 yards, returned by Omar Bolden for 27 yards (tackle by Ibraheim Campbell)",0.000,-0.610
4,8:02,1,10,DEN 25,22,20,"Peyton Manning pass complete deep right to Emmanuel Sanders for 75 yards, touchdown",0.610,7.000
4,8:02,,,CLE 25,23,20,Brandon McManus kicks extra point good,0.000,0.000
4,8:02,,,DEN 35,23,20,"Brandon McManus kicks off 64 yards, returned by Justin Gilbert for 26 yards (tackle by Todd Davis)",0.000,-0.740
4,7:47,1,10,CLE 27,23,20,Isaiah Crowell left guard for -1 yards (tackle by Sylvester Williams),0.740,0.060
4,7:07,2,11,CLE 26,23,20,Josh McCown pass incomplete short left intended for Andrew Hawkins,0.060,-0.620
4,7:03,3,11,CLE 26,23,20,"Penalty on Joe Thomas: False Start, 5 yards (no play)",-0.620,-1.290
4,7:03,3,16,CLE 21,23,20,Josh McCown pass complete short left to Travis Benjamin for 11 yards (tackle by Bradley Roby),-1.290,-1.240
4,6:22,4,5,CLE 32,23,20,"Andy Lee punts 46 yards, returned by Emmanuel Sanders for 8 yards (tackle by Don Jones)",-1.240,-0.940
4,6:13,1,10,DEN 30,23,20,"Ronnie Hillman right guard for -1 yards (tackle by Barkevious Mingo and Armonty Bryant). Penalty on Louis Vasquez: Offensive Holding, 10 yards (no play)",0.940,0.280
4,5:49,1,20,DEN 20,23,20,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,0.280,-0.960
4,5:44,2,20,DEN 20,23,20,Peyton Manning pass incomplete short left intended for Owen Daniels,-0.960,-1.620
4,5:35,3,20,DEN 20,23,20,C.J. Anderson left guard for 5 yards (tackle by Karlos Dansby),-1.620,-1.700
4,4:58,4,15,DEN 25,23,20,"Britton Colquitt punts 35 yards, out of bounds",-1.700,-1.600
4,4:51,1,10,CLE 40,23,20,Duke Johnson right guard for 6 yards (tackle by Aqib Talib),1.600,1.860
4,4:20,2,4,CLE 46,23,20,Duke Johnson left end for 5 yards (tackle by Brandon Marshall),1.860,2.320
4,3:35,1,10,DEN 49,23,20,"Josh McCown pass incomplete short right intended for Andrew Hawkins. Penalty on Derek Wolfe: Roughing the Passer, 15 yards (no play)",2.320,3.310
4,3:27,1,10,DEN 34,23,20,Josh McCown pass complete short left to Travis Benjamin for 9 yards (tackle by Chris Harris),3.310,3.990
4,2:51,2,1,DEN 25,23,20,Robert Turbin right guard for 3 yards (tackle by Vance Walker and T.J. Ward),3.990,4.110
4,2:13,1,10,DEN 22,23,20,Robert Turbin left guard for 8 yards (tackle by Danny Trevathan and Darian Stewart),4.110,4.850
4,2:00,2,2,DEN 14,23,20,Robert Turbin left guard for 3 yards (tackle by Brandon Marshall),4.850,4.850
4,1:53,2,2,DEN 14,23,20,Timeout #1 by Denver Broncos,4.850,4.840
4,1:53,1,10,DEN 11,23,20,Josh McCown pass complete short right to Malcolm Johnson for no gain,4.840,4.840
4,1:47,1,10,DEN 11,23,20,Timeout #2 by Denver Broncos,4.840,4.140
4,1:47,2,10,DEN 11,23,20,Isaiah Crowell left tackle for 3 yards (tackle by Derek Wolfe),4.140,4.140
4,1:41,2,10,DEN 11,23,20,Timeout #3 by Denver Broncos,4.140,3.760
4,1:41,3,7,DEN 8,23,20,Josh McCown pass incomplete short right intended for Brian Hartline,3.760,2.960
4,1:32,4,7,DEN 8,23,23,Travis Coons 26 yard field goal good,2.960,3.000
4,1:32,,,CLE 35,23,23,"Travis Coons kicks off 63 yards, returned by Omar Bolden for 21 yards (tackle by Ibraheim Campbell)",0.000,-0.480
4,1:25,1,10,DEN 23,23,23,Peyton Manning pass incomplete deep left intended for Demaryius Thomas,0.480,-0.070
4,1:20,2,10,DEN 23,23,23,Peyton Manning pass incomplete short left intended for Demaryius Thomas,-0.070,-0.760
4,1:16,3,10,DEN 23,23,23,Peyton Manning pass incomplete short left intended for Jordan Norwood,-0.760,-1.830
4,1:13,4,10,DEN 23,23,23,"Britton Colquitt punts 37 yards, fair catch by Travis Benjamin",-1.830,-1.600
4,1:06,1,10,CLE 40,23,23,Josh McCown pass complete short middle to Travis Benjamin for 14 yards (tackle by Bradley Roby),1.600,1.600
4,0:57,1,10,CLE 40,23,23,Timeout #1 by Cleveland Browns,1.600,2.520
4,0:57,1,10,DEN 46,23,23,Josh McCown pass incomplete short left intended for Brian Hartline,2.520,1.980
4,0:53,2,10,DEN 46,23,23,Josh McCown pass incomplete short left intended for Gary Barnidge is intercepted by David Bruton at DEN-31 and returned for -1 yards,1.980,-0.940
4,0:44,1,10,DEN 30,23,23,Peyton Manning pass complete short left to Demaryius Thomas for 13 yards (tackle by Karlos Dansby),0.940,1.800
4,0:32,1,10,DEN 43,23,23,Peyton Manning spiked the ball,1.800,1.250
4,0:26,2,10,DEN 43,23,23,Peyton Manning pass incomplete short left intended for Emmanuel Sanders,1.250,0.560
4,0:19,3,10,DEN 43,23,23,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders (defended by Tramon Williams),0.560,-0.520
4,0:11,4,10,DEN 43,23,23,"Britton Colquitt punts 57 yards, touchback",-0.520,-0.280
4,0:08,1,10,CLE 20,23,23,Josh McCown kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,CLE 35,23,23,"Travis Coons kicks off 49 yards, returned by Kapri Bibbs for 15 yards (tackle by Malcolm Johnson)",0.000,-1.000
OT,14:56,1,10,DEN 31,23,23,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,1.000,0.460
OT,14:51,2,10,DEN 31,23,23,Peyton Manning pass complete short right to Ronnie Hillman for 3 yards (tackle by Karlos Dansby),0.460,0.170
OT,14:39,3,7,DEN 34,23,23,"Peyton Manning pass incomplete deep left intended for Demaryius Thomas. Penalty on John Hughes: Defensive 12 On-field, 5 yards (no play)",0.170,0.830
OT,14:34,3,2,DEN 39,23,23,Peyton Manning pass incomplete short right intended for Demaryius Thomas is intercepted by Barkevious Mingo at DEN-46 and returned for 7 yards,0.830,-2.980
OT,14:25,1,10,DEN 39,23,23,Robert Turbin left end for -3 yards (tackle by Shaquil Barrett),2.980,2.040
OT,13:43,2,13,DEN 42,23,23,Josh McCown sacked by Malik Jackson for -8 yards,2.040,0.300
OT,13:01,3,21,,23,23,Josh McCown sacked by Shaquil Barrett and Antonio Smith for -2 yards,0.300,-0.190
OT,12:13,4,23,CLE 48,23,23,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",-0.190,-0.520
OT,11:58,4,28,CLE 43,23,23,"Andy Lee punts 45 yards, muffed catch by Jordan Norwood, recovered by Jordan Norwood and returned for no gain",-0.520,0.350
OT,11:48,1,10,DEN 12,23,23,C.J. Anderson left guard for 4 yards (tackle by Desmond Bryant),-0.350,-0.370
OT,11:13,2,6,DEN 16,23,23,C.J. Anderson left tackle for 2 yards (tackle by Desmond Bryant),-0.370,-0.720
OT,10:52,3,4,DEN 18,23,23,Peyton Manning pass complete short left to Owen Daniels for 18 yards (tackle by Tramon Williams),-0.720,1.330
OT,10:24,1,10,DEN 36,23,23,Peyton Manning pass complete short left to Demaryius Thomas for 5 yards (tackle by Tramon Williams),1.330,1.470
OT,9:47,2,5,DEN 41,23,23,Peyton Manning pass complete short right to Demaryius Thomas for 10 yards (tackle by Tramon Williams),1.470,2.320
OT,9:17,1,10,CLE 49,23,23,Ronnie Hillman left tackle for 1 yard (tackle by Pierre Desir),2.320,1.920
OT,8:33,2,9,CLE 48,23,23,Ronnie Hillman left end for 8 yards (tackle by Pierre Desir),1.920,1.920
OT,8:17,2,9,CLE 48,23,23,Timeout #1 by Denver Broncos,1.920,2.280
