Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
2,3:37,1,10,NOR 44,3,16,"Drew Brees pass incomplete deep middle intended for Jimmy Graham is intercepted by Tashaun Gipson at CLE-38 and returned for 62 yards, touchdown",1.860,-7.000
2,3:25,,,,3,16,"Two Point Attempt: Spencer Lanning right end, conversion fails",0.000,-1.000
2,3:25,,,CLE 35,3,16,"Billy Cundiff kicks off 69 yards, returned by Travaris Cadet for 19 yards (tackle by K'Waun Williams)",0.000,0.220
2,3:21,1,10,NOR 15,3,16,Drew Brees pass complete short middle to Jimmy Graham for 23 yards (tackle by Christian Kirksey and Justin Gilbert),-0.220,1.470
2,2:39,1,10,NOR 38,3,16,Pierre Thomas right guard for 4 yards (tackle by Karlos Dansby),1.470,1.460
2,2:03,2,6,NOR 42,3,16,Drew Brees pass complete short right to Kenny Stills for 14 yards (tackle by Joe Haden),1.460,2.650
2,1:56,1,10,CLE 44,3,16,"Penalty on Zach Strief: False Start, 5 yards (no play)",2.650,2.320
2,1:56,1,15,CLE 49,3,16,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Buster Skrine),2.320,2.250
2,1:32,2,9,CLE 43,3,16,Drew Brees pass complete short right to Pierre Thomas for 5 yards (tackle by Desmond Bryant),2.250,2.210
2,1:07,3,4,CLE 38,3,16,Drew Brees pass complete short right to Jimmy Graham for 6 yards (tackle by Joe Haden and Donte Whitner),2.210,3.450
2,0:44,1,10,CLE 32,3,16,Drew Brees pass complete short right to Jimmy Graham for 13 yards (tackle by Donte Whitner),3.450,4.310
2,0:29,1,10,CLE 19,3,16,Drew Brees pass incomplete short right intended for Jimmy Graham,4.310,3.750
2,0:29,2,10,CLE 19,3,16,Drew Brees pass incomplete deep right intended for Robert Meachem,3.750,3.030
2,0:24,3,10,CLE 19,3,16,Drew Brees pass complete short middle to Robert Meachem for 10 yards (tackle by Tashaun Gipson and Jim Leonhard),3.030,5.140
2,0:09,1,9,CLE 9,3,16,Drew Brees spiked the ball,5.140,5.140
2,0:08,1,9,CLE 9,3,16,Timeout #1 by Cleveland Browns,5.140,4.380
2,0:08,2,9,CLE 9,9,16,"Drew Brees pass complete short right to Jimmy Graham for 9 yards, touchdown",4.380,7.000
2,0:08,,,CLE 2,10,16,Shayne Graham kicks extra point good,0.000,0.000
2,0:08,,,NOR 35,10,16,"Thomas Morstead kicks off 30 yards, returned by Jim Leonhard for 5 yards (tackle by Brian Dixon)",0.000,1.270
Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,10,16,"Thomas Morstead kicks off 72 yards, returned by Marlon Moore for 32 yards (tackle by Vinnie Sunseri). Penalty on Jim Leonhard: Offensive Holding, 10 yards",0.000,0.220
3,14:56,1,10,CLE 15,10,16,Terrance West right tackle for 9 yards (tackle by Junior Galette and David Hawthorne),-0.220,0.620
3,14:32,2,1,CLE 24,10,16,Terrance West left guard for 1 yard (tackle by David Hawthorne),0.620,0.610
3,14:10,1,10,CLE 25,10,16,Brian Hoyer pass incomplete short right intended for Andrew Hawkins,0.610,0.060
3,14:07,2,10,CLE 25,10,16,Isaiah Crowell left guard for 3 yards (tackle by Akiem Hicks),0.060,-0.230
3,13:30,3,7,CLE 28,10,16,"Brian Hoyer pass complete deep left to Andrew Hawkins for 22 yards (tackle by Jairus Byrd). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",-0.230,-1.720
3,13:00,3,17,CLE 18,10,16,Brian Hoyer pass incomplete short middle intended for Travis Benjamin,-1.720,-2.240
3,12:56,4,17,CLE 18,10,16,"Spencer Lanning punts 39 yards, fair catch by Brandin Cooks",-2.240,-1.800
3,12:49,1,10,NOR 43,10,16,Mark Ingram left guard for 6 yards (tackle by Karlos Dansby),1.800,2.060
3,12:19,2,4,NOR 49,10,16,Drew Brees pass incomplete deep left intended for Jimmy Graham,2.060,1.350
3,12:14,3,4,NOR 49,10,16,Drew Brees pass complete short middle to Jimmy Graham for 15 yards (tackle by Buster Skrine),1.350,3.180
3,11:47,1,10,CLE 36,10,16,Drew Brees pass complete short left to Mark Ingram for 13 yards (tackle by Craig Robertson),3.180,4.040
3,11:01,1,10,CLE 23,10,16,Mark Ingram right tackle for 15 yards (tackle by Joe Haden and Jabaal Sheard),4.040,5.370
3,10:30,1,8,CLE 8,10,16,Mark Ingram right tackle for 2 yards (tackle by Ahtyba Rubin),5.370,4.950
3,9:47,2,6,CLE 6,10,16,Drew Brees pass complete short right to Kenny Stills for 5 yards (tackle by Donte Whitner),4.950,4.950
3,9:36,2,6,CLE 6,10,16,Timeout #1 by New Orleans Saints,4.950,5.170
3,9:36,3,1,CLE 1,16,16,"Drew Brees pass complete short right to Jimmy Graham for 1 yard, touchdown",5.170,7.000
3,9:36,,,CLE 2,17,16,Shayne Graham kicks extra point good,0.000,0.000
3,9:36,,,NOR 35,17,16,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,9:32,1,10,CLE 20,17,16,Isaiah Crowell right tackle for 9 yards (tackle by Curtis Lofton),0.280,0.950
3,9:06,2,1,CLE 29,17,16,Isaiah Crowell right guard for 2 yards (tackle by Patrick Robinson),0.950,1.000
3,8:39,1,10,CLE 31,17,16,Isaiah Crowell right guard for -3 yards (tackle by Curtis Lofton and Cameron Jordan),1.000,0.060
3,8:14,2,13,CLE 28,17,16,Johnny Manziel pass incomplete short left intended for Ray Agnew (defended by Jairus Byrd),0.060,-0.630
3,8:06,3,13,CLE 28,17,16,Brian Hoyer pass complete short left to Gary Barnidge for 13 yards (tackle by Rafael Bush),-0.630,1.660
3,7:46,1,10,CLE 41,17,16,Terrance West left tackle for 3 yards (tackle by Curtis Lofton),1.660,1.530
3,7:46,2,7,CLE 44,17,16,"Penalty on CLE: Offensive 12 On-field, 5 yards (no play)",1.530,0.850
3,6:55,2,12,CLE 39,17,16,Brian Hoyer pass complete short right to Miles Austin for 8 yards (tackle by Keenan Lewis),0.850,1.220
3,6:22,3,4,CLE 47,17,16,Brian Hoyer pass complete short left to Miles Austin for 6 yards (tackle by Curtis Lofton and Patrick Robinson),1.220,2.460
3,5:53,1,10,NOR 47,17,16,Isaiah Crowell left tackle for 7 yards (tackle by Jairus Byrd and David Hawthorne),2.460,2.860
3,5:18,2,3,NOR 40,17,16,Isaiah Crowell right guard for 17 yards (tackle by Kenny Vaccaro and David Hawthorne),2.860,4.040
3,4:41,1,10,NOR 23,17,16,Terrance West left tackle for 4 yards (tackle by David Hawthorne),4.040,4.050
3,4:21,2,6,NOR 19,17,16,Brian Hoyer pass complete short right to Andrew Hawkins for 10 yards (tackle by Corey White),4.050,5.140
3,4:00,1,9,NOR 9,17,16,Terrance West left guard for no gain (tackle by Junior Galette),5.140,4.380
3,3:23,2,9,NOR 9,17,22,"Terrance West left tackle for 9 yards, touchdown",4.380,7.000
3,3:23,,,NOR 2,17,23,Billy Cundiff kicks extra point good,0.000,0.000
3,3:23,,,CLE 35,17,23,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,3:19,1,10,NOR 20,17,23,Khiry Robinson left guard for 3 yards (tackle by Ahtyba Rubin and Karlos Dansby),0.280,0.140
3,2:49,2,7,NOR 23,17,23,Drew Brees pass complete short left to Kenny Stills for 6 yards (tackle by Joe Haden and Tashaun Gipson),0.140,0.230
3,2:12,3,1,NOR 29,17,23,Khiry Robinson right guard for 2 yards (tackle by Desmond Bryant and Karlos Dansby),0.230,1.000
3,1:30,1,10,NOR 31,17,23,Brandin Cooks left end for 3 yards (tackle by Karlos Dansby),1.000,0.870
3,0:54,2,7,NOR 34,17,23,Drew Brees pass complete short right to Jimmy Graham for 14 yards (tackle by Christian Kirksey and Donte Whitner),0.870,2.130
3,0:15,1,10,NOR 48,17,23,Mark Ingram right guard for 2 yards (tackle by Paul Kruger and Buster Skrine),2.130,1.850
Quarter,Time,Down,ToGo,Location,NOR,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,,17,23,Drew Brees pass complete short middle to Robert Meachem for 12 yards (tackle by Justin Gilbert). Penalty on Ahtyba Rubin: Illegal Use of Hands (Declined),1.850,3.050
4,14:38,1,10,CLE 38,17,23,Pierre Thomas left guard for 7 yards (tackle by Tashaun Gipson),3.050,3.450
4,14:03,2,3,CLE 31,17,23,Mark Ingram left tackle for 8 yards (tackle by Karlos Dansby),3.450,4.040
4,13:24,1,10,CLE 23,17,23,Drew Brees pass incomplete short right intended for Josh Hill,4.040,3.500
4,13:19,2,10,CLE 23,17,23,Drew Brees pass complete deep left to Jimmy Graham for 20 yards (tackle by Joe Haden),3.500,6.510
4,12:42,1,3,CLE 3,17,23,Mark Ingram right guard for 2 yards (tackle by Phil Taylor and Ahtyba Rubin),6.510,5.910
4,12:15,2,1,CLE 1,23,23,"Mark Ingram right guard for 1 yard, touchdown",5.910,7.000
4,12:15,,,CLE 2,24,23,Shayne Graham kicks extra point good,0.000,0.000
4,12:15,,,NOR 35,24,23,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,12:11,1,10,CLE 20,24,23,Brian Hoyer pass complete short left to Travis Benjamin for 6 yards (tackle by Patrick Robinson),0.280,0.540
4,11:52,2,4,CLE 26,24,23,Isaiah Crowell left tackle for 3 yards (tackle by Brodrick Bunkley),0.540,0.230
4,11:13,3,1,CLE 29,24,23,Isaiah Crowell right guard for 5 yards (tackle by Brodrick Bunkley and Kenny Vaccaro),0.230,1.200
4,10:47,1,10,CLE 34,24,23,Brian Hoyer pass complete short right to Andrew Hawkins for 11 yards (tackle by Keenan Lewis),1.200,1.930
4,10:33,1,10,CLE 45,24,23,Isaiah Crowell right tackle for 2 yards (tackle by Akiem Hicks),1.930,1.650
4,9:57,2,8,CLE 47,24,23,Brian Hoyer pass incomplete short right intended for Miles Austin,1.650,0.960
4,9:53,3,8,CLE 47,24,23,Brian Hoyer pass complete short left to Gary Barnidge for 5 yards (tackle by Corey White),0.960,0.070
4,9:04,4,3,NOR 48,24,23,"Spencer Lanning punts 38 yards, fair catch by Jairus Byrd",0.070,0.380
4,8:59,1,10,NOR 10,24,23,Drew Brees pass complete short left to Brandin Cooks for 13 yards (tackle by Justin Gilbert),-0.380,0.480
4,8:26,1,10,NOR 23,24,23,Mark Ingram right guard for 3 yards (tackle by Karlos Dansby),0.480,0.340
4,7:43,2,7,NOR 26,24,23,Drew Brees pass complete short middle to Jimmy Graham for 11 yards (tackle by Donte Whitner),0.340,1.400
4,7:00,1,10,NOR 37,24,23,Drew Brees pass incomplete short right intended for Ben Watson (defended by Paul Kruger),1.400,0.860
4,6:57,2,10,NOR 37,24,23,Drew Brees pass incomplete short right intended for Mark Ingram,0.860,0.170
4,6:53,3,10,NOR 37,24,23,Drew Brees pass complete short middle to Robert Meachem for 15 yards (tackle by Joe Haden),0.170,2.390
4,6:18,1,10,CLE 48,24,23,Khiry Robinson left end for 4 yards (tackle by Jabaal Sheard and Justin Gilbert),2.390,2.390
4,5:37,2,6,CLE 44,24,23,Austin Johnson right guard for 8 yards (tackle by Jabaal Sheard),2.390,3.180
4,5:02,1,10,CLE 36,24,23,Khiry Robinson left tackle for 2 yards (tackle by Jabaal Sheard),3.180,2.910
4,4:24,2,8,CLE 34,24,23,Drew Brees pass complete short right to Brandin Cooks for 3 yards (tackle by Justin Gilbert),2.910,2.910
4,3:36,2,8,CLE 34,24,23,Timeout #2 by New Orleans Saints,2.910,2.610
4,3:36,3,5,CLE 31,24,23,Drew Brees sacked by Karlos Dansby for -7 yards,2.610,0.720
4,3:36,4,12,CLE 38,24,23,Thomas Morstead punts 34 yards,0.720,0.380
4,2:46,1,10,CLE 4,24,23,Brian Hoyer pass incomplete deep right intended for Andrew Hawkins,-0.380,-0.780
4,2:42,2,10,CLE 4,24,23,"Terrance West right guard for no gain (tackle by Akiem Hicks). Penalty on Kenny Vaccaro: Defensive Offside, 5 yards (no play)",-0.780,-0.420
4,2:37,2,5,CLE 9,24,23,Terrance West left guard for 4 yards (tackle by Tyrunn Walker),-0.420,-0.370
4,2:05,3,1,CLE 13,24,23,Brian Hoyer pass complete short left to Miles Austin for 4 yards (tackle by Corey White),-0.370,-0.060
4,2:00,1,10,CLE 17,24,23,Brian Hoyer pass incomplete short left intended for Miles Austin,-0.060,-0.580
4,1:57,2,10,CLE 17,24,23,Brian Hoyer pass complete short right to Taylor Gabriel for 7 yards (tackle by Kenny Vaccaro),-0.580,-0.370
4,1:34,3,3,CLE 24,24,23,Brian Hoyer pass complete short right to Miles Austin for 10 yards (tackle by Keenan Lewis),-0.370,1.200
4,1:14,1,10,CLE 34,24,23,Brian Hoyer pass complete short left to Taylor Gabriel for no gain,1.200,1.200
4,1:08,1,10,CLE 34,24,23,Timeout #1 by Cleveland Browns,1.200,0.660
4,1:08,2,10,CLE 34,24,23,Brian Hoyer sacked by Junior Galette for -2 yards,0.660,-0.300
4,0:46,3,12,CLE 32,24,23,Brian Hoyer pass complete short left to Taylor Gabriel for 6 yards (tackle by Corey White),-0.300,-0.300
4,0:38,3,12,CLE 32,24,23,Timeout #2 by Cleveland Browns,-0.300,-0.850
4,0:38,4,6,CLE 38,24,23,Brian Hoyer pass complete short middle to Gary Barnidge for 10 yards (tackle by Jairus Byrd),-0.850,2.130
4,0:19,1,10,CLE 48,24,23,Brian Hoyer pass complete short left to Miles Austin for 13 yards (tackle by Patrick Robinson),2.130,2.980
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:15,1,10,NOR 39,24,23,Brian Hoyer pass incomplete short right intended for Miles Austin (defended by Cameron Jordan),2.980,2.440
4,0:13,2,10,NOR 39,24,23,Brian Hoyer pass complete deep right to Andrew Hawkins for 28 yards (tackle by Keenan Lewis). Penalty on Patrick Robinson: Defensive Holding (Declined),2.440,2.440
4,0:06,2,10,NOR 39,24,23,Timeout #3 by Cleveland Browns,2.440,4.840
4,0:06,1,10,NOR 11,24,26,Billy Cundiff 29 yard field goal good,4.840,3.000
4,0:06,,,CLE 35,24,26,"Billy Cundiff kicks off 53 yards, returned by Khiry Robinson for 30 yards (tackle by Jordan Poyer). Khiry Robinson fumbles, recovered by Marlon Moore at NOR-40",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
