Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
2,4:56,2,3,TAM 11,3,7,Mike Gillislee right tackle for 5 yards (tackle by Chris Baker and Justin Evans),5.010,5.830
2,4:24,1,6,TAM 6,3,7,Mike Gillislee middle for 1 yard (tackle by Robert Ayers and Devante Bond),5.830,5.150
2,3:48,2,5,TAM 5,9,7,"Tom Brady pass complete short left to Chris Hogan for 5 yards, touchdown",5.150,7.000
2,3:42,,,TAM 15,10,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,3:42,,,NWE 35,10,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,3:42,1,10,TAM 25,10,7,Jameis Winston sacked by Trey Flowers for -5 yards,0.610,-0.610
2,3:08,2,15,TAM 20,10,7,Jameis Winston pass complete short right to Mike Evans for 6 yards (tackle by Stephon Gilmore),-0.610,-0.490
2,2:35,3,9,TAM 26,10,7,Jameis Winston pass incomplete deep left intended for DeSean Jackson (defended by Duron Harmon),-0.490,-1.630
2,2:28,4,9,TAM 26,10,7,"Bryan Anger punts 56 yards, returned by Danny Amendola for 40 yards (tackle by Isaiah Johnson). Penalty on Ryan Smith: Unsportsmanlike Conduct, 15 yards",-1.630,-3.780
2,2:13,1,10,TAM 27,10,7,Dion Lewis right tackle for 4 yards (tackle by Kendell Beckwith),3.780,3.770
2,2:00,2,6,TAM 23,10,7,Tom Brady pass complete short right to James White for 4 yards (tackle by Kendell Beckwith),3.770,0.000
2,1:49,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.640
2,1:49,3,2,TAM 19,10,7,Tom Brady pass complete short right to Danny Amendola for 10 yards (tackle by Brent Grimes),3.640,0.000
2,1:40,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,-5.140
2,1:40,1,9,TAM 9,10,7,James White middle for 1 yard (tackle by Noah Spence),5.140,0.000
2,1:36,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-4.570
2,1:36,2,8,TAM 8,10,7,Tom Brady pass complete short left to James White for 2 yards,4.570,4.040
2,1:30,3,6,TAM 6,10,7,Tom Brady middle for 1 yard (tackle by Clinton McDonald),4.040,0.000
2,0:43,,,,,,Timeout #2 by New England Patriots,0.000,-3.010
2,0:43,4,5,TAM 5,13,7,Stephen Gostkowski 23 yard field goal good,3.010,3.000
2,0:40,,,NWE 35,13,7,"Stephen Gostkowski kicks off 59 yards, returned by Bernard Reedy for 16 yards (tackle by Nate Ebner)",0.000,-0.410
2,0:35,1,10,TAM 22,13,7,Jameis Winston pass complete short left to Charles Sims for 5 yards (tackle by Jordan Richards),0.410,0.540
2,0:09,2,5,TAM 27,13,7,"Jameis Winston pass complete short middle to Charles Sims for 5 yards (tackle by Jordan Richards). Penalty on Deatrich Wise Jr.: Roughing the Passer, 15 yards",0.540,2.060
2,0:02,1,10,TAM 47,13,7,"Jameis Winston pass incomplete deep right intended for Chris Godwin. Penalty on Cassius Marsh: Roughing the Passer, 15 yards (no play)",2.060,0.000
2,0:00,,,,,,Timeout #3 by New England Patriots,0.000,-3.050
2,0:00,1,10,NWE 38,13,7,Nick Folk 56 yard field goal no good,3.050,1.930
Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,13,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TAM 25,13,7,Doug Martin left tackle for 3 yards (tackle by Elandon Roberts),0.610,0.470
3,14:21,2,7,TAM 28,13,7,Doug Martin left guard for 4 yards (tackle by Dont'a Hightower),0.470,0.300
3,13:38,3,3,TAM 32,13,7,Jameis Winston pass incomplete deep right intended for DeSean Jackson,0.300,-1.240
3,13:32,4,3,TAM 32,13,7,"Bryan Anger punts 57 yards, returned by Danny Amendola for 2 yards (tackle by Chris Godwin). Penalty on Nate Ebner: Offensive Holding, 7 yards",-1.240,0.380
3,13:20,1,10,NWE 6,13,7,Tom Brady pass complete short left to Brandin Cooks for 17 yards (tackle by Chris Conte),-0.380,0.480
3,12:52,1,10,NWE 23,13,7,Tom Brady pass complete deep right to Brandin Cooks for 34 yards (tackle by Justin Evans),0.480,2.720
3,12:24,1,10,TAM 43,13,7,Dion Lewis right tackle for 10 yards (tackle by William Gholston),2.720,3.380
3,11:48,1,10,TAM 33,13,7,"Chris Hogan left end for -4 yards (tackle by Chris Conte and Kendell Beckwith). Penalty on Brandin Cooks: Illegal Block Above the Waist, 10 yards (no play)",3.380,2.720
3,11:20,1,20,TAM 43,13,7,Tom Brady pass complete short middle to Chris Hogan for 5 yards (tackle by Kendell Beckwith),2.720,2.160
3,10:50,2,15,TAM 38,13,7,"Tom Brady pass incomplete deep middle intended for Danny Amendola. Penalty on Kendell Beckwith: Illegal Contact, 5 yards (no play)",2.160,3.380
3,10:45,1,10,TAM 33,13,7,Mike Gillislee left tackle for 6 yards,3.380,3.650
3,10:10,2,4,TAM 27,13,7,Tom Brady pass incomplete short left intended for James Develin (defended by Justin Evans),3.650,2.940
3,10:04,3,4,TAM 27,13,7,Tom Brady pass incomplete short middle intended for Jacob Hollister (defended by Gerald McCoy),2.940,1.750
3,9:59,4,4,TAM 27,16,7,Stephen Gostkowski 45 yard field goal good,1.750,3.000
3,9:55,,,NWE 35,16,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,9:55,1,10,TAM 25,16,7,Jameis Winston pass incomplete short right intended for DeSean Jackson (defended by Malcolm Butler),0.610,0.060
3,9:50,2,10,TAM 25,16,7,Doug Martin middle for 4 yards (tackle by Malcom Brown),0.060,-0.100
3,9:11,3,6,TAM 29,16,7,Jameis Winston pass complete short middle to Charles Sims for 4 yards (tackle by Devin McCourty),-0.100,-1.180
3,9:11,4,2,TAM 33,16,7,"Penalty on Brandon Bolden: Neutral Zone Infraction, 5 yards (no play)",-1.180,1.470
3,8:19,1,10,TAM 38,16,7,Jameis Winston pass complete short left to Adam Humphries for 16 yards (tackle by Elandon Roberts),1.470,2.520
3,7:40,1,10,NWE 46,16,7,Doug Martin right guard for 4 yards (tackle by Cassius Marsh),2.520,2.520
3,7:03,2,6,NWE 42,16,7,Jameis Winston pass incomplete short right intended for Doug Martin,2.520,1.820
3,6:57,3,6,NWE 42,16,7,Jameis Winston pass incomplete short middle intended for Cameron Brate (defended by Patrick Chung),1.820,0.460
3,6:51,4,6,NWE 42,16,7,"Bryan Anger punts 32 yards, fair catch by Danny Amendola",0.460,0.380
3,6:44,1,10,NWE 10,16,7,Tom Brady pass complete short right to James White for 3 yards (tackle by Adarius Glanton),-0.380,-0.560
3,6:18,2,7,NWE 13,16,7,"Tom Brady pass complete short left to Danny Amendola for 12 yards (tackle by Robert McClain). Penalty on Danny Amendola: Offensive Pass Interference, 6 yards (no play)",-0.560,-1.000
3,5:51,2,13,NWE 7,16,7,Tom Brady pass complete short middle to Danny Amendola for 14 yards (tackle by Justin Evans),-1.000,0.340
3,5:10,1,10,NWE 21,16,7,Tom Brady pass incomplete short left intended for Brandin Cooks,0.340,-0.200
3,5:05,2,10,NWE 21,16,7,Tom Brady pass complete deep left to Chris Hogan for 16 yards,-0.200,1.400
3,4:37,1,10,NWE 37,16,7,"Mike Gillislee right tackle for no gain (tackle by Clinton McDonald and Noah Spence). Penalty on NWE: Illegal Shift, 5 yards (no play)",1.400,1.070
3,4:08,1,15,NWE 32,16,7,Tom Brady pass complete short middle to Chris Hogan for 19 yards (tackle by Chris Conte),1.070,2.320
3,3:40,1,10,TAM 49,16,7,Mike Gillislee right tackle for 6 yards (tackle by Kendell Beckwith),2.320,2.590
3,3:18,2,4,TAM 43,16,7,"Tom Brady sacked by Adarius Glanton for -6 yards. Tom Brady fumbles (forced by Adarius Glanton), recovered by Will Clarke at TAM-47 (tackle by Joe Thuney)",2.590,-2.060
3,3:11,1,10,TAM 47,16,7,Doug Martin right end for 4 yards (tackle by Malcom Brown),2.060,2.060
3,2:31,2,6,NWE 49,16,7,Jameis Winston pass complete short left to DeSean Jackson for 1 yard (tackle by Devin McCourty),2.060,1.490
3,1:49,3,5,NWE 48,16,7,Jameis Winston pass complete short right to Cameron Brate for 9 yards (tackle by Patrick Chung),1.490,2.980
3,1:13,1,10,NWE 39,16,7,Jameis Winston pass complete short middle to Doug Martin for 8 yards (tackle by Devin McCourty),2.980,3.520
3,0:31,2,2,NWE 31,16,7,Jacquizz Rodgers middle for no gain (tackle by Devin McCourty and Malcom Brown),3.520,2.810
Quarter,Time,Down,ToGo,Location,NWE,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,NWE 31,16,7,Doug Martin right guard for no gain (tackle by Elandon Roberts),2.810,1.400
4,14:19,4,2,NWE 31,16,7,Nick Folk 49 yard field goal no good,1.400,-1.530
4,14:14,1,10,NWE 39,16,7,Tom Brady pass complete short left to Dion Lewis for 7 yards (tackle by Adarius Glanton),1.530,1.930
4,13:54,2,3,NWE 46,16,7,Dion Lewis left guard for 8 yards (tackle by Adarius Glanton),1.930,2.520
4,13:31,1,10,TAM 46,16,7,Tom Brady pass incomplete short right intended for Brandin Cooks,2.520,1.980
4,13:27,2,10,TAM 46,16,7,Dion Lewis middle for 2 yards (tackle by Chris Conte),1.980,1.550
4,12:48,3,8,TAM 44,16,7,Tom Brady pass complete short middle to Danny Amendola for 13 yards (tackle by Robert McClain),1.550,3.510
4,12:15,1,10,TAM 31,16,7,Dion Lewis left end for -5 yards,3.510,2.290
4,11:35,2,15,TAM 36,16,7,Tom Brady pass complete short left to Dion Lewis for 3 yards (tackle by Kendell Beckwith),2.290,2.020
4,10:55,3,12,TAM 33,16,7,Tom Brady pass incomplete deep left intended for Chris Hogan,2.020,1.150
4,10:49,4,12,TAM 33,16,7,Ryan Allen punts 30 yards,1.150,0.380
4,10:40,1,10,TAM 3,16,7,Jameis Winston pass incomplete deep left intended for Mike Evans,-0.380,-0.780
4,10:35,2,10,TAM 3,16,7,Jameis Winston pass complete short left to Cameron Brate for 8 yards (tackle by Stephon Gilmore),-0.780,-0.480
4,9:53,3,2,TAM 11,16,7,Jameis Winston pass complete short middle to DeSean Jackson for 41 yards (tackle by Devin McCourty),-0.480,2.390
4,9:16,1,10,NWE 48,16,7,Jameis Winston pass complete short right to Mike Evans for 8 yards (tackle by Stephon Gilmore),2.390,2.930
4,8:50,2,2,NWE 40,16,7,Charles Sims for 3 yards (tackle by Malcolm Butler),2.930,3.120
4,8:08,1,10,NWE 37,16,7,Jameis Winston pass complete short left to Jacquizz Rodgers for 13 yards (tackle by Devin McCourty),3.120,3.970
4,7:32,1,10,NWE 24,16,7,Jameis Winston pass complete short right to Mike Evans for 15 yards (tackle by Malcolm Butler),3.970,5.140
4,6:48,1,9,NWE 9,16,7,Jameis Winston pass incomplete short middle intended for Cameron Brate,5.140,4.380
4,6:41,2,9,NWE 9,16,7,Jameis Winston middle for 6 yards,4.380,4.720
4,5:56,3,3,NWE 3,16,7,"Jameis Winston right end for 3 yards. Penalty on Evan Dietrich-Smith: Illegal Use of Hands, 10 yards (no play)",4.720,3.060
4,5:47,3,13,NWE 13,16,7,Jameis Winston pass incomplete short middle intended for Mike Evans,3.060,2.570
4,5:39,4,13,NWE 13,16,7,Nick Folk 31 yard field goal no good,2.570,-0.340
4,5:36,1,10,NWE 21,16,7,Mike Gillislee left tackle for 5 yards (tackle by Gerald McCoy),0.340,0.480
4,4:58,2,5,NWE 26,16,7,Tom Brady pass complete short right to Brandin Cooks for -2 yards (tackle by Robert McClain),0.480,0.000
4,4:52,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,0.490
4,4:52,3,7,NWE 24,16,7,Tom Brady middle for 4 yards (tackle by Kendell Beckwith),-0.490,0.000
4,4:38,,,,,,Timeout #2 by Tampa Bay Buccaneers,0.000,1.500
4,4:38,4,3,NWE 28,16,7,"Ryan Allen punts 55 yards, returned by Bernard Reedy for 9 yards (tackle by Nate Ebner)",-1.500,-0.670
4,4:26,1,10,TAM 26,16,7,Jameis Winston pass complete short right to Adam Humphries for 15 yards (tackle by Devin McCourty),0.670,1.660
4,3:59,1,10,TAM 41,16,7,Jameis Winston pass complete short middle to Charles Sims for 7 yards,1.660,2.070
4,3:37,2,3,TAM 48,16,7,Jameis Winston pass incomplete short left intended for Adam Humphries,2.070,1.360
4,3:32,3,3,TAM 48,16,7,Jameis Winston pass complete short left to Charles Sims for 10 yards,1.360,2.790
4,3:04,1,10,NWE 42,16,7,Jameis Winston middle for 5 yards (tackle by Adam Butler),2.790,2.920
4,2:39,2,5,NWE 37,16,7,"Jameis Winston sacked by Deatrich Wise Jr. for -10 yards. Jameis Winston fumbles, recovered by Jameis Winston at NWE-48",2.920,0.890
,,,,,,,"NWE challenged the runner was not down by contact ruling, and the original play was overturned.",,
4,2:30,3,15,NWE 47,16,7,Jameis Winston pass complete deep right to DeSean Jackson for 29 yards (tackle by Stephon Gilmore),0.890,4.370
4,2:22,1,10,NWE 18,16,7,Jameis Winston pass incomplete short right intended for Cameron Brate (defended by Patrick Chung),4.370,3.800
4,2:15,2,10,NWE 18,16,13,"Jameis Winston pass complete deep middle to Cameron Brate for 18 yards, touchdown",3.800,7.000
4,2:09,,,NWE 15,16,14,Nick Folk kicks extra point good,0.000,0.000
4,2:09,,,TAM 35,16,14,"Nick Folk kicks onside 7 yards, recovered by Nate Ebner. Penalty on Justin Evans: Offside on Free Kick, 5 yards",0.000,-3.120
4,2:08,1,10,TAM 37,16,14,Mike Gillislee left tackle for 2 yards (tackle by Kendell Beckwith and Chris Baker),3.120,0.000
4,2:03,,,,,,Timeout #3 by Tampa Bay Buccaneers,0.000,-2.840
4,2:03,2,8,TAM 35,16,14,Tom Brady pass incomplete short left intended for James White,2.840,2.150
4,1:58,3,8,TAM 35,16,14,Tom Brady pass complete short middle to Chris Hogan for 5 yards (tackle by Adarius Glanton),2.150,0.000
4,1:14,,,,,,Timeout #1 by New England Patriots,0.000,-1.480
4,1:14,4,3,TAM 30,19,14,Stephen Gostkowski 48 yard field goal good,1.480,3.000
4,1:10,,,NWE 35,19,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,1:10,1,10,TAM 25,19,14,Jameis Winston pass complete deep middle to DeSean Jackson for 24 yards (tackle by Malcolm Butler),0.610,2.190
4,0:44,1,10,TAM 49,19,14,"Penalty on Demar Dotson: False Start, 5 yards (no play)",2.190,1.860
4,0:33,1,15,TAM 44,19,14,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.860,0.970
4,0:26,2,15,TAM 44,19,14,Jameis Winston pass complete deep left to Adam Humphries for 20 yards (tackle by Jonathan Jones),0.970,3.180
4,0:19,1,10,NWE 36,19,14,Jameis Winston pass complete short middle to Cameron Brate for 17 yards (tackle by Jordan Richards),3.180,4.310
4,0:04,1,10,NWE 19,19,14,Jameis Winston spiked the ball,4.310,3.750
4,0:03,2,10,NWE 19,19,14,Jameis Winston pass incomplete deep middle intended for O.J. Howard (defended by Jonathan Jones),3.750,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
