Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
1,3:44,1,3,STL 3,7,10,Eli Manning pass incomplete intended for Jeremy Shockey,6.510,5.530
1,3:38,2,3,STL 3,7,10,Tiki Barber right guard for 2 yards (tackle by Pisa Tinoisamoa),5.530,5.170
1,3:07,3,1,STL 1,7,10,Eli Manning pass incomplete intended for Plaxico Burress,5.170,3.550
1,2:50,4,1,STL 1,7,16,"Eli Manning pass complete to Amani Toomer for 1 yard, touchdown",3.550,7.000
,,,,,,,"STL challenged the ruling, and the play was upheld.",,
1,,,,STL 2,7,17,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYG 30,7,17,"Jay Feely kicks off 69 yards, returned by Chris Johnson for 15 yards (tackle by Justin Tuck)",0.000,-0.140
1,2:44,1,10,STL 16,7,17,"Penalty on Jeff Robinson: False Start, 5 yards (no play)",-0.140,-0.540
1,2:44,1,15,STL 11,7,17,Steven Jackson left tackle for -1 yards (tackle by Justin Tuck and Nick Greisen),-0.540,-1.220
1,2:10,2,16,STL 10,7,17,Marc Bulger pass incomplete intended for Torry Holt,-1.220,-2.120
1,2:03,3,16,STL 10,7,17,Marc Bulger pass complete to Dane Looker for 15 yards (tackle by Antonio Pierce and Shaun Williams),-2.120,-1.700
1,1:41,4,1,STL 25,7,17,Reggie Hodges punts 29 yards,-1.700,-1.990
1,1:21,1,10,NYG 46,7,17,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",1.990,1.660
1,1:21,1,15,NYG 41,7,17,Tiki Barber left guard for 2 yards (tackle by Jimmy Kennedy),1.660,1.050
1,0:49,2,13,NYG 43,7,17,Eli Manning pass complete to Plaxico Burress for 14 yards (tackle by Michael Hawthorne),1.050,2.720
1,0:15,1,10,STL 43,7,17,"Eli Manning pass incomplete. Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",2.720,2.060
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,20,NYG 47,7,17,Tiki Barber left tackle for 5 yards (tackle by Michael Hawthorne),2.060,1.500
2,14:28,2,15,STL 48,7,17,"Eli Manning pass complete to Jeremy Shockey for 13 yards (tackle by DeJuan Groce and Pisa Tinoisamoa). Penalty on Michael Hawthorne: Face Mask (15 Yards), 15 yards",1.500,4.240
2,14:09,1,10,STL 20,7,17,Tiki Barber up the middle for 3 yards (tackle by Tyoka Jackson),4.240,4.120
2,13:30,2,7,STL 17,7,17,"Tiki Barber up the middle for 6 yards (tackle by Adam Archuleta and Tyoka Jackson). Penalty on Shaun O'Hara: Offensive Holding, 10 yards (no play)",4.120,2.750
2,13:05,2,17,STL 27,7,17,Eli Manning pass complete to Plaxico Burress for 10 yards (tackle by Travis Fisher and Pisa Tinoisamoa),2.750,3.360
2,12:26,3,7,STL 17,7,23,"Eli Manning pass complete to Plaxico Burress for 17 yards, touchdown",3.360,7.000
2,,,,STL 2,7,24,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,7,24,"Jay Feely kicks off 68 yards, returned by Chris Johnson for 39 yards (tackle by Jay Feely)",0.000,1.660
2,12:04,1,10,STL 41,7,24,"Marc Bulger pass complete to Kevin Curtis for 18 yards (tackle by Gibril Wilson and Curtis DeLoatch). Kevin Curtis fumbles (forced by Gibril Wilson), recovered by Nick Greisen at NYG-41 (tackle by Kevin Curtis)",1.660,-1.660
2,11:54,1,10,NYG 41,7,24,Eli Manning pass complete to Plaxico Burress for 9 yards,1.660,2.340
2,11:32,2,1,NYG 50,7,24,Brandon Jacobs right guard for 11 yards (tackle by Anthony Hargrove),2.340,2.980
2,10:48,1,10,STL 39,7,24,"Eli Manning pass complete to Amani Toomer for 9 yards (tackle by Travis Fisher). Penalty on Damione Lewis: Roughing the Passer, 15 yards",2.980,4.580
2,10:20,1,10,STL 15,7,24,Tiki Barber up the middle for 1 yard (tackle by Jimmy Kennedy),4.580,4.110
2,9:45,2,9,STL 14,7,24,Eli Manning pass incomplete intended for Tiki Barber,4.110,3.240
2,9:35,3,9,STL 14,7,24,Eli Manning pass incomplete intended for Plaxico Burress (defended by Travis Fisher),3.240,2.510
2,9:30,4,9,STL 14,7,27,Jay Feely 32 yard field goal good,2.510,3.000
2,,,,NYG 30,7,27,"Jay Feely kicks off 58 yards, returned by Arlen Harris for 21 yards (tackle by Gibril Wilson)",0.000,1.140
2,9:18,1,10,STL 33,7,27,Marc Bulger pass complete to Torry Holt for 8 yards (tackle by Nick Greisen and Curtis DeLoatch),1.140,1.670
2,8:43,2,2,STL 41,7,27,Marc Bulger pass complete to Torry Holt for 16 yards (tackle by Gibril Wilson),1.670,2.720
2,8:09,1,10,NYG 43,7,27,"Penalty on William Joseph: Encroachment, 5 yards (no play)",2.720,3.450
2,7:52,1,5,NYG 38,7,27,Marc Bulger sacked by Michael Strahan for -8 yards,3.450,1.770
2,7:20,2,13,NYG 46,7,27,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Antonio Pierce),1.770,1.880
2,6:37,3,7,NYG 40,7,27,Marc Bulger pass incomplete intended for Shaun McDonald,1.880,0.590
2,6:29,4,7,NYG 40,7,27,Marc Bulger pass complete to Dane Looker for 7 yards (tackle by Will Allen),0.590,3.380
,,,,,,,"NYG challenged the ruling, and the play was upheld.",,
2,6:15,1,10,NYG 33,7,27,Marc Bulger pass complete to Marshall Faulk for 12 yards (tackle by Gibril Wilson and Corey Webster),3.380,4.170
2,5:35,1,10,NYG 21,7,27,Marc Bulger pass complete to Shaun McDonald for 3 yards (tackle by Shaun Williams),4.170,4.040
2,5:17,2,7,NYG 18,7,27,Marc Bulger pass complete to Dane Looker for 11 yards (tackle by Corey Webster),4.040,5.600
2,4:43,,,,7,27,Timeout #2 by St. Louis Rams,0.000,5.600
2,4:43,1,7,NYG 7,7,27,Steven Jackson up the middle for 6 yards (tackle by Antonio Pierce),5.600,5.910
2,4:14,2,1,NYG 1,13,27,"Steven Jackson right tackle for 1 yard, touchdown",5.910,7.000
2,,,,NYG 2,14,27,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,14,27,"Jeff Wilkins kicks off 75 yards, touchback",0.000,0.280
2,4:05,1,10,NYG 20,14,27,Tiki Barber right tackle for no gain (tackle by Jimmy Kennedy and Dexter Coakley),0.280,-0.270
2,3:33,2,10,NYG 20,14,27,Eli Manning pass incomplete intended for Jeremy Shockey (defended by DeJuan Groce),-0.270,-0.960
2,3:22,3,10,NYG 20,14,27,Eli Manning pass incomplete intended for Jeremy Shockey,-0.960,-2.030
2,3:16,4,10,NYG 20,14,27,"Jeff Feagles punts 47 yards, returned by Shaun McDonald for 5 yards (tackle by Antonio Pierce)",-2.030,-1.470
2,3:05,1,10,STL 38,14,27,Marc Bulger pass complete to Shaun McDonald for 21 yards,1.470,2.850
2,2:46,1,10,NYG 41,14,27,Marc Bulger pass incomplete intended for Kevin Curtis,2.850,2.310
2,2:35,2,10,NYG 41,14,27,"Marc Bulger pass complete to Steven Jackson for 5 yards (tackle by Antonio Pierce). Penalty on Will Allen: Unnecessary Roughness, 15 yards",2.310,4.170
2,2:18,1,10,NYG 21,14,27,Marc Bulger pass incomplete intended for Torry Holt (defended by Curtis DeLoatch),4.170,3.630
2,2:12,2,10,NYG 21,14,27,Marc Bulger pass complete to Torry Holt for 7 yards (tackle by Shaun Williams),3.630,4.020
2,2:00,3,3,NYG 14,14,27,"Penalty on Orlando Pace: False Start, 5 yards (no play)",4.020,3.180
2,2:00,3,8,NYG 19,14,27,Marc Bulger pass incomplete intended for Marshall Faulk (defended by Brent Alexander),3.180,2.180
2,1:52,4,8,NYG 19,17,27,Jeff Wilkins 37 yard field goal good,2.180,3.000
2,,,,STL 30,17,27,"Jeff Wilkins kicks off 60 yards, returned by Willie Ponder for 20 yards (tackle by Madison Hedgecock)",0.000,0.940
2,1:41,1,10,NYG 30,17,27,Eli Manning pass complete to Plaxico Burress for 20 yards (tackle by Michael Hawthorne),0.940,2.260
2,1:22,1,10,NYG 50,17,27,Eli Manning pass complete to Plaxico Burress for 11 yards (tackle by Adam Archuleta),2.260,2.980
2,1:17,1,10,STL 39,17,27,Tiki Barber up the middle for 4 yards (tackle by Pisa Tinoisamoa and Adam Archuleta),2.980,2.980
2,0:55,2,6,STL 35,17,27,Eli Manning pass incomplete intended for Jeremy Shockey,2.980,2.280
2,0:48,3,6,STL 35,17,27,Eli Manning pass incomplete intended for Plaxico Burress,2.280,0.970
2,0:43,4,6,STL 35,17,27,Eli Manning sacked by Anthony Hargrove for -4 yards,0.970,-1.530
2,0:38,1,10,STL 39,17,27,Marc Bulger pass incomplete intended for Steven Jackson,1.530,0.990
2,0:32,2,10,STL 39,17,27,Marc Bulger pass complete to Dane Looker for 18 yards (tackle by Corey Webster),0.990,2.720
2,0:20,,,,17,27,Timeout #3 by St. Louis Rams,0.000,2.720
2,0:20,1,10,NYG 43,17,27,Marc Bulger pass incomplete intended for Torry Holt,2.720,2.180
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:14,2,10,NYG 43,17,27,Marc Bulger pass complete to Kevin Curtis for 13 yards,2.180,3.580
2,0:09,1,10,NYG 30,17,27,Jeff Wilkins 48 yard field goal no good,3.580,-1.470
2,0:04,1,10,NYG 38,17,27,Eli Manning kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,17,27,"Jay Feely kicks off 72 yards, returned by Chris Johnson for 48 yards (tackle by Jay Feely)",0.000,1.990
3,14:53,1,10,STL 46,17,27,"Penalty on Kevin Curtis: False Start, 5 yards (no play)",1.990,1.660
3,14:53,1,15,STL 41,17,27,Steven Jackson right end for 6 yards (tackle by Brent Alexander and Antonio Pierce),1.660,1.590
3,14:15,2,9,STL 47,17,27,Marc Bulger pass incomplete intended for Steven Jackson,1.590,0.890
3,14:05,3,9,STL 47,17,27,Marc Bulger right tackle for 9 yards (tackle by Michael Strahan and Brent Alexander),0.890,2.650
3,13:37,1,10,NYG 44,17,27,Marshall Faulk up the middle for 3 yards (tackle by Gibril Wilson),2.650,2.520
3,12:59,2,7,NYG 41,17,27,Marc Bulger pass incomplete intended for Dane Looker (defended by Osi Umenyiora),2.520,1.820
3,12:54,3,7,NYG 41,17,27,Marc Bulger pass complete to Kevin Curtis for 8 yards (tackle by Shaun Williams),1.820,3.380
3,12:12,1,10,NYG 33,17,27,Marc Bulger pass complete to Steven Jackson for 7 yards (tackle by Curtis DeLoatch and Nick Greisen),3.380,3.780
3,11:37,2,3,NYG 26,17,27,Marshall Faulk up the middle for 2 yards (tackle by Gibril Wilson),3.780,3.340
3,10:57,3,1,NYG 24,17,27,Madison Hedgecock right guard for no gain (tackle by Kenderick Allen and Michael Strahan),3.340,2.020
3,10:32,4,1,NYG 24,17,27,Steven Jackson left end for 11 yards (tackle by Gibril Wilson),2.020,4.710
3,9:52,1,10,NYG 13,17,27,Marc Bulger pass incomplete intended for Torry Holt (defended by Antonio Pierce),4.710,4.050
3,9:39,2,10,NYG 13,17,27,Marc Bulger pass complete to Kevin Curtis for 7 yards (tackle by Antonio Pierce and Nick Greisen),4.050,4.560
3,8:58,3,3,NYG 6,17,27,"Steven Jackson for no gain. Steven Jackson fumbles, recovered by Fred Robbins at NYG-13 (tackle by Adam Timmerman)",4.560,0.320
3,8:45,1,10,NYG 13,17,27,Tiki Barber up the middle for 6 yards (tackle by Adam Archuleta and Michael Hawthorne),-0.320,0.030
3,8:17,2,4,NYG 19,17,27,"Eli Manning pass incomplete intended for Plaxico Burress. Penalty on Chris Johnson: Defensive Pass Interfere, 23 yards (no play)",0.030,1.730
3,8:07,1,10,NYG 42,17,27,Tiki Barber up the middle for 10 yards (tackle by Adam Archuleta),1.730,2.390
3,7:37,1,10,STL 48,17,27,Eli Manning pass incomplete intended for Jeremy Shockey,2.390,1.850
3,7:26,2,10,STL 48,17,27,Eli Manning pass incomplete intended for Plaxico Burress,1.850,1.160
3,7:21,3,10,STL 48,17,27,Eli Manning pass complete to Amani Toomer for 10 yards (tackle by DeJuan Groce). Penalty on Chris Johnson: Defensive Holding (Declined),1.160,3.050
3,7:10,1,10,STL 38,17,27,Tiki Barber left tackle for 3 yards (tackle by Pisa Tinoisamoa),3.050,2.910
3,6:28,2,7,STL 35,17,27,Eli Manning pass complete to Jeremy Shockey for 14 yards (tackle by DeJuan Groce and Pisa Tinoisamoa),2.910,4.170
3,5:53,1,10,STL 21,17,27,"Tiki Barber right tackle for 1 yard (tackle by Chris Claiborne). Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",4.170,3.510
3,5:34,1,20,STL 31,17,33,"Eli Manning pass complete to Jeremy Shockey for 31 yards, touchdown. Penalty on Adam Archuleta: Illegal Contact (Declined)",3.510,7.000
3,,,,STL 2,17,34,Jay Feely kicks extra point good,0.000,0.000
3,,,,NYG 30,17,34,"Jay Feely kicks off 72 yards, touchback",0.000,0.280
3,5:19,1,10,STL 20,17,34,Marc Bulger pass complete to Dane Looker for 4 yards (tackle by Reggie Torbor),0.280,0.270
3,4:48,2,6,STL 24,17,34,Marc Bulger pass incomplete intended for Steven Jackson,0.270,-0.430
3,4:35,3,6,STL 24,17,34,Marc Bulger pass complete to Shaun McDonald for 19 yards (tackle by Brent Alexander),-0.430,1.800
3,4:03,1,10,STL 43,17,34,Marc Bulger pass complete to Torry Holt for 6 yards (tackle by Will Allen and Gibril Wilson),1.800,2.060
3,3:24,2,4,STL 49,17,34,Steven Jackson right guard for no gain (tackle by Justin Tuck and Nick Greisen),2.060,1.350
3,2:49,3,4,STL 49,17,34,Marc Bulger pass complete to Dane Looker for 5 yards (tackle by Curtis DeLoatch),1.350,2.520
3,2:03,1,10,NYG 46,17,34,Marc Bulger pass complete to Marshall Faulk for 1 yard (tackle by Nick Greisen),2.520,2.110
3,1:20,2,9,NYG 45,17,34,Marc Bulger pass complete to Torry Holt for 19 yards (tackle by Curtis DeLoatch),2.110,3.840
3,0:38,1,10,NYG 26,17,34,"Penalty on Alex Barron: False Start, 5 yards (no play)",3.840,3.510
3,0:09,,,,17,34,Timeout #1 by St. Louis Rams,0.000,3.510
3,0:09,1,15,NYG 31,17,34,Marc Bulger pass incomplete intended for Dane Looker,3.510,2.620
3,0:03,2,15,NYG 31,17,34,Marc Bulger pass incomplete intended for Torry Holt (defended by Antonio Pierce),2.620,1.950
Quarter,Time,Down,ToGo,Location,STL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,17,34,Timeout #2 by St. Louis Rams,0.000,1.950
4,15:00,3,15,NYG 31,17,34,Marc Bulger pass incomplete intended for Jeff Robinson is intercepted by Antonio Pierce at NYG-18 and returned for 24 yards,1.950,-1.730
4,14:49,1,10,NYG 42,17,34,Tiki Barber right guard for 4 yards (tackle by Chris Claiborne and Leonard Little),1.730,1.730
4,14:14,2,6,NYG 46,17,34,"Eli Manning pass incomplete. Penalty on Visanthe Shiancoe: Offensive Holding, 10 yards (no play)",1.730,0.380
4,14:02,2,16,NYG 36,17,34,Eli Manning pass complete to Tiki Barber for 6 yards (tackle by Pisa Tinoisamoa and Jimmy Kennedy),0.380,0.500
4,13:25,3,10,NYG 42,17,34,Tiki Barber right end for 12 yards (tackle by Jerome Carter),0.500,2.520
4,12:57,1,10,STL 46,17,34,"Penalty on Amani Toomer: False Start, 5 yards (no play)",2.520,2.190
4,12:38,1,15,NYG 49,17,34,"Eli Manning pass complete to Plaxico Burress for 16 yards (tackle by DeJuan Groce). Penalty on Plaxico Burress: Offensive Pass Interfere, 10 yards (no play)",2.190,1.530
4,12:15,1,25,NYG 39,17,34,"Penalty on Jimmy Kennedy: Encroachment, 5 yards (no play)",1.530,1.860
4,12:02,1,20,NYG 44,17,34,Tiki Barber right guard for 7 yards (tackle by Ryan Pickett),1.860,1.570
4,11:14,2,13,STL 49,17,34,Eli Manning pass incomplete intended for Tiki Barber,1.570,0.890
4,11:07,3,13,STL 49,17,34,Eli Manning pass complete to Plaxico Burress for 30 yards,0.890,4.310
4,10:42,1,10,STL 19,17,34,Tiki Barber left guard for 7 yards (tackle by Leonard Little),4.310,4.920
4,10:05,2,3,STL 12,17,34,Brandon Jacobs left guard for 5 yards (tackle by Adam Archuleta),4.920,5.600
4,9:22,1,7,STL 7,17,34,Tiki Barber up the middle for 2 yards (tackle by Brandon Chillar),5.600,5.150
4,8:50,2,5,STL 5,17,34,Eli Manning pass incomplete intended for Visanthe Shiancoe,5.150,4.260
4,8:38,3,5,STL 5,17,34,Eli Manning pass incomplete intended for Plaxico Burress,4.260,3.010
4,8:32,4,5,STL 5,17,37,Jay Feely 23 yard field goal good,3.010,3.000
4,,,,NYG 30,17,37,"Jay Feely kicks off 64 yards, returned by Chris Johnson for 16 yards (tackle by Nick Greisen)",0.000,0.410
4,8:21,1,10,STL 22,17,37,Marc Bulger pass complete to Marc Bulger for 1 yard (tackle by William Joseph),0.410,0.000
4,7:55,2,9,STL 23,17,37,Marc Bulger pass incomplete intended for Shaun McDonald,0.000,-0.690
4,7:48,3,9,STL 23,17,37,Marc Bulger pass complete to Shaun McDonald for 12 yards (tackle by Will Allen),-0.690,1.270
4,7:23,1,10,STL 35,17,37,Marc Bulger pass complete to Marshall Faulk for 11 yards (tackle by Shaun Williams),1.270,1.990
4,6:58,1,10,STL 46,17,37,Marc Bulger pass incomplete intended for Marshall Faulk,1.990,1.450
4,6:51,2,10,STL 46,17,37,Marc Bulger pass complete to Dane Looker for 23 yards (tackle by Shaun Williams),1.450,3.510
4,6:22,1,10,NYG 31,17,37,Marc Bulger pass complete to Kevin Curtis for 14 yards (tackle by Shaun Williams),3.510,4.440
4,5:56,1,10,NYG 17,17,37,"Penalty on Tom Nutten: False Start, 5 yards (no play)",4.440,4.110
4,5:39,1,15,NYG 22,23,37,"Marc Bulger pass complete to Torry Holt for 22 yards, touchdown",4.110,7.000
4,,,,,23,37,"Penalty on Will Allen: Neutral Zone Infraction, 5 yards",0.000,0.000
4,,,,NYG 2,24,37,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 35,24,37,Jeff Wilkins kicks onside 15 yards,0.000,2.260
4,5:27,1,10,NYG 50,24,37,Tiki Barber left guard for 4 yards (tackle by Anthony Hargrove and Chris Claiborne),2.260,2.250
4,4:49,2,6,STL 46,24,37,Tiki Barber left end for 4 yards (tackle by Leonard Little),2.250,2.080
4,4:07,3,2,STL 42,24,37,Eli Manning pass incomplete intended for Plaxico Burress (defended by DeJuan Groce),2.080,0.460
4,3:55,4,2,STL 42,24,37,"Jeff Feagles punts 42 yards, touchback",0.460,-0.280
4,3:45,1,10,STL 20,24,37,Marc Bulger pass complete to Shaun McDonald for 8 yards (tackle by Antonio Pierce),0.280,0.810
4,3:38,2,2,STL 28,24,37,Marc Bulger pass complete to Shaun McDonald for 9 yards (tackle by Will Allen),0.810,1.400
4,3:15,1,10,STL 37,24,37,Marc Bulger pass incomplete intended for Torry Holt,1.400,0.860
4,3:07,2,10,STL 37,24,37,"Marshall Faulk for 11 yards. Marshall Faulk fumbles, recovered by Marshall Faulk at STL-38",0.860,2.130
4,2:41,1,10,STL 48,24,37,Marc Bulger pass incomplete intended for Shaun McDonald is intercepted by Reggie Torbor at NYG-40 and returned for 37 yards,2.130,-4.040
4,2:29,1,10,STL 23,24,37,Tiki Barber left guard for 1 yard (tackle by Anthony Hargrove and Dexter Coakley),4.040,3.630
4,2:22,,,,24,37,Timeout #3 by St. Louis Rams,0.000,3.630
4,2:22,2,9,STL 22,24,37,Tiki Barber left guard for 6 yards (tackle by Adam Archuleta and Michael Hawthorne),3.630,3.850
4,2:00,3,3,STL 16,24,43,"Tiki Barber left tackle for 16 yards, touchdown",3.850,7.000
4,,,,STL 2,24,44,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,24,44,"Jay Feely kicks off 66 yards, returned by Chris Johnson for 15 yards (tackle by David Tyree)",0.000,0.150
4,1:47,1,10,STL 19,24,44,Marc Bulger pass complete to Steven Jackson for 6 yards (tackle by Nick Greisen and Will Allen),0.150,0.480
4,1:24,2,4,STL 25,24,44,Marc Bulger pass complete to Steven Jackson for 11 yards (tackle by Brent Alexander),0.480,1.330
4,1:00,1,10,STL 36,24,44,Marc Bulger pass complete to Dane Looker for 7 yards (tackle by Gibril Wilson),1.330,1.740
4,0:37,2,3,STL 43,24,44,Marc Bulger pass incomplete intended for Shaun McDonald is intercepted by Shaun Williams at NYG-29 and returned for 34 yards,1.740,-3.120
4,0:25,1,10,STL 37,24,44,Eli Manning kneels for -1 yards,3.120,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
