Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
2,14:04,3,10,BAL 25,3,7,Lamar Jackson left end for 28 yards (tackle by Marquise Blair),-0.620,2.460
2,13:22,1,10,SEA 47,3,7,Gus Edwards right tackle for 2 yards (tackle by Poona Ford and Jarran Reed),2.460,2.180
2,12:40,2,8,SEA 45,3,7,Lamar Jackson pass complete deep right to Mark Andrews for 33 yards (tackle by K.J. Wright),2.180,4.780
2,11:53,1,10,SEA 12,3,7,Willie Snead left end for 2 yards (tackle by Tre Flowers),4.780,4.450
2,11:18,2,8,SEA 10,3,7,Lamar Jackson pass incomplete short middle intended for Hayden Hurst,4.450,3.480
2,11:14,3,8,SEA 10,3,7,Lamar Jackson pass incomplete short middle intended for Mark Andrews (defended by Bobby Wagner). Penalty on Ronnie Stanley: Illegal Formation (Declined),3.480,2.760
2,11:10,4,8,SEA 10,6,7,Justin Tucker 28 yard field goal good,2.760,3.000
2,11:06,,,BAL 35,6,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,11:06,1,10,SEA 25,6,7,"Russell Wilson pass incomplete deep left intended for D.K. Metcalf (defended by Marlon Humphrey). Penalty on L.J. Fort: Roughing the Passer, 15 yards (no play)",0.610,1.600
2,11:00,1,10,SEA 40,6,7,Chris Carson right guard for 5 yards (tackle by Chris Wormley),1.600,1.730
2,10:22,2,5,SEA 45,6,7,Chris Carson right tackle for 1 yard (tackle by Tyus Bowser and Josh Bynes),1.730,1.160
2,9:39,3,4,SEA 46,6,7,Russell Wilson pass complete short middle to Malik Turner for 24 yards (tackle by Brandon Carr),1.160,3.580
2,8:48,1,10,BAL 30,6,7,Russell Wilson pass incomplete deep middle intended for David Moore,3.580,3.030
2,8:43,2,10,BAL 30,6,7,Russell Wilson pass complete short left to David Moore for 14 yards (tackle by Marlon Humphrey),3.030,4.510
2,7:59,1,10,BAL 16,6,7,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,4.510,3.900
2,7:53,2,10,BAL 16,6,7,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,3.900,3.080
2,7:44,,,,,,Timeout #2 by Seattle Seahawks,,
2,7:44,3,10,BAL 16,6,7,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,3.080,2.380
2,7:39,4,10,BAL 16,6,10,Jason Myers 34 yard field goal good,2.380,3.000
2,7:35,,,SEA 35,6,10,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,7:35,1,10,BAL 25,6,10,Lamar Jackson pass incomplete short right intended for Seth Roberts,0.610,0.060
2,7:30,2,10,BAL 25,6,10,Lamar Jackson right tackle for 5 yards (tackle by K.J. Wright),0.060,0.040
2,6:45,3,5,BAL 30,6,10,Lamar Jackson pass incomplete short left intended for Mark Andrews (defended by Marquise Blair),0.040,-1.370
2,6:42,4,5,BAL 30,6,10,"Sam Koch punts 46 yards, returned by Tyler Lockett for 6 yards (tackle by Chuck Clark). Penalty on Chuck Clark: Face Mask (15 Yards), 15 yards",-1.370,-1.930
2,6:31,1,10,SEA 45,6,10,C.J. Prosise left end for 17 yards (tackle by Earl Thomas),1.930,3.050
2,6:00,1,10,BAL 38,6,10,Chris Carson up the middle for 4 yards (tackle by Brandon Williams and L.J. Fort),3.050,3.050
2,5:18,2,6,BAL 34,6,10,Russell Wilson pass incomplete deep left intended for Luke Willson (defended by Chuck Clark),3.050,2.340
2,5:12,3,6,BAL 34,12,10,"Russell Wilson pass short right intended for Jaron Brown is intercepted by Marcus Peters at BAL-33 and returned for 67 yards, touchdown",2.340,-7.000
2,5:00,,,SEA 15,13,10,Justin Tucker kicks extra point good,0.000,0.000
2,5:00,,,BAL 35,13,10,"Justin Tucker kicks off 65 yards, returned by Tyler Lockett for 16 yards (tackle by Anthony Levine). Penalty on Nick Bellore: Illegal Double-Team Block, 8 yards",0.000,-0.380
2,4:56,1,10,SEA 8,13,10,Russell Wilson pass incomplete short right intended for Jacob Hollister (defended by Brandon Carr),-0.380,-0.780
2,4:51,2,10,SEA 8,13,10,Russell Wilson pass complete short left to D.K. Metcalf for 9 yards (tackle by Brandon Carr),-0.780,-0.370
2,4:31,3,1,SEA 17,13,10,Chris Carson right guard for 3 yards (tackle by Chuck Clark),-0.370,0.280
2,4:02,1,10,SEA 20,13,10,Russell Wilson pass complete short right to Tyler Lockett for 12 yards,0.280,1.070
2,3:40,1,10,SEA 32,13,10,Chris Carson right end for -1 yards (tackle by L.J. Fort and Chuck Clark),1.070,0.390
2,3:03,2,11,SEA 31,13,10,"Penalty on Brandon Williams: Neutral Zone Infraction, 5 yards (no play)",0.390,1.070
2,2:43,2,6,SEA 36,13,10,Tyler Lockett left end for -3 yards (tackle by Jaylon Ferguson),1.070,-0.030
2,2:00,3,9,SEA 33,13,10,Russell Wilson pass complete deep middle to Tyler Lockett for 33 yards (tackle by Marlon Humphrey),-0.030,3.310
2,1:21,1,10,BAL 34,13,10,Russell Wilson pass incomplete deep left intended for David Moore,3.310,2.770
2,1:16,2,10,BAL 34,13,10,Russell Wilson pass complete short left to Jacob Hollister for 6 yards (tackle by Chuck Clark),2.770,2.870
2,0:45,3,4,BAL 28,13,10,Russell Wilson pass complete short left to Jaron Brown for 4 yards (tackle by Anthony Averett),2.870,3.970
2,0:26,1,10,BAL 24,13,10,Russell Wilson left end for 11 yards (tackle by Brandon Carr),3.970,4.710
2,0:19,1,10,BAL 13,13,10,Russell Wilson pass incomplete short middle,4.710,4.050
2,0:13,2,10,BAL 13,13,10,Russell Wilson pass incomplete short middle,4.050,3.120
2,0:06,3,10,BAL 13,13,13,Jason Myers 31 yard field goal good,3.120,3.000
2,0:02,,,SEA 35,13,13,"Jason Myers kicks off 51 yards, muffed catch by Justice Hill returned by Justice Hill for 5 yards (tackle by Ben Burr-Kirven and Marquise Blair)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,13,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,13,13,Chris Carson up the middle for -2 yards (tackle by Josh Bynes and Marlon Humphrey),0.610,-0.210
3,14:21,2,12,SEA 23,13,13,Russell Wilson pass complete short left to Chris Carson for 10 yards (tackle by Josh Bynes),-0.210,0.430
3,13:54,3,2,SEA 33,13,13,Russell Wilson pass complete short right to Jaron Brown for 8 yards (tackle by Marcus Peters),0.430,1.660
3,13:14,1,10,SEA 41,13,13,Russell Wilson pass incomplete short right intended for D.K. Metcalf,1.660,1.120
3,13:12,2,10,SEA 41,13,13,Russell Wilson pass incomplete deep left intended for Jacob Hollister,1.120,0.430
3,13:06,3,10,SEA 41,13,13,Russell Wilson pass incomplete short middle intended for Chris Carson,0.430,-0.650
3,13:02,4,10,SEA 41,13,13,"Michael Dickson punts 52 yards, returned by Cyrus Jones for 6 yards (tackle by Neiko Thorpe)",-0.650,0.320
3,12:52,1,10,BAL 13,13,13,"Lamar Jackson aborted snap, recovered by Mark Ingram at BAL-10 (tackle by Shaquill Griffin)",-0.320,-0.440
3,12:13,2,7,BAL 16,13,13,Lamar Jackson pass incomplete short left intended for Seth Roberts,-0.440,-1.060
3,12:10,3,7,BAL 16,13,13,Lamar Jackson pass complete short left to Mark Andrews for 6 yards (tackle by Tre Flowers),-1.060,-1.900
3,11:35,4,1,BAL 22,13,13,Sam Koch punts 43 yards out of bounds,-1.900,-1.270
3,11:29,1,10,SEA 35,13,13,Chris Carson left tackle for 3 yards (tackle by Josh Bynes and Chuck Clark),1.270,1.130
3,10:48,2,7,SEA 38,13,13,Chris Carson left end for 9 yards (tackle by Earl Thomas),1.130,2.060
3,10:13,1,10,SEA 47,13,13,Chris Carson right tackle for 2 yards (tackle by Josh Bynes and Michael Pierce),2.060,1.790
3,9:29,2,8,SEA 49,13,13,Russell Wilson left end for 9 yards (tackle by Brandon Carr),1.790,2.790
3,8:52,1,10,BAL 42,13,13,Chris Carson right tackle for 3 yards (tackle by Jaylon Ferguson and Brandon Williams),2.790,2.650
3,8:08,2,7,BAL 39,13,13,Chris Carson right end for 5 yards (tackle by Brandon Williams),2.650,2.610
3,7:33,3,2,BAL 34,13,13,Russell Wilson pass complete short left to Tyler Lockett for -1 yards (tackle by Marlon Humphrey),2.610,0.990
3,6:51,4,3,BAL 35,13,13,Jason Myers 53 yard field goal no good,0.990,-1.800
3,6:46,1,10,BAL 43,13,13,Mark Ingram up the middle for 3 yards (tackle by Bobby Wagner and Mychal Kendricks),1.800,1.660
3,6:14,2,7,BAL 46,13,13,Mark Ingram right tackle for 2 yards (tackle by Bobby Wagner),1.660,1.220
3,5:31,3,5,BAL 48,13,13,Lamar Jackson pass complete short right to Hayden Hurst for 10 yards (tackle by Shaquill Griffin),1.220,2.790
3,4:54,1,10,SEA 42,13,13,Gus Edwards up the middle for 1 yard (tackle by Jadeveon Clowney),2.790,2.380
3,4:18,2,9,SEA 41,13,13,Gus Edwards up the middle for 14 yards (tackle by K.J. Wright and Marquise Blair),2.380,3.780
3,3:39,1,10,SEA 27,13,13,Mark Ingram up the middle for 8 yards (tackle by Mychal Kendricks and Bobby Wagner),3.780,4.350
3,2:58,2,2,SEA 19,13,13,Mark Ingram right tackle for 3 yards (tackle by Marquise Blair),4.350,4.510
3,2:15,1,10,SEA 16,13,13,Lamar Jackson pass incomplete deep middle intended for Mark Andrews (defended by K.J. Wright),4.510,3.900
3,2:10,2,10,SEA 16,13,13,"Penalty on BAL: Delay of Game, 5 yards (no play)",3.900,3.280
3,2:10,2,15,SEA 21,13,13,Lamar Jackson pass incomplete short right intended for Mark Andrews,3.280,2.610
3,2:07,3,15,SEA 21,13,13,Lamar Jackson right tackle for 13 yards (tackle by Shaquill Griffin and K.J. Wright),2.610,2.990
3,1:24,,,,,,Timeout #1 by Baltimore Ravens,,
3,1:24,4,2,SEA 8,19,13,"Lamar Jackson right tackle for 8 yards, touchdown",2.990,7.000
3,1:20,,,SEA 15,20,13,Justin Tucker kicks extra point good,0.000,0.000
3,1:20,,,BAL 35,20,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,1:20,1,10,SEA 25,20,13,Russell Wilson pass incomplete short left intended for Chris Carson,0.610,0.060
3,1:15,2,10,SEA 25,20,13,Russell Wilson pass complete short middle to Chris Carson for 5 yards (tackle by Michael Pierce and Josh Bynes),0.060,0.040
3,0:29,3,5,SEA 30,20,13,Russell Wilson pass complete short left to D.K. Metcalf for 6 yards (tackle by Brandon Carr),0.040,1.330
3,0:01,1,10,SEA 36,20,13,Chris Carson right tackle for -3 yards (tackle by Josh Bynes and Tyus Bowser),1.330,0.390
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,SEA 33,20,13,"Luke Willson left end for 6 yards (tackle by Jihad Ward and Chuck Clark). Penalty on Luke Willson: Offensive Holding, 10 yards (no play)",0.390,-0.970
4,14:27,2,23,SEA 23,20,13,"Russell Wilson pass incomplete short left intended for Tyler Lockett (defended by Earl Thomas). Penalty on Josh Bynes: Roughing the Passer, 15 yards (no play)",-0.970,1.470
4,14:22,1,10,SEA 38,20,13,Chris Carson left guard for 8 yards (tackle by L.J. Fort),1.470,2.000
4,13:44,2,2,SEA 46,20,13,Chris Carson left end for -2 yards (tackle by Brandon Carr),2.000,1.020
4,13:03,3,4,SEA 44,20,13,Russell Wilson pass incomplete short left intended for D.K. Metcalf,1.020,-0.460
4,12:55,4,4,SEA 44,20,13,"Michael Dickson punts 56 yards, touchback.. Penalty on Anthony Levine: Offensive Holding, 10 yards",-0.460,0.380
4,12:47,1,10,BAL 10,20,13,"Gus Edwards left tackle for 9 yards (tackle by Tedric Thompson). Penalty on Nick Boyle: Offensive Holding, 5 yards (no play)",-0.380,-0.570
4,12:13,1,15,BAL 5,20,13,Lamar Jackson pass incomplete short middle intended for Mark Andrews,-0.570,-1.150
4,12:08,2,15,BAL 5,20,13,Lamar Jackson pass complete short right to Mark Ingram for 7 yards (tackle by Poona Ford and Bobby Wagner),-1.150,-1.190
4,11:20,3,8,BAL 12,20,13,Lamar Jackson left tackle for 30 yards (tackle by Tedric Thompson),-1.190,1.730
4,10:33,1,10,BAL 42,20,13,Mark Ingram right tackle for 4 yards (tackle by Bobby Wagner and K.J. Wright),1.730,1.730
4,9:52,2,6,BAL 46,20,13,Lamar Jackson left end for 13 yards (tackle by K.J. Wright),1.730,2.850
4,9:11,1,10,SEA 41,20,13,Gus Edwards left tackle for 9 yards (tackle by Bobby Wagner),2.850,3.520
4,8:33,2,1,SEA 32,20,13,Gus Edwards left end for 7 yards (tackle by Bobby Wagner and Jarran Reed),3.520,3.910
4,7:53,1,10,SEA 25,20,13,Mark Ingram up the middle for -2 yards (tackle by Al Woods),3.910,3.090
4,7:13,2,12,SEA 27,20,13,Lamar Jackson pass complete short right to Nick Boyle for 20 yards (tackle by Marquise Blair),3.090,5.600
4,6:26,1,7,SEA 7,20,13,"Mark Ingram up the middle for 3 yards (tackle by Al Woods) Penalty on BAL: Illegal Shift, 5 yards (no play)",5.600,4.640
4,6:13,1,12,SEA 12,20,13,Lamar Jackson right tackle for 2 yards (tackle by Poona Ford),4.640,4.190
4,5:34,2,10,SEA 10,20,13,Lamar Jackson sacked by Branden Jackson for -2 yards,4.190,3.100
4,4:47,3,12,SEA 12,20,13,Mark Ingram up the middle for 8 yards (tackle by Bobby Wagner and K.J. Wright),3.100,3.030
4,3:50,4,4,SEA 4,23,13,Justin Tucker 22 yard field goal good,3.030,3.000
4,3:47,,,BAL 35,23,13,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,3:47,1,10,SEA 25,29,13,"Russell Wilson pass complete short left to D.K. Metcalf for 1 yard. D.K. Metcalf fumbles, recovered by Marlon Humphrey at SEA-18 and returned for 18 yards, touchdown",0.610,-7.000
4,3:37,,,SEA 15,30,13,Justin Tucker kicks extra point good,0.000,0.000
4,3:37,,,BAL 35,30,13,"Justin Tucker kicks off 65 yards, returned by Tyler Lockett for 20 yards (tackle by Bennett Jackson and Anthony Levine)",0.000,0.280
4,3:33,1,10,SEA 20,30,13,Russell Wilson pass incomplete short right intended for Jacob Hollister,0.280,-0.270
4,3:28,2,10,SEA 20,30,13,Russell Wilson pass complete deep middle to Jaron Brown for 48 yards (tackle by Marlon Humphrey),-0.270,3.450
4,2:57,1,10,BAL 32,30,13,Russell Wilson pass incomplete short left intended for Jaron Brown,3.450,2.900
4,2:51,2,10,BAL 32,30,13,Russell Wilson pass complete short middle to Tyler Lockett for 9 yards (tackle by Josh Bynes),2.900,3.400
4,2:34,3,1,BAL 23,30,13,Chris Carson right tackle for 1 yard (tackle by Chuck Clark and Matt Judon),3.400,4.110
4,2:10,1,10,BAL 22,30,13,Russell Wilson pass complete short right to Jacob Hollister for 5 yards,4.110,4.290
4,2:04,2,5,BAL 17,30,13,Russell Wilson pass incomplete short left,4.290,3.560
4,1:58,3,5,BAL 17,30,13,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,3.560,2.360
4,1:53,4,5,BAL 17,30,16,Jason Myers 35 yard field goal good,2.360,3.000
4,1:49,,,,,,Timeout #2 by Baltimore Ravens,,
4,1:49,,,SEA 35,30,16,"Jason Myers kicks onside 34 yards, returned by Cyrus Jones for no gain",0.000,1.000
4,1:47,1,10,BAL 31,30,16,Gus Edwards up the middle for 3 yards (tackle by Bobby Wagner),1.000,0.870
4,1:42,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:42,2,7,BAL 34,30,16,Gus Edwards left tackle for no gain (tackle by Bobby Wagner),0.870,0.170
4,1:37,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:37,3,7,BAL 34,30,16,Lamar Jackson up the middle for 8 yards (tackle by Bobby Wagner),0.170,1.730
4,1:26,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:26,1,10,BAL 42,30,16,Lamar Jackson kneels for -1 yards,1.730,1.050
4,0:44,2,11,BAL 41,30,16,Lamar Jackson kneels for -1 yards,1.050,0.230
4,0:26,3,12,BAL 40,30,16,Lamar Jackson kneels for -1 yards,0.230,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
