Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,1:18,2,3,SEA 20,3,14,Todd Gurley right tackle for 2 yards (tackle by Jarran Reed),4.180,3.840
2,1:10,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:10,3,1,SEA 18,3,14,Todd Gurley left end for 2 yards (tackle by Tre Flowers),3.840,4.510
2,1:04,1,10,SEA 16,3,14,Jared Goff pass incomplete short middle intended for Tyler Higbee,4.510,3.900
2,1:00,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:00,2,10,SEA 16,3,14,Jared Goff pass complete short left to Tyler Higbee for 6 yards (tackle by K.J. Wright),3.900,4.170
2,0:56,3,4,SEA 10,3,20,"Jared Goff pass complete short middle to Cooper Kupp for 10 yards, touchdown",4.170,7.000
2,0:51,,,SEA 15,3,21,Greg Zuerlein kicks extra point good,0.000,0.000
2,0:51,,,LAR 35,3,21,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:51,1,10,SEA 25,3,21,Russell Wilson pass complete short right to Jacob Hollister for 4 yards (tackle by Travin Howard),0.610,0.600
2,0:46,2,6,SEA 29,3,21,Russell Wilson pass complete short middle to Chris Carson for 5 yards (tackle by Travin Howard),0.600,0.560
2,0:41,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:41,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:41,3,1,SEA 34,3,21,Chris Carson up the middle for 13 yards (tackle by Eric Weddle),0.560,2.060
2,0:36,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:36,1,10,SEA 47,3,21,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Troy Hill),2.060,1.520
2,0:30,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:30,2,10,SEA 47,3,21,Russell Wilson sacked by Dante Fowler for -5 yards,1.520,0.170
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,21,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,3,21,Jared Goff pass complete short right to Robert Woods for 16 yards (tackle by Bobby Wagner),0.610,1.660
3,14:23,1,10,LAR 41,3,21,Jared Goff pass incomplete short left,1.660,1.120
3,14:18,2,10,LAR 41,3,21,Jared Goff pass complete short middle to Cooper Kupp for 11 yards (tackle by Bobby Wagner),1.120,2.390
3,13:55,1,10,SEA 48,3,21,Jared Goff pass complete short middle to Todd Gurley for 5 yards (tackle by Bobby Wagner),2.390,2.520
3,13:26,2,5,SEA 43,3,21,Todd Gurley left end for -5 yards (tackle by Bradley McDougald). Penalty on Robert Woods: Illegal Block Above the Waist (Declined),2.520,1.160
3,13:05,3,10,SEA 48,9,21,"Jared Goff pass short right intended for Robert Woods is intercepted by Quandre Diggs at SEA-45 and returned for 55 yards, touchdown",1.160,-7.000
3,12:54,,,LAR 15,9,21,Jason Myers kicks extra point no good wide left,0.000,-1.000
3,12:54,,,SEA 35,9,21,"Jason Myers kicks off 59 yards, returned by Darrell Henderson for 20 yards (tackle by Jaron Brown)",0.000,0.670
3,12:47,1,10,LAR 26,9,21,Jared Goff right end for 5 yards (tackle by Bobby Wagner),0.670,0.810
3,12:07,2,5,LAR 31,9,21,Todd Gurley up the middle for 4 yards (tackle by Al Woods),0.810,0.630
3,11:26,3,1,LAR 35,9,21,Todd Gurley left end for 23 yards (tackle by Tre Flowers),0.630,2.790
3,10:38,1,10,SEA 42,9,21,Jared Goff pass incomplete short left intended for Tyler Higbee,2.790,2.240
3,10:32,2,10,SEA 42,9,21,Jared Goff pass complete short left to Tyler Higbee for 5 yards (tackle by K.J. Wright),2.240,2.210
3,9:56,3,5,SEA 37,9,21,Jared Goff pass deep right intended for Brandin Cooks is intercepted by Quandre Diggs at SEA-3 and returned for no gain,2.210,0.380
3,9:48,1,10,SEA 3,9,21,Chris Carson up the middle for 3 yards (tackle by Michael Brockers and Troy Hill),-0.380,-0.560
3,9:11,2,7,SEA 6,9,21,Russell Wilson pass complete short left to Jacob Hollister for 1 yard (tackle by Cory Littleton),-0.560,-0.950
3,8:30,3,6,SEA 7,9,21,Russell Wilson pass incomplete deep left intended for David Moore,-0.950,-2.490
3,8:23,4,6,SEA 7,9,21,"Michael Dickson punts 45 yards, fair catch by Nsimba Webster at LA-48",-2.490,-2.130
3,8:15,1,10,LAR 48,9,21,Jared Goff pass complete short middle to Todd Gurley for 20 yards (tackle by Bradley McDougald),2.130,3.450
3,7:35,1,10,SEA 32,9,21,Josh Reynolds right end for 10 yards (tackle by Quandre Diggs),3.450,4.110
3,7:03,1,10,SEA 22,9,21,Todd Gurley left tackle for 3 yards (tackle by Jadeveon Clowney),4.110,3.970
3,6:30,2,7,SEA 19,9,21,Todd Gurley right guard for no gain (tackle by Bobby Wagner),3.970,3.260
3,5:53,3,7,SEA 19,9,21,Cooper Kupp pass incomplete deep middle intended for Tyler Higbee,3.260,2.180
3,5:45,4,7,SEA 19,9,21,Greg Zuerlein 37 yard field goal no good,2.180,-0.740
3,5:39,1,10,SEA 27,9,21,Chris Carson right end for 7 yards (tackle by Cory Littleton and Eric Weddle),0.740,1.140
3,5:03,2,3,SEA 34,9,21,Chris Carson left guard for 3 yards (tackle by Cory Littleton and Troy Reeder),1.140,1.400
3,4:21,1,10,SEA 37,9,21,Russell Wilson pass complete short right to Jacob Hollister for 19 yards (tackle by Jalen Ramsey),1.400,2.650
3,3:38,1,10,LAR 44,9,21,Russell Wilson pass incomplete short right,2.650,2.110
3,3:30,2,10,LAR 44,9,21,Russell Wilson up the middle for 3 yards (tackle by Cory Littleton),2.110,1.820
3,2:46,3,7,LAR 41,9,21,Russell Wilson sacked by Aaron Donald for -11 yards,1.820,-0.190
3,2:04,4,18,SEA 48,9,21,"Michael Dickson punts 34 yards, fair catch by Nsimba Webster at LA-18",-0.190,-0.040
3,1:57,1,10,LAR 18,9,21,Todd Gurley left tackle for 1 yard (tackle by Bobby Wagner and Jarran Reed),0.040,-0.320
3,1:20,2,9,LAR 19,9,21,Jared Goff pass incomplete short right,-0.320,-1.040
3,1:15,3,9,LAR 19,9,21,Jared Goff pass incomplete deep left intended for Brandin Cooks,-1.040,-2.140
3,1:10,4,9,LAR 19,9,21,"Johnny Hekker punts 48 yards, returned by David Moore for 3 yards (tackle by Travin Howard)",-2.140,-1.330
3,1:00,1,10,SEA 36,9,21,"Chris Carson up the middle for 2 yards (tackle by Morgan Fox). Penalty on D.K. Metcalf: Unnecessary Roughness, 15 yards",1.330,-0.970
3,0:36,2,23,SEA 23,9,21,Russell Wilson pass complete short left to Tyler Lockett for 15 yards (tackle by Travin Howard),-0.970,0.370
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,SEA 38,9,21,Russell Wilson pass incomplete short left intended for Josh Gordon,0.370,-0.850
4,14:56,4,8,SEA 38,9,21,"Michael Dickson punts 52 yards, returned by Nsimba Webster for no gain (tackle by Travis Homer). Penalty on Jalen Ramsey: Offensive Holding, 5 yards",-0.850,0.380
4,14:47,1,10,LAR 5,9,21,Malcolm Brown left guard for no gain (tackle by Bobby Wagner and Shaquill Griffin),-0.380,-0.780
4,14:21,2,10,LAR 5,9,21,Jared Goff pass complete short middle to Tyler Higbee for 32 yards (tackle by Bobby Wagner),-0.780,1.400
4,13:41,1,10,LAR 37,9,21,Josh Reynolds right end for 7 yards (tackle by Shaquill Griffin),1.400,1.800
4,13:12,2,3,LAR 44,9,21,Jared Goff pass complete short left to Robert Woods for 20 yards (tackle by K.J. Wright and Cody Barton),1.800,3.180
4,12:38,1,10,SEA 36,9,21,Robert Woods left end for 16 yards (tackle by Tre Flowers),3.180,4.240
4,11:56,1,10,SEA 20,9,21,Robert Woods left end for 13 yards (tackle by Jarran Reed),4.240,5.600
4,11:13,1,7,SEA 7,9,27,"Todd Gurley left end for 7 yards, touchdown",5.600,7.000
4,11:07,,,SEA 15,9,28,Greg Zuerlein kicks extra point good,0.000,0.000
4,11:07,,,LAR 35,9,28,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,11:07,1,10,SEA 25,9,28,Russell Wilson pass complete short middle to Chris Carson for 5 yards (tackle by Taylor Rapp and Samson Ebukam),0.610,0.740
4,10:46,2,5,SEA 30,9,28,Chris Carson left tackle for 4 yards (tackle by Greg Gaines),0.740,0.560
4,10:22,3,1,SEA 34,9,28,Chris Carson up the middle for 3 yards (tackle by Taylor Rapp),0.560,1.400
4,10:03,1,10,SEA 37,9,28,Russell Wilson pass complete short middle to Tyler Lockett for 19 yards (tackle by Eric Weddle),1.400,2.650
4,9:41,1,10,LAR 44,9,28,Russell Wilson sacked by Samson Ebukam for -12 yards,2.650,0.490
4,9:09,2,22,SEA 44,9,28,Russell Wilson pass incomplete short right intended for Josh Gordon (defended by Aaron Donald),0.490,-0.160
4,9:04,3,22,SEA 44,9,28,Russell Wilson pass complete deep left to D.K. Metcalf for 35 yards (tackle by Eric Weddle),-0.160,4.170
4,8:54,1,10,LAR 21,9,28,Russell Wilson pass complete short left to D.K. Metcalf for 3 yards (tackle by Jalen Ramsey),4.170,4.040
4,8:22,2,7,LAR 18,9,28,Russell Wilson left end for 7 yards (tackle by Samson Ebukam),4.040,4.840
4,7:45,1,10,LAR 11,9,28,"Russell Wilson pass incomplete short right intended for Jacob Hollister. Penalty on Mike Iupati: Offensive Holding, 10 yards (no play)",4.840,4.170
4,7:37,1,20,LAR 21,9,28,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",4.170,3.840
4,7:37,1,25,LAR 26,9,28,Russell Wilson pass complete short middle to Jacob Hollister for 10 yards (tackle by Taylor Rapp and Cory Littleton),3.840,3.440
4,7:16,2,15,LAR 16,9,28,Russell Wilson pass incomplete deep middle intended for Jacob Hollister (defended by Travin Howard),3.440,2.890
4,7:11,3,15,LAR 16,9,28,Russell Wilson pass incomplete deep middle intended for Malik Turner,2.890,2.380
4,7:07,4,15,LAR 16,12,28,Jason Myers 34 yard field goal good,2.380,3.000
4,7:03,,,SEA 35,12,28,"Jason Myers kicks off 63 yards, returned by Darrell Henderson for 15 yards (tackle by Jaron Brown)",0.000,-0.060
4,6:57,1,10,LAR 17,12,28,Todd Gurley up the middle for 1 yard (tackle by Quinton Jefferson),-0.060,-0.420
4,6:13,2,9,LAR 18,12,28,Todd Gurley right end for no gain (tackle by Cody Barton and Bobby Wagner),-0.420,-1.130
4,5:25,,,,,,Timeout #1 by Los Angeles Rams,,
4,5:25,3,9,LAR 18,12,28,Todd Gurley right end for 2 yards (tackle by Bobby Wagner),-1.130,-2.030
4,4:43,4,7,LAR 20,12,28,"Johnny Hekker punts 55 yards, muffed catch by David Moore, recovered by David Moore at SEA-18",-2.030,-0.040
4,4:32,1,10,SEA 18,12,28,Russell Wilson right end for 1 yard (tackle by Travin Howard),0.040,-0.320
4,4:02,2,9,SEA 19,12,28,Russell Wilson pass incomplete deep right,-0.320,-1.040
4,3:54,3,9,SEA 19,12,28,Russell Wilson sacked by and Aaron Donald for -9 yards and Dante Fowler for -9 yards,-1.040,-2.490
4,3:06,,,,,,Timeout #1 by Seattle Seahawks,,
4,3:06,4,18,SEA 10,12,28,Russell Wilson pass complete deep middle to Josh Gordon for 23 yards (tackle by Troy Hill),-2.490,1.140
4,2:43,1,10,SEA 33,12,28,Russell Wilson pass complete short left to D.K. Metcalf for 9 yards (tackle by Jalen Ramsey),1.140,1.810
4,2:17,2,1,SEA 42,12,28,Russell Wilson pass incomplete short right intended for Josh Gordon,1.810,1.090
4,2:13,,,,,,Timeout #2 by Los Angeles Rams,,
4,2:13,3,1,SEA 42,12,28,Chris Carson up the middle for 5 yards (tackle by Marqui Christian),1.090,2.060
4,2:00,1,10,SEA 47,12,28,"Russell Wilson pass complete short right to Jaron Brown for 7 yards (tackle by Troy Hill). Penalty on Ogbonnia Okoronkwo: Defensive Offside, 5 yards (no play)",2.060,2.790
4,1:55,1,5,LAR 48,12,28,"Russell Wilson pass incomplete deep middle intended for Chris Carson. Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",2.790,1.730
4,1:47,1,15,SEA 42,12,28,"Russell Wilson up the middle for 17 yards (tackle by Morgan Fox). Penalty on David Moore: Offensive Holding, 10 yards",1.730,2.350
4,1:36,1,8,SEA 49,12,28,Russell Wilson pass deep middle intended for Tyler Lockett is intercepted by Troy Hill at LA-0 and returned for no gain,2.350,-0.280
4,1:25,1,10,LAR 20,12,28,Malcolm Brown right tackle for 2 yards (tackle by Rasheem Green and Shaquill Griffin),0.280,0.000
4,1:20,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:20,2,8,LAR 22,12,28,Malcolm Brown left tackle for 1 yard (tackle by Poona Ford),0.000,-0.560
4,1:15,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:15,3,7,LAR 23,12,28,Malcolm Brown right end for 17 yards (tackle by Quandre Diggs),-0.560,1.600
4,0:38,1,10,LAR 40,12,28,Jared Goff kneels for -1 yards,1.600,0.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
