Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
2,4:00,1,10,ATL 19,13,0,Jared Goff pass complete short right to Robert Woods for 2 yards (tackle by Brian Poole),4.310,4.030
2,3:23,2,8,ATL 17,13,0,Malcolm Brown middle for 3 yards (tackle by Deion Jones and Dontari Poe),4.030,3.760
2,2:40,3,5,ATL 14,13,6,"Jared Goff pass complete short left to Cooper Kupp for 14 yards, touchdown",3.760,7.000
2,2:34,,,ATL 15,13,7,Sam Ficken kicks extra point good,0.000,0.000
2,2:34,,,LAR 35,13,7,"Sam Ficken kicks off 62 yards, returned by Andre Roberts for 7 yards (tackle by Cody Davis)",0.000,0.380
2,2:30,1,10,ATL 10,13,7,Tevin Coleman right guard for 6 yards (tackle by Mark Barron and Connor Barwin),-0.380,-0.230
2,2:09,2,4,ATL 16,13,7,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Trumaine Johnson),-0.230,0.480
2,2:00,1,10,ATL 23,13,7,Devonta Freeman middle for 4 yards (tackle by Mark Barron),0.480,0.470
2,1:38,2,6,ATL 27,13,7,Matt Ryan sacked by Robert Quinn for -10 yards,0.470,0.000
2,1:34,,,,,,Timeout #2 by Los Angeles Rams,0.000,1.760
2,1:34,3,16,ATL 17,13,7,Matt Ryan sacked by Morgan Fox and Connor Barwin for -3 yards,-1.760,0.000
2,1:29,,,,,,Timeout #3 by Los Angeles Rams,0.000,2.470
2,1:29,4,19,ATL 14,13,7,"Matthew Bosher punts 60 yards, returned by Pharoh Cooper for 14 yards (tackle by Damontae Kazee). Penalty on Cory Littleton: Offensive Holding, 10 yards",-2.470,0.140
2,1:15,1,10,LAR 16,13,7,Jared Goff pass complete short middle to Cooper Kupp for 5 yards (tackle by Deion Jones),-0.140,0.000
2,1:10,,,,,,Timeout #1 by Atlanta Falcons,0.000,-0.150
2,1:10,2,5,LAR 21,13,7,Jared Goff pass complete short middle to Cooper Kupp for 10 yards (tackle by Keanu Neal),0.150,1.000
2,0:53,1,10,LAR 31,13,7,Jared Goff pass complete short right to Robert Woods for 8 yards,1.000,1.540
2,0:48,2,2,LAR 39,13,7,"Jared Goff pass incomplete deep right intended for Gerald Everett. Penalty on Blidi Wreh-Wilson: Defensive Pass Interference, 16 yards (no play)",1.540,2.590
2,0:43,1,10,ATL 45,13,7,Jared Goff pass complete deep middle to Robert Woods for 38 yards (tackle by Desmond Trufant),2.590,5.600
2,0:18,1,7,ATL 7,13,7,Jared Goff pass incomplete short left intended for Todd Gurley,5.600,4.760
2,0:14,2,7,ATL 7,13,7,"Jared Goff pass incomplete short right intended for Sammy Watkins. Penalty on Rob Havenstein: Offensive Holding, 10 yards (no play)",4.760,3.240
2,0:08,2,17,ATL 17,13,10,Sam Ficken 35 yard field goal good,3.240,3.000
2,0:05,2,3,ATL 3,13,10,"Jared Goff spiked the ball. Penalty on Grady Jarrett: Defensive Offside, 2 yards (no play)",5.530,0.000
2,0:03,,,LAR 35,13,10,"Sam Ficken kicks off 65 yards, touchback",0.000,-0.610
2,0:03,1,10,ATL 25,13,10,Matt Ryan kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,13,10,"Sam Ficken kicks off 66 yards, returned by Andre Roberts for 18 yards (tackle by Bryce Hager)",0.000,0.060
3,14:54,1,10,ATL 17,13,10,Devonta Freeman left end for 1 yard (tackle by Troy Hill),-0.060,-0.420
3,14:17,2,9,ATL 18,13,10,Devonta Freeman left tackle for 22 yards (tackle by Lamarcus Joyner),-0.420,1.600
3,13:35,1,10,ATL 40,13,10,Matt Ryan pass incomplete short right intended for Julio Jones,1.600,1.050
3,13:30,2,10,ATL 40,13,10,Tevin Coleman middle for 1 yard (tackle by Ethan Westbrooks and Mark Barron),1.050,0.500
3,12:54,3,9,ATL 41,13,10,Matt Ryan pass complete short middle to Tevin Coleman for 14 yards (tackle by Mark Barron),0.500,2.590
3,12:27,1,10,LAR 45,13,10,"Tevin Coleman right tackle for no gain (tackle by Mark Barron). Penalty on Ethan Westbrooks: Defensive Offside, 5 yards, Penalty on Ethan Westbrooks: Defensive 12 On-field (Declined) (no play)",2.590,3.320
3,12:15,1,5,LAR 40,13,10,Devonta Freeman right tackle for 10 yards (tackle by Lamarcus Joyner),3.320,3.580
3,11:32,1,10,LAR 30,13,10,Devonta Freeman right tackle for 4 yards (tackle by Tyrunn Walker),3.580,3.570
3,10:50,2,6,LAR 26,13,10,Devonta Freeman right end for 5 yards (tackle by Morgan Fox),3.570,3.530
3,10:04,3,1,LAR 21,13,10,Tevin Coleman middle for no gain (tackle by Morgan Fox),3.530,2.210
3,9:43,4,1,LAR 21,13,10,Matt Ryan middle for 1 yard (tackle by Alec Ogletree),2.210,4.240
3,9:05,1,10,LAR 20,13,10,Tevin Coleman middle for 5 yards (tackle by Connor Barwin),4.240,4.450
3,8:31,2,5,LAR 15,13,10,Tevin Coleman right tackle for 6 yards (tackle by Alec Ogletree and Tyrunn Walker),4.450,5.140
3,7:54,1,9,LAR 9,13,10,Devonta Freeman right end for no gain (tackle by Mark Barron),5.140,4.380
3,7:36,2,9,LAR 9,13,10,Matt Ryan pass complete short left to Julio Jones for 2 yards (tackle by Blake Countess),4.380,3.810
3,6:54,3,7,LAR 7,13,10,Matt Ryan pass incomplete short middle intended for Austin Hooper,3.810,2.970
3,6:48,4,7,LAR 7,16,10,Matt Bryant 25 yard field goal good,2.970,3.000
3,6:45,,,ATL 35,16,10,"Matthew Bosher kicks off 61 yards, returned by Pharoh Cooper for 22 yards (tackle by Kemal Ishmael)",0.000,-0.670
3,6:40,1,10,LAR 26,16,10,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Robert Alford),0.670,0.130
3,6:33,2,10,LAR 26,16,10,Jared Goff pass incomplete short middle intended for Cooper Kupp,0.130,-0.560
3,6:27,3,10,LAR 26,16,10,Jared Goff pass complete deep right to Robert Woods for 25 yards (tackle by Blidi Wreh-Wilson),-0.560,2.320
3,5:52,1,10,ATL 49,16,10,Todd Gurley right tackle for 3 yards (tackle by Takkarist McKinley),2.320,2.190
3,5:28,2,7,ATL 46,16,10,Jared Goff pass incomplete deep right intended for Robert Woods (defended by Desmond Trufant),2.190,1.490
3,5:22,3,7,ATL 46,16,10,Jared Goff pass incomplete short left intended for Todd Gurley (defended by Takkarist McKinley),1.490,0.200
3,5:18,4,7,ATL 46,16,10,"Johnny Hekker punts 27 yards, fair catch by Andre Roberts",0.200,-0.150
3,5:11,1,10,ATL 19,16,10,Matt Ryan pass incomplete short left intended for Austin Hooper (defended by Troy Hill),0.150,-0.390
3,5:04,2,10,ATL 19,16,10,Matt Ryan pass complete short right to Julio Jones for 12 yards (tackle by John Johnson),-0.390,1.000
3,4:29,1,10,ATL 31,16,10,Devonta Freeman left guard for 3 yards (tackle by John Johnson),1.000,0.870
3,3:52,2,7,ATL 34,16,10,Matt Ryan pass complete short right to Julio Jones for 16 yards (tackle by Lamarcus Joyner and Trumaine Johnson),0.870,2.260
3,3:14,1,10,,16,10,Tevin Coleman right tackle for 7 yards (tackle by Aaron Donald),2.260,2.660
3,2:38,2,3,LAR 43,16,10,Tevin Coleman left tackle for 3 yards (tackle by Morgan Fox),2.660,2.920
3,1:56,1,10,LAR 40,16,10,Matt Ryan pass complete short right to Justin Hardy for 3 yards (tackle by Troy Hill),2.920,2.780
3,1:13,2,7,LAR 37,16,10,Tevin Coleman middle for 1 yard (tackle by John Johnson),2.780,2.210
3,0:31,3,6,LAR 36,16,10,Matt Ryan pass incomplete short middle intended for Mohamed Sanu (defended by Troy Hill),2.210,0.880
3,0:24,4,6,LAR 36,19,10,Matt Bryant 54 yard field goal good,0.880,3.000
3,0:19,,,ATL 35,19,10,"Matthew Bosher kicks off 71 yards, returned by Pharoh Cooper for 26 yards (tackle by Kemal Ishmael)",0.000,-0.280
3,0:12,1,10,LAR 20,19,10,Todd Gurley right end for -5 yards (tackle by Deion Jones),0.280,-1.070
Quarter,Time,Down,ToGo,Location,ATL,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,LAR 15,19,10,Jared Goff pass incomplete short left intended for Cooper Kupp (defended by Courtney Upshaw),-1.070,-1.860
4,14:56,3,15,LAR 15,19,10,Jared Goff pass complete deep right to Robert Woods for 18 yards (tackle by De'Vondre Campbell),-1.860,1.140
4,14:16,1,10,LAR 33,19,10,Todd Gurley left tackle for 14 yards (tackle by Deion Jones),1.140,2.060
4,13:37,1,10,LAR 47,19,10,Todd Gurley left tackle for 33 yards (tackle by Ricardo Allen),2.060,4.240
4,12:53,1,10,ATL 20,19,10,Todd Gurley middle for 3 yards (tackle by Dontari Poe),4.240,4.120
4,12:13,2,7,ATL 17,19,10,Jared Goff sacked by De'Vondre Campbell for -7 yards,4.120,2.480
4,11:32,3,14,ATL 24,19,10,Malcolm Brown middle for 11 yards (tackle by Keanu Neal),2.480,2.670
4,10:54,4,3,ATL 13,19,13,Sam Ficken 32 yard field goal good,2.670,3.000
4,10:49,,,LAR 35,19,13,"Sam Ficken kicks off 55 yards, returned by Andre Roberts for 7 yards (tackle by Cody Davis)",0.000,0.060
4,10:47,1,10,ATL 17,19,13,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Lamarcus Joyner),-0.060,0.870
4,10:06,1,10,ATL 29,19,13,Matt Ryan pass complete short right to Tevin Coleman for 8 yards (tackle by Troy Hill and John Johnson),0.870,1.410
4,9:24,2,2,ATL 37,19,13,Tevin Coleman left end for -1 yards (tackle by Troy Hill and Mark Barron),1.410,0.560
4,8:45,3,3,ATL 36,19,13,Matt Ryan pass complete short left to Austin Hooper for 5 yards (tackle by Lamarcus Joyner),0.560,1.660
4,8:05,1,10,ATL 41,19,13,Devonta Freeman left tackle for -3 yards (tackle by Aaron Donald),1.660,0.720
4,7:22,2,13,ATL 38,19,13,Matt Ryan pass complete short right to Mohamed Sanu for 52 yards (tackle by Lamarcus Joyner),0.720,4.910
4,6:35,1,10,LAR 10,19,13,Devonta Freeman right end for 2 yards (tackle by Troy Hill and John Johnson),4.910,4.570
4,5:54,2,8,LAR 8,25,13,"Matt Ryan pass complete short right to Julio Jones for 8 yards, touchdown",4.570,7.000
4,5:48,,,LAR 15,26,13,Matt Bryant kicks extra point good,0.000,0.000
4,5:48,,,ATL 35,26,13,"Matthew Bosher kicks off 63 yards, returned by Pharoh Cooper for 20 yards (tackle by Levine Toilolo)",0.000,-0.410
4,5:43,1,10,LAR 22,26,13,Jared Goff pass complete short middle to Cooper Kupp for 14 yards (tackle by Deion Jones),0.410,1.330
4,5:23,1,10,LAR 36,26,13,Jared Goff pass incomplete short right intended for Robert Woods,1.330,0.790
4,5:19,2,10,LAR 36,26,13,"Penalty on Robert Woods: False Start, 5 yards (no play)",0.790,0.120
4,5:19,2,15,LAR 31,26,13,"Jared Goff pass complete short right to Tyler Higbee for 11 yards (tackle by Deion Jones and Desmond Trufant). Penalty on Robert Woods: Unnecessary Roughness, 15 yards",0.120,-0.430
4,4:46,2,19,LAR 27,26,13,Jared Goff pass complete deep middle to Sammy Watkins for 23 yards (tackle by Desmond Trufant),-0.430,2.260
4,4:32,1,10,,26,13,Jared Goff pass complete short right to Robert Woods for 13 yards,2.260,3.120
4,4:28,1,10,ATL 37,26,13,Jared Goff pass complete short middle to Cooper Kupp for 5 yards (tackle by Deion Jones),3.120,3.250
4,4:12,2,5,ATL 32,26,13,Jared Goff pass complete short right to Gerald Everett for 4 yards (tackle by Desmond Trufant),3.250,3.070
4,3:49,3,1,ATL 28,26,13,Todd Gurley middle for 8 yards (tackle by Duke Riley),3.070,4.240
4,3:29,1,10,ATL 20,26,13,Jared Goff pass complete short left to Todd Gurley for 3 yards (tackle by Brian Poole),4.240,4.120
4,3:12,2,7,ATL 17,26,13,Jared Goff pass complete short right to Todd Gurley for no gain,4.120,3.360
4,2:52,3,7,ATL 17,26,13,Jared Goff pass complete short middle to Cooper Kupp for 4 yards (tackle by Deion Jones),3.360,2.670
4,2:33,4,3,ATL 13,26,13,Jared Goff pass complete short right to Robert Woods for 6 yards (tackle by Desmond Trufant),2.670,5.600
4,2:26,1,7,ATL 7,26,13,Jared Goff pass complete short left to Cooper Kupp for 2 yards (tackle by Robert Alford),5.600,5.150
4,2:22,2,5,ATL 5,26,13,Jared Goff pass incomplete short left intended for Robert Woods,5.150,4.260
4,2:16,3,5,ATL 5,26,13,Jared Goff pass incomplete short middle intended for Tyler Higbee (defended by Keanu Neal),4.260,3.010
4,2:11,4,5,ATL 5,26,13,Jared Goff pass incomplete short middle intended for Sammy Watkins (defended by Deion Jones),3.010,0.380
4,2:05,1,10,ATL 5,26,13,Devonta Freeman middle for 3 yards (tackle by Lamarcus Joyner),-0.380,-0.560
4,2:00,2,7,ATL 8,26,13,Tevin Coleman middle for 4 yards (tackle by Lamarcus Joyner),-0.560,0.000
4,1:56,,,,,,Timeout #1 by Los Angeles Rams,0.000,0.600
4,1:56,3,3,ATL 12,26,13,Tevin Coleman right guard for -1 yards (tackle by Tyrunn Walker),-0.600,0.000
4,1:53,,,,,,Timeout #2 by Los Angeles Rams,0.000,2.490
4,1:53,4,4,ATL 11,26,13,"Matthew Bosher punts 36 yards, returned by Pharoh Cooper for -2 yards (tackle by Kemal Ishmael)",-2.490,-2.320
4,1:42,1,10,ATL 49,26,13,Jared Goff pass incomplete deep left intended for Sammy Watkins (defended by Robert Alford),2.320,1.780
4,1:35,2,10,ATL 49,26,13,Jared Goff pass incomplete short right intended for Gerald Everett,1.780,1.090
4,1:27,3,10,ATL 49,26,13,Jared Goff pass complete short middle to Todd Gurley for 4 yards (tackle by Keanu Neal),1.090,0.000
4,1:14,,,,,,Timeout #3 by Los Angeles Rams,0.000,-0.270
4,1:14,4,6,ATL 45,26,13,Jared Goff pass incomplete short middle intended for Robert Woods (defended by Vic Beasley),0.270,-1.930
4,1:08,1,10,ATL 45,26,13,Matt Ryan kneels for -1 yards,1.930,1.250
4,0:38,2,11,ATL 44,26,13,Matt Ryan kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
