Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
2,4:40,,,NWE 35,3,21,"Jake Bailey kicks off 62 yards, returned by Chris Claybrooks for 16 yards (tackle by Gunner Olszewski)",,
2,4:35,1,10,JAX 19,3,21,Dare Ogunbowale right guard for 5 yards (tackle by Davon Godchaux and Deatrich Wise),,
2,3:57,2,5,JAX 24,3,21,Trevor Lawrence scrambles right end for 1 yard (tackle by Dont'a Hightower),,
2,3:20,3,4,JAX 25,3,21,Trevor Lawrence pass complete short left to Laviska Shenault for 11 yards (tackle by Adrian Phillips),,
2,2:42,1,10,JAX 36,3,21,Dare Ogunbowale up the middle for 4 yards (tackle by Christian Barmore and Adrian Phillips),,
2,2:04,2,6,JAX 40,3,21,Trevor Lawrence pass short left intended for Tavon Austin is intercepted by J.C. Jackson at JAC-43 and returned for no gain (tackle by Tavon Austin),,
2,1:59,1,10,JAX 43,3,21,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Chris Claybrooks),,
2,1:28,2,2,JAX 35,3,21,Rhamondre Stevenson right tackle for 4 yards (tackle by Josh Allen),,
2,1:20,,,,,,Timeout #1 by New England Patriots,,
2,1:20,1,10,JAX 31,3,21,"Mac Jones sacked by Jihad Ward for no gain. Penalty on Jihad Ward: Roughing the Passer, 15 yards (accepted) (no play)",,
2,1:14,1,10,JAX 16,3,21,Mac Jones pass incomplete short right,,
2,1:09,2,10,JAX 16,3,21,Mac Jones pass complete short right to Kendrick Bourne for 8 yards (tackle by Shaquille Quarterman),,
2,0:58,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:58,3,2,JAX 8,3,21,Damien Harris up the middle for 4 yards (tackle by Malcom Brown),,
2,0:52,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:52,1,4,JAX 4,3,27,"Mac Jones pass complete short left to Jakobi Meyers for 4 yards, touchdown",,
2,0:48,,,JAX 15,3,28,Nick Folk kicks extra point good,,
2,0:48,,,NWE 35,3,28,"Jake Bailey kicks off 60 yards, returned by Chris Claybrooks for 9 yards (tackle by Gunner Olszewski and Justin Bethel)",,
2,0:42,1,10,JAX 14,3,28,Trevor Lawrence pass complete deep right to Marvin Jones for 22 yards (tackle by Devin McCourty),,
2,0:35,1,10,JAX 36,3,28,Trevor Lawrence pass complete short left to Laquon Treadwell for 5 yards (tackle by Jalen Mills),,
2,0:27,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:27,2,5,JAX 41,3,28,Trevor Lawrence sacked by Christian Barmore for -11 yards,,
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,28,"Matthew Wright kicks off 69 yards, returned by Gunner Olszewski for 27 yards. Gunner Olszewski fumbles, recovered by Gunner Olszewski at NE-23 (tackle by Tyrell Adams)",,
3,14:56,1,10,NWE 23,3,28,Mac Jones pass complete short left to Hunter Henry for 12 yards (tackle by Andre Cisco),,
3,14:17,1,10,NWE 35,3,28,Mac Jones pass complete short left to Jonnu Smith for 20 yards (tackle by Josh Allen and Myles Jack),,
3,13:30,1,10,JAX 45,3,28,Rhamondre Stevenson left tackle for 7 yards (tackle by Damien Wilson),,
3,12:50,2,3,JAX 38,3,28,Mac Jones scrambles right tackle for 10 yards (tackle by Andre Cisco),,
3,12:06,1,10,JAX 28,3,28,Rhamondre Stevenson up the middle for 8 yards (tackle by Chris Claybrooks and Adam Gotsis),,
3,11:20,2,2,JAX 20,3,34,"Mac Jones pass complete deep left to Kristian Wilkerson for 20 yards, touchdown",,
3,11:14,,,JAX 15,3,34,Nick Folk kicks extra point blocked blocked by Adam Gotsis,,
3,11:14,,,NWE 35,3,34,"Jake Bailey kicks off 65 yards, touchback.",,
3,11:14,1,10,JAX 25,3,34,Trevor Lawrence pass complete short left to Tavon Austin for 4 yards (tackle by J.C. Jackson),,
3,10:44,2,6,JAX 29,3,34,"Trevor Lawrence pass complete short right to Tavon Austin for 3 yards (tackle by Myles Bryant). Penalty on Myles Bryant: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,10:13,1,10,JAX 47,3,34,Trevor Lawrence pass complete short left to Tavon Austin for -5 yards (tackle by J.C. Jackson),,
3,9:44,2,15,JAX 42,3,34,Trevor Lawrence pass complete short left to Dare Ogunbowale for 4 yards (tackle by Kyle Van Noy),,
3,8:56,3,11,JAX 46,3,34,Trevor Lawrence pass incomplete deep right,,
3,8:50,4,11,JAX 46,3,34,"JK Scott punts 34 yards, fair catch by Gunner Olszewski at NE-20",,
3,8:42,1,10,NWE 20,3,34,Mac Jones pass complete short left to Jakobi Meyers for 17 yards (tackle by Andre Cisco),,
3,8:02,1,10,NWE 37,3,34,Rhamondre Stevenson up the middle for -1 yards (tackle by Josh Allen),,
3,7:23,2,11,NWE 36,3,34,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Myles Jack),,
3,6:39,3,3,NWE 44,3,34,Mac Jones pass complete short right to Hunter Henry for 8 yards (tackle by Daniel Thomas),,
3,5:57,1,10,JAX 48,3,34,Brandon Bolden right guard for 4 yards (tackle by Jihad Ward and DaVon Hamilton),,
3,5:11,2,6,JAX 44,3,34,Mac Jones pass incomplete short middle intended for Hunter Henry (defended by Damien Wilson),,
3,5:06,3,6,JAX 44,3,34,Mac Jones pass incomplete short right intended for Kristian Wilkerson (defended by Damien Wilson),,
3,5:03,4,6,JAX 44,3,34,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",,
3,5:03,4,11,JAX 49,3,34,"Jake Bailey punts 40 yards, returned by Tavon Austin for 3 yards (tackle by Justin Bethel)",,
3,4:54,1,10,JAX 12,3,34,Ryquell Armstead up the middle for 2 yards (tackle by Lawrence Guy and Ja'Whaun Bentley),,
3,4:23,2,8,JAX 14,3,34,"Ryquell Armstead up the middle for no gain (tackle by Matt Judon). Penalty on KC McDermott: Offensive Holding, 7 yards (accepted) (no play)",,
3,3:52,2,15,JAX 7,3,34,"Penalty on Ryquell Armstead: False Start, 3 yards (accepted) (no play)",,
3,3:36,2,18,JAX 4,3,34,Dare Ogunbowale up the middle for 4 yards (tackle by Davon Godchaux and Chase Winovich),,
3,2:54,3,14,JAX 8,3,34,Trevor Lawrence pass short right intended for Marvin Jones is intercepted by Kyle Dugger at JAC-21 and returned for 20 yards (tackle by KC McDermott),,
3,2:45,1,1,JAX 1,3,40,"Rhamondre Stevenson right tackle for 1 yard, touchdown",,
3,2:42,,,JAX 15,3,41,Nick Folk kicks extra point good,,
3,2:42,,,NWE 35,3,41,"Jake Bailey kicks off 61 yards, returned by Chris Claybrooks for 20 yards (tackle by Cody Davis and Matthew Slater)",,
3,2:36,1,10,JAX 24,3,41,Dare Ogunbowale up the middle for 3 yards (tackle by Adrian Phillips),,
3,2:01,2,7,JAX 26,3,41,Dare Ogunbowale up the middle for 4 yards (tackle by J.C. Jackson),,
3,1:28,3,3,JAX 31,3,41,Trevor Lawrence pass incomplete short left intended for Laviska Shenault (defended by Jalen Mills),,
3,1:22,4,3,JAX 31,3,41,"JK Scott punts 47 yards, fair catch by Gunner Olszewski at NE-22",,
3,1:14,1,10,NWE 22,3,41,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Chris Claybrooks),,
3,0:40,2,2,NWE 30,3,41,Rhamondre Stevenson up the middle for 13 yards (tackle by Josh Allen and Chris Claybrooks),,
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 43,3,41,Mac Jones pass incomplete deep right intended for Kristian Wilkerson,,
4,14:55,2,10,NWE 43,3,41,Mac Jones pass complete short left to Kendrick Bourne for 7 yards (tackle by Tyson Campbell and Shaquille Quarterman),,
4,14:13,3,3,NWE 50,3,41,Mac Jones pass complete short right to Kendrick Bourne for 7 yards (tackle by Chris Claybrooks),,
4,13:37,1,10,JAX 43,3,41,Mac Jones pass incomplete deep left intended for Kristian Wilkerson (defended by Andre Cisco),,
4,13:26,2,10,JAX 43,3,41,Mac Jones pass complete short left to Brandon Bolden for 13 yards (tackle by Shaquille Quarterman and Bradley McDougald),,
4,12:42,1,10,JAX 30,3,41,Rhamondre Stevenson right end for 5 yards (tackle by Shaquille Quarterman and Jihad Ward),,
4,12:03,2,5,JAX 25,3,41,Mac Jones pass incomplete short right intended for Kristian Wilkerson,,
4,11:55,3,5,JAX 25,3,41,Mac Jones pass incomplete short left intended for Brandon Bolden,,
4,11:50,4,5,JAX 25,3,44,Nick Folk 43 yard field goal good,,
4,11:46,,,NWE 35,3,44,"Jake Bailey kicks off 65 yards, touchback.",,
4,11:46,1,10,JAX 25,3,44,Trevor Lawrence pass incomplete short right intended for Marvin Jones,,
4,11:43,2,10,JAX 25,3,44,Ryquell Armstead up the middle for 9 yards (tackle by Kyle Van Noy and Chase Winovich),,
4,11:06,3,1,JAX 34,3,44,Trevor Lawrence pass incomplete short right intended for Luke Farrell,,
4,11:01,4,1,JAX 34,3,44,"JK Scott punts 40 yards, fair catch by Gunner Olszewski at NE-26",,
4,10:53,1,10,NWE 26,3,44,Rhamondre Stevenson up the middle for 3 yards (tackle by Taven Bryan and Chris Claybrooks),,
4,10:17,2,7,NWE 29,3,44,Brian Hoyer pass incomplete short right intended for Kendrick Bourne (defended by Chris Claybrooks),,
4,10:11,3,7,NWE 29,3,44,Brian Hoyer pass complete short left to Kendrick Bourne for 46 yards (tackle by Josh Allen),,
4,9:25,1,10,JAX 25,3,44,Rhamondre Stevenson up the middle for 7 yards (tackle by Myles Jack),,
4,8:42,2,3,JAX 18,3,44,Rhamondre Stevenson up the middle for 4 yards (tackle by Roy Robertson-Harris),,
4,8:03,1,10,JAX 14,3,44,Brian Hoyer pass complete short middle to Kendrick Bourne for 8 yards (tackle by Jamir Jones and Bradley McDougald),,
4,7:14,2,2,JAX 6,3,50,"Rhamondre Stevenson left end for 6 yards, touchdown",,
4,7:07,,,JAX 15,3,50,"Two Point Attempt: Jake Bailey rushes, conversion fails.",,
4,7:07,,,NWE 35,3,50,"Jake Bailey kicks off 65 yards, touchback.",,
4,7:07,1,10,JAX 25,3,50,Ryquell Armstead up the middle for 5 yards (tackle by Jahlani Tavai and Christian Barmore),,
4,6:29,2,5,JAX 30,3,50,"Trevor Lawrence pass complete short middle to Laquon Treadwell for 16 yards (tackle by Justin Bethel). Penalty on Justin Bethel: Defensive Pass Interference, 15 yards (declined)",,
4,6:10,1,10,JAX 46,3,50,Ryquell Armstead left tackle for 4 yards (tackle by Ja'Whaun Bentley),,
4,5:31,2,6,JAX 50,3,50,Trevor Lawrence pass complete short middle to Ryquell Armstead for 6 yards (tackle by Ja'Whaun Bentley),,
4,4:53,1,10,NWE 44,3,50,Trevor Lawrence pass complete short right to Laquon Treadwell for 9 yards (tackle by Jalen Mills),,
4,4:42,2,1,NWE 35,3,50,Ryquell Armstead right guard for 7 yards (tackle by Jahlani Tavai),,
4,4:03,1,10,NWE 28,3,50,Trevor Lawrence pass incomplete short right intended for Marvin Jones (defended by Jalen Mills),,
4,3:56,2,10,NWE 28,9,50,"Trevor Lawrence pass complete short left to Dare Ogunbowale for 28 yards, touchdown",,
4,3:48,,,NWE 15,10,50,Matthew Wright kicks extra point good,,
4,3:48,,,JAX 35,10,50,"Matthew Wright kicks off 56 yards, returned by Devin McCourty for 9 yards (tackle by Nathan Cottrell)",,
4,3:45,1,10,NWE 18,10,50,Rhamondre Stevenson left end for 4 yards (tackle by Tyson Campbell and Myles Jack),,
4,3:08,2,6,NWE 22,10,50,Brian Hoyer pass complete short middle to Gunner Olszewski for 9 yards (tackle by Andre Cisco),,
4,2:23,1,10,NWE 31,10,50,Rhamondre Stevenson left guard for 8 yards (tackle by Doug Costin and Daniel Thomas),,
4,2:00,2,2,NWE 39,10,50,Rhamondre Stevenson up the middle for 1 yard (tackle by DaVon Hamilton),,
4,1:27,3,1,NWE 40,10,50,Brian Hoyer up the middle for 2 yards (tackle by DaVon Hamilton),,
4,0:43,1,10,NWE 42,10,50,Brian Hoyer kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
