Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
3,0:37,1,3,WAS 3,21,14,"Tony Pollard up the middle for 3 yards. Penalty on Amari Cooper: Offensive Holding, 10 yards (no play)",6.510,4.530
3,0:34,1,13,WAS 13,21,14,Dak Prescott pass complete short left to Tony Pollard for 3 yards (tackle by Shaun Dion Hamilton),4.530,4.190
3,0:01,2,10,WAS 10,21,14,"Penalty on Connor Williams: False Start, 5 yards (no play)",4.190,3.460
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,WAS 15,21,14,Dak Prescott pass complete short right to Randall Cobb for no gain (tackle by Shaun Dion Hamilton). Penalty on La'el Collins: Illegal Block Above the Waist (Declined),3.460,2.930
4,14:37,3,15,WAS 15,21,14,Dak Prescott pass complete short right to Michael Gallup for 8 yards (tackle by Shaun Dion Hamilton),2.930,2.970
4,13:51,4,7,WAS 7,24,14,Brett Maher 25 yard field goal good. Penalty on Jimmy Moreland: Defensive Offside (Declined),2.970,3.000
4,13:51,,,DAL 35,24,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,13:51,1,10,WAS 25,24,14,Adrian Peterson left tackle for 2 yards (tackle by Dorance Armstrong),0.610,0.330
4,13:12,2,8,WAS 27,24,14,Case Keenum pass complete deep middle to Terry McLaurin for 20 yards (tackle by Byron Jones and Leighton Vander Esch),0.330,2.060
4,12:31,1,10,WAS 47,24,14,Case Keenum pass complete short left to Chris Thompson for 5 yards (tackle by Xavier Woods),2.060,2.190
4,12:01,2,5,DAL 48,24,14,Chris Thompson right end for 2 yards (tackle by Jaylon Smith),2.190,1.750
4,11:14,3,3,DAL 46,24,14,Case Keenum pass incomplete short middle intended for Trey Quinn,1.750,0.200
4,11:07,,,,,,Timeout #1 by Washington Redskins,,
4,11:07,4,3,DAL 46,24,14,Case Keenum pass incomplete short right intended for Chris Thompson,0.200,-1.990
4,11:04,1,10,DAL 46,24,14,Ezekiel Elliott up the middle for 2 yards (tackle by Montez Sweat),1.990,1.720
4,10:25,2,8,DAL 48,24,14,Dak Prescott pass complete short left to Devin Smith for 7 yards (tackle by Dominique Rodgers-Cromartie),1.720,1.950
4,9:48,3,1,WAS 45,24,14,Ezekiel Elliott up the middle for 3 yards (tackle by Ryan Kerrigan),1.950,2.790
4,9:10,1,10,WAS 42,24,14,Ezekiel Elliott right guard for -1 yards (tackle by Montez Sweat),2.790,2.110
4,8:28,2,11,WAS 43,24,14,Dak Prescott pass complete short middle to Jason Witten for 18 yards (tackle by Josh Norman),2.110,3.910
4,7:46,1,10,WAS 25,24,14,Randall Cobb left end for 4 yards (tackle by Jimmy Moreland),3.910,3.900
4,7:08,2,6,WAS 21,24,14,Dak Prescott pass complete short middle to Devin Smith for 16 yards (tackle by Ryan Anderson),3.900,6.060
4,6:27,1,5,WAS 5,24,14,Ezekiel Elliott up the middle for 1 yard (tackle by Ryan Anderson),6.060,5.340
4,5:50,2,4,WAS 4,24,14,Dak Prescott left guard for 2 yards (tackle by Landon Collins and Simeon Thomas),5.340,4.950
4,5:11,3,2,WAS 2,30,14,"Ezekiel Elliott up the middle for 2 yards, touchdown",4.950,7.000
4,5:07,,,WAS 15,31,14,Brett Maher kicks extra point good,0.000,0.000
4,5:07,,,DAL 35,31,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,5:07,1,10,WAS 25,31,14,Case Keenum pass complete short middle to Chris Thompson for 16 yards (tackle by Dorance Armstrong),0.610,1.660
4,4:29,1,10,WAS 41,31,14,Case Keenum pass complete short right to Paul Richardson for 7 yards (tackle by Chidobe Awuzie and Leighton Vander Esch),1.660,2.070
4,4:05,2,3,WAS 48,31,14,"Case Keenum pass complete short middle to Vernon Davis for 15 yards (tackle by Leighton Vander Esch). Penalty on Dorance Armstrong: Roughing the Passer, 15 yards",2.070,4.110
4,4:00,1,10,DAL 22,31,14,Case Keenum pass complete short middle to Vernon Davis for 5 yards (tackle by Jeff Heath),4.110,4.290
4,3:33,2,5,DAL 17,31,14,Case Keenum pass complete short middle to Wendell Smallwood for 5 yards (tackle by Jaylon Smith),4.290,4.780
4,3:08,1,10,DAL 12,31,14,Case Keenum pass complete short left to Wendell Smallwood for 4 yards (tackle by Xavier Woods),4.780,4.830
4,3:03,2,6,DAL 8,31,14,"Penalty on Jeremy Sprinkle: False Start, 5 yards (no play)",4.830,3.940
4,3:03,2,11,DAL 13,31,14,Case Keenum pass complete short left to Trey Quinn for 7 yards (tackle by Byron Jones),3.940,4.380
4,2:58,3,4,DAL 6,31,14,Case Keenum pass incomplete short left intended for Terry McLaurin,4.380,3.000
4,2:53,4,4,DAL 6,31,14,Case Keenum pass complete short middle to Terry McLaurin for 5 yards (tackle by Byron Jones),3.000,6.970
4,2:22,1,1,DAL 1,31,14,Case Keenum pass incomplete short middle intended for Terry McLaurin,6.970,5.910
4,2:20,2,1,DAL 1,31,20,"Case Keenum pass complete short left to Terry McLaurin for 1 yard, touchdown",5.910,7.000
4,2:17,,,DAL 15,31,21,Dustin Hopkins kicks extra point good,0.000,0.000
4,2:17,,,WAS 35,31,21,"Dustin Hopkins kicks off 63 yards, returned by Randall Cobb for 11 yards (tackle by Deshazor Everett)",0.000,-0.320
4,2:12,1,10,DAL 13,31,21,Ezekiel Elliott left guard for 3 yards (tackle by Da'Ron Payne and Landon Collins),-0.320,-0.440
4,2:06,,,,,,Timeout #2 by Washington Redskins,,
4,2:06,2,7,DAL 16,31,21,Dak Prescott right end for 11 yards (tackle by Jimmy Moreland and Montez Sweat),-0.440,0.740
4,1:58,1,10,DAL 27,31,21,Ezekiel Elliott right end for -2 yards (tackle by Landon Collins),0.740,-0.070
4,1:54,,,,,,Timeout #3 by Washington Redskins,,
4,1:54,2,12,DAL 25,31,21,Ezekiel Elliott up the middle for 7 yards (tackle by Tim Settle),-0.070,0.170
4,1:07,3,5,DAL 32,31,21,Ezekiel Elliott right end for 27 yards (tackle by Montae Nicholson and Cole Holcomb),0.170,2.850
4,0:16,1,10,WAS 41,31,21,Dak Prescott kneels for -1 yards,2.850,2.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
