Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2,7:04,1,10,OAK 43,10,3,Michael Bush up the middle for -1 yards (tackle by Dante Hughes),1.800,1.120
2,6:26,2,11,OAK 42,10,3,"Michael Bush right tackle for 3 yards (tackle by Paul Oliver and Na'il Diggs). Penalty on Cooper Carlisle: Offensive Holding, 10 yards (no play)",1.120,-0.230
2,6:01,2,21,OAK 32,10,3,"Taiwan Jones left end for 4 yards (tackle by Eric Weddle). Penalty on Darrius Heyward-Bey: Offensive Holding, 10 yards",-0.230,-1.040
2,5:27,2,27,OAK 26,10,3,Taiwan Jones left end for 5 yards (tackle by Dante Hughes),-1.040,-1.020
2,4:44,3,22,OAK 31,10,3,Taiwan Jones left end for 8 yards (tackle by Na'il Diggs and Antoine Cason),-1.020,-0.780
2,4:10,4,14,OAK 39,10,3,"Shane Lechler punts 47 yards, returned by Patrick Crayton for 8 yards (tackle by Darryl Blackstock)",-0.780,-0.410
2,4:00,1,10,SDG 22,10,3,Philip Rivers pass incomplete short right intended for Mike Tolbert (defended by Rolando McClain),0.410,-0.130
2,3:53,2,10,SDG 22,10,3,Mike Tolbert up the middle for 4 yards (tackle by Kamerion Wimbley and Lito Sheppard),-0.130,-0.290
2,3:06,3,6,SDG 26,10,3,Philip Rivers sacked by Kamerion Wimbley and Lamarr Houston for -3 yards,-0.290,-1.830
2,2:36,4,9,SDG 23,10,3,"Mike Scifres punts 54 yards, returned by Denarius Moore for 21 yards (tackle by Antwan Barnes)",-1.830,-1.860
2,2:22,1,10,OAK 44,10,3,Carson Palmer pass complete short left to Michael Bush for 23 yards (tackle by Eric Weddle),1.860,3.380
2,2:00,1,10,SDG 33,16,3,"Carson Palmer pass complete deep left to Denarius Moore for 33 yards, touchdown",3.380,7.000
2,,,,SDG 2,17,3,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 35,17,3,"Sebastian Janikowski kicks off 49 yards, returned by Marcus Gilchrist for 12 yards (tackle by David Ausberry)",0.000,0.810
2,1:46,1,10,SDG 28,17,3,Philip Rivers pass complete short right to Antonio Gates for 9 yards (tackle by Rolando McClain),0.810,1.480
2,1:25,2,1,SDG 37,17,3,Mike Tolbert up the middle for 4 yards (tackle by Rolando McClain and Tyvon Branch),1.480,1.660
2,1:01,1,10,SDG 41,17,3,Philip Rivers sacked by Kamerion Wimbley for -10 yards,1.660,-0.230
2,0:34,2,20,SDG 31,17,3,Mike Tolbert up the middle for 11 yards (tackle by Michael Mitchell and Matt Giordano),-0.230,0.560
2,0:27,,,,17,3,Timeout #1 by San Diego Chargers,0.000,0.560
2,0:27,3,9,SDG 42,17,3,Philip Rivers pass incomplete deep left intended for Vincent Brown (defended by Lito Sheppard),0.560,-0.590
2,0:20,4,9,SDG 42,17,3,"Mike Scifres punts 41 yards, fair catch by Denarius Moore",-0.590,0.060
2,0:11,1,10,OAK 17,17,3,Carson Palmer kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,17,3,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SDG 20,17,3,Philip Rivers pass incomplete short right intended for Vincent Jackson,0.280,-0.270
3,14:55,2,10,SDG 20,17,3,Philip Rivers pass incomplete short left intended for Ryan Mathews,-0.270,-0.960
3,14:51,3,10,SDG 20,17,3,Philip Rivers pass complete short middle to Patrick Crayton for 14 yards (tackle by Tyvon Branch),-0.960,1.200
3,14:19,1,10,SDG 34,17,3,Philip Rivers pass complete short middle to Patrick Crayton for 11 yards (tackle by Aaron Curry),1.200,1.930
3,13:48,1,10,SDG 45,17,3,Ryan Mathews up the middle for 4 yards (tackle by Tommy Kelly and Lamarr Houston),1.930,1.920
3,13:09,2,6,SDG 49,17,3,Philip Rivers pass complete short left to Ryan Mathews for -1 yards (tackle by Aaron Curry),1.920,1.090
3,12:24,3,7,SDG 48,17,3,Philip Rivers pass complete short right to Antonio Gates for 22 yards (tackle by Stanford Routt),1.090,3.580
3,11:56,1,10,OAK 30,17,9,"Philip Rivers pass complete deep left to Vincent Brown for 30 yards, touchdown",3.580,7.000
3,,,,OAK 2,17,10,Nick Novak kicks extra point good,0.000,0.000
3,,,,SDG 35,17,10,"Nick Novak kicks off 68 yards, returned by Taiwan Jones for 18 yards (tackle by Curtis Brinkley)",0.000,-0.220
3,11:45,1,10,OAK 15,17,10,Michael Bush up the middle for 6 yards (tackle by Paul Oliver),-0.220,0.210
3,11:02,2,4,OAK 21,17,10,Carson Palmer up the middle for -5 yards (tackle by Travis LaBoy). Penalty on Khalif Barnes: Illegal Formation (Declined),0.210,-1.250
3,10:30,3,9,OAK 16,17,10,Carson Palmer pass complete short right to Michael Bush for 55 yards (tackle by Paul Oliver and Quentin Jammer),-1.250,3.640
3,9:38,1,10,SDG 29,17,10,Taiwan Jones left end for 3 yards (tackle by Antwan Barnes),3.640,3.510
3,9:07,2,7,SDG 26,23,10,"Carson Palmer pass complete deep right to Denarius Moore for 26 yards, touchdown",3.510,7.000
3,,,,SDG 2,24,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 35,24,10,"Sebastian Janikowski kicks off 57 yards, returned by Curtis Brinkley for 22 yards (tackle by Brandon Myers)",0.000,0.940
3,8:54,1,10,SDG 30,24,10,Philip Rivers pass incomplete short left intended for Vincent Jackson,0.940,0.390
3,8:48,2,10,SDG 30,24,10,Philip Rivers up the middle for 4 yards (tackle by Aaron Curry),0.390,0.230
3,8:03,3,6,SDG 34,24,10,"Penalty on Richard Seymour: Neutral Zone Infraction, 5 yards (no play)",0.230,0.890
3,7:43,3,1,SDG 39,24,10,Philip Rivers pass complete short left to Mike Tolbert for 10 yards (tackle by Aaron Curry),0.890,2.190
3,7:14,1,10,SDG 49,24,10,Philip Rivers pass complete deep middle to Vincent Brown for 20 yards (tackle by Matt Giordano),2.190,3.510
3,6:31,1,10,OAK 31,24,10,Mike Tolbert right tackle for 2 yards (tackle by Trevor Scott and Michael Mitchell),3.510,3.240
3,5:51,2,8,OAK 29,24,10,Philip Rivers pass complete short right to Mike Tolbert for 1 yard (tackle by Tyvon Branch),3.240,2.680
3,5:07,3,7,OAK 28,24,10,Philip Rivers pass incomplete short middle intended for Antonio Gates (defended by Kamerion Wimbley),2.680,1.590
3,5:01,4,7,OAK 28,24,10,Nick Novak 46 yard field goal no good,1.590,-1.330
3,4:56,1,10,OAK 36,24,10,Michael Bush up the middle for 3 yards (tackle by Donald Butler and Na'il Diggs),1.330,1.200
3,4:22,2,7,OAK 39,24,10,Michael Bush right end for 2 yards (tackle by Travis LaBoy and Vaughn Martin),1.200,0.760
3,3:40,3,5,OAK 41,24,10,Carson Palmer pass complete short right to Brandon Myers for 6 yards (tackle by Dante Hughes),0.760,2.060
3,2:59,1,10,OAK 47,24,10,Michael Bush up the middle for 5 yards (tackle by Antonio Garay),2.060,2.190
3,2:20,2,5,SDG 48,24,10,"Carson Palmer sacked by Antwan Barnes for -9 yards. Carson Palmer fumbles (forced by Antwan Barnes), recovered by Corey Liuget at SDG-49 (tackle by Jared Veldheer)",2.190,-2.190
,,,,,,,"OAK challenged the fumble ruling, and the play was upheld.",,
3,2:06,1,10,SDG 49,24,10,Philip Rivers pass complete short left to Ryan Mathews for 5 yards (tackle by Aaron Curry and Lito Sheppard),2.190,2.320
3,1:32,2,5,OAK 46,24,10,Ryan Mathews left end for 13 yards (tackle by Michael Mitchell),2.320,3.380
3,1:05,1,10,OAK 33,24,10,Philip Rivers pass incomplete short middle intended for Patrick Crayton,3.380,2.840
3,1:01,2,10,OAK 33,24,10,Philip Rivers pass incomplete deep left intended for Vincent Brown (defended by Lito Sheppard),2.840,2.150
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,0:53,3,10,OAK 33,24,10,Philip Rivers pass complete short left to Patrick Crayton for 9 yards (tackle by Tyvon Branch),2.150,2.020
3,0:28,,,,24,10,Timeout #1 by San Diego Chargers,0.000,2.020
3,0:28,4,1,OAK 24,24,10,Philip Rivers pass complete short right to Mike Tolbert for 17 yards (tackle by Tyvon Branch),2.020,5.600
3,0:01,1,7,OAK 7,24,16,"Philip Rivers pass complete short right to Jacob Hester for 7 yards, touchdown",5.600,7.000
3,,,,OAK 2,24,17,Nick Novak kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,,,,SDG 35,24,17,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
4,15:00,1,10,OAK 20,24,17,Michael Bush up the middle for 1 yard (tackle by Na'il Diggs),0.280,-0.130
4,14:24,2,9,OAK 21,24,17,Carson Palmer pass complete short left to Denarius Moore for 11 yards (tackle by Antoine Cason),-0.130,1.070
4,13:48,1,10,OAK 32,24,17,Michael Bush right guard for 4 yards (tackle by Na'il Diggs),1.070,1.070
4,13:22,2,6,OAK 36,24,17,"Penalty on Cam Thomas: Encroachment, 5 yards (no play)",1.070,1.740
4,13:11,2,1,OAK 41,24,17,Michael Bush left tackle for 3 yards (tackle by Antwan Barnes),1.740,1.860
4,12:38,1,10,OAK 44,24,17,Carson Palmer pass incomplete short left intended for Michael Bush (defended by Antwan Barnes),1.860,1.320
4,12:38,2,10,OAK 44,24,17,Carson Palmer pass complete short middle to Kevin Boss for 8 yards (tackle by Na'il Diggs),1.320,1.690
4,12:00,3,2,SDG 48,24,17,Michael Bush up the middle for 30 yards (tackle by Paul Oliver),1.690,4.370
4,11:34,1,10,SDG 18,24,17,"Carson Palmer pass incomplete short left intended for Louis Murphy is intercepted by Paul Oliver at SDG-5 and returned for 7 yards (tackle by Kevin Boss). Penalty on Vaughn Martin: Unnecessary Roughness, 6 yards",4.370,0.380
4,11:27,1,10,SDG 6,24,17,"Ryan Mathews right end for -5 yards (tackle by Tyvon Branch). Penalty on Tommy Kelly: Defensive Offside, 5 yards (no play)",-0.380,-0.160
4,10:58,1,5,SDG 11,24,17,Philip Rivers pass complete short right to Mike Tolbert for 6 yards (tackle by Kamerion Wimbley),-0.160,-0.060
4,10:12,1,10,SDG 17,24,17,Philip Rivers pass incomplete short right intended for Mike Tolbert,-0.060,-0.580
4,10:06,2,10,SDG 17,24,17,"Philip Rivers pass incomplete short right intended for Vincent Jackson. Penalty on Stanford Routt: Defensive Holding, 5 yards (no play)",-0.580,0.410
4,10:02,1,10,SDG 22,24,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson (defended by Stanford Routt),0.410,-0.130
4,9:55,2,10,SDG 22,24,17,Philip Rivers pass incomplete short left intended for Randy McMichael (defended by Rolando McClain),-0.130,-0.820
4,9:50,3,10,SDG 22,24,17,Philip Rivers pass incomplete short left intended for Vincent Brown,-0.820,-1.900
4,9:44,4,10,SDG 22,24,17,"Mike Scifres punts 61 yards, returned by Denarius Moore for 11 yards (tackle by Shareece Wright). Penalty on Jerome Boyd: Defensive Holding, 5 yards (no play)",-1.900,0.740
4,9:32,1,10,SDG 27,24,17,Mike Tolbert left end for 1 yard (tackle by Rolando McClain and Jarvis Moss),0.740,0.330
4,8:54,2,9,SDG 28,24,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson,0.330,-0.360
4,8:41,3,9,SDG 28,24,17,Philip Rivers pass incomplete short middle intended for Mike Tolbert (defended by Rolando McClain),-0.360,-1.500
4,8:36,4,9,SDG 28,24,17,"Mike Scifres punts 60 yards, returned by Denarius Moore for 19 yards (tackle by Randy McMichael)",-1.500,-1.000
4,8:23,1,10,OAK 31,24,17,Michael Bush up the middle for 5 yards (tackle by Everette Brown and Dante Hughes),1.000,1.140
4,7:42,2,5,OAK 36,24,17,Michael Bush up the middle for 2 yards (tackle by Travis LaBoy and Eric Weddle),1.140,0.700
4,7:04,,,,24,17,Timeout #2 by Oakland Raiders,0.000,0.700
4,7:04,3,3,OAK 38,24,17,Carson Palmer pass incomplete short middle intended for Brandon Myers (defended by Dante Hughes),0.700,-0.850
4,6:59,4,3,OAK 38,24,17,"Shane Lechler punts 52 yards, returned by Patrick Crayton for 1 yard (tackle by Brandon Myers)",-0.850,0.370
4,6:48,1,10,SDG 11,24,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson,-0.370,-0.780
4,6:41,2,10,SDG 11,24,17,Philip Rivers pass complete deep middle to Vincent Jackson for 22 yards (tackle by Matt Giordano),-0.780,1.140
4,6:02,1,10,SDG 33,24,17,Philip Rivers pass complete short right to Antonio Gates for 9 yards,1.140,1.810
4,5:35,2,1,SDG 42,24,17,Philip Rivers pass incomplete short left intended for Patrick Crayton,1.810,1.090
4,5:28,3,1,SDG 42,24,17,Jacob Hester up the middle for 1 yard (tackle by John Henderson),1.090,1.800
4,4:49,1,10,SDG 43,24,17,Philip Rivers pass complete short right to Antonio Gates for 9 yards (tackle by Michael Mitchell),1.800,2.470
4,4:44,2,1,OAK 48,24,17,Mike Tolbert right guard for 11 yards (tackle by Jerome Boyd),2.470,3.120
4,4:12,1,10,OAK 37,24,17,Philip Rivers sacked by Desmond Bryant for -5 yards,3.120,1.900
4,3:38,2,15,OAK 42,24,17,Philip Rivers pass incomplete deep left intended for Vincent Jackson is intercepted by Matt Giordano at OAK-0 and returned for 26 yards (tackle by Antonio Gates),1.900,-0.670
4,3:21,1,10,OAK 26,24,17,Michael Bush up the middle for -1 yards (tackle by Antonio Garay),0.670,-0.010
4,3:16,,,,24,17,Timeout #2 by San Diego Chargers,0.000,-0.010
4,3:16,2,11,OAK 25,24,17,Carson Palmer pass incomplete short left intended for Denarius Moore,-0.010,-0.690
4,3:12,3,11,OAK 25,24,17,Carson Palmer pass complete short middle to Kevin Boss for 24 yards (tackle by Antoine Cason and Eric Weddle),-0.690,2.190
4,3:00,,,,24,17,Timeout #3 by San Diego Chargers,0.000,2.190
4,3:00,1,10,OAK 49,24,17,Michael Bush left guard for no gain (tackle by Donald Butler),2.190,1.650
4,2:19,2,10,OAK 49,24,17,Carson Palmer right end for -2 yards (tackle by Eric Weddle),1.650,0.700
4,2:00,3,12,OAK 47,24,17,Michael Bush left tackle for 11 yards (tackle by Antwan Barnes),0.700,0.460
4,2:00,4,1,SDG 42,24,17,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.460,0.130
4,1:12,4,6,SDG 47,24,17,Shane Lechler punts 36 yards,0.130,0.370
4,1:04,1,10,SDG 11,24,17,Philip Rivers pass complete short right to Vincent Brown for 12 yards (tackle by Lito Sheppard),-0.370,0.480
4,0:42,1,10,SDG 23,24,17,Philip Rivers pass complete short right to Antonio Gates for 5 yards (tackle by Lito Sheppard),0.480,0.610
4,0:37,2,5,SDG 28,24,17,Philip Rivers pass incomplete (defended by Tommy Kelly),0.610,-0.100
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:32,3,5,SDG 28,24,17,Philip Rivers pass complete short right to Vincent Brown for 22 yards (tackle by Tyvon Branch),-0.100,2.260
4,0:32,1,10,,24,17,Philip Rivers spiked the ball,2.260,1.710
4,0:14,2,10,,24,17,Philip Rivers sacked by Kamerion Wimbley for -9 yards,1.710,-0.160
4,0:00,3,19,SDG 41,24,17,"Philip Rivers sacked by Tommy Kelly for -3 yards. Philip Rivers fumbles (forced by Tommy Kelly), recovered by Lamarr Houston at SDG-38 (tackle by Scott Mruczkowski)",-0.160,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
