Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
2,14:45,1,10,NWE 39,7,10,Tom Brady sacked by Mike Patterson for -8 yards,1.530,-0.090
2,14:20,2,18,NWE 31,7,10,"Tom Brady pass complete short right to Aaron Hernandez for -1 yards (tackle by Joselio Hanson). Penalty on Trent Cole: Defensive Offside, 5 yards (no play)",-0.090,0.580
2,14:08,2,13,NWE 36,7,10,Tom Brady pass incomplete deep left intended for Tiquan Underwood,0.580,-0.100
2,14:03,3,13,NWE 36,7,10,Tom Brady pass complete deep right to Deion Branch for 63 yards (tackle by Kurt Coleman),-0.100,6.970
2,13:14,1,1,PHI 1,13,10,"BenJarvus Green-Ellis right tackle for 1 yard, touchdown",6.970,7.000
2,,,,,13,10,"Penalty on Donald Thomas: False Start, 5 yards (no play)",0.000,0.000
2,,,,PHI 2,14,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 35,14,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,13:12,1,10,PHI 20,14,10,Vince Young pass incomplete deep left intended for DeSean Jackson is intercepted by Antwaun Molden at NWE-39 and returned for 27 yards (tackle by Clay Harbor),0.280,-3.310
2,12:58,1,10,PHI 34,14,10,Stevan Ridley up the middle for -1 yards (tackle by Brian Rolle),3.310,2.640
2,12:24,2,11,PHI 35,14,10,Tom Brady pass complete short middle to Wes Welker for 14 yards (tackle by Brandon Hughes),2.640,4.170
2,11:54,1,10,PHI 21,14,10,Danny Woodhead left tackle for 2 yards (tackle by Kurt Coleman),4.170,3.900
2,11:11,2,8,PHI 19,14,10,Stevan Ridley right end for -2 yards (tackle by Cullen Jenkins),3.900,2.940
2,10:29,3,10,PHI 21,14,10,Tom Brady pass incomplete short left intended for Wes Welker,2.940,2.060
2,10:24,4,10,PHI 21,14,10,Stephen Gostkowski 39 yard field goal no good,2.060,-0.870
2,10:20,1,10,PHI 29,14,10,LeSean McCoy right tackle for -4 yards (tackle by Rob Ninkovich),0.870,-0.210
2,9:44,2,14,PHI 25,14,10,Chad Hall up the middle for 2 yards (tackle by Mark Anderson),-0.210,-0.630
2,9:07,3,12,PHI 27,14,10,Vince Young pass incomplete deep right intended for DeSean Jackson,-0.630,-1.570
2,9:02,4,12,PHI 27,14,10,"Chas Henry punts 49 yards, fair catch by Julian Edelman",-1.570,-0.540
2,8:54,1,10,NWE 24,14,10,Tom Brady pass complete short right to Aaron Hernandez for 9 yards (tackle by Asante Samuel),0.540,1.210
2,8:24,2,1,NWE 33,14,10,Danny Woodhead up the middle for 10 yards (tackle by Nate Allen),1.210,1.800
2,7:59,1,10,NWE 43,14,10,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by Brian Rolle),1.800,2.470
2,7:33,2,1,PHI 48,14,10,Tom Brady pass complete short right to Aaron Hernandez for 7 yards (tackle by Cullen Jenkins),2.470,2.850
2,7:15,1,10,PHI 41,20,10,"Tom Brady pass complete deep middle to Wes Welker for 41 yards, touchdown",2.850,7.000
2,,,,PHI 2,21,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 35,21,10,"Stephen Gostkowski kicks off 66 yards, returned by Dion Lewis for 19 yards (tackle by Sergio Brown)",0.000,0.040
,,,,,,,"NWE challenged the runner was down by contact ruling, and the original play was overturned.",,
2,7:06,1,10,PHI 18,21,10,Vince Young pass complete short right to DeSean Jackson for 12 yards (tackle by Kyle Arrington),0.040,0.940
2,6:24,1,10,PHI 30,21,10,Vince Young pass complete short right to DeSean Jackson for 9 yards (tackle by Kyle Arrington),0.940,1.610
2,5:58,2,1,PHI 39,21,10,LeSean McCoy right end for 22 yards (tackle by Sterling Moore),1.610,2.980
2,5:28,1,10,NWE 39,21,10,Vince Young pass complete short right to DeSean Jackson for 8 yards (tackle by Kyle Arrington),2.980,3.520
2,5:01,2,2,NWE 31,21,10,LeSean McCoy left end for 2 yards (tackle by Antwaun Molden),3.520,3.640
2,4:20,1,10,NWE 29,21,10,Vince Young pass complete deep left to Brent Celek for 24 yards (tackle by Tracy White),3.640,6.060
2,3:37,1,5,NWE 5,21,10,Vince Young sacked by Kyle Love for 0 yards,6.060,5.150
2,2:55,2,5,NWE 5,21,10,Vince Young for 1 yard (tackle by Gary Guyton),5.150,4.490
2,2:19,3,4,NWE 4,21,10,Vince Young pass incomplete short right intended for DeSean Jackson,4.490,3.030
2,2:14,4,4,NWE 4,21,13,Alex Henery 22 yard field goal good,3.030,3.000
2,,,,PHI 35,21,13,"Alex Henery kicks off 64 yards, returned by Danny Woodhead for 20 yards (tackle by Keenan Clayton)",0.000,0.340
2,2:06,1,10,NWE 21,21,13,Tom Brady left end for 13 yards,0.340,1.200
2,1:58,1,10,NWE 34,21,13,"Penalty on Jason Babin: Neutral Zone Infraction, 5 yards (no play)",1.200,1.930
2,1:58,1,5,NWE 39,21,13,Tom Brady pass complete short left to Deion Branch for 13 yards (tackle by Joselio Hanson),1.930,2.390
2,1:35,1,10,PHI 48,21,13,"Tom Brady pass incomplete short middle intended for Rob Gronkowski. Penalty on Derek Landri: Illegal Use of Hands, 5 yards (no play)",2.390,2.720
2,1:35,1,10,PHI 43,21,13,Tom Brady up the middle for 6 yards (tackle by Jason Babin),2.720,2.990
2,1:13,2,4,PHI 37,21,13,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Joselio Hanson),2.990,3.780
2,1:08,1,10,PHI 27,21,13,Tom Brady pass incomplete short left intended for Wes Welker,3.780,3.230
2,1:04,2,10,PHI 27,21,13,Tom Brady pass incomplete short right intended for Aaron Hernandez (defended by Trevor Laws),3.230,2.540
2,1:00,3,10,PHI 27,21,13,Tom Brady pass incomplete short left intended for Deion Branch,2.540,1.670
2,0:56,4,10,PHI 27,24,13,Stephen Gostkowski 45 yard field goal good,1.670,3.000
2,,,,NWE 35,24,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,0:51,1,10,PHI 20,24,13,Vince Young right end for 4 yards (tackle by Tracy White),0.280,0.270
2,0:26,2,6,PHI 24,24,13,Vince Young pass incomplete short left intended for Riley Cooper,0.270,-0.430
2,0:18,3,6,PHI 24,24,13,"Penalty on Danny Watkins: False Start, 5 yards (no play)",-0.430,-1.140
2,0:18,3,11,PHI 19,24,13,Vince Young pass incomplete short left intended for Jason Avant,-1.140,-2.140
2,0:13,4,11,PHI 19,24,13,"Chas Henry punts 51 yards, returned by Julian Edelman for -1 yards (tackle by Curtis Marsh)",-2.140,-0.870
2,0:02,1,10,NWE 29,24,13,Tom Brady kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,24,13,"Alex Henery kicks off 68 yards, returned by Danny Woodhead for 34 yards (tackle by Ronnie Brown)",0.000,1.000
3,14:54,1,10,NWE 31,24,13,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Brian Rolle),1.000,0.600
3,14:26,2,9,NWE 32,24,13,Tom Brady pass complete short right to Wes Welker for 12 yards (tackle by Joselio Hanson),0.600,1.860
3,13:58,1,10,NWE 44,24,13,Tom Brady pass complete short right to Deion Branch for 10 yards (tackle by Jamar Chaney),1.860,2.520
3,13:26,1,10,PHI 46,24,13,Tom Brady up the middle for 8 yards,2.520,3.060
3,12:45,2,2,PHI 38,24,13,Tom Brady pass complete short middle to Deion Branch for 11 yards (tackle by Brandon Hughes),3.060,3.780
3,12:14,1,10,PHI 27,24,13,Tom Brady pass complete short left to Aaron Hernandez for 18 yards (tackle by Nnamdi Asomugha),3.780,5.140
3,11:36,1,9,PHI 9,24,13,Tom Brady pass incomplete short left intended for Deion Branch,5.140,4.380
3,11:32,2,9,PHI 9,30,13,"Tom Brady pass complete short left to Wes Welker for 9 yards, touchdown",4.380,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,PHI 2,31,13,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,31,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,11:27,1,10,PHI 20,31,13,Vince Young pass complete short right to Brent Celek for 4 yards (tackle by Phillip Adams),0.280,0.270
3,10:50,2,6,PHI 24,31,13,Vince Young pass complete deep right to Jason Avant for 22 yards (tackle by Antwaun Molden),0.270,1.990
3,10:20,1,10,PHI 46,31,13,LeSean McCoy up the middle for 2 yards (tackle by Kyle Love),1.990,1.720
3,9:48,2,8,PHI 48,31,13,Vince Young pass complete short middle to Jason Avant for 16 yards (tackle by Phillip Adams),1.720,3.180
3,9:09,1,10,NWE 36,31,13,Vince Young pass incomplete short right intended for Jason Avant (defended by Kyle Arrington),3.180,2.640
3,9:03,2,10,NWE 36,31,13,Vince Young pass complete deep middle to Clay Harbor for 25 yards (tackle by Kyle Arrington),2.640,4.840
3,8:24,1,10,NWE 11,31,13,LeSean McCoy right guard for 2 yards (tackle by Sterling Moore),4.840,4.510
3,7:46,2,8,NWE 9,31,13,Vince Young up the middle for 7 yards (tackle by Julian Edelman),4.510,5.120
3,6:56,3,1,NWE 2,31,13,LeSean McCoy right end for no gain (tackle by James Ihedigbo),5.120,3.250
3,6:33,,,,31,13,Timeout #1 by New England Patriots,0.000,3.250
3,6:33,4,1,NWE 2,31,13,Vince Young pass incomplete short right intended for Brent Celek,3.250,0.380
3,6:27,1,10,NWE 2,31,13,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Mike Patterson),-0.380,-0.710
3,5:46,2,9,NWE 3,31,13,Tom Brady pass incomplete short left intended for Deion Branch,-0.710,-1.300
3,5:43,3,9,NWE 3,31,13,Tom Brady pass complete short middle to Deion Branch for 23 yards (tackle by Kurt Coleman),-1.300,0.670
3,5:09,1,10,NWE 26,31,13,Danny Woodhead up the middle for 7 yards (tackle by Kurt Coleman),0.670,1.070
3,4:27,2,3,NWE 33,31,13,BenJarvus Green-Ellis right tackle for -1 yards (tackle by Derek Landri),1.070,0.230
3,3:53,3,4,NWE 32,31,13,Danny Woodhead left end for 1 yard (tackle by Brian Rolle). Penalty on Nate Solder: Clipping (Declined),0.230,-1.180
3,3:33,4,3,NWE 33,31,13,Zoltan Mesko punts 55 yards,-1.180,0.350
3,3:20,1,10,PHI 12,31,13,Vince Young pass complete short right to LeSean McCoy for 11 yards (tackle by Tracy White),-0.350,0.480
3,2:54,1,10,PHI 23,31,13,Vince Young pass incomplete short right intended for DeSean Jackson,0.480,-0.070
3,2:49,2,10,PHI 23,31,13,Vince Young pass complete short right to LeSean McCoy for 9 yards (tackle by Julian Edelman),-0.070,0.430
3,2:10,3,1,PHI 32,31,13,Vince Young pass complete short left to Jason Avant for 19 yards (tackle by Antwaun Molden and Julian Edelman),0.430,2.320
3,1:28,1,10,NWE 49,31,13,Vince Young pass incomplete deep middle intended for DeSean Jackson,2.320,1.780
3,1:20,2,10,NWE 49,31,13,Vince Young pass incomplete short right intended for Jason Avant (defended by Kyle Arrington),1.780,1.090
3,1:14,3,10,NWE 49,31,13,Vince Young pass incomplete deep right intended for Jason Avant,1.090,0.000
3,1:09,4,10,NWE 49,31,13,"Chas Henry punts 34 yards, fair catch by Wes Welker. Penalty on Nate Allen: Offensive Holding, 10 yards",0.000,-0.610
3,1:02,1,10,NWE 25,31,13,Tom Brady pass complete short right to Aaron Hernandez for 4 yards (tackle by Juqua Parker),0.610,0.600
3,0:15,2,6,NWE 29,31,13,Stevan Ridley up the middle for 6 yards (tackle by Mike Patterson and Kurt Coleman),0.600,1.270
Quarter,Time,Down,ToGo,Location,NWE,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 35,31,13,Stevan Ridley up the middle for 1 yard (tackle by Juqua Parker),1.270,0.860
4,14:25,2,9,NWE 36,31,13,Tom Brady pass complete short middle to Rob Gronkowski for 14 yards (tackle by Kurt Coleman),0.860,2.260
4,13:50,1,10,,31,13,Shane Vereen up the middle for no gain (tackle by Joselio Hanson),2.260,1.710
4,13:04,2,10,,31,13,Tom Brady pass incomplete deep left intended for Deion Branch,1.710,1.030
4,13:01,3,10,,31,13,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Nate Allen),1.030,2.920
4,12:27,1,10,PHI 40,31,13,Shane Vereen up the middle for 1 yard (tackle by Jason Babin),2.920,2.510
4,11:45,2,9,PHI 39,31,13,Shane Vereen right end for 8 yards (tackle by Nate Allen),2.510,2.870
4,11:23,3,1,PHI 31,31,13,Tom Brady right guard for 2 yards (tackle by Mike Patterson),2.870,3.640
4,10:44,1,10,PHI 29,31,13,Shane Vereen right end for 1 yard (tackle by Kurt Coleman),3.640,3.240
4,10:02,2,9,PHI 28,31,13,Tom Brady pass complete short middle to Aaron Hernandez for 13 yards (tackle by Kurt Coleman),3.240,4.580
4,9:26,1,10,PHI 15,31,13,Wes Welker right end for -9 yards (tackle by Nate Allen),4.580,2.810
4,8:42,2,19,PHI 24,37,13,"Tom Brady pass complete deep middle to Rob Gronkowski for 24 yards, touchdown",2.810,7.000
4,,,,PHI 2,38,13,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 35,38,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
4,8:35,1,10,PHI 20,38,13,Vince Young pass complete short left to Jason Avant for 16 yards (tackle by Sergio Brown),0.280,1.330
4,8:03,1,10,PHI 36,38,13,"Vince Young sacked by Mark Anderson for -16 yards. Penalty on Phillip Adams: Illegal Contact, 5 yards (no play)",1.330,1.660
4,7:39,1,10,PHI 41,38,13,Vince Young pass incomplete short middle intended for Chad Hall,1.660,1.120
4,7:34,2,10,PHI 41,38,13,"Penalty on Chad Hall: False Start, 5 yards (no play)",1.120,0.450
4,7:34,2,15,PHI 36,38,13,Vince Young pass complete short right to Brent Celek for 1 yard (tackle by Rob Ninkovich),0.450,-0.100
4,7:06,3,14,PHI 37,38,13,Vince Young pass incomplete deep left intended for Jason Avant (defended by James Ihedigbo),-0.100,-0.910
4,7:01,4,14,PHI 37,38,13,Chas Henry punts 18 yards,-0.910,-1.930
4,6:54,1,10,NWE 45,38,13,"Shane Vereen up the middle for no gain (tackle by Nate Allen). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",1.930,1.270
4,6:36,1,20,NWE 35,38,13,Shane Vereen left tackle for 2 yards (tackle by Kurt Coleman). Penalty on Brian Waters: Offensive Holding (Declined),1.270,0.300
4,6:14,2,18,NWE 37,38,13,Shane Vereen right end for 8 yards (tackle by Kurt Coleman),0.300,0.700
4,5:20,3,10,NWE 45,38,13,Shane Vereen left end for -2 yards (tackle by Akeem Jordan),0.700,-0.520
4,5:17,,,,38,13,Timeout #1 by Philadelphia Eagles,0.000,-0.520
4,5:15,4,12,NWE 43,38,13,"Zoltan Mesko punts 47 yards, fair catch by Chad Hall",-0.520,0.380
4,5:07,1,10,PHI 10,38,13,Vince Young pass complete short left to Jason Avant for 13 yards (tackle by Kyle Arrington),-0.380,0.480
4,4:40,1,10,PHI 23,38,13,Vince Young pass incomplete short right intended for Riley Cooper,0.480,-0.070
4,4:35,2,10,PHI 23,38,13,Vince Young pass incomplete deep left intended for Chad Hall,-0.070,-0.760
4,4:28,3,10,PHI 23,38,13,Vince Young right end for 7 yards (tackle by James Ihedigbo),-0.760,-1.370
4,3:46,4,3,PHI 30,38,13,Vince Young pass complete short left to Riley Cooper for 7 yards (tackle by Phillip Adams),-1.370,1.400
4,3:18,1,10,PHI 37,38,13,Vince Young pass incomplete short right intended for Chad Hall,1.400,0.860
4,3:13,2,10,PHI 37,38,13,"Vince Young pass incomplete deep left intended for Riley Cooper. Penalty on Kyle Arrington: Defensive Pass Interference (Offsetting), Penalty on Danny Watkins: Offensive Holding (Offsetting) (no play)",0.860,0.860
4,3:08,2,10,PHI 37,38,13,LeSean McCoy left tackle for -2 yards (tackle by Jerod Mayo),0.860,-0.100
4,2:35,3,12,PHI 35,38,13,Vince Young for 13 yards,-0.100,2.130
4,2:28,1,10,PHI 48,38,13,"Vince Young pass incomplete deep left intended for Riley Cooper. Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",2.130,1.470
4,2:22,1,20,PHI 38,38,13,"Penalty on Jason Avant: False Start, 5 yards (no play)",1.470,1.140
4,2:22,1,25,PHI 33,38,13,Vince Young pass complete short middle to Chad Hall for 16 yards (tackle by Kyle Arrington),1.140,1.720
4,2:00,2,9,PHI 49,38,13,Vince Young pass incomplete short left intended for Jason Avant,1.720,1.020
4,1:56,3,9,PHI 49,38,13,Vince Young pass complete short middle to Jason Avant for 11 yards (tackle by Kyle Arrington),1.020,2.920
4,1:27,1,10,NWE 40,38,13,Vince Young pass incomplete short left intended for Chad Hall,2.920,2.370
4,1:22,2,10,NWE 40,38,13,Vince Young pass complete short left to LeSean McCoy for 3 yards (tackle by Jerod Mayo),2.370,2.080
4,1:15,,,,38,13,Timeout #2 by Philadelphia Eagles,0.000,2.080
4,1:15,3,7,NWE 37,38,13,Vince Young pass complete short middle to Jason Avant for 12 yards (tackle by James Ihedigbo),2.080,3.910
4,0:46,1,10,NWE 25,38,13,Vince Young pass complete short left to Brent Celek for 24 yards (tackle by Kyle Arrington),3.910,6.970
4,0:36,,,,38,13,Timeout #3 by Philadelphia Eagles,0.000,6.970
4,0:36,1,1,NWE 1,38,19,"Vince Young pass complete short right to Jason Avant for 1 yard, touchdown",6.970,7.000
4,,,,NWE 2,38,20,Alex Henery kicks extra point good,0.000,0.000
4,,,,PHI 35,38,20,"Alex Henery kicks onside 10 yards, recovered by Kevin Faulk",0.000,2.590
4,0:13,1,10,PHI 45,38,20,Brian Hoyer kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
