Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
1,5:36,4,11,DEN 29,0,0,"Britton Colquitt punts 53 yards, returned by Tom Zbikowski for 9 yards (tackle by David Bruton)",-1.440,-0.740
1,5:21,1,10,BAL 27,0,0,Ray Rice left tackle for 12 yards (tackle by Brian Dawkins),0.740,1.530
1,4:43,1,10,BAL 39,0,0,Joe Flacco pass complete short middle to Ray Rice for 2 yards (tackle by D.J. Williams),1.530,1.260
1,4:08,2,8,BAL 41,0,0,Ray Rice left guard for 2 yards (tackle by Kevin Vickerson),1.260,0.830
1,3:31,3,6,BAL 43,0,0,Joe Flacco pass complete short right to Derrick Mason for 19 yards (tackle by Nate Jones),0.830,3.050
1,2:58,1,10,DEN 38,0,0,Joe Flacco pass complete deep left to Todd Heap for 22 yards (tackle by Perrish Cox),3.050,4.510
1,2:27,1,10,DEN 16,0,0,Joe Flacco pass complete short right to Anquan Boldin for 8 yards (tackle by Champ Bailey and Brian Dawkins),4.510,5.350
1,1:52,2,2,DEN 8,0,0,Le'Ron McClain left guard for 6 yards (tackle by D.J. Williams and Brian Dawkins),5.350,6.740
1,1:27,1,2,DEN 2,0,0,Le'Ron McClain left guard for 1 yard (tackle by Renaldo Hill and Jason Hunter),6.740,5.910
1,0:48,2,1,DEN 1,0,6,"Joe Flacco middle for 1 yard, touchdown",5.910,7.000
1,,,,DEN 2,0,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,BAL 30,0,7,"Billy Cundiff kicks off 76 yards, touchback",0.000,0.280
1,0:45,1,10,DEN 20,0,7,Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Fabian Washington),0.280,-0.270
1,0:41,2,10,DEN 20,0,7,Laurence Maroney middle for 5 yards (tackle by Dannell Ellerbe and Kelly Gregg),-0.270,-0.300
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,DEN 25,0,7,Kyle Orton pass complete short middle to Eddie Royal for 6 yards (tackle by Ray Lewis and Haruki Nakamura),-0.300,1.000
2,14:26,1,10,DEN 31,0,7,Laurence Maroney left end for -1 yards (tackle by Jarret Johnson),1.000,0.320
2,13:50,2,11,DEN 30,0,7,Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Fabian Washington),0.320,-0.360
2,13:45,3,11,DEN 30,0,7,Correll Buckhalter left guard for 8 yards (tackle by Ray Lewis),-0.360,-0.850
2,12:58,4,3,DEN 38,0,7,"Britton Colquitt punts 46 yards, returned by Tom Zbikowski for 12 yards (tackle by Wesley Woodyard)",-0.850,-0.810
2,12:46,1,10,BAL 28,0,7,Joe Flacco pass complete deep left to T.J. Houshmandzadeh for 17 yards (tackle by Perrish Cox),0.810,1.930
2,12:11,1,10,BAL 45,0,7,Ray Rice left tackle for 18 yards (tackle by Nate Jones),1.930,3.120
2,11:30,1,10,DEN 37,0,7,Joe Flacco pass complete short left to T.J. Houshmandzadeh for 7 yards (tackle by Perrish Cox),3.120,3.520
2,10:54,2,3,DEN 30,0,7,Ray Rice left guard for 4 yards (tackle by Jason Hunter),3.520,3.840
2,10:27,1,10,DEN 26,0,7,"Joe Flacco pass incomplete deep left intended for Derrick Mason. Penalty on Perrish Cox: Defensive Pass Interfere, 25 yards (no play)",3.840,6.970
2,10:18,1,1,DEN 1,0,13,"Ray Rice left guard for 1 yard, touchdown",6.970,7.000
2,,,,DEN 2,0,14,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 30,0,14,"Billy Cundiff kicks off 75 yards, returned by Demaryius Thomas for 21 yards (tackle by Edgar Jones). Demaryius Thomas fumbles (forced by Edgar Jones), recovered by Ken Hamlin at DEN-20 (tackle by Wesley Woodyard)",0.000,-4.240
2,10:09,1,10,DEN 20,0,14,Ray Rice right guard for 2 yards (tackle by Marcus Thomas),4.240,3.960
2,9:38,2,8,DEN 18,0,14,Joe Flacco pass incomplete deep left intended for Ed Dickson,3.960,3.220
2,9:32,3,8,DEN 18,0,14,Joe Flacco pass incomplete short right intended for Todd Heap (defended by Champ Bailey),3.220,2.250
2,9:26,4,8,DEN 18,0,17,Billy Cundiff 37 yard field goal good,2.250,3.000
2,,,,BAL 30,0,17,"Billy Cundiff kicks off 79 yards, touchback",0.000,0.280
2,9:21,1,10,DEN 20,0,17,Kyle Orton pass complete deep left to Jabar Gaffney for 23 yards (tackle by Dawan Landry),0.280,1.800
2,8:46,1,10,DEN 43,0,17,"Laurence Maroney right guard for 2 yards (tackle by Haloti Ngata and Chris Carr). Penalty on Jabar Gaffney: Illegal Motion, 5 yards (no play)",1.800,1.470
2,8:24,1,15,DEN 38,0,17,Laurence Maroney left tackle for 7 yards (tackle by Fabian Washington),1.470,1.520
2,7:49,2,8,DEN 45,0,17,Kyle Orton pass incomplete short left intended for Correll Buckhalter,1.520,0.830
2,7:43,3,8,DEN 45,0,17,"Penalty on Jabar Gaffney: False Start, 5 yards (no play)",0.830,0.170
2,7:43,3,13,DEN 40,0,17,Kyle Orton sacked by Cory Redding for -7 yards,0.170,-1.180
2,7:28,4,20,DEN 33,0,17,"Britton Colquitt punts 46 yards, fair catch by Tom Zbikowski",-1.180,-0.340
2,7:21,1,10,BAL 21,0,17,Joe Flacco pass incomplete deep middle intended for Derrick Mason (defended by Brian Dawkins),0.340,-0.200
2,7:15,2,10,BAL 21,0,17,Ray Rice middle for 1 yard (tackle by Kevin Vickerson and Jamal Williams),-0.200,-0.760
2,6:39,3,9,BAL 22,0,17,Joe Flacco pass incomplete short right intended for Todd Heap,-0.760,-1.900
2,6:35,4,9,BAL 22,0,17,Sam Koch punts 53 yards,-1.900,-0.610
2,6:27,1,10,DEN 25,0,17,Kyle Orton pass complete short right to Jabar Gaffney for 9 yards (tackle by Chris Carr and Kelly Gregg),0.610,1.280
2,5:49,2,1,DEN 34,0,17,Andre Brown middle for no gain (tackle by Cory Redding),1.280,0.560
2,5:12,3,1,DEN 34,0,17,Laurence Maroney right end for 13 yards (tackle by Chris Carr and Dawan Landry),0.560,2.060
2,4:34,1,10,DEN 47,0,17,Kyle Orton pass incomplete short left intended for Brandon Lloyd (defended by Fabian Washington),2.060,1.520
2,4:26,2,10,DEN 47,0,17,Correll Buckhalter left end for -3 yards (tackle by Haloti Ngata),1.520,0.430
2,3:45,3,13,DEN 44,0,17,"Kyle Orton pass complete deep right to Eddie Royal for 17 yards (tackle by Dawan Landry). Penalty on Russ Hochstein: Offensive Holding, 10 yards (no play)",0.430,-0.890
2,3:29,3,23,DEN 34,0,17,Correll Buckhalter middle for 2 yards (tackle by Haloti Ngata and Jarret Johnson),-0.890,-0.980
2,2:50,4,21,DEN 36,0,17,"Britton Colquitt punts 42 yards, fair catch by Tom Zbikowski",-0.980,-0.410
2,2:42,1,10,BAL 22,0,17,Ray Rice right tackle for 3 yards (tackle by Justin Bannan and D.J. Williams),0.410,0.270
2,2:16,2,7,BAL 25,0,17,Joe Flacco pass incomplete short middle intended for Anquan Boldin,0.270,-0.430
2,2:12,3,7,BAL 25,0,17,Joe Flacco pass incomplete short left intended for T.J. Houshmandzadeh,-0.430,-1.700
2,2:04,4,7,BAL 25,0,17,"Sam Koch punts 39 yards. Penalty on Dannell Ellerbe: Illegal Formation, 5 yards",-1.700,-1.660
2,1:57,1,10,DEN 41,0,17,Kyle Orton pass complete short middle to Jabar Gaffney for 3 yards (tackle by Lardarius Webb),1.660,1.530
2,1:39,2,7,DEN 44,0,17,Kyle Orton pass incomplete deep left intended for Brandon Lloyd (defended by Fabian Washington),1.530,0.830
2,1:33,3,7,DEN 44,0,17,Kyle Orton pass complete short right to Brandon Lloyd for 10 yards (tackle by Lardarius Webb),0.830,2.520
2,1:11,1,10,BAL 46,0,17,Kyle Orton pass complete deep middle to Jabar Gaffney for 19 yards (tackle by Fabian Washington),2.520,3.780
2,1:01,,,,0,17,Timeout #2 by Denver Broncos,0.000,3.780
2,1:01,1,10,BAL 27,0,17,"Kyle Orton pass incomplete short left intended for Brandon Lloyd. Penalty on J.D. Walton: Offensive Holding, 10 yards (no play)",3.780,3.120
2,0:57,1,20,BAL 37,0,17,"Penalty on Kyle Orton: Delay of Game, 5 yards (no play)",3.120,2.790
2,0:57,1,25,BAL 42,6,17,"Kyle Orton pass complete deep middle to Brandon Lloyd for 42 yards, touchdown",2.790,7.000
2,,,,BAL 2,7,17,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,7,17,"Matt Prater kicks off 67 yards, returned by Josh Wilson for 18 yards (tackle by Jarvis Moss)",0.000,0.340
2,0:43,1,10,BAL 21,7,17,Joe Flacco pass incomplete short left intended for Anquan Boldin,0.340,-0.200
2,0:37,2,10,BAL 21,7,17,Ray Rice right guard for 3 yards (tackle by Marcus Thomas),-0.200,-0.490
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,17,"Billy Cundiff kicks off 68 yards, returned by Eddie Royal for 33 yards (tackle by Haruki Nakamura)",0.000,1.270
3,14:53,1,10,DEN 35,7,17,Kyle Orton pass complete short left to Brandon Lloyd for 25 yards (tackle by Fabian Washington),1.270,2.920
3,14:17,1,10,BAL 40,7,17,Laurence Maroney right tackle for 3 yards (tackle by Jameel McClain and Ray Lewis),2.920,2.780
3,13:32,2,7,BAL 37,7,17,Kyle Orton pass incomplete short right intended for Brandon Lloyd,2.780,2.080
3,13:24,3,7,BAL 37,7,17,Kyle Orton pass incomplete deep right intended for Dan Gronkowski (defended by Dannell Ellerbe),2.080,0.790
3,13:19,4,7,BAL 37,7,17,Britton Colquitt punts 15 yards,0.790,-0.410
3,13:11,1,10,BAL 22,7,17,Ray Rice right tackle for 3 yards (tackle by D.J. Williams and Champ Bailey),0.410,0.270
3,12:34,2,7,BAL 25,7,17,Ray Rice left end for 9 yards (tackle by Jason Hunter),0.270,1.200
3,12:05,1,10,BAL 34,7,17,Joe Flacco pass incomplete short right intended for Todd Heap,1.200,0.660
3,12:01,2,10,BAL 34,7,17,Joe Flacco pass complete deep right to Derrick Mason for 17 yards (tackle by Brian Dawkins),0.660,2.320
3,11:36,1,10,DEN 49,7,17,Joe Flacco pass complete short left to Le'Ron McClain for -1 yards (tackle by D.J. Williams),2.320,1.650
3,10:52,2,11,DEN 50,7,17,Ray Rice right guard for 4 yards (tackle by Justin Bannan),1.650,1.490
3,10:22,3,7,DEN 46,7,17,"Joe Flacco pass complete short left to T.J. Houshmandzadeh for 10 yards (tackle by Perrish Cox). Penalty on Perrish Cox: Illegal Use of Hands (Offsetting), Penalty on T.J. Houshmandzadeh: Offensive Pass Interfere (Offsetting) (no play)",1.490,1.490
3,9:58,3,7,DEN 46,7,17,Joe Flacco pass incomplete short left intended for Derrick Mason,1.490,0.200
3,9:51,4,7,DEN 46,7,17,"Sam Koch punts 46 yards, touchback",0.200,-0.280
3,9:42,1,10,DEN 20,7,17,Kyle Orton pass complete short right to Brandon Lloyd for 14 yards (tackle by Chris Carr),0.280,1.200
3,9:08,1,10,DEN 34,7,17,Andre Brown right tackle for -1 yards (tackle by Haloti Ngata),1.200,0.520
3,8:25,2,11,DEN 33,7,17,Correll Buckhalter right end for -1 yards (tackle by Terrell Suggs),0.520,-0.300
3,7:38,3,12,DEN 32,7,17,"Penalty on Kyle Orton: False Start, 5 yards (no play)",-0.300,-0.960
3,7:30,3,17,DEN 27,7,17,Kyle Orton pass complete short left to Dan Gronkowski for 9 yards (tackle by Dannell Ellerbe and Lardarius Webb),-0.960,-0.980
3,6:57,4,8,DEN 36,7,17,"Britton Colquitt punts 46 yards, returned by Chris Carr for 10 yards (tackle by Richard Quinn)",-0.980,-0.810
3,6:46,1,10,BAL 28,7,17,Ray Rice left tackle for 3 yards (tackle by Kevin Vickerson),0.810,0.670
3,6:09,2,7,BAL 31,7,17,Ray Rice left end for 4 yards (tackle by Jason Hunter and Mario Haggan),0.670,0.500
3,5:30,3,3,BAL 35,7,17,Joe Flacco pass complete short right to Ray Rice for 5 yards (tackle by Justin Bannan),0.500,1.600
3,5:02,1,10,BAL 40,7,17,"Ray Rice left guard for 3 yards (tackle by D.J. Williams). Penalty on DEN: Defensive 12 On-field, 5 yards (no play)",1.600,2.330
3,4:37,1,5,BAL 45,7,17,Willis McGahee left guard for 10 yards (tackle by Mario Haggan),2.330,2.590
3,3:56,1,10,DEN 45,7,17,Willis McGahee left guard for 3 yards (tackle by Robert Ayers and Renaldo Hill),2.590,2.450
3,3:14,2,7,DEN 42,7,17,Joe Flacco pass incomplete deep left intended for Derrick Mason (defended by Perrish Cox),2.450,1.750
3,3:10,3,7,DEN 42,7,17,Joe Flacco middle for 7 yards (tackle by Renaldo Hill),1.750,3.250
3,2:13,1,10,DEN 35,7,17,Joe Flacco pass complete short left to Derrick Mason for 11 yards (tackle by Perrish Cox),3.250,3.970
3,1:27,1,10,DEN 24,7,17,Ray Rice middle for 8 yards (tackle by Brian Dawkins and Renaldo Hill). Penalty on Jarvis Moss: Defensive Offside (Declined),3.970,4.650
3,1:15,2,2,DEN 16,7,17,Le'Ron McClain left tackle for 2 yards (tackle by D.J. Williams),4.650,4.650
3,0:45,1,10,DEN 14,7,17,Ray Rice left guard for 9 yards (tackle by D.J. Williams),4.650,5.670
3,0:33,2,1,DEN 5,7,17,Ray Rice middle for 3 yards (tackle by Marcus Thomas and D.J. Williams),5.670,6.740
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,2,DEN 2,7,17,Le'Ron McClain left tackle for 1 yard (tackle by D.J. Williams and Kevin Vickerson),6.740,5.910
4,14:25,2,1,DEN 1,7,23,"Ray Rice right guard for 1 yard, touchdown",5.910,7.000
4,,,,DEN 2,7,24,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 30,7,24,"Billy Cundiff kicks off 79 yards, touchback",0.000,0.280
4,14:21,1,10,DEN 20,7,24,Kyle Orton pass complete short right to Jabar Gaffney for 8 yards (tackle by Josh Wilson),0.280,0.810
4,13:53,2,2,DEN 28,7,24,Kyle Orton pass complete short right to Jabar Gaffney for 5 yards (tackle by Josh Wilson),0.810,1.140
4,13:33,1,10,DEN 33,7,24,Kyle Orton pass complete short left to Eddie Royal for 13 yards (tackle by Tom Zbikowski),1.140,1.990
4,13:06,1,10,DEN 46,7,24,Kyle Orton pass complete deep middle to Daniel Graham for 28 yards (tackle by Dawan Landry),1.990,3.840
4,12:32,1,10,BAL 26,7,24,Kyle Orton pass complete short right to Jabar Gaffney for 7 yards (tackle by Ray Lewis),3.840,4.270
4,12:03,2,3,BAL 19,7,24,Kyle Orton pass incomplete short right intended for Jabar Gaffney,4.270,3.570
4,11:57,3,3,BAL 19,7,24,Kyle Orton pass incomplete short right intended for Brandon Lloyd (defended by Josh Wilson),3.570,2.280
4,11:54,4,3,BAL 19,10,24,Matt Prater 38 yard field goal good,2.280,3.000
4,,,,DEN 30,10,24,"Matt Prater kicks off 66 yards, returned by Josh Wilson for 16 yards (tackle by Dan Gronkowski). Penalty on Marcus Smith: Illegal Block Above the , 10 yards",0.000,-0.380
4,11:45,1,10,BAL 10,10,24,Ray Rice left guard for 12 yards (tackle by Perrish Cox and D.J. Williams),-0.380,0.410
4,11:09,1,10,BAL 22,10,24,Ray Rice left tackle for 1 yard (tackle by Ronald Fields and Mario Haggan),0.410,0.000
4,10:28,2,9,BAL 23,10,24,Ray Rice left tackle for 3 yards (tackle by Jason Hunter and Perrish Cox),0.000,-0.290
4,9:49,,,,10,24,Timeout #1 by Denver Broncos,0.000,-0.290
4,9:49,3,6,BAL 26,10,24,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by D.J. Williams),-0.290,1.140
4,9:11,1,10,BAL 33,10,24,Ray Rice left tackle for 3 yards (tackle by Robert Ayers and Brian Dawkins),1.140,1.000
4,8:52,2,7,BAL 36,10,24,Ray Rice left tackle for 5 yards (tackle by Renaldo Hill and D.J. Williams),1.000,0.960
4,8:14,3,2,BAL 41,10,24,Ray Rice middle for 13 yards (tackle by Nate Jones and Renaldo Hill),0.960,2.520
4,7:30,1,10,DEN 46,10,24,Ray Rice left tackle for 2 yards (tackle by Jamal Williams and Jason Hunter),2.520,2.250
4,6:46,2,8,DEN 44,10,24,Ray Rice left tackle for 2 yards (tackle by Ryan McBean and Mario Haggan),2.250,1.820
4,6:04,3,6,DEN 42,10,24,Joe Flacco pass complete short left to Le'Ron McClain for 12 yards (tackle by Renaldo Hill),1.820,3.580
4,5:19,1,10,DEN 30,10,30,"Willis McGahee right tackle for 30 yards, touchdown",3.580,7.000
4,,,,DEN 2,10,31,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 30,10,31,"Billy Cundiff kicks off 77 yards, touchback",0.000,0.280
4,5:06,1,10,DEN 20,10,31,Kyle Orton pass incomplete deep left intended for Brandon Lloyd,0.280,-0.270
4,5:01,2,10,DEN 20,10,31,Kyle Orton pass complete short right to Correll Buckhalter for 12 yards (tackle by Dawan Landry and Tom Zbikowski),-0.270,1.070
4,4:27,1,10,DEN 32,10,31,Kyle Orton pass complete short right to Jabar Gaffney for 5 yards (tackle by Lardarius Webb),1.070,1.200
4,4:22,2,5,DEN 37,10,31,"Kyle Orton pass incomplete short right intended for Correll Buckhalter. Penalty on Kyle Orton: Intentional Grounding, 10 yards",1.200,-0.820
4,4:18,3,15,DEN 27,10,31,Kyle Orton pass incomplete short right intended for Brandon Lloyd (defended by Lardarius Webb),-0.820,-1.570
4,4:11,4,15,DEN 27,10,31,Britton Colquitt punts 33 yards,-1.570,-1.600
4,4:05,1,10,BAL 40,10,31,Willis McGahee left tackle for 5 yards (tackle by Mario Haggan),1.600,1.730
4,3:24,2,5,BAL 45,10,31,Willis McGahee right end for 5 yards (tackle by Jason Hunter),1.730,2.260
4,2:56,1,10,DEN 50,10,31,Willis McGahee left tackle for 3 yards (tackle by Mario Haggan),2.260,2.120
4,2:12,2,7,DEN 47,10,31,Willis McGahee right tackle for 5 yards (tackle by Nate Jones and Jason Hunter),2.120,2.080
4,2:07,,,,10,31,Timeout #2 by Denver Broncos,0.000,2.080
4,2:07,3,2,DEN 42,10,31,"Willis McGahee right guard for 1 yard (tackle by Ronald Fields and Renaldo Hill). Penalty on Ed Dickson: Offensive Holding, 10 yards (no play)",2.080,0.760
4,2:02,3,12,BAL 48,10,31,Willis McGahee right guard for 6 yards (tackle by Marcus Thomas),0.760,0.200
4,1:57,4,6,DEN 46,10,31,"Sam Koch punts 36 yards, fair catch by Eddie Royal",0.200,0.380
4,1:51,1,10,DEN 10,10,31,Kyle Orton pass incomplete short middle intended for Brandon Lloyd (defended by Josh Wilson),-0.380,-0.780
4,1:48,2,10,DEN 10,10,31,"Kyle Orton pass incomplete deep right intended for Brandon Lloyd. Penalty on Josh Wilson: Defensive Pass Interfere, 31 yards (no play)",-0.780,1.660
4,1:41,1,10,DEN 41,10,31,Kyle Orton pass incomplete short left intended for Jabar Gaffney,1.660,1.120
4,1:38,2,10,DEN 41,10,31,Kyle Orton pass complete short left to Jabar Gaffney for 8 yards (tackle by Fabian Washington),1.120,1.490
4,1:08,3,2,DEN 49,10,31,Kyle Orton pass complete short right to Eddie Royal for 7 yards (tackle by Josh Wilson),1.490,2.650
4,0:43,1,10,BAL 44,16,31,"Kyle Orton pass complete deep right to Brandon Lloyd for 44 yards, touchdown",2.650,7.000
4,0:35,,,,16,31,Timeout #1 by Baltimore Ravens,0.000,0.000
4,,,,BAL 2,17,31,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 30,17,31,Matt Prater kicks onside 16 yards,0.000,2.520
4,0:35,1,10,DEN 46,17,31,Joe Flacco kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
