Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
3,8:38,3,8,BUF 12,3,20,"Ryan Tannehill pass complete short left to Reggie Bush for 12 yards, touchdown. Penalty on Kyle Moore: Roughing the Passer, 15 yards",3.430,7.000
3,8:38,,,BUF 2,3,21,Nate Kaeding kicks extra point good,0.000,0.000
3,8:32,,,,3,21,"Nate Kaeding kicks off 50 yards, touchback",0.000,0.280
3,8:32,1,10,BUF 20,3,21,C.J. Spiller up the middle for no gain (tackle by Paul Soliai),0.280,-0.270
3,7:51,2,10,BUF 20,3,21,C.J. Spiller right end for 12 yards (tackle by Dimitri Patterson),-0.270,1.070
3,7:18,1,10,BUF 32,3,21,C.J. Spiller right tackle for 1 yard (tackle by Tony McDaniel),1.070,0.660
3,6:27,2,9,BUF 33,3,21,C.J. Spiller left tackle for 2 yards (tackle by Karlos Dansby),0.660,0.230
3,5:43,3,7,BUF 35,3,21,"Ryan Fitzpatrick sacked by Cameron Wake for -6 yards. Ryan Fitzpatrick fumbles (forced by Cameron Wake), recovered by Reshad Jones at BUF-29 (tackle by Andy Levitre)",0.230,-3.640
3,5:35,1,10,BUF 29,3,21,Ryan Tannehill sacked by Marcell Dareus for -8 yards,3.640,2.020
3,5:05,2,18,BUF 37,3,21,Ryan Tannehill pass incomplete short left intended for Anthony Fasano (defended by Shawne Merriman),2.020,1.360
3,5:00,3,18,BUF 37,3,21,Ryan Tannehill pass complete short left to Armon Binns for 10 yards (tackle by Aaron Williams and George Wilson),1.360,1.670
3,4:22,4,8,BUF 27,3,24,Nate Kaeding 45 yard field goal good,1.670,3.000
3,4:17,,,MIA 35,3,24,"Nate Kaeding kicks off 65 yards, touchback",0.000,0.280
3,4:17,1,10,BUF 20,3,24,"Ryan Fitzpatrick pass incomplete. Penalty on Lee Smith: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,4:09,1,20,BUF 10,3,24,Ryan Fitzpatrick pass incomplete short left intended for T.J. Graham,-0.760,-1.510
3,4:05,2,20,BUF 10,3,24,Brad Smith left end for 1 yard (tackle by Kevin Burnett),-1.510,-2.470
3,3:20,3,19,BUF 11,3,24,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 6 yards (tackle by Kevin Burnett),-2.470,-2.320
3,2:56,4,13,BUF 17,3,24,"Shawn Powell punts 46 yards, out of bounds",-2.320,-1.400
3,2:47,1,10,MIA 37,3,24,Reggie Bush right end for 4 yards (tackle by Stephon Gilmore),1.400,1.400
3,2:11,2,6,MIA 41,3,24,"Ryan Tannehill pass incomplete short right intended for Brian Hartline. Penalty on Stephon Gilmore: Defensive Pass Interference, 9 yards (no play)",1.400,2.260
3,2:06,1,10,BUF 50,3,24,Reggie Bush left guard for 5 yards (tackle by Bryan Scott),2.260,2.390
3,1:30,2,5,BUF 45,3,24,Ryan Tannehill pass complete short right to Brian Hartline for 2 yards (tackle by Stephon Gilmore),2.390,1.950
3,0:50,3,3,BUF 43,3,24,Ryan Tannehill pass complete short middle to Armon Binns for 11 yards (tackle by George Wilson),1.950,3.450
3,0:12,1,10,BUF 32,3,24,Lamar Miller right guard for 2 yards (tackle by George Wilson),3.450,3.170
Quarter,Time,Down,ToGo,Location,BUF,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,BUF 30,3,24,"Reggie Bush up the middle for -4 yards. Reggie Bush fumbles, recovered by Ryan Tannehill at BUF-34",3.170,1.950
4,14:29,3,12,BUF 34,3,24,Ryan Tannehill pass complete short right to Reggie Bush for -1 yards (tackle by Justin Rogers),1.950,0.970
4,14:14,4,13,BUF 35,3,24,"Nate Kaeding punts 35 yards, touchback",0.970,-0.280
4,14:06,1,10,BUF 20,3,24,Ryan Fitzpatrick pass complete short right to T.J. Graham for 3 yards (tackle by Karlos Dansby),0.280,0.140
4,13:39,2,7,BUF 23,3,24,Ryan Fitzpatrick pass complete short middle to Dorin Dickerson for 6 yards (tackle by Reshad Jones),0.140,0.230
4,13:14,3,1,BUF 29,3,24,Ryan Fitzpatrick up the middle for 2 yards (tackle by Karlos Dansby),0.230,1.000
4,12:48,1,10,BUF 31,3,24,C.J. Spiller right tackle for 2 yards (tackle by Derrick Shelby),1.000,0.730
4,12:19,2,8,BUF 33,3,24,"Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson. Penalty on Steve Johnson: Delay of Game, 5 yards",0.730,-0.630
4,12:19,3,13,BUF 28,3,24,Ryan Fitzpatrick pass complete deep left to T.J. Graham for 41 yards (tackle by Bryan McCann),-0.630,3.510
4,11:30,1,10,MIA 31,3,24,Ryan Fitzpatrick pass complete short left to Steve Johnson for 11 yards (tackle by Bryan McCann),3.510,4.240
4,10:32,1,10,MIA 20,3,24,Ryan Fitzpatrick pass incomplete deep right intended for T.J. Graham,4.240,3.690
4,10:27,2,10,MIA 20,3,24,"Penalty on Randy Starks: Neutral Zone Infraction, 5 yards (no play)",3.690,4.450
4,10:27,2,5,MIA 15,3,24,Ryan Fitzpatrick pass incomplete short right intended for Dorin Dickerson,4.450,3.700
4,10:23,3,5,MIA 15,3,24,Ryan Fitzpatrick pass complete short right to Ruvell Martin for 6 yards (tackle by Chris Clemons),3.700,5.140
4,9:44,1,9,MIA 9,3,24,C.J. Spiller left end for 7 yards (tackle by R.J. Stanford),5.140,5.720
4,8:56,2,2,MIA 2,9,24,"Ryan Fitzpatrick pass complete short right to Brad Smith for 2 yards, touchdown",5.720,7.000
4,8:56,,,MIA 2,10,24,Rian Lindell kicks extra point good,0.000,0.000
4,8:52,,,BUF 35,10,24,"Rian Lindell kicks off 63 yards, returned by Marcus Thigpen for 22 yards (tackle by George Wilson)",0.000,0.540
4,8:47,1,10,MIA 24,10,24,Ryan Tannehill left tackle for 2 yards (tackle by Mario Williams),0.540,0.270
4,8:03,2,8,MIA 26,10,24,Lamar Miller up the middle for 8 yards (tackle by George Wilson),0.270,1.200
4,7:15,1,10,MIA 34,10,24,Lamar Miller right guard for 1 yard (tackle by Shawne Merriman),1.200,0.000
4,7:07,,,,10,24,Timeout #2 by Buffalo Bills,0.000,0.790
4,7:07,2,9,MIA 35,10,24,Reggie Bush left end for 4 yards (tackle by George Wilson),0.790,0.630
4,6:35,3,5,MIA 39,10,24,Ryan Tannehill sacked by Marcell Dareus for -3 yards,0.630,-0.980
4,6:00,4,8,MIA 36,10,24,"Nate Kaeding punts 49 yards, returned by Justin Rogers for 14 yards (tackle by Jonathan Amaya). Penalty on Corey McIntyre: Unnecessary Roughness, 14 yards",-0.980,0.220
4,5:51,1,10,BUF 15,10,24,Ryan Fitzpatrick sacked by Olivier Vernon for -7 yards,-0.220,-1.290
4,5:33,2,17,BUF 8,10,24,Ryan Fitzpatrick left end for 9 yards (tackle by Kevin Burnett),-1.290,-1.120
4,4:46,3,8,BUF 17,10,24,Ryan Fitzpatrick pass complete short left to C.J. Spiller for 14 yards,-1.120,1.000
4,4:36,1,10,BUF 31,10,24,Ryan Fitzpatrick pass complete short right to Brad Smith for 9 yards (tackle by Chris Clemons),1.000,1.680
4,4:10,2,1,BUF 40,10,24,"Ryan Fitzpatrick pass incomplete short left intended for Dorin Dickerson (defended by Chris Clemons). Penalty on Jared Odrick: Roughing the Passer, 15 yards (no play)",1.680,2.590
4,4:04,1,10,MIA 45,10,24,"C.J. Spiller right tackle for no gain (tackle by Karlos Dansby). Penalty on Cordy Glenn: Face Mask (15 Yards), 15 yards",2.590,1.600
4,3:59,1,25,BUF 40,10,24,Ryan Fitzpatrick pass complete short right to Steve Johnson for 15 yards (tackle by Dimitri Patterson),1.600,2.040
4,3:31,2,10,MIA 45,10,24,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,2.040,1.360
4,3:24,3,10,MIA 45,10,24,"Ryan Fitzpatrick pass incomplete deep right intended for C.J. Spiller. Penalty on Jared Odrick: Defensive Offside, 5 yards (no play)",1.360,2.010
4,3:20,3,5,MIA 40,10,24,Ryan Fitzpatrick pass complete short left to Steve Johnson for 10 yards (tackle by Bryan McCann),2.010,3.580
4,2:57,1,10,MIA 30,10,24,Ryan Fitzpatrick pass incomplete short right intended for T.J. Graham,3.580,3.030
4,2:43,2,10,MIA 30,10,24,Ryan Fitzpatrick pass incomplete deep middle intended for Dorin Dickerson,3.030,2.340
4,2:40,3,10,MIA 30,10,24,Ryan Fitzpatrick pass complete short middle to T.J. Graham for 5 yards (tackle by Bryan McCann),2.340,0.000
4,2:13,,,,10,24,Timeout #1 by Miami Dolphins,0.000,1.850
4,2:13,4,5,MIA 25,10,24,Ryan Fitzpatrick up the middle for 5 yards (tackle by Karlos Dansby),1.850,4.240
4,2:00,1,10,MIA 20,10,24,C.J. Spiller up the middle for 3 yards (tackle by Tony McDaniel),4.240,4.120
4,1:30,2,7,MIA 17,10,24,Ryan Fitzpatrick pass complete short middle to Ruvell Martin for 16 yards (tackle by Karlos Dansby),4.120,0.000
4,1:20,,,,10,24,Timeout #3 by Buffalo Bills,0.000,6.970
4,1:20,1,1,MIA 1,10,24,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson is intercepted by Reshad Jones at MIA-4 and returned for 8 yards (tackle by Andy Levitre),6.970,0.350
4,1:14,1,10,MIA 12,10,24,Ryan Tannehill kneels for no gain,-0.350,-0.780
4,0:33,2,10,MIA 12,10,24,Ryan Tannehill kneels for -1 yards,-0.780,-1.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
