Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
2,9:12,1,10,DAL 47,7,0,Marion Barber left tackle for 37 yards (tackle by Richard Marshall),2.060,4.510
2,8:48,1,10,CAR 16,7,0,Marion Barber left tackle for 5 yards (tackle by Jon Beason and Quinton Teal),4.510,4.760
2,8:14,2,5,CAR 11,7,0,Tony Romo pass complete short right to Jason Witten for 2 yards (tackle by Chris Harris),4.760,4.390
2,7:43,3,3,CAR 9,7,0,Tony Romo pass complete short middle to Terrell Owens for 4 yards (tackle by Jon Beason),4.390,6.060
2,7:02,1,5,CAR 5,13,0,"Marion Barber left tackle for 5 yards, touchdown. Penalty on Stanley McClover: Defensive Offside (Declined)",6.060,7.000
2,,,,CAR 2,14,0,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,14,0,"Nick Folk kicks off 49 yards, returned by Jeff King for 16 yards (tackle by Justin Rogers)",0.000,1.400
2,6:50,1,10,CAR 37,14,0,Matt Moore pass complete short left to Dante Rosario for 13 yards (tackle by Ken Hamlin),1.400,2.260
2,6:11,1,10,,14,0,DeAngelo Williams left tackle for 39 yards (tackle by Ken Hamlin and Terence Newman),2.260,4.840
2,5:43,1,10,DAL 11,14,6,"Matt Moore pass complete short right to Steve Smith for 11 yards, touchdown",4.840,7.000
2,,,,DAL 2,14,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,14,7,"John Kasay kicks off 50 yards, returned by Miles Austin for 13 yards (tackle by Tim Shaw)",0.000,1.140
2,5:31,1,10,DAL 33,14,7,Tony Romo pass complete short right to Sam Hurd for 24 yards (tackle by Jon Beason),1.140,2.720
2,5:11,1,10,CAR 43,14,7,Julius Jones left guard for 5 yards (tackle by Jon Beason),2.720,2.850
2,4:32,2,5,CAR 38,14,7,Tony Romo pass complete short right to Patrick Crayton for 1 yard (tackle by Richard Marshall),2.850,2.280
2,3:53,,,,14,7,Timeout #2 by Carolina Panthers,0.000,2.280
2,3:52,3,4,CAR 37,14,7,Tony Romo pass complete short left to Patrick Crayton for 8 yards (tackle by C.J. Wilson),2.280,3.640
2,3:14,1,10,CAR 29,14,7,Tony Romo pass incomplete deep right intended for Patrick Crayton (defended by Chris Gamble),3.640,3.100
2,3:06,2,10,CAR 29,14,7,Julius Jones right guard for -1 yards (tackle by Charles Johnson),3.100,2.280
2,2:25,3,11,CAR 30,14,7,Tony Romo pass complete short right to Patrick Crayton for 7 yards (tackle by Richard Marshall),2.280,2.000
2,2:00,4,4,CAR 23,17,7,Nick Folk 42 yard field goal good,2.000,3.000
2,,,,DAL 30,17,7,"Nick Folk kicks off 65 yards, returned by Ryne Robinson for 29 yards (tackle by Alan Ball)",0.000,1.200
2,1:50,1,10,CAR 34,17,7,Matt Moore pass complete short middle to Drew Carter for 10 yards (tackle by Jacques Reeves),1.200,1.860
2,1:42,1,10,CAR 44,17,7,Matt Moore pass incomplete short left intended for Steve Smith is intercepted by Anthony Henry at DAL-42 and returned for 8 yards (tackle by Jordan Gross),1.860,-2.260
2,1:32,1,10,,17,7,Marion Barber up the middle for no gain (tackle by Kris Jenkins),2.260,1.710
2,1:08,2,10,,17,7,Tony Romo pass complete short right to Marion Barber for 1 yard (tackle by Chris Harris),1.710,1.160
2,0:42,3,9,CAR 49,17,7,Tony Romo pass complete short right to Jason Witten for 6 yards (tackle by Thomas Davis),1.160,0.400
2,0:42,4,3,CAR 43,17,7,Tony Romo pass complete short left to Miles Austin for 7 yards (tackle by C.J. Wilson),0.400,3.180
2,0:32,,,,17,7,Timeout #3 by Dallas Cowboys,0.000,3.180
2,0:32,1,10,CAR 36,17,7,Tony Romo pass incomplete short middle intended for Jason Witten,3.180,2.640
2,0:28,2,10,CAR 36,17,7,Tony Romo pass incomplete short right intended for Miles Austin,2.640,1.950
2,0:22,3,10,CAR 36,17,7,"Tony Romo pass complete deep middle to Sam Hurd for 16 yards (tackle by Quinton Teal). Penalty on DAL: Illegal Shift, 5 yards (no play)",1.950,1.290
2,0:15,3,15,CAR 41,17,7,Tony Romo pass incomplete short middle intended for Marion Barber,1.290,0.530
2,0:11,4,15,CAR 41,17,7,Tony Romo pass complete deep left to Jason Witten for 22 yards (tackle by Quinton Teal),0.530,1.400
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,17,7,"Nick Folk kicks off 68 yards, returned by Ryne Robinson for 42 yards (tackle by Nick Folk)",0.000,1.860
3,14:54,1,10,CAR 44,17,7,DeShaun Foster right guard for 3 yards (tackle by Bradie James),1.860,1.720
3,14:12,2,7,CAR 47,17,7,Matt Moore pass complete short middle to Steve Smith for 10 yards (tackle by Ken Hamlin),1.720,2.720
3,13:31,1,10,DAL 43,17,7,Matt Moore pass incomplete deep left intended for Steve Smith,2.720,2.180
3,13:25,2,10,DAL 43,17,7,DeShaun Foster up the middle for 1 yard (tackle by Greg Ellis),2.180,1.620
3,12:44,3,9,DAL 42,17,7,Matt Moore pass complete short left to Steve Smith for 14 yards (tackle by Terence Newman),1.620,3.710
3,12:07,1,10,DAL 28,17,7,DeAngelo Williams right tackle for no gain (tackle by Chris L. Canty),3.710,3.170
3,11:31,2,10,DAL 28,17,7,DeAngelo Williams up the middle for 3 yards (tackle by Marcus R. Spears),3.170,2.870
3,10:52,3,7,DAL 25,17,7,Matt Moore pass complete short right to Steve Smith for 17 yards (tackle by Ken Hamlin),2.870,5.370
3,10:09,1,8,DAL 8,17,7,DeAngelo Williams right end for 7 yards (tackle by Keith Davis),5.370,5.910
3,9:28,2,1,DAL 1,17,7,"Penalty on Jeremy Bridges: False Start, 5 yards (no play)",5.910,4.950
3,9:16,2,6,DAL 6,17,7,Matt Moore sacked by DeMarcus Ware and Jay Ratliff for -7 yards,4.950,3.060
3,8:43,3,13,DAL 13,17,7,Matt Moore sacked by Greg Ellis for -7 yards,3.060,2.120
3,8:00,4,20,DAL 20,17,10,John Kasay 37 yard field goal good,2.120,3.000
3,,,,CAR 30,17,10,"John Kasay kicks off 62 yards, returned by Miles Austin for 36 yards (tackle by Tim Shaw)",0.000,1.860
3,7:52,1,10,DAL 44,17,10,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Na'il Diggs),1.860,2.530
3,7:20,2,1,CAR 47,17,10,Julius Jones right guard for no gain (tackle by Kris Jenkins),2.530,1.820
3,6:45,3,1,CAR 47,17,10,Marion Barber left guard for no gain (tackle by Chris Harris),1.820,0.130
3,6:05,,,,17,10,Timeout #1 by Dallas Cowboys,0.000,0.130
3,6:05,4,1,CAR 47,17,10,"Mat McBriar punts 47 yards, touchback",0.130,-0.280
3,5:56,1,10,CAR 20,17,10,Matt Moore pass complete short right to Steve Smith for 6 yards,0.280,0.540
3,5:36,2,4,CAR 26,17,10,DeAngelo Williams right guard for 5 yards (tackle by Jay Ratliff),0.540,1.000
3,4:58,1,10,CAR 31,17,10,DeAngelo Williams up the middle for 4 yards (tackle by Jason Hatcher),1.000,1.000
3,4:17,2,6,CAR 35,17,10,Matt Moore pass incomplete short right intended for Jeff King (defended by Keith Davis),1.000,0.300
3,4:13,3,6,CAR 35,17,10,Matt Moore pass incomplete short middle intended for Ryne Robinson (defended by Terence Newman),0.300,-1.040
3,4:08,4,6,CAR 35,17,10,"Jason Baker punts 45 yards. Penalty on Donte Curry: Ineligible Downfield Kick, 5 yards (no play)",-1.040,-1.370
3,3:56,4,11,CAR 30,17,10,"Jason Baker punts 48 yards, returned by Patrick Crayton for 6 yards (tackle by Na'il Diggs)",-1.370,-0.810
3,3:46,1,10,DAL 28,17,10,Marion Barber right tackle for no gain (tackle by Ma'ake Kemoeatu),0.810,0.260
3,3:03,2,10,DAL 28,17,10,Tony Romo pass complete short right to Jason Witten for 2 yards (tackle by Richard Marshall),0.260,-0.160
3,2:18,3,8,DAL 30,17,10,"Tony Romo pass incomplete short left intended for Jason Witten (defended by Richard Marshall). Penalty on Richard Marshall: Illegal Contact, 5 yards (no play)",-0.160,1.270
3,2:13,1,10,DAL 35,17,10,Tony Romo pass complete short middle to Miles Austin for 4 yards (tackle by Richard Marshall),1.270,1.260
3,1:38,2,6,DAL 39,17,10,Marion Barber right tackle for 2 yards (tackle by Na'il Diggs and Richard Marshall),1.260,0.830
3,0:55,3,4,DAL 41,17,10,Tony Romo pass complete short right to Marion Barber for 12 yards (tackle by Marquand Manuel),0.830,2.460
3,0:15,1,10,CAR 47,17,10,Marion Barber left guard for 1 yard (tackle by Damione Lewis and Jon Beason),2.460,2.050
Quarter,Time,Down,ToGo,Location,DAL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CAR 46,17,10,Tony Romo pass incomplete short left intended for Sam Hurd (defended by Thomas Davis),2.050,1.350
4,14:55,3,9,CAR 46,17,10,Tony Romo pass complete short left to Sam Hurd for 13 yards (tackle by Quinton Teal). Penalty on Ken Lucas: Defensive Holding (Declined),1.350,3.380
4,14:20,1,10,CAR 33,17,10,Tony Romo pass incomplete deep middle intended for Patrick Crayton is intercepted by Thomas Davis at CAR-3,3.380,0.380
4,14:10,1,10,CAR 3,17,10,DeAngelo Williams right tackle for 2 yards (tackle by Akin Ayodele),-0.380,-0.630
4,13:35,2,8,CAR 5,17,10,Matt Moore pass incomplete short right intended for Steve Smith (defended by Marcus R. Spears),-0.630,-1.190
4,13:31,3,8,CAR 5,17,10,Matt Moore pass incomplete deep middle intended for Drew Carter (defended by Jacques Reeves),-1.190,-2.490
4,13:24,4,8,CAR 5,17,10,"Jason Baker punts 39 yards, returned by Patrick Crayton for 2 yards (tackle by Adam Seward)",-2.490,-2.790
4,13:14,1,10,CAR 42,17,10,Julius Jones right end for 4 yards (tackle by Chris Gamble),2.790,2.780
4,12:34,2,6,CAR 38,17,10,Tony Romo right guard for 8 yards (tackle by Kris Jenkins and Marquand Manuel),2.780,3.580
4,11:52,1,10,CAR 30,17,10,"Julius Jones left end for 13 yards (tackle by Ken Lucas). Penalty on Cory Procter: Offensive Holding, 10 yards (no play)",3.580,2.920
4,11:38,1,20,CAR 40,17,10,Tony Romo pass complete short right to Patrick Crayton for 16 yards (tackle by Richard Marshall),2.920,3.840
4,10:58,2,4,CAR 24,17,10,Tony Romo pass complete short right to Sam Hurd for 13 yards (tackle by Quinton Teal),3.840,4.840
4,10:21,1,10,CAR 11,17,10,Julius Jones right tackle for 3 yards (tackle by Thomas Davis),4.840,4.700
4,9:42,2,7,CAR 8,17,10,Julius Jones left guard for 3 yards (tackle by Thomas Davis and Damione Lewis),4.700,4.440
4,8:57,3,4,CAR 5,17,10,Marion Barber left end for no gain (tackle by Jon Beason),4.440,3.010
4,8:57,4,4,CAR 5,20,10,Nick Folk 23 yard field goal good,3.010,3.000
4,,,,DAL 30,20,10,"Nick Folk kicks off 60 yards, returned by Ryne Robinson for 16 yards (tackle by Kevin Burnett)",0.000,0.670
4,8:11,1,10,CAR 26,20,10,Matt Moore pass complete short right to Brad Hoover for 2 yards (tackle by Bradie James),0.670,0.400
4,7:35,2,8,CAR 28,20,10,Matt Moore sacked by DeMarcus Ware for -4 yards,0.400,-0.820
4,7:08,3,12,CAR 24,20,10,Matt Moore pass incomplete deep right intended for Steve Smith (defended by Ken Hamlin),-0.820,-1.770
,,,,,,,"CAR challenged the pass completion ruling, and the play was upheld.",,
4,6:46,4,12,CAR 24,20,10,"Jason Baker punts 55 yards, returned by Patrick Crayton for 6 yards (tackle by Donte Curry)",-1.770,-0.740
4,6:35,1,10,DAL 27,20,10,Marion Barber left tackle for 2 yards (tackle by Ken Lucas),0.740,0.470
4,5:53,2,8,DAL 29,20,10,Marion Barber up the middle for 1 yard (tackle by Mike Rucker),0.470,-0.100
4,5:11,3,7,DAL 30,20,10,Tony Romo pass incomplete short left intended for Marion Barber (defended by Marquand Manuel),-0.100,-1.370
4,5:04,4,7,DAL 30,20,10,"Mat McBriar punts 45 yards, returned by Ryne Robinson for 8 yards (tackle by Courtney L. Brown)",-1.370,-1.140
4,4:54,1,10,CAR 33,20,10,Matt Moore pass complete short right to Steve Smith for 3 yards (tackle by Terence Newman),1.140,1.000
4,4:33,2,7,CAR 36,20,10,Matt Moore pass complete short right to Ryne Robinson for 6 yards (tackle by Jacques Reeves),1.000,1.090
4,4:29,3,1,CAR 42,20,10,Matt Moore sacked by Chris L. Canty and DeMarcus Ware for -8 yards,1.090,-1.110
4,4:29,4,9,CAR 34,20,10,Matt Moore pass complete deep middle to Steve Smith for 57 yards (tackle by Ken Hamlin),-1.110,5.140
4,3:54,1,9,DAL 9,20,10,"Matt Moore sacked by Tank Johnson for -9 yards. Penalty on Tank Johnson: Roughing the Passer, 9 yards",5.140,5.140
4,3:45,1,9,DAL 9,20,10,DeAngelo Williams up the middle for 2 yards (tackle by Akin Ayodele),5.140,4.760
4,3:13,2,7,DAL 7,20,10,Matt Moore pass incomplete short middle intended for Drew Carter (defended by Keith Davis),4.760,3.810
4,3:07,3,7,DAL 7,20,10,Matt Moore pass incomplete short left intended for Steve Smith,3.810,2.970
4,3:04,4,7,DAL 7,20,13,John Kasay 25 yard field goal good,2.970,3.000
4,,,,CAR 30,20,13,"John Kasay kicks off 62 yards, returned by Patrick Crayton for 4 yards (tackle by Alex Haynes)",0.000,-0.350
4,2:55,1,10,DAL 12,20,13,Marion Barber left guard for 9 yards (tackle by Deke Cooper),-0.350,0.420
4,2:12,2,1,DAL 21,20,13,Marion Barber right guard for 2 yards (tackle by Na'il Diggs),0.420,0.480
4,2:00,1,10,DAL 23,20,13,Marion Barber right guard for 2 yards (tackle by Jon Beason),0.480,0.200
4,1:55,,,,20,13,Timeout #2 by Carolina Panthers,0.000,0.200
4,1:55,2,8,DAL 25,20,13,Marion Barber right end for 11 yards (tackle by Richard Marshall),0.200,1.330
4,1:42,,,,20,13,Timeout #3 by Carolina Panthers,0.000,1.330
4,1:42,1,10,DAL 36,20,13,Tony Romo kneels for -1 yards,1.330,0.660
4,1:00,2,11,DAL 35,20,13,Tony Romo kneels for -1 yards,0.660,-0.160
4,0:19,3,12,DAL 34,20,13,Tony Romo kneels for -1 yards,-0.160,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
