Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
2,7:18,1,10,DAL 29,3,14,Felix Jones middle for -1 yards (tackle by Jared Allen),0.870,0.190
2,6:37,2,11,DAL 28,3,14,"Tony Romo sacked by Jared Allen for -8 yards. Tony Romo fumbles (forced by Jared Allen), recovered by Ben Leber at DAL-20 (tackle by Doug Free)",0.190,-4.240
2,6:29,1,10,DAL 20,3,14,Adrian Peterson left guard for 3 yards (tackle by Keith Brooking and Jay Ratliff),4.240,4.120
2,5:49,2,7,DAL 17,3,14,Brett Favre pass complete short right to Bernard Berrian for 10 yards (tackle by Ken Hamlin and Terence Newman),4.120,5.600
2,5:22,1,7,DAL 7,3,14,Adrian Peterson middle for -1 yards (tackle by Anthony Spencer),5.600,4.570
2,4:39,2,8,DAL 8,3,14,Brett Favre pass incomplete short right intended for Chester Taylor,4.570,3.580
2,4:34,3,8,DAL 8,3,14,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",3.580,3.060
2,4:34,3,13,DAL 13,3,14,Brett Favre pass complete short right to Chester Taylor for 7 yards (tackle by DeMarcus Ware and Terence Newman),3.060,2.990
2,3:49,4,6,DAL 6,3,17,Ryan Longwell 23 yard field goal good,2.990,3.000
2,,,,MIN 30,3,17,"Ryan Longwell kicks off 62 yards, returned by Kevin Ogletree for 14 yards (tackle by Heath Farwell)",0.000,0.410
2,3:41,1,10,DAL 22,3,17,Marion Barber middle for 3 yards (tackle by Ben Leber and Jared Allen),0.410,0.270
2,3:06,2,7,DAL 25,3,17,Tony Romo pass complete short left to Jason Witten for 9 yards (tackle by Cedric Griffin),0.270,1.200
2,2:47,1,10,DAL 34,3,17,Marion Barber middle for -1 yards (tackle by Jimmy Kennedy),1.200,0.520
2,2:13,2,11,DAL 33,3,17,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Ben Leber),0.520,0.890
2,2:00,3,3,DAL 41,3,17,Tony Romo pass incomplete short left intended for Miles Austin,0.890,-0.650
2,1:57,4,3,DAL 41,3,17,"Mat McBriar punts 51 yards, fair catch by Darius Reynaud",-0.650,0.380
2,1:51,1,10,MIN 8,3,17,Adrian Peterson middle for no gain (tackle by Anthony Spencer),-0.380,-0.780
2,1:45,,,,3,17,Timeout #1 by Dallas Cowboys,0.000,-0.780
2,1:45,2,10,MIN 8,3,17,Adrian Peterson left end for no gain (tackle by Keith Brooking and DeMarcus Ware),-0.780,-1.420
2,1:40,,,,3,17,Timeout #2 by Dallas Cowboys,0.000,-1.420
2,1:40,3,10,MIN 8,3,17,Chester Taylor left guard for 14 yards (tackle by Bobby Carpenter and Ken Hamlin),-1.420,0.410
2,1:12,1,10,MIN 22,3,17,Brett Favre sacked by Anthony Spencer for -4 yards,0.410,-0.770
2,0:33,2,14,MIN 18,3,17,Brett Favre pass incomplete short middle intended for Percy Harvin,-0.770,-1.490
2,0:33,3,14,MIN 18,3,17,"Penalty on Jim Kleinsasser: False Start, 5 yards (no play)",-1.490,-2.420
2,0:27,3,19,MIN 13,3,17,Chester Taylor left tackle for 3 yards (tackle by Stephen Bowen),-2.420,-2.390
2,0:23,,,,3,17,Timeout #3 by Dallas Cowboys,0.000,-2.390
2,0:23,4,16,MIN 16,3,17,"Chris Kluwe punts 51 yards, muffed catch by Patrick Crayton, recovered by Patrick Crayton and returned for no gain",-2.390,-1.330
2,0:13,1,10,DAL 36,3,17,Tony Romo pass incomplete short left intended for Patrick Crayton,1.330,0.790
2,0:13,2,10,DAL 36,3,17,Tony Romo pass complete short right to Jason Witten for 10 yards,0.790,1.990
2,0:04,1,10,DAL 46,3,17,Tony Romo sacked by Ray Edwards for -16 yards,1.990,-0.710
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,3,17,"David Buehler kicks off 77 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,3,17,Adrian Peterson middle for 8 yards (tackle by Anthony Spencer),0.280,0.810
3,14:21,2,2,MIN 28,3,17,Adrian Peterson middle for -1 yards (tackle by Anthony Spencer and Gerald Sensabaugh),0.810,-0.030
3,13:40,3,3,MIN 27,3,17,"Penalty on Percy Harvin: False Start, 5 yards (no play)",-0.030,-0.690
3,13:15,3,8,MIN 22,3,17,Brett Favre pass incomplete short middle intended for Percy Harvin,-0.690,-1.900
3,13:10,4,8,MIN 22,3,17,"Chris Kluwe punts 51 yards, returned by Patrick Crayton for no gain. Penalty on Kenny Onatolu: Ineligible Downfield Kic, 5 yards (no play)",-1.900,-2.320
3,13:00,4,13,MIN 17,3,17,"Penalty on Husain Abdullah: False Start, 5 yards (no play)",-2.320,-2.490
3,13:00,4,18,MIN 12,3,17,"Chris Kluwe punts 45 yards, fair catch by Terence Newman",-2.490,-1.800
3,12:53,1,10,DAL 43,3,17,Felix Jones left end for 17 yards (tackle by Jasper Brinkley),1.800,2.920
3,12:15,1,10,MIN 40,3,17,Felix Jones right tackle for 9 yards (tackle by Madieu Williams),2.920,3.590
3,11:37,2,1,MIN 31,3,17,Marion Barber left guard for 8 yards (tackle by Chad Greenway and Madieu Williams),3.590,4.040
3,10:54,1,10,MIN 23,3,17,Marion Barber right end for -7 yards (tackle by Ray Edwards),4.040,2.550
3,10:11,2,17,MIN 30,3,17,Tony Romo pass complete short left to Martellus Bennett for 3 yards (tackle by Ben Leber and Tyrell Johnson),2.550,2.280
3,9:25,3,14,MIN 27,3,17,Tony Romo sacked by Chad Greenway for -4 yards,2.280,1.320
3,8:58,4,18,MIN 31,3,17,Shaun Suisham 49 yard field goal no good,1.320,-1.600
3,8:54,1,10,MIN 40,3,17,Brett Favre pass incomplete short left intended for Bernard Berrian (defended by Mike Jenkins),1.600,1.050
3,8:51,2,10,MIN 40,3,17,"Adrian Peterson left guard for 4 yards (tackle by Jay Ratliff). Penalty on Jay Ratliff: Defensive Holding, 5 yards",1.050,2.190
3,8:23,1,10,MIN 49,3,17,Percy Harvin right end for 14 yards (tackle by Bobby Carpenter and Ken Hamlin),2.190,3.120
3,7:44,1,10,DAL 37,3,17,Adrian Peterson middle for 1 yard (tackle by Anthony Spencer),3.120,2.710
3,7:03,2,9,DAL 36,3,17,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",2.710,2.030
3,6:36,2,14,DAL 41,3,17,Adrian Peterson left tackle for 2 yards (tackle by Keith Brooking and Junior Siavii),2.030,1.620
3,5:52,3,12,DAL 39,3,17,Brett Favre pass complete short right to Sidney Rice for 4 yards (tackle by Orlando Scandrick),1.620,0.970
3,5:08,4,8,DAL 35,3,17,Chris Kluwe punts 33 yards,0.970,0.380
3,5:01,1,10,DAL 2,3,17,Marion Barber middle for 1 yard (tackle by Jasper Brinkley and Chad Greenway),-0.380,-0.710
3,4:24,2,9,DAL 3,3,17,Tony Romo pass incomplete short left intended for Jason Witten,-0.710,-1.300
3,4:20,3,9,DAL 3,3,17,Tony Romo pass incomplete deep left intended for Miles Austin,-1.300,-2.490
3,4:15,4,9,DAL 3,3,17,"Mat McBriar punts 54 yards, returned by Darius Reynaud for 14 yards (tackle by Steve Octavien). Penalty on Kenny Onatolu: Running Into the Kicker, 5 yards (no play)",-2.490,-2.490
3,4:04,4,4,DAL 8,3,17,Mat McBriar punts 46 yards,-2.490,-1.990
3,3:57,1,10,MIN 46,3,17,Brett Favre pass incomplete deep middle intended for Percy Harvin,1.990,1.450
3,3:52,2,10,MIN 46,3,17,Adrian Peterson right guard for no gain (tackle by Stephen Bowen and Bradie James),1.450,0.760
3,3:10,3,10,MIN 46,3,17,Brett Favre sacked by Jay Ratliff for -7 yards,0.760,-0.780
3,2:44,4,17,MIN 39,3,17,"Chris Kluwe punts 61 yards, touchback",-0.780,-0.280
3,2:35,1,10,DAL 20,3,17,Tony Romo pass complete short right to Felix Jones for 4 yards (tackle by Ben Leber),0.280,0.270
3,1:58,2,6,DAL 24,3,17,Felix Jones left end for -4 yards (tackle by Tyrell Johnson),0.270,-0.960
3,1:14,3,10,DAL 20,3,17,Tony Romo pass incomplete short right intended for Patrick Crayton is intercepted by Ben Leber at DAL-25 and returned for 10 yards,-0.960,-4.580
3,1:07,1,10,DAL 15,3,17,Chester Taylor right tackle for 2 yards (tackle by Keith Brooking),4.580,4.280
3,0:25,2,8,DAL 13,3,17,Adrian Peterson right guard for 2 yards (tackle by Marcus Spears),4.280,3.780
Quarter,Time,Down,ToGo,Location,DAL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DAL 11,3,17,Brett Favre pass complete short right to Percy Harvin for 1 yard (tackle by Terence Newman),3.780,2.810
4,14:26,4,5,DAL 10,3,20,Ryan Longwell 28 yard field goal good,2.810,3.000
4,,,,MIN 30,3,20,"Ryan Longwell kicks off 72 yards, returned by Felix Jones for 19 yards (tackle by Tyrell Johnson)",0.000,-0.060
4,14:18,1,10,DAL 17,3,20,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Antoine Winfield),-0.060,0.620
4,13:54,2,2,DAL 25,3,20,Tony Romo pass complete deep left to Jason Witten for 22 yards (tackle by Madieu Williams),0.620,2.060
4,13:35,1,10,DAL 47,3,20,"Tony Romo pass complete short left to Felix Jones for 5 yards (tackle by Cedric Griffin). Penalty on Kyle Kosier: Ineligible Downfield Pas, 5 yards (no play)",2.060,1.730
4,13:17,1,15,DAL 42,3,20,Tony Romo pass complete short middle to Jason Witten for 7 yards (tackle by Ben Leber),1.730,1.790
4,12:55,2,8,DAL 49,3,20,Tony Romo pass complete short left to Patrick Crayton for 4 yards (tackle by Tyrell Johnson),1.790,1.620
4,12:30,3,4,MIN 47,3,20,Tony Romo sacked by Jimmy Kennedy for -7 yards,1.620,-0.320
4,12:07,4,11,DAL 46,3,20,"Mat McBriar punts 40 yards, fair catch by Darius Reynaud",-0.320,0.280
4,11:59,1,10,MIN 14,3,20,Adrian Peterson middle for 6 yards (tackle by Igor Olshansky),-0.280,0.150
4,11:15,2,4,MIN 20,3,20,Percy Harvin left tackle for 6 yards (tackle by Orlando Scandrick and Keith Brooking),0.150,0.670
4,10:30,1,10,MIN 26,3,20,Adrian Peterson left end for 3 yards (tackle by Anthony Spencer and Bradie James),0.670,0.540
4,9:44,2,7,MIN 29,3,20,Brett Favre pass complete deep right to Sidney Rice for 20 yards (tackle by Terence Newman),0.540,2.190
4,8:59,1,10,MIN 49,3,20,Adrian Peterson left guard for 6 yards (tackle by DeMarcus Ware),2.190,2.460
4,8:24,2,4,DAL 45,3,20,Adrian Peterson left guard for no gain (tackle by Stephen Bowen and Bradie James),2.460,1.750
4,7:41,3,4,DAL 45,3,26,"Brett Favre pass complete deep left to Sidney Rice for 45 yards, touchdown",1.750,7.000
4,,,,DAL 2,3,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,3,27,"Ryan Longwell kicks off 65 yards, returned by Kevin Ogletree for 21 yards (tackle by Heath Farwell)",0.000,0.670
4,7:27,1,10,DAL 26,3,27,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Cedric Griffin),0.670,1.210
4,7:10,2,2,DAL 34,3,27,Tony Romo pass incomplete short middle intended for Felix Jones,1.210,0.500
4,7:05,3,2,DAL 34,3,27,Felix Jones middle for -1 yards (tackle by Fred Evans),0.500,-1.180
4,6:31,4,3,DAL 33,3,27,Tony Romo pass complete short left to Jason Witten for no gain,-1.180,-3.380
4,6:24,1,10,DAL 33,3,27,Adrian Peterson middle for no gain (tackle by Anthony Spencer),3.380,2.840
4,6:20,,,,3,27,Timeout #1 by Dallas Cowboys,0.000,2.840
4,6:20,2,10,DAL 33,3,27,Adrian Peterson left tackle for 3 yards (tackle by DeMarcus Ware),2.840,2.540
4,6:16,,,,3,27,Timeout #2 by Dallas Cowboys,0.000,2.540
4,6:16,3,7,DAL 30,3,27,Adrian Peterson left tackle for no gain (tackle by Igor Olshansky and DeMarcus Ware),2.540,1.410
4,6:12,,,,3,27,Timeout #3 by Dallas Cowboys,0.000,1.410
4,6:12,4,7,DAL 30,3,27,Brett Favre pass incomplete deep middle intended for Sidney Rice,1.410,-0.940
4,6:06,1,10,DAL 30,3,27,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Chad Greenway),0.940,0.390
4,6:03,2,10,DAL 30,3,27,Tony Romo pass incomplete short left intended for Jason Witten (defended by Jared Allen),0.390,-0.300
4,5:58,3,10,DAL 30,3,27,Tony Romo pass complete short right to Felix Jones for 7 yards (tackle by Brian Robison),-0.300,-0.910
4,5:30,4,3,DAL 37,3,27,Tony Romo pass incomplete short left intended for Miles Austin,-0.910,-3.120
4,5:26,1,10,DAL 37,3,27,Adrian Peterson middle for no gain (tackle by Junior Siavii and Keith Brooking),3.120,2.570
4,4:43,2,10,DAL 37,3,27,Brett Favre pass complete short right to Bernard Berrian for 19 yards (tackle by Keith Brooking),2.570,4.370
4,4:06,1,10,DAL 18,3,27,Adrian Peterson right end for 5 yards (tackle by Anthony Spencer),4.370,4.610
4,3:18,2,5,DAL 13,3,27,Adrian Peterson left tackle for -1 yards (tackle by Junior Siavii),4.610,3.630
4,2:35,3,6,DAL 14,3,27,Brett Favre pass complete short right to Bernard Berrian for 3 yards (tackle by Terence Newman),3.630,2.800
4,2:00,4,3,DAL 11,3,33,"Brett Favre pass complete short left to Visanthe Shiancoe for 11 yards, touchdown",2.800,7.000
4,,,,DAL 2,3,34,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,3,34,"Ryan Longwell kicks off 74 yards, returned by Kevin Ogletree for 21 yards (tackle by Albert Young)",0.000,-0.060
4,1:52,1,10,DAL 17,3,34,Felix Jones middle for 9 yards (tackle by Jimmy Kennedy),-0.060,0.750
4,1:27,2,1,DAL 26,3,34,Felix Jones middle for 5 yards (tackle by Fred Evans),0.750,1.000
4,0:59,1,10,DAL 31,3,34,Felix Jones middle for 6 yards (tackle by Fred Evans),1.000,1.270
4,0:23,2,4,DAL 37,3,34,Felix Jones right guard for 8 yards (tackle by Husain Abdullah),1.270,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
