Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
2,13:01,1,10,SFO 14,0,0,Matt Forte middle for no gain (tackle by Justin Smith),4.650,4.000
2,12:18,2,10,SFO 14,0,0,Jay Cutler pass complete short middle to Earl Bennett for 9 yards (tackle by Patrick Willis),4.000,4.960
2,11:52,3,1,SFO 5,0,0,Jay Cutler middle for 2 yards (tackle by Isaac Sopoaga),4.960,6.510
2,11:13,1,3,SFO 3,0,0,Matt Forte middle for 1 yard (tackle by Aubrayo Franklin and Michael Lewis),6.510,5.720
2,10:32,2,2,SFO 2,0,0,Matt Forte right guard for 1 yard (tackle by Takeo Spikes),5.720,5.170
2,9:51,3,1,SFO 1,0,0,Jay Cutler pass incomplete short middle intended for Kellen Davis is intercepted by Aubrayo Franklin at SFO-1 and returned for 10 yards,5.170,0.370
2,9:40,1,10,SFO 11,0,0,Alex Smith sacked by Marcus Harrison for -5 yards,-0.370,-1.150
2,9:05,2,15,SFO 6,0,0,"Penalty on Vernon Davis: False Start, 3 yards (no play)",-1.150,-1.360
2,8:44,2,18,SFO 3,0,0,Alex Smith pass complete short right to Josh Morgan for 11 yards (tackle by Danieal Manning and Josh Bullocks),-1.360,-1.070
2,8:00,3,7,SFO 14,0,0,Alex Smith pass complete short left to Frank Gore for 9 yards (tackle by Hunter Hillenmeyer),-1.070,0.480
2,7:08,1,10,SFO 23,0,0,Alex Smith pass complete short middle to Frank Gore for 9 yards (tackle by Anthony Adams),0.480,1.150
2,6:23,2,1,SFO 32,0,0,Frank Gore middle for 1 yard (tackle by Nick Roach),1.150,1.140
2,5:38,1,10,SFO 33,0,0,Alex Smith pass incomplete short right intended for Vernon Davis (defended by Nick Roach),1.140,0.590
2,5:32,2,10,SFO 33,0,0,Frank Gore middle for 4 yards (tackle by Lance Briggs),0.590,0.430
2,4:45,3,6,SFO 37,0,0,Alex Smith pass complete short middle to Josh Morgan for 9 yards (tackle by Hunter Hillenmeyer and Lance Briggs),0.430,1.990
2,4:08,1,10,SFO 46,0,0,Alex Smith pass incomplete deep left intended for Michael Crabtree is intercepted by Zackary Bowman at CHI-19,1.990,-0.150
2,3:58,1,10,CHI 19,0,0,"Penalty on Devin Hester: False Start, 5 yards (no play)",0.150,-0.390
2,3:58,1,15,CHI 14,0,0,"Matt Forte left end for 6 yards (tackle by Takeo Spikes). Penalty on Devin Hester: Offensive Holding, 10 yards",-0.390,-0.720
2,3:31,1,19,CHI 10,0,0,Jay Cutler pass complete short left to Matt Forte for 4 yards (tackle by Michael Lewis),-0.720,-1.110
2,3:03,2,15,CHI 14,0,0,Jay Cutler pass complete short left to Matt Forte for 37 yards (tackle by Dashon Goldson),-1.110,2.320
2,2:22,1,10,SFO 49,0,0,Jay Cutler pass incomplete short right intended for Devin Hester is intercepted by Tarell Brown at SFO-35 and returned for 51 yards,2.320,-4.650
2,2:07,1,10,CHI 14,0,6,"Frank Gore right guard for 14 yards, touchdown",4.650,7.000
2,,,,CHI 2,0,7,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,0,7,"Joe Nedney kicks off 68 yards, returned by Danieal Manning for 15 yards (tackle by Delanie Walker)",0.000,-0.060
2,1:55,1,10,CHI 17,0,7,Jay Cutler pass incomplete short left intended for Devin Hester (defended by Shawntae Spencer),-0.060,-0.580
2,1:51,2,10,CHI 17,0,7,Matt Forte left guard for 2 yards (tackle by Dashon Goldson),-0.580,-1.000
2,1:11,3,8,CHI 19,0,7,Jay Cutler pass complete short left to Matt Forte for 12 yards (tackle by Kentwan Balmer),-1.000,1.000
2,0:45,1,10,CHI 31,0,7,Jay Cutler pass complete short middle to Earl Bennett for 17 yards (tackle by Dre' Bly),1.000,2.130
2,0:37,,,,0,7,Timeout #1 by Chicago Bears,0.000,2.130
2,0:37,1,10,CHI 48,0,7,Jay Cutler pass incomplete short middle intended for Devin Hester (defended by Ahmad Brooks),2.130,1.580
2,0:32,2,10,CHI 48,0,7,"Penalty on Jay Cutler: Delay of Game, 5 yards (no play)",1.580,0.910
2,0:32,2,15,CHI 43,0,7,Jay Cutler pass complete short right to Johnny Knox for 11 yards (tackle by Mark Roman),0.910,1.680
2,0:26,3,4,SFO 46,0,7,Jay Cutler pass complete short right to Greg Olsen for 7 yards (tackle by Mark Roman),1.680,2.980
2,0:20,,,,0,7,Timeout #2 by Chicago Bears,0.000,2.980
2,0:20,1,10,SFO 39,0,7,Jay Cutler pass incomplete deep left intended for Devin Hester,2.980,2.440
2,0:14,2,10,SFO 39,0,7,"Jay Cutler pass incomplete short left intended for Earl Bennett. Penalty on Shawntae Spencer: Defensive Pass Interfere, 4 yards (no play)",2.440,3.250
2,0:09,1,10,SFO 35,0,7,Jay Cutler pass complete short left to Devin Hester for 8 yards,3.250,3.780
2,0:09,2,2,SFO 27,0,7,"Penalty on Brad Maynard: Delay of Game, 5 yards (no play)",3.780,3.110
2,0:06,2,7,SFO 32,3,7,Robbie Gould 50 yard field goal good,3.110,3.000
2,,,,CHI 30,3,7,"Robbie Gould kicks off 41 yards, returned by Kentwan Balmer for 4 yards (tackle by Corey Graham)",0.000,0.940
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,3,7,"Robbie Gould kicks off 64 yards, returned by Arnaz Battle for 24 yards (tackle by Adrian Peterson). Penalty on Mark Roman: Offensive Holding, 10 yards",0.000,0.280
3,14:54,1,10,SFO 20,3,7,Frank Gore left guard for 3 yards (tackle by Hunter Hillenmeyer),0.280,0.140
3,14:17,2,7,SFO 23,3,7,Frank Gore middle for -3 yards (tackle by Tommie Harris),0.140,-0.960
3,13:37,3,10,SFO 20,3,7,Alex Smith pass complete short left to Michael Crabtree for 5 yards (tackle by Lance Briggs),-0.960,-1.700
3,13:06,4,5,SFO 25,3,7,"Andy Lee punts 39 yards. Penalty on Delanie Walker: Unnecessary Roughness, 15 yards",-1.700,-2.320
3,12:58,1,10,SFO 49,3,7,Jay Cutler pass complete short left to Devin Hester for 8 yards (tackle by Shawntae Spencer),2.320,2.860
3,12:28,2,2,SFO 41,3,7,Matt Forte right tackle for -2 yards (tackle by Manny Lawson and Matt Wilhelm),2.860,1.880
3,11:42,3,4,SFO 43,3,7,Jay Cutler pass incomplete short right intended for Devin Hester is intercepted by Dashon Goldson at SFO-43 and returned for 2 yards,1.880,-1.930
3,11:33,1,10,SFO 45,3,7,Frank Gore middle for no gain (tackle by Alex Brown),1.930,1.380
3,10:56,2,10,SFO 45,3,7,Alex Smith pass complete short right to Frank Gore for -2 yards (tackle by Charles Tillman),1.380,0.430
3,10:09,3,12,SFO 43,3,7,"Alex Smith pass incomplete short middle intended for Vernon Davis is intercepted by Lance Briggs at SFO-48 and returned for 10 yards. Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",0.430,1.090
3,10:01,3,7,SFO 48,3,7,Frank Gore middle for 6 yards (tackle by Nathan Vasher),1.090,0.200
3,9:34,4,1,CHI 46,3,7,Alex Smith middle for no gain (tackle by Lance Briggs and Adewale Ogunleye),0.200,-1.990
3,9:29,1,10,CHI 46,3,7,Jay Cutler pass complete short left to Matt Forte for 31 yards (tackle by Matt Wilhelm and Patrick Willis),1.990,4.040
3,8:49,1,10,SFO 23,3,7,Jay Cutler pass complete short right to Devin Hester for 2 yards (tackle by Manny Lawson),4.040,3.770
3,8:23,2,8,SFO 21,3,7,Matt Forte left guard for no gain (tackle by Aubrayo Franklin),3.770,3.070
3,7:47,3,8,SFO 21,3,7,Jay Cutler pass complete short right to Earl Bennett for 1 yard (tackle by Mark Roman),3.070,2.120
3,7:32,4,7,SFO 20,6,7,Robbie Gould 38 yard field goal good,2.120,3.000
3,,,,CHI 30,6,7,"Robbie Gould kicks off 65 yards, returned by Arnaz Battle for 26 yards (tackle by Danieal Manning)",0.000,1.000
3,7:27,1,10,SFO 31,6,7,Alex Smith pass complete deep right to Michael Crabtree for 20 yards (tackle by Josh Bullocks),1.000,2.320
3,6:43,1,10,CHI 49,6,7,Alex Smith pass complete short left to Josh Morgan for 4 yards (tackle by Danieal Manning),2.320,2.320
3,6:06,2,6,CHI 45,6,7,Frank Gore middle for -2 yards (tackle by Nick Roach and Anthony Adams),2.320,1.360
3,5:21,3,8,CHI 47,6,7,"Penalty on Josh Morgan: False Start, 5 yards (no play)",1.360,0.700
3,4:55,3,13,SFO 48,6,7,Alex Smith pass complete short middle to Vernon Davis for 5 yards (tackle by Hunter Hillenmeyer and Tommie Harris). Penalty on Adam Snyder: Ineligible Downfield Pas (Declined),0.700,0.130
3,4:40,4,8,CHI 47,6,7,"Andy Lee punts 33 yards, returned by Devin Hester for 2 yards (tackle by Michael Robinson). Penalty on Arnaz Battle: Face Mask (15 Yards), 15 yards",0.130,-1.000
3,4:26,1,10,CHI 31,6,7,Matt Forte left end for -1 yards (tackle by Matt Wilhelm),1.000,0.320
3,3:50,2,11,CHI 30,6,7,Jay Cutler pass incomplete short left intended for Earl Bennett,0.320,-0.360
3,3:45,3,11,CHI 30,6,7,Jay Cutler pass complete short middle to Greg Olsen for 14 yards (tackle by Dre' Bly),-0.360,1.860
3,3:08,1,10,CHI 44,6,7,Jay Cutler pass incomplete short right intended for Matt Forte,1.860,1.320
3,3:01,2,10,CHI 44,6,7,"Jay Cutler pass complete short middle to Earl Bennett for 40 yards (tackle by Dashon Goldson). Penalty on Roberto Garza: Ineligible Downfield Pas (Declined), Penalty on Tarell Brown: Unnecessary Roughness, 15 yards (no play)",1.320,2.850
3,2:35,1,10,SFO 41,6,7,Jay Cutler pass incomplete deep right intended for Kellen Davis,2.850,2.310
3,2:25,2,10,SFO 41,6,7,Matt Forte left guard for 2 yards (tackle by Matt Wilhelm),2.310,1.880
3,1:44,3,8,SFO 39,6,7,Jay Cutler pass incomplete short middle intended for Johnny Knox,1.880,0.660
3,1:37,4,8,SFO 39,6,7,Brad Maynard punts 33 yards,0.660,0.380
3,1:29,1,10,SFO 6,6,7,Frank Gore right guard for no gain (tackle by Adewale Ogunleye),-0.380,-0.780
3,0:43,2,10,SFO 6,6,7,Alex Smith pass complete short left to Vernon Davis for 5 yards (tackle by Nick Roach and Corey Graham),-0.780,-0.840
Quarter,Time,Down,ToGo,Location,CHI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,SFO 11,6,7,Alex Smith pass incomplete short left intended for Josh Morgan,-0.840,-2.490
4,14:57,4,5,SFO 11,6,7,Andy Lee punts 39 yards,-2.490,-2.260
4,14:44,1,10,,6,7,Matt Forte middle for 2 yards (tackle by Aubrayo Franklin),2.260,1.980
4,14:13,2,8,SFO 48,6,7,Matt Forte middle for 1 yard (tackle by Justin Smith and Matt Wilhelm),1.980,1.420
4,13:34,3,7,SFO 47,6,7,"Jay Cutler pass incomplete intended for Kellen Davis is intercepted by Mark Roman at CHI-48 and returned for 27 yards. Olin Kreutz fumbles, recovered by Jay Cutler at CHI-48",1.420,-2.650
4,13:19,1,10,CHI 44,6,7,Alex Smith pass complete short left to Frank Gore for 5 yards (tackle by Mark Anderson),2.650,2.780
4,12:36,2,5,CHI 39,6,7,Alex Smith pass incomplete short left intended for Vernon Davis,2.780,2.080
4,12:28,3,5,CHI 39,6,7,"Frank Gore right end for 25 yards (tackle by Charles Tillman). Frank Gore fumbles (forced by Charles Tillman), recovered by Josh Morgan at CHI-6",2.080,5.830
4,11:45,1,6,CHI 6,6,7,Frank Gore middle for 4 yards (tackle by Lance Briggs and Danieal Manning),5.830,5.720
4,11:06,2,2,CHI 2,6,7,Frank Gore middle for -1 yards (tackle by Craig Steltz and Lance Briggs),5.720,4.720
4,10:21,3,3,CHI 3,6,7,Alex Smith pass incomplete short right intended for Josh Morgan,4.720,3.040
4,10:15,4,3,CHI 3,6,10,Joe Nedney 21 yard field goal good,3.040,3.000
4,,,,SFO 30,6,10,"Joe Nedney kicks off 65 yards, returned by Johnny Knox for 12 yards (tackle by Diyral Briggs)",0.000,-0.060
4,10:04,1,10,CHI 17,6,10,Jay Cutler pass complete short left to Devin Hester for 2 yards (tackle by Shawntae Spencer),-0.060,-0.250
4,9:25,2,8,CHI 19,6,10,Jay Cutler pass incomplete short right intended for Johnny Knox,-0.250,-1.000
4,9:20,3,8,CHI 19,6,10,Jay Cutler pass incomplete short left intended for Johnny Knox,-1.000,-2.140
4,9:13,4,8,CHI 19,6,10,Brad Maynard punts 63 yards,-2.140,-0.040
4,9:01,1,10,SFO 18,6,10,Frank Gore right guard for -1 yards (tackle by Danieal Manning and Lance Briggs),0.040,-0.650
4,8:22,2,11,SFO 17,6,10,Frank Gore right guard for 23 yards (tackle by Danieal Manning),-0.650,1.600
4,7:35,1,10,SFO 40,6,10,Frank Gore left tackle for 3 yards (tackle by Lance Briggs),1.600,1.460
4,6:55,2,7,SFO 43,6,10,Frank Gore middle for 4 yards (tackle by Hunter Hillenmeyer),1.460,1.290
4,6:13,3,3,SFO 47,6,10,Michael Robinson right end for 4 yards (tackle by Danieal Manning),1.290,2.320
4,5:26,1,10,CHI 49,6,10,Frank Gore right guard for no gain (tackle by Hunter Hillenmeyer),2.320,1.780
4,4:47,2,10,CHI 49,6,10,"Alex Smith pass incomplete short right intended for Moran Norris. Penalty on Tommie Harris: Defensive Offside, 5 yards (no play)",1.780,2.460
4,4:41,2,5,CHI 44,6,10,Frank Gore right guard for 2 yards (tackle by Adewale Ogunleye),2.460,2.020
4,3:57,3,3,CHI 42,6,10,Alex Smith pass complete short right to Michael Robinson for 4 yards (tackle by Lance Briggs),2.020,3.050
4,3:47,1,10,CHI 38,6,10,Frank Gore middle for no gain (tackle by Lance Briggs),3.050,2.510
4,3:43,,,,6,10,Timeout #1 by Chicago Bears,0.000,2.510
4,3:43,2,10,CHI 38,6,10,Frank Gore middle for 2 yards (tackle by Hunter Hillenmeyer),2.510,2.080
4,3:01,3,8,CHI 36,6,10,Alex Smith middle for 2 yards (tackle by Adewale Ogunleye),2.080,1.070
4,2:53,,,,6,10,Timeout #2 by Chicago Bears,0.000,1.070
4,2:53,4,6,CHI 34,6,10,"Andy Lee punts 34 yards, touchback",1.070,-0.280
4,2:47,1,10,CHI 20,6,10,Jay Cutler pass incomplete short right intended for Johnny Knox,0.280,-0.270
4,2:42,2,10,CHI 20,6,10,Jay Cutler pass incomplete deep middle intended for Earl Bennett,-0.270,-0.960
4,2:36,3,10,CHI 20,6,10,Jay Cutler pass incomplete short left intended for Devin Hester. Penalty on Kevin Shaffer: Illegal Formation (Declined),-0.960,-2.030
4,2:31,4,10,CHI 20,6,10,"Jay Cutler pass incomplete short right intended for Greg Olsen. Penalty on Dre' Bly: Illegal Contact, 5 yards (no play)",-2.030,0.610
4,2:23,1,10,CHI 25,6,10,"Matt Forte right end for 3 yards (tackle by Mark Roman). Penalty on Roberto Garza: Offensive Holding, 10 yards",0.610,-0.010
4,2:15,1,17,CHI 18,6,10,"Jay Cutler pass complete short left to Matt Forte for 12 yards (tackle by Tarell Brown). Penalty on Chris Williams: Unnecessary Roughness, 15 yards",-0.010,-1.430
4,2:00,2,20,CHI 15,6,10,Jay Cutler pass complete short right to Devin Hester for 10 yards (tackle by Patrick Willis),-1.430,-0.620
4,1:34,3,10,CHI 25,6,10,Jay Cutler pass complete short middle to Matt Forte for 20 yards (tackle by Dashon Goldson). Penalty on Parys Haralson: Defensive Offside (Declined),-0.620,1.930
4,1:26,1,10,CHI 45,6,10,Jay Cutler pass complete short middle to Greg Olsen for 6 yards (tackle by Mark Roman),1.930,2.190
4,1:07,2,4,SFO 49,6,10,Jay Cutler pass complete short right to Devin Hester for 10 yards (tackle by Michael Lewis),2.190,2.980
4,1:07,1,10,SFO 39,6,10,Jay Cutler spiked the ball,2.980,2.440
4,0:52,2,10,SFO 39,6,10,Jay Cutler pass complete short right to Devin Hester for 8 yards (tackle by Patrick Willis),2.440,2.810
4,0:33,3,2,SFO 31,6,10,Jay Cutler pass complete short left to Johnny Knox for 9 yards (tackle by Dashon Goldson),2.810,4.110
4,0:17,1,10,SFO 22,6,10,Jay Cutler spiked the ball,4.110,3.560
4,0:17,2,10,SFO 22,6,10,Jay Cutler pass complete short right to Devin Aromashodu for 10 yards,3.560,4.780
4,0:13,,,,6,10,Timeout #1 by San Francisco 49ers,0.000,4.780
4,0:13,1,10,SFO 12,6,10,Jay Cutler pass incomplete short middle intended for Greg Olsen,4.780,4.100
4,0:08,2,10,SFO 12,6,10,Jay Cutler pass incomplete deep middle intended for Greg Olsen is intercepted by Michael Lewis,4.100,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
