Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,BAL 32,0,7,Thomas Jones up the middle for -3 yards (tackle by Haloti Ngata and Trevor Pryce),3.320,2.210
2,14:19,,,,0,7,Timeout #1 by Baltimore Ravens,0.000,2.210
2,14:19,3,7,BAL 35,0,7,Kellen Clemens pass complete short left to Laveranues Coles for 3 yards (tackle by Samari Rolle),2.210,1.270
2,13:42,4,4,BAL 32,3,7,Mike Nugent 50 yard field goal good,1.270,3.000
2,,,,NYJ 30,3,7,"Mike Nugent kicks off 70 yards, returned by Yamon Figurs for 61 yards (tackle by Stacy Tutt)",0.000,2.980
2,13:25,1,10,NYJ 39,3,7,Willis McGahee right guard for 2 yards (tackle by Shaun Ellis and Eric Barton),2.980,2.710
2,12:44,2,8,NYJ 37,3,7,Willis McGahee right tackle for 9 yards (tackle by Jonathan Vilma and Kenyon Coleman),2.710,3.710
2,12:06,1,10,NYJ 28,3,7,Kyle Boller pass complete short left to Derrick Mason for 9 yards (tackle by David Barrett),3.710,4.420
2,11:41,2,1,NYJ 19,3,7,Le'Ron McClain left guard for 2 yards (tackle by Victor Hobson and Dewayne Robertson),4.420,4.440
2,11:01,1,10,NYJ 17,3,7,Musa Smith left guard for 2 yards (tackle by Victor Hobson and Eric Smith),4.440,4.150
2,10:23,2,8,NYJ 15,3,7,Kyle Boller pass incomplete short right intended for Derrick Mason (defended by Darrelle Revis),4.150,3.340
2,10:17,3,8,NYJ 15,3,7,Kyle Boller pass complete short middle to Derrick Mason for 5 yards (tackle by Darrelle Revis),3.340,2.860
2,9:42,4,3,NYJ 10,3,10,Matt Stover 28 yard field goal good,2.860,3.000
2,,,,BAL 30,3,10,"Matt Stover kicks off 65 yards, returned by Justin Miller for 22 yards (tackle by Gary Stills)",0.000,0.740
2,9:32,1,10,NYJ 27,3,10,Kellen Clemens pass incomplete short left intended for Jerricho Cotchery (defended by Dawan Landry),0.740,0.200
2,9:28,2,10,NYJ 27,3,10,Thomas Jones up the middle for 3 yards (tackle by Bart Scott),0.200,-0.100
2,8:51,3,7,NYJ 30,3,10,Kellen Clemens sacked by Trevor Pryce for -2 yards,-0.100,-1.500
2,8:33,4,9,NYJ 28,3,10,Ben Graham punts 32 yards,-1.500,-1.600
2,8:23,1,10,BAL 40,3,10,Kyle Boller pass complete short right to Derrick Mason for 12 yards (tackle by Kerry Rhodes),1.600,2.390
2,7:56,1,10,NYJ 48,3,10,Kyle Boller pass incomplete deep left intended for Demetrius Williams (defended by David Barrett),2.390,1.850
2,7:48,2,10,NYJ 48,3,10,Willis McGahee left end for 5 yards (tackle by David Barrett and Kenyon Coleman),1.850,1.820
2,7:07,3,5,NYJ 43,3,10,Kyle Boller pass complete short middle to Todd Heap for 11 yards (tackle by Darrelle Revis),1.820,3.450
2,6:27,1,10,NYJ 32,3,10,Kyle Boller pass complete short left to Mark Clayton for -1 yards (tackle by David Barrett),3.450,2.770
2,5:47,2,11,NYJ 33,3,10,Kyle Boller pass complete short middle to Quinn Sypniewski for 5 yards (tackle by Eric Barton),2.770,2.740
2,5:02,3,6,NYJ 28,3,10,Kyle Boller pass incomplete short left intended for Demetrius Williams,2.740,1.610
2,4:58,4,6,NYJ 28,3,10,Matt Stover 46 yard field goal no good,1.610,-1.330
2,4:53,1,10,NYJ 36,3,10,"Thomas Jones right guard for 8 yards (tackle by Dawan Landry). Penalty on Dawan Landry: Face Mask (15 Yards), 15 yards",1.330,2.850
2,4:40,1,10,BAL 41,3,10,Thomas Jones right guard for 3 yards (tackle by Kelly Gregg and Haloti Ngata),2.850,2.710
2,4:05,2,7,BAL 38,3,10,Kellen Clemens sacked by Corey Ivy for -7 yards,2.710,1.090
2,3:30,3,14,BAL 45,3,10,Kellen Clemens pass complete short left to Jerricho Cotchery for 11 yards (tackle by Samari Rolle),1.090,1.090
2,2:51,4,3,BAL 34,3,10,Mike Nugent 52 yard field goal no good,1.090,-1.800
2,2:45,1,10,BAL 43,3,10,Willis McGahee up the middle for 6 yards (tackle by Kenyon Coleman),1.800,2.060
2,2:22,2,4,BAL 49,3,10,Kyle Boller pass complete short right to Todd Heap for 10 yards (tackle by Darrelle Revis),2.060,2.850
2,2:00,1,10,NYJ 41,3,10,Kyle Boller pass complete short left to Derrick Mason for 8 yards (tackle by Erik Coleman),2.850,3.390
2,1:55,2,2,NYJ 33,3,10,Kyle Boller pass complete short right to Derrick Mason for 1 yard (tackle by Andre Dyson),3.390,2.810
2,1:28,3,1,NYJ 32,3,10,Kyle Boller up the middle for 2 yards (tackle by Victor Hobson),2.810,3.580
2,1:28,,,,3,10,Timeout #2 by Baltimore Ravens,0.000,3.580
2,1:28,1,10,NYJ 30,3,10,Kyle Boller up the middle for 12 yards (tackle by David Barrett),3.580,4.370
2,1:02,,,,3,10,Timeout #2 by New York Jets,0.000,4.370
2,1:02,1,10,NYJ 18,3,10,Willis McGahee right tackle for 9 yards (tackle by Eric Smith and Erik Coleman),4.370,5.420
2,0:38,,,,3,10,Timeout #3 by New York Jets,0.000,5.420
2,0:38,2,1,NYJ 9,3,10,Kyle Boller pass incomplete short middle intended for Todd Heap,5.420,4.740
2,0:34,3,1,NYJ 9,3,10,Willis McGahee left tackle for 3 yards (tackle by Kerry Rhodes and David Barrett),4.740,5.830
2,0:34,1,6,NYJ 6,3,10,Kyle Boller spiked the ball,5.830,4.950
2,0:18,2,6,NYJ 6,3,10,Willis McGahee left tackle for 2 yards (tackle by Dewayne Robertson and Jonathan Vilma),4.950,4.490
2,0:10,,,,3,10,Timeout #3 by Baltimore Ravens,0.000,4.490
2,0:10,3,4,NYJ 4,3,16,"Kyle Boller pass complete short left to Todd Heap for 4 yards, touchdown",4.490,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,,,,NYJ 2,3,17,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,3,17,"Matt Stover kicks off 45 yards, returned by Justin McCareins for 12 yards (tackle by Gary Stills)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,17,"Matt Stover kicks off 55 yards, returned by Chris Baker for 10 yards (tackle by Jamaine Winborne)",0.000,0.610
3,14:53,1,10,NYJ 25,3,17,Thomas Jones up the middle for 8 yards (tackle by Ray Lewis and Trevor Pryce),0.610,1.140
3,14:33,2,2,NYJ 33,3,17,Thomas Jones up the middle for 8 yards (tackle by Ray Lewis and Terrell Suggs),1.140,1.660
3,14:09,1,10,NYJ 41,3,17,Thomas Jones right guard for no gain (tackle by Bart Scott and Jarret Johnson),1.660,1.120
3,13:44,2,10,NYJ 41,3,17,Kellen Clemens pass complete short right to Brad Smith for 8 yards (tackle by Dwan Edwards),1.120,1.490
3,13:21,3,2,NYJ 49,3,17,Thomas Jones left end for -3 yards (tackle by Jarret Johnson),1.490,-0.320
3,12:49,4,5,NYJ 46,3,17,"Ben Graham punts 44 yards, returned by Yamon Figurs for 16 yards (tackle by Wallace Wright)",-0.320,-0.670
3,12:37,1,10,BAL 26,3,17,Kyle Boller pass incomplete deep right intended for Demetrius Williams,0.670,0.130
3,12:31,2,10,BAL 26,3,17,Willis McGahee left tackle for 2 yards (tackle by Jonathan Vilma),0.130,-0.300
3,11:51,3,8,BAL 28,3,17,"Penalty on Adam Terry: False Start, 5 yards (no play)",-0.300,-0.960
3,11:35,3,13,BAL 23,3,17,Kyle Boller pass complete short left to Todd Heap for 7 yards (tackle by David Barrett),-0.960,-1.370
3,10:57,4,6,BAL 30,3,17,"Sam Koch punts 47 yards, fair catch by Leon Washington",-1.370,-0.480
3,10:49,1,10,NYJ 23,3,17,Kellen Clemens pass complete short left to Jerricho Cotchery for 18 yards (tackle by Samari Rolle),0.480,1.660
3,10:16,1,10,NYJ 41,3,17,Thomas Jones up the middle for 3 yards (tackle by Justin Bannan and Jarret Johnson),1.660,1.530
3,9:39,2,7,NYJ 44,3,17,Kellen Clemens pass complete short left to Laveranues Coles for 6 yards (tackle by Bart Scott),1.530,1.620
3,9:12,3,1,NYJ 50,3,17,Kellen Clemens up the middle for 1 yard (tackle by Bart Scott),1.620,2.320
3,8:44,1,10,BAL 49,3,17,Kellen Clemens pass incomplete short right intended for Brad Smith,2.320,1.780
3,8:37,2,10,BAL 49,3,17,Kellen Clemens pass incomplete short middle intended for Thomas Jones (defended by Terrell Suggs),1.780,1.090
3,8:31,3,10,BAL 49,3,17,Kellen Clemens pass complete short right to Jerricho Cotchery for 12 yards (tackle by Corey Ivy),1.090,3.120
3,7:54,1,10,BAL 37,3,17,Thomas Jones right guard for 2 yards (tackle by Bart Scott and Kelly Gregg),3.120,2.840
3,7:10,2,8,BAL 35,3,17,Kellen Clemens sacked by Dawan Landry for -9 yards,2.840,0.960
3,6:36,3,17,BAL 44,3,17,Kellen Clemens sacked by Gerome Sapp for -7 yards,0.960,-0.130
3,6:36,4,24,NYJ 49,3,17,"Ben Graham punts 39 yards, returned by Ed Reed for 36 yards (tackle by Brad Kassell). Penalty on Dennis Haley: Illegal Block Above the Waist, 9 yards",-0.130,0.380
3,6:02,1,10,BAL 8,3,17,Willis McGahee left guard for 7 yards (tackle by Kerry Rhodes),-0.380,-0.210
3,5:30,2,3,BAL 15,3,17,Willis McGahee up the middle for 2 yards (tackle by Jonathan Vilma),-0.210,-0.370
3,4:54,3,1,BAL 17,3,17,Willis McGahee left guard for 4 yards (tackle by David Barrett and Eric Hicks),-0.370,0.340
3,4:18,1,10,BAL 21,3,17,Musa Smith right guard for 3 yards (tackle by Jonathan Vilma),0.340,0.210
3,3:44,2,7,BAL 24,3,17,Kyle Boller pass complete short right to Todd Heap for 1 yard (tackle by Bryan Thomas),0.210,-0.360
3,3:00,3,6,BAL 25,3,17,Kyle Boller pass complete short middle to Derrick Mason for 5 yards (tackle by Darrelle Revis),-0.360,-1.370
3,2:22,4,1,BAL 30,3,17,"Sam Koch punts 46 yards, fair catch by Leon Washington",-1.370,-0.540
3,2:13,1,10,NYJ 24,3,17,Kellen Clemens pass complete short left to Nick Mangold for -3 yards (tackle by Dwan Edwards),0.540,-0.410
3,1:38,2,13,NYJ 21,3,17,Kellen Clemens pass incomplete deep right intended for Jerricho Cotchery (defended by Chris McAlister),-0.410,-1.090
3,1:31,3,13,NYJ 21,3,17,Kellen Clemens pass incomplete short middle intended for Jerricho Cotchery,-1.090,-1.960
3,1:26,4,13,NYJ 21,3,17,"Ben Graham punts 41 yards, muffed catch by Yamon Figurs, recovered by Yamon Figurs and returned for no gain",-1.960,-1.470
3,1:20,1,10,BAL 38,3,17,Kyle Boller pass complete deep left to Todd Heap for 37 yards (tackle by David Barrett). Penalty on David Barrett: Defensive Pass Interference (Declined),1.470,3.910
3,1:01,1,10,NYJ 25,3,17,Willis McGahee left guard for 2 yards (tackle by Eric Barton),3.910,3.630
3,0:22,2,8,NYJ 23,3,17,Kyle Boller pass incomplete deep middle intended for Todd Heap,3.630,2.940
3,0:17,3,8,NYJ 23,3,17,Musa Smith up the middle for 3 yards (tackle by Bryan Thomas and Dewayne Robertson),2.940,2.170
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,NYJ 20,3,17,"Penalty on Matt Katula: False Start, 5 yards (no play)",2.170,1.800
4,15:00,4,10,NYJ 25,3,20,Matt Stover 43 yard field goal good,1.800,3.000
4,,,,BAL 30,3,20,"Matt Stover kicks off 69 yards, returned by Wallace Wright for 28 yards (tackle by Corey Ivy)",0.000,0.870
4,14:50,1,10,NYJ 29,3,20,Thomas Jones right guard for 2 yards (tackle by Bart Scott),0.870,0.600
4,14:23,2,8,NYJ 31,3,20,Thomas Jones up the middle for 2 yards (tackle by Kelly Gregg and Jarret Johnson),0.600,0.170
4,13:41,3,6,NYJ 33,3,20,Kellen Clemens pass complete short right to Jerricho Cotchery for 7 yards (tackle by Ed Reed),0.170,1.600
4,13:10,1,10,NYJ 40,3,20,"Kellen Clemens pass incomplete deep left intended for Laveranues Coles. Penalty on Samari Rolle: Defensive Pass Interference, 26 yards (no play)",1.600,3.310
4,13:03,1,10,BAL 34,3,20,"Thomas Jones up the middle for 9 yards (tackle by Jarret Johnson). Thomas Jones fumbles (forced by Jarret Johnson), recovered by Adrien Clarke at BAL-21",3.310,4.170
4,12:28,1,10,BAL 21,3,20,Thomas Jones up the middle for 3 yards (tackle by Ray Lewis),4.170,4.040
4,11:56,2,7,BAL 18,3,20,Kellen Clemens pass complete short left to Laveranues Coles for 8 yards (tackle by Samari Rolle),4.040,4.910
4,11:32,1,10,BAL 10,3,20,Thomas Jones up the middle for 3 yards (tackle by Dwan Edwards),4.910,4.760
4,10:55,2,7,BAL 7,3,20,Thomas Jones right guard for 4 yards (tackle by Jarret Johnson),4.760,4.720
4,10:13,3,3,BAL 3,3,20,Kellen Clemens pass incomplete short right intended for Laveranues Coles (defended by Chris McAlister),4.720,3.040
4,10:08,4,3,BAL 3,6,20,Mike Nugent 21 yard field goal good,3.040,3.000
4,,,,NYJ 30,6,20,"Mike Nugent kicks off 72 yards, returned by Yamon Figurs for 28 yards (tackle by Rashad Washington)",0.000,0.670
4,9:58,1,10,BAL 26,6,20,Willis McGahee up the middle for 6 yards (tackle by Dewayne Robertson and Erik Coleman),0.670,0.940
4,9:21,2,4,BAL 32,6,20,Willis McGahee up the middle for 1 yard (tackle by Kerry Rhodes),0.940,0.370
4,8:44,3,3,BAL 33,6,20,Kyle Boller pass complete short left to Todd Heap for 6 yards (tackle by Eric Smith),0.370,1.530
4,8:18,1,10,BAL 39,6,20,Kyle Boller pass complete short right to Willis McGahee for 4 yards (tackle by Bryan Thomas),1.530,1.530
4,7:36,2,6,BAL 43,6,20,Willis McGahee up the middle for 1 yard (tackle by Jonathan Vilma and Darrelle Revis),1.530,0.960
4,7:00,3,5,BAL 44,6,20,Kyle Boller pass incomplete deep middle intended for Mark Clayton (defended by Eric Smith),0.960,-0.460
4,6:54,4,5,BAL 44,6,20,"Sam Koch punts 37 yards, fair catch by Leon Washington",-0.460,-0.150
4,6:47,1,10,NYJ 19,6,20,Kellen Clemens pass incomplete short left intended for Leon Washington (defended by Terrell Suggs),0.150,-0.390
4,6:41,2,10,NYJ 19,6,20,Thomas Jones right guard for no gain (tackle by Dawan Landry),-0.390,-1.070
4,6:20,3,10,NYJ 19,6,20,Kellen Clemens pass complete short right to Justin McCareins for 10 yards,-1.070,0.870
4,5:59,1,10,NYJ 29,6,20,Kellen Clemens pass complete deep left to Jerricho Cotchery for 44 yards (tackle by Corey Ivy),0.870,3.780
4,5:25,1,10,BAL 27,6,20,Kellen Clemens pass complete short left to Laveranues Coles for 8 yards,3.780,4.350
4,5:06,2,2,BAL 19,6,20,Kellen Clemens pass incomplete short right intended for Justin McCareins,4.350,3.640
4,5:06,3,2,BAL 19,6,20,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",3.640,2.940
4,4:51,3,7,BAL 24,6,20,Kellen Clemens pass incomplete short left intended for Laveranues Coles,2.940,1.870
4,4:47,4,7,BAL 24,6,20,Kellen Clemens pass complete short right to Jerricho Cotchery for 23 yards (tackle by Ray Lewis),1.870,6.970
4,4:18,1,1,BAL 1,6,20,Kellen Clemens up the middle for no gain (tackle by Jarret Johnson and Bart Scott),6.970,5.910
4,3:48,2,1,BAL 1,6,20,Thomas Jones up the middle for -2 yards (tackle by Gerome Sapp),5.910,4.720
4,3:17,3,3,BAL 3,12,20,"Kellen Clemens pass complete short right to Chris Baker for 3 yards, touchdown",4.720,7.000
,,,,,,,"BAL challenged the runner was in bounds ruling, and the play was upheld.",,
4,,,,BAL 2,13,20,"Mike Nugent kicks extra point good. Penalty on Terrell Suggs: Leverage, 15 yards",0.000,0.000
4,,,,NYJ 45,13,20,Mike Nugent kicks onside 22 yards,0.000,1.140
4,3:12,1,10,BAL 33,13,20,Kyle Boller pass incomplete deep left intended for Demetrius Williams (defended by David Barrett),1.140,0.590
4,3:10,2,10,BAL 33,13,20,Willis McGahee left guard for 5 yards (tackle by Kerry Rhodes),0.590,0.560
4,2:55,,,,13,20,Timeout #1 by New York Jets,0.000,0.560
4,2:55,3,5,BAL 38,13,20,Kyle Boller pass incomplete short right intended for Derrick Mason,0.560,-0.850
4,2:47,4,5,BAL 38,13,20,"Sam Koch punts 62 yards, touchback",-0.850,-0.280
4,2:38,1,10,NYJ 20,13,20,Kellen Clemens pass complete short left to Jerricho Cotchery for 50 yards (tackle by Gerome Sapp),0.280,3.580
4,2:26,1,10,BAL 30,13,20,Kellen Clemens pass complete short left to Thomas Jones for -1 yards (tackle by Bart Scott),3.580,2.900
4,1:59,2,11,BAL 31,13,20,Kellen Clemens pass incomplete deep middle intended for Justin McCareins,2.900,2.210
4,1:55,3,11,BAL 31,13,20,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",2.210,1.550
4,1:55,3,16,BAL 36,13,20,"Kellen Clemens pass incomplete deep middle intended for Jerricho Cotchery. Penalty on Gerome Sapp: Defensive Holding, 5 yards (no play)",1.550,3.510
4,1:39,1,10,BAL 31,13,20,Kellen Clemens pass incomplete deep middle intended for Laveranues Coles,3.510,2.970
4,1:27,2,10,BAL 31,13,20,Kellen Clemens pass incomplete short left intended for Laveranues Coles,2.970,2.280
4,1:22,3,10,BAL 31,13,20,Kellen Clemens pass complete deep left to Laveranues Coles for 24 yards (tackle by Samari Rolle),2.280,5.600
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",,
4,1:16,1,7,BAL 7,13,20,Kellen Clemens pass incomplete short middle intended for Justin McCareins (defended by Gerome Sapp),5.600,4.760
4,1:10,2,7,BAL 7,13,20,Kellen Clemens pass incomplete short middle intended for Justin McCareins is intercepted by Ray Lewis at BAL-0,4.760,-0.280
4,1:03,1,10,BAL 20,13,20,Willis McGahee up the middle for 1 yard (tackle by Erik Coleman and Shaun Ellis),0.280,-0.130
4,0:57,,,,13,20,Timeout #2 by New York Jets,0.000,-0.130
4,0:57,2,9,BAL 21,13,20,Willis McGahee left tackle for 7 yards (tackle by Jonathan Vilma and Erik Coleman),-0.130,0.100
4,0:50,,,,13,20,Timeout #3 by New York Jets,0.000,0.100
4,0:49,3,2,BAL 28,13,20,Willis McGahee left guard for 1 yard (tackle by Kenyon Coleman and Bryan Thomas),0.100,-1.440
4,0:49,4,1,BAL 29,13,20,"Penalty on Kyle Boller: Delay of Game, 5 yards (no play)",-1.440,-1.770
4,0:02,4,6,BAL 24,13,20,Kyle Boller up the middle for -7 yards,-1.770,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
