Quarter,Time,Down,ToGo,Location,NWE,STL,Detail,EPB,EPA
2,1:02,1,10,NWE 28,16,14,"Tom Brady pass incomplete intended for Kevin Faulk. Penalty on Leonard Little: Roughing the Passer, 15 yards (no play)",0.810,1.800
2,0:56,1,10,NWE 43,16,14,Tom Brady pass incomplete intended for David Patten,1.800,1.250
2,0:50,2,10,NWE 43,16,14,Tom Brady pass incomplete intended for David Givens,1.250,0.560
2,0:45,3,10,NWE 43,16,14,Tom Brady pass complete to David Patten for 20 yards (tackle by Rich Coady),0.560,3.120
2,0:37,,,,16,14,Timeout #1 by New England Patriots,0.000,3.120
2,0:37,1,10,STL 37,16,14,Tom Brady pass incomplete intended for David Givens (defended by Jerametrius Butler),3.120,2.570
2,0:30,2,10,STL 37,16,14,Tom Brady pass complete to David Patten for 14 yards (tackle by Travis Fisher),2.570,4.040
2,0:24,1,10,STL 23,16,14,Tom Brady pass incomplete intended for Kevin Faulk,4.040,3.500
2,0:18,2,10,STL 23,16,14,"Kevin Faulk left end for 2 yards (tackle by Aeneas Williams). Penalty on Erik Flowers: Defensive Offside, 5 yards (no play)",3.500,4.210
2,0:12,2,5,STL 18,16,14,Tom Brady pass incomplete intended for Patrick Pass,4.210,3.490
2,0:08,,,,16,14,Timeout #2 by New England Patriots,0.000,3.490
2,0:08,3,5,STL 18,16,14,Tom Brady pass incomplete intended for David Givens,3.490,2.300
2,0:03,4,5,STL 18,19,14,Adam Vinatieri 36 yard field goal good,2.300,3.000
Quarter,Time,Down,ToGo,Location,NWE,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,19,14,"Adam Vinatieri kicks off 73 yards, returned by Arlen Harris for 25 yards (tackle by Matt Chatham). Penalty on Robert Thomas: Offensive Holding, 10 yards",0.000,-0.350
3,14:54,1,10,STL 12,19,14,Marc Bulger pass incomplete intended for Joey Goodspeed,-0.350,-0.780
3,14:46,2,10,STL 12,19,14,Marshall Faulk left guard for 11 yards (tackle by Rodney Harrison),-0.780,0.480
3,14:02,1,10,STL 23,19,14,Steven Jackson left tackle for -1 yards (tackle by Keith Traylor),0.480,-0.200
3,13:24,2,11,STL 22,19,14,Marc Bulger sacked by Tedy Bruschi for -9 yards,-0.200,-2.530
3,12:41,3,20,STL 13,19,14,Marshall Faulk up the middle for 10 yards (tackle by Rodney Harrison),-2.530,-1.830
3,11:57,4,10,STL 23,19,14,"Sean Landeta punts 31 yards, fair catch by Kevin Faulk",-1.830,-1.990
3,11:49,1,10,NWE 46,19,14,Corey Dillon left end for 3 yards (tackle by Pisa Tinoisamoa and Trev Faulk),1.990,1.860
3,11:14,2,7,NWE 49,19,14,Tom Brady pass complete to David Givens for 19 yards (tackle by Jerametrius Butler),1.860,3.450
3,10:30,1,10,STL 32,19,14,Corey Dillon up the middle for 11 yards (tackle by Rich Coady),3.450,4.170
3,9:46,1,10,STL 21,19,14,Corey Dillon up the middle for 6 yards (tackle by Leonard Little),4.170,4.550
3,9:11,2,4,STL 15,19,14,Tom Brady pass complete to Troy Brown for 8 yards (tackle by Trev Faulk),4.550,5.600
3,8:32,1,7,STL 7,19,14,Patrick Pass left tackle for 2 yards (tackle by Damione Lewis),5.600,5.150
3,7:53,2,5,STL 5,19,14,Tom Brady pass incomplete intended for David Givens,5.150,4.260
3,7:47,3,5,STL 5,19,14,Tom Brady pass complete to Patrick Pass for 1 yard (tackle by Travis Fisher and Tommy Polley),4.260,3.030
3,7:47,4,4,STL 4,25,14,"Adam Vinatieri pass complete to Troy Brown for 4 yards, touchdown",3.030,7.000
3,,,,STL 2,26,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,26,14,"Adam Vinatieri kicks off 73 yards, touchback",0.000,0.280
3,7:15,1,10,STL 20,26,14,Shaun McDonald left end for 7 yards (tackle by Mike Vrabel),0.280,0.680
3,6:36,2,3,STL 27,26,14,Marc Bulger up the middle for 5 yards (tackle by Richard Seymour),0.680,1.070
3,6:00,1,10,STL 32,26,14,Marc Bulger pass incomplete intended for Shaun McDonald,1.070,0.530
3,5:53,2,10,STL 32,26,14,Marc Bulger pass incomplete intended for Torry Holt is intercepted by Roman Phifer at STL-47 and returned for 26 yards (tackle by Orlando Pace),0.530,-4.170
3,5:43,1,10,STL 21,26,14,Tom Brady pass complete to Corey Dillon for 5 yards (tackle by Trev Faulk),4.170,4.370
3,5:03,2,5,STL 16,26,14,Corey Dillon up the middle for 2 yards (tackle by Leonard Little),4.370,4.020
3,4:18,3,3,STL 14,26,14,Tom Brady pass complete to David Givens for 9 yards (tackle by DeJuan Groce),4.020,6.060
3,3:40,1,5,STL 5,32,14,"Corey Dillon left tackle for 5 yards, touchdown",6.060,7.000
3,,,,STL 2,33,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,33,14,"Adam Vinatieri kicks off 65 yards, returned by Arlen Harris for 22 yards (tackle by Larry Izzo)",0.000,0.740
3,3:31,1,10,STL 27,33,14,Marc Bulger pass complete to Torry Holt for 11 yards (tackle by Rodney Harrison),0.740,1.470
3,3:10,1,10,STL 38,33,14,Marc Bulger pass complete to Shaun McDonald for 16 yards (tackle by Rodney Harrison),1.470,2.520
3,2:40,1,10,NWE 46,33,14,Marshall Faulk right guard for 8 yards (tackle by Rodney Harrison),2.520,3.060
3,1:57,2,2,NWE 38,33,14,Marc Bulger pass incomplete intended for Shaun McDonald,3.060,2.350
3,1:53,,,,33,14,Timeout #1 by St. Louis Rams,0.000,2.350
3,1:53,3,2,NWE 38,33,14,Shaun McDonald right end for -7 yards (tackle by Earthwind Moreland),2.350,0.270
3,1:12,4,9,NWE 45,33,14,"Marc Bulger pass complete to Torry Holt for 20 yards (tackle by Dexter Reid). Penalty on Grant Williams: Offensive Holding (Offsetting), Penalty on Rodney Harrison: Defensive Holding (Offsetting) (no play)",0.270,0.270
3,0:58,4,9,NWE 45,33,14,"Marc Bulger pass complete to Isaac Bruce for 17 yards (tackle by Don Davis). Penalty on Torry Holt: Taunting (Offsetting), Penalty on Dexter Reid: Taunting (Offsetting)",0.270,3.710
3,0:29,1,10,NWE 28,33,14,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Earthwind Moreland),3.710,3.570
3,0:03,2,7,NWE 25,33,14,Marc Bulger pass complete to Marshall Faulk for 2 yards (tackle by Earthwind Moreland),3.570,3.140
Quarter,Time,Down,ToGo,Location,NWE,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,NWE 23,33,14,Marshall Faulk right guard for 7 yards (tackle by Willie McGinest),3.140,4.510
4,14:25,1,10,NWE 16,33,14,Marc Bulger pass incomplete intended for Torry Holt,4.510,3.900
4,14:18,2,10,NWE 16,33,20,"Marc Bulger pass complete to Torry Holt for 16 yards, touchdown",3.900,7.000
4,,,,,33,22,Two Point Attempt: conversion succeeds,1.000,1.000
,,,,,,,"NWE challenged the ruling, and the play was upheld.",,
4,,,,STL 30,33,22,"Jeff Wilkins kicks off 72 yards, returned by Bethel Johnson for 38 yards (tackle by Jeff Wilkins). Penalty on Je'Rod Cherry: Illegal Block Above the Waist, 10 yards",0.000,-0.380
4,14:06,1,10,NWE 10,33,22,Tom Brady pass incomplete intended for Daniel Graham (defended by Pisa Tinoisamoa),-0.380,-0.780
4,14:01,2,10,NWE 10,33,22,Corey Dillon up the middle for 3 yards (tackle by Damione Lewis),-0.780,-1.070
4,13:18,3,7,NWE 13,33,22,Tom Brady pass incomplete intended for David Patten,-1.070,-2.490
4,13:01,4,7,NWE 13,33,22,"Josh Miller punts 50 yards, returned by Shaun McDonald for 3 yards (tackle by Mike Vrabel)",-2.490,-1.600
4,13:01,1,10,STL 40,33,22,Marc Bulger pass complete to Brandon Manumaleuna for 2 yards (tackle by Mike Vrabel),1.600,1.320
4,12:24,2,8,STL 42,33,22,"Marc Bulger pass incomplete intended for Kevin Curtis (defended by Troy Brown). Penalty on Troy Brown: Defensive Pass Interference, 8 yards (no play)",1.320,2.260
4,12:17,1,10,STL 50,33,22,Marc Bulger sacked by Richard Seymour for -9 yards,2.260,0.500
4,11:45,2,19,STL 41,33,22,Marc Bulger pass incomplete intended for Torry Holt,0.500,-0.160
4,11:37,3,19,STL 41,33,22,"Marc Bulger pass complete to Marshall Faulk for 23 yards (tackle by Earthwind Moreland). Penalty on Grant Williams: Offensive Holding, 10 yards (no play)",-0.160,-1.480
4,11:11,3,29,STL 31,33,22,Marc Bulger pass incomplete intended for Kevin Curtis,-1.480,-1.310
4,11:03,4,29,STL 31,33,22,"Sean Landeta punts 48 yards, returned by Kevin Faulk for 15 yards (tackle by Chris Massey)",-1.310,-1.330
4,10:52,1,10,NWE 36,33,22,Corey Dillon left tackle for 15 yards (tackle by Tommy Polley),1.330,2.320
4,10:12,1,10,STL 49,33,22,Corey Dillon right end for 2 yards (tackle by Leonard Little),2.320,2.050
4,9:31,2,8,STL 47,33,22,Corey Dillon right tackle for 2 yards (tackle by Ryan Pickett and Pisa Tinoisamoa),2.050,1.620
4,8:50,3,6,STL 45,33,22,Tom Brady pass complete to David Givens for 12 yards (tackle by Jerametrius Butler),1.620,3.380
4,8:09,1,10,STL 33,33,22,Patrick Pass left guard for 4 yards (tackle by Tyoka Jackson),3.380,3.380
4,7:28,2,6,STL 29,33,22,Patrick Pass left end for 19 yards (tackle by DeJuan Groce and Aeneas Williams),3.380,4.910
4,6:37,1,10,STL 10,33,22,Corey Dillon right end for 6 yards (tackle by Aeneas Williams),4.910,5.340
4,6:09,2,4,STL 4,33,22,Corey Dillon up the middle for no gain (tackle by Jerametrius Butler),5.340,4.490
4,5:30,3,4,STL 4,39,22,"Tom Brady pass complete to Bethel Johnson for 4 yards, touchdown",4.490,7.000
4,,,,STL 2,40,22,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,NWE 30,40,22,"Adam Vinatieri kicks off 70 yards, returned by Arlen Harris for 26 yards (tackle by Rodney Harrison)",0.000,0.670
4,5:17,1,10,STL 26,40,22,"Penalty on Willie McGinest: Defensive Offside, 5 yards (no play)",0.670,1.400
4,5:17,1,5,STL 31,40,22,Marc Bulger pass incomplete intended for Torry Holt,1.400,0.810
4,5:12,2,5,STL 31,40,22,Marc Bulger pass complete to Shaun McDonald for 11 yards (tackle by Earthwind Moreland),0.810,1.730
4,4:55,1,10,STL 42,40,22,"Penalty on Marc Bulger: False Start, 5 yards (no play)",1.730,1.400
4,4:55,1,15,STL 37,40,22,Marc Bulger pass complete to Marshall Faulk for 8 yards (tackle by Troy Brown),1.400,1.590
4,4:28,2,7,STL 45,40,22,Marc Bulger pass complete to Shaun McDonald for 6 yards (tackle by Troy Brown),1.590,1.690
4,4:23,3,1,NWE 49,40,22,Marc Bulger pass complete to Torry Holt for 35 yards (tackle by Eugene Wilson). Penalty on Rosevelt Colvin: Defensive Offside (Declined),1.690,4.650
4,4:16,1,10,NWE 14,40,22,Marc Bulger pass complete to Marshall Faulk for 4 yards (tackle by Rodney Harrison),4.650,4.710
4,3:47,2,6,NWE 10,40,22,Marc Bulger pass complete to Kevin Curtis for 7 yards (tackle by Randall Gay),4.710,6.510
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
4,3:43,1,3,NWE 3,40,22,Marshall Faulk up the middle for 1 yard (tackle by Ted Johnson),6.510,5.720
4,3:15,2,2,NWE 2,40,22,Marshall Faulk left tackle for -4 yards (tackle by Ted Johnson),5.720,4.040
4,2:28,,,,40,22,Timeout #2 by St. Louis Rams,0.000,4.040
4,2:28,3,6,NWE 6,40,22,"Marc Bulger pass complete to Brandon Manumaleuna for 3 yards (tackle by Earthwind Moreland). Penalty on Chris Dishman: Offensive Holding, 10 yards (no play)",4.040,2.850
4,2:19,3,16,NWE 16,40,22,Marc Bulger pass incomplete intended for Isaac Bruce,2.850,2.380
4,2:13,4,16,NWE 16,40,22,Marc Bulger pass complete to Torry Holt for 12 yards (tackle by Troy Brown),2.380,0.380
4,2:04,1,10,NWE 4,40,22,Corey Dillon up the middle for 6 yards (tackle by Adam Archuleta),-0.380,-0.340
4,1:59,2,4,NWE 10,40,22,Corey Dillon up the middle for 3 yards (tackle by Tommy Polley),-0.340,-0.370
4,1:53,,,,40,22,Timeout #3 by St. Louis Rams,0.000,-0.370
4,1:53,3,1,NWE 13,40,22,Tom Brady up the middle for 3 yards (tackle by Tyoka Jackson),-0.370,-0.140
4,1:10,1,10,NWE 16,40,22,Tom Brady kneels for -1 yards (tackle by Jimmy Kennedy),-0.140,-0.780
4,0:39,2,11,NWE 15,40,22,Tom Brady kneels for -1 yards (tackle by Jimmy Kennedy),-0.780,-1.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
