Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
2,4:56,1,10,TAM 44,17,3,Tom Brady pass complete deep right to O.J. Howard for 33 yards (tackle by Josey Jewell). Penalty on Josey Jewell: Defensive Pass Interference (Declined),1.860,4.040
2,4:39,1,10,DEN 23,17,3,Tom Brady pass incomplete deep left intended for Mike Evans,4.040,3.500
2,4:34,2,10,DEN 23,17,3,Tom Brady pass complete short left to Rob Gronkowski for 9 yards (tackle by Josey Jewell),3.500,4.280
2,3:53,3,1,DEN 14,17,3,Ronald Jones up the middle for 9 yards (tackle by Jeremiah Attaochu),4.280,6.060
2,3:07,1,5,DEN 5,17,3,Ronald Jones right guard for 4 yards (tackle by Justin Simmons),6.060,5.910
2,2:24,2,1,DEN 1,23,3,"Tom Brady pass complete short left to Mike Evans for 1 yard, touchdown",5.910,7.000
2,2:19,,,DEN 15,23,3,Ryan Succop kicks extra point blocked by Joseph Jones,0.000,-1.000
2,2:19,,,TAM 35,23,3,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,2:19,1,10,DEN 25,23,3,"Jeff Driskel pass incomplete short right intended for Tim Patrick. Penalty on Carlton Davis: Defensive Pass Interference, 11 yards (no play)",0.610,1.330
2,2:15,1,10,DEN 36,23,3,Jeff Driskel sacked by Jordan Whitehead for -10 yards,1.330,-0.560
2,2:00,2,20,DEN 26,23,3,Jeff Driskel pass incomplete short left intended for KJ Hamler,-0.560,-1.220
2,1:56,3,20,DEN 26,23,3,Jeff Driskel pass complete deep middle to Tim Patrick for 27 yards (tackle by Mike Edwards),-1.220,2.460
2,1:27,1,10,TAM 47,23,3,Jeff Driskel pass complete short middle to Melvin Gordon for 6 yards (tackle by Devin White),2.460,2.720
2,1:05,2,4,TAM 41,23,3,Jeff Driskel pass complete deep middle to KJ Hamler for 17 yards (tackle by Devin White),2.720,3.970
2,0:45,1,10,TAM 24,23,3,Jeff Driskel pass complete short middle to Jerry Jeudy for 11 yards (tackle by Jordan Whitehead),3.970,4.710
2,0:40,,,,,,Timeout #2 by Denver Broncos,,
2,0:40,1,10,TAM 13,23,3,Jeff Driskel pass complete short middle to Noah Fant for 6 yards (tackle by Mike Edwards),4.710,5.150
2,0:19,2,4,TAM 7,23,9,"Jeff Driskel pass complete short right to Tim Patrick for 7 yards, touchdown",5.150,7.000
2,0:14,,,TAM 15,23,10,Brandon McManus kicks extra point good,0.000,0.000
2,0:14,,,DEN 35,23,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:14,1,10,TAM 25,23,10,Tom Brady kneels for no gain,0.610,0.060
Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,23,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,23,10,Leonard Fournette up the middle for 4 yards (tackle by Kareem Jackson and Jurrell Casey),0.610,0.600
3,14:30,2,6,TAM 29,23,10,Leonard Fournette left tackle for 4 yards (tackle by Kareem Jackson),0.600,0.430
3,13:47,3,2,TAM 33,23,10,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by Justin Simmons),0.430,1.800
3,13:19,1,10,TAM 43,23,10,Tom Brady pass incomplete short left intended for Scott Miller,1.800,1.250
3,13:13,2,10,TAM 43,23,10,Tom Brady pass complete short middle to Chris Godwin for 8 yards (tackle by Alexander Johnson),1.250,1.620
3,12:30,3,2,DEN 49,23,10,Tom Brady pass incomplete short left intended for Mike Evans,1.620,0.000
3,12:27,4,2,DEN 49,23,10,"Bradley Pinion punts 41 yards, fair catch by Diontae Spencer at DEN-8",0.000,0.380
3,12:18,1,10,DEN 8,23,10,Jeff Driskel pass incomplete short left intended for Noah Fant,-0.380,-0.780
3,12:13,2,10,DEN 8,23,10,"Melvin Gordon left end for 2 yards (tackle by Jamel Dean). Penalty on Graham Glasgow: Offensive Holding, 5 yards",-0.780,-1.000
3,11:54,2,13,DEN 5,23,10,Jeff Driskel pass incomplete short right intended for Noah Fant,-1.000,-1.770
3,11:51,3,13,DEN 5,25,10,"Jeff Driskel sacked by Shaquil Barrett for -5 yards, safety.",-1.770,-2.000
3,11:44,,,DEN 20,25,10,"Sam Martin kicks off 62 yards, returned by Jaydon Mickens for 17 yards (tackle by Trey Marshall). Penalty on Andrew Adams: Illegal Block Above the Waist, 10 yards",0.000,0.610
3,11:39,1,10,TAM 25,25,10,Tom Brady pass complete short left to O.J. Howard for 11 yards (tackle by Kareem Jackson),0.610,1.330
3,11:16,1,10,TAM 36,25,10,"Ronald Jones right tackle for 14 yards (tackle by Bryce Callahan). Penalty on Alex Cappa: Offensive Holding, 10 yards (no play)",1.330,0.670
3,10:55,1,20,TAM 26,25,10,Ronald Jones up the middle for -1 yards (tackle by Bradley Chubb),0.670,-0.700
3,10:15,2,21,TAM 25,25,10,Tom Brady pass complete short left to Ronald Jones for 11 yards (tackle by Michael Ojemudia),-0.700,0.100
3,9:43,3,10,TAM 36,25,10,Tom Brady pass complete short left to Rob Gronkowski for 7 yards (tackle by Josey Jewell and Michael Ojemudia),0.100,-0.520
3,9:02,4,3,TAM 43,25,10,"Bradley Pinion punts 42 yards, fair catch by Diontae Spencer at DEN-15",-0.520,0.220
3,8:53,1,10,DEN 15,25,10,Jeff Driskel pass incomplete short right intended for Jerry Jeudy (defended by Antoine Winfield),-0.220,-0.710
3,8:49,2,10,DEN 15,25,10,Melvin Gordon left end for 8 yards (tackle by Ndamukong Suh),-0.710,-0.390
3,8:09,3,2,DEN 23,25,10,Jeff Driskel pass incomplete short right intended for Melvin Gordon,-0.390,-1.830
3,8:02,4,2,DEN 23,25,10,"Sam Martin punts 47 yards, returned by Jaydon Mickens for 3 yards (tackle by LeVante Bellamy)",-1.830,-1.140
3,7:49,1,10,TAM 33,25,10,"Leonard Fournette up the middle for 2 yards (tackle by Alexander Johnson). Penalty on Donovan Smith: Offensive Holding, 10 yards (no play)",1.140,0.480
3,7:27,1,20,TAM 23,25,10,Tom Brady pass complete short right to Leonard Fournette for 4 yards (tackle by Justin Simmons),0.480,-0.220
3,6:55,2,16,TAM 27,25,10,Tom Brady pass incomplete deep left intended for Scott Miller,-0.220,-0.890
3,6:49,3,16,TAM 27,25,10,Tom Brady pass complete short right to LeSean McCoy for 15 yards (tackle by P.J. Locke),-0.890,-0.590
3,6:06,4,1,TAM 42,25,10,"Bradley Pinion punts 58 yards, touchback.",-0.590,-0.280
3,5:57,1,10,DEN 20,25,10,Melvin Gordon right tackle for no gain (tackle by Lavonte David and Anthony Nelson),0.280,-0.270
3,5:20,2,10,DEN 20,25,10,Jeff Driskel pass incomplete short right intended for Noah Fant,-0.270,-0.960
3,5:16,3,10,DEN 20,25,10,Jeff Driskel pass complete short right to Royce Freeman for 28 yards (tackle by Devin White),-0.960,2.130
3,4:41,1,10,DEN 48,25,10,"Royce Freeman right guard for 2 yards (tackle by William Gholston and Devin White). Penalty on Tim Patrick: Illegal Block Above the Waist, 10 yards",2.130,1.600
3,4:13,1,18,DEN 40,25,10,Jeff Driskel pass complete short right to Jake Butt for 5 yards (tackle by Carlton Davis),1.600,1.180
3,3:31,2,13,DEN 45,25,10,Jeff Driskel pass intended for KJ Hamler is intercepted by Lavonte David at 50 and returned for -5 yards,1.180,-1.930
3,3:22,1,10,TAM 45,25,10,Tom Brady pass complete deep right to Chris Godwin for 30 yards (tackle by Malik Reed),1.930,3.910
3,2:44,1,10,DEN 25,25,10,Tom Brady pass complete short right to Ronald Jones for 9 yards (tackle by Alexander Johnson),3.910,4.750
3,2:15,2,1,DEN 16,25,10,Ronald Jones right tackle for 2 yards (tackle by Bryce Callahan),4.750,4.650
3,1:30,1,10,DEN 14,25,10,Tom Brady pass incomplete intended for Ronald Jones,4.650,4.000
3,1:25,2,10,DEN 14,25,10,Tom Brady sacked by Shelby Harris for -4 yards,4.000,2.840
3,0:45,3,14,DEN 18,25,10,Tom Brady for 1 yard,2.840,2.310
3,0:00,4,13,DEN 17,28,10,Ryan Succop 35 yard field goal good. Penalty on Bryce Callahan: Defensive Offside (Declined),2.310,3.000
Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,TAM 35,28,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,15:00,1,10,DEN 25,28,10,Jeff Driskel pass complete short right to Noah Fant for 9 yards (tackle by Shaquil Barrett),0.610,1.280
4,14:22,2,1,DEN 34,28,10,Jeff Driskel pass incomplete short right intended for Noah Fant (defended by Lavonte David),1.280,0.560
4,14:16,3,1,DEN 34,28,10,Jeff Driskel up the middle for 2 yards (tackle by Ndamukong Suh),0.560,1.330
4,13:42,1,10,DEN 36,28,10,Jeff Driskel sacked by Vita Vea for -10 yards,1.330,-0.560
4,13:04,2,20,DEN 26,28,10,Jeff Driskel pass complete short right to Jerry Jeudy for 5 yards (tackle by Carlton Davis),-0.560,-0.560
4,12:24,3,15,DEN 31,28,10,Jeff Driskel pass incomplete deep right intended for Noah Fant,-0.560,-1.310
4,12:19,4,15,DEN 31,28,10,Sam Martin punts 41 yards out of bounds,-1.310,-0.810
4,12:11,1,10,TAM 28,28,10,Leonard Fournette up the middle for no gain (tackle by Mike Purcell),0.810,0.260
4,11:38,2,10,TAM 28,28,10,"Tom Brady pass incomplete short middle intended for Tyler Johnson. Penalty on Donovan Smith: Illegal Use of Hands, 10 yards (no play)",0.260,-1.190
4,11:33,2,20,TAM 18,28,10,Tom Brady sacked by Shelby Harris for -8 yards,-1.190,-3.530
4,10:51,3,28,TAM 10,28,10,Tom Brady pass complete deep middle to Scott Miller for 26 yards (tackle by Justin Simmons),-3.530,-0.980
4,10:06,4,2,TAM 36,28,10,"Penalty on Kevin Minter: False Start, 5 yards (no play)",-0.980,-1.310
4,10:05,4,7,TAM 31,28,10,Bradley Pinion punts 42 yards out of bounds,-1.310,-0.740
4,9:56,1,10,DEN 27,28,10,Brett Rypien pass complete short left to Tim Patrick for 4 yards (tackle by Jamel Dean),0.740,0.740
4,9:16,2,6,DEN 31,28,10,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (no play)",0.740,1.410
4,9:02,2,1,DEN 36,28,10,"Penalty on Noah Fant: False Start, 5 yards (no play)",1.410,0.740
4,8:59,2,6,DEN 31,28,10,Brett Rypien pass complete short middle to KJ Hamler for 4 yards (tackle by Jamel Dean),0.740,0.560
4,8:31,3,2,DEN 35,28,10,Brett Rypien pass complete short left to Tim Patrick for 5 yards (tackle by Jamel Dean),0.560,1.600
4,8:05,1,10,DEN 40,28,10,Brett Rypien pass complete short right to Jerry Jeudy for 2 yards (tackle by Antoine Winfield),1.600,1.320
4,7:35,2,8,DEN 42,28,10,Brett Rypien pass complete short middle to Jerry Jeudy for 22 yards (tackle by Jordan Whitehead),1.320,3.180
4,7:05,1,10,TAM 36,28,10,Royce Freeman up the middle for 2 yards (tackle by Jordan Whitehead),3.180,2.910
4,6:37,2,8,TAM 34,28,10,Brett Rypien pass complete short left to Diontae Spencer for 7 yards (tackle by Antoine Winfield),2.910,3.140
4,6:10,3,1,TAM 27,28,10,"Brett Rypien pass complete short right to Tim Patrick for 3 yards (tackle by Carlton Davis). Penalty on Jason Pierre-Paul: Defensive Offside, 5 yards (no play)",3.140,4.110
4,5:52,1,10,TAM 22,28,10,Brett Rypien pass complete short left to Melvin Gordon for 6 yards (tackle by Devin White and Jamel Dean),4.110,4.460
4,5:21,2,4,TAM 16,28,10,Brett Rypien pass incomplete deep right intended for Noah Fant. Penalty on Garett Bolles: Offensive Holding (Offsetting) . Penalty on William Gholston: Roughing the Passer (Offsetting) (no play),4.460,4.460
4,5:14,2,4,TAM 16,28,10,"Brett Rypien sacked by Jason Pierre-Paul for no gain. Brett Rypien fumbles (forced by Jason Pierre-Paul), recovered by Lloyd Cushenberry at TB-20 (tackle by Mike Edwards)",4.460,3.740
4,4:30,3,4,TAM 16,28,10,Brett Rypien pass complete short middle to Royce Freeman for 3 yards (tackle by Mike Edwards and Shaquil Barrett),3.740,2.720
4,3:56,4,1,TAM 13,28,10,Brett Rypien pass short middle intended for Jerry Jeudy is intercepted by Mike Edwards at TB-0 and returned for 30 yards,2.720,-0.870
4,3:46,1,10,TAM 29,28,10,Ronald Jones up the middle for 2 yards (tackle by Kareem Jackson),0.870,0.600
4,3:01,2,8,TAM 31,28,10,Ronald Jones left tackle for 13 yards (tackle by Justin Simmons),0.600,1.860
4,2:15,1,10,TAM 44,28,10,Ronald Jones left tackle for 4 yards (tackle by Bradley Chubb),1.860,1.860
4,2:00,2,6,TAM 48,28,10,Ronald Jones right end for 5 yards (tackle by DeShawn Williams),1.860,1.820
4,1:54,,,,,,Timeout #1 by Denver Broncos,,
4,1:54,3,1,DEN 47,28,10,Ronald Jones up the middle for 4 yards (tackle by Justin Simmons and Jurrell Casey),1.820,2.720
4,1:08,1,10,DEN 43,28,10,Tom Brady kneels for no gain,2.720,2.180
4,0:35,2,10,DEN 43,28,10,Tom Brady kneels for -1 yards,2.180,1.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
