Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,2:48,,,LAR 35,14,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,2:48,1,10,SEA 25,14,17,"Penalty on SEA: Delay of Game, 5 yards (no play)",0.610,0.280
2,2:48,1,15,SEA 20,14,17,Russell Wilson right end for 12 yards (tackle by Matt Longacre),0.280,1.010
2,2:14,2,3,SEA 32,14,17,Mike Davis up the middle for 12 yards (tackle by Lamarcus Joyner),1.010,1.860
2,2:00,1,10,SEA 44,14,17,Russell Wilson pass complete short left to Mike Davis for 6 yards (tackle by Ndamukong Suh),1.860,2.130
2,1:26,2,4,SEA 50,14,17,Mike Davis up the middle for 4 yards (tackle by Ndamukong Suh),2.130,2.520
2,0:51,1,10,LAR 46,14,17,Rashaad Penny up the middle for no gain (tackle by Ndamukong Suh and Cory Littleton),2.520,1.980
2,0:46,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:46,2,10,LAR 46,14,17,Russell Wilson pass complete short right to Doug Baldwin for 3 yards (tackle by Marcus Peters),1.980,1.680
2,0:31,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:31,3,7,LAR 43,14,17,Russell Wilson pass incomplete short right intended for Mike Davis (defended by Cory Littleton),1.680,0.400
2,0:26,4,7,LAR 43,14,17,Michael Dickson punts 40 yards downed by Tyler Ott,0.400,0.380
2,0:17,1,10,LAR 3,14,17,Jared Goff kneels for no gain,-0.380,-0.780
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,14,17,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,14,17,Todd Gurley right guard for 14 yards (tackle by Tedric Thompson),0.610,1.530
3,14:21,1,10,LAR 39,14,17,Todd Gurley right end for 5 yards (tackle by Bobby Wagner),1.530,1.660
3,13:56,2,5,LAR 44,14,17,Jared Goff pass incomplete deep right intended for Cooper Kupp,1.660,0.960
3,13:49,3,5,LAR 44,14,17,Jared Goff pass complete short left to Brandin Cooks for 8 yards (tackle by Justin Coleman). Penalty on Justin Coleman: Defensive Holding (Declined),0.960,2.390
3,13:27,1,10,SEA 48,14,17,Todd Gurley left guard for 7 yards (tackle by Dion Jordan),2.390,2.790
3,12:48,2,3,SEA 41,14,17,Jared Goff pass complete short right to Todd Gurley for 16 yards (tackle by K.J. Wright and Tedric Thompson),2.790,3.910
3,12:19,1,10,SEA 25,14,17,Jared Goff sacked by Frank Clark and Dion Jordan for -4 yards,3.910,2.820
3,11:33,2,14,SEA 29,14,17,"Penalty on John Sullivan: False Start, 5 yards (no play)",2.820,2.150
3,11:20,2,19,SEA 34,14,17,Jared Goff pass complete short left to Brandin Cooks for 5 yards (tackle by Dion Jordan and Bobby Wagner),2.150,2.150
3,10:37,3,14,SEA 29,14,17,Jared Goff pass complete short right to Malcolm Brown for 10 yards (tackle by Bobby Wagner),2.150,2.260
3,9:49,4,4,SEA 19,14,20,Greg Zuerlein 37 yard field goal good,2.260,3.000
3,9:44,,,LAR 35,14,20,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,9:44,1,10,SEA 25,14,20,"Russell Wilson pass short right is intercepted by Marcus Peters at SEA-36 and returned for no gain. Penalty on Marcus Peters: Defensive Holding, 5 yards (no play)",0.610,0.940
3,9:15,1,10,SEA 30,14,20,Rashaad Penny up the middle for 4 yards (tackle by Ndamukong Suh and Lamarcus Joyner),0.940,0.930
3,8:43,2,6,SEA 34,14,20,Rashaad Penny right tackle for 6 yards (tackle by Troy Hill),0.930,1.600
3,8:03,1,10,SEA 40,14,20,Russell Wilson right end for 11 yards (tackle by Mark Barron),1.600,2.320
3,7:31,1,10,LAR 49,14,20,"Rashaad Penny right end for 24 yards (tackle by Lamarcus Joyner). Penalty on Germain Ifedi: Unsportsmanlike Conduct, 15 yards",2.320,2.920
3,7:31,1,10,LAR 40,14,20,"Penalty on Nick Vannett: False Start, 5 yards (no play)",2.920,2.590
3,6:34,1,15,LAR 45,14,20,Russell Wilson right end for 5 yards (tackle by Mark Barron),2.590,2.370
3,5:51,2,10,LAR 40,14,20,Russell Wilson pass complete short left to Tyler Lockett for -1 yards (tackle by Troy Hill),2.370,1.550
3,5:09,3,11,LAR 41,14,20,"Russell Wilson pass incomplete short middle intended for David Moore. Penalty on Dante Fowler: Unsportsmanlike Conduct, 15 yards",1.550,3.840
3,5:02,,,,,,Timeout #1 by Los Angeles Rams,,
3,5:02,1,10,LAR 26,14,20,Rashaad Penny left tackle for 3 yards (tackle by Michael Brockers),3.840,3.700
3,4:27,2,7,LAR 23,20,20,"Russell Wilson pass complete deep right to Tyler Lockett for 23 yards, touchdown",3.700,7.000
3,4:20,,,LAR 15,21,20,Sebastian Janikowski kicks extra point good,0.000,0.000
3,4:20,,,SEA 35,21,20,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,4:20,1,10,LAR 25,21,20,"Penalty on Frank Clark: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
3,4:20,1,5,LAR 30,21,20,Todd Gurley left tackle for 2 yards (tackle by Quinton Jefferson),1.340,1.010
3,3:48,2,3,LAR 32,21,20,Jared Goff pass incomplete short right,1.010,0.300
3,3:43,3,3,LAR 32,21,20,Jared Goff pass complete short middle to Gerald Everett for 5 yards (tackle by Delano Hill),0.300,1.400
3,3:09,1,10,LAR 37,21,20,Jared Goff pass complete short left to Brandin Cooks for 14 yards (tackle by Tre Flowers),1.400,2.320
3,2:35,1,10,SEA 49,21,20,Todd Gurley up the middle for no gain (tackle by Quinton Jefferson),2.320,1.780
3,1:53,2,10,SEA 49,21,20,"Penalty on John Sullivan: False Start, 5 yards (no play)",1.780,1.110
3,1:31,2,15,LAR 46,21,20,Jared Goff pass incomplete deep right intended for Cooper Kupp,1.110,0.430
3,1:25,3,15,LAR 46,21,20,Jared Goff pass complete deep middle to Robert Woods for 35 yards (tackle by Delano Hill),0.430,4.310
3,0:42,1,10,SEA 19,21,20,Todd Gurley left guard for 9 yards (tackle by Barkevious Mingo and Bobby Wagner),4.310,5.360
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,SEA 10,21,26,"Jared Goff pass complete short right to Tyler Higbee for 10 yards, touchdown",5.360,7.000
4,14:54,,,SEA 2,21,26,"Two Point Attempt: Todd Gurley rushes, conversion fails.",0.000,-1.000
4,14:54,,,LAR 35,21,26,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,14:52,1,10,SEA 25,21,26,Russell Wilson right end for 11 yards (tackle by Matt Longacre),0.610,1.330
4,14:25,1,10,SEA 36,21,26,Rashaad Penny up the middle for -1 yards (tackle by Cory Littleton),1.330,0.660
4,13:45,2,11,SEA 35,21,26,Russell Wilson up the middle for 21 yards (tackle by Lamarcus Joyner),0.660,2.650
4,13:01,1,10,LAR 44,21,26,Rashaad Penny up the middle for 3 yards (tackle by Mark Barron and John Franklin-Myers),2.650,2.520
4,12:26,2,7,LAR 41,21,26,"Russell Wilson pass complete short right to Doug Baldwin for 15 yards (tackle by Troy Hill). Penalty on Ndamukong Suh: Roughing the Passer, 13 yards",2.520,4.710
4,12:04,1,10,LAR 13,21,26,Rashaad Penny right tackle for 2 yards (tackle by John Johnson and Mark Barron),4.710,4.390
4,11:19,2,8,LAR 11,21,26,Russell Wilson pass complete short right to Doug Baldwin for 3 yards (tackle by Marcus Peters),4.390,4.100
4,10:38,3,5,LAR 8,21,26,Russell Wilson sacked by Ndamukong Suh and Aaron Donald for -7 yards,4.100,2.440
4,9:56,4,12,LAR 15,24,26,Sebastian Janikowski 33 yard field goal good,2.440,3.000
4,9:52,,,SEA 35,24,26,"Sebastian Janikowski kicks onside 11 yards, returned by Josh Reynolds for no gain (tackle by Jacob Martin)",0.000,-2.520
4,9:51,1,10,SEA 46,24,26,Jared Goff pass complete short middle to Robert Woods for 22 yards (tackle by Shaquill Griffin),2.520,3.970
4,9:21,1,10,SEA 24,24,26,Jared Goff pass incomplete short left,3.970,3.430
4,9:15,2,10,SEA 24,24,26,Jared Goff pass complete short middle to Brandin Cooks for 15 yards (tackle by Shaquill Griffin),3.430,5.140
4,8:39,1,9,SEA 9,24,26,Jared Goff pass incomplete short left,5.140,4.380
4,8:32,2,9,SEA 9,24,26,Jared Goff pass incomplete short right intended for Todd Gurley,4.380,3.360
4,8:26,3,9,SEA 9,24,26,Jared Goff pass complete short right to Brandin Cooks for 7 yards (tackle by Bobby Wagner and Tedric Thompson),3.360,3.250
4,7:39,4,2,SEA 2,24,29,Greg Zuerlein 20 yard field goal good,3.250,3.000
4,7:34,,,LAR 35,24,29,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,7:34,1,10,SEA 25,24,29,Russell Wilson right tackle for 3 yards (tackle by Cory Littleton),0.610,0.470
4,6:48,2,7,SEA 28,24,29,Rashaad Penny up the middle for 4 yards (tackle by Dante Fowler),0.470,0.300
4,6:08,3,3,SEA 32,24,29,"Russell Wilson sacked by Dante Fowler for -15 yards. Russell Wilson fumbles (forced by Dante Fowler), recovered by Dante Fowler at SEA-9 (tackle by Jordan Simmons)",0.300,-5.140
4,5:55,1,9,SEA 9,24,35,"Brandin Cooks right end for 9 yards, touchdown",5.140,7.000
4,5:49,,,SEA 15,24,36,Greg Zuerlein kicks extra point good,0.000,0.000
4,5:49,,,LAR 35,24,36,"Greg Zuerlein kicks off 66 yards, returned by Tyler Lockett for no gain (tackle by John Johnson). Penalty on Darrell Daniels: Unnecessary Roughness, 10 yards",0.000,-0.380
4,5:43,1,10,SEA 10,24,36,Russell Wilson pass complete short middle to Mike Davis for 7 yards (tackle by Cory Littleton and Lamarcus Joyner),-0.380,-0.090
4,5:22,2,3,SEA 17,24,36,Mike Davis left tackle for 4 yards (tackle by Michael Brockers and Dante Fowler),-0.090,0.340
4,4:59,1,10,SEA 21,24,36,Russell Wilson pass complete deep left to David Moore for 16 yards,0.340,1.400
4,4:54,1,10,SEA 37,24,36,Russell Wilson pass complete short right to Mike Davis for 6 yards (tackle by Nickell Robey-Coleman),1.400,1.670
4,4:25,2,4,SEA 43,24,36,Russell Wilson left tackle for 6 yards (tackle by Matt Longacre),1.670,2.190
4,3:58,1,10,SEA 49,24,36,Mike Davis right tackle for 4 yards (tackle by Mark Barron),2.190,2.190
4,3:31,2,6,LAR 47,24,36,Russell Wilson pass incomplete short middle intended for Mike Davis,2.190,1.490
4,3:26,3,6,LAR 47,24,36,Russell Wilson pass complete short left to Doug Baldwin for 12 yards (tackle by Ndamukong Suh),1.490,3.250
4,3:04,1,10,LAR 35,24,36,Russell Wilson left end for 12 yards (tackle by Ndamukong Suh),3.250,4.040
4,2:56,1,10,LAR 23,24,36,Rashaad Penny left tackle for 7 yards (tackle by Cory Littleton),4.040,4.560
4,2:30,2,3,LAR 16,24,36,"Russell Wilson right end for no gain (tackle by John Johnson). Penalty on Germain Ifedi: Offensive Holding, 11 yards (no play)",4.560,2.960
4,2:22,2,14,LAR 27,24,36,Russell Wilson pass complete deep middle to Ed Dickson for 24 yards (tackle by John Johnson and Lamarcus Joyner),2.960,6.510
4,2:00,1,3,LAR 3,30,36,"Russell Wilson pass complete short right to Mike Davis for 3 yards, touchdown",6.510,7.000
4,1:56,,,LAR 15,31,36,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:56,,,SEA 35,31,36,"Michael Dickson kicks off 52 yards, returned by Jojo Natson for no gain (tackle by Maurice Alexander)",0.000,0.610
4,1:51,1,10,LAR 25,31,36,Robert Woods right end for -6 yards (tackle by Jarran Reed),0.610,-0.810
4,1:46,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:46,2,16,LAR 19,31,36,Todd Gurley left end for 7 yards (tackle by Bradley McDougald),-0.810,-0.490
4,1:40,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:40,3,9,LAR 26,31,36,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",-0.490,-1.150
4,1:39,3,14,LAR 21,31,36,Jared Goff pass complete short right to Brandin Cooks for 8 yards (tackle by Shaquill Griffin),-1.150,-1.440
4,1:35,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:35,4,6,LAR 29,31,36,"Johnny Hekker punts 55 yards, returned by Tyler Lockett for 9 yards (tackle by Ramik Wilson)",-1.440,-0.610
4,1:24,1,10,SEA 25,31,36,Russell Wilson pass incomplete short middle. Penalty on Aaron Donald: Unnecessary Roughness (Offsetting),0.610,0.060
4,1:19,2,10,SEA 25,31,36,Russell Wilson pass complete deep middle to Tyler Lockett for 29 yards (tackle by Marqui Christian),0.060,2.520
4,0:56,1,10,LAR 46,31,36,Russell Wilson up the middle for 11 yards (tackle by John Johnson),2.520,3.250
4,0:39,1,10,LAR 35,31,36,Russell Wilson spiked the ball,3.250,2.700
4,0:37,2,10,LAR 35,31,36,Russell Wilson pass incomplete deep left intended for David Moore,2.700,2.010
4,0:31,,,,,,Timeout #2 by Los Angeles Rams,,
4,0:31,3,10,LAR 35,31,36,Russell Wilson pass incomplete short right intended for Nick Vannett,2.010,0.970
4,0:26,,,,,,Timeout #3 by Los Angeles Rams,,
4,0:26,4,10,LAR 35,31,36,Russell Wilson pass incomplete deep left intended for Tyler Lockett,0.970,-1.270
4,0:18,1,10,LAR 35,31,36,Jared Goff kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
