Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
2,10:33,,,NWE 35,14,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,10:33,1,10,SEA 20,14,10,Robert Turbin left tackle for 5 yards (tackle by Jerod Mayo and Rob Ninkovich),0.280,0.410
2,9:59,2,5,SEA 25,14,10,Robert Turbin left end for 11 yards (tackle by Chandler Jones and Alfonzo Dennard),0.410,1.330
2,9:22,1,10,SEA 36,14,10,Robert Turbin left tackle for 1 yard (tackle by Jerod Mayo and Brandon Spikes),1.330,0.930
2,8:50,2,9,SEA 37,14,10,Russell Wilson pass complete short right to Robert Turbin for 15 yards (tackle by Patrick Chung),0.930,2.390
2,8:09,1,10,NWE 48,14,10,Russell Wilson left tackle for 1 yard (tackle by Kyle Love and Chandler Jones),2.390,1.980
2,7:26,2,9,NWE 47,14,10,Marshawn Lynch right end for -1 yards (tackle by Devin McCourty and Rob Ninkovich). Penalty on Paul McQuistan: Offensive Holding (Declined),1.980,1.160
2,7:04,3,10,NWE 48,14,10,"Russell Wilson sacked by Chandler Jones for -3 yards. Russell Wilson fumbles (forced by Chandler Jones), recovered by Rob Ninkovich at SEA-47 (tackle by Breno Giacomini)",1.160,-2.460
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,6:57,1,10,SEA 47,14,10,Tom Brady pass complete short right to Wes Welker for 7 yards (tackle by Brandon Browner),2.460,2.860
2,6:27,2,3,SEA 40,14,10,Stevan Ridley up the middle for 3 yards (tackle by Kam Chancellor),2.860,3.120
2,5:43,1,10,SEA 37,14,10,Tom Brady pass incomplete deep right intended for Aaron Hernandez,3.120,2.570
2,5:37,2,10,SEA 37,14,10,Tom Brady pass complete short left to Stevan Ridley for no gain,2.570,1.880
2,4:55,3,10,SEA 37,14,10,Tom Brady pass complete short middle to Wes Welker for 11 yards (tackle by K.J. Wright),1.880,3.840
2,4:28,1,10,SEA 26,14,10,Stevan Ridley right guard for 2 yards (tackle by K.J. Wright and Brandon Mebane),3.840,3.570
2,3:46,2,8,SEA 24,14,10,Tom Brady pass complete short right to Brandon Lloyd for 9 yards (tackle by Richard Sherman),3.570,4.580
2,3:12,1,10,SEA 15,14,10,Tom Brady pass incomplete short right intended for Aaron Hernandez,4.580,3.950
2,3:07,2,10,SEA 15,14,10,Tom Brady pass incomplete short middle intended for Daniel Fells,3.950,3.100
2,3:03,3,10,SEA 15,14,10,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Earl Thomas and Kam Chancellor),3.100,0.000
2,2:15,,,,14,10,Timeout #1 by New England Patriots,0.000,3.020
2,2:15,4,1,SEA 6,17,10,Stephen Gostkowski 25 yard field goal good,3.020,3.000
2,2:12,,,NWE 35,17,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
2,2:12,1,10,SEA 20,17,10,Russell Wilson pass complete short right to Leon Washington for 9 yards (tackle by Tavon Wilson),0.280,0.950
2,2:00,2,1,SEA 29,17,10,Marshawn Lynch left tackle for 3 yards (tackle by Chandler Jones),0.950,1.070
2,1:24,1,10,SEA 32,17,10,Russell Wilson pass incomplete short left intended for Leon Washington,1.070,0.530
2,1:17,2,10,SEA 32,17,10,Marshawn Lynch right tackle for 6 yards (tackle by Rob Ninkovich),0.530,0.630
2,0:53,3,4,SEA 38,17,10,Russell Wilson pass incomplete short right intended for Sidney Rice (defended by Devin McCourty),0.630,-0.850
2,0:48,4,4,SEA 38,17,10,"Jon Ryan for no gain. Jon Ryan fumbles, recovered by Jon Ryan at SEA-24",-0.850,-3.970
2,0:40,1,10,SEA 24,17,10,Tom Brady pass complete short middle to Wes Welker for 15 yards (tackle by Earl Thomas),3.970,0.000
2,0:19,,,,17,10,Timeout #2 by New England Patriots,0.000,5.140
2,0:19,1,9,SEA 9,17,10,Tom Brady pass complete short middle to Danny Woodhead for 6 yards (tackle by Bobby Wagner),5.140,0.000
2,0:12,,,,17,10,Timeout #3 by New England Patriots,0.000,5.530
2,0:12,2,3,SEA 3,17,10,Tom Brady pass incomplete short left intended for Rob Gronkowski (defended by Earl Thomas),5.530,4.720
Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,17,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,17,10,Marshawn Lynch right guard for -4 yards (tackle by Brandon Spikes),0.280,-0.940
3,14:21,2,14,SEA 16,17,10,Russell Wilson sacked by Chandler Jones for -5 yards,-0.940,-2.470
3,13:50,3,19,SEA 11,17,10,Robert Turbin up the middle for 5 yards (tackle by Jerod Mayo and Jermaine Cunningham),-2.470,-2.390
3,13:19,4,14,SEA 16,17,10,"Jon Ryan punts 66 yards, returned by Wes Welker for 17 yards (tackle by Michael Robinson)",-2.390,-1.270
3,13:04,1,10,NWE 35,17,10,Tom Brady pass complete short right to Aaron Hernandez for 4 yards (tackle by Kam Chancellor),1.270,1.260
3,12:27,2,6,NWE 39,17,10,Tom Brady pass incomplete short middle intended for Wes Welker,1.260,0.560
3,12:23,3,6,NWE 39,17,10,Danny Woodhead left guard for 7 yards (tackle by Greg Scruggs and Bruce Irvin),0.560,1.990
3,11:49,1,10,NWE 46,17,10,Tom Brady pass complete deep left to Daniel Fells for 35 yards (tackle by Brandon Browner),1.990,4.310
3,11:11,1,10,SEA 19,17,10,Stevan Ridley left tackle for 6 yards (tackle by Chris Clemons),4.310,4.720
3,10:47,2,4,SEA 13,17,10,Stevan Ridley up the middle for -3 yards (tackle by Bobby Wagner),4.720,3.410
3,10:04,3,7,SEA 16,17,10,Tom Brady pass complete short left to Aaron Hernandez for -1 yards (tackle by Brandon Browner),3.410,2.310
3,9:25,4,8,SEA 17,20,10,Stephen Gostkowski 35 yard field goal good,2.310,3.000
3,9:21,,,NWE 35,20,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,0.280
3,9:21,1,10,SEA 20,20,10,Russell Wilson pass complete short left to Marshawn Lynch for 11 yards (tackle by Patrick Chung),0.280,1.000
3,9:00,1,10,SEA 31,20,10,Russell Wilson pass complete short left to Braylon Edwards for 11 yards (tackle by Alfonzo Dennard),1.000,1.730
3,8:18,1,10,SEA 42,20,10,Russell Wilson pass incomplete deep left intended for Golden Tate,1.730,1.190
3,8:12,2,10,SEA 42,20,10,Russell Wilson pass incomplete short left intended for Braylon Edwards,1.190,0.500
3,8:08,3,10,SEA 42,20,10,"Russell Wilson for 26 yards. Penalty on Breno Giacomini: Offensive Holding, 10 yards (no play)",0.500,-0.820
3,7:32,3,20,SEA 32,20,10,Russell Wilson pass incomplete deep middle intended for Ben Obomanu (defended by Tavon Wilson),-0.820,-1.240
3,7:23,4,20,SEA 32,20,10,"Jon Ryan punts 50 yards, returned by Wes Welker for 8 yards (tackle by Byron Maxwell)",-1.240,-0.670
3,7:13,1,10,NWE 26,20,10,Stevan Ridley right end for -1 yards (tackle by Bobby Wagner and Brandon Mebane),0.670,-0.010
3,6:36,2,11,NWE 25,20,10,Tom Brady pass incomplete short middle intended for Wes Welker,-0.010,-0.690
3,6:31,3,11,NWE 25,20,10,Tom Brady pass complete short left to Wes Welker for 12 yards (tackle by Kam Chancellor),-0.690,1.400
3,5:50,1,10,NWE 37,20,10,Tom Brady pass complete short middle to Rob Gronkowski for 15 yards (tackle by K.J. Wright),1.400,2.390
3,5:22,1,10,SEA 48,20,10,Stevan Ridley left tackle for 5 yards (tackle by K.J. Wright),2.390,2.520
3,4:52,2,5,SEA 43,20,10,Tom Brady pass incomplete deep right intended for Deion Branch is intercepted by Richard Sherman at SEA-20,2.520,-0.280
3,4:45,1,10,SEA 20,20,10,Marshawn Lynch right tackle for 4 yards (tackle by Jerod Mayo),0.280,0.270
3,4:10,2,6,SEA 24,20,10,Marshawn Lynch right tackle for 3 yards (tackle by Jerod Mayo and Kyle Love),0.270,-0.030
3,3:34,3,3,SEA 27,20,10,Russell Wilson pass incomplete short middle intended for Doug Baldwin (defended by Vince Wilfork),-0.030,-1.570
3,3:30,4,3,SEA 27,20,10,"Jon Ryan punts 66 yards, returned by Wes Welker for 27 yards (tackle by K.J. Wright)",-1.570,-1.200
3,3:16,1,10,NWE 34,20,10,Tom Brady pass complete short left to Danny Woodhead for 2 yards (tackle by Marcus Trufant),1.200,0.930
3,2:51,2,8,NWE 36,20,10,Tom Brady pass complete short left to Brandon Lloyd for 13 yards (tackle by Brandon Browner),0.930,2.190
3,2:26,1,10,NWE 49,20,10,Tom Brady pass complete short right to Aaron Hernandez for 8 yards (tackle by Kam Chancellor),2.190,2.730
3,1:53,2,2,SEA 43,20,10,Tom Brady pass incomplete short right intended for Brandon Lloyd,2.730,0.000
3,1:48,,,,20,10,Timeout #1 by New England Patriots,0.000,2.010
3,1:48,3,2,SEA 43,20,10,Tom Brady pass complete short right to Rob Gronkowski for 6 yards (tackle by Kam Chancellor),2.010,3.120
3,1:08,1,10,SEA 37,20,10,Stevan Ridley left guard for 3 yards (tackle by Marcus Trufant and Bobby Wagner),3.120,2.980
3,0:33,2,7,SEA 34,20,10,Tom Brady pass incomplete short left intended for Brandon Lloyd,2.980,2.280
3,0:30,3,7,SEA 34,20,10,"Tom Brady pass complete short middle to Danny Woodhead for 4 yards (tackle by Marcus Trufant and Bobby Wagner). Penalty on Jason Jones: Unnecessary Roughness, 15 yards",2.280,4.580
Quarter,Time,Down,ToGo,Location,NWE,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 15,20,10,Danny Woodhead right guard for 5 yards (tackle by Earl Thomas and Chris Clemons),4.580,4.840
4,14:29,2,5,SEA 10,20,10,Danny Woodhead right tackle for 4 yards (tackle by Brandon Mebane and Alan Branch),4.840,4.900
4,13:43,3,1,SEA 6,20,10,Tom Brady pass incomplete short middle intended for Wes Welker is intercepted by Earl Thomas at SEA--3 and returned for 23 yards (tackle by Tom Brady),4.900,-0.280
4,13:29,1,10,SEA 20,20,10,"Sidney Rice pass incomplete deep right intended for Golden Tate. Penalty on Patrick Chung: Defensive Pass Interference, 40 yards (no play)",0.280,2.920
4,13:21,1,10,NWE 40,20,10,Marshawn Lynch right tackle for 3 yards (tackle by Devin McCourty),2.920,2.780
4,12:43,2,7,NWE 37,20,10,"Russell Wilson pass complete short left to Zach Miller for 7 yards (tackle by Jerod Mayo). Zach Miller fumbles (forced by Jerod Mayo), recovered by Jerod Mayo at NWE-30 (tackle by Zach Miller)",2.780,-0.940
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,12:31,1,10,NWE 30,20,10,Tom Brady pass incomplete short left intended for Brandon Lloyd,0.940,0.390
4,12:28,2,10,NWE 30,20,10,Tom Brady pass complete deep right to Brandon Lloyd for 23 yards,0.390,2.460
4,12:09,1,10,SEA 47,20,10,Stevan Ridley left end for no gain (tackle by Alan Branch and LeRoy Hill),2.460,1.910
4,11:32,2,10,SEA 47,20,10,Tom Brady pass complete short right to Danny Woodhead for 22 yards (tackle by Bobby Wagner),1.910,3.910
4,10:54,1,10,SEA 25,20,10,Stevan Ridley right tackle for 4 yards (tackle by Kam Chancellor and Bobby Wagner),3.910,3.900
4,10:25,2,6,SEA 21,20,10,Stevan Ridley up the middle for 4 yards (tackle by Chris Clemons),3.900,3.850
4,10:06,3,2,SEA 17,20,10,Stevan Ridley right end for no gain (tackle by Richard Sherman),3.850,2.440
4,9:25,4,2,SEA 17,23,10,Stephen Gostkowski 35 yard field goal good,2.440,3.000
4,9:21,,,NWE 35,23,10,"Stephen Gostkowski kicks off 71 yards, returned by Leon Washington for 23 yards (tackle by Bobby Carpenter)",0.000,-0.060
4,9:17,1,10,SEA 17,23,10,"Russell Wilson pass complete deep middle to Golden Tate for 51 yards (tackle by Devin McCourty). Penalty on Brandon Spikes: Unnecessary Roughness, 15 yards",-0.060,4.440
4,8:52,1,10,NWE 17,23,10,Russell Wilson pass incomplete short right intended for Anthony McCoy,4.440,3.850
4,8:46,2,10,NWE 17,23,10,Robert Turbin left guard for 5 yards (tackle by Jermaine Cunningham),3.850,3.880
4,8:09,3,5,NWE 12,23,10,Russell Wilson pass complete short right to Golden Tate for 2 yards (tackle by Devin McCourty),3.880,2.860
4,7:26,4,3,NWE 10,23,16,"Russell Wilson pass complete short left to Braylon Edwards for 10 yards, touchdown. Penalty on Alfonzo Dennard: Defensive Pass Interference (Declined)",2.860,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,7:26,,,NWE 2,23,17,Steven Hauschka kicks extra point good,0.000,0.000
4,7:21,,,SEA 35,23,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,7:21,1,10,NWE 20,23,17,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Red Bryant),0.280,-0.270
4,7:17,2,10,NWE 20,23,17,Tom Brady pass complete short left to Danny Woodhead for 12 yards (tackle by Bobby Wagner),-0.270,1.070
4,6:34,1,10,NWE 32,23,17,Stevan Ridley left tackle for 6 yards (tackle by Kam Chancellor and LeRoy Hill),1.070,0.000
4,5:35,,,,23,17,Timeout #2 by New England Patriots,0.000,1.340
4,5:35,2,4,NWE 38,23,17,Danny Woodhead right tackle for 9 yards (tackle by Kam Chancellor),1.340,2.060
4,4:56,1,10,NWE 47,23,17,Tom Brady pass incomplete short left intended for Brandon Lloyd (defended by Brandon Browner),2.060,1.520
4,4:52,2,10,NWE 47,23,17,"Tom Brady pass incomplete. Penalty on Tom Brady: Intentional Grounding, 10 yards",1.520,-0.490
4,4:47,3,20,NWE 37,23,17,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Kam Chancellor),-0.490,-0.320
4,4:07,4,11,NWE 46,23,17,"Zoltan Mesko punts 48 yards, returned by Leon Washington for 4 yards (tackle by Matt Slater)",-0.320,0.380
4,3:56,1,10,SEA 10,23,17,Marshawn Lynch left tackle for 7 yards (tackle by Chandler Jones),-0.380,-0.090
4,3:26,2,3,SEA 17,23,17,Russell Wilson pass incomplete short right intended for Sidney Rice,-0.090,-0.600
4,3:20,3,3,SEA 17,23,17,Russell Wilson pass incomplete deep left intended for Golden Tate,-0.600,-2.320
4,3:14,4,3,SEA 17,23,17,"Jon Ryan punts 58 yards, returned by Wes Welker for 16 yards (tackle by Mike Morgan)",-2.320,-1.660
4,3:02,1,10,NWE 41,23,17,Stevan Ridley left end for 1 yard (tackle by Brandon Mebane),1.660,0.000
4,2:57,,,,23,17,Timeout #1 by Seattle Seahawks,0.000,1.260
4,2:57,2,9,NWE 42,23,17,Stevan Ridley right tackle for 1 yard (tackle by Bobby Wagner),1.260,0.000
4,2:52,,,,23,17,Timeout #2 by Seattle Seahawks,0.000,0.700
4,2:52,3,8,NWE 43,23,17,Tom Brady pass incomplete short left intended for Deion Branch,0.700,-0.520
4,2:48,4,8,NWE 43,23,17,"Zoltan Mesko punts 39 yards, returned by Leon Washington for 25 yards (tackle by Shane Vereen)",-0.520,-1.800
4,2:38,1,10,SEA 43,23,17,Russell Wilson right end for 9 yards,1.800,0.000
4,2:06,,,,23,17,Timeout #3 by New England Patriots,0.000,2.470
4,2:06,2,1,NWE 48,23,17,Russell Wilson pass incomplete short right intended for Sidney Rice,2.470,1.750
4,1:59,3,1,NWE 48,23,17,Marshawn Lynch left tackle for 2 yards (tackle by Vince Wilfork and Chandler Jones),1.750,2.520
4,1:27,1,10,NWE 46,23,23,"Russell Wilson pass complete deep middle to Sidney Rice for 46 yards, touchdown",2.520,7.000
4,1:27,,,NWE 2,23,24,Steven Hauschka kicks extra point good,0.000,0.000
4,1:18,,,SEA 35,23,24,"Steven Hauschka kicks off 68 yards, returned by Danny Woodhead for 23 yards (tackle by Michael Robinson)",0.000,0.280
4,1:14,1,10,NWE 20,23,24,Tom Brady pass incomplete deep right intended for Brandon Lloyd,0.280,-0.270
4,1:08,2,10,NWE 20,23,24,Tom Brady sacked by Jason Jones for -7 yards. Penalty on NWE: Illegal Motion (Declined),-0.270,-2.190
4,1:03,3,17,NWE 13,23,24,Tom Brady pass incomplete short middle intended for Aaron Hernandez,-2.190,-2.490
4,0:58,4,17,NWE 13,23,24,Tom Brady pass complete short right to Wes Welker for 15 yards (tackle by Bobby Wagner),-2.490,-3.710
4,0:51,1,10,NWE 28,23,24,Russell Wilson kneels for -1 yards,3.710,3.030
4,0:18,2,11,NWE 29,23,24,Russell Wilson kneels for -1 yards,3.030,2.210
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
