Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
1,4:31,1,10,MIN 49,0,0,Moe Williams up the middle for -1 yards (tackle by Shelton Quarles),2.190,1.510
1,3:47,2,11,MIN 48,0,0,"Daunte Culpepper sacked for -7 yards. Daunte Culpepper fumbles, recovered by Dewayne White at MIN-41 and returned for 18 yards (tackle by Jim Kleinsasser)",1.510,-4.040
1,3:39,1,10,MIN 23,0,0,Brian Griese pass incomplete intended for Alex Smith,4.040,3.500
1,3:34,2,10,MIN 23,0,0,Brian Griese pass complete to Alex Smith for 5 yards (tackle by Corey Chavous),3.500,3.490
1,2:58,3,5,MIN 18,0,6,"Brian Griese pass incomplete is intercepted by Darren Sharper at MIN-12 and returned for 88 yards, touchdown",3.490,-7.000
1,,,,TAM 2,0,7,Paul Edinger kicks extra point good,0.000,0.000
1,,,,MIN 30,0,7,"Paul Edinger kicks off 59 yards, returned by Torrie Cox for 18 yards (tackle by Willie Offord)",0.000,0.870
1,2:39,1,10,TAM 29,0,7,Cadillac Williams right end for 1 yard (tackle by Pat Williams),0.870,0.460
1,2:03,2,9,TAM 30,0,7,Brian Griese pass incomplete intended for Michael Clayton (defended by Darren Sharper),0.460,-0.230
1,1:59,3,9,TAM 30,0,7,"Penalty on Anthony Davis: False Start, 5 yards (no play)",-0.230,-0.890
1,1:59,3,14,TAM 25,0,7,"Penalty on Kenechi Udeze: Neutral Zone Infraction, 5 yards (no play)",-0.890,-0.230
1,1:59,3,9,TAM 30,0,7,Brian Griese pass complete to Joey Galloway for 14 yards (tackle by Darren Sharper),-0.230,1.860
1,1:26,1,10,TAM 44,0,7,Brian Griese pass incomplete intended for Mike Alstott,1.860,1.320
1,1:21,2,10,TAM 44,0,7,Cadillac Williams right end for 1 yard (tackle by Brian Williams),1.320,0.760
1,0:37,3,9,TAM 45,0,7,Brian Griese pass complete to Joey Galloway for 30 yards,0.760,3.910
1,0:07,,,,0,7,Timeout #1 by Minnesota Vikings,0.000,3.910
1,0:07,1,10,MIN 25,0,7,Cadillac Williams left end for 2 yards (tackle by Darrion Scott and Sam Cowart),3.910,3.630
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,MIN 23,6,7,"Brian Griese pass complete to Alex Smith for 23 yards, touchdown",3.630,7.000
2,,,,MIN 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,7,7,"Matt Bryant kicks off 69 yards, returned by Mewelde Moore for 27 yards (tackle by Marquis Cooper)",0.000,0.810
2,14:49,1,10,MIN 28,7,7,Michael Bennett up the middle for 3 yards (tackle by Chris Hovan),0.810,0.670
2,14:11,2,7,MIN 31,7,7,"Daunte Culpepper pass complete to Travis Taylor for 6 yards (tackle by Brian Kelly). Penalty on Brian Kelly: Unnecessary Roughness, 15 yards",0.670,2.390
2,13:44,1,10,TAM 48,7,7,"Daunte Culpepper sacked by Simeon Rice for 1 yards. Daunte Culpepper fumbles (forced by Simeon Rice), recovered by Chris Hovan at MIN-49",2.390,-2.320
2,13:36,1,10,MIN 49,7,7,Brian Griese pass incomplete intended for Joey Galloway,2.320,1.780
2,13:29,2,10,MIN 49,7,7,Brian Griese pass complete to Ike Hilliard for 4 yards (tackle by Napoleon Harris),1.780,1.620
2,12:42,3,6,MIN 45,7,7,Brian Griese pass incomplete is intercepted by Fred Smoot at MIN-29,1.620,-0.870
2,12:35,1,10,MIN 29,7,7,Michael Bennett left end for -2 yards (tackle by Simeon Rice),0.870,0.060
2,12:00,2,12,MIN 27,7,7,Daunte Culpepper pass complete to Jim Kleinsasser for 11 yards,0.060,0.830
2,11:17,3,1,MIN 38,7,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.830,-0.850
2,11:17,4,1,MIN 38,7,7,"Chris Kluwe punts 62 yards, touchback",-0.850,-0.280
2,11:03,1,10,TAM 20,7,7,Cadillac Williams left guard for 3 yards (tackle by Kenechi Udeze),0.280,0.140
2,10:29,2,7,TAM 23,7,7,Cadillac Williams left end for 19 yards (tackle by Corey Chavous),0.140,1.730
2,10:00,1,10,TAM 42,7,7,Cadillac Williams up the middle for 1 yard (tackle by Pat Williams),1.730,1.320
2,9:23,2,9,TAM 43,7,7,Brian Griese pass incomplete intended for Mike Alstott (defended by Napoleon Harris),1.320,0.630
2,9:18,3,9,TAM 43,7,7,Brian Griese pass complete to Michael Clayton for 41 yards (tackle by Darren Sharper and Corey Chavous),0.630,4.510
2,8:51,1,10,MIN 16,7,7,Cadillac Williams right guard for 4 yards (tackle by Sam Cowart and Corey Chavous),4.510,4.570
2,8:13,2,6,MIN 12,7,7,"Brian Griese pass complete to Jameel Cook for 4 yards (tackle by Antoine Winfield). Penalty on Anthony Becht: Illegal Shift, 5 yards (no play)",4.570,3.770
2,7:42,2,11,MIN 17,7,7,"Penalty on Sean Mahan: False Start, 5 yards (no play)",3.770,3.150
2,7:23,2,16,MIN 22,7,7,Cadillac Williams right end for 6 yards (tackle by Dontarrious Thomas and Corey Chavous),3.150,3.080
2,6:41,3,10,MIN 16,7,7,Brian Griese pass complete to Joey Galloway for 11 yards (tackle by Brian Williams and Darren Sharper),3.080,6.060
2,6:10,1,5,MIN 5,7,7,Cadillac Williams right tackle for 3 yards (tackle by Antoine Winfield),6.060,5.720
2,5:30,2,2,MIN 2,7,7,Mike Alstott left guard for no gain (tackle by Darren Sharper),5.720,4.950
2,4:44,,,,7,7,Timeout #1 by Tampa Bay Buccaneers,0.000,4.950
2,4:44,3,2,MIN 2,13,7,"Brian Griese pass complete to Alex Smith for 2 yards, touchdown",4.950,7.000
2,,,,MIN 2,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,14,7,"Matt Bryant kicks off 63 yards, returned by Mewelde Moore for 15 yards (tackle by Will Allen)",0.000,0.410
2,4:31,1,10,MIN 22,14,7,Daunte Culpepper pass complete to Jermaine Wiggins for 4 yards (tackle by Dexter Jackson),0.410,0.410
2,4:00,2,6,MIN 26,14,7,Michael Bennett up the middle for 2 yards (tackle by Jermaine Phillips),0.410,-0.030
2,3:18,3,4,MIN 28,14,7,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Dexter Jackson),-0.030,-1.500
2,3:12,4,4,MIN 28,14,7,"Chris Kluwe punts 55 yards, returned by Mark Jones for 14 yards (tackle by Richard Owens)",-1.500,-1.000
2,3:00,1,10,TAM 31,14,7,"Brian Griese pass complete to Michael Clayton for no gain (tackle by Darren Sharper). Michael Clayton fumbles (forced by Darren Sharper), ball out of bounds at TAM-31",1.000,0.460
2,2:54,2,10,TAM 31,14,7,Cadillac Williams right end for 4 yards (tackle by Sam Cowart and Napoleon Harris),0.460,0.300
2,2:15,3,6,TAM 35,14,7,Brian Griese pass complete to Joey Galloway for 36 yards (tackle by Corey Chavous),0.300,3.640
2,2:00,1,10,MIN 29,14,7,Brian Griese pass complete to Michael Clayton for 7 yards (tackle by Darren Sharper),3.640,4.050
2,1:29,2,3,MIN 22,14,7,Cadillac Williams up the middle for 4 yards (tackle by E.J. Henderson),4.050,4.370
2,0:52,1,10,MIN 18,14,7,Brian Griese sacked by Pat Williams for -7 yards,4.370,2.880
2,0:36,,,,14,7,Timeout #2 by Tampa Bay Buccaneers,0.000,2.880
2,0:36,2,17,MIN 25,14,7,Brian Griese pass incomplete intended for Joey Galloway,2.880,2.210
2,0:31,3,17,MIN 25,14,7,Cadillac Williams right guard for 2 yards (tackle by Kevin Williams and Napoleon Harris),2.210,1.930
2,0:21,,,,14,7,Timeout #2 by Minnesota Vikings,0.000,1.930
2,0:21,4,15,MIN 23,17,7,Matt Bryant 41 yard field goal good,1.930,3.000
2,,,,TAM 30,17,7,"Matt Bryant kicks off 66 yards, returned by Mewelde Moore for 24 yards (tackle by Torrie Cox)",0.000,0.810
2,0:11,1,10,MIN 28,17,7,Daunte Culpepper pass complete to Moe Williams for 7 yards (tackle by Juran Bolden),0.810,1.210
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,17,7,"Matt Bryant kicks off 58 yards, returned by Troy Williamson for 10 yards (tackle by Ryan Nece). Penalty on Willie Offord: Illegal Block Above the , 10 yards",0.000,-0.350
3,14:56,1,10,MIN 12,17,7,Michael Bennett up the middle for 1 yard,-0.350,-0.700
3,14:07,2,9,MIN 13,17,7,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",-0.700,-1.070
3,13:49,2,14,MIN 8,17,7,Daunte Culpepper pass complete to Nate Burleson for 10 yards (tackle by Ronde Barber),-1.070,-0.720
3,13:11,3,4,MIN 18,17,7,Daunte Culpepper pass incomplete intended for Nate Burleson,-0.720,-2.240
3,13:06,4,4,MIN 18,17,7,"Chris Kluwe punts 53 yards, returned by Mark Jones for 12 yards (tackle by Richard Owens). Penalty on Dewayne White: Illegal Block Above the , 10 yards, Penalty on Torrie Cox: Illegal Block Above the (Declined)",-2.240,-1.000
3,12:54,1,10,TAM 31,17,7,Cadillac Williams right tackle for 3 yards (tackle by Napoleon Harris and Corey Chavous),1.000,0.870
3,12:17,2,7,TAM 34,17,7,"Brian Griese pass incomplete intended for Michael Clayton. Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",0.870,-0.490
3,12:12,2,17,TAM 24,17,7,"Penalty on Brian Griese: Delay of Game, 5 yards (no play)",-0.490,-1.220
3,12:12,2,22,TAM 19,17,7,Cadillac Williams right end for 2 yards (tackle by Sam Cowart),-1.220,-1.550
3,11:51,3,20,TAM 21,17,7,Brian Griese pass complete to Michael Clayton for 9 yards (tackle by Dontarrious Thomas),-1.550,-1.370
3,11:12,4,11,TAM 30,17,7,"Josh Bidwell punts 52 yards, returned by Keenan Howry for 13 yards (tackle by Will Allen)",-1.370,-1.000
3,10:59,1,10,MIN 31,17,7,Daunte Culpepper left tackle for 3 yards (tackle by Simeon Rice),1.000,0.870
3,10:22,2,7,MIN 34,17,7,Moe Williams right guard for -1 yards (tackle by Shelton Quarles and Greg Spires),0.870,0.040
3,9:39,3,8,MIN 33,17,7,Daunte Culpepper left end for 10 yards (tackle by Jermaine Phillips),0.040,1.800
3,9:04,1,10,MIN 43,17,7,"Moe Williams right end for 1 yard (tackle by Ryan Nece). Penalty on Cory Withrow: Offensive Holding, 10 yards (no play)",1.800,1.140
3,8:38,1,20,MIN 33,17,7,Daunte Culpepper pass complete to Michael Bennett for 1 yard (tackle by Juran Bolden),1.140,0.040
3,7:58,2,19,MIN 34,17,7,"Daunte Culpepper pass complete to Marcus Robinson for 12 yards (tackle by Ronde Barber). Penalty on MIN: Illegal Formation, 5 yards (no play)",0.040,-0.640
3,7:26,2,24,MIN 29,17,7,Daunte Culpepper pass complete to Travis Taylor for 25 yards (tackle by Juran Bolden),-0.640,2.520
3,6:48,1,10,TAM 46,17,7,Daunte Culpepper pass complete to Michael Bennett for 10 yards (tackle by Jermaine Phillips),2.520,3.180
3,5:59,1,10,TAM 36,17,7,Daunte Culpepper pass complete to Jermaine Wiggins for 1 yard (tackle by Dewayne White),3.180,2.770
3,5:19,2,9,TAM 35,17,7,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,2.770,2.080
3,5:13,3,9,TAM 35,17,7,"Daunte Culpepper pass complete to Jermaine Wiggins for 35 yards. Penalty on Jermaine Wiggins: Offensive Pass Interfere, 10 yards (no play)",2.080,0.760
3,4:42,3,19,TAM 45,17,7,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Derrick Brooks),0.760,0.970
3,4:42,4,9,TAM 35,17,10,Paul Edinger 53 yard field goal good,0.970,3.000
3,,,,MIN 30,17,10,"Paul Edinger kicks off 69 yards, returned by Torrie Cox for 25 yards (tackle by Ralph Brown)",0.000,0.670
3,3:46,1,10,TAM 26,17,10,Cadillac Williams up the middle for no gain (tackle by Pat Williams),0.670,0.130
3,3:04,2,10,TAM 26,17,10,Brian Griese pass complete to Anthony Becht for 7 yards (tackle by Napoleon Harris and Corey Chavous),0.130,0.370
3,2:27,3,3,TAM 33,17,10,Brian Griese pass complete to Alex Smith for 4 yards (tackle by Antoine Winfield and Dontarrious Thomas),0.370,1.400
3,1:29,1,10,TAM 37,17,10,Cadillac Williams right end for -1 yards (tackle by Darren Sharper),1.400,0.720
3,0:48,2,11,TAM 36,17,10,Brian Griese sacked by Lance Johnstone for -7 yards,0.720,-0.890
3,0:16,3,18,TAM 29,17,10,Brian Griese pass complete to Mike Alstott for 7 yards (tackle by Dontarrious Thomas and Fred Smoot),-0.890,-0.980
Quarter,Time,Down,ToGo,Location,TAM,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,TAM 36,17,10,Josh Bidwell punts 48 yards,-0.980,0.140
4,14:47,1,10,MIN 16,17,10,Moe Williams right guard for 3 yards (tackle by Ronde Barber),-0.140,-0.180
4,14:10,2,7,MIN 19,17,10,Daunte Culpepper pass complete to Marcus Robinson for 4 yards (tackle by Ronde Barber),-0.180,-0.450
4,13:30,3,3,MIN 23,17,10,Daunte Culpepper pass incomplete intended for Nate Burleson,-0.450,-1.830
4,13:26,4,3,MIN 23,17,10,"Chris Kluwe punts 47 yards, returned by Mark Jones for 1 yard (tackle by Brian Williams)",-1.830,-1.000
4,13:16,1,10,TAM 31,17,10,"Brian Griese pass complete to Jameel Cook for 8 yards (tackle by Darren Sharper). Penalty on Anthony Becht: Illegal Block Above the , 10 yards",1.000,0.870
4,12:51,1,12,TAM 29,17,10,Brian Griese pass incomplete intended for Michael Clayton,0.870,0.190
4,12:45,2,12,TAM 29,17,10,Cadillac Williams up the middle for -3 yards (tackle by Kevin Williams),0.190,-0.890
4,12:07,3,15,TAM 26,17,10,Brian Griese pass incomplete intended for Michael Pittman,-0.890,-1.630
4,12:01,4,15,TAM 26,17,10,"Josh Bidwell punts 38 yards, returned by Keenan Howry for 19 yards (tackle by Ryan Nece)",-1.630,-2.590
4,11:50,1,10,TAM 45,17,10,Michael Bennett left guard for 1 yard (tackle by Dexter Jackson and Anthony McFarland),2.590,2.180
4,11:15,2,9,TAM 44,17,10,Daunte Culpepper pass incomplete intended for Travis Taylor (defended by Ronde Barber),2.180,1.490
4,11:12,3,9,TAM 44,17,10,Daunte Culpepper pass complete to Jim Kleinsasser for 13 yards (tackle by Juran Bolden),1.490,3.510
4,10:29,,,,17,10,Timeout #1 by Minnesota Vikings,0.000,3.510
4,10:29,1,10,TAM 31,17,10,Michael Bennett up the middle for -6 yards (tackle by Chris Hovan),3.510,2.160
4,9:48,2,16,TAM 37,17,10,Daunte Culpepper pass complete to Michael Bennett for 10 yards (tackle by Dexter Jackson),2.160,2.810
4,8:59,3,6,TAM 27,17,10,"Daunte Culpepper pass complete to Jermaine Wiggins for 27 yards. Penalty on Ellis Wyms: Defensive Offside (Offsetting), Penalty on Nate Burleson: Illegal Block Above the (Offsetting) (no play)",2.810,2.810
4,8:50,3,6,TAM 27,17,10,Daunte Culpepper pass complete to Jermaine Wiggins for 17 yards (tackle by Jermaine Phillips and Dexter Jackson),2.810,4.910
4,8:50,1,10,TAM 10,17,10,"Penalty on Daunte Culpepper: Delay of Game, 5 yards (no play)",4.910,4.370
4,7:50,1,15,TAM 15,17,10,Daunte Culpepper pass complete to Marcus Robinson for 4 yards (tackle by Derrick Brooks),4.370,4.020
4,7:07,2,11,TAM 11,17,10,Daunte Culpepper pass complete to Travis Taylor for 7 yards (tackle by Shelton Quarles),4.020,4.490
4,6:23,3,4,TAM 4,17,10,Daunte Culpepper pass incomplete intended for Marcus Robinson,4.490,3.030
4,6:17,4,4,TAM 4,17,13,Paul Edinger 22 yard field goal good,3.030,3.000
4,,,,MIN 30,17,13,"Paul Edinger kicks off 65 yards, returned by Torrie Cox for 26 yards (tackle by Antoine Winfield)",0.000,1.000
4,6:07,1,10,TAM 31,17,13,Cadillac Williams left tackle for 4 yards (tackle by Ralph Brown),1.000,1.000
4,5:28,2,6,TAM 35,17,13,Brian Griese pass complete to Jameel Cook for -1 yards (tackle by Antoine Winfield and Corey Chavous),1.000,0.170
4,4:46,3,7,TAM 34,17,13,Brian Griese pass complete to Joey Galloway for 6 yards (tackle by Ralph Brown),0.170,-0.720
4,4:22,4,1,TAM 40,17,13,"Josh Bidwell punts 45 yards, returned by Keenan Howry for 5 yards (tackle by Blue Adams). Penalty on Raonall Smith: Illegal Block Above the , 10 yards",-0.720,0.380
4,4:11,1,10,MIN 10,17,13,"Daunte Culpepper pass incomplete intended for Nate Burleson. Penalty on Ronde Barber: Defensive Pass Interfere, 14 yards (no play)",-0.380,0.540
4,4:06,1,10,MIN 24,17,13,Daunte Culpepper pass complete to Nate Burleson for 20 yards (tackle by Juran Bolden),0.540,1.860
4,3:28,1,10,MIN 44,17,13,"Moe Williams up the middle for 2 yards (tackle by Shelton Quarles). Moe Williams fumbles (forced by Shelton Quarles), recovered by Nate Burleson at MIN-46",1.860,1.590
4,3:05,2,8,MIN 46,17,13,"Daunte Culpepper sacked by Ellis Wyms for -6 yards. Penalty on Brian Kelly: Defensive Holding, 5 yards (no play)",1.590,2.320
4,3:01,1,10,TAM 49,17,13,Daunte Culpepper pass complete to Jermaine Wiggins for 11 yards (tackle by Derrick Brooks),2.320,3.050
4,2:26,1,10,TAM 38,17,13,Daunte Culpepper pass complete to Nate Burleson for 15 yards,3.050,4.040
4,2:18,1,10,TAM 23,17,13,"Daunte Culpepper pass complete to Jim Kleinsasser for 8 yards (tackle by Shelton Quarles). Jim Kleinsasser fumbles (forced by Shelton Quarles), recovered by Moe Williams at TAM-15",4.040,4.750
4,2:00,2,2,TAM 15,17,13,Moe Williams up the middle for 3 yards,4.750,4.780
4,1:53,,,,17,13,Timeout #1 by Tampa Bay Buccaneers,0.000,4.780
4,1:53,1,10,TAM 12,17,13,Daunte Culpepper pass incomplete intended for Moe Williams is intercepted by Brian Kelly at TAM-6 and returned for 14 yards,4.780,-0.280
4,1:45,1,10,TAM 20,17,13,Cadillac Williams left tackle for 6 yards (tackle by Darren Sharper),0.280,0.540
4,1:40,,,,17,13,Timeout #2 by Minnesota Vikings,0.000,0.540
4,1:40,2,4,TAM 26,17,13,Cadillac Williams right guard for 3 yards (tackle by E.J. Henderson and Sam Cowart),0.540,0.230
4,1:34,,,,17,13,Timeout #3 by Minnesota Vikings,0.000,0.230
4,1:34,3,1,TAM 29,23,13,"Cadillac Williams left guard for 71 yards, touchdown",0.230,7.000
4,,,,MIN 2,24,13,Matt Bryant kicks extra point good,0.000,0.000
4,,,,TAM 30,24,13,"Matt Bryant kicks off 66 yards, returned by Troy Williamson for 13 yards (tackle by Jermaine Phillips)",0.000,-0.060
4,1:16,1,10,MIN 17,24,13,Daunte Culpepper pass incomplete intended for Jermaine Wiggins is intercepted by Derrick Brooks at MIN-29,-0.060,-3.640
4,1:11,1,10,MIN 29,24,13,Brian Griese kneels for -1 yards,3.640,2.970
4,0:37,2,11,MIN 30,24,13,Brian Griese kneels for -1 yards,2.970,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
