Quarter,Time,Down,ToGo,Location,STL,HOU,Detail,EPB,EPA
2,5:01,1,10,HOU 26,10,3,Zac Stacy left guard for 18 yards (tackle by Brooks Reed),3.840,5.370
2,4:16,1,8,HOU 8,10,3,Daryl Richardson up the middle for 1 yard (tackle by Earl Mitchell and Ed Reed),5.370,4.760
2,3:30,2,7,HOU 7,10,3,Zac Stacy up the middle for 5 yards (tackle by Danieal Manning and Brooks Reed),4.760,4.950
2,2:48,3,2,HOU 2,16,3,"Sam Bradford pass complete short left to Lance Kendricks for 2 yards, touchdown",4.950,7.000
2,2:48,,,HOU 2,17,3,Greg Zuerlein kicks extra point good,0.000,0.000
2,2:48,,,STL 35,17,3,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,2:43,1,10,HOU 20,17,3,Matt Schaub pass incomplete short left intended for DeAndre Hopkins (defended by Darian Stewart),0.280,-0.270
2,2:38,2,10,HOU 20,17,3,Matt Schaub pass complete short right to Keshawn Martin for 5 yards (tackle by Rodney McLeod),-0.270,-0.300
2,2:05,3,5,HOU 25,17,3,Matt Schaub pass complete short middle to Andre Johnson for 15 yards (tackle by Matt Giordano),-0.300,1.600
2,1:58,1,10,HOU 40,17,3,Matt Schaub pass complete short left to Arian Foster for 41 yards (tackle by Trumaine Johnson),1.600,4.310
2,1:47,1,10,STL 19,17,3,Matt Schaub sacked by Michael Brockers for -3 yards,4.310,4.310
2,1:37,1,10,STL 19,17,3,Timeout #1 by Houston Texans,4.310,3.360
2,1:37,2,13,STL 22,17,3,Matt Schaub pass complete short middle to Arian Foster for 5 yards (tackle by Matt Giordano),3.360,3.260
2,0:59,3,8,STL 17,17,3,Matt Schaub pass incomplete deep right intended for DeAndre Hopkins,3.260,2.310
2,0:53,4,8,STL 17,17,6,Randy Bullock 35 yard field goal good,2.310,3.000
2,,,,HOU 35,,,"Randy Bullock kicks off 66 yards, returned by Benny Cunningham for 26 yards (tackle by Brice McCain)",,
2,0:43,1,10,STL 25,17,6,Zac Stacy up the middle for 4 yards (tackle by Earl Mitchell and Antonio Smith),0.610,0.600
Quarter,Time,Down,ToGo,Location,STL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,17,6,"Greg Zuerlein kicks off 63 yards, out of bounds",0.000,-1.600
3,15:00,1,10,HOU 40,17,6,Matt Schaub pass complete short right to Andre Johnson for 11 yards (tackle by Trumaine Johnson),1.600,2.320
3,14:21,1,10,STL 49,17,6,Matt Schaub pass incomplete short left intended for Andre Johnson,2.320,1.780
3,14:15,2,10,STL 49,17,6,Arian Foster left guard for no gain (tackle by Michael Brockers),1.780,1.090
3,13:51,3,10,STL 49,17,6,Matt Schaub pass complete short middle to Garrett Graham for 5 yards (tackle by Rodney McLeod and James Laurinaitis),1.090,0.330
3,13:12,4,5,STL 44,17,6,"Shane Lechler punts 44 yards, touchback",0.330,-0.280
3,13:02,1,10,STL 20,17,6,Sam Bradford pass complete short right to Zac Stacy for 6 yards (tackle by Brooks Reed and Brian Cushing),0.280,0.540
3,12:29,2,4,STL 26,17,6,Zac Stacy up the middle for -2 yards (tackle by Brian Cushing),0.540,-0.430
3,11:47,3,6,STL 24,17,6,Sam Bradford pass complete short right to Jared Cook for 11 yards (tackle by D.J. Swearinger),-0.430,1.270
3,11:14,1,10,STL 35,17,6,Zac Stacy left tackle for 14 yards (tackle by Ed Reed),1.270,2.190
3,10:26,1,10,STL 49,17,6,Sam Bradford pass incomplete short left intended for Brian Quick,2.190,1.650
3,10:23,2,10,STL 49,17,6,Sam Bradford pass complete short right to Austin Pettis for 12 yards (tackle by Joe Mays),1.650,2.980
3,9:43,1,10,HOU 39,17,6,Zac Stacy up the middle for -2 yards (tackle by Jared Crick),2.980,2.170
3,9:02,2,12,HOU 41,17,6,Sam Bradford pass complete deep left to Jared Cook for 34 yards (tackle by Shiloh Keo),2.170,5.600
3,8:27,1,7,HOU 7,17,6,Zac Stacy left guard for 3 yards (tackle by Shiloh Keo),5.600,5.340
3,7:46,2,4,HOU 4,23,6,"Sam Bradford pass complete short left to Brian Quick for 4 yards, touchdown",5.340,7.000
3,7:46,,,HOU 2,24,6,Greg Zuerlein kicks extra point good,0.000,0.000
3,7:46,,,STL 35,30,6,"Greg Zuerlein kicks off 70 yards, returned by Keshawn Martin for 15 yards (tackle by Rodney McLeod). Keshawn Martin fumbles, recovered by Daren Bates at HOU-11 and returned for 11 yards, touchdown",0.000,7.000
3,7:36,,,HOU 2,31,6,Greg Zuerlein kicks extra point good,0.000,0.000
3,7:36,,,STL 35,31,6,"Greg Zuerlein kicks off 73 yards, returned by Keshawn Martin for 39 yards (tackle by Greg Zuerlein)",0.000,-1.000
3,7:30,1,10,HOU 31,31,6,Matt Schaub pass incomplete short right intended for Ryan Griffin,1.000,0.460
3,7:22,2,10,HOU 31,31,6,Matt Schaub pass complete short middle to Andre Johnson for 13 yards (tackle by Alec Ogletree and James Laurinaitis),0.460,1.860
3,6:52,1,10,HOU 44,31,6,Matt Schaub pass incomplete short middle intended for Arian Foster (defended by Trumaine Johnson),1.860,1.320
3,6:44,2,10,HOU 44,31,6,Arian Foster left end for 8 yards (tackle by Rodney McLeod),1.320,1.690
3,6:12,3,2,STL 48,31,6,Arian Foster right guard for 9 yards (tackle by Kendall Langford),1.690,2.980
3,5:43,1,10,STL 39,31,6,Matt Schaub pass complete short right to Andre Johnson for 4 yards (tackle by Darian Stewart),2.980,2.980
3,5:09,2,6,STL 35,31,6,Arian Foster up the middle for 5 yards (tackle by James Laurinaitis),2.980,2.940
3,4:29,3,1,STL 30,31,6,Arian Foster left tackle for 7 yards (tackle by William Hayes),2.940,4.040
3,3:54,1,10,STL 23,31,6,Matt Schaub sacked by Chris Long for -6 yards,4.040,2.690
3,3:31,2,16,STL 29,31,6,T.J. Yates pass complete short middle to Arian Foster for 4 yards (tackle by Alec Ogletree and Trumaine Johnson),2.690,2.540
3,2:55,3,12,STL 25,31,6,T.J. Yates pass complete short right to Arian Foster for 7 yards (tackle by Alec Ogletree and Trumaine Johnson),2.540,2.540
3,2:11,3,12,STL 25,31,6,Timeout #1 by Houston Texans,2.540,2.300
3,2:11,4,5,STL 18,31,6,"T.J. Yates pass incomplete short left intended for DeAndre Hopkins. Penalty on Chris Long: Defensive Offside, 5 yards (no play)",2.300,4.710
3,2:06,1,10,STL 13,31,6,Arian Foster up the middle for 4 yards (tackle by Kendall Langford),4.710,4.770
3,1:34,2,6,STL 9,31,6,T.J. Yates pass incomplete short right intended for Greg Jones,4.770,3.880
3,1:28,3,6,STL 9,31,6,T.J. Yates pass complete short middle to DeVier Posey for 3 yards (tackle by William Hayes),3.880,3.010
3,0:50,4,3,STL 6,37,6,"T.J. Yates pass incomplete short right intended for Garrett Graham is intercepted by Alec Ogletree at STL-2 and returned for 98 yards, touchdown",3.010,-7.000
3,0:36,,,HOU 2,38,6,Greg Zuerlein kicks extra point good,0.000,0.000
3,0:36,,,STL 35,38,6,"Greg Zuerlein kicks off 71 yards, returned by Keshawn Martin for 25 yards (tackle by Ray Ray Armstrong)",0.000,0.000
3,0:30,4,3,STL 6,38,6,Timeout #1 by St. Louis Rams,0.000,-0.150
3,0:30,1,10,HOU 19,38,6,Arian Foster left tackle for 4 yards (tackle by Kendall Langford),0.150,0.210
Quarter,Time,Down,ToGo,Location,STL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,HOU 23,38,6,T.J. Yates pass complete short middle to Andre Johnson for 14 yards (tackle by Alec Ogletree),0.210,1.400
4,14:33,1,10,HOU 37,38,6,Arian Foster right guard for 1 yard (tackle by Kendall Langford),1.400,0.990
4,13:59,2,9,HOU 38,38,6,"T.J. Yates pass complete short left to Garrett Graham for 20 yards (tackle by Jo-Lonn Dunbar and James Laurinaitis). Penalty on STL: Roughing the Passer, 15 yards",0.990,3.780
4,13:28,1,10,STL 27,38,6,T.J. Yates pass complete short left to Andre Johnson for 12 yards (tackle by Jo-Lonn Dunbar),3.780,4.580
4,12:52,1,10,STL 15,38,6,T.J. Yates sacked by Janoris Jenkins for 0 yards,4.580,3.950
4,12:10,2,10,STL 15,38,6,T.J. Yates pass incomplete deep left intended for Garrett Graham is intercepted by Janoris Jenkins at STL--2 and returned for 5 yards (tackle by DeAndre Hopkins),3.950,0.380
4,11:56,1,10,STL 3,38,6,Zac Stacy left guard for 5 yards (tackle by Kareem Jackson),-0.380,-0.420
4,11:16,2,5,STL 8,38,6,"Penalty on Scott Wells: False Start, 4 yards (no play)",-0.420,-0.710
4,10:56,2,9,STL 4,38,6,Zac Stacy left guard for 2 yards (tackle by Earl Mitchell),-0.710,-1.070
4,10:16,3,7,STL 6,38,6,Zac Stacy left tackle for 3 yards (tackle by Antonio Smith),-1.070,-2.490
4,9:27,4,4,STL 9,38,6,"Johnny Hekker punts 42 yards, returned by Shiloh Keo for 4 yards (tackle by Ray Ray Armstrong)",-2.490,-2.460
4,9:17,1,10,STL 47,38,6,Arian Foster right tackle for 6 yards (tackle by James Laurinaitis),2.460,2.720
4,8:47,2,4,STL 41,38,6,Arian Foster left tackle for -1 yards (tackle by Michael Brockers),2.720,1.880
4,8:11,3,5,STL 42,38,6,T.J. Yates pass incomplete short left intended for Arian Foster,1.880,0.460
4,8:04,4,5,STL 42,38,6,"T.J. Yates pass complete short middle to Lestar Jean for 6 yards (tackle by Rodney McLeod and Jo-Lonn Dunbar). Penalty on STL: Roughing the Passer, 15 yards",0.460,4.170
4,7:38,1,10,STL 21,38,6,"Ben Tate up the middle for 2 yards (tackle by Eugene Sims). Penalty on STL: Illegal Use of Hands, 5 yards",4.170,4.650
4,7:12,1,10,STL 14,38,6,Ben Tate left tackle for no gain (tackle by Michael Brockers and Chris Long),4.650,4.000
4,6:27,2,10,STL 14,38,6,"T.J. Yates pass incomplete short right intended for DeVier Posey (defended by Chris Long). Penalty on Robert Quinn: Defensive Offside, 5 yards (no play)",4.000,4.900
4,6:23,2,5,STL 9,38,6,Ben Tate right tackle for 4 yards (tackle by Trumaine Johnson and James Laurinaitis),4.900,4.960
4,5:48,3,1,STL 5,38,6,Ben Tate left end for no gain (tackle by Darian Stewart and Kendall Langford),4.960,3.030
4,5:05,4,1,STL 5,38,6,Ben Tate right guard for 3 yards (tackle by James Laurinaitis),3.030,6.740
4,4:25,1,2,STL 2,38,6,Ben Tate left guard for 1 yard (tackle by Kendall Langford),6.740,5.910
4,3:48,2,1,STL 1,38,6,Ben Tate left guard for no gain (tackle by Jermelle Cudjo and Jo-Lonn Dunbar),5.910,5.170
,,,,,,,"HOU challenged the runner broke the plane ruling, and the play was upheld.",,
4,3:25,3,1,STL 1,38,12,"Ben Tate left guard for 1 yard, touchdown",5.170,7.000
4,3:25,,,STL 2,38,13,Randy Bullock kicks extra point good,0.000,0.000
4,3:25,,,HOU 35,38,13,"Randy Bullock kicks off 62 yards, returned by Tavon Austin for 8 yards (tackle by Bryan Braman)",0.000,0.370
4,3:10,1,10,STL 11,38,13,Benny Cunningham left guard for 1 yard (tackle by Jared Crick and Justin Tuggle),-0.370,-0.370
4,3:10,1,10,STL 11,38,13,Timeout #3 by Houston Texans,-0.370,-0.710
4,3:00,2,9,STL 12,38,13,"Penalty on Lance Kendricks: False Start, 5 yards (no play)",-0.710,-1.070
4,3:00,2,14,STL 7,38,13,Benny Cunningham left guard for 3 yards (tackle by Earl Mitchell and Darryl Sharpton),-1.070,-1.540
4,2:20,3,11,STL 10,38,13,Benny Cunningham up the middle for 7 yards (tackle by Shiloh Keo and Brandon Harris),-1.540,-2.320
4,2:00,4,4,STL 17,38,13,"Johnny Hekker punts 46 yards, returned by Shiloh Keo for 2 yards (tackle by Matt Giordano)",-2.320,-1.530
4,1:50,1,10,HOU 39,38,13,T.J. Yates pass complete short left to Ben Tate for no gain,1.530,0.990
4,1:29,2,10,HOU 39,38,13,T.J. Yates pass complete short middle to Ben Tate for 6 yards (tackle by Jo-Lonn Dunbar),0.990,1.090
4,1:04,3,4,HOU 45,38,13,T.J. Yates pass complete short right to Ryan Griffin for 10 yards (tackle by Jo-Lonn Dunbar),1.090,2.590
4,0:50,1,10,STL 45,38,13,T.J. Yates pass complete short middle to Lestar Jean for 8 yards (tackle by Jo-Lonn Dunbar),2.590,5.720
4,0:30,2,2,STL 2,38,13,T.J. Yates pass incomplete short middle intended for Ben Tate,5.720,2.410
4,0:25,3,2,STL 37,38,13,T.J. Yates pass complete short middle to Ryan Griffin for 8 yards (tackle by Jo-Lonn Dunbar),2.410,3.640
4,0:25,1,10,STL 29,38,13,"T.J. Yates sacked by Robert Quinn for -7 yards. T.J. Yates fumbles (forced by Robert Quinn), recovered by Ben Jones at STL-36",3.640,2.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
