Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
4,15:00,3,8,CAR 22,13,10,"Cam Newton pass complete short right to Jonathan Stewart for 7 yards (tackle by Richard Sherman). Jonathan Stewart fumbles (forced by Richard Sherman), recovered by Jonathan Stewart at CAR-29",-0.690,-1.440
4,14:00,4,1,CAR 29,13,10,Brad Nortman punts 36 yards,-1.440,-1.270
4,14:00,1,10,SEA 35,13,10,Marshawn Lynch left tackle for 8 yards (tackle by Luke Kuechly),1.270,1.800
4,13:24,2,2,SEA 43,13,10,Marshawn Lynch right end for 11 yards (tackle by James Anderson),1.800,2.520
4,12:39,1,10,CAR 46,13,10,Russell Wilson pass complete deep right to Zach Miller for 23 yards (tackle by Josh Norman),2.520,4.040
4,12:00,1,10,CAR 23,13,10,Robert Turbin left end for no gain (tackle by Haruki Nakamura and Thomas Davis),4.040,3.500
4,11:21,2,10,CAR 23,13,10,Robert Turbin up the middle for -3 yards (tackle by Luke Kuechly),3.500,2.410
4,10:41,3,13,CAR 26,13,10,Russell Wilson pass incomplete deep right intended for Sidney Rice. Penalty on Max Unger: Ineligible Downfield Pass (Declined),2.410,1.740
4,10:27,4,13,CAR 26,16,10,Steven Hauschka 44 yard field goal good,1.740,3.000
4,10:27,,,SEA 35,16,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,10:27,1,10,CAR 20,16,10,DeAngelo Williams right end for 2 yards (tackle by LeRoy Hill and Bobby Wagner),0.280,0.000
4,9:48,2,8,CAR 22,16,10,Mike Tolbert up the middle for 3 yards (tackle by K.J. Wright),0.000,-0.300
4,9:07,3,5,CAR 25,16,10,Cam Newton pass complete short left to Brandon LaFell for 6 yards (tackle by K.J. Wright),-0.300,1.000
4,8:44,1,10,CAR 31,16,10,Cam Newton pass complete deep left to Greg Olsen for 24 yards (tackle by Kam Chancellor),1.000,2.590
4,8:02,1,10,SEA 45,16,10,Cam Newton pass complete short left to Steve Smith for 14 yards (tackle by Kam Chancellor),2.590,3.510
4,7:23,1,10,SEA 31,16,10,Cam Newton pass complete short left to Greg Olsen for 13 yards (tackle by K.J. Wright),3.510,4.370
4,6:56,1,10,SEA 18,16,10,"Penalty on Brandon LaFell: False Start, 5 yards (no play)",4.370,4.040
4,6:31,1,15,SEA 23,16,10,Cam Newton pass complete short left to Brandon LaFell for 17 yards (tackle by Brandon Browner),4.040,5.830
4,5:51,1,6,SEA 6,16,10,Cam Newton right end for 3 yards (tackle by Earl Thomas),5.830,0.000
4,5:18,,,,16,10,Timeout #1 by Carolina Panthers,0.000,5.530
4,5:17,2,3,SEA 3,16,10,DeAngelo Williams up the middle for -3 yards (tackle by Chris Clemons and Alan Branch),5.530,4.040
4,4:38,3,6,SEA 6,16,10,Cam Newton pass complete short left to Louis Murphy for 5 yards (tackle by Marcus Trufant and Brandon Browner),4.040,3.550
4,3:47,4,1,SEA 1,16,10,Cam Newton pass incomplete short middle intended for Ben Hartsock,3.550,0.380
4,3:47,1,10,SEA 1,16,10,Penalty on James Carpenter: False Start (no play),-0.380,-0.380
4,3:47,1,10,SEA 1,16,10,Russell Wilson up the middle for no gain (tackle by Charles Johnson),-0.380,-0.780
4,3:06,2,10,SEA 1,16,10,Marshawn Lynch right tackle for 3 yards (tackle by Thomas Davis),-0.780,0.000
4,2:58,,,,16,10,Timeout #2 by Carolina Panthers,0.000,-1.070
4,2:58,3,7,SEA 4,16,10,Marshawn Lynch up the middle for 11 yards (tackle by Haruki Nakamura),-1.070,-0.220
4,2:11,1,10,SEA 15,16,10,Marshawn Lynch left tackle for 2 yards (tackle by Greg Hardy and Thomas Davis),-0.220,-0.440
4,2:00,2,8,SEA 17,16,10,Marshawn Lynch right guard for -2 yards (tackle by Greg Hardy),-0.440,0.000
4,1:53,,,,16,10,Timeout #3 by Carolina Panthers,0.000,-1.370
4,1:53,3,10,SEA 15,16,10,Russell Wilson right end for 3 yards (tackle by Captain Munnerlyn),-1.370,0.000
4,1:05,,,,16,10,Timeout #2 by Seattle Seahawks,0.000,-2.240
4,0:59,4,7,SEA 18,16,12,"Jon Ryan for -18 yards, safety",-2.240,-2.000
4,0:59,,,SEA 20,16,12,"Steven Hauschka kicks off 66 yards, returned by Captain Munnerlyn for 17 yards (tackle by Earl Thomas)",0.000,1.000
4,0:53,1,10,CAR 31,16,12,Cam Newton pass incomplete short right intended for Jonathan Stewart,1.000,0.460
4,0:49,2,10,CAR 31,16,12,"Cam Newton sacked by Bruce Irvin for -8 yards. Cam Newton fumbles (forced by Bruce Irvin), recovered by Alan Branch at CAR-25",0.460,-3.910
4,0:39,1,10,CAR 25,16,12,Russell Wilson kneels for -1 yards,3.910,3.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
