Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
2,11:54,4,10,HOU 34,0,7,Jason Baker punts 32 yards,1.060,0.380
2,11:54,1,10,HOU 2,0,7,Domanick Williams middle for no gain (tackle by John Browning),-0.380,-0.780
2,11:20,2,10,HOU 2,0,7,David Carr pass complete to Domanick Williams for 15 yards (tackle by Monty Beisel and Scott Fujita),-0.780,-0.060
2,10:39,1,10,HOU 17,0,7,David Carr pass complete to Andre Johnson for 12 yards (tackle by Dexter McCleon),-0.060,0.870
2,9:57,1,10,HOU 29,0,7,David Carr pass complete to Andre Johnson for 46 yards (tackle by Jerome Woods and Dexter McCleon),0.870,3.910
2,9:28,1,10,KAN 25,0,7,David Carr right end for 7 yards (tackle by Scott Fujita),3.910,4.370
2,8:39,2,3,KAN 18,0,7,"Domanick Williams left end for 2 yards (tackle by John Browning). Penalty on Dexter McCleon: Defensive Offside, 5 yards (no play)",4.370,4.710
2,8:25,1,10,KAN 13,0,7,Domanick Williams left end for -1 yards (tackle by Scott Fujita),4.710,3.900
2,7:46,2,11,KAN 14,0,7,Domanick Williams right tackle for 3 yards (tackle by Lional Dalton),3.900,3.450
2,7:03,3,8,KAN 11,0,7,David Carr middle for 1 yard (tackle by Jared Allen),3.450,2.760
2,7:03,4,7,KAN 10,3,7,Kris Brown 28 yard field goal good,2.760,3.000
2,7:03,,,HOU 30,3,7,"Kris Brown kicks off 58 yards, returned by Derrick Blaylock for 22 yards (tackle by Antwan Peek)",0.000,1.200
2,6:10,1,10,KAN 34,3,7,"Priest Holmes middle for 4 yards (tackle by Jamie Sharper). Penalty on Tony Gonzalez: Offensive Holding, 10 yards (no play)",1.200,0.540
2,6:02,1,20,KAN 24,3,7,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by Kailee Wong),0.540,1.600
2,5:27,2,3,KAN 41,3,7,Priest Holmes left end for 12 yards (tackle by Jamie Sharper),1.600,2.460
2,5:03,1,10,HOU 47,3,7,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Aaron Glenn),2.460,3.250
2,4:26,1,10,HOU 35,3,7,Dante Hall left end for 9 yards (tackle by Glenn Earl),3.250,3.920
2,3:44,2,1,HOU 26,3,7,Priest Holmes middle for 12 yards (tackle by Dunta Robinson and Kailee Wong),3.920,4.650
2,3:12,1,10,HOU 14,3,7,Priest Holmes left end for -1 yards (tackle by Kailee Wong),4.650,3.850
2,2:30,2,11,HOU 15,3,7,Trent Green pass incomplete intended for Priest Holmes,3.850,3.060
2,2:24,3,11,HOU 15,3,7,Trent Green pass complete to Dante Hall for 9 yards (tackle by Dunta Robinson),3.060,3.010
2,2:00,4,2,HOU 6,3,7,Priest Holmes right end for 1 yard. Penalty on Tony Gonzalez: Illegal Motion (Declined),3.010,0.380
2,1:52,1,10,HOU 5,3,7,Jonathan Wells middle for no gain (tackle by Lional Dalton),-0.380,-0.780
2,1:45,1,10,HOU 5,3,7,Timeout #2 by Kansas City Chiefs,-0.380,-0.780
2,1:44,2,10,HOU 5,3,7,Jonathan Wells right tackle for 13 yards (tackle by Greg Wesley),-0.780,0.040
2,1:36,2,10,HOU 5,3,7,Timeout #3 by Kansas City Chiefs,-0.780,0.040
2,1:36,1,10,HOU 18,3,7,Jonathan Wells for 8 yards,0.040,0.680
2,1:31,2,2,HOU 26,3,7,David Carr pass complete to Billy Miller for 15 yards (tackle by Greg Wesley),0.680,1.660
2,1:23,2,2,HOU 26,3,7,Timeout #1 by Houston Texans,0.680,1.660
2,1:23,1,10,HOU 41,3,7,"David Carr pass complete to Billy Miller for 3 yards (tackle by Greg Wesley). Billy Miller fumbles (forced by Greg Wesley), ball out of bounds at HOU-44",1.660,1.530
2,1:06,1,10,HOU 41,3,7,Timeout #2 by Houston Texans,1.660,1.530
2,1:06,2,7,HOU 44,3,7,David Carr sacked by Scott Fujita for -6 yards,1.530,0.040
2,0:41,3,13,HOU 38,3,7,David Carr pass complete to Billy Miller for 21 yards (tackle by Julian Battle),0.040,2.850
2,0:31,3,13,HOU 38,3,7,Timeout #3 by Houston Texans,0.040,2.850
2,0:31,1,10,KAN 41,3,7,David Carr pass incomplete intended for Corey Bradford,2.850,2.310
2,0:26,2,10,KAN 41,3,7,"David Carr sacked by Gary Stills and Jared Allen for -8 yards. Penalty on Gary Stills: Unnecessary Roughness, 15 yards, Penalty on Todd Wade: False Start (Declined) (no play)",2.310,3.840
2,0:19,1,10,KAN 26,3,7,David Carr pass incomplete intended for Andre Johnson,3.840,3.300
2,0:15,2,10,KAN 26,3,7,"Penalty on David Carr: Delay of Game, 5 yards (no play)",3.300,2.620
2,0:10,2,15,KAN 31,6,7,Kris Brown 49 yard field goal good,2.620,3.000
2,0:10,,,HOU 30,6,7,"Kris Brown kicks off 47 yards, returned by Dante Hall for 25 yards (tackle by Jason Bell)",0.000,2.130
2,0:05,1,10,KAN 48,6,7,Trent Green sacked by Gary Walker and Kailee Wong for -8 yards,2.130,0.500
Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,6,7,"Kris Brown kicks off 63 yards, returned by Dante Hall for 45 yards (tackle by Demarcus Faggins)",0.000,2.390
3,14:51,1,10,HOU 48,6,7,Priest Holmes middle for 6 yards (tackle by Glenn Earl),2.390,2.660
3,14:21,2,4,HOU 42,6,7,Priest Holmes right end for 2 yards (tackle by Glenn Earl),2.660,2.210
3,13:40,2,4,HOU 42,6,7,Timeout #1 by Kansas City Chiefs,2.660,2.210
3,13:40,3,2,HOU 40,6,7,Trent Green pass complete to Dante Hall for 3 yards (tackle by Dunta Robinson),2.210,3.120
3,13:10,1,10,HOU 37,6,7,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Dunta Robinson),3.120,4.310
3,12:34,1,10,HOU 19,6,7,Priest Holmes left end for no gain (tackle by Jay Foreman and Kailee Wong),4.310,3.750
3,12:12,2,10,HOU 19,6,7,Trent Green pass complete to Chris Horn for 10 yards,3.750,5.140
3,11:54,1,9,HOU 9,6,7,Priest Holmes left tackle for 3 yards (tackle by Kailee Wong and Corey Sears),5.140,4.950
3,11:15,2,6,HOU 6,6,13,"Trent Green pass complete to Chris Horn for 6 yards, touchdown",4.950,7.000
3,11:15,,,HOU 2,6,14,Lawrence Tynes kicks extra point good,0.000,0.000
3,11:15,,,KAN 30,6,14,"Lawrence Tynes kicks off 64 yards, returned by J.J. Moses for 25 yards (tackle by Gary Stills)",0.000,1.000
3,11:04,1,10,HOU 31,6,14,David Carr pass incomplete intended for Andre Johnson,1.000,0.460
3,10:59,2,10,HOU 31,6,14,Domanick Williams middle for 1 yard (tackle by John Browning),0.460,-0.100
3,10:22,3,9,HOU 32,6,14,David Carr sacked by Jared Allen for -3 yards,-0.100,-1.440
3,9:52,4,12,HOU 29,6,14,"Chad Stanley punts 40 yards, fair catch by Dante Hall",-1.440,-1.000
3,9:44,1,10,KAN 31,6,14,Trent Green pass complete to Dante Hall for 8 yards (tackle by Jay Foreman),1.000,1.540
3,9:09,2,2,KAN 39,6,14,Priest Holmes middle for 7 yards (tackle by Robaire Smith),1.540,1.990
3,8:38,1,10,KAN 46,6,14,Trent Green pass complete to Dante Hall for 8 yards (tackle by Jason Babin),1.990,2.530
3,8:02,2,2,HOU 46,6,14,Priest Holmes middle for 2 yards (tackle by Jay Foreman and Gary Walker),2.530,2.650
3,7:36,1,10,HOU 44,6,14,Trent Green pass complete to Tony Gonzalez for 25 yards (tackle by Aaron Glenn and Glenn Earl),2.650,4.310
3,6:54,1,10,HOU 19,6,14,Trent Green pass complete to Tony Gonzalez for no gain,4.310,3.750
3,6:14,2,10,HOU 19,6,14,Priest Holmes middle for 3 yards (tackle by Kailee Wong),3.750,3.410
3,5:32,3,7,HOU 16,6,14,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Jamie Sharper),3.410,6.970
3,4:47,1,1,HOU 1,6,14,Priest Holmes left tackle for -1 yards (tackle by Junior Ioane),6.970,5.720
3,4:09,2,2,HOU 2,12,14,"Trent Green pass incomplete intended for Tony Gonzalez is intercepted by Marcus Coleman at HOU--2 and returned for 102 yards, touchdown",5.720,-7.000
3,3:51,,,,14,14,"Two Point Attempt: Jonathan Wells left end, conversion succeeds",1.000,1.000
3,3:51,,,HOU 30,14,14,"Kris Brown kicks off 73 yards, returned by Dante Hall for 36 yards (tackle by Troy Evans)",0.000,1.140
3,3:43,1,10,KAN 33,14,14,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Jay Foreman and Jamie Sharper),1.140,1.540
3,3:06,2,3,KAN 40,14,14,Priest Holmes middle for -2 yards (tackle by Seth Payne and Jay Foreman),1.540,0.560
3,2:28,3,5,KAN 38,14,14,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Willie Roaf: Offensive Holding (Offsetting), Penalty on Demarcus Faggins: Defensive Pass Interference (Offsetting) (no play)",0.560,0.560
3,2:21,3,5,KAN 38,14,14,Trent Green pass complete to Johnnie Morton for 13 yards (tackle by Demarcus Faggins),0.560,2.320
3,1:42,1,10,HOU 49,14,14,Priest Holmes left tackle for 5 yards (tackle by Jay Foreman),2.320,2.460
3,1:02,2,5,HOU 44,14,14,Dante Hall left end for -4 yards (tackle by Jamie Sharper),2.460,1.220
3,0:27,3,9,HOU 48,14,14,Trent Green pass incomplete intended for Tony Gonzalez (defended by Robaire Smith),1.220,0.070
3,0:23,4,9,HOU 48,14,14,Jason Baker punts 37 yards,0.070,0.370
3,0:13,1,10,HOU 11,14,14,David Carr pass incomplete intended for Jonathan Wells,-0.370,-0.780
3,0:08,2,10,HOU 11,14,14,David Carr pass incomplete intended for Jonathan Wells,-0.780,-1.420
3,0:03,3,10,HOU 11,14,14,David Carr pass complete to Corey Bradford for 9 yards (tackle by Eric Warfield),-1.420,-2.030
Quarter,Time,Down,ToGo,Location,HOU,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,HOU 11,14,14,Timeout #1 by Houston Texans,-1.420,-2.030
4,15:00,4,1,HOU 20,14,14,"Chad Stanley punts 34 yards, fair catch by Dante Hall",-2.030,-1.990
4,14:54,1,10,KAN 46,14,14,Priest Holmes middle for 18 yards (tackle by Jason Simmons),1.990,3.180
4,14:19,1,10,HOU 36,14,14,"Priest Holmes right tackle for 1 yard (tackle by Antwan Peek). Penalty on Gary Walker: Face Mask (15 Yards), 15 yards",3.180,4.240
4,14:03,1,10,HOU 20,14,14,Priest Holmes middle for 1 yard (tackle by Seth Payne and Jamie Sharper),4.240,3.820
4,13:41,2,9,HOU 19,14,14,Priest Holmes middle for 5 yards (tackle by Jamie Sharper),3.820,3.890
4,12:57,3,4,HOU 14,14,14,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Aaron Glenn),3.890,6.060
4,12:21,1,5,HOU 5,14,14,Priest Holmes left end for 2 yards (tackle by Jay Foreman),6.060,5.530
4,11:38,2,3,HOU 3,14,14,Priest Holmes middle for -2 yards (tackle by Jamie Sharper),5.530,4.260
4,10:55,3,5,HOU 5,14,20,"Trent Green pass complete to Jason Dunn for 5 yards, touchdown",4.260,7.000
4,10:55,,,HOU 2,14,21,Lawrence Tynes kicks extra point good,0.000,0.000
4,10:55,,,KAN 30,14,21,"Lawrence Tynes kicks off 65 yards, returned by J.J. Moses for 27 yards (tackle by Gary Stills)",0.000,1.070
4,10:55,1,10,HOU 32,14,21,Jonathan Wells left tackle for 5 yards (tackle by Jerome Woods),1.070,1.200
4,10:13,2,5,HOU 37,14,21,Jonathan Wells right tackle for 4 yards (tackle by Kawika Mitchell),1.200,1.030
4,9:36,3,1,HOU 41,14,21,Jonathan Wells middle for no gain (tackle by John Browning),1.030,-0.650
4,9:15,4,1,HOU 41,14,21,Jason Simmons middle for 1 yard (tackle by Fred Jones),-0.650,1.730
4,8:53,1,10,HOU 42,14,21,"David Carr pass incomplete. Penalty on David Carr: Intentional Grounding (Offsetting), Penalty on Scott Fujita: Roughing the Passer (Offsetting) (no play)",1.730,1.730
4,8:53,1,10,HOU 42,14,21,"David Carr for no gain. David Carr fumbles, recovered by David Carr at HOU-39",1.730,0.780
4,7:56,2,13,HOU 39,14,21,David Carr sacked by Shawn Barber for -4 yards,0.780,-0.430
4,7:20,3,17,HOU 35,14,21,David Carr pass complete to Derick Armstrong for 20 yards (tackle by Eric Warfield),-0.430,2.590
4,6:40,1,10,KAN 45,14,21,David Carr pass complete to Andre Johnson for 37 yards (tackle by Eric Warfield),2.590,5.370
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,6:40,1,8,KAN 8,14,21,Jonathan Wells left end for -1 yards (tackle by Eric Warfield),5.370,4.380
4,5:24,2,9,KAN 9,20,21,"David Carr pass complete to Jabar Gaffney for 9 yards, touchdown",4.380,7.000
4,5:24,,,KAN 2,21,21,Kris Brown kicks extra point good,0.000,0.000
4,5:24,,,HOU 30,21,21,"Kris Brown kicks off 70 yards, returned by Dante Hall for 27 yards (tackle by Kenny Wright)",0.000,0.740
4,5:13,1,10,KAN 27,21,21,Trent Green sacked by Antwan Peek for -10 yards,0.740,-1.290
4,4:51,2,20,KAN 17,21,21,Priest Holmes middle for 3 yards (tackle by Jamie Sharper),-1.290,-1.420
4,4:14,3,17,KAN 20,21,21,Trent Green pass complete to Tony Gonzalez for 20 yards (tackle by Marcus Coleman),-1.420,1.600
4,3:23,1,10,KAN 40,21,21,"Priest Holmes left tackle for 5 yards (tackle by Kailee Wong). Penalty on Corey Sears: Face Mask (5 Yards), 5 yards",1.600,2.260
4,3:15,1,10,,21,21,Priest Holmes right tackle for -2 yards (tackle by Jamie Sharper). Penalty on Tony Gonzalez: Offensive Holding (Declined),2.260,1.440
4,3:04,2,12,KAN 48,21,21,Trent Green pass incomplete intended for Chris Horn (defended by Robaire Smith),1.440,0.760
4,3:00,3,12,KAN 48,21,21,Trent Green sacked by Kenny Wright for -10 yards,0.760,-0.850
4,2:31,4,22,KAN 38,21,21,"Jason Baker punts 52 yards, returned by J.J. Moses for 17 yards (tackle by Quinton Caver)",-0.850,-0.740
4,2:18,1,10,HOU 27,21,21,Jonathan Wells middle for 2 yards (tackle by Shawn Barber),0.740,0.470
4,2:00,2,8,HOU 29,21,21,David Carr pass complete to Andre Johnson for 1 yard (tackle by Dexter McCleon),0.470,-0.100
4,1:35,3,7,HOU 30,21,21,David Carr pass complete to Jonathan Wells for 10 yards (tackle by Monty Beisel),-0.100,1.600
4,1:11,1,10,HOU 40,21,21,"Penalty on Fred Weary: False Start, 5 yards (no play)",1.600,1.270
4,1:08,1,15,HOU 35,21,21,David Carr pass incomplete intended for Andre Johnson,1.270,0.380
4,1:04,2,15,HOU 35,21,21,David Carr pass complete to Derick Armstrong for 35 yards (tackle by Greg Wesley),0.380,3.580
4,0:43,2,15,HOU 35,21,21,Timeout #2 by Houston Texans,0.380,3.580
4,0:43,1,10,KAN 30,21,21,Jonathan Wells middle for -1 yards (tackle by Scott Fujita),3.580,2.900
4,0:07,1,10,KAN 30,21,21,Timeout #3 by Houston Texans,3.580,2.900
4,0:07,2,11,KAN 31,24,21,Kris Brown 49 yard field goal good,2.900,3.000
4,0:07,,,HOU 30,24,21,Kris Brown kicks off 23 yards,0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
