Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
1,4:05,1,10,DEN 25,7,0,Drew Lock pass complete short middle to Noah Fant for 16 yards (tackle by Jordan Poyer),0.610,1.660
1,3:20,1,10,DEN 41,7,0,Drew Lock pass complete short left to Noah Fant for 11 yards (tackle by Taron Johnson),1.660,2.390
1,2:51,1,10,BUF 48,7,0,Melvin Gordon left tackle for 3 yards (tackle by Matt Milano),2.390,2.250
1,2:12,2,7,BUF 45,7,0,Drew Lock pass complete short left to Melvin Gordon for -2 yards (tackle by Matt Milano),2.250,1.290
1,1:26,3,9,BUF 47,7,0,Drew Lock sacked by Mario Addison for -3 yards,1.290,-0.060
1,0:49,4,12,DEN 50,7,0,Sam Martin punts 45 yards downed by P.J. Locke,-0.060,0.380
1,0:39,1,10,BUF 5,7,0,Zack Moss up the middle for 5 yards (tackle by Kareem Jackson and DeShawn Williams),-0.380,-0.420
1,0:08,2,5,BUF 10,7,0,"Josh Allen pass incomplete deep left intended for Stefon Diggs. Penalty on DeShawn Williams: Defensive Offside, 5 yards (no play)",-0.420,-0.220
1,0:01,1,10,BUF 15,7,0,Devin Singletary up the middle for 2 yards (tackle by Alexander Johnson and Josey Jewell),-0.220,-0.440
Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 17,7,0,Josh Allen pass complete short middle to Stefon Diggs for 12 yards (tackle by Michael Ojemudia),-0.440,0.870
2,14:19,1,10,BUF 29,7,0,Josh Allen pass incomplete deep right intended for Stefon Diggs,0.870,0.330
2,14:14,2,10,BUF 29,7,0,Zack Moss right tackle for 6 yards (tackle by DeShawn Williams),0.330,0.430
2,13:29,3,4,BUF 35,7,0,Josh Allen pass complete short right to Stefon Diggs for 4 yards (tackle by Justin Simmons),0.430,1.530
2,12:51,1,10,BUF 39,7,0,Josh Allen pass complete short middle to Cole Beasley for 17 yards (tackle by Justin Simmons),1.530,2.650
2,12:12,1,10,DEN 44,7,0,Josh Allen pass complete short right to Stefon Diggs for 15 yards (tackle by De'Vante Bausby),2.650,3.640
2,11:28,1,10,DEN 29,7,0,Josh Allen pass incomplete deep left intended for Cole Beasley,3.640,3.100
2,11:21,2,10,DEN 29,7,0,Zack Moss right tackle for 5 yards (tackle by McTelvin Agim and Jeremiah Attaochu),3.100,3.070
2,10:37,3,5,DEN 24,13,0,"Josh Allen up the middle for 24 yards, touchdown",3.070,7.000
2,10:30,,,DEN 15,14,0,Tyler Bass kicks extra point good,0.000,0.000
2,10:30,,,BUF 35,14,0,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,10:30,1,10,DEN 25,14,0,Drew Lock pass incomplete short right intended for Tim Patrick (defended by A.J. Epenesa),0.610,0.060
2,10:25,2,10,DEN 25,14,0,Phillip Lindsay left tackle for no gain (tackle by Jordan Poyer),0.060,-0.620
2,9:44,3,10,DEN 25,14,0,Drew Lock pass incomplete deep right intended for Jerry Jeudy,-0.620,-1.700
2,9:38,4,10,DEN 25,14,0,"Sam Martin punts 43 yards, muffed catch by Andre Roberts, recovered by Jacob Bobenmoyer at BUF-35",-1.700,3.250
2,9:29,1,10,BUF 35,14,0,Drew Lock pass complete short right to Phillip Lindsay for 8 yards (tackle by Taron Johnson),3.250,3.780
2,8:43,2,2,BUF 27,14,0,Melvin Gordon up the middle for 1 yard (tackle by A.J. Klein),3.780,3.200
2,7:57,3,1,BUF 26,14,0,Drew Lock left end for 14 yards (tackle by Jordan Poyer),3.200,4.780
2,7:22,1,10,BUF 12,14,0,Phillip Lindsay up the middle for 2 yards (tackle by Harrison Phillips),4.780,4.450
2,6:39,2,8,BUF 10,14,0,Drew Lock pass incomplete short left intended for KJ Hamler (defended by Tre'Davious White),4.450,3.480
2,6:34,3,8,BUF 10,14,6,"Melvin Gordon left guard for 10 yards, touchdown",3.480,7.000
2,6:28,,,BUF 15,14,7,Taylor Russolino kicks extra point good,0.000,0.000
2,6:28,,,DEN 35,14,7,"Taylor Russolino kicks off 70 yards, returned by Andre Roberts for 29 yards (tackle by Derrek Tuszka)",0.000,0.540
2,6:22,1,10,BUF 24,14,7,Devin Singletary up the middle for 4 yards (tackle by Bradley Chubb and Josey Jewell),0.540,0.540
2,5:40,2,6,BUF 28,14,7,Josh Allen pass incomplete short right intended for Gabriel Davis,0.540,-0.160
2,5:36,3,6,BUF 28,14,7,Josh Allen pass incomplete deep left intended for Stefon Diggs,-0.160,-1.500
2,5:29,4,6,BUF 28,14,7,"Corey Bojorquez punts 63 yards, muffed catch by Diontae Spencer, recovered by Diontae Spencer at DEN-10, returned by Diontae Spencer for no gain. Penalty on Trey Marshall: Illegal Block Above the Waist, 5 yards",-1.500,0.380
2,5:17,1,10,DEN 5,14,7,Drew Lock pass incomplete short left intended for Noah Fant,-0.380,-0.780
2,5:13,2,10,DEN 5,14,7,Melvin Gordon up the middle for 2 yards (tackle by Ed Oliver and Mario Addison),-0.780,-1.190
2,4:29,3,8,DEN 7,14,7,Drew Lock pass incomplete short left intended for Noah Fant (defended by Tre'Davious White),-1.190,-2.490
2,4:24,4,8,DEN 7,14,7,"Sam Martin punts 52 yards, returned by Andre Roberts for no gain",-2.490,-1.660
2,4:15,1,10,BUF 41,14,7,Josh Allen pass complete short right to Stefon Diggs for 11 yards (tackle by DeShawn Williams),1.660,2.390
2,3:33,1,10,DEN 48,14,7,Josh Allen pass complete short right to Gabriel Davis for 11 yards (tackle by De'Vante Bausby). Penalty on De'Vante Bausby: Illegal Contact (Declined),2.390,3.120
2,3:07,1,10,DEN 37,14,7,"Josh Allen pass complete deep left to Dawson Knox for 27 yards (tackle by Alexander Johnson and Josey Jewell). Penalty on Shelby Harris: Roughing the Passer, 5 yards",3.120,6.060
2,2:39,1,5,DEN 5,14,7,"Devin Singletary left end for 5 yards. Penalty on Ike Boettger: Offensive Holding, 10 yards (no play)",6.060,4.370
2,2:34,1,15,DEN 15,14,7,"Josh Allen pass complete short left to Isaiah McKenzie for 13 yards (tackle by Justin Simmons). Penalty on Stefon Diggs: Offensive Pass Interference, 10 yards (no play)",4.370,3.910
2,2:06,1,25,DEN 25,14,7,"Penalty on Dion Dawkins: False Start, 5 yards (no play)",3.910,3.580
2,2:00,1,30,DEN 30,14,7,Josh Allen pass complete short right to Isaiah McKenzie for 8 yards (tackle by Josey Jewell and Justin Simmons),3.580,2.730
2,1:54,2,22,DEN 22,20,7,"Josh Allen pass complete deep middle to Jake Kumerow for 22 yards, touchdown",2.730,7.000
2,1:49,,,DEN 15,21,7,Tyler Bass kicks extra point good,0.000,0.000
2,1:49,,,BUF 35,21,7,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
2,1:49,1,10,DEN 25,21,7,Drew Lock pass complete short middle to Noah Fant for 5 yards (tackle by Matt Milano),0.610,0.740
2,1:26,2,5,DEN 30,21,7,Drew Lock pass complete short right to Noah Fant for 5 yards (tackle by Jordan Poyer),0.740,1.270
2,1:20,,,,,,Timeout #1 by Denver Broncos,,
2,1:20,1,10,DEN 35,21,7,Drew Lock pass complete short middle to Melvin Gordon for 9 yards (tackle by Tremaine Edmunds),1.270,1.940
2,1:00,2,1,DEN 44,21,7,Drew Lock pass complete short middle to Melvin Gordon for 6 yards (tackle by Matt Milano),1.940,2.260
2,0:51,,,,,,Timeout #2 by Denver Broncos,,
2,0:51,1,10,DEN 50,21,7,Royce Freeman right guard for 4 yards (tackle by Tremaine Edmunds),2.260,2.250
2,0:33,2,6,BUF 46,21,7,"Drew Lock pass incomplete short left intended for Jerry Jeudy. Penalty on Matt Milano: Roughing the Passer, 15 yards (no play)",2.250,3.510
2,0:29,,,,,,Timeout #2 by Buffalo Bills,,
2,0:29,1,10,BUF 31,21,7,Drew Lock pass complete short left to Tim Patrick for 6 yards (tackle by Levi Wallace),3.510,3.780
2,0:22,2,4,BUF 25,21,7,Drew Lock pass incomplete short right intended for KJ Hamler (defended by Vernon Butler),3.780,3.070
2,0:18,3,4,BUF 25,21,7,Drew Lock pass complete deep right to Jerry Jeudy for 19 yards (tackle by Levi Wallace),3.070,5.830
2,0:11,,,,,,Timeout #3 by Denver Broncos,,
2,0:11,,,,,,Timeout #3 by Buffalo Bills,,
2,0:11,1,6,BUF 6,21,13,"Drew Lock pass complete short left to Noah Fant for 6 yards, touchdown",5.830,7.000
2,0:05,,,BUF 15,21,13,Taylor Russolino kicks extra point no good wide right,0.000,-1.000
2,0:05,,,DEN 35,21,13,"Taylor Russolino kicks off 62 yards, returned by Andre Roberts for 20 yards (tackle by Josh Watson)",0.000,1.270
Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,21,13,"Taylor Russolino kicks off 61 yards, returned by Andre Roberts for 53 yards (tackle by Alijah Holder)",0.000,2.720
3,14:52,1,10,DEN 43,21,13,Josh Allen pass complete deep left to Cole Beasley for 22 yards (tackle by Will Parks),2.720,4.170
3,14:09,1,10,DEN 21,21,13,Josh Allen pass incomplete deep right intended for Gabriel Davis (defended by De'Vante Bausby),4.170,3.630
3,14:02,2,10,DEN 21,21,13,Josh Allen pass complete short right to Cole Beasley for 10 yards (tackle by Justin Simmons),3.630,4.840
3,13:26,1,10,DEN 11,21,13,"Josh Allen left end for 7 yards (tackle by Kareem Jackson). Penalty on Ike Boettger: Offensive Holding, 10 yards (no play)",4.840,4.170
3,12:54,1,20,DEN 21,21,13,Josh Allen pass complete short middle to Cole Beasley for 7 yards (tackle by Will Parks),4.170,3.690
3,12:14,2,13,DEN 14,21,13,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by De'Vante Bausby),3.690,3.760
3,11:32,3,7,DEN 8,21,13,Josh Allen pass complete short middle to Gabriel Davis for 7 yards (tackle by Kareem Jackson),3.760,6.970
3,11:05,1,1,DEN 1,27,13,"Josh Allen right end for 1 yard, touchdown",6.970,7.000
3,10:58,,,DEN 15,28,13,Tyler Bass kicks extra point good,0.000,0.000
3,10:58,,,BUF 35,28,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,10:58,1,10,DEN 25,34,13,"Drew Lock sacked by Tre'Davious White for -4 yards. Drew Lock fumbles (forced by Tre'Davious White), recovered by Jerry Hughes at DEN-21 and returned for 21 yards, touchdown",0.610,-7.000
3,10:41,,,DEN 15,35,13,Tyler Bass kicks extra point good,0.000,0.000
3,10:41,,,BUF 35,35,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,10:41,1,10,DEN 25,35,13,Phillip Lindsay left end for 4 yards (tackle by Tremaine Edmunds),0.610,0.600
3,10:06,2,6,DEN 29,35,13,Drew Lock pass complete short left to Phillip Lindsay for -6 yards (tackle by Darryl Johnson and Quinton Jefferson),0.600,-0.890
3,9:21,3,12,DEN 23,35,13,Drew Lock pass incomplete short middle intended for Noah Fant,-0.890,-1.830
3,9:17,4,12,DEN 23,35,13,"Sam Martin punts 52 yards, returned by Andre Roberts for 7 yards (tackle by Jacob Bobenmoyer and Trey Marshall)",-1.830,-1.070
3,9:03,1,10,BUF 32,35,13,Josh Allen pass complete deep right to Stefon Diggs for 55 yards (tackle by De'Vante Bausby),1.070,4.710
3,8:26,1,10,DEN 13,35,13,Josh Allen pass incomplete short left,4.710,4.050
3,8:19,2,10,DEN 13,35,13,Josh Allen pass complete short right to Devin Singletary for 6 yards (tackle by Alexander Johnson),4.050,4.330
3,7:43,3,4,DEN 7,35,13,Josh Allen pass complete short middle to Stefon Diggs for 3 yards (tackle by Kareem Jackson),4.330,3.040
3,7:05,4,1,DEN 4,35,13,Zack Moss up the middle for no gain (tackle by Alexander Johnson and Shelby Harris),3.040,0.380
3,6:57,1,10,DEN 4,35,13,"Penalty on Graham Glasgow: False Start, 2 yards (no play)",-0.380,-0.460
3,6:57,1,12,DEN 2,35,13,Melvin Gordon up the middle for no gain (tackle by Matt Milano and Jordan Poyer),-0.460,-0.930
3,6:24,2,12,DEN 2,35,13,Drew Lock pass incomplete short right intended for KJ Hamler,-0.930,-1.650
3,6:20,3,12,DEN 2,35,13,Drew Lock left end for 3 yards (tackle by Matt Milano),-1.650,-2.490
3,5:44,4,9,DEN 5,35,13,"Sam Martin punts 43 yards, returned by Micah Hyde for no gain (tackle by Joseph Jones). Penalty on Taiwan Jones: Offensive Holding, 10 yards",-2.490,-1.730
3,5:32,1,10,BUF 42,35,13,Josh Allen pass complete short middle to Cole Beasley for 20 yards (tackle by Kareem Jackson),1.730,3.050
3,4:49,1,10,DEN 38,35,13,Josh Allen pass complete short left to Cole Beasley for 4 yards (tackle by Michael Ojemudia),3.050,3.050
3,4:15,2,6,DEN 34,35,13,Josh Allen pass incomplete short middle intended for Lee Smith,3.050,2.340
3,4:09,3,6,DEN 34,35,13,Josh Allen pass complete short right to Stefon Diggs for 16 yards (tackle by Michael Ojemudia),2.340,4.370
3,3:22,1,10,DEN 18,35,13,Devin Singletary right end for no gain (tackle by Justin Simmons),4.370,3.800
3,2:48,2,10,DEN 18,35,13,"Josh Allen pass incomplete short right intended for Devin Singletary. Penalty on Alexander Johnson: Unnecessary Roughness, 9 yards (no play)",3.800,5.140
3,2:41,1,9,DEN 9,35,13,"Zack Moss left tackle for 6 yards (tackle by DeMarcus Walker). Penalty on Michael Ojemudia: Disqualification, 2 yards",5.140,6.970
3,2:29,1,1,DEN 1,35,13,"Josh Allen pass complete short middle to Lee Smith for 1 yard. Penalty on Ryan Bates: Offensive Pass Interference, 10 yards (no play)",6.970,4.770
3,2:25,1,11,DEN 11,35,13,Zack Moss left tackle for 4 yards (tackle by Kareem Jackson),4.770,4.760
3,1:43,2,7,DEN 7,35,13,"Josh Allen pass complete short left to Isaiah McKenzie for 7 yards Penalty on BUF: Illegal Formation, 5 yards (no play)",4.760,3.860
3,1:36,2,12,DEN 12,35,13,Josh Allen pass incomplete short middle intended for Gabriel Davis,3.860,3.100
3,1:29,3,12,DEN 12,35,13,Devin Singletary left tackle for 3 yards (tackle by Malik Reed),3.100,2.830
3,0:48,4,9,DEN 9,38,13,Tyler Bass 27 yard field goal good,2.830,3.000
3,0:44,,,BUF 35,38,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,0:44,1,10,DEN 25,38,13,Phillip Lindsay right guard for 3 yards (tackle by Tre'Davious White),0.610,0.470
3,0:18,2,7,DEN 28,38,13,Drew Lock pass complete short right to Noah Fant for 9 yards (tackle by A.J. Klein),0.470,1.400
Quarter,Time,Down,ToGo,Location,BUF,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 37,38,13,Melvin Gordon up the middle for 14 yards (tackle by Tremaine Edmunds),1.400,2.320
4,14:36,1,10,BUF 49,38,13,Drew Lock pass complete short right to Tim Patrick for -2 yards (tackle by Tre'Davious White),2.320,1.510
4,14:17,2,12,DEN 49,38,13,Drew Lock sacked by Ed Oliver for -10 yards,1.510,-0.490
4,13:50,3,22,DEN 39,38,13,Drew Lock pass incomplete short left intended for Jerry Jeudy (defended by Taron Johnson),-0.490,-0.780
4,13:44,4,22,DEN 39,38,13,Sam Martin punts 56 yards out of bounds,-0.780,0.380
4,13:32,1,10,BUF 5,38,13,Zack Moss right tackle for 9 yards (tackle by Kareem Jackson and Josey Jewell),-0.380,-0.100
4,12:50,2,1,BUF 14,38,13,Zack Moss right end for 26 yards (tackle by Justin Simmons),-0.100,1.600
4,12:02,1,10,BUF 40,38,13,Zack Moss right tackle for 6 yards (tackle by Alexander Johnson),1.600,1.860
4,11:18,2,4,BUF 46,38,13,Zack Moss right tackle for 1 yard (tackle by Jeremiah Attaochu),1.860,1.290
4,10:20,3,3,BUF 47,38,13,Josh Allen pass complete short middle to Cole Beasley for 27 yards (tackle by Kareem Jackson),1.290,3.840
4,9:34,1,10,DEN 26,38,13,Devin Singletary right tackle for 1 yard (tackle by DeShawn Williams),3.840,3.430
4,8:52,2,9,DEN 25,38,13,Josh Allen pass incomplete deep right intended for Dawson Knox,3.430,2.740
4,8:46,3,9,DEN 25,38,13,Zack Moss up the middle for 10 yards (tackle by Jeremiah Attaochu),2.740,4.580
4,8:02,1,10,DEN 15,38,13,Zack Moss right tackle for 2 yards (tackle by Alexander Johnson and Dre'Mont Jones),4.580,4.280
4,7:20,2,8,DEN 13,38,13,Zack Moss right tackle for 1 yard (tackle by Alexander Johnson and DeShawn Williams),4.280,3.580
4,6:35,3,7,DEN 12,38,13,Devin Singletary right tackle for 3 yards (tackle by Shelby Harris),3.580,2.900
4,5:50,4,4,DEN 9,41,13,Tyler Bass 27 yard field goal good,2.900,3.000
4,5:46,,,BUF 35,41,13,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,5:46,1,10,DEN 25,41,13,Drew Lock up the middle for 5 yards (tackle by Tyler Matakevich),0.610,0.740
4,5:24,2,5,DEN 30,41,13,Drew Lock pass complete short middle to Noah Fant for 6 yards (tackle by Tyler Matakevich),0.740,1.330
4,5:03,1,10,DEN 36,41,13,Drew Lock pass complete short middle to KJ Hamler for 4 yards (tackle by Mario Addison),1.330,1.330
4,4:42,2,6,DEN 40,41,13,Drew Lock pass complete short left to Phillip Lindsay for 5 yards (tackle by Mario Addison and A.J. Klein),1.330,1.290
4,4:17,3,1,DEN 45,41,13,Melvin Gordon up the middle for 6 yards (tackle by Siran Neal and Dean Marlowe),1.290,2.320
4,3:54,1,10,BUF 49,41,13,Melvin Gordon right guard for 7 yards (tackle by Tyler Matakevich),2.320,2.730
4,3:26,2,3,BUF 42,41,13,Drew Lock pass incomplete short left intended for Jerry Jeudy,2.730,2.020
4,3:21,3,3,BUF 42,41,13,Drew Lock pass complete short right to Tim Patrick for 10 yards (tackle by A.J. Klein and Jordan Poyer),2.020,3.450
4,2:53,1,10,BUF 32,41,13,Drew Lock pass complete short middle to Melvin Gordon for 7 yards (tackle by Tyler Matakevich and Jordan Poyer),3.450,3.850
4,2:31,2,3,BUF 25,41,13,Melvin Gordon up the middle for 9 yards (tackle by Jordan Poyer and Tyler Matakevich),3.850,4.510
4,2:02,1,10,BUF 16,41,13,Phillip Lindsay right tackle for 8 yards (tackle by Tyler Matakevich),4.510,5.350
4,1:56,2,2,BUF 8,41,19,"Melvin Gordon up the middle for 8 yards, touchdown",5.350,7.000
4,1:52,,,BUF 15,41,19,Taylor Russolino kicks extra point no good wide right,0.000,-1.000
4,1:52,,,,,,Timeout #2 by Buffalo Bills,,
4,1:52,,,DEN 35,41,19,"Taylor Russolino kicks onside 16 yards, returned by Micah Hyde for no gain",0.000,2.190
4,1:51,1,10,BUF 49,47,19,"Devin Singletary left tackle for 51 yards, touchdown",2.190,7.000
4,1:40,,,DEN 15,48,19,Tyler Bass kicks extra point good,0.000,0.000
4,1:40,,,BUF 35,48,19,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,1:40,1,10,DEN 25,48,19,Phillip Lindsay up the middle for no gain (tackle by Tyler Matakevich),0.610,0.060
4,1:04,2,10,DEN 25,48,19,Phillip Lindsay up the middle for 3 yards (tackle by Harrison Phillips),0.060,-0.230
4,0:30,3,7,DEN 28,48,19,Phillip Lindsay up the middle for 2 yards (tackle by Harrison Phillips),-0.230,-1.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
