Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
1,0:52,1,10,ARI 19,10,0,Carson Palmer pass complete short left to David Johnson for 26 yards (tackle by Shea McClellin),0.150,1.930
1,0:08,1,10,ARI 45,10,0,Carson Palmer sacked by Vincent Valentine for -3 yards,1.930,0.980
Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,ARI 42,10,0,Carson Palmer pass complete short left to David Johnson for 8 yards (tackle by Patrick Chung and Trey Flowers),0.980,1.360
2,14:22,3,5,,10,0,Carson Palmer pass complete short left to JJ Nelson for 11 yards (tackle by Malcolm Butler). Penalty on Patrick Chung: Defensive Holding (Declined),1.360,2.980
2,13:58,1,10,NWE 39,10,0,David Johnson middle for 1 yard (tackle by Anthony Johnson),2.980,2.580
2,13:19,2,9,NWE 38,10,0,David Johnson right tackle for 7 yards (tackle by Devin McCourty and Patrick Chung),2.580,2.810
2,12:40,3,2,NWE 31,10,0,Carson Palmer sacked by Chris Long for -8 yards. Penalty on D.J. Humphries: Face Mask (15 Yards) (Declined),2.810,0.660
2,12:30,4,10,NWE 39,10,0,"Donald Butler punts 23 yards, fair catch by Danny Amendola",0.660,0.140
2,12:22,1,10,NWE 16,10,0,"Penalty on A.J. Derby: False Start, 5 yards (no play)",-0.140,-0.540
2,12:22,1,15,NWE 11,10,0,Jimmy Garoppolo pass complete short right to Julian Edelman for 10 yards (tackle by Tyvon Branch),-0.540,0.150
2,11:53,2,5,NWE 21,10,0,Jimmy Garoppolo pass incomplete short middle intended for Martellus Bennett,0.150,-0.700
2,11:48,3,5,NWE 21,10,0,Jimmy Garoppolo pass complete short left to Chris Hogan for 19 yards (tackle by Tyrann Mathieu),-0.700,1.600
2,11:14,1,10,NWE 40,10,0,Jimmy Garoppolo pass incomplete short left intended for Malcolm Mitchell,1.600,1.050
2,11:10,2,10,NWE 40,10,0,LeGarrette Blount middle for 1 yard (tackle by Chandler Jones),1.050,0.500
2,10:32,3,9,NWE 41,10,0,"Jimmy Garoppolo sacked by Markus Golden for -5 yards. Jimmy Garoppolo fumbles (forced by Markus Golden), recovered by Chandler Jones at NWE-39 (tackle by Jimmy Garoppolo). Penalty on ARI: Unsportsmanlike Conduct, 15 yards",0.500,-1.990
2,10:26,1,10,ARI 46,10,0,David Johnson middle for 6 yards (tackle by Logan Ryan),1.990,2.260
2,9:47,2,4,NWE 48,10,0,Carson Palmer pass complete short right to Michael Floyd for 11 yards (tackle by Jamie Collins and Malcolm Butler),2.260,3.120
2,9:21,1,10,NWE 37,10,0,David Johnson middle for 8 yards (tackle by Jamie Collins),3.120,3.650
2,8:43,2,2,NWE 29,10,0,David Johnson right end for 3 yards (tackle by Chris Long),3.650,3.840
2,8:07,1,10,NWE 26,10,0,David Johnson middle for 3 yards (tackle by Vincent Valentine),3.840,3.700
2,7:21,2,7,NWE 23,10,0,Carson Palmer pass complete short right to Larry Fitzgerald for 6 yards (tackle by Patrick Chung),3.700,3.950
2,6:47,3,1,NWE 17,10,0,Chris Johnson middle for 2 yards (tackle by Vincent Valentine),3.950,4.580
2,6:15,1,10,NWE 15,10,0,Carson Palmer pass complete short middle to Jermaine Gresham for 9 yards (tackle by Shea McClellin),4.580,5.600
2,5:36,2,1,NWE 6,10,0,David Johnson middle for no gain (tackle by Logan Ryan and Alan Branch),5.600,4.900
2,4:55,3,1,NWE 6,10,0,David Johnson middle for 3 yards (tackle by Devin McCourty),4.900,6.510
2,4:10,1,3,NWE 3,10,6,"Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards, touchdown",6.510,7.000
2,4:10,,,NWE 3,10,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,4:10,,,ARI 35,10,7,"Chandler Catanzaro kicks off 65 yards, returned by Cyrus Jones for 26 yards (tackle by Troy Niklas)",0.000,-0.670
2,4:00,1,10,NWE 26,10,7,Brandon Bolden middle for 4 yards (tackle by Tyvon Branch),0.670,0.670
2,3:26,2,6,NWE 30,10,7,"Jimmy Garoppolo for no gain. Jimmy Garoppolo fumbles, recovered by Brandon Bolden at NWE-28",0.670,-0.300
2,2:44,3,8,NWE 28,10,7,Jimmy Garoppolo pass complete short left to James White for -2 yards (tackle by Tyrann Mathieu),-0.300,-1.630
2,2:00,4,10,NWE 26,10,7,"Ryan Allen punts 44 yards, returned by Patrick Peterson for 8 yards (tackle by Brandon Bolden)",-1.630,-1.470
2,1:50,1,10,ARI 38,10,7,Carson Palmer pass incomplete deep left intended for John Brown,1.470,0.920
2,1:45,2,10,ARI 38,10,7,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,0.920,0.230
2,1:39,3,10,ARI 38,10,7,Carson Palmer pass incomplete deep right intended for John Brown (defended by Justin Coleman),0.230,-0.850
2,1:34,4,10,ARI 38,10,7,"Donald Butler punts 41 yards, returned by Cyrus Jones for 10 yards (tackle by Jaron Brown)",-0.850,-1.000
2,1:24,1,10,NWE 31,10,7,LeGarrette Blount middle for 1 yard (tackle by Tony Jefferson),1.000,0.600
2,0:47,2,9,NWE 32,10,7,"LeGarrette Blount right end for 3 yards (tackle by Patrick Peterson). Penalty on David Andrews: Tripping, 10 yards",0.600,-0.350
2,0:39,2,16,NWE 25,10,7,"LeGarrette Blount middle for 8 yards (tackle by Patrick Peterson and Tony Jefferson). Penalty on Shaq Mason: Offensive Holding, 10 yards (no play)",-0.350,-1.860
2,0:33,2,26,NWE 15,10,7,LeGarrette Blount middle for 4 yards (tackle by Chandler Jones and Kevin Minter),-1.860,-1.860
2,0:27,2,26,NWE 15,10,7,Timeout #1 by Arizona Cardinals,-1.860,-1.940
2,0:27,3,22,NWE 19,10,7,LeGarrette Blount right tackle for 4 yards (tackle by Chandler Jones),-1.940,-1.940
2,0:22,3,22,NWE 19,10,7,Timeout #2 by Arizona Cardinals,-1.940,-1.830
2,0:22,4,18,NWE 23,10,7,"Ryan Allen punts 45 yards, fair catch by Patrick Peterson",-1.830,-1.070
2,0:15,1,10,ARI 32,10,7,Carson Palmer sacked by Jamie Collins for -8 yards,1.070,-0.550
Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NWE 25,10,7,Jimmy Garoppolo pass complete short middle to Jimmy Garoppolo for 3 yards (tackle by Patrick Peterson),0.610,0.470
3,14:24,2,7,NWE 28,10,7,LeGarrette Blount left tackle for 1 yard (tackle by Frostee Rucker and Corey Peters),0.470,-0.100
3,13:46,3,6,NWE 29,10,7,Jimmy Garoppolo middle for 10 yards (tackle by Tyrann Mathieu),-0.100,1.530
3,13:02,1,10,NWE 39,10,7,Jimmy Garoppolo pass complete short right to Julian Edelman for 9 yards (tackle by Patrick Peterson),1.530,2.200
3,12:25,2,1,NWE 48,10,7,LeGarrette Blount right tackle for 13 yards (tackle by Deone Bucannon),2.200,2.980
3,12:05,1,10,ARI 39,10,7,LeGarrette Blount right tackle for -1 yards (tackle by Markus Golden),2.980,2.300
3,11:26,2,11,ARI 40,10,7,Jimmy Garoppolo pass complete short right to Martellus Bennett for 4 yards (tackle by Patrick Peterson),2.300,2.150
3,10:44,3,7,ARI 36,10,7,Jimmy Garoppolo pass complete short left to Malcolm Mitchell for 28 yards (tackle by D.J. Swearinger),2.150,5.370
3,10:08,1,8,ARI 8,16,7,"LeGarrette Blount middle for 8 yards, touchdown",5.370,7.000
3,10:08,,,ARI 8,17,7,Stephen Gostkowski kicks extra point good,0.000,0.000
3,10:08,,,NWE 35,17,7,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,10:00,1,10,ARI 25,17,7,Carson Palmer pass complete short right to Jermaine Gresham for 4 yards (tackle by Patrick Chung and Logan Ryan),0.610,0.600
3,9:21,2,6,ARI 29,17,7,David Johnson right tackle for 5 yards (tackle by Jabaal Sheard),0.600,0.560
3,8:45,3,1,ARI 34,17,7,Carson Palmer middle for 1 yard (tackle by Devin McCourty),0.560,1.270
3,7:58,1,10,ARI 35,17,7,"Carson Palmer for no gain. Carson Palmer fumbles, recovered by Carson Palmer at ARI-33",1.270,0.450
3,7:19,2,12,ARI 33,17,7,Carson Palmer pass incomplete deep middle intended for John Brown (defended by Malcolm Butler),0.450,-0.230
3,7:14,3,12,ARI 33,17,7,Carson Palmer pass incomplete short middle intended for Larry Fitzgerald (defended by Logan Ryan),-0.230,-1.180
3,7:08,4,12,ARI 33,17,7,"Donald Butler punts 39 yards, fair catch by Cyrus Jones",-1.180,-0.810
3,7:01,1,10,NWE 28,17,7,Jimmy Garoppolo pass complete short left to Malcolm Mitchell for 5 yards (tackle by Brandon Williams),0.810,0.940
3,6:30,2,5,NWE 33,17,7,"LeGarrette Blount for no gain (tackle by Frostee Rucker). LeGarrette Blount fumbles (forced by Frostee Rucker), recovered by Calais Campbell at NWE-33 (tackle by Joe Thuney)",0.940,-3.380
3,6:20,1,10,NWE 33,17,7,Carson Palmer pass complete short right to Jermaine Gresham for 15 yards (tackle by Malcolm Butler),3.380,4.370
3,5:46,1,10,NWE 18,17,7,Carson Palmer pass incomplete deep right intended for David Johnson,4.370,3.800
3,5:41,2,10,NWE 18,17,7,Carson Palmer pass complete short right to Larry Fitzgerald for 14 yards (tackle by Devin McCourty),3.800,6.280
3,4:58,1,4,NWE 4,17,7,David Johnson middle for 3 yards (tackle by Chris Long),6.280,5.910
3,4:33,2,1,NWE 1,17,13,"David Johnson middle for 1 yard, touchdown. Penalty on Malcolm Butler: Defensive 12 On-field (Declined)",5.910,7.000
3,4:33,,,NWE 1,17,14,Chandler Catanzaro kicks extra point good,0.000,0.000
3,4:33,,,ARI 35,17,14,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,4:29,1,10,NWE 25,17,14,LeGarrette Blount left end for 3 yards (tackle by Josh Mauro),0.610,0.470
3,3:51,2,7,NWE 28,17,14,Julian Edelman right end for 9 yards (tackle by Tyrann Mathieu),0.470,1.400
3,3:05,1,10,NWE 37,17,14,Jimmy Garoppolo pass complete short middle to Chris Hogan for 4 yards (tackle by Deone Bucannon),1.400,1.400
3,2:29,2,6,NWE 41,17,14,LeGarrette Blount middle for 1 yard (tackle by Tony Jefferson and Calais Campbell),1.400,0.830
3,1:46,3,5,NWE 42,17,14,Jimmy Garoppolo pass complete short left to Martellus Bennett for 5 yards (tackle by Tyvon Branch),0.830,2.060
3,1:12,1,10,NWE 47,17,14,LeGarrette Blount left end for 1 yard (tackle by Calais Campbell),2.060,1.650
3,0:27,2,9,NWE 48,17,14,Jimmy Garoppolo pass complete short right to Julian Edelman for 6 yards (tackle by Kevin Minter),1.650,1.750
Quarter,Time,Down,ToGo,Location,NWE,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,ARI 46,17,14,"Jimmy Garoppolo pass incomplete short left intended for Chris Hogan. Penalty on Kevin Minter: Roughing the Passer, 15 yards (no play)",1.750,3.510
4,14:57,1,10,ARI 31,17,14,LeGarrette Blount middle for 1 yard (tackle by Corey Peters and Chandler Jones),3.510,3.100
4,14:14,2,9,ARI 30,17,14,Jimmy Garoppolo pass complete short left to Martellus Bennett for 5 yards (tackle by Brandon Williams),3.100,3.070
4,13:27,3,4,ARI 25,17,14,"Jimmy Garoppolo pass incomplete deep right intended for Danny Amendola. Penalty on Marcus Cannon: Offensive Holding (Offsetting), Penalty on Tyvon Branch: Defensive Pass Interference (Offsetting) (no play)",3.070,3.070
4,13:18,3,4,ARI 25,17,14,"Jimmy Garoppolo pass complete short left to Julian Edelman for 10 yards (tackle by Brandon Williams). Penalty on Martellus Bennett: Offensive Holding, 10 yards (no play)",3.070,1.750
4,12:50,3,14,ARI 35,17,14,Jimmy Garoppolo pass incomplete deep left intended for Malcolm Mitchell,1.750,0.970
4,12:40,4,14,ARI 35,20,14,Stephen Gostkowski 53 yard field goal good,0.970,3.000
4,12:40,,,NWE 35,20,14,"Stephen Gostkowski kicks off 60 yards, returned by Andre Ellington for 16 yards (tackle by Patrick Chung)",0.000,-0.340
4,12:29,1,10,ARI 21,20,14,Carson Palmer pass complete short left to David Johnson for 5 yards (tackle by Devin McCourty),0.340,0.480
4,11:49,2,5,ARI 26,20,14,Carson Palmer pass complete short left to Andre Ellington for 12 yards (tackle by Jamie Collins),0.480,1.470
4,11:13,1,10,ARI 38,20,14,"Carson Palmer pass incomplete short left intended for Michael Floyd. Penalty on Malcolm Butler: Defensive Holding, 5 yards (no play)",1.470,1.800
4,11:08,1,10,ARI 43,20,14,David Johnson middle for 45 yards (tackle by Devin McCourty),1.800,1.800
4,10:18,1,10,ARI 43,20,14,Timeout #1 by Arizona Cardinals,1.800,4.780
4,10:18,1,10,NWE 12,20,14,Carson Palmer pass incomplete short middle intended for Michael Floyd (defended by Malcolm Butler),4.780,4.100
4,10:13,2,10,NWE 12,20,14,Carson Palmer pass incomplete short right intended for Michael Floyd,4.100,3.120
4,10:08,3,10,NWE 12,20,14,Carson Palmer pass complete short left to Michael Floyd for 11 yards (tackle by Malcolm Butler),3.120,6.970
4,9:51,1,1,NWE 1,20,20,"Carson Palmer pass complete short left to Larry Fitzgerald for 1 yard, touchdown",6.970,7.000
4,9:51,,,NWE 1,20,21,"Chandler Catanzaro kicks extra point good. Penalty on Jamie Collins: Leaping, 15 yards",0.000,0.000
4,9:51,,,NWE 1,20,21,"Chandler Catanzaro kicks off 50 yards, touchback",0.000,-0.610
4,9:46,1,10,NWE 25,20,21,Jimmy Garoppolo sacked by Chandler Jones for -5 yards,0.610,-0.610
4,9:07,2,15,NWE 20,20,21,Jimmy Garoppolo pass incomplete short middle intended for James White,-0.610,-1.290
4,9:04,3,15,NWE 20,20,21,Jimmy Garoppolo pass complete deep left to Danny Amendola for 32 yards (tackle by Tyvon Branch),-1.290,2.390
4,8:23,1,10,ARI 48,20,21,LeGarrette Blount middle for -6 yards (tackle by Tony Jefferson),2.390,1.040
4,7:43,2,16,NWE 46,20,21,Jimmy Garoppolo pass complete short middle to Danny Amendola for 13 yards (tackle by Kevin Minter),1.040,2.080
4,6:58,3,3,ARI 41,20,21,Jimmy Garoppolo pass complete short right to James White for 7 yards (tackle by Tony Jefferson),2.080,3.310
4,6:21,1,10,ARI 34,20,21,LeGarrette Blount middle for -1 yards (tackle by Tony Jefferson),3.310,2.640
4,5:39,2,11,ARI 35,20,21,Jimmy Garoppolo pass incomplete short right intended for Martellus Bennett,2.640,1.950
4,5:35,3,11,ARI 35,20,21,LeGarrette Blount left tackle for 13 yards (tackle by Tony Jefferson),1.950,4.110
4,4:45,1,10,ARI 22,20,21,"Penalty on Jimmy Garoppolo: Delay of Game, 5 yards (no play)",4.110,3.780
4,4:45,1,15,ARI 27,20,21,Jimmy Garoppolo pass complete short left to James White for 7 yards (tackle by Tyvon Branch),3.780,3.780
4,4:37,1,15,ARI 27,20,21,Timeout #2 by Arizona Cardinals,3.780,3.830
4,4:37,2,8,ARI 20,20,21,Jimmy Garoppolo pass complete short right to Danny Amendola for 3 yards (tackle by Tyvon Branch),3.830,3.560
4,4:33,3,5,ARI 17,20,21,Jimmy Garoppolo right end for 3 yards (tackle by Deone Bucannon),3.560,2.630
4,3:48,4,2,ARI 14,23,21,Stephen Gostkowski 32 yard field goal good,2.630,3.000
4,3:48,,,NWE 35,23,21,"Stephen Gostkowski kicks off 62 yards, returned by Andre Ellington for 14 yards (tackle by Nate Ebner). Penalty on Tyvon Branch: Offensive Holding, 8 yards",0.000,0.380
4,3:38,1,10,ARI 8,23,21,Carson Palmer pass complete short right to John Brown for 8 yards (tackle by Patrick Chung),-0.380,-0.090
4,3:15,2,2,ARI 16,23,21,Carson Palmer pass complete short middle to Larry Fitzgerald for 21 yards (tackle by Duron Harmon),-0.090,1.400
4,2:47,1,10,ARI 37,23,21,Carson Palmer pass incomplete short left intended for Jaron Brown (defended by Justin Coleman),1.400,0.860
4,2:42,2,10,ARI 37,23,21,Carson Palmer pass complete short right to Larry Fitzgerald for 15 yards (tackle by Logan Ryan),0.860,2.390
4,2:15,1,10,NWE 48,23,21,Carson Palmer pass incomplete short middle intended for Michael Floyd (defended by Jamie Collins),2.390,1.850
4,2:11,2,10,NWE 48,23,21,Carson Palmer pass complete short right to David Johnson for 4 yards (tackle by Devin McCourty),1.850,1.690
4,2:06,3,6,NWE 44,23,21,Carson Palmer pass complete short right to Larry Fitzgerald for 10 yards (tackle by Logan Ryan),1.690,3.310
4,2:00,1,10,NWE 34,23,21,David Johnson right tackle for 1 yard (tackle by Dont'a Hightower),3.310,3.310
4,1:55,1,10,NWE 34,23,21,Timeout #1 by New England Patriots,3.310,2.910
4,1:55,2,9,NWE 33,23,21,"Carson Palmer pass incomplete short right intended for John Brown (defended by Justin Coleman). Penalty on Earl Watford: Offensive Holding, 10 yards (no play)",2.910,1.550
4,1:51,2,19,NWE 43,23,21,Carson Palmer pass complete short right to Andre Ellington for -4 yards (tackle by Jabaal Sheard),1.550,1.550
4,1:10,2,19,NWE 43,23,21,Timeout #2 by New England Patriots,1.550,0.370
4,1:10,3,23,NWE 47,23,21,Carson Palmer pass complete deep middle to Jaron Brown for 18 yards (tackle by Devin McCourty),0.370,0.370
4,0:41,3,23,NWE 47,23,21,Timeout #3 by New England Patriots,0.370,1.540
4,0:41,4,5,NWE 29,23,21,Chandler Catanzaro 47 yard field goal no good,1.540,-1.400
4,0:36,1,10,NWE 37,23,21,Jimmy Garoppolo kneels for -1 yards,1.400,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
