Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
3,10:07,3,2,CAR 15,10,3,Kyle Orton pass complete short right to Brandon Lloyd for 14 yards (tackle by Chris Gamble),4.050,6.970
3,9:25,1,1,CAR 1,16,3,"Jason McKie up the middle for 1 yard, touchdown",6.970,7.000
3,,,,CAR 2,17,3,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,17,3,"Robbie Gould kicks off 70 yards, touchback",0.000,0.280
3,9:23,1,10,CAR 20,17,3,Jonathan Stewart left tackle for 2 yards (tackle by Brian Urlacher),0.280,0.000
3,8:39,2,8,CAR 22,17,3,Jake Delhomme pass complete deep right to D.J. Hackett for 22 yards (tackle by Nathan Vasher),0.000,1.860
3,7:59,1,10,CAR 44,17,3,Jonathan Stewart up the middle for 24 yards (tackle by Charles Tillman),1.860,3.450
3,7:16,1,10,CHI 32,17,3,"Penalty on Jeff Otah: Offensive Holding, 10 yards (no play)",3.450,2.790
3,7:09,1,20,CHI 42,17,3,Jake Delhomme pass incomplete short middle intended for Muhsin Muhammad,2.790,1.550
3,7:04,2,20,CHI 42,17,3,Jonathan Stewart up the middle for 3 yards (tackle by Lance Briggs),1.550,1.290
3,6:23,3,17,CHI 39,17,3,"Jake Delhomme pass incomplete short right intended for Jonathan Stewart. Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",1.290,1.950
3,6:19,3,12,CHI 34,17,3,Jake Delhomme up the middle for 6 yards (tackle by Lance Briggs),1.950,1.610
3,5:27,4,6,CHI 28,17,6,John Kasay 45 yard field goal good,1.610,3.000
3,,,,CAR 30,17,6,"Rhys Lloyd kicks off 71 yards, returned by Devin Hester for 24 yards (tackle by Dan Connor)",0.000,0.480
3,5:16,1,10,CHI 23,17,6,"Kyle Orton pass complete short right to Greg Olsen for 9 yards (tackle by Chris Harris). Greg Olsen fumbles (forced by Chris Harris), recovered by Chris Gamble at CHI-36 and returned for 10 yards (tackle by Rashied Davis)",0.480,-3.840
3,5:05,1,10,CHI 26,17,6,Jonathan Stewart up the middle for 1 yard (tackle by Dusty Dvoracek),3.840,3.430
3,4:30,2,9,CHI 25,17,6,Jonathan Stewart right tackle for 12 yards (tackle by Kevin Payne),3.430,4.710
3,3:44,1,10,CHI 13,17,6,Jake Delhomme pass complete short left to Muhsin Muhammad for 6 yards (tackle by Charles Tillman),4.710,5.150
3,3:05,2,4,CHI 7,17,6,Jonathan Stewart left tackle for 3 yards (tackle by Kevin Payne and Lance Briggs),5.150,5.010
3,2:22,3,1,CHI 4,17,12,"Jonathan Stewart up the middle for 4 yards, touchdown",5.010,7.000
3,,,,CHI 2,17,13,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,17,13,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
3,2:18,1,10,CHI 20,17,13,Kyle Orton pass complete short right to Jason McKie for 8 yards (tackle by Thomas Davis),0.280,0.810
3,1:29,2,2,CHI 28,17,13,Kyle Orton pass incomplete deep right intended for Brandon Lloyd,0.810,0.100
3,1:22,3,2,CHI 28,17,13,Matt Forte right end for -1 yards (tackle by Chris Gamble and Jon Beason),0.100,-1.570
3,0:43,4,3,CHI 27,17,13,"Brad Maynard punts 37 yards, fair catch by Mark Jones",-1.570,-1.330
3,0:34,1,10,CAR 36,17,13,Jake Delhomme pass incomplete short left intended for D.J. Hackett (defended by Alex Brown),1.330,0.790
3,0:28,2,10,CAR 36,17,13,Jonathan Stewart up the middle for 2 yards (tackle by Mark Anderson),0.790,0.370
Quarter,Time,Down,ToGo,Location,CHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,CAR 38,17,13,Jake Delhomme pass complete short left to DeAngelo Williams for -6 yards (tackle by Alex Brown),0.370,-1.240
4,14:27,4,14,CAR 32,17,13,"Jason Baker punts 59 yards, returned by Nathan Vasher for 3 yards (tackle by Dante Wesley)",-1.240,0.350
4,14:15,1,10,CHI 12,17,13,Matt Forte up the middle for no gain (tackle by Gary Gibson),-0.350,-0.780
4,13:40,2,10,CHI 12,17,13,Kyle Orton pass complete short right to Rashied Davis for 4 yards (tackle by Na'il Diggs),-0.780,-0.950
4,12:58,3,6,CHI 16,17,13,Kyle Orton pass complete short middle to Matt Forte for 9 yards (tackle by Thomas Davis),-0.950,0.610
4,12:22,1,10,CHI 25,17,13,Kyle Orton pass complete short right to Rashied Davis for 3 yards (tackle by Chris Gamble),0.610,0.470
4,11:47,2,7,CHI 28,17,13,"Matt Forte up the middle for 9 yards (tackle by Charles Godfrey). Penalty on Rashied Davis: Offensive Holding, 10 yards",0.470,0.330
4,11:15,2,8,CHI 27,17,13,Kyle Orton pass incomplete deep right intended for Brandon Lloyd,0.330,-0.360
4,11:08,3,8,CHI 27,17,13,Kyle Orton pass incomplete short right intended for Mark Bradley (defended by Chris Gamble),-0.360,-1.570
4,11:03,4,8,CHI 27,17,13,"Brad Maynard punts 43 yards, returned by Mark Jones for 5 yards (tackle by Patrick Mannelly)",-1.570,-1.270
4,10:52,1,10,CAR 35,17,13,Jake Delhomme pass complete short left to Brad Hoover for 6 yards (tackle by Charles Tillman),1.270,1.530
4,10:16,2,4,CAR 41,17,13,Jonathan Stewart left tackle for 9 yards (tackle by Marcus Harrison),1.530,2.260
4,9:35,1,10,,17,13,Jake Delhomme sacked by Mike Brown for -5 yards,2.260,1.040
4,9:05,2,15,CAR 45,17,13,Jake Delhomme pass incomplete deep right intended for D.J. Hackett,1.040,0.370
4,8:57,3,15,CAR 45,17,13,Jake Delhomme sacked by Israel Idonije for -12 yards,0.370,-1.180
4,8:32,4,27,CAR 33,17,13,"Jason Baker punts 52 yards, returned by Nathan Vasher for no gain. Penalty on Danieal Manning: Illegal Block Above the Waist, 5 yards",-1.180,0.380
4,8:19,1,10,CHI 10,17,13,Matt Forte right end for 3 yards (tackle by Jon Beason),-0.380,-0.560
4,7:42,2,7,CHI 13,17,13,Matt Forte up the middle for no gain (tackle by Ma'ake Kemoeatu),-0.560,-1.070
4,7:03,3,7,CHI 13,17,13,Kyle Orton pass incomplete deep left intended for Marty Booker,-1.070,-2.490
4,6:56,4,7,CHI 13,17,13,"Brad Maynard punts 40 yards, returned by Mark Jones for -2 yards (tackle by Garrett Wolfe)",-2.490,-1.930
4,6:46,1,10,CAR 45,17,13,Jake Delhomme pass complete short left to Muhsin Muhammad for 8 yards (tackle by Charles Tillman),1.930,2.460
4,6:11,2,2,CHI 47,17,13,Jake Delhomme pass complete short left to Brad Hoover for 12 yards (tackle by Kevin Payne),2.460,3.250
4,5:25,1,10,CHI 35,17,13,Jonathan Stewart up the middle for 11 yards (tackle by Dusty Dvoracek),3.250,3.970
4,4:43,1,10,CHI 24,17,13,Jake Delhomme pass complete deep middle to Jeff King for 23 yards (tackle by Hunter Hillenmeyer),3.970,6.970
4,3:56,1,1,CHI 1,17,19,"Jonathan Stewart right guard for 1 yard, touchdown",6.970,7.000
4,,,,CHI 2,17,20,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,17,20,"Rhys Lloyd kicks off 77 yards, returned by Danieal Manning for 36 yards (tackle by Adam Seward)",0.000,0.870
4,3:47,1,10,CHI 29,17,20,Kyle Orton pass complete short right to Desmond Clark for 6 yards (tackle by Chris Gamble),0.870,1.140
4,3:12,2,4,CHI 35,17,20,Kyle Orton pass incomplete deep left intended for Rashied Davis,1.140,0.430
4,3:07,3,4,CHI 35,17,20,"Kyle Orton pass incomplete short left intended for Brandon Lloyd. Penalty on Kyle Orton: Intentional Grounding, 10 yards",0.430,-1.700
4,3:01,4,14,CHI 25,17,20,"Brad Maynard punts 40 yards. Penalty on Charles Johnson: Unnecessary Roughness, 15 yards",-1.700,-0.280
4,2:55,1,10,CAR 20,17,20,Jonathan Stewart up the middle for 6 yards (tackle by Tommie Harris),0.280,0.540
4,2:50,,,,17,20,Timeout #1 by Chicago Bears,0.000,0.540
4,2:50,2,4,CAR 26,17,20,Jonathan Stewart left tackle for -2 yards (tackle by Kevin Payne),0.540,-0.430
4,2:44,,,,17,20,Timeout #2 by Chicago Bears,0.000,-0.430
4,2:44,3,6,CAR 24,17,20,DeAngelo Williams right end for 3 yards (tackle by Lance Briggs),-0.430,-1.570
4,2:37,,,,17,20,Timeout #3 by Chicago Bears,0.000,-1.570
4,2:37,4,3,CAR 27,17,20,"Jason Baker punts 50 yards, returned by Nathan Vasher for 18 yards (tackle by Dan Connor)",-1.570,-1.660
4,2:24,1,10,CHI 41,17,20,Matt Forte up the middle for 9 yards (tackle by Thomas Davis),1.660,2.340
4,2:05,2,1,,17,20,Kyle Orton pass incomplete short left intended for Rashied Davis,2.340,1.620
4,2:02,3,1,,17,20,Kyle Orton pass incomplete short right intended for Marty Booker (defended by Chris Gamble),1.620,-0.060
4,2:00,,,,17,20,Timeout #1 by Carolina Panthers,0.000,-0.060
4,2:00,4,1,,17,20,Jason McKie up the middle for no gain (tackle by Thomas Davis and Julius Peppers),-0.060,-2.260
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,1:52,1,10,,17,20,Jake Delhomme kneels for -1 yards,2.260,1.580
4,1:10,2,11,CAR 49,17,20,Jake Delhomme kneels for -1 yards,1.580,0.760
4,0:33,3,12,CAR 48,17,20,Jake Delhomme kneels for -1 yards,0.760,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
