Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2,2:37,3,4,DEN 15,3,3,Drew Lock pass incomplete deep right intended for Courtland Sutton,-0.720,-2.440
2,2:33,4,4,DEN 15,3,3,Colby Wadman punts 57 yards downed by Josh Watson,-2.440,-0.810
2,2:20,1,10,OAK 28,3,3,"Derek Carr pass complete short right to Darren Waller for 11 yards (tackle by Isaac Yiadom). Penalty on David Sharpe: Illegal Formation, 5 yards (no play)",0.810,0.480
2,2:01,1,15,OAK 23,3,3,Jalen Richard left guard for 7 yards (tackle by Todd Davis and Alexander Johnson),0.480,0.530
2,1:55,2,8,OAK 30,3,3,Derek Carr pass complete short right to Darren Waller for 3 yards (tackle by Chris Harris),0.530,0.230
2,1:24,3,5,OAK 33,3,3,"Derek Carr pass complete short right to Marcell Ateman for 20 yards (tackle by Trey Marshall). Marcell Ateman fumbles (forced by Trey Marshall), recovered by Trey Marshall at DEN-47 and returned for 12 yards (tackle by Kolton Miller)",0.230,-2.850
2,1:11,1,10,OAK 41,3,3,Drew Lock left end for 12 yards (tackle by Nicholas Morrow),2.850,3.640
2,0:56,,,,,,Timeout #3 by Oakland Raiders,,
2,0:56,1,10,OAK 29,3,3,Drew Lock pass complete short right to Courtland Sutton for 4 yards (tackle by Curtis Riley),3.640,3.640
2,0:49,,,,,,Timeout #1 by Denver Broncos,,
2,0:49,2,6,OAK 25,3,3,Drew Lock pass incomplete short right intended for Courtland Sutton (defended by Trayvon Mullen),3.640,2.940
2,0:45,3,6,OAK 25,3,3,Drew Lock pass complete short middle to DaeSean Hamilton for 11 yards (tackle by Curtis Riley),2.940,4.650
2,0:38,,,,,,Timeout #2 by Denver Broncos,,
2,0:38,1,10,OAK 14,3,3,"Drew Lock pass incomplete short right intended for Courtland Sutton. Penalty on Trayvon Mullen: Defensive Pass Interference, 13 yards (no play)",4.650,6.970
2,0:33,1,1,OAK 1,3,9,"Drew Lock pass complete short right to Andrew Beck for 1 yard, touchdown",6.970,7.000
2,0:28,,,OAK 15,3,10,Brandon McManus kicks extra point good,0.000,0.000
2,0:28,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:28,1,10,OAK 25,3,10,Jalen Richard up the middle for 9 yards (tackle by Todd Davis),0.610,1.280
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,OAK 25,3,10,DeAndre Washington right guard for 36 yards (tackle by Trey Marshall),0.610,2.980
3,14:23,1,10,DEN 39,3,10,"Derek Carr aborted snap, recovered by Derek Carr at DEN-41 and returned for -2 yards",2.980,2.170
3,13:48,2,12,DEN 41,3,10,Derek Carr pass complete short right to DeAndre Washington for no gain (tackle by Justin Simmons and Todd Davis),2.170,1.490
3,13:09,3,12,DEN 41,3,10,Derek Carr pass incomplete short middle intended for Marcell Ateman (defended by Justin Hollins),1.490,0.530
3,13:04,4,12,DEN 41,3,10,"A.J. Cole punts 31 yards, fair catch by Diontae Spencer at DEN-10",0.530,0.380
3,12:56,1,10,DEN 10,3,10,Phillip Lindsay left tackle for 7 yards (tackle by Maurice Hurst),-0.380,-0.090
3,12:18,2,3,DEN 17,3,10,"Phillip Lindsay right end for 2 yards (tackle by Curtis Riley). Penalty on Noah Fant: Offensive Holding, 8 yards (no play)",-0.090,-0.850
3,11:51,2,11,DEN 9,3,10,Drew Lock pass incomplete deep left,-0.850,-1.540
3,11:42,3,11,DEN 9,3,10,Drew Lock pass complete short right to Troy Fumagalli for 9 yards (tackle by Benson Mayowa and Trayvon Mullen),-1.540,-2.240
3,10:56,4,2,DEN 18,3,10,"Colby Wadman punts 45 yards, muffed catch by Hunter Renfrow, recovered by Hunter Renfrow at OAK-37",-2.240,-1.400
3,10:45,1,10,OAK 37,3,10,DeAndre Washington up the middle for 6 yards (tackle by Von Miller),1.400,1.670
3,10:07,2,4,OAK 43,3,10,Derek Carr pass complete short right to DeAndre Washington for 2 yards (tackle by Todd Davis and Alexander Johnson),1.670,1.220
3,9:25,3,2,OAK 45,3,10,Derek Carr pass incomplete deep right intended for Darren Waller,1.220,-0.390
3,9:19,4,2,OAK 45,3,10,"A.J. Cole punts 44 yards, fair catch by Diontae Spencer at DEN-11",-0.390,0.370
3,9:11,1,10,DEN 11,3,10,Drew Lock pass incomplete short right intended for Phillip Lindsay,-0.370,-0.780
3,9:06,2,10,DEN 11,3,10,Drew Lock pass complete short middle to DaeSean Hamilton for 17 yards (tackle by Erik Harris),-0.780,0.810
3,8:28,1,10,DEN 28,3,10,Phillip Lindsay up the middle for 5 yards (tackle by William Compton and Josh Mauro),0.810,0.940
3,7:55,2,5,DEN 33,3,10,"Drew Lock pass complete short middle to Courtland Sutton for 18 yards (tackle by Curtis Riley). Courtland Sutton fumbles, ball out of bounds at OAK-49 (forced by Curtis Riley)",0.940,2.320
3,7:33,1,10,OAK 49,3,10,"Drew Lock pass complete short right to Phillip Lindsay for 6 yards (tackle by Clelin Ferrell). Penalty on Jake Rodgers: Illegal Block Above the Waist, 10 yards (no play)",2.320,1.660
3,7:09,1,20,DEN 41,3,10,Drew Lock pass complete short left to Devontae Booker for 8 yards (tackle by Lamarcus Joyner and Daryl Worley),1.660,1.510
3,6:26,2,12,DEN 49,3,10,"Drew Lock pass incomplete deep left intended for Courtland Sutton. Penalty on Erik Harris: Unnecessary Roughness, 15 yards",1.510,3.180
3,6:20,1,10,OAK 36,3,10,Phillip Lindsay up the middle for 1 yard (tackle by Erik Harris),3.180,2.770
3,5:38,2,9,OAK 35,3,10,Drew Lock pass complete short left to Noah Fant for 4 yards (tackle by Nevin Lawson),2.770,2.610
3,4:46,,,,,,Timeout #1 by Denver Broncos,,
3,4:46,3,5,OAK 31,3,10,Drew Lock pass incomplete deep right intended for DaeSean Hamilton,2.610,1.350
3,4:41,4,5,OAK 31,3,13,"Brandon McManus 49 yard field goal good. Penalty on Josh Mauro: Unnecessary Roughness, 15 yards",1.350,3.000
3,4:37,,,DEN 50,3,13,"Brandon McManus kicks off 49 yards, returned by Keisean Nixon for 12 yards (tackle by Joseph Jones and Malik Reed). Penalty on Curtis Riley: Unnecessary Roughness, 6 yards",0.000,-0.380
3,4:32,1,10,OAK 7,3,13,DeAndre Washington right tackle for 2 yards (tackle by Todd Davis and Alexander Johnson),-0.380,-0.630
3,3:57,2,8,OAK 9,3,13,Derek Carr pass complete short left to Zay Jones for 5 yards (tackle by Isaac Yiadom),-0.630,-0.600
3,3:12,3,3,OAK 14,3,13,Derek Carr pass incomplete short right,-0.600,-2.470
3,3:08,4,3,OAK 14,3,13,"A.J. Cole punts 49 yards, returned by Diontae Spencer for 4 yards (tackle by Kyle Wilber)",-2.470,-1.660
3,2:56,1,10,DEN 41,3,13,Drew Lock pass complete short left to DaeSean Hamilton for 15 yards,1.660,2.650
3,2:17,1,10,OAK 44,3,13,Drew Lock pass complete short left to Tim Patrick for 14 yards (tackle by Trayvon Mullen),2.650,3.580
3,1:34,1,10,OAK 30,3,13,Phillip Lindsay right tackle for 5 yards (tackle by Tahir Whitehead),3.580,3.710
3,0:56,2,5,OAK 25,3,13,Drew Lock pass incomplete short left,3.710,3.010
3,0:49,3,5,OAK 25,3,13,Royce Freeman left end for -2 yards (tackle by Nevin Lawson),3.010,1.670
3,0:09,4,7,OAK 27,3,13,"Penalty on Patrick Morris: False Start, 5 yards (no play)",1.670,1.240
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,12,OAK 32,3,16,Brandon McManus 51 yard field goal good,1.240,3.000
4,14:55,,,DEN 35,3,16,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,OAK 25,3,16,Derek Carr pass complete short left to DeAndre Washington for 12 yards (tackle by Todd Davis),0.610,1.400
4,14:28,1,10,OAK 37,3,16,Derek Carr pass incomplete short right,1.400,0.860
4,14:23,2,10,OAK 37,3,16,Derek Carr pass complete deep left to Zay Jones for 16 yards (tackle by Trey Marshall),0.860,2.460
4,13:56,1,10,DEN 47,3,16,DeAndre Washington up the middle for 1 yard (tackle by Jeremiah Attaochu),2.460,2.050
4,13:23,2,9,DEN 46,3,16,Derek Carr pass complete short left to Rico Gafford for 17 yards (tackle by Chris Harris),2.050,3.640
4,12:45,1,10,DEN 29,3,16,Derek Carr pass complete short right to Jalen Richard for 6 yards (tackle by DeMarcus Walker and Josey Jewell),3.640,3.910
4,11:59,2,4,DEN 23,3,16,DeAndre Washington left tackle for 3 yards (tackle by Alexander Johnson and Justin Hollins),3.910,3.600
4,11:20,3,1,DEN 20,3,16,DeAndre Washington left tackle for 7 yards (tackle by Trey Marshall),3.600,4.710
4,10:36,1,10,DEN 13,3,16,Derek Carr pass incomplete short right intended for DeAndre Washington (defended by Von Miller),4.710,4.050
4,10:33,2,10,DEN 13,3,16,Derek Carr sacked by Jeremiah Attaochu for -6 yards,4.050,2.670
4,9:50,3,16,DEN 19,3,16,Derek Carr pass complete short middle to Derek Carrier for 4 yards (tackle by Todd Davis and DeMarcus Walker),2.670,2.440
4,9:07,4,12,DEN 15,6,16,Daniel Carlson 33 yard field goal good,2.440,3.000
4,9:03,,,OAK 35,6,16,"Daniel Carlson kicks off 63 yards, returned by Diontae Spencer for 22 yards (tackle by Rod Smith). Diontae Spencer fumbles (forced by Rod Smith), recovered by Devontae Booker at DEN-24 (tackle by Nicholas Morrow)",0.000,0.540
4,8:55,1,10,DEN 24,6,16,Phillip Lindsay up the middle for 6 yards (tackle by Erik Harris),0.540,0.810
4,8:14,2,4,DEN 30,6,16,"Drew Lock right end for 3 yards (tackle by Curtis Riley). Penalty on Josh Mauro: Unnecessary Roughness, 15 yards",0.810,2.130
4,7:48,1,10,DEN 48,6,16,Phillip Lindsay right tackle for 8 yards (tackle by Trayvon Mullen),2.130,2.660
4,7:09,2,2,OAK 44,6,16,"Drew Lock sacked by Maxx Crosby for no gain. Drew Lock fumbles (forced by Maxx Crosby), recovered by Courtland Sutton at OAK-44 and returned for 2 yards (tackle by Tahir Whitehead)",2.660,2.790
4,6:43,1,10,OAK 42,6,16,Phillip Lindsay up the middle for no gain (tackle by Clelin Ferrell),2.790,2.240
4,6:04,2,10,OAK 42,6,16,"Drew Lock aborted snap, recovered by Clelin Ferrell at OAK-41 (tackle by Andrew Beck)",2.240,-1.660
4,5:58,1,10,OAK 41,6,16,Derek Carr sacked by Von Miller for -5 yards,1.660,0.450
4,5:19,2,15,OAK 36,6,16,Derek Carr pass incomplete short left intended for Marcell Ateman (defended by Isaac Yiadom),0.450,-0.230
4,5:14,3,15,OAK 36,6,16,"Derek Carr pass complete deep right to Hunter Renfrow for 39 yards, lateral to Alexander Johnson for 9 yards, lateral to Marcell Ateman for 9 yards, lateral to Justin Simmons for 9 yards",-0.230,4.510
4,4:33,1,10,DEN 16,6,16,"Derek Carr pass incomplete short left. Penalty on Derek Carr: Intentional Grounding, 10 yards",4.510,2.610
4,4:26,2,20,DEN 26,6,16,Derek Carr pass complete short right to DeAndre Washington for 6 yards (tackle by Todd Davis),2.610,2.740
4,3:55,,,,,,Timeout #2 by Denver Broncos,,
4,3:55,3,14,DEN 20,6,16,Derek Carr pass complete short middle to DeAndre Washington for 10 yards (tackle by Todd Davis),2.740,2.840
4,3:13,4,4,DEN 10,9,16,Daniel Carlson 28 yard field goal good,2.840,3.000
4,3:09,,,OAK 35,9,16,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,3:09,1,10,DEN 25,9,16,Phillip Lindsay up the middle for -5 yards (tackle by Maurice Hurst),0.610,-0.610
4,3:05,,,,,,Timeout #1 by Oakland Raiders,,
4,3:05,2,15,DEN 20,9,16,Drew Lock pass incomplete short middle intended for Noah Fant (defended by Maxx Crosby),-0.610,-1.290
4,3:00,3,15,DEN 20,9,16,Drew Lock left end for 10 yards (tackle by Lamarcus Joyner),-1.290,-1.370
4,2:51,,,,,,Timeout #2 by Oakland Raiders,,
4,2:51,4,5,DEN 30,9,16,"Colby Wadman punts 49 yards, fair catch by Hunter Renfrow at OAK-21",-1.370,-0.340
4,2:45,1,10,OAK 21,9,16,Derek Carr pass complete short left to Marcell Ateman for 6 yards (tackle by Isaac Yiadom),0.340,0.610
4,2:24,2,4,OAK 27,9,16,Derek Carr pass incomplete deep left intended for Marcell Ateman,0.610,-0.100
4,2:19,3,4,OAK 27,9,16,Derek Carr pass incomplete short middle intended for Darren Waller (defended by Justin Simmons),-0.100,-1.570
4,2:13,4,4,OAK 27,9,16,Derek Carr pass incomplete deep right intended for Darren Waller,-1.570,-3.780
4,2:08,1,10,OAK 27,9,16,Phillip Lindsay up the middle for -1 yards (tackle by Johnathan Hankins and William Compton),3.780,3.100
4,2:00,2,11,OAK 28,9,16,"Penalty on Andrew Beck: False Start, 5 yards (no play)",3.100,2.420
4,2:00,2,16,OAK 33,9,16,Phillip Lindsay up the middle for 8 yards (tackle by William Compton),2.420,2.810
4,1:55,3,8,OAK 25,9,16,"Phillip Lindsay up the middle for 1 yard (tackle by Nicholas Morrow). Penalty on Garett Bolles: Unnecessary Roughness, 15 yards",2.810,0.660
4,1:46,,,,,,Timeout #3 by Oakland Raiders,,
4,1:46,,,,,,Timeout #3 by Denver Broncos,,
4,1:46,4,22,OAK 39,9,16,Brandon McManus 57 yard field goal no good,0.660,-2.060
4,1:41,1,10,OAK 47,9,16,Derek Carr pass complete short left to Darren Waller for 3 yards (tackle by Isaac Yiadom),2.060,1.920
4,1:16,2,7,OAK 50,9,16,Derek Carr pass incomplete short middle intended for Darren Waller (defended by Shelby Harris),1.920,1.220
4,1:11,3,7,OAK 50,9,16,Derek Carr pass complete short left to DeAndre Washington for 5 yards (tackle by Alexander Johnson),1.220,0.270
4,0:42,4,2,DEN 45,9,16,Derek Carr pass complete short left to Marcell Ateman for 11 yards,0.270,3.310
4,0:36,1,10,DEN 34,9,16,Derek Carr pass complete deep left to Hunter Renfrow for 28 yards (tackle by Isaac Yiadom),3.310,5.830
4,0:16,1,6,DEN 6,9,16,"Derek Carr spiked the ball. Penalty on Isaac Yiadom: Unsportsmanlike Conduct, 3 yards",5.830,6.510
4,0:15,1,3,DEN 3,9,16,Derek Carr pass incomplete short right intended for Marcell Ateman,6.510,5.530
4,0:11,2,3,DEN 3,15,16,"Derek Carr pass complete short left to Hunter Renfrow for 3 yards, touchdown",5.530,7.000
4,0:07,,,DEN 2,15,16,"Two Point Attempt: Derek Carr pass incomplete intended for Hunter Renfrow, conversion fails",1.000,-1.000
4,0:07,,,OAK 35,15,16,"Daniel Carlson kicks onside 16 yards, returned by Tim Patrick for -14 yards (tackle by Nicholas Morrow). Penalty on Nevin Lawson: Disqualification, 15 yards",0.000,2.260
4,0:01,1,10,DEN 50,15,16,Drew Lock kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
