Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
1,0:22,1,10,ATL 25,0,14,Michael Turner right end for 1 yard (tackle by Osi Umenyiora and Rocky Bernard),0.610,0.200
Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ATL 26,0,14,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Corey Webster),0.200,1.270
2,14:23,1,10,ATL 35,0,14,Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Michael Boley),1.270,1.400
2,13:41,2,5,ATL 40,0,14,Jacquizz Rodgers left end for 1 yard (tackle by Jason Pierre-Paul),1.400,0.830
2,12:59,3,4,ATL 41,0,14,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Chase Blackburn),0.830,-0.650
2,12:55,4,4,ATL 41,0,14,"Matt Bosher punts 39 yards, fair catch by Domenik Hixon",-0.650,-0.280
2,12:47,1,10,NYG 20,0,14,David Wilson right guard for -1 yards (tackle by John Abraham),0.280,-0.460
2,12:18,2,11,NYG 19,0,14,Eli Manning pass incomplete short right intended for Hakeem Nicks is intercepted by Thomas DeCoud at NYG-32 and returned for 5 yards (tackle by Jim Cordle),-0.460,-3.780
2,12:08,1,10,NYG 27,0,14,Michael Turner left tackle for 9 yards (tackle by Antrel Rolle and Stevie Brown),3.780,4.530
2,11:30,2,1,NYG 18,0,14,Michael Turner right guard for no gain (tackle by Linval Joseph),4.530,0.000
2,10:51,,,,0,14,Timeout #1 by Atlanta Falcons,0.000,3.840
2,10:51,3,1,NYG 18,0,14,Harry Douglas left end for -1 yards (tackle by Chase Blackburn and Jayron Hosley),3.840,2.310
2,10:26,4,2,NYG 19,0,17,Matt Bryant 38 yard field goal good,2.310,3.000
2,10:22,,,ATL 35,0,17,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
2,10:22,1,10,NYG 20,0,17,Eli Manning pass incomplete short right intended for David Wilson,0.280,-0.270
2,10:17,2,10,NYG 20,0,17,Kregg Lumpkin right tackle for 9 yards (tackle by Chris Hope),-0.270,0.230
2,9:34,3,1,NYG 29,0,17,Kregg Lumpkin right tackle for 8 yards (tackle by Dominique Franks),0.230,1.400
2,8:59,1,10,NYG 37,0,17,Eli Manning pass incomplete deep right intended for Jerrel Jernigan (defended by Dominique Franks),1.400,0.860
2,8:54,2,10,NYG 37,0,17,Kregg Lumpkin left end for 22 yards (tackle by Dominique Franks),0.860,2.850
2,8:12,1,10,ATL 41,0,17,Eli Manning pass complete short left to Hakeem Nicks for 8 yards (tackle by Thomas DeCoud),2.850,3.390
2,7:27,2,2,ATL 33,0,17,Kregg Lumpkin right tackle for no gain (tackle by Stephen Nicholas),3.390,2.680
2,6:48,3,2,ATL 33,0,17,Kregg Lumpkin right guard for 1 yard (tackle by Sean Weatherspoon),2.680,1.310
2,6:08,4,1,ATL 32,0,17,David Wilson left tackle for no gain (tackle by Sean Weatherspoon),1.310,-1.070
2,6:03,1,10,ATL 32,0,17,Matt Ryan pass complete short right to Jason Snelling for 14 yards (tackle by Will Hill),1.070,1.990
2,5:33,1,10,ATL 46,0,17,Matt Ryan pass incomplete short left intended for Roddy White,1.990,1.450
2,5:28,2,10,ATL 46,0,17,Matt Ryan sacked by Chris L. Canty for -5 yards,1.450,0.100
2,5:23,3,15,ATL 41,0,17,"Penalty on Justin Blalock: False Start, 5 yards (no play)",0.100,-0.560
2,4:33,3,20,ATL 36,0,17,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Jacquian Williams and Will Hill),-0.560,-0.780
2,3:50,4,17,ATL 39,0,17,"Matt Bosher punts 61 yards, touchback. Penalty on Justin Tryon: Offensive Holding, 10 yards",-0.780,0.380
2,3:42,1,10,NYG 10,0,17,Eli Manning pass complete short left to Domenik Hixon for 9 yards (tackle by Dunta Robinson),-0.380,0.240
2,3:04,2,1,NYG 19,0,17,Eli Manning pass incomplete short left intended for David Wilson,0.240,-0.370
2,3:00,3,1,NYG 19,0,17,Eli Manning pass complete short left to Hakeem Nicks for 24 yards (tackle by Thomas DeCoud),-0.370,0.000
2,2:52,,,,0,17,Timeout #1 by New York Giants,0.000,1.800
2,2:52,1,10,NYG 43,0,17,Eli Manning pass complete short right to Domenik Hixon for 37 yards (tackle by Chris Hope),1.800,4.240
2,2:25,1,10,ATL 20,0,17,Kregg Lumpkin right guard for 2 yards (tackle by Stephen Nicholas),4.240,3.960
2,2:00,2,8,ATL 18,0,17,Eli Manning pass complete short middle to Domenik Hixon for 7 yards (tackle by Robert McClain),3.960,4.590
2,1:23,3,1,ATL 11,0,17,Kregg Lumpkin left end for no gain (tackle by Sean Weatherspoon and Stephen Nicholas),4.590,0.000
2,1:14,,,,0,17,Timeout #2 by New York Giants,0.000,2.850
2,1:14,4,1,ATL 11,0,17,Eli Manning pass incomplete short right intended for Victor Cruz (defended by Asante Samuel),2.850,0.370
2,1:10,1,10,ATL 11,0,17,Jacquizz Rodgers left end for 3 yards (tackle by Jason Pierre-Paul),-0.370,-0.530
2,0:23,2,7,ATL 14,0,17,Matt Ryan kneels for -1 yards,-0.530,-1.190
Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,17,"Lawrence Tynes kicks off 65 yards, touchback",0.000,0.280
3,14:56,1,10,ATL 20,0,17,Michael Turner right tackle for 3 yards (tackle by Chase Blackburn),0.280,0.140
3,14:20,2,7,ATL 23,0,17,Matt Ryan pass incomplete short right intended for Roddy White,0.140,-0.560
3,14:16,3,7,ATL 23,0,17,Matt Ryan pass complete short middle to Harry Douglas for 10 yards (tackle by Will Hill),-0.560,1.140
3,13:50,1,10,ATL 33,0,17,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Jayron Hosley),1.140,0.590
3,13:42,2,10,ATL 33,0,17,Michael Turner left guard for 14 yards (tackle by Will Hill and Stevie Brown),0.590,2.060
3,12:56,1,10,ATL 47,0,17,Jacquizz Rodgers right guard for 3 yards (tackle by Chris L. Canty),2.060,1.920
3,12:15,2,7,,0,17,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Jayron Hosley),1.920,2.920
3,11:39,1,10,NYG 40,0,23,"Matt Ryan pass complete deep left to Julio Jones for 40 yards, touchdown",2.920,7.000
3,11:39,,,NYG 2,0,24,Matt Bryant kicks extra point good,0.000,0.000
3,11:31,,,ATL 35,0,24,"Matt Bosher kicks off 70 yards, returned by David Wilson for 25 yards (tackle by Jason Snelling)",0.000,0.280
3,11:26,1,10,NYG 20,0,24,David Wilson left tackle for 2 yards (tackle by Sean Weatherspoon),0.280,0.000
3,10:49,2,8,NYG 22,0,24,David Wilson right end for 4 yards (tackle by Stephen Nicholas). Penalty on NYG: Illegal Shift (Declined),0.000,0.000
3,10:17,,,,0,24,Timeout #1 by New York Giants,0.000,-0.160
3,10:17,3,4,NYG 26,0,24,"Eli Manning pass incomplete deep left intended for Victor Cruz. Penalty on Chris Hope: Unnecessary Roughness, 15 yards (no play)",-0.160,1.660
3,10:11,1,10,NYG 41,0,24,Eli Manning pass complete short middle to Martellus Bennett for 15 yards (tackle by Akeem Dent and Asante Samuel),1.660,2.650
3,9:31,1,10,ATL 44,0,24,Eli Manning pass complete short right to Hakeem Nicks for 8 yards (tackle by Akeem Dent and Thomas DeCoud),2.650,3.190
3,8:55,2,2,ATL 36,0,24,David Wilson left guard for 3 yards (tackle by Sean Weatherspoon),3.190,3.380
3,8:19,1,10,ATL 33,0,24,David Wilson left tackle for no gain (tackle by Stephen Nicholas),3.380,2.840
3,7:39,2,10,ATL 33,0,24,Eli Manning pass incomplete short left intended for Hakeem Nicks,2.840,2.150
3,7:34,3,10,ATL 33,0,24,Eli Manning pass complete short middle to Domenik Hixon for 8 yards (tackle by Robert McClain),2.150,1.930
3,6:57,4,2,ATL 25,0,24,Eli Manning pass incomplete short right intended for Kregg Lumpkin (defended by Jonathan Babineaux),1.930,-0.670
3,6:53,1,10,ATL 26,0,24,Matt Ryan pass incomplete short left intended for Michael Turner,0.670,0.130
3,6:46,2,10,ATL 26,0,24,Jacquizz Rodgers left end for 1 yard (tackle by Justin Tuck),0.130,-0.430
3,6:04,3,9,ATL 27,0,24,"Matt Ryan pass complete deep right to Harry Douglas for 36 yards (tackle by Stevie Brown). Penalty on Roddy White: Personal Foul (Offsetting), Penalty on Corey Webster: Personal Foul (Offsetting)",-0.430,3.120
3,5:31,1,10,NYG 37,0,24,Michael Turner left tackle for 4 yards (tackle by Chris L. Canty),3.120,3.110
3,5:00,2,6,NYG 33,0,24,Matt Ryan pass complete short left to Julio Jones for -2 yards (tackle by Osi Umenyiora),3.110,2.150
3,4:17,3,8,NYG 35,0,24,Matt Ryan pass complete short right to Tony Gonzalez for 10 yards (tackle by Corey Webster),2.150,3.910
3,3:30,1,10,NYG 25,0,24,Michael Turner left guard for 1 yard (tackle by Chase Blackburn and Michael Boley),3.910,3.500
3,2:51,2,9,NYG 24,0,24,Julio Jones left end for 18 yards (tackle by Stevie Brown),3.500,5.830
3,2:19,1,6,NYG 6,0,24,Jacquizz Rodgers right tackle for no gain (tackle by Rocky Bernard),5.830,4.950
3,1:36,2,6,NYG 6,0,24,Jacquizz Rodgers left tackle for 5 yards (tackle by Mathias Kiwanuka),4.950,0.000
3,0:59,,,,0,24,Timeout #2 by New York Giants,0.000,5.170
3,0:59,3,1,NYG 1,0,24,Michael Turner left end for no gain (tackle by Justin Tuck),5.170,3.550
3,0:14,4,1,NYG 1,0,27,Matt Bryant 19 yard field goal good,3.550,3.000
3,0:10,,,ATL 35,0,27,"Matt Bosher kicks off 71 yards, returned by David Wilson for 22 yards (tackle by Kroy Biermann)",0.000,-0.140
3,0:05,1,10,NYG 16,0,27,Kregg Lumpkin left tackle for no gain (tackle by Peria Jerry),-0.140,-0.660
Quarter,Time,Down,ToGo,Location,NYG,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NYG 16,0,27,Eli Manning pass incomplete short right intended for Martellus Bennett,-0.660,-1.320
,,,,,,,"ATL challenged the pass completion ruling, and the original play was overturned.",,
4,14:57,3,10,NYG 16,0,27,Eli Manning pass complete short right to Victor Cruz for 7 yards (tackle by Robert McClain and Sean Weatherspoon),-1.320,-1.830
4,14:25,4,3,NYG 23,0,27,"Steve Weatherford punts 52 yards, returned by Dominique Franks for 6 yards (tackle by Zak DeOssie)",-1.830,-1.000
,,,,,,,"NYG challenged the fumble ruling, and the play was upheld.",,
4,14:11,1,10,ATL 31,0,27,Jacquizz Rodgers right tackle for 2 yards (tackle by Chris L. Canty),1.000,0.730
4,13:30,2,8,ATL 33,0,27,Matt Ryan pass complete short left to Tony Gonzalez for 8 yards (tackle by Chase Blackburn),0.730,1.660
4,12:44,1,10,ATL 41,0,27,Jacquizz Rodgers left guard for -2 yards (tackle by Spencer Paysinger),1.660,0.850
4,12:03,2,12,ATL 39,0,27,Matt Ryan pass complete short right to Michael Turner for 9 yards (tackle by Osi Umenyiora and Spencer Paysinger),0.850,1.360
4,11:24,3,3,ATL 48,0,27,Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Will Hill),1.360,2.460
4,10:35,1,10,NYG 47,0,27,Michael Turner left guard for -1 yards (tackle by Will Hill),2.460,1.780
4,9:50,2,11,NYG 48,0,27,Jason Snelling left guard for 8 yards (tackle by Mathias Kiwanuka),1.780,2.150
4,9:04,3,3,NYG 40,0,27,Matt Ryan pass complete short middle to Roddy White for 11 yards (tackle by Jayron Hosley). Penalty on Osi Umenyiora: Defensive Offside (Declined),2.150,3.640
4,8:26,1,10,NYG 29,0,27,Jacquizz Rodgers right tackle for 3 yards (tackle by Spencer Paysinger),3.640,3.510
4,7:42,2,7,NYG 26,0,27,"Antone Smith left end for 1 yard (tackle by Antrel Rolle). Penalty on Tony Gonzalez: Offensive Holding, 10 yards (no play)",3.510,2.160
4,7:12,2,17,NYG 36,0,27,Matt Ryan pass complete short right to Jacquizz Rodgers for 14 yards (tackle by Will Hill),2.160,3.340
4,6:26,3,3,NYG 22,0,27,Matt Ryan pass complete short left to Julio Jones for 19 yards (tackle by Stevie Brown),3.340,6.510
4,5:50,1,3,NYG 3,0,27,Michael Turner right tackle for no gain (tackle by Will Hill and Mathias Kiwanuka),6.510,5.530
4,5:04,2,3,NYG 3,0,33,"Matt Ryan pass complete short right to Julio Jones for 3 yards, touchdown",5.530,7.000
4,5:04,,,NYG 2,0,34,Matt Bryant kicks extra point good,0.000,0.000
4,4:57,,,ATL 35,0,34,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
4,4:57,1,10,NYG 20,0,34,Eli Manning pass complete short left to David Wilson for 11 yards (tackle by Dominique Franks and Sean Weatherspoon),0.280,1.000
4,4:18,1,10,NYG 31,0,34,"Kregg Lumpkin left end for no gain (tackle by John Abraham). Kregg Lumpkin fumbles (forced by John Abraham), recovered by Chris Hope at 50 (tackle by Martellus Bennett). Penalty on William Beatty: Personal Foul, 15 yards",1.000,-3.250
4,4:06,1,10,NYG 35,0,34,Jason Snelling right tackle for 7 yards (tackle by Michael Boley and Ryan Torain),3.250,3.650
4,3:58,2,3,NYG 28,0,34,Jason Snelling right guard for 11 yards (tackle by Stevie Brown),3.650,0.000
4,3:07,,,,0,34,Timeout #1 by Atlanta Falcons,0.000,4.440
4,3:07,1,10,NYG 17,0,34,Jason Snelling right guard for no gain (tackle by Chase Blackburn),4.440,3.850
4,2:21,2,10,NYG 17,0,34,Jason Snelling right guard for 4 yards (tackle by Rocky Bernard),3.850,3.680
4,2:00,3,6,NYG 13,0,34,Jason Snelling right end for 9 yards (tackle by Stevie Brown),3.680,6.280
4,1:11,1,4,NYG 4,0,34,Luke McCown kneels for -2 yards,6.280,4.950
4,1:11,2,6,NYG 6,0,34,Luke McCown kneels for -1 yards,4.950,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
