Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
2,7:54,4,13,HOU 30,6,7,"Chad Stanley punts 53 yards, returned by Dennis Northcutt for 7 yards (tackle by Eric Brown)",-1.370,-0.540
2,7:40,1,10,CLE 24,6,7,Lee Suggs up the middle for 10 yards (tackle by Dunta Robinson),0.540,1.200
2,7:01,1,10,CLE 34,6,7,Kelly Holcomb pass complete to Antonio Bryant for 8 yards (tackle by Dunta Robinson),1.200,1.740
2,6:26,2,2,CLE 42,6,7,Lee Suggs right tackle for 5 yards (tackle by Jamie Sharper),1.740,2.060
2,5:50,1,10,CLE 47,6,7,Dennis Northcutt left end for 4 yards (tackle by Kailee Wong),2.060,2.060
2,5:10,2,6,HOU 49,6,7,Kelly Holcomb pass complete to Antonio Bryant for 9 yards (tackle by Jason Babin),2.060,2.920
2,4:26,1,10,HOU 40,6,7,Kelly Holcomb pass complete to Antonio Bryant for 16 yards (tackle by Glenn Earl),2.920,3.970
2,3:44,1,10,HOU 24,6,7,Kelly Holcomb pass complete to Lee Suggs for 10 yards (tackle by Kailee Wong),3.970,4.650
2,2:57,1,10,HOU 14,6,7,Lee Suggs right guard for 2 yards (tackle by DaShon Polk and Jamie Sharper),4.650,4.330
2,2:14,2,8,HOU 12,6,7,Kelly Holcomb pass incomplete intended for Antonio Bryant (defended by Aaron Glenn),4.330,3.430
2,2:10,,,,6,7,Timeout #1 by Cleveland Browns,0.000,3.430
2,2:10,3,8,HOU 12,6,7,Kelly Holcomb pass incomplete intended for Andre King,3.430,2.630
2,2:05,4,8,HOU 12,9,7,Phil Dawson 29 yard field goal good,2.630,3.000
2,,,,CLE 30,9,7,"Phil Dawson kicks off 58 yards, returned by J.J. Moses for 18 yards (tackle by Chaun Thompson)",0.000,0.940
2,1:55,1,10,HOU 30,9,7,David Carr sacked by Tyrone Rogers for -4 yards,0.940,-0.150
2,1:34,2,14,HOU 26,9,7,Domanick Williams up the middle for 2 yards (tackle by Robert Griffith),-0.150,-0.560
2,1:26,,,,9,7,Timeout #2 by Cleveland Browns,0.000,-0.560
2,1:26,3,12,HOU 28,9,7,David Carr pass incomplete intended for Billy Miller (defended by Kenard Lang),-0.560,-1.500
2,1:17,4,12,HOU 28,9,7,Chad Stanley punts 35 yards,-1.500,-1.400
2,1:09,1,10,CLE 37,9,7,Lee Suggs up the middle for 1 yard (tackle by Robaire Smith),1.400,0.990
2,0:49,2,9,CLE 38,9,7,Kelly Holcomb pass incomplete intended for Antonio Bryant is intercepted by Demarcus Faggins at CLE-41 and returned for 4 yards (tackle by Antonio Bryant),0.990,-3.120
2,0:42,1,10,CLE 37,9,7,David Carr pass complete to Corey Bradford for 9 yards (tackle by Anthony Henry),3.120,3.790
2,0:37,2,1,CLE 28,9,7,Jabar Gaffney pass incomplete intended for Domanick Williams (defended by Lewis Sanders),3.790,3.070
2,0:29,3,1,CLE 28,9,7,Domanick Williams left tackle for 2 yards (tackle by Kevin Bentley and Alvin McKinley),3.070,3.840
2,0:25,,,,9,7,Timeout #1 by Houston Texans,0.000,3.840
2,0:25,1,10,CLE 26,9,7,"David Carr pass incomplete intended for Corey Bradford. Penalty on Anthony Henry: Defensive Holding, 5 yards (no play)",3.840,4.170
2,0:20,1,10,CLE 21,9,7,"David Carr pass incomplete intended for Andre Johnson (defended by Lewis Sanders). Penalty on Andre Johnson: Offensive Pass Interference, 10 yards (no play)",4.170,3.510
2,0:15,1,20,CLE 31,9,7,David Carr sacked by Alvin McKinley for -8 yards,3.510,1.200
2,0:11,,,,9,7,Timeout #2 by Houston Texans,0.000,1.200
2,0:11,2,28,CLE 39,9,7,David Carr pass incomplete intended for Domanick Williams (defended by Orpheus Roye),1.200,0.560
2,0:06,3,28,CLE 39,9,7,David Carr for 1 yard (tackle by Orpheus Roye),0.560,0.720
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,9,7,Kris Brown kicks off 42 yards. Penalty on Kris Brown: Kickoff Out of Bounds,0.000,1.600
3,15:00,1,10,CLE 40,9,7,Kelly Holcomb pass incomplete intended for Steve Heiden is intercepted by Jason Simmons at CLE-43,1.600,-2.720
3,14:52,1,10,CLE 43,9,7,David Carr sacked by Michael Myers for -4 yards,2.720,1.640
3,14:18,2,14,CLE 47,9,7,Domanick Williams up the middle for 3 yards (tackle by Kenard Lang and Orpheus Roye),1.640,1.360
3,13:37,3,11,CLE 44,9,7,David Carr pass complete to Domanick Williams for 6 yards (tackle by Warrick Holdman),1.360,0.720
3,12:47,4,5,CLE 38,9,7,"Penalty on Milford Brown: False Start, 5 yards (no play)",0.720,0.400
3,12:35,4,10,CLE 43,9,7,"Chad Stanley punts 43 yards, touchback",0.400,-0.280
3,12:26,1,10,CLE 20,9,7,Lee Suggs left tackle for 1 yard (tackle by Glenn Earl),0.280,-0.130
3,11:52,2,9,CLE 21,9,7,Kelly Holcomb pass complete to Dennis Northcutt for 4 yards (tackle by DaShon Polk),-0.130,-0.300
3,11:08,3,5,CLE 25,9,7,Kelly Holcomb pass complete to Dennis Northcutt for 8 yards (tackle by Demarcus Faggins),-0.300,1.140
3,10:44,1,10,CLE 33,9,7,Lee Suggs right end for 6 yards (tackle by Aaron Glenn),1.140,1.400
3,10:06,2,4,CLE 39,9,7,Lee Suggs up the middle for 39 yards (tackle by Aaron Glenn),1.400,4.110
3,9:19,1,10,HOU 22,9,7,"William Green up the middle for 3 yards (tackle by Jamie Sharper and Kailee Wong). Penalty on Ross Verba: Offensive Holding, 10 yards (no play)",4.110,3.450
3,8:54,1,20,HOU 32,9,7,"Penalty on Paul Zukauskas: False Start, 5 yards (no play)",3.450,3.120
3,8:33,1,25,HOU 37,9,7,Kelly Holcomb pass complete to Dennis Northcutt for 17 yards (tackle by Jamie Sharper),3.120,3.830
3,7:55,2,8,HOU 20,9,7,Lee Suggs right tackle for 4 yards (tackle by Jerry DeLoach),3.830,3.740
3,7:11,3,4,HOU 16,9,7,Frisman Jackson for 4 yards (tackle by Jamie Sharper),3.740,4.780
3,6:36,1,10,HOU 12,9,7,Lee Suggs right tackle for -1 yards (tackle by Jason Babin and DaShon Polk),4.780,3.940
3,6:06,2,11,HOU 13,9,7,Kelly Holcomb pass complete to Lee Suggs for 4 yards (tackle by Jason Simmons),3.940,3.700
3,5:30,3,7,HOU 9,15,7,"Kelly Holcomb pass complete to Steve Heiden for 9 yards, touchdown",3.700,7.000
3,,,,HOU 2,16,7,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,16,7,"Phil Dawson kicks off 68 yards, returned by J.J. Moses for 24 yards (tackle by Kevin Bentley). Penalty on Shantee Orr: Illegal Block Above the Waist, 10 yards",0.000,-0.280
3,5:16,1,10,HOU 14,16,7,"Domanick Williams left tackle for 6 yards (tackle by Kenard Lang and Warrick Holdman). Penalty on Milford Brown: Offensive Holding, 7 yards (no play)",-0.280,-0.650
3,4:54,1,17,HOU 7,16,7,Domanick Williams up the middle for 18 yards (tackle by Robert Griffith),-0.650,0.610
3,4:11,1,10,HOU 25,16,7,Domanick Williams left tackle for 2 yards (tackle by Gerard Warren),0.610,0.330
3,3:38,2,8,HOU 27,16,7,Domanick Williams right end for 5 yards (tackle by Kenard Lang),0.330,0.300
3,2:58,3,3,HOU 32,16,7,David Carr pass incomplete intended for Jabar Gaffney (defended by Michael Jameson),0.300,-1.240
3,2:53,4,3,HOU 32,16,7,"Chad Stanley punts 44 yards, fair catch by Dennis Northcutt",-1.240,-0.540
3,2:44,1,10,CLE 24,16,7,William Green up the middle for -1 yards (tackle by Jerry DeLoach),0.540,-0.140
3,2:10,2,11,CLE 23,16,7,William Green left end for 1 yard (tackle by Dunta Robinson and DaShon Polk),-0.140,-0.690
3,1:26,3,10,CLE 24,16,7,Kelly Holcomb pass complete to Dennis Northcutt for 8 yards (tackle by Jason Simmons),-0.690,-1.240
3,0:53,4,2,CLE 32,16,7,"Derrick Frost punts 42 yards, returned by J.J. Moses for 3 yards (tackle by Dyshod Carter). J.J. Moses fumbles, recovered by Eric Westmoreland at HOU-25",-1.240,3.910
3,0:39,1,10,HOU 25,16,7,Lee Suggs right end for 6 yards (tackle by Jamie Sharper),3.910,4.200
Quarter,Time,Down,ToGo,Location,CLE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,HOU 19,16,7,"Kelly Holcomb pass incomplete. Penalty on Kelly Holcomb: Intentional Grounding, 13 yards",4.200,1.750
4,14:54,3,17,HOU 32,16,7,Lee Suggs up the middle for 4 yards (tackle by Robaire Smith and Jason Simmons),1.750,1.590
4,14:14,4,13,HOU 28,19,7,Phil Dawson 45 yard field goal good,1.590,3.000
4,,,,CLE 30,19,7,"Phil Dawson kicks off 64 yards, returned by J.J. Moses for 10 yards (tackle by Michael Lehan)",0.000,-0.140
4,14:04,1,10,HOU 16,19,7,David Carr pass incomplete intended for Matt Murphy (defended by Barry Gardner),-0.140,-0.660
4,13:59,2,10,HOU 16,19,7,David Carr pass incomplete intended for Domanick Williams,-0.660,-1.320
4,13:53,3,10,HOU 16,19,7,David Carr sacked by Ebenezer Ekuban for -6 yards,-1.320,-2.490
4,13:23,4,16,HOU 10,19,7,Chad Stanley punts 30 yards,-2.490,-2.920
4,13:16,1,10,HOU 40,19,7,Lee Suggs up the middle for 1 yard (tackle by Gary Walker),2.920,2.510
4,12:37,2,9,HOU 39,19,7,Kelly Holcomb pass complete to Aaron Shea for no gain,2.510,1.820
4,11:56,3,9,HOU 39,19,7,Kelly Holcomb pass incomplete intended for Aaron Shea (defended by Jerry DeLoach),1.820,0.660
4,11:51,4,9,HOU 39,19,7,Derrick Frost punts 22 yards,0.660,0.060
4,11:45,1,10,HOU 17,19,7,David Carr right end for 5 yards (tackle by Robert Griffith),-0.060,0.210
4,11:13,2,5,HOU 22,19,7,David Carr pass complete to Billy Miller for 7 yards (tackle by Robert Griffith),0.210,0.870
4,10:49,1,10,HOU 29,19,7,Domanick Williams up the middle for 4 yards (tackle by Michael Jameson),0.870,0.870
4,10:25,2,6,HOU 33,19,7,David Carr pass complete to Domanick Williams for 15 yards (tackle by Robert Griffith),0.870,2.130
4,9:59,1,10,HOU 48,19,7,David Carr pass incomplete intended for Corey Bradford (defended by Tyrone Rogers),2.130,1.580
4,9:53,2,10,HOU 48,19,7,David Carr pass complete to Jonathan Wells for 8 yards (tackle by Kenard Lang),1.580,1.950
4,9:24,3,2,CLE 44,19,7,Jonathan Wells up the middle for 1 yard (tackle by Robert Griffith and Kevin Bentley),1.950,0.400
4,8:55,4,1,CLE 43,19,7,David Carr right end for -3 yards (tackle by Warrick Holdman),0.400,-1.990
4,8:51,1,10,CLE 46,19,7,Lee Suggs up the middle for -4 yards (tackle by Gary Walker),1.990,0.910
4,8:10,2,14,CLE 42,19,7,Lee Suggs left end for 8 yards (tackle by Dunta Robinson),0.910,1.290
4,7:25,3,6,HOU 50,19,7,Kelly Holcomb pass complete to Andre King for 8 yards (tackle by Dunta Robinson),1.290,2.790
4,6:46,1,10,HOU 42,19,7,Kelly Holcomb pass complete to Antonio Bryant for 14 yards (tackle by Dunta Robinson),2.790,3.710
4,5:56,1,10,HOU 28,19,7,"Penalty on Robaire Smith: Defensive Offside, 5 yards (no play)",3.710,4.440
4,5:32,1,5,HOU 23,19,7,Lee Suggs up the middle for 19 yards (tackle by Aaron Glenn),4.440,6.280
4,4:57,1,4,HOU 4,19,7,"Penalty on CLE: Illegal Shift, 5 yards (no play)",6.280,5.140
4,4:52,,,,19,7,Timeout #1 by Cleveland Browns,0.000,5.140
4,4:52,1,9,HOU 9,19,7,Lee Suggs left guard for 3 yards (tackle by Kailee Wong),5.140,4.950
4,4:16,2,6,HOU 6,19,7,Kelly Holcomb sacked by DaShon Polk for -1 yards,4.950,3.810
4,4:10,3,7,HOU 7,19,7,Lee Suggs up the middle for 2 yards (tackle by Jamie Sharper and Aaron Glenn). Penalty on Aaron Shea: Tripping (Declined),3.810,3.010
4,4:05,4,5,HOU 5,22,7,Phil Dawson 22 yard field goal good,3.010,3.000
4,,,,CLE 30,22,7,"Phil Dawson kicks off 67 yards, returned by J.J. Moses for 33 yards (tackle by Kevin Bentley)",0.000,1.330
4,3:54,1,10,HOU 36,22,7,David Carr pass complete to Billy Miller for 10 yards (tackle by Robert Griffith),1.330,1.990
4,3:49,1,10,HOU 46,22,7,David Carr pass complete to Derick Armstrong for 6 yards (tackle by Michael Jameson),1.990,2.260
4,3:22,2,4,CLE 48,22,7,David Carr left tackle for 5 yards (tackle by Robert Griffith),2.260,2.720
4,2:53,1,10,CLE 43,22,7,David Carr pass incomplete intended for Domanick Williams,2.720,2.180
4,2:49,2,10,CLE 43,22,7,David Carr sacked by Alvin McKinley for -5 yards,2.180,0.830
4,2:19,3,15,CLE 48,22,7,Tony Banks pass complete to Domanick Williams for 16 yards (tackle by Warrick Holdman),0.830,3.450
4,2:10,,,,22,7,Timeout #1 by Houston Texans,0.000,3.450
4,2:10,1,10,CLE 32,22,7,David Carr right end for 20 yards (tackle by Kenard Lang),3.450,4.780
4,1:53,1,10,CLE 12,22,7,David Carr pass complete to Billy Miller for 3 yards (tackle by Warrick Holdman),4.780,4.640
4,1:31,2,7,CLE 9,22,7,"David Carr pass incomplete intended for Andre Johnson. Penalty on Lewis Sanders: Defensive Pass Interference, 8 yards (no play)",4.640,6.970
4,1:27,1,1,CLE 1,22,13,"Domanick Williams up the middle for 1 yard, touchdown",6.970,7.000
4,,,,CLE 2,22,14,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,22,14,"Kris Brown kicks onside 9 yards, recovered by Andre King",0.000,2.980
4,1:22,1,10,HOU 39,22,14,Lee Suggs up the middle for 9 yards (tackle by Glenn Earl),2.980,3.660
4,1:16,,,,22,14,Timeout #2 by Houston Texans,0.000,3.660
4,1:16,2,1,HOU 30,22,14,Lee Suggs left guard for 4 yards (tackle by Charlie Anderson and DaShon Polk),3.660,3.840
4,1:11,,,,22,14,Timeout #3 by Houston Texans,0.000,3.840
4,1:11,1,10,HOU 26,22,14,Kelly Holcomb kneels for -1 yards,3.840,3.160
4,0:30,2,11,HOU 27,22,14,Kelly Holcomb kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
