Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
2,1:51,,,KAN 35,0,10,"Harrison Butker kicks off 62 yards, returned by Malik Taylor for 19 yards (tackle by Ben Niemann)",,
2,1:44,1,10,GNB 22,0,10,Jordan Love pass complete deep middle to Randall Cobb for 35 yards (tackle by Juan Thornhill),,
2,1:16,1,10,KAN 43,0,10,Jordan Love pass complete short left to Randall Cobb for no gain (tackle by Rashad Fenton),,
2,0:46,2,9,KAN 43,0,10,Jordan Love scrambles up the middle for 5 yards (tackle by Willie Gay),,
2,0:35,,,,,,Timeout #2 by Green Bay Packers,,
2,0:35,3,5,KAN 38,0,10,Jordan Love pass incomplete short right intended for Davante Adams,,
2,0:30,,,,,,Timeout #3 by Green Bay Packers,,
2,0:30,4,5,KAN 38,0,10,Jordan Love pass incomplete short right intended for Davante Adams,,
2,0:27,1,10,KAN 38,0,10,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,,
2,0:22,2,10,KAN 38,0,10,Patrick Mahomes pass complete deep right to Travis Kelce for 25 yards (tackle by Chandon Sullivan),,
2,0:15,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:15,1,10,GNB 37,0,10,Patrick Mahomes pass incomplete short left intended for Tyreek Hill (defended by Kevin King),,
2,0:10,2,10,GNB 37,0,10,Patrick Mahomes pass incomplete short right intended for Darrel Williams,,
2,0:06,3,10,GNB 37,0,13,Harrison Butker 55 yard field goal good,,
2,0:01,,,KAN 35,0,13,"Harrison Butker kicks off 46 yards, returned by Amari Rodgers for 3 yards. Penalty on Shemar Jean-Charles: Illegal Formation, 5 yards (declined)",,
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,0,13,"Mason Crosby kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,0,13,Patrick Mahomes pass incomplete deep left intended for Josh Gordon (defended by Darnell Savage),,
3,14:56,2,10,KAN 25,0,13,Patrick Mahomes pass complete short right to Derrick Gore for 6 yards (tackle by Adrian Amos),,
3,14:16,3,4,KAN 31,0,13,Patrick Mahomes sacked by Rashan Gary for -6 yards,,
3,13:41,4,10,KAN 25,0,13,"Tommy Townsend punts 63 yards, recovered by Amari Rodgers at GB-12",,
3,13:30,1,10,GNB 12,0,13,Jordan Love pass incomplete short middle,,
3,13:27,2,10,GNB 12,0,13,AJ Dillon up the middle for 5 yards (tackle by Michael Danna and L'Jarius Sneed),,
3,12:34,3,5,GNB 17,0,13,"Jordan Love aborted snap, recovered by Jordan Love at GB-14 Jordan Love for no gain Penalty on GNB: Illegal Motion, 5 yards (declined)",,
3,12:32,4,8,GNB 14,0,13,"Corey Bojorquez punts 63 yards, recovered by Mecole Hardman at KC-23",,
3,12:11,1,10,KAN 23,0,13,Derrick Gore left end for 7 yards (tackle by Chandon Sullivan),,
3,11:40,2,3,KAN 30,0,13,Patrick Mahomes pass incomplete short right intended for Blake Bell,,
3,11:36,3,3,KAN 30,0,13,Patrick Mahomes pass incomplete short left intended for Travis Kelce,,
3,11:32,4,3,KAN 30,0,13,"Tommy Townsend punts 55 yards, fair catch by Amari Rodgers at GB-15",,
3,11:24,1,10,GNB 15,0,13,Jordan Love pass complete short right to Josiah Deguara for 11 yards (tackle by Charvarius Ward),,
3,10:44,1,10,GNB 26,0,13,Jordan Love scrambles up the middle for 7 yards (tackle by Frank Clark),,
3,9:57,2,3,GNB 33,0,13,AJ Dillon up the middle for 8 yards (tackle by Willie Gay and Anthony Hitchens),,
3,9:12,1,10,GNB 41,0,13,AJ Dillon left end for 2 yards (tackle by Tershawn Wharton and L'Jarius Sneed),,
3,8:27,2,8,GNB 43,0,13,Jordan Love pass complete short middle to Marcedes Lewis for -1 yards (tackle by Anthony Hitchens),,
3,7:40,3,9,GNB 42,0,13,Jordan Love sacked by Tyrann Mathieu for -11 yards,,
3,6:58,4,20,GNB 31,0,13,Corey Bojorquez punts 60 yards downed by Equanimeous St. Brown,,
3,6:44,1,10,KAN 9,0,13,Darrel Williams left guard for 7 yards (tackle by Krys Barnes),,
3,6:10,2,3,KAN 16,0,13,Darrel Williams left end for 2 yards (tackle by Tedarrell Slaton),,
3,5:34,3,1,KAN 18,0,13,Darrel Williams up the middle for 4 yards (tackle by Krys Barnes),,
3,4:54,1,10,KAN 22,0,13,"Darrel Williams left guard for 6 yards (tackle by Kevin King). Penalty on Creed Humphrey: Offensive Holding, 10 yards (accepted)",,
3,4:33,1,14,KAN 18,0,13,Darrel Williams left end for 2 yards (tackle by Kevin King and Whitney Mercilus),,
3,3:55,2,12,KAN 20,0,13,"Penalty on Travis Kelce: False Start, 5 yards (accepted) (no play)",,
3,3:33,2,17,KAN 15,0,13,Patrick Mahomes pass complete short left to Jerick McKinnon for 14 yards (tackle by De'Vondre Campbell),,
3,2:52,3,3,KAN 29,0,13,Patrick Mahomes pass complete short left to Jerick McKinnon for 10 yards (tackle by Kevin King),,
3,2:17,1,10,KAN 39,0,13,Tyreek Hill right end for -4 yards (tackle by Chandon Sullivan),,
3,1:39,2,14,KAN 35,0,13,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by De'Vondre Campbell),,
3,1:03,3,1,KAN 48,0,13,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,,
3,0:59,4,1,KAN 48,0,13,Tommy Townsend punts 44 yards,,
3,0:49,1,10,GNB 8,0,13,"Aaron Jones for 18 yards (tackle by Juan Thornhill and Charvarius Ward). Penalty on Royce Newman: Offensive Holding, 4 yards (accepted) (no play)",,
3,0:29,1,14,GNB 4,0,13,Aaron Jones left end for 2 yards (tackle by Chris Jones),,
Quarter,Time,Down,ToGo,Location,GNB,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,GNB 6,0,13,Jordan Love pass complete short left to Davante Adams for 14 yards (tackle by Charvarius Ward),,
4,14:32,1,10,GNB 20,0,13,Jordan Love pass complete short middle to Marquez Valdes-Scantling for 16 yards (tackle by Nick Bolton),,
4,13:48,1,10,GNB 36,0,13,Jordan Love pass complete short left to Marquez Valdes-Scantling for 3 yards (tackle by Rashad Fenton),,
4,13:16,2,7,GNB 39,0,13,Jordan Love pass complete to Davante Adams for 8 yards (tackle by Charvarius Ward),,
4,12:48,1,10,GNB 47,0,13,"Jordan Love pass incomplete short middle intended for AJ Dillon. Penalty on Chris Jones: Defensive Offside, 5 yards (declined) . Penalty on Anthony Hitchens: Defensive Pass Interference, 3 yards (accepted) (no play)",,
4,12:42,1,10,KAN 50,0,13,AJ Dillon right end for 4 yards (tackle by Chris Jones and Michael Danna),,
4,12:03,2,6,KAN 46,0,13,Jordan Love pass complete short right to AJ Dillon for 3 yards (tackle by Charvarius Ward),,
4,11:21,3,3,KAN 43,0,13,"Jordan Love pass complete short left to Davante Adams for 3 yards (tackle by L'Jarius Sneed) KAN challenged the first down ruling, and the original play was overturned. Jordan Love pass complete short left to Davante Adams for 2 yards (tackle by L'Jarius Sneed)",,
4,11:03,4,1,KAN 41,0,13,Jordan Love pass complete short right to Davante Adams for 2 yards (tackle by Tyrann Mathieu),,
4,10:28,1,10,KAN 39,0,13,Aaron Jones right tackle for 9 yards (tackle by Rashad Fenton),,
4,9:53,2,1,KAN 30,0,13,Aaron Jones right end for 6 yards (tackle by Charvarius Ward and Anthony Hitchens),,
4,9:10,1,10,KAN 24,0,13,Jordan Love pass incomplete,,
4,9:06,2,10,KAN 24,0,13,Jordan Love pass incomplete short right intended for Davante Adams,,
4,9:02,3,10,KAN 24,0,13,Jordan Love pass deep left intended for Davante Adams is intercepted by L'Jarius Sneed at KC-5 and returned for no gain (tackle by Davante Adams),,
4,8:55,1,10,KAN 5,0,13,Darrel Williams right end for -1 yards (tackle by Tyler Lancaster),,
4,8:14,2,11,KAN 4,0,13,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,,
4,8:07,3,11,KAN 4,0,13,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,,
4,8:02,4,11,KAN 4,0,13,"Tommy Townsend punts 64 yards, returned by Amari Rodgers for 15 yards (tackle by Armani Watts)",,
4,7:51,1,10,GNB 47,0,13,Jordan Love pass incomplete short right intended for Davante Adams,,
4,7:47,2,10,GNB 47,0,13,Jordan Love pass incomplete deep right intended for Davante Adams,,
4,7:42,3,10,GNB 47,0,13,Jordan Love pass complete short left to Randall Cobb for 15 yards (tackle by Daniel Sorensen),,
4,6:59,1,10,KAN 38,0,13,Jordan Love pass incomplete deep left intended for Davante Adams,,
4,6:52,2,10,KAN 38,0,13,Aaron Jones up the middle for 4 yards (tackle by Tershawn Wharton),,
4,6:11,3,6,KAN 34,0,13,Aaron Jones left end for 9 yards (tackle by Juan Thornhill and Tyrann Mathieu),,
4,5:45,1,10,KAN 25,0,13,Jordan Love pass incomplete short right intended for Randall Cobb,,
4,5:42,2,10,KAN 25,0,13,Jordan Love pass complete short left to Josiah Deguara for 5 yards (tackle by Tyrann Mathieu),,
4,5:05,3,5,KAN 20,0,13,Jordan Love pass incomplete deep right intended for Randall Cobb (defended by L'Jarius Sneed),,
4,5:00,,,,,,Timeout #1 by Green Bay Packers,,
4,5:00,4,5,KAN 20,6,13,"Jordan Love pass complete short left to Allen Lazard for 20 yards, touchdown",,
4,4:54,,,KAN 15,7,13,Mason Crosby kicks extra point good,,
4,4:54,,,GNB 35,7,13,"Mason Crosby kicks off 57 yards, returned by Mecole Hardman for 12 yards (tackle by Amari Rodgers)",,
4,4:49,1,10,KAN 20,7,13,Darrel Williams up the middle for -1 yards (tackle by Krys Barnes),,
4,4:11,2,11,KAN 19,7,13,Patrick Mahomes pass complete deep left to Travis Kelce for 22 yards (tackle by Krys Barnes),,
4,3:25,1,10,KAN 41,7,13,Darrel Williams up the middle for 2 yards (tackle by Tedarrell Slaton),,
4,2:44,2,8,KAN 43,7,13,Patrick Mahomes pass complete short left to Mecole Hardman for 9 yards (tackle by Kevin King),,
4,2:37,,,,,,Timeout #2 by Green Bay Packers,,
4,2:37,1,10,GNB 48,7,13,Darrel Williams left tackle for 3 yards (tackle by Jack Heflin and Tedarrell Slaton),,
4,2:33,,,,,,Timeout #3 by Green Bay Packers,,
4,2:33,2,7,GNB 45,7,13,Darrel Williams up the middle for 2 yards (tackle by Tedarrell Slaton),,
4,2:00,3,5,GNB 43,7,13,"Penalty on Andrew Wylie: False Start, 5 yards (accepted) (no play)",,
4,2:00,3,10,GNB 48,7,13,Patrick Mahomes pass complete short right to Tyreek Hill for 13 yards (tackle by Adrian Amos),,
4,1:10,,,,,,Timeout #1 by Kansas City Chiefs,,
4,1:10,1,10,GNB 35,7,13,Patrick Mahomes kneels for -1 yards,,
4,0:33,2,11,GNB 36,7,13,Patrick Mahomes kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
