Quarter,Time,Down,ToGo,Location,LAR,GNB,Detail,EPB,EPA
1,5:11,3,5,LAR 5,0,0,Aaron Rodgers sacked by Leonard Floyd for -11 yards,4.260,2.380
1,4:29,4,16,LAR 16,0,3,Mason Crosby 34 yard field goal good,2.380,3.000
1,4:25,,,GNB 35,0,3,"Mason Crosby kicks off 55 yards, returned by Brandon Powell for 16 yards (tackle by Darnell Savage)",0.000,0.670
1,4:20,1,10,LAR 26,0,3,Baker Mayfield sacked by Kingsley Enagbare for -1 yards,0.670,-0.010
1,3:40,2,11,LAR 25,0,3,Baker Mayfield pass complete short left to Tyler Higbee for 5 yards (tackle by Adrian Amos),-0.010,-0.030
1,3:03,3,6,LAR 30,0,3,"Penalty on Coleman Shelton: False Start, 5 yards (accepted) (no play)",-0.030,-0.690
1,2:50,3,11,LAR 25,0,3,Baker Mayfield pass incomplete short left intended for Tyler Higbee (defended by Kingsley Enagbare),-0.690,-1.700
1,2:43,4,11,LAR 25,0,3,Riley Dixon punts 31 yards out of bounds,-1.700,-1.860
1,2:36,1,10,GNB 44,0,3,AJ Dillon left end for 6 yards (tackle by Jonah Williams and Ernest Jones),1.860,2.130
1,2:05,2,4,GNB 50,0,3,AJ Dillon right guard for 2 yards (tackle by Greg Gaines),2.130,1.690
1,1:28,3,2,LAR 48,0,3,Aaron Rodgers pass complete short left to Robert Tonyan for 4 yards (tackle by Cobie Durant),1.690,2.650
1,0:50,1,10,LAR 44,0,3,Aaron Rodgers pass deep left intended for Allen Lazard is intercepted by Taylor Rapp at LA-14 and returned for 18 yards (tackle by AJ Dillon),2.650,-1.070
1,0:28,1,10,LAR 32,0,3,Kyren Williams up the middle for 5 yards (tackle by Justin Hollins),1.070,1.200
Quarter,Time,Down,ToGo,Location,LAR,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,LAR 37,0,3,Cam Akers left end for 7 yards (tackle by De'Vondre Campbell),1.200,1.860
2,14:17,1,10,LAR 44,0,3,Baker Mayfield pass complete short right to Cam Akers for 10 yards (tackle by Keisean Nixon),1.860,2.520
2,13:27,,,,,,Timeout #1 by Los Angeles Rams,,
2,13:27,1,10,GNB 46,0,3,Baker Mayfield pass complete short left to Tyler Higbee for 7 yards,2.520,2.920
2,12:46,2,3,GNB 39,0,3,"Cam Akers left end for 6 yards (tackle by Rudy Ford). Penalty on Rudy Ford: Unnecessary Roughness / Defense, 15 yards (accepted)",2.920,4.370
2,12:23,1,10,GNB 18,0,3,Tutu Atwell left end for -4 yards (tackle by Adrian Amos),4.370,3.290
2,11:36,2,14,GNB 22,0,3,Baker Mayfield pass complete short right to Tyler Higbee for 7 yards (tackle by Keisean Nixon),3.290,3.460
2,10:54,3,7,GNB 15,0,3,Baker Mayfield pass incomplete short right intended for Malcolm Brown (defended by Quay Walker),3.460,2.440
2,10:45,4,7,GNB 15,3,3,Matt Gay 33 yard field goal good,2.440,3.000
2,10:41,,,LAR 35,3,3,"Matt Gay kicks off 63 yards, returned by Keisean Nixon for 24 yards (tackle by Robert Rochell)",0.000,0.670
2,10:36,1,10,GNB 26,3,3,Aaron Jones right tackle for 2 yards (tackle by Jonah Williams),0.670,0.400
2,10:00,2,8,GNB 28,3,3,AJ Dillon left guard for 5 yards (tackle by Greg Gaines),0.400,0.370
2,9:08,3,3,GNB 33,3,3,"Aaron Rodgers pass complete short middle to Randall Cobb for 12 yards (tackle by Nick Scott). Penalty on Leonard Floyd: Illegal Use of Hands / Defense, 5 yards (declined)",0.370,1.930
2,9:05,1,10,GNB 45,3,3,Aaron Rodgers pass complete short left to AJ Dillon for 17 yards (tackle by Michael Hoecht),1.930,3.050
2,8:19,1,10,LAR 38,3,3,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Nick Scott),3.050,3.970
2,7:29,1,10,LAR 24,3,3,Aaron Rodgers pass incomplete short left,3.970,3.430
2,7:22,2,10,LAR 24,3,3,Aaron Rodgers pass complete short left to AJ Dillon for 1 yard (tackle by Taylor Rapp),3.430,2.870
2,6:44,3,9,LAR 23,3,3,Aaron Rodgers pass complete short middle to Randall Cobb for 6 yards (tackle by Jalen Ramsey and Nick Scott),2.870,2.410
2,5:51,,,,,,Timeout #1 by Green Bay Packers,,
2,5:51,4,3,LAR 17,3,3,AJ Dillon left tackle for 4 yards (tackle by Jonah Williams),2.410,4.710
2,5:14,1,10,LAR 13,3,3,AJ Dillon left guard for 5 yards (tackle by Bobby Wagner),4.710,4.960
2,4:33,2,5,LAR 8,3,9,"AJ Dillon up the middle for 8 yards, touchdown",4.960,7.000
2,4:26,,,LAR 15,3,10,Mason Crosby kicks extra point good,0.000,0.000
2,4:26,,,GNB 35,3,10,"Mason Crosby kicks off 59 yards, returned by Brandon Powell for 29 yards (tackle by Rasul Douglas and Eric Wilson)",0.000,1.270
2,4:21,1,10,LAR 35,3,10,Baker Mayfield pass complete short middle to Ben Skowronek for 3 yards (tackle by Keisean Nixon and Tedarrell Slaton),1.270,1.130
2,3:41,2,7,LAR 38,3,10,Brandon Powell left tackle for 3 yards (tackle by Tedarrell Slaton and De'Vondre Campbell),1.130,0.830
2,2:59,3,4,LAR 41,3,10,Baker Mayfield pass complete short right to Tutu Atwell for 10 yards (tackle by De'Vondre Campbell),0.830,2.320
2,2:21,1,10,GNB 49,3,10,Cam Akers left tackle for 6 yards (tackle by Kingsley Enagbare),2.320,2.590
2,2:00,2,4,GNB 43,3,10,"Baker Mayfield sacked by Quay Walker for -9 yards. Baker Mayfield fumbles (forced by Quay Walker), recovered by Rob Havenstein at LA-48 (tackle by Quay Walker)",2.590,0.700
2,1:48,,,,,,Timeout #2 by Green Bay Packers,,
2,1:48,3,13,LAR 48,3,10,Baker Mayfield pass complete short middle to Van Jefferson for 15 yards (tackle by Rasul Douglas),0.700,3.120
2,1:08,1,10,GNB 37,3,10,Baker Mayfield pass incomplete deep middle intended for Tutu Atwell,3.120,2.570
2,1:02,2,10,GNB 37,3,10,Baker Mayfield pass incomplete short left intended for Tutu Atwell,2.570,1.880
2,0:57,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:57,3,10,GNB 37,3,10,Baker Mayfield pass incomplete short right,1.880,0.790
2,0:51,4,10,GNB 37,6,10,Matt Gay 55 yard field goal good,0.790,3.000
2,0:46,,,LAR 35,6,10,"Matt Gay kicks off 61 yards, returned by Keisean Nixon for 19 yards. Penalty on Jonathan Garvin: Offensive Holding, 10 yards (accepted)",0.000,-0.320
2,0:37,1,10,GNB 13,6,10,Aaron Jones up the middle for 6 yards (tackle by Russ Yeast),-0.320,0.030
2,0:17,2,4,GNB 19,6,10,Aaron Rodgers pass complete short middle to Aaron Jones for 25 yards (tackle by Taylor Rapp),0.030,1.860
2,0:07,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:07,1,10,GNB 44,6,10,Aaron Rodgers pass incomplete short middle intended for Robert Tonyan,1.860,1.320
2,0:03,2,10,GNB 44,6,10,Aaron Rodgers sacked by Greg Gaines for -4 yards,1.320,0.100
Quarter,Time,Down,ToGo,Location,LAR,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,6,10,"Matt Gay kicks off 40 yards, recovered by Corey Ballentine at GB-32 returned by Corey Ballentine for no gain",0.000,1.070
3,14:57,1,10,GNB 32,6,10,Aaron Jones left end for -1 yards (tackle by Greg Gaines and Bobby Wagner),1.070,0.390
3,14:23,2,11,GNB 31,6,10,"Aaron Rodgers sacked by and Jonah Williams for no gain and Michael Hoecht for no gain. Penalty on Cobie Durant: Defensive Holding, 5 yards (accepted) . Penalty on Ernest Jones: Defensive Holding, 5 yards (declined) (no play)",0.390,1.330
3,14:07,1,10,GNB 36,6,10,Aaron Jones up the middle for no gain (tackle by Cobie Durant and Bobby Wagner),1.330,0.790
3,13:28,2,10,GNB 36,6,10,Aaron Rodgers pass complete short middle to Romeo Doubs for 10 yards (tackle by Troy Hill),0.790,1.990
3,12:46,1,10,GNB 46,6,10,Aaron Rodgers pass complete short right to Christian Watson for 10 yards (tackle by Troy Hill),1.990,2.650
3,12:05,1,10,LAR 44,6,10,AJ Dillon left end for -1 yards (tackle by Bobby Wagner and Jalen Ramsey),2.650,1.980
3,11:36,2,11,LAR 45,6,10,Aaron Rodgers pass complete short left to AJ Dillon for 17 yards (tackle by Michael Hoecht),1.980,3.710
3,11:05,1,10,LAR 28,6,10,Aaron Rodgers pass complete short middle to Christian Watson for 15 yards (tackle by Nick Scott),3.710,4.710
3,10:22,1,10,LAR 13,6,10,Aaron Rodgers pass complete short middle to Aaron Jones for no gain (tackle by Bobby Wagner),4.710,4.050
3,9:41,2,10,LAR 13,6,10,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Nick Scott),4.050,3.880
3,8:47,3,6,LAR 9,6,10,"Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Cobie Durant). Penalty on Jalen Ramsey: Illegal Contact, 5 yards (accepted) (no play)",3.880,6.280
3,8:47,1,4,LAR 4,6,10,AJ Dillon up the middle for 3 yards (tackle by Jalen Ramsey and Earnest Brown),6.280,5.910
3,8:09,2,1,LAR 1,6,16,"AJ Dillon up the middle for 1 yard, touchdown",5.910,7.000
3,8:04,,,LAR 15,6,17,Mason Crosby kicks extra point good,0.000,0.000
3,8:04,,,GNB 35,6,17,"Mason Crosby kicks off 63 yards, returned by Brandon Powell for 24 yards (tackle by Rasul Douglas)",0.000,0.670
3,7:57,1,10,LAR 26,6,17,Cam Akers right tackle for -2 yards (tackle by Quay Walker),0.670,-0.140
3,7:05,2,12,LAR 24,6,17,"Brandon Powell up the middle for 9 yards (tackle by Quay Walker). Penalty on Matt Skura: Offensive Holding, 10 yards (accepted) (no play)",-0.140,-1.610
3,6:51,2,22,LAR 14,6,17,Cam Akers left guard for 5 yards (tackle by Jarran Reed),-1.610,-1.580
3,6:26,3,17,LAR 19,6,17,Baker Mayfield pass complete short right to Cam Akers for 7 yards (tackle by Rasul Douglas and De'Vondre Campbell),-1.580,-1.630
3,5:33,4,10,LAR 26,6,17,"Riley Dixon punts 41 yards, returned by Keisean Nixon for 17 yards (tackle by Riley Dixon). Penalty on Russ Yeast: Face Mask (15 Yards), 15 yards (accepted)",-1.630,-3.250
3,5:33,1,10,LAR 35,6,17,Aaron Jones right tackle for 9 yards (tackle by Nick Scott),3.250,3.920
3,4:50,2,1,LAR 26,6,17,Aaron Jones left end for 2 yards (tackle by Bobby Wagner),3.920,3.970
3,4:11,1,10,LAR 24,6,17,Aaron Jones up the middle for 3 yards (tackle by Jonah Williams and Bobby Brown),3.970,3.840
3,3:32,2,7,LAR 21,6,17,Aaron Rodgers pass complete short middle to Marcedes Lewis for 14 yards (tackle by Nick Scott),3.840,5.600
3,2:43,1,7,LAR 7,6,17,Aaron Rodgers pass incomplete short left,5.600,4.760
3,2:36,2,7,LAR 7,6,23,"Aaron Rodgers pass complete short left to Aaron Jones for 7 yards, touchdown",4.760,7.000
3,2:31,,,LAR 15,6,24,Mason Crosby kicks extra point good,0.000,0.000
3,2:31,,,GNB 35,6,24,"Mason Crosby kicks off 55 yards, returned by Brandon Powell for 20 yards (tackle by Tyler Davis)",0.000,0.940
3,2:25,1,10,LAR 30,6,24,"Baker Mayfield pass complete short left to Cam Akers for 18 yards (tackle by Rasul Douglas). Penalty on Jaire Alexander: Defensive Chop Block, 15 yards (accepted)",0.940,3.120
3,2:10,1,10,GNB 37,6,24,Cam Akers left guard for 8 yards (tackle by Quay Walker),3.120,3.650
3,1:37,2,2,GNB 29,6,24,Cam Akers right tackle for 19 yards (tackle by Rasul Douglas),3.650,4.910
3,1:11,1,10,GNB 10,6,24,Cam Akers up the middle for 2 yards (tackle by Quay Walker),4.910,4.570
3,0:38,2,8,GNB 8,6,24,Baker Mayfield pass incomplete short middle intended for Tutu Atwell (defended by Quay Walker) (defended by Adrian Amos),4.570,3.580
3,0:26,,,,,,Timeout #1 by Los Angeles Rams,,
3,0:26,3,8,GNB 8,12,24,"Baker Mayfield pass complete short middle to Tyler Higbee for 8 yards, touchdown",3.580,7.000
3,0:22,,,GNB 15,12,24,Matt Gay kicks extra point no good,0.000,-1.000
3,0:22,,,LAR 35,12,24,"Matt Gay kicks off 64 yards, returned by Keisean Nixon for 52 yards (tackle by Matt Gay and Nick Scott)",0.000,2.460
3,0:13,1,10,LAR 47,12,24,AJ Dillon right guard for -4 yards (tackle by Ernest Jones and Michael Hoecht),2.460,1.370
Quarter,Time,Down,ToGo,Location,LAR,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,GNB 49,12,24,"Aaron Rodgers pass incomplete deep left intended for Christian Watson. Penalty on Troy Hill: Defensive Pass Interference, 16 yards (accepted) (no play)",1.370,3.250
4,14:53,1,10,LAR 35,12,24,Aaron Jones left end for no gain (tackle by Jalen Ramsey),3.250,2.700
4,14:10,2,10,LAR 35,12,24,Aaron Rodgers pass incomplete short middle intended for Randall Cobb (defended by Cobie Durant),2.700,2.010
4,14:06,3,10,LAR 35,12,24,Aaron Rodgers sacked by Leonard Floyd for -7 yards,2.010,0.460
4,13:23,4,17,LAR 42,12,24,"Pat O'Donnell punts 37 yards, returned by Brandon Powell for 8 yards (tackle by Tyler Davis)",0.460,0.320
4,13:13,1,10,LAR 13,12,24,Cam Akers left end for no gain (tackle by Devonte Wyatt),-0.320,-0.770
4,12:41,2,10,LAR 13,12,24,Baker Mayfield sacked by and Justin Hollins for -3 yards and Devonte Wyatt for -3 yards,-0.770,-1.770
4,12:14,3,13,LAR 10,12,24,"Baker Mayfield pass deep right intended for Ben Skowronek is intercepted by Rasul Douglas at LA-33 and returned for no gain. Rasul Douglas fumbles, recovered by Adrian Amos at LA-33 and returned for -1 yards (tackle by Tyler Higbee)",-1.770,-3.310
4,11:53,1,10,LAR 34,12,24,Aaron Jones left end for 3 yards (tackle by Michael Hoecht),3.310,3.180
4,11:10,2,7,LAR 31,12,24,"Aaron Jones right tackle for 13 yards. Aaron Jones fumbles (forced by Jalen Ramsey) (tackle by Taylor Rapp), recovered by Jalen Ramsey at LA-18 and returned for 12 yards (tackle by Robert Tonyan). Penalty on Yosuah Nijman: Face Mask (15 Yards), 15 yards (declined) . Penalty on Greg Gaines: Unnecessary Roughness / Defense, 15 yards (accepted)",3.180,0.220
4,10:55,1,10,LAR 15,12,24,Baker Mayfield pass complete short right to Brandon Powell for 4 yards (tackle by Rasul Douglas),-0.220,-0.110
4,10:13,,,,,,Timeout #2 by Los Angeles Rams,,
4,10:13,2,6,LAR 19,12,24,"Baker Mayfield pass incomplete deep right intended for Tutu Atwell. Penalty on Adrian Amos: Defensive Pass Interference, 40 yards (accepted) (no play)",-0.110,2.850
4,10:06,1,10,GNB 41,12,24,Baker Mayfield sacked by Preston Smith for -6 yards,2.850,1.500
4,9:21,2,16,GNB 47,12,24,Baker Mayfield pass incomplete short right intended for Brandon Powell,1.500,0.830
4,9:17,3,16,GNB 47,12,24,"Baker Mayfield scrambles left end for 1 yard (tackle by Quay Walker). Penalty on Rob Havenstein: Offensive Holding, 10 yards (declined)",0.830,0.200
4,8:58,4,15,GNB 46,12,24,"Riley Dixon punts 32 yards, fair catch by Randall Cobb at GB-14",0.200,0.280
4,8:51,1,10,GNB 14,12,24,Aaron Jones left end for 9 yards (tackle by Ernest Jones),-0.280,0.550
4,8:08,2,1,GNB 23,12,24,Patrick Taylor up the middle for 5 yards (tackle by Ernest Jones and Michael Hoecht),0.550,0.810
4,7:24,,,,,,Timeout #1 by Green Bay Packers,,
4,7:24,1,10,GNB 28,12,24,Aaron Rodgers pass complete short middle to Romeo Doubs for 23 yards (tackle by Taylor Rapp),0.810,2.320
4,6:38,1,10,LAR 49,12,24,Patrick Taylor up the middle for 6 yards (tackle by Jonah Williams and Cobie Durant),2.320,2.590
4,5:56,2,4,LAR 43,12,24,Patrick Taylor right tackle for 3 yards (tackle by Leonard Floyd),2.590,2.280
4,5:13,3,1,LAR 40,12,24,Aaron Rodgers pass complete short left to Christian Watson for 13 yards (tackle by Nick Scott),2.280,3.780
4,4:34,1,10,LAR 27,12,24,Patrick Taylor right tackle for 1 yard (tackle by Bobby Wagner and Leonard Floyd),3.780,3.370
4,3:42,2,9,LAR 26,12,24,Aaron Jones right end for 14 yards (tackle by Taylor Rapp),3.370,4.780
4,2:54,1,10,LAR 12,12,24,Aaron Rodgers pass complete short right to Romeo Doubs for no gain (tackle by Troy Hill),4.780,4.100
4,2:06,,,,,,Timeout #2 by Green Bay Packers,,
4,2:06,2,10,LAR 12,12,24,Aaron Rodgers pass complete short left to Christian Watson for 8 yards (tackle by Troy Hill),4.100,4.840
4,1:59,3,2,LAR 4,12,24,Aaron Rodgers pass incomplete short right intended for Christian Watson,4.840,3.040
4,1:57,4,2,LAR 4,12,24,Aaron Jones left guard for 3 yards (tackle by Greg Gaines),3.040,6.970
4,1:36,,,,,,Timeout #3 by Los Angeles Rams,,
4,1:36,1,1,LAR 1,12,24,Aaron Rodgers kneels for -1 yards,6.970,5.720
4,0:53,2,2,LAR 2,12,24,Aaron Rodgers kneels for -1 yards,5.720,4.720
4,0:34,3,3,LAR 3,12,24,Aaron Rodgers kneels for -1 yards,4.720,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
