Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
3,7:43,1,10,SFO 12,17,23,"Andy Dalton pass complete short right to Dalton Schultz for 12 yards, touchdown",4.780,7.000
3,7:35,,,SFO 15,17,24,Greg Zuerlein kicks extra point good,0.000,0.000
3,7:35,,,DAL 35,17,24,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,7:35,1,10,SFO 25,17,24,Jeff Wilson left guard for 5 yards (tackle by Leighton Vander Esch),0.610,0.740
3,6:59,2,5,SFO 30,17,24,Jeff Wilson right end for 10 yards (tackle by Jaylon Smith),0.740,1.600
3,6:24,1,10,SFO 40,17,24,"Tevin Coleman left end for 1 yard (tackle by Anthony Brown). Penalty on Justin Hamilton: Defensive Holding, 5 yards",1.600,1.990
3,6:08,1,10,SFO 46,17,24,Nick Mullens pass complete deep left to Kyle Juszczyk for 25 yards (tackle by Donovan Wilson),1.990,3.640
3,5:26,1,10,DAL 29,17,24,Tevin Coleman right tackle for 6 yards (tackle by Dorance Armstrong and Leighton Vander Esch),3.640,3.910
3,4:56,2,4,DAL 23,17,24,Nick Mullens pass complete short left to Brandon Aiyuk for 3 yards (tackle by Anthony Brown),3.910,3.600
3,4:20,3,1,DAL 20,17,24,Kyle Juszczyk up the middle for 3 yards (tackle by Jaylon Smith and Sean Lee),3.600,4.440
3,3:43,1,10,DAL 17,17,24,Jeff Wilson left tackle for 3 yards (tackle by Sean Lee),4.440,4.320
3,3:03,2,7,DAL 14,17,24,Nick Mullens pass incomplete short middle intended for Jordan Reed (defended by Neville Gallimore),4.320,3.500
3,2:56,3,7,DAL 14,17,24,Nick Mullens pass complete short middle to Jordan Reed for 13 yards (tackle by Donovan Wilson and Anthony Brown),3.500,6.970
3,2:12,1,1,DAL 1,23,24,"Jeff Wilson right guard for 1 yard, touchdown",6.970,7.000
3,2:08,,,DAL 15,24,24,Robbie Gould kicks extra point good,0.000,0.000
3,2:08,,,SFO 35,24,24,"Mitch Wishnowsky kicks off 69 yards, returned by Rico Dowdle for 33 yards (tackle by Marcell Harris and Mitch Wishnowsky)",0.000,0.870
3,2:01,1,10,DAL 29,24,24,Amari Cooper left end for 4 yards (tackle by Azeez Al-Shaair),0.870,0.870
3,1:31,2,6,DAL 33,24,24,Tony Pollard right tackle for 1 yard (tackle by Jordan Willis),0.870,0.300
3,0:48,3,5,DAL 34,24,24,Andy Dalton pass incomplete short left intended for Michael Gallup (defended by K'Waun Williams),0.300,-1.110
3,0:44,4,5,DAL 34,24,24,"Hunter Niswander punts 42 yards, fair catch by Trent Taylor at SF-24",-1.110,-0.540
3,0:35,1,10,SFO 24,24,24,Jeff Wilson right guard for no gain (tackle by Neville Gallimore and Justin Hamilton),0.540,0.000
Quarter,Time,Down,ToGo,Location,SFO,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,SFO 24,24,24,Jeff Wilson right end for 3 yards (tackle by Chidobe Awuzie),0.000,-0.300
4,14:29,3,7,SFO 27,24,24,Nick Mullens pass complete short right to Brandon Aiyuk for 3 yards (tackle by Darian Thompson),-0.300,-1.370
4,14:15,4,4,SFO 30,24,24,"Mitch Wishnowsky punts 46 yards, returned by CeeDee Lamb for 16 yards (tackle by Taybor Pepper)",-1.370,-1.600
4,14:02,1,10,DAL 40,24,24,Andy Dalton right end for 2 yards (tackle by Kevin Givens),1.600,1.320
4,13:23,2,8,DAL 42,24,24,Noah Brown left end for 4 yards (tackle by Tarvarius Moore),1.320,1.160
4,12:48,3,4,DAL 46,24,24,Andy Dalton pass incomplete short left intended for Noah Brown (defended by Emmanuel Moseley),1.160,-0.320
4,12:41,4,4,DAL 46,24,24,Hunter Niswander punts 52 yards downed by Cedrick Wilson,-0.320,0.380
4,12:31,1,10,SFO 2,24,24,Kyle Juszczyk up the middle for 1 yard (tackle by Tyrone Crawford),-0.380,-0.710
4,11:49,2,9,SFO 3,24,24,Nick Mullens pass complete short left to Brandon Aiyuk for 9 yards (tackle by Anthony Brown),-0.710,-0.350
4,11:25,1,10,SFO 12,24,24,Nick Mullens pass incomplete short left,-0.350,-0.780
4,11:18,2,10,SFO 12,24,24,Tevin Coleman right end for 4 yards (tackle by Jourdan Lewis),-0.780,-0.950
4,10:34,3,6,SFO 16,24,24,Nick Mullens pass short left intended for Jordan Reed is intercepted by Donovan Wilson at SF-28 and returned for no gain,-0.950,-3.710
4,10:26,1,10,SFO 28,24,24,Andy Dalton pass incomplete short left intended for Noah Brown,3.710,3.170
4,10:22,2,10,SFO 28,24,24,Andy Dalton pass incomplete short left,3.170,2.480
4,10:17,3,10,SFO 28,24,24,Andy Dalton pass incomplete short left intended for Noah Brown (defended by Ahkello Witherspoon),2.480,1.590
4,10:12,4,10,SFO 28,24,27,Greg Zuerlein 46 yard field goal good,1.590,3.000
4,10:08,,,DAL 35,24,27,"Greg Zuerlein kicks off 68 yards, returned by Jerick McKinnon for 23 yards (tackle by Francis Bernard and C.J. Goodwin)",0.000,0.280
4,10:03,1,10,SFO 20,24,27,Jeff Wilson up the middle for 12 yards (tackle by Chidobe Awuzie),0.280,1.070
4,9:20,1,10,SFO 32,24,27,Nick Mullens pass complete short middle to Brandon Aiyuk for 15 yards (tackle by Trevon Diggs),1.070,2.060
4,8:52,1,10,SFO 47,24,27,Jeff Wilson right tackle for -1 yards (tackle by Randy Gregory),2.060,1.380
4,8:14,2,11,SFO 46,24,27,Nick Mullens pass incomplete deep left intended for Richie James (defended by Donovan Wilson),1.380,0.700
4,8:06,3,11,SFO 46,24,27,Nick Mullens pass incomplete deep right intended for Brandon Aiyuk (defended by Chidobe Awuzie),0.700,-0.320
4,8:00,4,11,SFO 46,24,27,"Mitch Wishnowsky punts 45 yards, fair catch by CeeDee Lamb at DAL-9",-0.320,0.380
4,7:53,1,10,DAL 9,24,27,Tony Pollard right tackle for 5 yards (tackle by Kerry Hyder),-0.380,-0.390
4,7:17,2,5,DAL 14,24,27,Andy Dalton pass incomplete short left intended for Tony Pollard,-0.390,-0.840
4,7:13,3,5,DAL 14,24,27,Andy Dalton pass complete short left to CeeDee Lamb for 9 yards (tackle by Emmanuel Moseley),-0.840,0.480
4,6:41,1,10,DAL 23,24,27,Amari Cooper left end for -11 yards (tackle by Tarvarius Moore),0.480,-1.580
4,6:07,2,21,DAL 12,24,27,Andy Dalton pass complete short right to Amari Cooper for 5 yards (tackle by K'Waun Williams),-1.580,-1.760
4,5:21,3,16,DAL 17,24,27,Cedrick Wilson pass complete short right to Tony Pollard for 12 yards (tackle by Fred Warner),-1.760,-1.440
4,4:42,4,4,DAL 29,24,27,"Hunter Niswander punts 42 yards, fair catch by Brandon Aiyuk at SF-29",-1.440,-0.870
4,4:34,1,10,SFO 29,24,27,"Nick Mullens pass complete short left to Brandon Aiyuk for 5 yards (tackle by Jourdan Lewis). Penalty on Mike McGlinchey: Unnecessary Roughness, 15 yards",0.870,-1.080
4,4:22,2,20,SFO 19,24,27,Nick Mullens pass complete short middle to Kendrick Bourne for 11 yards (tackle by Donovan Wilson),-1.080,-0.230
4,3:37,3,9,SFO 30,24,27,"Nick Mullens pass incomplete deep right intended for Brandon Aiyuk. Penalty on Jourdan Lewis: Defensive Pass Interference, 18 yards (no play)",-0.230,2.130
4,3:30,1,10,SFO 48,24,27,Jeff Wilson left guard for 1 yard (tackle by Justin Hamilton and Eli Ankou),2.130,1.720
4,2:51,2,9,SFO 49,24,27,Nick Mullens pass short middle intended for Brandon Aiyuk is intercepted by Anthony Brown at DAL-40 and returned for 14 yards,1.720,-2.520
4,2:43,1,10,SFO 46,24,27,Tony Pollard left end for 6 yards (tackle by Kerry Hyder),2.520,2.790
4,2:36,,,,,,Timeout #2 by San Francisco 49ers,,
4,2:36,2,4,SFO 40,24,33,"Tony Pollard right tackle for 40 yards, touchdown",2.790,7.000
4,2:27,,,SFO 15,24,34,Greg Zuerlein kicks extra point good,0.000,0.000
4,2:27,,,DAL 35,24,34,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,2:27,1,10,SFO 25,24,34,Nick Mullens right end for 7 yards (tackle by Chidobe Awuzie),0.610,1.010
4,2:03,2,3,SFO 32,24,34,Nick Mullens pass complete short right to Richie James for 7 yards (tackle by Chidobe Awuzie),1.010,1.530
4,1:59,1,10,SFO 39,24,34,Nick Mullens pass incomplete short right intended for Jeff Wilson,1.530,0.990
4,1:56,2,10,SFO 39,24,34,Nick Mullens pass incomplete short right intended for Jeff Wilson,0.990,0.300
4,1:50,3,10,SFO 39,24,34,"Nick Mullens pass complete short right to River Cracraft for 8 yards (tackle by Joe Thomas). Penalty on DeMarcus Lawrence: Roughing the Passer, 15 yards",0.300,3.050
4,1:41,1,10,DAL 38,24,34,C.J. Beathard pass incomplete short left intended for Brandon Aiyuk (defended by Trevon Diggs),3.050,2.510
4,1:37,2,10,DAL 38,24,34,C.J. Beathard pass complete short left to Jerick McKinnon for -1 yards (tackle by Trevon Diggs),2.510,1.680
4,1:11,3,11,DAL 39,24,34,C.J. Beathard pass complete short left to Jerick McKinnon for 23 yards (tackle by DeMarcus Lawrence),1.680,4.510
4,0:49,1,10,DAL 16,24,34,C.J. Beathard pass complete short middle to River Cracraft for 3 yards (tackle by Jourdan Lewis),4.510,4.390
4,0:43,,,,,,Timeout #3 by San Francisco 49ers,,
4,0:43,2,7,DAL 13,27,34,Robbie Gould 31 yard field goal good,4.390,3.000
4,0:40,,,,,,Timeout #1 by Dallas Cowboys,,
4,0:40,,,SFO 35,27,40,"Robbie Gould kicks onside 12 yards, returned by CeeDee Lamb for 47 yards, touchdown",0.000,7.000
4,0:34,,,SFO 15,27,41,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:34,,,DAL 35,27,41,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,0:34,1,10,SFO 25,27,41,C.J. Beathard pass complete deep middle to Brandon Aiyuk for 26 yards (tackle by Jaylon Smith and Joe Thomas),0.610,2.320
4,0:12,1,10,DAL 49,27,41,C.J. Beathard pass incomplete short left intended for Jeff Wilson,2.320,1.780
4,0:07,2,10,DAL 49,33,41,"C.J. Beathard pass complete deep right to Kendrick Bourne for 49 yards, touchdown",1.780,7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
