Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
2,14:22,3,1,BUF 28,14,7,Rudi Johnson right tackle for -3 yards (tackle by Aaron Schobel),3.070,1.370
2,13:40,4,4,BUF 31,14,7,Jon Kitna pass complete to Matt Schobel for 6 yards (tackle by Takeo Spikes),1.370,3.910
2,13:00,1,10,BUF 25,14,7,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",3.910,3.580
2,12:49,1,15,BUF 30,20,7,"Jon Kitna pass incomplete intended for Rudi Johnson is intercepted by Takeo Spikes at BUF-38 and returned for 62 yards, touchdown",3.580,-7.000
2,12:36,,,CIN 2,21,7,Rian Lindell kicks extra point good,0.000,0.000
2,12:36,,,BUF 30,21,7,"Rian Lindell kicks off 51 yards, returned by Cliff Russell for 25 yards (tackle by Rian Lindell)",0.000,1.860
2,12:31,1,10,CIN 44,21,7,Rudi Johnson right end for 4 yards (tackle by London Fletcher),1.860,1.860
2,11:55,2,6,CIN 48,21,7,Rudi Johnson up the middle for 4 yards (tackle by Pat Williams and Jeff Posey),1.860,1.690
2,11:10,3,2,BUF 48,21,7,"Penalty on Willie Anderson: False Start, 5 yards (no play)",1.690,1.030
2,10:57,3,7,CIN 47,21,7,Jon Kitna pass complete to T.J. Houshmandzadeh for 24 yards (tackle by Rashad Baker),1.030,3.640
2,10:18,1,10,BUF 29,21,7,Rudi Johnson left guard for 3 yards (tackle by London Fletcher and Troy Vincent),3.640,3.510
2,9:46,2,7,BUF 26,21,7,Jon Kitna pass incomplete intended for Tony Stewart (defended by Troy Vincent),3.510,2.810
2,9:39,3,7,BUF 26,21,7,Jon Kitna pass complete to Kelley Washington for 12 yards (tackle by Nate Clements),2.810,4.650
2,8:59,1,10,BUF 14,21,7,Rudi Johnson right guard for 1 yard (tackle by Chris Kelsay),4.650,4.160
2,8:23,2,9,BUF 13,21,7,Jon Kitna pass complete to T.J. Houshmandzadeh for 8 yards (tackle by Terrence McGee and Lawyer Milloy),4.160,4.960
2,7:38,3,1,BUF 5,21,7,Rudi Johnson right tackle for -1 yards (tackle by Chris Kelsay and Aaron Schobel),4.960,3.010
2,6:57,4,2,BUF 6,21,10,Shayne Graham 24 yard field goal good,3.010,3.000
2,6:57,,,CIN 30,21,10,"Shayne Graham kicks off 61 yards, returned by Terrence McGee for 19 yards (tackle by Reggie Myles). Terrence McGee fumbles, recovered by Mario Haggan at BUF-28 (tackle by Caleb Miller). Penalty on Angelo Crowell: Defensive Holding (Declined)",0.000,0.810
2,6:45,1,10,BUF 28,21,10,Willis McGahee right end for 1 yard (tackle by Keiwan Ratliff),0.810,0.400
2,6:22,2,9,BUF 29,21,10,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Tory James),0.400,1.600
2,5:47,1,10,BUF 40,21,10,Willis McGahee right tackle for -3 yards (tackle by Kim Herring),1.600,0.650
2,5:10,2,13,BUF 37,21,10,Drew Bledsoe pass incomplete intended for Ryan Neufeld,0.650,-0.030
2,5:06,3,13,BUF 37,21,10,Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Lee Evans: Illegal Shift (Declined),-0.030,-0.910
2,5:02,4,13,BUF 37,21,10,"Brian Moorman punts 41 yards, returned by Keiwan Ratliff for 5 yards (tackle by Kevin Thomas)",-0.910,-0.740
2,4:51,1,10,CIN 27,21,10,Rudi Johnson left guard for 2 yards (tackle by Takeo Spikes and Troy Vincent),0.740,0.470
2,4:18,2,8,CIN 29,21,10,"Jon Kitna for no gain. Jon Kitna fumbles, recovered by London Fletcher at CIN-28 (tackle by Jon Kitna)",0.470,-3.710
2,4:14,1,10,CIN 28,21,10,Drew Bledsoe pass incomplete,3.710,3.170
2,4:07,2,10,CIN 28,21,10,Willis McGahee for 14 yards,3.170,4.650
2,3:38,1,10,CIN 14,21,10,Drew Bledsoe up the middle for 8 yards (tackle by Brian Simmons),4.650,5.470
2,2:58,1,10,CIN 14,21,10,Timeout #3 by Buffalo Bills,4.650,5.470
2,2:58,2,2,CIN 6,21,10,"Drew Bledsoe pass complete to Willis McGahee for -5 yards. Willis McGahee fumbles, recovered by Rod Trafford at CIN-11",5.470,3.620
2,2:21,2,2,CIN 6,21,10,Timeout #1 by Cincinnati Bengals,5.470,3.620
2,2:21,3,7,CIN 11,21,10,"Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Keiwan Ratliff and Kevin Kaesviharn). Penalty on Carl Powell: Defensive Offside, 5 yards (no play)",3.620,4.730
2,2:00,3,2,CIN 6,21,10,Shaud Williams right tackle for no gain (tackle by Carl Powell),4.730,3.010
2,1:18,4,2,CIN 6,24,10,Rian Lindell 23 yard field goal good,3.010,3.000
2,1:18,,,BUF 30,24,10,"Rian Lindell kicks off 55 yards, returned by Kenny Watson for 17 yards (tackle by Sam Aiken)",0.000,1.070
2,1:08,1,10,CIN 32,24,10,Jon Kitna pass incomplete intended for Matt Schobel is intercepted by Chris Kelsay at CIN-32 and returned for 3 yards (tackle by Willie Anderson),1.070,-3.640
2,0:59,1,10,CIN 29,24,10,Shaud Williams up the middle for 2 yards (tackle by Landon Johnson and Langston Moore),3.640,3.370
2,0:33,2,8,CIN 27,24,10,Drew Bledsoe pass incomplete intended for Lee Evans,3.370,2.680
2,0:28,3,8,CIN 27,24,10,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Kevin Kaesviharn and Keiwan Ratliff),2.680,4.510
2,0:12,1,10,CIN 16,24,10,Drew Bledsoe spiked the ball,4.510,3.900
2,0:11,2,10,CIN 16,24,10,"Penalty on Drew Bledsoe: Delay of Game, 5 yards (no play)",3.900,3.280
2,0:11,2,15,CIN 21,24,10,Drew Bledsoe pass incomplete intended for Eric Moulds,3.280,2.610
2,0:05,2,15,CIN 21,24,10,Timeout #2 by Cincinnati Bengals,3.280,2.610
2,0:05,3,15,CIN 21,27,10,Rian Lindell 39 yard field goal good,2.610,3.000
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,27,10,"Shayne Graham kicks off no gain, returned by Terrence McGee for 41 yards (tackle by Shayne Graham)",0.000,1.990
3,14:53,1,10,BUF 46,27,10,Willis McGahee right end for -4 yards (tackle by Brian Simmons),1.990,0.910
3,14:15,2,14,BUF 42,27,10,Drew Bledsoe pass incomplete intended for Lee Evans,0.910,0.230
3,14:11,3,14,BUF 42,27,10,Drew Bledsoe pass incomplete intended for Joe Burns,0.230,-0.590
3,14:06,4,14,BUF 42,27,10,"Brian Moorman punts 44 yards, returned by Keiwan Ratliff for 11 yards (tackle by Josh Stamer). Penalty on Kevin Walter: Illegal Block Above the Waist, 10 yards",-0.590,0.280
3,13:52,1,10,CIN 14,27,10,Rudi Johnson left tackle for 7 yards (tackle by Aaron Schobel and London Fletcher),-0.280,0.280
3,13:09,2,3,CIN 21,27,10,Rudi Johnson left guard for 2 yards (tackle by London Fletcher and Jeff Posey),0.280,-0.320
3,12:31,3,1,CIN 23,27,10,Jon Kitna pass complete to Reggie Kelly for no gain,-0.320,-1.830
3,11:37,4,1,CIN 23,27,10,"Kyle Larson punts 41 yards, returned by Jonathan Smith for -1 yards (tackle by Reggie Myles)",-1.830,-1.270
3,11:26,1,10,BUF 35,27,10,Drew Bledsoe pass complete to Willis McGahee for 6 yards (tackle by Keiwan Ratliff and Kevin Hardy),1.270,1.530
3,10:48,2,4,BUF 41,27,10,Willis McGahee right end for 8 yards (tackle by Landon Johnson),1.530,2.190
3,10:06,1,10,BUF 49,27,10,"Drew Bledsoe sacked by Carl Powell for -9 yards. Drew Bledsoe fumbles (forced by Carl Powell), recovered by Chris Villarrial at BUF-43",2.190,0.840
3,9:21,2,16,BUF 43,27,10,Drew Bledsoe pass incomplete intended for Willis McGahee,0.840,0.170
3,9:16,3,16,BUF 43,27,10,Drew Bledsoe pass complete to Josh Reed for 13 yards (tackle by Terrell Roberts and Brian Simmons),0.170,0.330
3,8:34,4,3,CIN 44,27,10,"Brian Moorman punts 32 yards, returned by Keiwan Ratliff for 6 yards (tackle by Kevin Thomas)",0.330,-0.040
3,8:25,1,10,CIN 18,27,10,"Jon Kitna sacked by Aaron Schobel for -6 yards. Jon Kitna fumbles (forced by Aaron Schobel), recovered by Jon Kitna at CIN-14",0.040,-1.040
3,7:50,2,14,CIN 14,27,10,Rudi Johnson left guard for 3 yards (tackle by London Fletcher),-1.040,-1.340
3,7:10,3,11,CIN 17,27,10,Jon Kitna pass complete to Kelley Washington for 12 yards (tackle by Terrence McGee),-1.340,0.870
3,7:03,1,10,CIN 29,27,10,Jon Kitna sacked by Sam Adams for -11 yards,0.870,-1.260
3,6:34,2,21,CIN 18,27,10,Jon Kitna pass complete to Reggie Kelly for 8 yards (tackle by Terrence McGee),-1.260,-0.760
3,5:50,3,13,CIN 26,27,10,Jon Kitna pass incomplete,-0.760,-1.630
3,5:41,4,13,CIN 26,27,10,"Kyle Larson punts 44 yards, returned by Nate Clements for 5 yards (tackle by Marcus Wilkins). Penalty on Josh Stamer: Illegal Block Above the Waist, 10 yards",-1.630,0.060
3,5:26,1,10,BUF 17,27,10,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.060,-0.580
3,5:21,2,10,BUF 17,27,10,Willis McGahee up the middle for 1 yard (tackle by Langston Moore and Carl Powell),-0.580,-1.130
3,4:40,3,9,BUF 18,27,10,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Keiwan Ratliff),-1.130,-2.240
3,4:34,4,9,BUF 18,27,10,Brian Moorman punts 48 yards,-2.240,-1.200
3,4:21,1,10,CIN 34,27,10,Jon Kitna up the middle for 4 yards (tackle by Chris Kelsay),1.200,1.200
3,3:40,2,6,CIN 38,27,10,"Rudi Johnson right guard for 19 yards (tackle by Nate Clements and Lawyer Milloy). Rudi Johnson fumbles (forced by Nate Clements), recovered by Takeo Spikes at BUF-43 (tackle by Eric Steinbach)",1.200,-1.800
3,3:31,1,10,BUF 43,27,10,Willis McGahee left guard for 3 yards (tackle by Carl Powell),1.800,1.660
3,2:53,2,7,BUF 46,27,10,Willis McGahee left end for 1 yard (tackle by Kevin Hardy),1.660,1.090
3,2:07,3,6,BUF 47,27,10,"Drew Bledsoe pass incomplete intended for Josh Reed. Penalty on Tory James: Defensive Pass Interference, 18 yards (no play)",1.090,3.250
3,1:57,1,10,CIN 35,27,10,Shaud Williams right end for -2 yards (tackle by Robert Geathers),3.250,2.430
3,1:34,2,12,CIN 37,27,10,Drew Bledsoe pass complete to Lee Evans for 16 yards (tackle by Kim Herring),2.430,4.170
3,0:32,1,10,CIN 21,27,10,Drew Bledsoe pass complete to Eric Moulds for 10 yards (tackle by Madieu Williams),4.170,4.840
Quarter,Time,Down,ToGo,Location,BUF,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 11,27,10,Drew Bledsoe up the middle for 5 yards (tackle by Kevin Hardy),4.840,5.080
4,14:26,2,5,CIN 6,27,10,Shaud Williams right guard for 3 yards (tackle by John Thornton and Justin Smith),5.080,4.890
4,13:50,3,2,CIN 3,27,10,Shaud Williams right tackle for 1 yard (tackle by Brian Simmons),4.890,3.250
4,13:02,4,1,CIN 2,30,10,Rian Lindell 21 yard field goal good,3.250,3.000
4,13:02,,,BUF 30,30,10,--,0.000,0.280
4,12:55,1,10,CIN 20,30,10,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh,0.280,-0.270
4,12:50,2,10,CIN 20,30,10,Jon Kitna pass complete to T.J. Houshmandzadeh for 5 yards (tackle by Kevin Thomas),-0.270,-0.300
4,12:12,3,5,CIN 25,30,10,Jon Kitna pass incomplete intended for Chad Johnson,-0.300,-1.700
4,12:06,4,5,CIN 25,30,10,"Kyle Larson punts 47 yards, returned by Nate Clements for 5 yards (tackle by Reggie Myles)",-1.700,-1.140
4,11:55,1,10,BUF 33,30,10,Drew Bledsoe sacked by Carl Powell for -8 yards,1.140,-0.490
4,11:29,2,18,BUF 25,30,10,Drew Bledsoe pass complete to Shaud Williams for 10 yards (tackle by Landon Johnson),-0.490,0.170
4,10:44,3,8,BUF 35,30,10,Drew Bledsoe pass complete to Josh Reed for 11 yards (tackle by Kim Herring),0.170,1.990
4,10:00,1,10,BUF 46,30,10,Shaud Williams left end for 7 yards (tackle by Brian Simmons),1.990,2.400
4,9:20,2,3,CIN 47,30,10,Drew Bledsoe pass complete to Eric Moulds for 10 yards (tackle by Keiwan Ratliff),2.400,3.120
4,8:39,1,10,CIN 37,30,10,Shaud Williams right tackle for 2 yards (tackle by Shaun Smith),3.120,2.840
4,7:59,2,8,CIN 35,30,10,"Shaud Williams left end for -14 yards (tackle by Carl Powell). Penalty on Carl Powell: Face Mask (5 Yards), 14 yards",2.840,2.840
4,7:40,2,8,CIN 35,30,10,Drew Bledsoe pass complete to Lee Evans for 14 yards (tackle by Tory James),2.840,4.170
4,6:59,1,10,CIN 21,30,10,Shaud Williams right guard for 5 yards (tackle by Kevin Hardy),4.170,4.370
4,6:19,2,5,CIN 16,30,10,Shaud Williams up the middle for 1 yard (tackle by Langston Moore),4.370,3.810
4,5:38,3,4,CIN 15,30,10,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Landon Johnson),3.810,2.520
4,5:35,4,4,CIN 15,33,10,Rian Lindell 33 yard field goal good,2.520,3.000
4,5:35,,,BUF 30,33,10,"Rian Lindell kicks off 60 yards, returned by Kenny Watson for 24 yards (tackle by Kevin Thomas)",0.000,1.200
4,5:24,1,10,CIN 34,33,10,Rudi Johnson left guard for 31 yards (tackle by Nate Clements),1.200,3.250
4,4:48,1,10,BUF 35,33,10,Jon Kitna pass complete to Matt Schobel for 10 yards (tackle by Kevin Thomas),3.250,3.910
4,4:17,1,10,BUF 25,33,10,Jon Kitna pass incomplete intended for Chad Johnson,3.910,3.360
4,4:13,2,10,BUF 25,33,10,Jon Kitna pass incomplete intended for Chad Johnson,3.360,2.680
4,4:08,3,10,BUF 25,33,10,Jon Kitna pass complete to Kelley Washington for 21 yards (tackle by Terrence McGee and Rashad Baker),2.680,6.280
4,3:28,1,4,BUF 4,33,10,Jon Kitna pass incomplete,6.280,5.340
4,3:24,2,4,BUF 4,33,10,Jon Kitna pass incomplete intended for Matt Schobel (defended by Lawyer Milloy),5.340,4.490
4,3:18,3,4,BUF 4,33,10,Jon Kitna pass incomplete intended for Chad Johnson (defended by Nate Clements),4.490,3.030
4,3:14,4,4,BUF 4,33,16,"Jon Kitna pass complete to Matt Schobel for 4 yards, touchdown",3.030,7.000
4,3:14,,,BUF 2,33,17,Shayne Graham kicks extra point good,0.000,0.000
4,3:14,,,CIN 30,33,17,"Shayne Graham kicks onside 12 yards, recovered by Nate Clements",0.000,-2.790
4,3:08,1,10,CIN 42,33,17,Shaud Williams left guard for 1 yard (tackle by Carl Powell),2.790,2.380
4,2:59,1,10,CIN 42,33,17,Timeout #1 by Cincinnati Bengals,2.790,2.380
4,2:59,2,9,CIN 41,33,17,Shaud Williams left end for 9 yards (tackle by Anthony Mitchell),2.380,3.450
4,2:28,1,10,CIN 32,33,17,Shaud Williams right end for no gain (tackle by Brian Simmons),3.450,2.900
4,2:00,2,10,CIN 32,33,17,Shaud Williams left end for -3 yards (tackle by Kim Herring),2.900,1.820
4,1:18,3,13,CIN 35,33,17,Shaud Williams right end for 4 yards (tackle by Brian Simmons),1.820,1.320
4,1:12,3,13,CIN 35,33,17,Timeout #1 by Buffalo Bills,1.820,1.320
4,1:12,4,9,CIN 31,33,17,Brian Moorman left end for -11 yards (tackle by Tory James),1.320,-1.730
4,1:08,1,10,CIN 42,33,17,Kenny Watson up the middle for 4 yards (tackle by Terrence McGee),1.730,1.730
4,0:31,2,6,CIN 46,33,17,Kenny Watson for 1 yard (tackle by Kevin Thomas),1.730,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
